TXN,Sales Organisation,Distribution Channel,Valid To,Valid From,ABC Indicator,Article,Vendor Article No,Legacy Product Code(POS),Article Description,Basic Text,Merchandise Category,Mdse Catgry Desc,Product Hierarchy,Company,Department,Group,Category,Class,Vendor,Vendor Name,Holdings Brand,Brand Description,Holdings Style,Invoice Cost exclusive tax,Invoice Cost inclusive GST,Inv Curr,Internal Rebate %,Floor Cost exclusive GST,Floor Cost Inclusive,Floor Curr,Sellprice exclusive tax,Sellprice inclusive GST,Sell Curr,Gross Profit %,Manufacturer Waranty,DC Article Status,DC Art Status Description,Global Trade Item Number,Re-order Quantity,Assortment grade,Product Care Eligibility Flag,Price Band Category
"NN","Harvey Norman AU","Retail",9999-12-31 00:00:00.000,2013-11-29 00:00:00.000,"Z",10219306,"CR_B03D_061","CR_B03D_061","FINANCE COST RECOVERY 061","",90010501,"FINANCE COST RECOVER","01061SRVRECFIN","01 - HARVEY NORMAN","061 - APPLIANCES","SRV - SERVICE","REC - RECOVERY","FIN - FINANCE COST RECOVER",603754,"DERNI POS MISC PRODUCTS ONLY","HARVEY","HARVEY NORMAN","INVADJ",0,0,"AUD",0,0,0,"AUD",0,0,"AUD",0,,"","",,1,1,"",2
"NN","Harvey Norman AU","Retail",9999-12-31 00:00:00.000,2013-11-29 00:00:00.000,"Z",10219307,"CR_B12D_061","CR_B12D_061","FINANCE COST RECOVERY 061","",90010501,"FINANCE COST RECOVER","01061SRVRECFIN","01 - HARVEY NORMAN","061 - APPLIANCES","SRV - SERVICE","REC - RECOVERY","FIN - FINANCE COST RECOVER",603754,"DERNI POS MISC PRODUCTS ONLY","HARVEY","HARVEY NORMAN","INVADJ",0,0,"AUD",0,0,0,"AUD",0,0,"AUD",0,,"","",,1,1,"",2
"NN","Harvey Norman AU","Retail",9999-12-31 00:00:00.000,2013-11-29 00:00:00.000,"Z",10219308,"CR_B06D_061","CR_B06D_061","FINANCE COST RECOVERY 061","",90010501,"FINANCE COST RECOVER","01061SRVRECFIN","01 - HARVEY NORMAN","061 - APPLIANCES","SRV - SERVICE","REC - RECOVERY","FIN - FINANCE COST RECOVER",603754,"DERNI POS MISC PRODUCTS ONLY","HARVEY","HARVEY NORMAN","INVADJ",0,0,"AUD",0,0,0,"AUD",0,0,"AUD",0,,"","",,1,1,"",2
"NN","Harvey Norman AU","Retail",9999-12-31 00:00:00.000,2013-11-29 00:00:00.000,"Z",10219649,"CR_B24D_061","CR_B24D_061","FINANCE COST RECOVERY 061","",90010501,"FINANCE COST RECOVER","01061SRVRECFIN","01 - HARVEY NORMAN","061 - APPLIANCES","SRV - SERVICE","REC - RECOVERY","FIN - FINANCE COST RECOVER",603754,"DERNI POS MISC PRODUCTS ONLY","HARVEY","HARVEY NORMAN","INVADJ",0,0,"AUD",0,0,0,"AUD",0,0,"AUD",0,,"","",,1,1,"",2
"NN","Harvey Norman AU","Retail",9999-12-31 00:00:00.000,2013-11-29 00:00:00.000,"Z",10219749,"CR_O03D_061","CR_O03D_061","FINANCE COST RECOVERY 061","",90010501,"FINANCE COST RECOVER","01061SRVRECFIN","01 - HARVEY NORMAN","061 - APPLIANCES","SRV - SERVICE","REC - RECOVERY","FIN - FINANCE COST RECOVER",603754,"DERNI POS MISC PRODUCTS ONLY","HARVEY","HARVEY NORMAN","INVADJ",0,0,"AUD",0,0,0,"AUD",0,0,"AUD",0,,"","",,1,1,"",2
"NN","Harvey Norman AU","Retail",9999-12-31 00:00:00.000,2013-11-29 00:00:00.000,"Z",10219750,"CR_O04D_061","CR_O04D_061","FINANCE COST RECOVERY 061","",90010501,"FINANCE COST RECOVER","01061SRVRECFIN","01 - HARVEY NORMAN","061 - APPLIANCES","SRV - SERVICE","REC - RECOVERY","FIN - FINANCE COST RECOVER",603754,"DERNI POS MISC PRODUCTS ONLY","HARVEY","HARVEY NORMAN","INVADJ",0,0,"AUD",0,0,0,"AUD",0,0,"AUD",0,,"","",,1,1,"",2
"NN","Harvey Norman AU","Retail",9999-12-31 00:00:00.000,2013-11-29 00:00:00.000,"Z",10219751,"CR_O06D_061","CR_O06D_061","FINANCE COST RECOVERY 061","",90010501,"FINANCE COST RECOVER","01061SRVRECFIN","01 - HARVEY NORMAN","061 - APPLIANCES","SRV - SERVICE","REC - RECOVERY","FIN - FINANCE COST RECOVER",603754,"DERNI POS MISC PRODUCTS ONLY","HARVEY","HARVEY NORMAN","INVADJ",0,0,"AUD",0,0,0,"AUD",0,0,"AUD",0,,"","",,1,1,"",2
"NN","Harvey Norman AU","Retail",9999-12-31 00:00:00.000,2013-11-29 00:00:00.000,"Z",10219752,"CR_O12D_061","CR_O12D_061","FINANCE COST RECOVERY 061","",90010501,"FINANCE COST RECOVER","01061SRVRECFIN","01 - HARVEY NORMAN","061 - APPLIANCES","SRV - SERVICE","REC - RECOVERY","FIN - FINANCE COST RECOVER",603754,"DERNI POS MISC PRODUCTS ONLY","HARVEY","HARVEY NORMAN","INVADJ",0,0,"AUD",0,0,0,"AUD",0,0,"AUD",0,,"","",,1,1,"",2
"NN","Harvey Norman AU","Retail",9999-12-31 00:00:00.000,2013-11-29 00:00:00.000,"Z",10219753,"CR_O18D_061","CR_O18D_061","FINANCE COST RECOVERY 061","",90010501,"FINANCE COST RECOVER","01061SRVRECFIN","01 - HARVEY NORMAN","061 - APPLIANCES","SRV - SERVICE","REC - RECOVERY","FIN - FINANCE COST RECOVER",603754,"DERNI POS MISC PRODUCTS ONLY","HARVEY","HARVEY NORMAN","INVADJ",0,0,"AUD",0,0,0,"AUD",0,0,"AUD",0,,"","",,1,1,"",2
"NN","Harvey Norman AU","Retail",9999-12-31 00:00:00.000,2013-11-29 00:00:00.000,"Z",10219754,"CR_O24D_061","CR_O24D_061","FINANCE COST RECOVERY 061","",90010501,"FINANCE COST RECOVER","01061SRVRECFIN","01 - HARVEY NORMAN","061 - APPLIANCES","SRV - SERVICE","REC - RECOVERY","FIN - FINANCE COST RECOVER",603754,"DERNI POS MISC PRODUCTS ONLY","HARVEY","HARVEY NORMAN","INVADJ",0,0,"AUD",0,0,0,"AUD",0,0,"AUD",0,,"","",,1,1,"",2
"NN","Harvey Norman AU","Retail",9999-12-31 00:00:00.000,2013-11-29 00:00:00.000,"Z",10219755,"CR_O06I_061","CR_O06I_061","FINANCE COST RECOVERY 061","",90010501,"FINANCE COST RECOVER","01061SRVRECFIN","01 - HARVEY NORMAN","061 - APPLIANCES","SRV - SERVICE","REC - RECOVERY","FIN - FINANCE COST RECOVER",603754,"DERNI POS MISC PRODUCTS ONLY","HARVEY","HARVEY NORMAN","INVADJ",0,0,"AUD",0,0,0,"AUD",0,0,"AUD",0,,"","",,1,1,"",2
"NN","Harvey Norman AU","Retail",9999-12-31 00:00:00.000,2013-11-29 00:00:00.000,"Z",10219756,"CR_O12I_061","CR_O12I_061","FINANCE COST RECOVERY 061","",90010501,"FINANCE COST RECOVER","01061SRVRECFIN","01 - HARVEY NORMAN","061 - APPLIANCES","SRV - SERVICE","REC - RECOVERY","FIN - FINANCE COST RECOVER",603754,"DERNI POS MISC PRODUCTS ONLY","HARVEY","HARVEY NORMAN","INVADJ",0,0,"AUD",0,0,0,"AUD",0,0,"AUD",0,,"","",,1,1,"",2
"NN","Harvey Norman AU","Retail",9999-12-31 00:00:00.000,2013-11-29 00:00:00.000,"Z",10219757,"CR_O18I_061","CR_O18I_061","FINANCE COST RECOVERY 061","",90010501,"FINANCE COST RECOVER","01061SRVRECFIN","01 - HARVEY NORMAN","061 - APPLIANCES","SRV - SERVICE","REC - RECOVERY","FIN - FINANCE COST RECOVER",603754,"DERNI POS MISC PRODUCTS ONLY","HARVEY","HARVEY NORMAN","INVADJ",0,0,"AUD",0,0,0,"AUD",0,0,"AUD",0,,"","",,1,1,"",2
"NN","Harvey Norman AU","Retail",9999-12-31 00:00:00.000,2013-11-29 00:00:00.000,"Z",10219758,"CR_O24I_061","CR_O24I_061","FINANCE COST RECOVERY 061","",90010501,"FINANCE COST RECOVER","01061SRVRECFIN","01 - HARVEY NORMAN","061 - APPLIANCES","SRV - SERVICE","REC - RECOVERY","FIN - FINANCE COST RECOVER",603754,"DERNI POS MISC PRODUCTS ONLY","HARVEY","HARVEY NORMAN","INVADJ",0,0,"AUD",0,0,0,"AUD",0,0,"AUD",0,,"","",,1,1,"",2
"NN","Harvey Norman AU","Retail",9999-12-31 00:00:00.000,2013-11-29 00:00:00.000,"Z",10219759,"CR_MOD_061","CR_MOD_061","MERCHANDISE ON DEMO","",90010501,"FINANCE COST RECOVER","01061SRVRECFIN","01 - HARVEY NORMAN","061 - APPLIANCES","SRV - SERVICE","REC - RECOVERY","FIN - FINANCE COST RECOVER",603754,"DERNI POS MISC PRODUCTS ONLY","HARVEY","HARVEY NORMAN","INVADJ",0,0,"AUD",0,0,0,"AUD",0,0,"AUD",0,,"","",,1,1,"",2
"NN","Harvey Norman AU","Retail",9999-12-31 00:00:00.000,2013-11-29 00:00:00.000,"Z",10219863,"CR_G48I_061","CR_G48I_061","FINANCE COST RECOVERY 061","",90010501,"FINANCE COST RECOVER","01061SRVRECFIN","01 - HARVEY NORMAN","061 - APPLIANCES","SRV - SERVICE","REC - RECOVERY","FIN - FINANCE COST RECOVER",603754,"DERNI POS MISC PRODUCTS ONLY","HARVEY","HARVEY NORMAN","INVADJ",0,0,"AUD",0,0,0,"AUD",0,0,"AUD",0,,"","",,1,1,"",2
"NN","Harvey Norman AU","Retail",9999-12-31 00:00:00.000,2013-11-29 00:00:00.000,"Z",10219864,"CR_B48I_061","CR_B48I_061","FINANCE COST RECOVERY 061","",90010501,"FINANCE COST RECOVER","01061SRVRECFIN","01 - HARVEY NORMAN","061 - APPLIANCES","SRV - SERVICE","REC - RECOVERY","FIN - FINANCE COST RECOVER",603754,"DERNI POS MISC PRODUCTS ONLY","HARVEY","HARVEY NORMAN","INVADJ",0,0,"AUD",0,0,0,"AUD",0,0,"AUD",0,,"","",,1,1,"",2
"NN","Harvey Norman AU","Retail",9999-12-31 00:00:00.000,2013-11-29 00:00:00.000,"Z",10219865,"CR_O48I_061","CR_O48I_061","FINANCE COST RECOVERY 061","",90010501,"FINANCE COST RECOVER","01061SRVRECFIN","01 - HARVEY NORMAN","061 - APPLIANCES","SRV - SERVICE","REC - RECOVERY","FIN - FINANCE COST RECOVER",603754,"DERNI POS MISC PRODUCTS ONLY","HARVEY","HARVEY NORMAN","INVADJ",0,0,"AUD",0,0,0,"AUD",0,0,"AUD",0,,"","",,1,1,"",2
"NN","Harvey Norman AU","Retail",9999-12-31 00:00:00.000,2013-11-29 00:00:00.000,"Z",10219899,"CR_O36I_061","CR_O36I_061","FINANCE COST RECOVERY 061","",90010501,"FINANCE COST RECOVER","01061SRVRECFIN","01 - HARVEY NORMAN","061 - APPLIANCES","SRV - SERVICE","REC - RECOVERY","FIN - FINANCE COST RECOVER",603754,"DERNI POS MISC PRODUCTS ONLY","HARVEY","HARVEY NORMAN","INVADJ",0,0,"AUD",0,0,0,"AUD",0,0,"AUD",0,,"","",,1,1,"",2
"NN","Harvey Norman AU","Retail",9999-12-31 00:00:00.000,2013-11-29 00:00:00.000,"Z",10219900,"CR_B36I_061","CR_B36I_061","FINANCE COST RECOVERY 061","",90010501,"FINANCE COST RECOVER","01061SRVRECFIN","01 - HARVEY NORMAN","061 - APPLIANCES","SRV - SERVICE","REC - RECOVERY","FIN - FINANCE COST RECOVER",603754,"DERNI POS MISC PRODUCTS ONLY","HARVEY","HARVEY NORMAN","INVADJ",0,0,"AUD",0,0,0,"AUD",0,0,"AUD",0,,"","",,1,1,"",2
"NN","Harvey Norman AU","Retail",9999-12-31 00:00:00.000,2013-11-29 00:00:00.000,"Z",10219901,"CR_B36D_061","CR_B36D_061","FINANCE COST RECOVERY 061","",90010501,"FINANCE COST RECOVER","01061SRVRECFIN","01 - HARVEY NORMAN","061 - APPLIANCES","SRV - SERVICE","REC - RECOVERY","FIN - FINANCE COST RECOVER",603754,"DERNI POS MISC PRODUCTS ONLY","HARVEY","HARVEY NORMAN","INVADJ",0,0,"AUD",0,0,0,"AUD",0,0,"AUD",0,,"","",,1,1,"",2
"NN","Harvey Norman AU","Retail",9999-12-31 00:00:00.000,2013-11-29 00:00:00.000,"Z",10219902,"CR_B48D_061","CR_B48D_061","FINANCE COST RECOVERY 061","",90010501,"FINANCE COST RECOVER","01061SRVRECFIN","01 - HARVEY NORMAN","061 - APPLIANCES","SRV - SERVICE","REC - RECOVERY","FIN - FINANCE COST RECOVER",603754,"DERNI POS MISC PRODUCTS ONLY","HARVEY","HARVEY NORMAN","INVADJ",0,0,"AUD",0,0,0,"AUD",0,0,"AUD",0,,"","",,1,1,"",2
"NN","Harvey Norman AU","Retail",9999-12-31 00:00:00.000,2013-11-29 00:00:00.000,"Z",10219905,"CR_O48D_061","CR_O48D_061","FINANCE COST RECOVERY 061","",90010501,"FINANCE COST RECOVER","01061SRVRECFIN","01 - HARVEY NORMAN","061 - APPLIANCES","SRV - SERVICE","REC - RECOVERY","FIN - FINANCE COST RECOVER",603754,"DERNI POS MISC PRODUCTS ONLY","HARVEY","HARVEY NORMAN","INVADJ",0,0,"AUD",0,0,0,"AUD",0,0,"AUD",0,,"","",,1,1,"",2
"NN","Harvey Norman AU","Retail",9999-12-31 00:00:00.000,2013-11-29 00:00:00.000,"Z",10219906,"CR_G19D_061","CR_G19D_061","FINANCE COST RECOVERY 061","",90010501,"FINANCE COST RECOVER","01061SRVRECFIN","01 - HARVEY NORMAN","061 - APPLIANCES","SRV - SERVICE","REC - RECOVERY","FIN - FINANCE COST RECOVER",603754,"DERNI POS MISC PRODUCTS ONLY","HARVEY","HARVEY NORMAN","INVADJ",0,0,"AUD",0,0,0,"AUD",0,0,"AUD",0,,"","",,1,1,"",2
"NN","Harvey Norman AU","Retail",9999-12-31 00:00:00.000,2013-11-29 00:00:00.000,"Z",10219907,"CR_B19D_061","CR_B19D_061","FINANCE COST RECOVERY 061","",90010501,"FINANCE COST RECOVER","01061SRVRECFIN","01 - HARVEY NORMAN","061 - APPLIANCES","SRV - SERVICE","REC - RECOVERY","FIN - FINANCE COST RECOVER",603754,"DERNI POS MISC PRODUCTS ONLY","HARVEY","HARVEY NORMAN","INVADJ",0,0,"AUD",0,0,0,"AUD",0,0,"AUD",0,,"","",,1,1,"",2
"NN","Harvey Norman AU","Retail",9999-12-31 00:00:00.000,2013-11-29 00:00:00.000,"Z",10219908,"CR_O19D_061","CR_O19D_061","FINANCE COST RECOVERY 061","",90010501,"FINANCE COST RECOVER","01061SRVRECFIN","01 - HARVEY NORMAN","061 - APPLIANCES","SRV - SERVICE","REC - RECOVERY","FIN - FINANCE COST RECOVER",603754,"DERNI POS MISC PRODUCTS ONLY","HARVEY","HARVEY NORMAN","INVADJ",0,0,"AUD",0,0,0,"AUD",0,0,"AUD",0,,"","",,1,1,"",2
"NN","Harvey Norman AU","Retail",9999-12-31 00:00:00.000,2013-11-29 00:00:00.000,"Z",10220031,"CR_G36I_061","CR_G36I_061","FINANCE COST RECOVERY 061","",90010501,"FINANCE COST RECOVER","01061SRVRECFIN","01 - HARVEY NORMAN","061 - APPLIANCES","SRV - SERVICE","REC - RECOVERY","FIN - FINANCE COST RECOVER",603754,"DERNI POS MISC PRODUCTS ONLY","HARVEY","HARVEY NORMAN","INVADJ",0,0,"AUD",0,0,0,"AUD",0,0,"AUD",0,,"","",,1,1,"",2
"NN","Harvey Norman AU","Retail",9999-12-31 00:00:00.000,2013-11-29 00:00:00.000,"Z",10220136,"CR_O20D_061","CR_O20D_061","FINANCE COST RECOVERY 061","",90010501,"FINANCE COST RECOVER","01061SRVRECFIN","01 - HARVEY NORMAN","061 - APPLIANCES","SRV - SERVICE","REC - RECOVERY","FIN - FINANCE COST RECOVER",603754,"DERNI POS MISC PRODUCTS ONLY","HARVEY","HARVEY NORMAN","INVADJ",0,0,"AUD",0,0,0,"AUD",0,0,"AUD",0,,"","",,1,1,"",2
"NN","Harvey Norman AU","Retail",9999-12-31 00:00:00.000,2013-11-29 00:00:00.000,"Z",10220137,"CR_O20I_061","CR_O20I_061","FINANCE COST RECOVERY 061","",90010501,"FINANCE COST RECOVER","01061SRVRECFIN","01 - HARVEY NORMAN","061 - APPLIANCES","SRV - SERVICE","REC - RECOVERY","FIN - FINANCE COST RECOVER",603754,"DERNI POS MISC PRODUCTS ONLY","HARVEY","HARVEY NORMAN","INVADJ",0,0,"AUD",0,0,0,"AUD",0,0,"AUD",0,,"","",,1,1,"",2
"NN","Harvey Norman AU","Retail",9999-12-31 00:00:00.000,2013-11-29 00:00:00.000,"Z",10220138,"CR_G20D_061","CR_G20D_061","FINANCE COST RECOVERY 061","",90010501,"FINANCE COST RECOVER","01061SRVRECFIN","01 - HARVEY NORMAN","061 - APPLIANCES","SRV - SERVICE","REC - RECOVERY","FIN - FINANCE COST RECOVER",603754,"DERNI POS MISC PRODUCTS ONLY","HARVEY","HARVEY NORMAN","INVADJ",0,0,"AUD",0,0,0,"AUD",0,0,"AUD",0,,"","",,1,1,"",2
"NN","Harvey Norman AU","Retail",9999-12-31 00:00:00.000,2013-11-29 00:00:00.000,"Z",10220139,"CR_G20I_061","CR_G20I_061","FINANCE COST RECOVERY 061","",90010501,"FINANCE COST RECOVER","01061SRVRECFIN","01 - HARVEY NORMAN","061 - APPLIANCES","SRV - SERVICE","REC - RECOVERY","FIN - FINANCE COST RECOVER",603754,"DERNI POS MISC PRODUCTS ONLY","HARVEY","HARVEY NORMAN","INVADJ",0,0,"AUD",0,0,0,"AUD",0,0,"AUD",0,,"","",,1,1,"",2
"NN","Harvey Norman AU","Retail",9999-12-31 00:00:00.000,2013-11-29 00:00:00.000,"Z",10220140,"CR_B20D_061","CR_B20D_061","FINANCE COST RECOVERY 061","",90010501,"FINANCE COST RECOVER","01061SRVRECFIN","01 - HARVEY NORMAN","061 - APPLIANCES","SRV - SERVICE","REC - RECOVERY","FIN - FINANCE COST RECOVER",603754,"DERNI POS MISC PRODUCTS ONLY","HARVEY","HARVEY NORMAN","INVADJ",0,0,"AUD",0,0,0,"AUD",0,0,"AUD",0,,"","",,1,1,"",2
"NN","Harvey Norman AU","Retail",9999-12-31 00:00:00.000,2013-11-29 00:00:00.000,"Z",10220141,"CR_B20I_061","CR_B20I_061","FINANCE COST RECOVERY 061","",90010501,"FINANCE COST RECOVER","01061SRVRECFIN","01 - HARVEY NORMAN","061 - APPLIANCES","SRV - SERVICE","REC - RECOVERY","FIN - FINANCE COST RECOVER",603754,"DERNI POS MISC PRODUCTS ONLY","HARVEY","HARVEY NORMAN","INVADJ",0,0,"AUD",0,0,0,"AUD",0,0,"AUD",0,,"","",,1,1,"",2
"NN","Harvey Norman AU","Retail",9999-12-31 00:00:00.000,2013-11-29 00:00:00.000,"Z",10220216,"CR_B32I_061","CR_B32I_061","FINANCE COST RECOVERY 061","",90010501,"FINANCE COST RECOVER","01061SRVRECFIN","01 - HARVEY NORMAN","061 - APPLIANCES","SRV - SERVICE","REC - RECOVERY","FIN - FINANCE COST RECOVER",603754,"DERNI POS MISC PRODUCTS ONLY","HARVEY","HARVEY NORMAN","INVADJ",0,0,"AUD",0,0,0,"AUD",0,0,"AUD",0,,"","",,1,1,"",2
"NN","Harvey Norman AU","Retail",9999-12-31 00:00:00.000,2013-11-29 00:00:00.000,"Z",10220217,"CR_G32I_061","CR_G32I_061","FINANCE COST RECOVERY 061","",90010501,"FINANCE COST RECOVER","01061SRVRECFIN","01 - HARVEY NORMAN","061 - APPLIANCES","SRV - SERVICE","REC - RECOVERY","FIN - FINANCE COST RECOVER",603754,"DERNI POS MISC PRODUCTS ONLY","HARVEY","HARVEY NORMAN","INVADJ",0,0,"AUD",0,0,0,"AUD",0,0,"AUD",0,,"","",,1,1,"",2
"NN","Harvey Norman AU","Retail",9999-12-31 00:00:00.000,2013-11-29 00:00:00.000,"Z",10220218,"CR_O32I_061","CR_O32I_061","FINANCE COST RECOVERY 061","",90010501,"FINANCE COST RECOVER","01061SRVRECFIN","01 - HARVEY NORMAN","061 - APPLIANCES","SRV - SERVICE","REC - RECOVERY","FIN - FINANCE COST RECOVER",603754,"DERNI POS MISC PRODUCTS ONLY","HARVEY","HARVEY NORMAN","INVADJ",0,0,"AUD",0,0,0,"AUD",0,0,"AUD",0,,"","",,1,1,"",2
"NN","Harvey Norman AU","Retail",9999-12-31 00:00:00.000,2013-11-29 00:00:00.000,"Z",10220260,"CR_B30I_061","CR_B30I_061","FINANCE COST RECOVERY 061","",90010501,"FINANCE COST RECOVER","01061SRVRECFIN","01 - HARVEY NORMAN","061 - APPLIANCES","SRV - SERVICE","REC - RECOVERY","FIN - FINANCE COST RECOVER",603754,"DERNI POS MISC PRODUCTS ONLY","HARVEY","HARVEY NORMAN","INVADJ",0,0,"AUD",0,0,0,"AUD",0,0,"AUD",0,,"","",,1,1,"",2
"NN","Harvey Norman AU","Retail",9999-12-31 00:00:00.000,2013-11-29 00:00:00.000,"Z",10220261,"CR_G30I_061","CR_G30I_061","FINANCE COST RECOVERY 061","",90010501,"FINANCE COST RECOVER","01061SRVRECFIN","01 - HARVEY NORMAN","061 - APPLIANCES","SRV - SERVICE","REC - RECOVERY","FIN - FINANCE COST RECOVER",603754,"DERNI POS MISC PRODUCTS ONLY","HARVEY","HARVEY NORMAN","INVADJ",0,0,"AUD",0,0,0,"AUD",0,0,"AUD",0,,"","",,1,1,"",2
