" article_number"," item_code",description,Group,Category,Class,Class Key,ABC_Indicator,Brand,Supply Chain Ind,classifiction,replenishment_cycle,location," supplier_code"," supplier",stock_on_hand,customer_orders,allocated_stock,available_stock,on_order,purchase_cost,orders_Sep 21,orders_Oct 21,orders_Nov 21,orders_Dec 21,orders_Jan 22,orders_Feb 22,orders_Mar 22,orders_Apr 22,orders_May 22,orders_Jun 22,orders_Jul 22,orders_Aug 22
"11836903","ASH1303BL-LED","VENTAIR ASHTON 3 BLADE BLACK FAN - LED","FANS","CEILING FANS","CEILING FANS WITH LIGHT","061FANCEILIT","Z","VENTAIR","Unknown","Non-stocked",0,"RETAIL",621963,"VENTAIR PTY LTD",12,0,0,12,0,99,0,0,0,0,0,0,0,0,0,0,0,0
"11064378","AT502T2","KENWOOD MAJOR FLEXI BEATER","SMALL APPLIANCES","FOOD PREPARATION","ACCESSORIES","061SMAMIX030","Z","KENWOOD","Unknown","Non-stocked",0,"RETAIL",300046,"DE LONGHI AUST P/L *T2 STOCK ONLY*",1,0,0,1,0,53.57,0,0,0,0,0,0,0,0,0,0,0,0
"10147764","AT970A","KENWOOD PASTA ROLLER","SMALL APPLIANCES","FOOD PREPARATION","ACCESSORIES","061SMAMIX030","Z","KENWOOD","Unknown","Non-stocked",0,"RETAIL",604268,"DE LONGHI AUSTRALIA  PTY LTD",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11412060","AWAT910003","KENWOOD CASARECCE PASTA MAKER","SMALL APPLIANCES","FOOD PREPARATION","ACCESSORIES","061SMAMIX030","Z","KENWOOD","Unknown","Non-stocked",0,"RETAIL",604268,"DE LONGHI AUSTRALIA  PTY LTD",4,0,0,4,0,20.07,0,0,0,0,0,0,0,0,0,0,0,0
"11276099","BFP100WHT","BREVILLE THE MINI WIZZ FOOD PROCESSOR","SMALL APPLIANCES","FOOD PREPARATION","FOOD PROCESSORS","061SMAMIXPRO","A","BREVILLE","IIPA","Non-stocked",0,"RETAIL",610873,"BREVILLE PTY LTD (OLD HWI A/C)",0,0,0,0,0,58.4,0,0,0,0,0,0,0,0,0,0,0,0
"11700576","BTO","TV SHOP MIGHTY BAMBOO TOWELS","FLOORCARE","ACCESSORIES","ACCESSORIES","061VACACC010","Z","TVSHOP","Unknown","Non-stocked",0,"RETAIL",623271,"BRAND DEVELOPERS AUST PTY LTD",13,0,0,13,0,14.54,0,0,0,0,0,0,0,0,0,0,0,0
"11437898","CA202","SEGAFREDO INTERMEZZO 250G GROUND COFFEE","COFFEE","COFFEE ACCESSORIES","COFFEE BEANS/CAPSULES","061COFACCBEA","Z","SEGAFREDO","Unknown","Non-stocked",0,"RETAIL",300480,"SEGAFREDO ZANETTI AUSTRALIA PTY LTD",25,0,0,25,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0
"11437897","CA203","SEGAFREDO EMOZIONI 250G GROUND COFFEE","COFFEE","COFFEE ACCESSORIES","COFFEE BEANS/CAPSULES","061COFACCBEA","Z","SEGAFREDO","Unknown","Non-stocked",0,"RETAIL",300480,"SEGAFREDO ZANETTI AUSTRALIA PTY LTD",11,0,0,11,0,5.96,0,0,0,0,0,0,0,0,0,0,0,0
"11118722","CLI-AH300-RF","CLI-MATE CLI-AH300 REPL CONDITIONER","AIR TREATMENT","AIR PURIFIERS","FILTER REPLACEMENT PARTS","061AIRAIRPAR","Z","CLI-MATE","Unknown","Non-stocked",0,"RETAIL",610873,"BREVILLE PTY LTD (OLD HWI A/C)",1,0,0,1,0,11.38,0,0,0,0,0,0,0,0,0,0,0,0
"10158460","CNL100","AIRFLO BORDEAUX WINE AERATOR","PROMOTION","PROMOTION","PROMOTION","061PRMPROPRO","Z","AIRFLO","Unknown","Non-stocked",0,"RETAIL",500343,"AIRFLO DISTRIBUTORS PTY LTD",2,0,0,2,0,19.75,0,0,0,0,0,0,0,0,0,0,0,0
"10015122","CY4000","TEFAL 6L ELEC PRESSURE COOKER","SMALL APPLIANCES","ELECTRIC COOKWARE","PRESSURE COOKER","061SMACOO090","Z","TEFAL","Unknown","Non-stocked",0,"RETAIL",502976,"GROUPE SEB AUSTRALIA PTY LTD",1,0,0,1,0,122.69,0,0,0,0,0,0,0,0,0,0,0,0
"11424058","DECALPOWDER","KARCHER DECALCIFICATION POWDER","FLOORCARE","ACCESSORIES","ACCESSORIES","061VACACC010","S","KARCHER","Unknown","Non-stocked",0,"RETAIL",503668,"KARCHER PTY LTD",4,0,0,4,0,12.12,0,0,0,0,0,0,0,0,0,0,0,0
"11077354","E8204144","TEFAL RESERVE ANODISED GRILLPAN","SMALL APPLIANCES","NON ELECTRIC COOKING","FRYPAN","061SMAPOT020","Z","TEFAL","Unknown","Non-stocked",0,"RETAIL",502976,"GROUPE SEB AUSTRALIA PTY LTD",2,0,0,2,0,99.98,0,0,0,0,0,0,0,0,0,0,0,0
"11209454","E847S544","TEFAL JAMIE OLIVER INDUCT 5PCE SET","SMALL APPLIANCES","NON ELECTRIC COOKING","FRYPAN","061SMAPOT020","Z","TEFAL","Unknown","Non-stocked",0,"RETAIL",502976,"GROUPE SEB AUSTRALIA PTY LTD",1,0,0,1,0,349.97,0,0,0,0,0,0,0,0,0,0,0,0
"10132325","FLF0450MG","RINNAI SAPPHIRE 450 FLUE EXTN","HEATERS","HEATER ACCESSORIES","GAS LOG ACCESSORIES","061HEAACC030","Z","RINNAI","Unknown","Non-stocked",0,"RETAIL",505507,"RINNAI AUSTRALIA PTY LTD",1,0,0,1,0,87.09,0,0,0,0,0,0,0,0,0,0,0,0
"11696544","FRSYRUP","SIX BARREL SODA ROSEMARY/CUCUMBER","SMALL APPLIANCES","WATER & BEVERAGES","ACCESSORIES","061SMAWATACC","Z","SIXBARREL","Unknown","Non-stocked",0,"RETAIL",300385,"AQIPA AUSTRALIA PTY LTD",5,0,0,5,0,14.51,0,0,0,0,0,0,0,0,0,0,0,0
"11407557","GEFT240","GOLDAIR HEATED THROW - BROWN","HEATERS","ELECTRIC BLANKETS & PERSONAL HEATING","HEATED THROWS","061HEABKT055","Z","GOLDAIR","Unknown","Non-stocked",0,"RETAIL",625530,"CDB GOLDAIR AUSTRALIA PTY LTD",1,0,0,1,0,40,0,0,0,0,0,0,0,0,0,0,0,0
"11808370","GO2KNIVESV2_BLK","TV SHOP GO 2 KNIFE - BLACK","SMALL APPLIANCES","NON ELECTRIC COOKING","KITCHENWARE","061SMAPOT050","Z","TVSHOP","Unknown","Non-stocked",0,"RETAIL",623271,"BRAND DEVELOPERS AUST PTY LTD",15,0,0,15,0,3.63,0,0,0,0,0,0,0,0,0,0,0,0
"11757577","GST-PDQ","GOLDAIR BLANKET BIN SELECT TIE DOWN EBS","HEATERS","ELECTRIC BLANKETS & PERSONAL HEATING","DISPLAY POS","061HEABKTPOS","A","GOLDAIR","Unknown","Non-stocked",0,"RETAIL",625530,"CDB GOLDAIR AUSTRALIA PTY LTD",1,0,0,1,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
"11196731","GV7556","TEFAL PRO EXPRESS EASY STEAM GENERATOR","SMALL APPLIANCES","IRONS","STEAM STATION IRONS","061SMAIRO085","Z","TEFAL","Unknown","Non-stocked",0,"RETAIL",502976,"GROUPE SEB AUSTRALIA PTY LTD",1,0,0,1,0,218.15,0,0,0,0,0,0,0,0,0,0,0,0
"11589392","HC150","MAXIM PERSONAL HAIR CLIPPER KIT","PERSONAL CARE","MENS GROOMING","HAIR CUTTING","061PERREM030","Z","MAXIM","Unknown","Non-stocked",0,"RETAIL",502688,"GAF CONTROL (SALES) PTY LTD",171,0,0,171,0,12.31,0,0,0,0,0,0,0,0,0,0,0,0
"11300300","HL35RS","BEURER LADY SHAVER REPLACEMENT TWIN PACK","PERSONAL CARE","SHAVERS - LADIES","LADIES SHAVERS RECHARGEABLE","061PERSH2030","Z","BEURER","Unknown","Non-stocked",0,"RETAIL",611742,"FITZONE SOLUTIONS",17,0,0,17,0,21.75,0,0,0,0,0,0,0,0,0,0,0,0
"11298392","HL70","BEURER 3 IN1 EPILATOR/SHAVER/EXFOLIATOR","PERSONAL CARE","HAIR REMOVAL","EPILATORS","061PERHRMEPI","Z","BEURER","Unknown","Non-stocked",0,"RETAIL",611742,"FITZONE SOLUTIONS",2,0,0,2,0,72.65,0,0,0,0,0,0,0,0,0,0,0,0
"11223708","HP1","MAXIM SINGLE PORTABLE COOKTOP & HOTPLATE","SMALL APPLIANCES","ELECTRIC COOKWARE","HOT PLATE","061SMACOOHOT","Z","MAXIM","Unknown","Non-stocked",0,"RETAIL",502688,"GAF CONTROL (SALES) PTY LTD",18,0,0,18,0,27.62,0,0,0,0,0,0,0,0,0,0,0,0
"11223709","HP2","MAXIM TWIN PORTABLE COOKTOP & HOTPLATE","SMALL APPLIANCES","ELECTRIC COOKWARE","HOT PLATE","061SMACOOHOT","Z","MAXIM","Unknown","Non-stocked",0,"RETAIL",502688,"GAF CONTROL (SALES) PTY LTD",11,0,0,11,0,43.85,0,0,0,0,0,0,0,0,0,0,0,0
"11763666","IC800","HEALTHYCHOICE DUAL INDUCTION COOKER","SMALL APPLIANCES","ELECTRIC COOKWARE","HOT PLATE","061SMACOOHOT","Z","HEALTHYCHO","Unknown","Non-stocked",0,"RETAIL",503924,"LENOXX ELECTRONICS AUSTRALIA PTY LT",5,0,0,5,0,116,0,0,0,0,0,0,0,0,0,0,0,0
"11770504","IEFOCUSMEMORY","INESSENCE FOCUS & MEMORY 25ML","AIR TREATMENT","AROMA DIFFUSER","AROMA DIFFUSER OILS","061AIRAROADO","Z","INESSENCE","Unknown","Non-stocked",0,"RETAIL",301031,"HERITAGE BRANDS AUSTRALIA PTY LTD",4,0,0,4,0,18.69,0,0,0,0,0,0,0,0,0,0,0,0
"11223719","IR107","TIFFANY STEAM IRON 1200W","SMALL APPLIANCES","IRONS","IRONS - STEAM DRY & SPRAY","061SMAIRO040","Z","TIFFANY","Unknown","Non-stocked",0,"RETAIL",502688,"GAF CONTROL (SALES) PTY LTD",30,0,0,30,0,15.49,0,0,0,0,0,0,0,0,0,0,0,0
"11437220","KEF125BLK","KAMBROOK ESSENTIALS 12INCH SQUARE FRYPAN","SMALL APPLIANCES","ELECTRIC FRYWARE","FRYPAN","061SMAFRY030","Z","KAMBROOK","Unknown","Non-stocked",0,"RETAIL",610873,"BREVILLE PTY LTD (OLD HWI A/C)",0,0,0,0,0,58.49,0,0,0,0,0,0,0,0,0,0,0,0
"11138853","KGSB20","KUVINGS GLASS SPORTS BOTTLE 550ML","SMALL APPLIANCES","FOOD PREPARATION","ACCESSORIES","061SMAMIX030","Z","KUVINGS","Unknown","Non-stocked",0,"RETAIL",500149,"ACTON SALES AUSTRALIA PTY LTD",2,0,0,2,0,12.1,0,0,0,0,0,0,0,0,0,0,0,0
"11305567","KSB68SW","KITCHENAID PROLINE BLENDER SNG WALL JUG","SMALL APPLIANCES","FOOD PREPARATION","ACCESSORIES","061SMAMIX030","Z","KITCHENAID","Unknown","Non-stocked",0,"RETAIL",300257,"KITCHENAID AUSTRALIA PTY LTD",4,0,0,4,0,226.41,0,0,0,0,0,0,0,0,0,0,0,0
"11684061","KSDM01","KLEVA JAMES CHENEYS SUPER DRY MOP","FLOORCARE","HARD FLOOR CLEANERS","NON ELECTRIC MOPS","061VACSTENEM","F","KLEVA","Unknown","Non-stocked",0,"RETAIL",300619,"TAKE TWO MARKETING & EVENTS PTY LTD",11,0,0,11,0,43.6,0,0,0,0,0,0,0,0,0,0,0,0
"11292765","KSM35CFB","KITCHENAID ARTISAN MINI FLAT BEATER","SMALL APPLIANCES","FOOD PREPARATION","ACCESSORIES","061SMAMIX030","Z","KITCHENAID","Unknown","Non-stocked",0,"RETAIL",300257,"KITCHENAID AUSTRALIA PTY LTD",6,0,0,6,0,52.97,0,0,0,0,0,0,0,0,0,0,0,0
"11056151","MB6025AU","REMINGTON CUITTING EDGE BEARD TRIMMER","PERSONAL CARE","MENS GROOMING","FACE GROOMING","061PERREM040","Z","REMINGTON","Unknown","Non-stocked",0,"RETAIL",505444,"SPECTRUM BRANDS AUSTRALIA PTY LTD",64,0,0,64,0,28.43,0,0,0,0,0,0,0,0,0,0,0,0
"11589412","MDF35","MAXIM 3.5L STAINLESS STEEL DEEP FRYER","SMALL APPLIANCES","ELECTRIC FRYWARE","DEEP FRYERS","061SMAFRY010","Z","MAXIM","Unknown","Non-stocked",0,"RETAIL",502688,"GAF CONTROL (SALES) PTY LTD",32,0,0,32,0,45.51,0,0,0,0,0,0,0,0,0,0,0,0
"11589405","MSC600","MAXIM 6.0L SLOW COOKER","SMALL APPLIANCES","ELECTRIC COOKWARE","SLOW COOKERS","061SMACOO020","Z","MAXIM","Unknown","Non-stocked",0,"RETAIL",502688,"GAF CONTROL (SALES) PTY LTD",18,0,0,18,0,38.26,0,0,0,0,0,0,0,0,0,0,0,0
"11165813","NNTK712SWQP","PANA MIC TRIM KIT FOR NNST780W","MICROWAVE OVENS","MICROWAVE OVEN TRIM KITS","MICROWAVE OVEN TRIM KIT","061M/OKIT010","Z","PANASONIC","Unknown","Non-stocked",0,"RETAIL",504930,"PANASONIC AUSTRALIA P/L NSW",1,0,0,1,0,236.48,0,0,0,0,0,0,0,0,0,0,0,0
"11165812","NNTK813CSCP","PANA MIC TRIM KIT FOR NNCF874B","MICROWAVE OVENS","MICROWAVE OVEN TRIM KITS","MICROWAVE OVEN TRIM KIT","061M/OKIT010","Z","PANASONIC","Unknown","Non-stocked",0,"RETAIL",504930,"PANASONIC AUSTRALIA P/L NSW",3,0,0,3,0,269.68,0,0,0,0,0,0,0,0,0,0,0,0
"11028529","OTK30MX","OMEGA MWO TRIM KIT","MICROWAVE OVENS","MICROWAVE OVEN TRIM KITS","MICROWAVE OVEN TRIM KIT","061M/OKIT010","Z","OMEGA","Unknown","Non-stocked",0,"RETAIL",505798,"SHRIRO AUSTRALIA PTY LIMITED",3,0,0,3,0,308.32,0,0,0,0,0,0,0,0,0,0,0,0
"10099936","OVT01","TIFFANY TURBO CONVECTION OVEN W/EXT RING","SMALL APPLIANCES","OVENS","COMPACT OVENS","061SMACOR010","Z","TIFFANY","Unknown","Non-stocked",0,"RETAIL",502688,"GAF CONTROL (SALES) PTY LTD",1,0,0,1,0,59.77,0,0,0,0,0,0,0,0,0,0,0,0
"11738971","POSM0090","SUNBEAM POSM XMAS SKINNY BIN 2020","PROMOTION","SHIPPERS","TEMPORARY SHIPPERS","061PRMSHITTS","Z","SUNBEAM","Unknown","Non-stocked",0,"RETAIL",506183,"NEWELL AUSTRALIA PTY LTD",3,0,0,3,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
"11402275","PRO2000B","ORAL B PRO 2000 CROSS ACTION BLACK W","PERSONAL CARE","DENTAL CARE","TOOTHBRUSH","061PERDEN010","Z","ORAL B","Unknown","Non-stocked",0,"RETAIL",611539,"PROCTER & GAMBLE AUSTRALIA PTY LTD",3,0,0,3,0,68.77,0,0,0,0,0,0,0,0,0,0,0,0
"11486680","R670","IROBOT ROOMBA R670 ROBOTIC VACUUM","FLOORCARE","ROBOTIC","ROBOTIC","061VACROB010","F","IROBOT","Unknown","Non-stocked",0,"RETAIL",612848,"IXL HOME PTY LTD",0,0,0,0,0,472,0,0,0,0,0,0,0,0,0,0,0,0
"11163735","REVADVANCED","REVITIVE ADVANCED CIRCULATION BOOSTER","PERSONAL CARE","MASSAGERS","MASSAGERS","061PERMAS010","Z","REVITIVE","Unknown","Non-stocked",0,"RETAIL",625268,"ACTEGY PTY LTD",0,0,0,0,0,269.46,0,0,0,0,0,0,0,0,0,0,0,0
"11488993","ROY1304BL","VENTAIR NEW GEN ROYALE 1320MM BL","FANS","CEILING FANS","CEILING FANS","061FANCEICEI","S","VENTAIR","Unknown","Non-stocked",0,"RETAIL",621963,"VENTAIR PTY LTD",1,0,0,1,0,166.85,0,0,0,0,0,0,0,0,0,0,0,0
"11698326","S1323/41","PHILIPS SHAVER S1000 COMFORTCUT BLUE 1HR","PERSONAL CARE","MENS GROOMING","MENS SHAVERS RECHARGEABLES","061PERREMMSR","Z","PHILIPS","Unknown","Non-stocked",0,"RETAIL",616189,"PHILIPS SAECO AUSTRALIA PTY LTD",2,0,0,2,0,57.19,0,0,0,0,0,0,0,0,0,0,0,0
"10180913","SAPF4","RINNAI SAPPHIRE FASCIA BLK","HEATERS","HEATER ACCESSORIES","GAS LOG ACCESSORIES","061HEAACC030","Z","RINNAI","Unknown","Non-stocked",0,"RETAIL",505507,"RINNAI AUSTRALIA PTY LTD",1,0,0,1,0,694.53,0,0,0,0,0,0,0,0,0,0,0,0
"10132332","SAPFSSA","RINNAI SAPPHIRE GAS HEA SPIGOT","HEATERS","HEATER ACCESSORIES","GAS LOG ACCESSORIES","061HEAACC030","Z","RINNAI","Unknown","Non-stocked",0,"RETAIL",505507,"RINNAI AUSTRALIA PTY LTD",1,0,0,1,0,42.76,0,0,0,0,0,0,0,0,0,0,0,0
"11030795","SFBRPFSA","CONAIR SENSITIVE FACIAL BRUSH REPL HEAD","PERSONAL CARE","WELL BEING","BEAUTY","061PERWELBEA","Z","CONAIR","Unknown","Non-stocked",0,"RETAIL",501633,"CONAIR AUSTRALIA PTY LTD",29,0,0,29,0,11.33,0,0,0,0,0,0,0,0,0,0,0,0
"11779131","SKY1503TK","VENTAIR SKYFAN DC 1500MM TEAK","FANS","CEILING FANS","CEILING FANS","061FANCEICEI","S","VENTAIR","Unknown","Non-stocked",0,"RETAIL",621963,"VENTAIR PTY LTD",1,0,0,1,0,294.95,0,0,0,0,0,0,0,0,0,0,0,0
"11782599","SKY903WH-L","VENTAIR SKYFAN DC 900MM WHITE W/ LIGHT","FANS","CEILING FANS","CEILING FANS WITH LIGHT","061FANCEILIT","S","VENTAIR","Unknown","Non-stocked",0,"RETAIL",621963,"VENTAIR PTY LTD",3,0,0,3,0,217.35,0,0,0,0,0,0,0,0,0,0,0,0
"11069277","SM0300","SUNBEAM MASHMASTER","SMALL APPLIANCES","FOOD PREPARATION","STICK MIXERS","061SMAMIX010","Z","SUNBEAM","Unknown","Non-stocked",0,"RETAIL",506183,"NEWELL AUSTRALIA PTY LTD",16,0,0,16,0,35.42,0,0,0,0,0,0,0,0,0,0,0,0
"11402271","SMART5000DH","SMART5000 - ORAL B 5000 DUAL HANDLE","PERSONAL CARE","DENTAL CARE","TOOTHBRUSH","061PERDEN010","Z","ORAL B","Unknown","Non-stocked",0,"RETAIL",611539,"PROCTER & GAMBLE AUSTRALIA PTY LTD",4,0,0,4,0,162.46,0,0,0,0,0,0,0,0,0,0,0,0
"11011419","SP-200AU","SP-200AU FOILS & CUTTERS","PERSONAL CARE","MENS GROOMING","SHAVERS - ATTACHMENTS","061PERREMSH3","Z","REMINGTON","Unknown","Non-stocked",0,"RETAIL",505444,"SPECTRUM BRANDS AUSTRALIA PTY LTD",2,0,0,2,0,20.69,0,0,0,0,0,0,0,0,0,0,0,0
"11011416","SP-290AU","SP-290AU FOILS & CUTTERS","PERSONAL CARE","MENS GROOMING","SHAVERS - ATTACHMENTS","061PERREMSH3","Z","REMINGTON","Unknown","Non-stocked",0,"RETAIL",505444,"SPECTRUM BRANDS AUSTRALIA PTY LTD",2,0,0,2,0,20.69,0,0,0,0,0,0,0,0,0,0,0,0
"11011415","SP-62A","SP-62A FOILS & CUTTERS","PERSONAL CARE","MENS GROOMING","SHAVERS - ATTACHMENTS","061PERREMSH3","Z","REMINGTON","Unknown","Non-stocked",0,"RETAIL",505444,"SPECTRUM BRANDS AUSTRALIA PTY LTD",2,0,0,2,0,20.69,0,0,0,0,0,0,0,0,0,0,0,0
"10088504","SP4","REMINGTON SHAVER SPRAY","PERSONAL CARE","MENS GROOMING","SHAVERS - ATTACHMENTS","061PERREMSH3","Z","REMINGTON","Unknown","Non-stocked",0,"RETAIL",505444,"SPECTRUM BRANDS AUSTRALIA PTY LTD",10,0,0,10,0,28.16,0,0,0,0,0,0,0,0,0,0,0,0
"10088998","SP69","REMINGTON TCT FOIL","PERSONAL CARE","MENS GROOMING","SHAVERS - ATTACHMENTS","061PERREMSH3","Z","REMINGTON","Unknown","Non-stocked",0,"RETAIL",505444,"SPECTRUM BRANDS AUSTRALIA PTY LTD",5,0,0,5,0,27.6,0,0,0,0,0,0,0,0,0,0,0,0
"11691843","SPJKTI","SPYDA/SPINIKA JOINER KIT TITANIUM","FANS","FAN ACCESSORY","FAN ACCESSORY","061FANACC010","S","VENTAIR","Unknown","Non-stocked",0,"RETAIL",621963,"VENTAIR PTY LTD",3,0,0,3,0,13.75,0,0,0,0,0,0,0,0,0,0,0,0
"11691841","SPJKWH","SPYDA/SPINIKA JOINER KIT WHITE","FANS","FAN ACCESSORY","FAN ACCESSORY","061FANACC010","S","VENTAIR","Unknown","Non-stocked",0,"RETAIL",621963,"VENTAIR PTY LTD",2,0,0,2,0,13.75,0,0,0,0,0,0,0,0,0,0,0,0
"11011409","SPR-AQAU","SPR-AQAU HEAD & CUTTERS","PERSONAL CARE","MENS GROOMING","SHAVERS - ATTACHMENTS","061PERREMSH3","Z","REMINGTON","Unknown","Non-stocked",0,"RETAIL",505444,"SPECTRUM BRANDS AUSTRALIA PTY LTD",7,0,0,7,0,27.6,0,0,0,0,0,0,0,0,0,0,0,0
