TimeKey,Hour,Minute,PartOfDay,Sort_order
"0114",1,14,"Night",4
"0115",1,15,"Night",4
"0116",1,16,"Night",4
"0117",1,17,"Night",4
"0118",1,18,"Night",4
"0119",1,19,"Night",4
"0120",1,20,"Night",4
"0121",1,21,"Night",4
"0122",1,22,"Night",4
"0123",1,23,"Night",4
"0124",1,24,"Night",4
"0125",1,25,"Night",4
"0126",1,26,"Night",4
"0127",1,27,"Night",4
"0128",1,28,"Night",4
"0129",1,29,"Night",4
"0130",1,30,"Night",4
"0131",1,31,"Night",4
"0132",1,32,"Night",4
"0133",1,33,"Night",4
"0134",1,34,"Night",4
"0135",1,35,"Night",4
"0136",1,36,"Night",4
"0137",1,37,"Night",4
"0138",1,38,"Night",4
"0139",1,39,"Night",4
"0140",1,40,"Night",4
"0141",1,41,"Night",4
"0142",1,42,"Night",4
"0143",1,43,"Night",4
"0144",1,44,"Night",4
"0145",1,45,"Night",4
"0146",1,46,"Night",4
"0147",1,47,"Night",4
"0148",1,48,"Night",4
"0149",1,49,"Night",4
"0150",1,50,"Night",4
"0151",1,51,"Night",4
"0152",1,52,"Night",4
"0153",1,53,"Night",4
"0154",1,54,"Night",4
"0155",1,55,"Night",4
"0156",1,56,"Night",4
"0157",1,57,"Night",4
"0158",1,58,"Night",4
"0159",1,59,"Night",4
"0200",2,0,"Night",4
"0201",2,1,"Night",4
"0202",2,2,"Night",4
"0203",2,3,"Night",4
"0204",2,4,"Night",4
"0205",2,5,"Night",4
"0206",2,6,"Night",4
"0207",2,7,"Night",4
"0208",2,8,"Night",4
"0209",2,9,"Night",4
"0210",2,10,"Night",4
"0211",2,11,"Night",4
"0212",2,12,"Night",4
"0213",2,13,"Night",4
"0214",2,14,"Night",4
"0215",2,15,"Night",4
"0216",2,16,"Night",4
"0217",2,17,"Night",4
"0218",2,18,"Night",4
"0219",2,19,"Night",4
"0220",2,20,"Night",4
"0221",2,21,"Night",4
"0222",2,22,"Night",4
"0223",2,23,"Night",4
"0224",2,24,"Night",4
"0225",2,25,"Night",4
"0226",2,26,"Night",4
"0227",2,27,"Night",4
"0228",2,28,"Night",4
"0229",2,29,"Night",4
"0230",2,30,"Night",4
"0231",2,31,"Night",4
"0232",2,32,"Night",4
"0233",2,33,"Night",4
"0234",2,34,"Night",4
"0235",2,35,"Night",4
"0236",2,36,"Night",4
"0237",2,37,"Night",4
"0238",2,38,"Night",4
"0239",2,39,"Night",4
"0240",2,40,"Night",4
"0241",2,41,"Night",4
"0242",2,42,"Night",4
"0243",2,43,"Night",4
"0244",2,44,"Night",4
"0245",2,45,"Night",4
"0246",2,46,"Night",4
"0247",2,47,"Night",4
"0248",2,48,"Night",4
"0249",2,49,"Night",4
"0250",2,50,"Night",4
"0251",2,51,"Night",4
"0252",2,52,"Night",4
"0253",2,53,"Night",4
"0254",2,54,"Night",4
"0255",2,55,"Night",4
"0256",2,56,"Night",4
"0257",2,57,"Night",4
"0258",2,58,"Night",4
"0259",2,59,"Night",4
"0300",3,0,"Night",4
"0301",3,1,"Night",4
"0302",3,2,"Night",4
"0303",3,3,"Night",4
"0304",3,4,"Night",4
"0305",3,5,"Night",4
"0306",3,6,"Night",4
"0307",3,7,"Night",4
"0308",3,8,"Night",4
"0309",3,9,"Night",4
"0310",3,10,"Night",4
"0311",3,11,"Night",4
"0312",3,12,"Night",4
"0313",3,13,"Night",4
"0314",3,14,"Night",4
"0315",3,15,"Night",4
"0316",3,16,"Night",4
"0317",3,17,"Night",4
"0318",3,18,"Night",4
"0319",3,19,"Night",4
"0320",3,20,"Night",4
"0321",3,21,"Night",4
"0322",3,22,"Night",4
"0323",3,23,"Night",4
"0324",3,24,"Night",4
"0325",3,25,"Night",4
"0326",3,26,"Night",4
"0327",3,27,"Night",4
"0328",3,28,"Night",4
"0329",3,29,"Night",4
"0330",3,30,"Night",4
"0331",3,31,"Night",4
"0332",3,32,"Night",4
"0333",3,33,"Night",4
"0334",3,34,"Night",4
"0335",3,35,"Night",4
"0336",3,36,"Night",4
"0337",3,37,"Night",4
"0338",3,38,"Night",4
"0339",3,39,"Night",4
"0340",3,40,"Night",4
"0341",3,41,"Night",4
"0342",3,42,"Night",4
"0343",3,43,"Night",4
"0344",3,44,"Night",4
"0345",3,45,"Night",4
"0346",3,46,"Night",4
"0347",3,47,"Night",4
"0348",3,48,"Night",4
"0349",3,49,"Night",4
"0350",3,50,"Night",4
"0351",3,51,"Night",4
"0352",3,52,"Night",4
"0353",3,53,"Night",4
"0354",3,54,"Night",4
"0355",3,55,"Night",4
"0356",3,56,"Night",4
"0357",3,57,"Night",4
"0358",3,58,"Night",4
"0359",3,59,"Night",4
"0400",4,0,"Night",4
"0401",4,1,"Night",4
"0402",4,2,"Night",4
"0403",4,3,"Night",4
"0404",4,4,"Night",4
"0405",4,5,"Night",4
"0406",4,6,"Night",4
"0407",4,7,"Night",4
"0408",4,8,"Night",4
"0409",4,9,"Night",4
"0410",4,10,"Night",4
"0411",4,11,"Night",4
"0412",4,12,"Night",4
"0413",4,13,"Night",4
"0414",4,14,"Night",4
"0415",4,15,"Night",4
"0416",4,16,"Night",4
"0417",4,17,"Night",4
"0418",4,18,"Night",4
"0419",4,19,"Night",4
"0420",4,20,"Night",4
"0421",4,21,"Night",4
"0422",4,22,"Night",4
"0423",4,23,"Night",4
"0424",4,24,"Night",4
"0425",4,25,"Night",4
"0426",4,26,"Night",4
"0427",4,27,"Night",4
"0428",4,28,"Night",4
"0429",4,29,"Night",4
"0430",4,30,"Night",4
"0431",4,31,"Night",4
"0432",4,32,"Night",4
"0433",4,33,"Night",4
"0434",4,34,"Night",4
"0435",4,35,"Night",4
"0436",4,36,"Night",4
"0437",4,37,"Night",4
"0438",4,38,"Night",4
"0439",4,39,"Night",4
"0440",4,40,"Night",4
"0441",4,41,"Night",4
"0442",4,42,"Night",4
"0443",4,43,"Night",4
"0444",4,44,"Night",4
"0445",4,45,"Night",4
"0446",4,46,"Night",4
"0447",4,47,"Night",4
"0448",4,48,"Night",4
"0449",4,49,"Night",4
"0450",4,50,"Night",4
"0451",4,51,"Night",4
"0452",4,52,"Night",4
"0453",4,53,"Night",4
"0454",4,54,"Night",4
"0455",4,55,"Night",4
"0456",4,56,"Night",4
"0457",4,57,"Night",4
"0458",4,58,"Night",4
"0459",4,59,"Night",4
"2100",21,0,"Night",4
"2101",21,1,"Night",4
"2102",21,2,"Night",4
"2103",21,3,"Night",4
"2104",21,4,"Night",4
"2105",21,5,"Night",4
"2106",21,6,"Night",4
"2107",21,7,"Night",4
"2108",21,8,"Night",4
"2109",21,9,"Night",4
"2110",21,10,"Night",4
"2111",21,11,"Night",4
"2112",21,12,"Night",4
"2113",21,13,"Night",4
"2114",21,14,"Night",4
"2115",21,15,"Night",4
"2116",21,16,"Night",4
"2117",21,17,"Night",4
"2118",21,18,"Night",4
"2119",21,19,"Night",4
"2120",21,20,"Night",4
"2121",21,21,"Night",4
"2122",21,22,"Night",4
"2123",21,23,"Night",4
"2124",21,24,"Night",4
"2125",21,25,"Night",4
"2126",21,26,"Night",4
"2127",21,27,"Night",4
"2128",21,28,"Night",4
"2129",21,29,"Night",4
"2130",21,30,"Night",4
"2131",21,31,"Night",4
"2132",21,32,"Night",4
"2133",21,33,"Night",4
"2134",21,34,"Night",4
"2135",21,35,"Night",4
"2136",21,36,"Night",4
"2137",21,37,"Night",4
"2138",21,38,"Night",4
"2139",21,39,"Night",4
"2140",21,40,"Night",4
"2141",21,41,"Night",4
"2142",21,42,"Night",4
"2143",21,43,"Night",4
"2144",21,44,"Night",4
"2145",21,45,"Night",4
"2146",21,46,"Night",4
"2147",21,47,"Night",4
"2148",21,48,"Night",4
"2149",21,49,"Night",4
"2150",21,50,"Night",4
"2151",21,51,"Night",4
"2152",21,52,"Night",4
"2153",21,53,"Night",4
"2154",21,54,"Night",4
"2155",21,55,"Night",4
"2156",21,56,"Night",4
"2157",21,57,"Night",4
"2158",21,58,"Night",4
"2159",21,59,"Night",4
"2200",22,0,"Night",4
"2201",22,1,"Night",4
"2202",22,2,"Night",4
"2203",22,3,"Night",4
"2204",22,4,"Night",4
"2205",22,5,"Night",4
"2206",22,6,"Night",4
"2207",22,7,"Night",4
"2208",22,8,"Night",4
"2209",22,9,"Night",4
"2210",22,10,"Night",4
"2211",22,11,"Night",4
"2212",22,12,"Night",4
"2213",22,13,"Night",4
"2214",22,14,"Night",4
"2215",22,15,"Night",4
"2216",22,16,"Night",4
"2217",22,17,"Night",4
"2218",22,18,"Night",4
"2219",22,19,"Night",4
"2220",22,20,"Night",4
"2221",22,21,"Night",4
"2222",22,22,"Night",4
"2223",22,23,"Night",4
"2224",22,24,"Night",4
"2225",22,25,"Night",4
"2226",22,26,"Night",4
"2227",22,27,"Night",4
"2228",22,28,"Night",4
"2229",22,29,"Night",4
"2230",22,30,"Night",4
"2231",22,31,"Night",4
"2232",22,32,"Night",4
"2233",22,33,"Night",4
"2234",22,34,"Night",4
"2235",22,35,"Night",4
"2236",22,36,"Night",4
"2237",22,37,"Night",4
"2238",22,38,"Night",4
"2239",22,39,"Night",4
"2240",22,40,"Night",4
"2241",22,41,"Night",4
"2242",22,42,"Night",4
"2243",22,43,"Night",4
"2244",22,44,"Night",4
"2245",22,45,"Night",4
"2246",22,46,"Night",4
"2247",22,47,"Night",4
"2248",22,48,"Night",4
"2249",22,49,"Night",4
"2250",22,50,"Night",4
"2251",22,51,"Night",4
"2252",22,52,"Night",4
"2253",22,53,"Night",4
"2254",22,54,"Night",4
"2255",22,55,"Night",4
"2256",22,56,"Night",4
"2257",22,57,"Night",4
"2258",22,58,"Night",4
"2259",22,59,"Night",4
"2300",23,0,"Night",4
"2301",23,1,"Night",4
"2302",23,2,"Night",4
"2303",23,3,"Night",4
"2304",23,4,"Night",4
"2305",23,5,"Night",4
"2306",23,6,"Night",4
"2307",23,7,"Night",4
"2308",23,8,"Night",4
"2309",23,9,"Night",4
"2310",23,10,"Night",4
"2311",23,11,"Night",4
"2312",23,12,"Night",4
"2313",23,13,"Night",4
"2314",23,14,"Night",4
"2315",23,15,"Night",4
"2316",23,16,"Night",4
"2317",23,17,"Night",4
"2318",23,18,"Night",4
"2319",23,19,"Night",4
"2320",23,20,"Night",4
"2321",23,21,"Night",4
"2322",23,22,"Night",4
"2323",23,23,"Night",4
"2324",23,24,"Night",4
"2325",23,25,"Night",4
"2326",23,26,"Night",4
"2327",23,27,"Night",4
"2328",23,28,"Night",4
"2329",23,29,"Night",4
"2330",23,30,"Night",4
"2331",23,31,"Night",4
"2332",23,32,"Night",4
"2333",23,33,"Night",4
"2334",23,34,"Night",4
"2335",23,35,"Night",4
"2336",23,36,"Night",4
"2337",23,37,"Night",4
"2338",23,38,"Night",4
"2339",23,39,"Night",4
"2340",23,40,"Night",4
"2341",23,41,"Night",4
"2342",23,42,"Night",4
"2343",23,43,"Night",4
"2344",23,44,"Night",4
"2345",23,45,"Night",4
"2346",23,46,"Night",4
"2347",23,47,"Night",4
"2348",23,48,"Night",4
"2349",23,49,"Night",4
"2350",23,50,"Night",4
"2351",23,51,"Night",4
"2352",23,52,"Night",4
"2353",23,53,"Night",4
"2354",23,54,"Night",4
"2355",23,55,"Night",4
"2356",23,56,"Night",4
"2357",23,57,"Night",4
"2358",23,58,"Night",4
"2359",23,59,"Night",4
"0500",5,0,"Morning",1
"0501",5,1,"Morning",1
"0502",5,2,"Morning",1
"0503",5,3,"Morning",1
"0504",5,4,"Morning",1
"0505",5,5,"Morning",1
"0506",5,6,"Morning",1
"0507",5,7,"Morning",1
"0508",5,8,"Morning",1
"0509",5,9,"Morning",1
"0510",5,10,"Morning",1
"0511",5,11,"Morning",1
"0512",5,12,"Morning",1
"0513",5,13,"Morning",1
"0514",5,14,"Morning",1
"0515",5,15,"Morning",1
"0516",5,16,"Morning",1
"0517",5,17,"Morning",1
"0518",5,18,"Morning",1
"0519",5,19,"Morning",1
"0520",5,20,"Morning",1
"0521",5,21,"Morning",1
"0522",5,22,"Morning",1
"0523",5,23,"Morning",1
"0524",5,24,"Morning",1
"0525",5,25,"Morning",1
"0526",5,26,"Morning",1
"0527",5,27,"Morning",1
"0528",5,28,"Morning",1
"0529",5,29,"Morning",1
"0530",5,30,"Morning",1
"0531",5,31,"Morning",1
"0532",5,32,"Morning",1
"0533",5,33,"Morning",1
"0534",5,34,"Morning",1
"0535",5,35,"Morning",1
"0536",5,36,"Morning",1
"0537",5,37,"Morning",1
"0538",5,38,"Morning",1
"0539",5,39,"Morning",1
"0540",5,40,"Morning",1
"0541",5,41,"Morning",1
"0542",5,42,"Morning",1
"0543",5,43,"Morning",1
"0544",5,44,"Morning",1
"0545",5,45,"Morning",1
"0546",5,46,"Morning",1
"0547",5,47,"Morning",1
"0548",5,48,"Morning",1
"0549",5,49,"Morning",1
"0550",5,50,"Morning",1
"0551",5,51,"Morning",1
"0552",5,52,"Morning",1
"0553",5,53,"Morning",1
"0554",5,54,"Morning",1
"0555",5,55,"Morning",1
"0556",5,56,"Morning",1
"0557",5,57,"Morning",1
"0558",5,58,"Morning",1
"0559",5,59,"Morning",1
"0600",6,0,"Morning",1
"0601",6,1,"Morning",1
"0602",6,2,"Morning",1
"0603",6,3,"Morning",1
"0604",6,4,"Morning",1
"0605",6,5,"Morning",1
"0606",6,6,"Morning",1
"0607",6,7,"Morning",1
"0608",6,8,"Morning",1
"0609",6,9,"Morning",1
"0610",6,10,"Morning",1
"0611",6,11,"Morning",1
"0612",6,12,"Morning",1
"0613",6,13,"Morning",1
"0614",6,14,"Morning",1
"0615",6,15,"Morning",1
"0616",6,16,"Morning",1
"0617",6,17,"Morning",1
"0618",6,18,"Morning",1
"0619",6,19,"Morning",1
"0620",6,20,"Morning",1
"0621",6,21,"Morning",1
"0622",6,22,"Morning",1
"0623",6,23,"Morning",1
"0624",6,24,"Morning",1
"0625",6,25,"Morning",1
"0626",6,26,"Morning",1
"0627",6,27,"Morning",1
"0628",6,28,"Morning",1
"0629",6,29,"Morning",1
"0630",6,30,"Morning",1
"0631",6,31,"Morning",1
"0632",6,32,"Morning",1
"0633",6,33,"Morning",1
"0634",6,34,"Morning",1
"0635",6,35,"Morning",1
"0636",6,36,"Morning",1
"0637",6,37,"Morning",1
"0638",6,38,"Morning",1
"0639",6,39,"Morning",1
"0640",6,40,"Morning",1
"0641",6,41,"Morning",1
"0642",6,42,"Morning",1
"0643",6,43,"Morning",1
"0644",6,44,"Morning",1
"0645",6,45,"Morning",1
"0646",6,46,"Morning",1
"0647",6,47,"Morning",1
"0648",6,48,"Morning",1
"0649",6,49,"Morning",1
"0650",6,50,"Morning",1
"0651",6,51,"Morning",1
"0652",6,52,"Morning",1
"0653",6,53,"Morning",1
"0654",6,54,"Morning",1
"0655",6,55,"Morning",1
"0656",6,56,"Morning",1
"0657",6,57,"Morning",1
"0658",6,58,"Morning",1
"0659",6,59,"Morning",1
"0700",7,0,"Morning",1
"0701",7,1,"Morning",1
"0702",7,2,"Morning",1
"0703",7,3,"Morning",1
"0704",7,4,"Morning",1
"0705",7,5,"Morning",1
"0706",7,6,"Morning",1
"0707",7,7,"Morning",1
"0708",7,8,"Morning",1
"0709",7,9,"Morning",1
"0710",7,10,"Morning",1
"0711",7,11,"Morning",1
"0712",7,12,"Morning",1
"0713",7,13,"Morning",1
"0714",7,14,"Morning",1
"0715",7,15,"Morning",1
"0716",7,16,"Morning",1
"0717",7,17,"Morning",1
"0718",7,18,"Morning",1
"0719",7,19,"Morning",1
"0720",7,20,"Morning",1
"0721",7,21,"Morning",1
"0722",7,22,"Morning",1
"0723",7,23,"Morning",1
"0724",7,24,"Morning",1
"0725",7,25,"Morning",1
"0726",7,26,"Morning",1
"0727",7,27,"Morning",1
"0728",7,28,"Morning",1
"0729",7,29,"Morning",1
"0730",7,30,"Morning",1
"0731",7,31,"Morning",1
"0732",7,32,"Morning",1
"0733",7,33,"Morning",1
"0734",7,34,"Morning",1
"0735",7,35,"Morning",1
"0736",7,36,"Morning",1
"0737",7,37,"Morning",1
"0738",7,38,"Morning",1
"0739",7,39,"Morning",1
"0740",7,40,"Morning",1
"0741",7,41,"Morning",1
"0742",7,42,"Morning",1
"0743",7,43,"Morning",1
"0744",7,44,"Morning",1
"0745",7,45,"Morning",1
"0746",7,46,"Morning",1
"0747",7,47,"Morning",1
"0748",7,48,"Morning",1
"0749",7,49,"Morning",1
"0750",7,50,"Morning",1
"0751",7,51,"Morning",1
"0752",7,52,"Morning",1
"0753",7,53,"Morning",1
"0754",7,54,"Morning",1
"0755",7,55,"Morning",1
"0756",7,56,"Morning",1
"0757",7,57,"Morning",1
"0758",7,58,"Morning",1
"0759",7,59,"Morning",1
"0800",8,0,"Morning",1
"0801",8,1,"Morning",1
"0802",8,2,"Morning",1
"0803",8,3,"Morning",1
"0804",8,4,"Morning",1
"0805",8,5,"Morning",1
"0806",8,6,"Morning",1
"0807",8,7,"Morning",1
"0808",8,8,"Morning",1
"0809",8,9,"Morning",1
"0810",8,10,"Morning",1
"0811",8,11,"Morning",1
"0812",8,12,"Morning",1
"0813",8,13,"Morning",1
"0814",8,14,"Morning",1
"0815",8,15,"Morning",1
"0816",8,16,"Morning",1
"0817",8,17,"Morning",1
"0818",8,18,"Morning",1
"0819",8,19,"Morning",1
"0820",8,20,"Morning",1
"0821",8,21,"Morning",1
"0822",8,22,"Morning",1
"0823",8,23,"Morning",1
"0824",8,24,"Morning",1
"0825",8,25,"Morning",1
"0826",8,26,"Morning",1
"0827",8,27,"Morning",1
"0828",8,28,"Morning",1
"0829",8,29,"Morning",1
"0830",8,30,"Morning",1
"0831",8,31,"Morning",1
"0832",8,32,"Morning",1
"0833",8,33,"Morning",1
"0834",8,34,"Morning",1
"0835",8,35,"Morning",1
"0836",8,36,"Morning",1
"0837",8,37,"Morning",1
"0838",8,38,"Morning",1
"0839",8,39,"Morning",1
"0840",8,40,"Morning",1
"0841",8,41,"Morning",1
"0842",8,42,"Morning",1
"0843",8,43,"Morning",1
"0844",8,44,"Morning",1
"0845",8,45,"Morning",1
"0846",8,46,"Morning",1
"0847",8,47,"Morning",1
"0848",8,48,"Morning",1
"0849",8,49,"Morning",1
"0850",8,50,"Morning",1
"0851",8,51,"Morning",1
"0852",8,52,"Morning",1
"0853",8,53,"Morning",1
"0854",8,54,"Morning",1
"0855",8,55,"Morning",1
"0856",8,56,"Morning",1
"0857",8,57,"Morning",1
"0858",8,58,"Morning",1
"0859",8,59,"Morning",1
"0900",9,0,"Morning",1
"0901",9,1,"Morning",1
"0902",9,2,"Morning",1
"0903",9,3,"Morning",1
"0904",9,4,"Morning",1
"0905",9,5,"Morning",1
"0906",9,6,"Morning",1
"0907",9,7,"Morning",1
"0908",9,8,"Morning",1
"0909",9,9,"Morning",1
"0910",9,10,"Morning",1
"0911",9,11,"Morning",1
"0912",9,12,"Morning",1
"0913",9,13,"Morning",1
"0914",9,14,"Morning",1
"0915",9,15,"Morning",1
"0916",9,16,"Morning",1
"0917",9,17,"Morning",1
"0918",9,18,"Morning",1
"0919",9,19,"Morning",1
"0920",9,20,"Morning",1
"0921",9,21,"Morning",1
"0922",9,22,"Morning",1
"0923",9,23,"Morning",1
"0924",9,24,"Morning",1
"0925",9,25,"Morning",1
"0926",9,26,"Morning",1
"0927",9,27,"Morning",1
"0928",9,28,"Morning",1
"0929",9,29,"Morning",1
"0930",9,30,"Morning",1
"0931",9,31,"Morning",1
"0932",9,32,"Morning",1
"0933",9,33,"Morning",1
"0934",9,34,"Morning",1
"0935",9,35,"Morning",1
"0936",9,36,"Morning",1
"0937",9,37,"Morning",1
"0938",9,38,"Morning",1
"0939",9,39,"Morning",1
"0940",9,40,"Morning",1
"0941",9,41,"Morning",1
"0942",9,42,"Morning",1
"0943",9,43,"Morning",1
"0944",9,44,"Morning",1
"0945",9,45,"Morning",1
"0946",9,46,"Morning",1
"0947",9,47,"Morning",1
"0948",9,48,"Morning",1
"0949",9,49,"Morning",1
"0950",9,50,"Morning",1
"0951",9,51,"Morning",1
"0952",9,52,"Morning",1
"0953",9,53,"Morning",1
"0954",9,54,"Morning",1
"0955",9,55,"Morning",1
"0956",9,56,"Morning",1
"0957",9,57,"Morning",1
"0958",9,58,"Morning",1
"0959",9,59,"Morning",1
"1000",10,0,"Morning",1
"1001",10,1,"Morning",1
"1002",10,2,"Morning",1
"1003",10,3,"Morning",1
"1004",10,4,"Morning",1
"1005",10,5,"Morning",1
"1006",10,6,"Morning",1
"1007",10,7,"Morning",1
"1008",10,8,"Morning",1
"1009",10,9,"Morning",1
"1010",10,10,"Morning",1
"1011",10,11,"Morning",1
"1012",10,12,"Morning",1
"1013",10,13,"Morning",1
"1014",10,14,"Morning",1
"1015",10,15,"Morning",1
"1016",10,16,"Morning",1
"1017",10,17,"Morning",1
"1018",10,18,"Morning",1
"1019",10,19,"Morning",1
"1020",10,20,"Morning",1
"1021",10,21,"Morning",1
"1022",10,22,"Morning",1
"1023",10,23,"Morning",1
"1024",10,24,"Morning",1
"1025",10,25,"Morning",1
"1026",10,26,"Morning",1
"1027",10,27,"Morning",1
"1028",10,28,"Morning",1
"1029",10,29,"Morning",1
"1030",10,30,"Morning",1
"1031",10,31,"Morning",1
"1032",10,32,"Morning",1
"1033",10,33,"Morning",1
"1034",10,34,"Morning",1
"1035",10,35,"Morning",1
"1036",10,36,"Morning",1
"1037",10,37,"Morning",1
"1038",10,38,"Morning",1
"1039",10,39,"Morning",1
"1040",10,40,"Morning",1
"1041",10,41,"Morning",1
"1042",10,42,"Morning",1
"1043",10,43,"Morning",1
"1044",10,44,"Morning",1
"1045",10,45,"Morning",1
"1046",10,46,"Morning",1
"1047",10,47,"Morning",1
"1048",10,48,"Morning",1
"1049",10,49,"Morning",1
"1050",10,50,"Morning",1
"1051",10,51,"Morning",1
"1052",10,52,"Morning",1
"1053",10,53,"Morning",1
"1054",10,54,"Morning",1
"1055",10,55,"Morning",1
"1056",10,56,"Morning",1
"1057",10,57,"Morning",1
"1058",10,58,"Morning",1
"1059",10,59,"Morning",1
"1100",11,0,"Morning",1
"1101",11,1,"Morning",1
"1102",11,2,"Morning",1
"1103",11,3,"Morning",1
"1104",11,4,"Morning",1
"1105",11,5,"Morning",1
"1106",11,6,"Morning",1
"1107",11,7,"Morning",1
"1108",11,8,"Morning",1
"1109",11,9,"Morning",1
"1110",11,10,"Morning",1
"1111",11,11,"Morning",1
"1112",11,12,"Morning",1
"1113",11,13,"Morning",1
"1114",11,14,"Morning",1
"1115",11,15,"Morning",1
"1116",11,16,"Morning",1
"1117",11,17,"Morning",1
"1118",11,18,"Morning",1
"1119",11,19,"Morning",1
"1120",11,20,"Morning",1
"1121",11,21,"Morning",1
"1122",11,22,"Morning",1
"1123",11,23,"Morning",1
"1124",11,24,"Morning",1
"1125",11,25,"Morning",1
"1126",11,26,"Morning",1
"1127",11,27,"Morning",1
"1128",11,28,"Morning",1
"1129",11,29,"Morning",1
"1130",11,30,"Morning",1
"1131",11,31,"Morning",1
"1132",11,32,"Morning",1
"1133",11,33,"Morning",1
"1134",11,34,"Morning",1
"1135",11,35,"Morning",1
"1136",11,36,"Morning",1
"1137",11,37,"Morning",1
"1138",11,38,"Morning",1
"1139",11,39,"Morning",1
"1140",11,40,"Morning",1
"1141",11,41,"Morning",1
"1142",11,42,"Morning",1
"1143",11,43,"Morning",1
"1144",11,44,"Morning",1
"1145",11,45,"Morning",1
"1146",11,46,"Morning",1
"1147",11,47,"Morning",1
"1148",11,48,"Morning",1
"1149",11,49,"Morning",1
"1150",11,50,"Morning",1
"1151",11,51,"Morning",1
"1152",11,52,"Morning",1
"1153",11,53,"Morning",1
"1154",11,54,"Morning",1
"1155",11,55,"Morning",1
"1156",11,56,"Morning",1
"1157",11,57,"Morning",1
"1158",11,58,"Morning",1
"1159",11,59,"Morning",1
"1200",12,0,"Afternoon",2
"1201",12,1,"Afternoon",2
"1202",12,2,"Afternoon",2
"1203",12,3,"Afternoon",2
"1204",12,4,"Afternoon",2
"1205",12,5,"Afternoon",2
"1206",12,6,"Afternoon",2
"1207",12,7,"Afternoon",2
"1208",12,8,"Afternoon",2
"1209",12,9,"Afternoon",2
"1210",12,10,"Afternoon",2
"1211",12,11,"Afternoon",2
"1212",12,12,"Afternoon",2
"1213",12,13,"Afternoon",2
"1214",12,14,"Afternoon",2
"1215",12,15,"Afternoon",2
"1216",12,16,"Afternoon",2
"1217",12,17,"Afternoon",2
"1218",12,18,"Afternoon",2
"1219",12,19,"Afternoon",2
"1220",12,20,"Afternoon",2
"1221",12,21,"Afternoon",2
"1222",12,22,"Afternoon",2
"1223",12,23,"Afternoon",2
"1224",12,24,"Afternoon",2
"1225",12,25,"Afternoon",2
"1226",12,26,"Afternoon",2
"1227",12,27,"Afternoon",2
"1228",12,28,"Afternoon",2
"1229",12,29,"Afternoon",2
"1230",12,30,"Afternoon",2
"1231",12,31,"Afternoon",2
"1232",12,32,"Afternoon",2
"1233",12,33,"Afternoon",2
"1234",12,34,"Afternoon",2
"1235",12,35,"Afternoon",2
"1236",12,36,"Afternoon",2
"1237",12,37,"Afternoon",2
"1238",12,38,"Afternoon",2
"1239",12,39,"Afternoon",2
"1240",12,40,"Afternoon",2
"1241",12,41,"Afternoon",2
"1242",12,42,"Afternoon",2
"1243",12,43,"Afternoon",2
"1244",12,44,"Afternoon",2
"1245",12,45,"Afternoon",2
"1246",12,46,"Afternoon",2
"1247",12,47,"Afternoon",2
"1248",12,48,"Afternoon",2
"1249",12,49,"Afternoon",2
"1250",12,50,"Afternoon",2
"1251",12,51,"Afternoon",2
"1252",12,52,"Afternoon",2
"1253",12,53,"Afternoon",2
