Season,match_key,match_no,batsmen,player_key,wicket_status,R,B,M,fours,sixes,SR,special_role,match_date
2018,"20180424SH","19th match (N)","CH Morris",1292,"not out",0,0,0,0,0,0,"normal player",2018-04-21 00:00:00.000
2018,"20180426SH","21","JD Unadkat",1288,"not out",0,0,0,0,0,0,"normal player",2018-04-22 00:00:00.000
2018,"20180429KKR","24th match (N)","Mohammed Siraj",,"not out",0,0,0,0,0,0,"normal player",2018-04-25 00:00:00.000
2018,"20180430CSK","26th match (N)","V Shankar",1390,"not out",0,0,0,0,0,0,"normal player",2018-04-27 00:00:00.000
2018,"20180501RCB","27th match (N)","RA Jadeja",1035,"not out",0,0,0,0,0,0,"normal player",2018-04-28 00:00:00.000
2018,"20180503KKR","28th match (D/N)","Basil Thampi",1386,"not out",0,0,0,0,0,0,"normal player",2018-04-29 00:00:00.000
2018,"20180504MI","30th match (N)","RA Jadeja",1035,"not out",0,0,0,0,0,0,"normal player",2018-04-30 00:00:00.000
2018,"20180505CSK","31","MJ McClenaghan",1349,"not out",0,0,0,0,0,0,"normal player",2018-01-05 00:00:00.000
2018,"20180505SH","32nd match (N)","JC Archer",,"not out",0,0,0,0,0,0,"normal player",2018-02-05 00:00:00.000
2018,"20180506KXP","33rd match (N)","KV Sharma",1073,"not out",0,0,0,0,0,0,"normal player",2018-03-05 00:00:00.000
2018,"20180509MI","37th match (D/N)","PP Chawla",1046,"not out",0,0,0,0,0,0,"normal player",2018-06-05 00:00:00.000
2018,"20180512RCB","41","JP Duminy",1004,"not out",0,0,0,0,0,0,"normal player",2018-09-05 00:00:00.000
2018,"20180513CSK","42nd match (N)","V Shankar",1390,"not out",0,0,0,0,0,0,"normal player",2018-10-05 00:00:00.000
2018,"20180513RR","43rd match (N)","JC Archer",,"not out",0,0,0,0,0,0,"normal player",2018-11-05 00:00:00.000
2018,"20180517RCB","47th match (N)","JP Duminy",1004,"not out",0,0,0,0,0,0,"normal player",2018-05-13 00:00:00.000
2018,"20180517RCB","47th match (N)","BA Stokes",1383,"not out",0,0,0,0,0,0,"normal player",2018-05-13 00:00:00.000
2018,"20180523KKR","54th match (N)","S Kaul",1312,"not out",0,0,0,0,0,0,"normal player",2018-05-19 00:00:00.000
2018,"20180523KKR","54th match (N)","Shubman Gill",,"not out",0,0,0,0,0,0,"normal player",2018-05-19 00:00:00.000
2018,"20180525SH","55th match (D/N)","Mustafizur Rahman",,"not out",0,0,0,0,0,0,"normal player",2018-05-20 00:00:00.000
2019,"20190324DC","Eliminator (N)","PP Chawla",1046,"not out",0,0,0,0,0,0,"normal player",2018-05-23 00:00:00.000
2019,"20190324KKR","Qualifier 2 (N)","M Prasidh Krishna",,"not out",0,0,0,0,0,0,"normal player",2018-05-25 00:00:00.000
2019,"20190404SH","12th match (N)","JD Unadkat",1288,"not out",0,0,0,0,0,0,"normal player",2019-03-31 00:00:00.000
2009,"20090509KXP","33rd match","A Kumble",1068,"not out",0,0,0,0,0,0,"captain",2009-07-05 00:00:00.000
2010,"20100330MI","23rd match (N)","WP Saha",1102,"not out",0,0,0,0,0,0,"wicket keeper",2010-03-27 00:00:00.000
2011,"20110505KTK","42nd match (N)","MV Boucher",1091,"not out",0,0,0,0,0,0,"wicket keeper",2011-03-05 00:00:00.000
2018,"20180506MI","34th match (N)","R Ashwin",1152,"not out",0,0,0,0,0,0,"captain",2018-04-05 00:00:00.000
2008,"20080508CSK","27th match (N)","MM Patel",1038,"not out",0,1,0,0,0,0,"normal player",2008-07-05 00:00:00.000
2008,"20080511KKR","31","U Kaul",1509,"not out",0,1,0,0,0,0,"wicket keeper",2008-10-05 00:00:00.000
2008,"20080512KXP","33rd match (N)","VY Mahesh",1493,"not out",0,1,0,0,0,0,"normal player",2008-11-05 00:00:00.000
2008,"20080517RR","39th match (D/N)","Abdur Razzak",1513,"not out",0,2,0,0,0,0,"normal player",2008-05-17 00:00:00.000
2008,"20080518CSK","39th match (D/N)","Abdur Razzak",1513,"not out",0,2,0,0,0,0,"normal player",2008-05-17 00:00:00.000
2008,"20080523KXP","46th match (N)","M Ntini",1504,"not out",0,6,0,0,0,0,"normal player",2008-05-21 00:00:00.000
2008,"20080527CSK","52nd match (N)","I Sharma",1059,"not out",0,1,0,0,0,0,"normal player",2008-05-25 00:00:00.000
2009,"20090418MI","2nd Semi-Final (N)","S Sreesanth",1127,"not out",0,2,0,0,0,0,"normal player",2008-05-31 00:00:00.000
2009,"20090424KXP","9th match","M Muralitharan",1081,"not out",0,1,0,0,0,0,"normal player",2009-04-23 00:00:00.000
2009,"20090426DC","12th match","PP Ojha",1090,"not out",0,2,0,0,0,0,"normal player",2009-04-25 00:00:00.000
2009,"20090503RCB","24th match (D/N)","KP Appanna",1112,"not out",0,1,0,0,0,0,"normal player",2009-01-05 00:00:00.000
2009,"20090503RCB","24th match (D/N)","TM Srivastava",1114,"not out",0,1,0,0,0,0,"normal player",2009-01-05 00:00:00.000
2009,"20090520CSK","49th match","B Lee",1134,"not out",0,5,0,0,0,0,"normal player",2009-05-17 00:00:00.000
2010,"20100312KKR","55th match","KD Karthik",1076,"not out",0,1,0,0,0,0,"wicket keeper",2009-05-21 00:00:00.000
2010,"20100313DC","1","PJ Sangwan",1100,"not out",0,1,0,0,0,0,"normal player",2009-05-22 00:00:00.000
2010,"20100316CSK","3rd match (N)","YA Abdulla",1462,"not out",0,1,0,0,0,0,"normal player",2010-03-13 00:00:00.000
2010,"20100320RCB","9th match (N)","S Ladda",1466,"not out",0,8,0,0,0,0,"normal player",2010-03-17 00:00:00.000
2010,"20100320RR","10th match (N)","SK Trivedi",1109,"not out",0,1,0,0,0,0,"normal player",2010-03-18 00:00:00.000
2010,"20100326RR","18th match (N)","L Balaji",1080,"not out",0,2,0,0,0,0,"normal player",2010-03-23 00:00:00.000
2010,"20100327KKR","19th match (N)","S Sreesanth",1127,"not out",0,2,0,0,0,0,"normal player",2010-03-24 00:00:00.000
2010,"20100406CSK","33rd match (N)","Jaskaran Singh",1146,"not out",0,2,0,0,0,0,"normal player",2010-03-04 00:00:00.000
2010,"20100411MI","41","Z Khan",1008,"not out",0,1,0,0,0,0,"normal player",2010-09-04 00:00:00.000
2010,"20100417KKR","48th match (N)","Iqbal Abdulla",1157,"not out",0,1,0,0,0,0,"normal player",2010-04-13 00:00:00.000
2010,"20100425CSK","56th match (N)","R McLaren",1172,"not out",0,2,0,0,0,0,"normal player",2010-04-19 00:00:00.000
2011,"20110409RCB","2nd Semi-Final (N)","RP Singh",1089,"not out",0,3,0,0,0,0,"normal player",2010-04-22 00:00:00.000
2011,"20110410PW","1","R Bhatia",1122,"not out",0,1,0,0,0,0,"normal player",2011-08-04 00:00:00.000
2011,"20110416CSK","10th match (N)","RP Singh",1089,"not out",0,1,0,0,0,0,"normal player",2011-04-13 00:00:00.000
2011,"20110422RCB","21","AC Thomas",1193,"not out",0,2,0,0,0,0,"normal player",2011-04-20 00:00:00.000
2011,"20110425CSK","25th match (N)","DE Bollinger",1202,"not out",0,1,0,0,0,0,"normal player",2011-04-22 00:00:00.000
2011,"20110425CSK","25th match (N)","KA Pollard",1183,"not out",0,2,0,0,0,0,"normal player",2011-04-22 00:00:00.000
2011,"20110429RCB","30th match (N)","Y Nagar",1150,"not out",0,2,0,0,0,0,"normal player",2011-04-26 00:00:00.000
2011,"20110429RR","32nd match (N)","MS Gony",1079,"not out",0,1,0,0,0,0,"normal player",2011-04-27 00:00:00.000
2011,"20110429RR","32nd match (N)","S Sreesanth",1127,"not out",0,1,0,0,0,0,"normal player",2011-04-27 00:00:00.000
2011,"20110507KKR","44th match (N)","R Sharma",1177,"not out",0,1,0,0,0,0,"normal player",2011-04-05 00:00:00.000
2011,"20110518CSK","60th match (D/N)","VR Aaron",1229,"not out",0,5,0,0,0,0,"normal player",2011-05-15 00:00:00.000
2011,"20110521DC","63rd match (N)","DJ Hussey",1137,"not out",0,1,0,0,0,0,"normal player",2011-05-17 00:00:00.000
2011,"20110525MI","68th match (N)","Y Venugopal Rao",1070,"not out",0,1,0,0,0,0,"normal player",2011-05-21 00:00:00.000
2012,"20120525CSK","71","P Parameswaran",1221,"not out",0,1,0,0,0,0,"normal player",2012-05-20 00:00:00.000
2018,"20180418KKR","11th match (D/N)","CR Woakes",1387,"not out",0,1,0,0,0,0,"normal player",2018-04-15 00:00:00.000
2018,"20180426SH","21","M Markande",,"not out",0,1,0,0,0,0,"normal player",2018-04-22 00:00:00.000
2018,"20180427DC","22nd match (N)","BB Sran",1376,"not out",0,1,0,0,0,0,"normal player",2018-04-23 00:00:00.000
2018,"20180428MI","23rd match (N)","Sandeep Sharma",1311,"not out",0,1,0,0,0,0,"normal player",2018-04-24 00:00:00.000
2018,"20180522CSK","53rd match (D/N)","YS Chahal",1325,"not out",0,4,0,0,0,0,"normal player",2018-05-19 00:00:00.000
2019,"20190324KKR","Qualifier 2 (N)","Kuldeep Yadav",1400,"not out",0,3,0,0,0,0,"normal player",2018-05-25 00:00:00.000
2019,"20190326CSK","1","Mohammed Siraj",,"not out",0,1,0,0,0,0,"normal player",2019-03-23 00:00:00.000
2019,"20190331CSK","7th match (N)","JJ Bumrah",1320,"not out",0,1,0,0,0,0,"normal player",2019-03-28 00:00:00.000
2009,"20090419DC","1","PR Shah",1009,"not out",,0,0,0,0,0,"wicket keeper",2009-04-18 00:00:00.000
2009,"20090424KXP","9th match","DL Vettori",1078,"not out",,0,0,0,0,0,"normal player",2009-04-23 00:00:00.000
2008,"20080429MI","16th match (N)","RV Uthappa",1020,"not out",37,37,0,5,0,100,"normal player",2008-04-29 00:00:00.000
2008,"20080528MI","54th match (N)","JA Morkel",1065,"not out",12,12,0,1,0,100,"normal player",2008-05-27 00:00:00.000
2009,"20090418RCB","Final (N)","SK Warne",1036,"not out",9,9,0,1,0,100,"captain",2008-01-06 00:00:00.000
2009,"20090516DC","44th match","SB Jakati",1119,"not out",7,7,0,1,0,100,"normal player",2009-05-14 00:00:00.000
2010,"20100324RR","16th match (N)","JA Morkel",1065,"not out",12,12,0,1,0,100,"normal player",2010-03-21 00:00:00.000
2010,"20100408DC","36th match (N)","M Morkel",1136,"not out",7,7,0,1,0,100,"normal player",2010-05-04 00:00:00.000
2011,"20110420KTK","17th match (N)","G Gambhir",1048,"not out",35,35,0,3,0,100,"captain",2011-04-17 00:00:00.000
2011,"20110424MI","23rd match (N)","Sunny Singh",1171,"not out",5,5,0,1,0,100,"normal player",2011-04-21 00:00:00.000
2011,"20110501CSK","34th match (D/N)","AL Menaria",1174,"not out",4,4,0,1,0,100,"normal player",2011-04-29 00:00:00.000
2011,"20110504MI","40th match (D/N)","PP Chawla",1046,"not out",10,10,0,1,0,100,"normal player",2011-02-05 00:00:00.000
2011,"20110510KXP","48th match (D/N)","JA Morkel",1065,"not out",30,30,0,3,0,100,"normal player",2011-07-05 00:00:00.000
2011,"20110516DC","58th match (D/N)","AB de Villiers",1074,"not out",13,13,0,2,0,100,"normal player",2011-05-14 00:00:00.000
2018,"20180512KKR","40th match (N)","MK Lomror",,"not out",9,9,0,1,0,100,"normal player",2018-08-05 00:00:00.000
2019,"20190324DC","Eliminator (N)","H Klaasen",,"not out",18,18,0,1,0,100,"wicket keeper",2018-05-23 00:00:00.000
2008,"20080420RCB","5th match (N)","Harbhajan Singh",1007,"not out",2,2,0,0,0,100,"captain",2008-04-20 00:00:00.000
2008,"20080501KXP","19th match (N)","RP Singh",1089,"not out",2,2,0,0,0,100,"normal player",2008-01-05 00:00:00.000
2008,"20080501RR","18th match (D/N)","Sohail Tanvir",1494,"not out",3,3,0,0,0,100,"normal player",2008-01-05 00:00:00.000
2008,"20080520RR","42nd match (N)","YV Takawale",1142,"not out",5,5,0,0,0,100,"wicket keeper",2008-05-18 00:00:00.000
2008,"20080520RR","42nd match (N)","RP Singh",1089,"not out",3,3,0,0,0,100,"normal player",2008-05-18 00:00:00.000
2009,"20090421AB","4th match (D/N)","M Kartik",1058,"not out",10,10,0,0,0,100,"normal player",2009-04-19 00:00:00.000
2009,"20090425AB","10th match (D/N)","SK Warne",1036,"not out",2,2,0,0,0,100,"captain",2009-04-23 00:00:00.000
2009,"20090501MI","19th match","MK Pandey",1105,"not out",2,2,0,0,0,100,"normal player",2009-04-29 00:00:00.000
2009,"20090503KXP","23rd match","Z Khan",1008,"not out",2,2,0,0,0,100,"normal player",2009-01-05 00:00:00.000
2009,"20090509CSK","32nd match (D/N)","DB Ravi Teja",1071,"not out",4,4,0,0,0,100,"normal player",2009-06-05 00:00:00.000
2009,"20090510DC","34th match (D/N)","JA Morkel",1065,"not out",2,2,0,0,0,100,"normal player",2009-07-05 00:00:00.000
2009,"20090517KXP","46th match (D/N)","PJ Sangwan",1100,"not out",5,5,0,0,0,100,"normal player",2009-05-15 00:00:00.000
2009,"20090519RCB","48th match (D/N)","Mashrafe Mortaza",1145,"not out",2,2,0,0,0,100,"normal player",2009-05-16 00:00:00.000
2009,"20090519RCB","48th match (D/N)","Y Venugopal Rao",1070,"not out",7,7,0,0,0,100,"normal player",2009-05-16 00:00:00.000
2009,"20090520CSK","49th match","RJ Harris",1126,"not out",2,2,0,0,0,100,"normal player",2009-05-17 00:00:00.000
2009,"20090523RCB","54th match (D/N)","PP Chawla",1046,"not out",4,4,0,0,0,100,"normal player",2009-05-20 00:00:00.000
2010,"20100314KKR","1","Jaskaran Singh",1146,"not out",4,4,0,0,0,100,"normal player",2010-12-03 00:00:00.000
2010,"20100321M","12th match (N)","Jaskaran Singh",1146,"not out",3,3,0,0,0,100,"normal player",2010-03-19 00:00:00.000
2010,"20100325MI","17th match (N)","AD Mathews",1138,"not out",3,3,0,0,0,100,"normal player",2010-03-22 00:00:00.000
2010,"20100331CSK","24th match (D/N)","S Narwal",1306,"not out",2,2,0,0,0,100,"normal player",2010-03-28 00:00:00.000
2010,"20100413CSK","43rd match (N)","AB Agarkar",1057,"not out",6,6,0,0,0,100,"normal player",2010-10-04 00:00:00.000
2010,"20100413MI","44th match (D/N)","A Mishra",1099,"not out",10,10,0,0,0,100,"normal player",2010-11-04 00:00:00.000
2011,"20110410MI","Final (N)","CRD Fernando",1477,"not out",2,2,0,0,0,100,"normal player",2010-04-25 00:00:00.000
2011,"20110410PW","1","Iqbal Abdulla",1157,"not out",3,3,0,0,0,100,"normal player",2011-08-04 00:00:00.000
2011,"20110411KKR","2nd match (D/N)","A Mishra",1099,"not out",2,2,0,0,0,100,"normal player",2011-09-04 00:00:00.000
2011,"20110417DC","12th match (D/N)","J Botha",1141,"not out",12,12,0,0,0,100,"normal player",2011-04-15 00:00:00.000
2011,"20110418KTK","14th match (D/N)","DL Vettori",1078,"not out",2,2,0,0,0,100,"captain",2011-04-16 00:00:00.000
2011,"20110502MI","37th match (N)","P Kumar",1026,"not out",2,2,0,0,0,100,"normal player",2011-04-30 00:00:00.000
2011,"20110505KTK","42nd match (N)","A Mishra",1099,"not out",9,9,0,0,0,100,"normal player",2011-03-05 00:00:00.000
2011,"20110506RCB","43rd match (D/N)","STR Binny",1197,"not out",7,7,0,0,0,100,"normal player",2011-04-05 00:00:00.000
2011,"20110509CSK","49th match (N)","A Symonds",1133,"not out",4,4,0,0,0,100,"normal player",2011-07-05 00:00:00.000
2011,"20110518CSK","60th match (D/N)","RJ Harris",1126,"not out",2,2,0,0,0,100,"normal player",2011-05-15 00:00:00.000
2012,"20120406RR","Final (N)","J Syed Mohammad",1207,"not out",2,2,0,0,0,100,"normal player",2011-05-28 00:00:00.000
2012,"20120410KKR","7th match (D/N)","KK Cooper",1245,"not out",5,5,0,0,0,100,"normal player",2012-08-04 00:00:00.000
2012,"20120525CSK","71","HV Patel",1248,"not out",5,5,0,0,0,100,"normal player",2012-05-20 00:00:00.000
2014,"20140519MI","41","S Kaul",1312,"not out",2,2,0,0,0,100,"normal player",2014-05-15 00:00:00.000
2018,"20180410CSK","1","Imran Tahir",1332,"not out",2,2,0,0,0,100,"normal player",2018-07-04 00:00:00.000
2018,"20180423KXP","18th match (D/N)","PP Chawla",1046,"not out",2,2,0,0,0,100,"normal player",2018-04-21 00:00:00.000
2018,"20180423KXP","18th match (D/N)","MA Agarwal",1163,"not out",2,2,0,0,0,100,"normal player",2018-04-21 00:00:00.000
2018,"20180425CSK","20th match (D/N)","WP Saha",1102,"not out",5,5,0,0,0,100,"wicket keeper",2018-04-22 00:00:00.000
,"","Final (N)","RA Jadeja",1035,"not out",5,5,0,0,0,100,"normal player",2019-12-05 00:00:00.000
2009,"20090423TIE","8th match (D/N)","A Kumble",1068,"not out",,1,0,0,0,100,"normal player",2009-04-22 00:00:00.000
2008,"20080421RR","6th match (N)","WA Mota",1093,"not out",1,1,0,0,0,100,"normal player",2008-04-21 00:00:00.000
2008,"20080422DC","7th match (N)","RP Singh",1089,"not out",1,1,0,0,0,100,"normal player",2008-04-22 00:00:00.000
2008,"20080426RR","12th match (N)","R Vinay Kumar",1027,"not out",1,1,0,0,0,100,"normal player",2008-04-26 00:00:00.000
2008,"20080430DC","17th match (N)","V Kohli",1024,"not out",1,1,0,0,0,100,"normal player",2008-04-30 00:00:00.000
2008,"20080501RR","18th match (D/N)","M Rawat",1037,"not out",1,1,0,0,0,100,"wicket keeper",2008-01-05 00:00:00.000
2008,"20080501RR","18th match (D/N)","I Sharma",1059,"not out",1,1,0,0,0,100,"normal player",2008-01-05 00:00:00.000
2008,"20080516MI","37th match (N)","DP Vijaykumar",1510,"not out",1,1,0,0,0,100,"normal player",2008-05-15 00:00:00.000
2008,"20080517KXP","38th match (N)","AB Dinda",1060,"not out",1,1,0,0,0,100,"normal player",2008-05-16 00:00:00.000
2008,"20080518MI","40th match (N)","Shoaib Malik",1492,"not out",1,1,0,0,0,100,"normal player",2008-05-17 00:00:00.000
2008,"20080527CSK","52nd match (N)","TM Srivastava",1114,"not out",1,1,0,0,0,100,"normal player",2008-05-25 00:00:00.000
2008,"20080528MI","54th match (N)","PP Ojha",1090,"not out",1,1,0,0,0,100,"normal player",2008-05-27 00:00:00.000
2009,"20090425AB","10th match (D/N)","AB Agarkar",1057,"not out",1,1,0,0,0,100,"normal player",2009-04-23 00:00:00.000
2009,"20090425DC","11th match (D/N)","R Vinay Kumar",1027,"not out",1,1,0,0,0,100,"normal player",2009-04-24 00:00:00.000
2009,"20090425DC","11th match (D/N)","DPMD Jayawardene",1044,"not out",1,1,0,0,0,100,"normal player",2009-04-24 00:00:00.000
2009,"20090426DC","12th match","PR Shah",1009,"not out",1,1,0,0,0,100,"wicket keeper",2009-04-25 00:00:00.000
2009,"20090508DC","31","WP Saha",1102,"not out",1,1,0,0,0,100,"normal player",2009-05-05 00:00:00.000
2009,"20090507RR","30th match","AS Raut",1084,"not out",1,1,0,0,0,100,"normal player",2009-05-05 00:00:00.000
2009,"20090517KXP","46th match (D/N)","A Nehra",1123,"not out",1,1,0,0,0,100,"normal player",2009-05-15 00:00:00.000
2009,"20090520CSK","49th match","PP Chawla",1046,"not out",1,1,0,0,0,100,"normal player",2009-05-17 00:00:00.000
2009,"20090523RCB","54th match (D/N)","M Muralitharan",1081,"not out",1,1,0,0,0,100,"normal player",2009-05-20 00:00:00.000
2010,"20100313MI","2nd Semi-Final (D/N)","S Badrinath",1016,"not out",1,1,0,0,0,100,"normal player",2009-05-23 00:00:00.000
2010,"20100314DC","Final (D/N)","A Kumble",1068,"not out",1,1,0,0,0,100,"captain",2009-05-24 00:00:00.000
2010,"20100316CSK","3rd match (N)","MF Maharoof",1144,"not out",1,1,0,0,0,100,"normal player",2010-03-13 00:00:00.000
