listener_device_fk,client_device_fk,Listening Device Name,Listening Device Type,Listening Serial Number,Listening Device UUID,Listening Device Service Level,Listening Device Tags,Listening Device First Added,Listening Device Last Changed,Listening IP,Protocol,Port Communication,Client Device Name,Client Device Type,Client Device Service Level,Client Device First Added,Client Device Last Changed,Client IP,Client Private or Public IP,Listener Private or Public IP
"","10449","","","","","","",,,"13.35.118.50","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"13.35.118.70","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"142.250.31.189","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"142.250.64.106","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"142.250.64.110","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"142.250.64.138","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"142.250.64.142","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"142.250.64.163","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"142.250.64.164","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"142.250.64.170","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"142.250.64.174","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"142.250.64.193","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"142.250.64.195","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"142.250.64.202","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"142.250.64.206","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"142.250.64.225","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"142.250.64.227","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"142.250.64.234","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"142.250.64.238","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"142.250.64.74","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"142.250.64.78","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"142.250.64.99","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"142.250.80.14","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"142.250.80.3","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.0.162","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.0.170","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.10.10","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.10.106","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.10.110","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.10.131","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.10.138","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.10.14","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.10.142","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.10.234","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.10.238","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.10.3","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.10.35","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.10.42","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.10.46","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.10.67","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.10.74","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.10.78","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.10.99","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.1.100","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.1.106","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.1.110","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.11.10","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.11.14","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.11.3","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.11.35","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.11.42","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.11.46","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.12.138","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.12.142","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.12.170","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.12.174","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.12.195","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.12.202","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.12.206","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.15.195","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.15.202","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.15.206","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.165.131","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.165.138","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.165.142","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.193.189","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.197.189","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.1.99","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.203.189","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.204.189","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.2.129","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.2.131","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.2.138","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.2.142","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.2.193","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.2.195","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.2.202","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.2.206","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.2.67","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.2.74","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.2.78","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.3.106","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.3.110","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.3.131","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.3.138","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.3.142","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.3.66","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.3.67","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.3.74","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.3.78","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.3.99","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.6.195","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.6.202","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.6.206","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.6.227","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.6.234","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.6.238","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.7.10","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.7.14","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.7.3","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.8.106","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.8.110","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.8.131","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.8.138","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.8.142","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.8.65","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.8.67","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.8.74","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.8.78","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.8.97","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.9.227","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.9.234","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.217.9.238","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"172.224.179.21","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"173.194.207.189","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"173.194.215.189","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"173.194.217.189","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"173.194.66.189","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"173.194.68.189","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"18.208.93.32","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"209.85.144.189","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"209.85.201.189","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"209.85.232.189","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"216.58.192.35","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"216.58.192.42","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"216.58.192.46","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"23.200.61.39","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"23.33.51.174","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"23.37.117.14","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"23.46.198.8","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"23.55.62.201","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"23.56.198.184","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
"","10449","","","","","","",,,"3.215.209.232","TCP",443,"qa-wds-90-7-4","virtual","Production",2019-08-07 20:16:06.533,2021-07-28 21:50:57.873,"10.90.7.4","Private","Public"
