last_update,device_id,device_name,host_id,virtual_host_hostname,hardware_type,virtual_subtype,os_name,os_version_no,volume_capacity_in_mb,free_space_in_mb,used_space_in_mb
2021-04-02 23:42:10.180,"10422","WIN-FRO8KPDMMK0","","","virtual","VMWare","Microsoft Windows Server 2019 Standard","",45554,26207,14729
2021-04-02 23:42:10.423,"10423","WINDOWS-M3AQVSI","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",20476,5816,14660
2021-04-02 23:42:10.663,"10424","WINDOWS-DCIPIGH","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",40956,30062,10894
2021-04-02 23:42:10.903,"10425","WINDOWS-GHNRR1J","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",40956,29476,11480
2021-08-25 18:59:01.323,"10426","WINDOWS-8D4TIPT","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",40956,26067,14889
2021-04-02 23:42:11.403,"10427","WINDOWS-OQE17VG","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",40956,30108,10848
2021-04-02 23:42:11.643,"10428","WINDOWS-DD45G95","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",40956,30056,10900
2021-04-02 23:42:11.896,"10429","WINDOWS-O13JK41","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",40956,30090,10866
2021-04-02 23:42:12.146,"10430","qa-wds-90415","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",41305,29468,11837
2021-04-02 23:42:12.383,"10431","qa-wds-90-10-21","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",40956,21231,19725
2021-04-02 23:42:12.636,"10432","WINDOWS-BBAOSIB","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",25623,10362,10114
2021-08-25 18:59:01.336,"10433","WINDOWS-68INPG6","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",41305,24534,16771
2021-04-02 23:42:13.380,"10435","WINDOWS-1MQJ0GV","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",40956,29081,11875
2021-04-02 23:42:13.616,"10436","WINDOWS-BTC600H","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",40956,29378,11578
2021-04-02 23:42:13.860,"10437","WINDOWS-T8E8AKI","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",40956,29055,11901
2021-04-02 23:42:14.100,"10438","win-901018","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",41305,21462,19843
2021-04-02 23:42:14.346,"10439","WINDOWS-1VSVGHC","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",40956,29064,11892
2021-04-02 23:42:14.586,"10440","winmem4096","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",40956,30141,10815
2021-04-02 23:42:15.040,"10441","WINDOWS-N17BUTE","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",40956,28473,12483
2021-04-02 23:42:15.283,"10442","WINDOWS-GGPARR3.d42-laps.local","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",143352,131889,11463
2021-04-02 23:42:16.040,"10445","WINDOWS-RRUPGJM","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",40956,30053,10903
2021-04-02 23:42:16.276,"10446","WINDOWS-PAI8CGR","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",41305,30176,11129
2021-04-02 23:42:16.520,"10447","winmem16384","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",40956,28376,12580
2021-04-02 23:42:16.763,"10448","winmem32768","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",40956,25944,15012
2021-04-02 23:42:17.000,"10449","qa-wds-90-7-4","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",40956,27043,13913
2021-04-02 23:42:17.253,"10450","WINDOWS-22OJ6UQ","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",40956,27613,13343
2021-04-02 23:42:17.976,"10453","winmem512","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",40956,29741,11215
2021-04-02 23:42:18.216,"10454","qa-wds-90-3-26","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",40956,29452,11504
2021-04-02 23:42:18.453,"10455","WINDOWS-64APMKB.d42-laps.local","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",51192,38912,12280
2021-04-02 23:42:18.693,"10456","WINDOWS-0JMCRK9","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",40956,30086,10870
2021-04-02 23:42:18.936,"10457","winmem8129","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",40956,29577,11379
2021-04-02 23:42:19.683,"10460","qa-qds-90-10-24","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",81563,54828,26735
2021-04-02 23:42:20.160,"10462","WINDOWS-F60SK52","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",40956,20227,20729
2021-04-02 23:42:20.403,"10463","WINDOWS-UHTD23I","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",40956,30088,10868
2021-04-02 23:42:22.633,"10489","mssql-90925","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",42430,18888,22068
2021-04-02 23:42:31.213,"13283","EC2AMAZ-5O38SQM","","","virtual","Xen","Microsoft Windows Server 2016 Datacenter","",30717,13004,17713
2021-04-02 23:42:31.453,"13284","EC2AMAZ-PB1TTF5","","","virtual","Xen","Microsoft Windows Server 2016 Datacenter","",30717,129,30588
2021-04-02 23:42:31.693,"13285","EC2AMAZ-QLVQDTG","","","virtual","Xen","Microsoft Windows Server 2016 Datacenter","",30717,7725,22992
2021-09-09 15:46:44.103,"13286","WIN-8FBBNC4GOJF","","","virtual","Amazon EC2 Instance","Microsoft Windows Server 2012 R2 Standard","",30716,5045,25671
2021-04-02 23:42:32.206,"13287","EC2AMAZ-CB41AC7","","","virtual","Xen","Microsoft Windows Server 2016 Datacenter","",30717,11161,19556
2021-09-09 15:46:43.863,"13288","WIN-EH34UTM38J1","","","virtual","Amazon EC2 Instance","Microsoft Windows Server 2012 R2 Standard","",30716,6381,24335
2021-09-09 15:46:44.676,"13290","EC2AMAZ-S49ABDK","","","virtual","Amazon EC2 Instance","Microsoft Windows Server 2016 Datacenter","",30717,9549,21168
2021-09-09 15:46:10.803,"13291","WIN-JH5OC6VCC8C","","","virtual","Amazon EC2 Instance","Microsoft Windows Server 2012 R2 Standard","",51196,6058,45138
2021-09-09 15:46:44.846,"13292","WIN-0T63FGGM6JU","","","virtual","Amazon EC2 Instance","Microsoft Windows Server 2012 R2 Standard","",30716,5892,24824
2021-09-09 15:46:42.016,"13294","WIN-AQJ324JR3Q8","","","virtual","Amazon EC2 Instance","Microsoft Windows Server 2012 Standard","",183401,153608,29793
2021-04-02 23:44:12.873,"13661","WIN-LBUS6DO7U8N","","","virtual","Xen","Microsoft Windows Server 2012 R2 Standard","",51193,29508,21685
2021-11-12 10:07:12.060,"13785","kvm-002.device42.pvt","","","physical","","","",1116246,952083,164163
2021-02-19 05:07:38.760,"13838","Prod-Demo-WDS","","","virtual","VMWare","Microsoft Windows 10 (64-bit)","",204793,157930,46863
2021-11-12 13:37:12.353,"14133","qa-wds-90114","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",41305,28726,12579
2021-02-19 05:07:40.426,"14134","wds-901120","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",40953,28481,12472
2021-11-12 13:36:12.053,"14135","oracle-90116","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",92152,50674,41478
2021-11-12 13:37:12.080,"14137","oracle-90117","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",92152,52320,39832
2021-02-19 05:07:40.536,"14138","wds-901117","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",40956,30111,10845
2021-11-12 13:36:12.083,"14139","oracle-90115","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",92152,37462,54690
2021-11-12 13:37:12.316,"14140","wds-901114","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",40956,27877,13079
2021-02-19 05:07:41.036,"14152","ip-172-31-38-100.ec2.internal","","","virtual","Xen","","",167144,151688,15456
2021-09-09 15:46:42.110,"14447","WIN-FUR3Q49FEBG","","","virtual","Amazon EC2 Instance","Microsoft Windows Server 2012 R2 Standard","",183401,161508,21893
2021-02-19 05:07:52.400,"14469","crbntwd02fl9011","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",286227,247535,38692
2021-09-09 15:46:11.050,"14472","WIN-DTBTKCPQ3A3","","","virtual","Amazon EC2 Instance","Microsoft Windows Server 2012 R2 Standard","",51196,12574,38622
2021-02-19 05:08:30.783,"15521","Server2016-Oracle","","","virtual","Xen","Microsoft Windows Server 2016 Datacenter","",30717,4657,26060
2021-11-12 13:36:12.070,"16262","WINDOWS-167U3IP","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",40956,29254,11702
2021-11-12 13:36:12.063,"16273","WINDOWS-LRT92AE","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",40956,29261,11695
2021-02-19 05:09:01.073,"16343","wds-host","","","physical","","Microsoft Windows Server 2019 Datacenter","",51178,30911,20267
2021-02-19 05:09:01.116,"16344","same-project","","","physical","","Microsoft Windows Server 2019 Datacenter","",51178,30945,20233
2021-02-19 05:09:01.163,"16346","other-project","","","physical","","Microsoft Windows Server 2019 Datacenter","",51178,30733,20445
2021-04-29 16:01:46.750,"16380","WIN-H42MIUG8R4S","","","virtual","VMWare","Microsoft Windows Server 2012 R2 Standard","",102395,19856,82539
2021-10-15 13:34:35.606,"16605","bit2bit","","","physical","","Microsoft Windows 8.1 Single Language","",953637,369841,583796
2021-06-11 20:08:08.306,"16725","cherwq01fl9016","","","virtual","VMWare","Microsoft Windows Server 2016 Datacenter","",39996,15374,24622
2021-10-27 14:16:12.086,"16963","DESKTOP-O3PKA99","","","physical","","Microsoft Windows 10 Pro","",1431280,1236343,194937
2021-04-02 23:40:19.783,"940","nas-001.device42.pvt","","","physical","","FreeBSD","10.3-STABLE",234829790.93,234357601.28,472190
2021-04-02 23:40:21.240,"1016","debian-85-001","","","virtual","Xen","debian","8.5",7443.76,6649.04,795
2021-04-02 23:40:21.476,"1017","debian-711-001","","","unknown","","debian","7.11",7458.08,6770.26,688
2021-04-02 23:40:23.196,"1139","debian-60-001","","","virtual","Internal VM","Linux version 2.6.32-5-amd64 (Debian 2.6.32-48squeeze6) (jmm","6.0.10",7646.49,7172.6,474
2021-04-02 23:40:23.436,"1146","ubuntu-1204-001","","","unknown","","Ubuntu","12.04",7220,6274,946
2021-02-19 05:06:34.056,"1154","fujitsu01","","","physical","","fedora","15",917695.2,324312.39,593383
2021-11-12 13:24:20.040,"4681","ubu-integration-004-2-236.device42.pvt","","","virtual","KVM","Ubuntu","16.04",5122210.24,1211201.58,3911009
2021-11-11 21:29:12.036,"5145","solaris-001","","","physical","","Solaris","7.4.8",1436846,1407462,28558
2021-04-02 23:40:43.733,"5559","centos-68-001","","","unknown","","CentOS","6.8",7239.1,5961.1,1278
2021-11-11 18:25:12.200,"5572","ubuntu-1404-001.device42.pvt","","","physical","","Ubuntu","14.04",7580.14,1359.68,6220
2021-04-02 23:40:46.893,"5578","hp-ux-01.device42.pvt","","","physical","","HP-UX","B.11.23",18052,8329,9723
2021-04-02 23:40:47.376,"5581","packstack-002.device42.pvt","","","physical","","CentOS","7",7449434,7382908,66526
2021-11-11 21:29:12.033,"5582","packstack-001.device42.pvt","","","physical","","10","2.85",168552,66217,102335
2021-04-02 23:40:47.856,"5583","packstack-003.device42.pvt","","","physical","","CentOS","7",7404232,7358309,45923
2021-04-02 23:40:48.096,"5584","packstack-004.device42.pvt","","","physical","","CentOS","7",7404232,7344333,59899
2021-11-11 21:30:12.053,"5585","RAC_5H9VPQ1","","","physical","","10","2.90",7404232,7326191,78041
2021-04-02 23:40:48.576,"5587","centos-5-001.device42.pvt","","","virtual","Citrix/Xen","CentOS","5.11",5590,3487,2103
2021-11-11 18:25:12.103,"5606","xen-003","","","physical","","XenServer","7.1.0",15941015,15103187,837774
2021-11-11 21:29:12.036,"5607","RAC_JT3NGS1","","","physical","","10","2.85",95772817,73875543,21897274
2021-11-11 18:25:12.103,"5610","xenserver-001","","","physical","","XenServer","7.0.0",952551,230210,722287
2021-04-02 23:40:58.893,"6287","ubu-integration-003-2-235.device42.pvt","","","physical","","Ubuntu","16.04",26674,25236,1438
2021-04-02 23:41:01.053,"6366","ovm-test","","","virtual","Xen","Ubuntu","18.04",16173.96,11223.04,4951
2021-04-02 23:41:03.693,"6544","aix7","","","virtual","Internal VM","AIX","7.1.0.0-TL03",115616,131987,-16371
2021-04-02 23:41:03.943,"6545","aix6","","","virtual","Internal VM","AIX","6.1.0.0-TL03",169600,211643,-42043
2021-04-02 23:41:04.186,"6546","aix5","","","virtual","Internal VM","AIX","5.3.0.0-TL12",31008,42047,-11039
2021-04-02 23:41:05.600,"6753","sovms524","","","physical","","SunOS","Generic_147147-26",274372,260358,14014
2021-04-02 23:41:08.280,"8147","foreman-001","","","virtual","Citrix/Xen","Ubuntu","14.04",7391,5192,2199
2021-04-02 23:41:08.743,"8301","Apache-Demo.33yhg0iu2yjelmwc2sjy2zpsve.bx.internal.cloudapp.net","","","virtual","Azure Virtual Machine","Linux","latest",34398,32957,1441
2021-04-02 23:41:08.980,"8302","LAMP-Demo.33yhg0iu2yjelmwc2sjy2zpsve.bx.internal.cloudapp.net","","","virtual","Azure Virtual Machine","Linux","latest",34398,32626,1772
2021-04-02 23:41:20.773,"9566","LPAR2 -2","","","physical","","OS/400","V7R1M0",288972,148589,140383
2021-04-02 23:41:38.360,"9971","sovma463.siteox.com","","","virtual","Internal VM","AIX","7.1.0.0-TL04",168960,104051,64461
2021-04-02 23:41:38.603,"9972","soaxp419.cloud2.siteox.com","","","virtual","Internal VM","AIX","7.2.0.0-TL03",18432,8546,8862
2021-04-02 23:41:38.846,"9973","ip-172-31-41-46.ec2.internal","","","virtual","Xen","Amazon Linux","2",8653,7216,1437
2021-04-02 23:41:39.086,"9974","ip-172-31-55-148.ec2.internal","","","virtual","Xen","Amazon Linux","2",8653,7216,1437
2021-04-02 23:41:39.336,"9975","ip-172-31-26-155.ec2.internal","","","virtual","Xen","Amazon Linux","2",8653,7215,1438
2021-09-09 15:46:43.160,"9988","ip-10-10-79-72.ec2.internal-GoldImage","","","virtual","Amazon EC2 Instance","RedHatEnterpriseServer","6.1",19005,3977,15028
2021-04-02 23:41:40.066,"10014","ip-172-31-33-75.ec2.internal","","","virtual","Xen","Red Hat Enterprise Linux Server","7.6",11119,3166,7953
2021-07-07 18:54:43.890,"10042","dlasecki-MacBook-Pro","","","physical","","macOS","11.4",13449483,12866684,582799
2021-04-02 23:41:40.566,"10054","sovms154","","","physical","","SunOS","11.1",346454,342136,4318
2021-04-02 23:41:40.813,"10055","sovms157","","","physical","","SunOS","Generic_147147-26",274372,260358,14014
2021-04-02 23:41:43.023,"10093","qa-safari.local","","","other","","Mac OS X","10.13.6",214287,198826,15461
2021-10-28 17:18:33.003,"10095","Dapsys-MBP","","","physical","","Mac OS X","10.14.5",356186,235552,120634
2021-09-09 20:35:08.460,"10280","instance-2","","","virtual","GCE","debian","8 (jessie)",51178,30876,20302
2021-11-12 12:52:20.050,"11982","ip-10-10-19-177.ec2.internal","","","virtual","Citrix/Xen","RedHatEnterpriseServer","6.10",9438,5887,3551
2021-09-09 15:46:45.576,"11983","ip-10-10-99-142.ec2.internal","","","virtual","Amazon EC2 Instance","Red Hat Enterprise Linux Server","7.6",31598,26322,5276
2021-11-12 12:52:12.083,"11988","ip-10-10-39-145.ec2.internal","","","virtual","Citrix/Xen","Red Hat Enterprise Linux Server","7.6",12098,8200,3898
2021-11-12 12:52:15.993,"11995","ip-10-10-109-69.ec2.internal","","","virtual","Citrix/Xen","RedHatEnterpriseServer","6.10",9438,5600,3838
2021-11-12 12:27:12.053,"11997","ip-10-10-97-38.ec2.internal","","","virtual","Citrix/Xen","CentOS","7.8.2003",10053,4932,5121
2021-11-12 12:27:12.056,"13265","ip-10-10-31-197.ec2.internal","","","virtual","Citrix/Xen","CentOS","6.9",7524,2815,4709
2021-09-09 15:46:43.066,"13273","ip-10-10-42-21.ec2.internal","","","virtual","Amazon EC2 Instance","Red Hat Enterprise Linux Server","7.6",22717,6141,16576
2021-09-09 15:46:45.500,"13274","ip-10-10-18-118.ec2.internal","","","virtual","Amazon EC2 Instance","Red Hat Enterprise Linux Server","7.6",31441,27141,4300
2021-11-12 12:52:12.066,"13275","ip-10-10-18-82.ec2.internal","","","virtual","Citrix/Xen","Red Hat Enterprise Linux Server","7.6",12099,7366,4733
2021-09-09 15:46:43.690,"13276","ip-10-10-121-227.ec2.internal","","","virtual","Amazon EC2 Instance","RedHatEnterpriseServer","6.7",9438,3369,6069
2021-11-12 12:52:12.066,"13277","ip-10-10-127-144.ec2.internal","","","virtual","Citrix/Xen","Red Hat Enterprise Linux Server","7.6",11123,8086,3037
2021-11-12 12:52:12.090,"13278","ip-10-10-68-233.ec2.internal","","","virtual","Citrix/Xen","Red Hat Enterprise Linux Server","7.6",12084,3505,8579
2021-09-24 16:01:48.546,"13279","ip-10-10-84-68.ec2.internal","","","virtual","Citrix/Xen","RedHatEnterpriseServer","6.10",9438,2711,6727
2021-11-12 12:52:20.066,"13280","ip-10-10-79-72.ec2.internal","","","virtual","Citrix/Xen","RedHatEnterpriseServer","6.10",19030,27,19003
2021-11-12 12:52:20.056,"13281","ip-10-10-59-173.ec2.internal","","","virtual","Citrix/Xen","RedHatEnterpriseServer","6.10",9438,4708,4730
2021-11-12 12:52:12.090,"13282","ip-10-10-30-92.ec2.internal","","","virtual","Citrix/Xen","Red Hat Enterprise Linux Server","7.6",12084,3277,8807
2021-09-09 15:46:41.936,"13293","WIN-OFLE4I9E16U","","","virtual","Amazon EC2 Instance","Microsoft Windows Server 2008 R2 Datacenter","Service Pack 1",30717,4,30713
2021-09-09 15:46:41.850,"13297","WIN-C6RWVD8M6JK","","","virtual","Amazon EC2 Instance","Microsoft Windows Server 2008 Datacenter","Service Pack 2",193642,152527,41115
2021-09-09 15:46:42.570,"13298","WIN-9R1MMKJEVOI","","","virtual","Amazon EC2 Instance","Microsoft Windows Server 2008 R2 Datacenter","Service Pack 1",183402,152875,30527
2021-11-12 13:24:20.073,"13660","oracle-lxc","","","physical","","Oracle Linux Server","7.2",151282,142964,8318
2021-02-19 05:07:35.153,"13712","WINSANTEST","","","physical","","Microsoft Windows Server 2008 R2 Standard","Service Pack 1",279791,196883,82908
2021-02-19 05:07:35.200,"13714","ubuntu-0-108","","","physical","","Ubuntu","16.04",1853358,1815396,37962
2021-02-19 05:07:41.670,"14171","sa-demo-mysql","","","virtual","Xen","Ubuntu","18.04",8558,4069,4271
2021-09-09 15:46:43.940,"14446","WIN-A5FUJREE9PM","","","virtual","Amazon EC2 Instance","Microsoft Windows Server 2008 R2 Datacenter","Service Pack 1",30717,2390,28327
2021-02-19 05:07:52.510,"14475","soaxp437.cloud2.siteox.com","","","virtual","Internal VM","AIX","7.1.0.0-TL05",18587,13047,4516
2021-02-19 05:07:52.706,"14480","LPAR1","","","physical","","z/OS","02.01",905969664,416284664,489685000
2021-02-19 05:07:52.813,"14485","SERVER2008R2","","","virtual","Xen","Microsoft Windows Server 2008 R2 Datacenter","Service Pack 1",30717,5358,25359
2021-02-19 05:08:30.746,"15520","ip-10-24-0-45","","","virtual","Xen","Ubuntu","16.04",8683,5684,2663
2021-03-30 17:08:27.120,"16309","LPAR1 -1","","","physical","","OS/400","V7R1M0",288972,100511,188461
2021-02-19 05:09:00.950,"16340","ip-10-24-0-90.ec2.internal","","","virtual","Citrix/Xen","RancherOS","v1.1.0",166136,151600,14536
2021-02-19 05:09:02.356,"16374","ip-10-10-0-22","","","virtual","Citrix/Xen","Ubuntu","14.04",30651,26275,4376
2021-02-24 15:12:13.040,"16375","ip-10-24-0-76.ec2.internal","","","virtual","Citrix/Xen","Ubuntu","20.04",103665,63023,40138
2021-02-19 05:09:02.513,"16376","CWWLS01.td.clckwrk.com","","","virtual","Citrix/Xen","Oracle Linux Server","6.10",67652,63505,4147
2021-03-23 04:53:27.153,"16581","ip-172-31-30-27","","","virtual","Citrix/Xen","Ubuntu","18.04",16314,12559,3636
2021-11-11 18:11:12.076,"16613","B706DF1X -2","","","virtual","LPAR","OS/400","V7R4M000",381747,300361,81386
2021-04-15 11:25:39.853,"16615","test_host","","","physical","","RHEL","7 - 3.1611.el7.centos",57982058496,,
2021-11-11 15:41:12.070,"16672","LAPR1","","","physical","","z/OS","02.04",718274560,364904448,353370112
2021-04-02 23:40:18.300,"911","oracle-xe","","","virtual","VMWare","SLES","12.1",278254.67,129428.7,148826
2021-04-02 23:40:18.783,"924","Nagios","","","virtual","VMWare","Ubuntu","16.04",39554.38,32494.34,7060
2021-04-02 23:40:21.720,"1018","roman-centos","","","virtual","VMWare","CentOS","7.2.1511",10060,3976,6084
2021-04-02 23:40:21.953,"1023","debian-jessie-87","","","virtual","VMWare","Debian GNU/Linux","8",31244.34,29183.64,2061
2021-04-02 23:40:22.440,"1048","ldap","","","virtual","VMWare","Ubuntu","16.04",34448.54,31663.39,2785
2021-04-02 23:40:25.890,"4621","greg-sandbox01.device42.pvt","","","virtual","VMWare","Ubuntu","16.04",91833,86133,5700
2021-04-02 23:40:27.156,"4680","ubu-integration-003-2-235","","","virtual","VMWare","Ubuntu","16.04",31817.11,30338.51,1479
2021-04-02 23:40:42.286,"5518","VMWARE-56 4D 7F 59 37 4C E1 28-5E 4A C3 6F 92 8A 96 C2","","","virtual","VMWare","CentOS","6.3",50392,45109,5283
2021-11-12 13:24:15.986,"5558","website-testing-001","","","virtual","VMWare","Ubuntu","14.04",16186.12,12747.42,3439
2021-04-02 23:40:47.130,"5579","ldap.localhost","","","virtual","VMWare","Ubuntu","16.04",44813.77,32973.01,11841
2021-10-06 18:57:49.823,"5592","autodisc-db","","","virtual","VMWare","CentOS","7.2.1511",18540.55,15915.94,2625
2021-04-02 23:40:50.293,"5609","CentOS7-01","","","virtual","VMWare","CentOS","7",210808,78652,132156
2021-04-02 23:40:50.526,"5611","dsad.test","","","virtual","VMWare","CentOS","7",18889,10346,8543
2021-04-02 23:40:50.760,"5613","solarisnetinst","","","virtual","VMWare","CentOS","5.11",24522,14799,9723
2021-04-02 23:40:52.203,"5769","win-w2k3-ee32","","","virtual","VMWare","Microsoft(R) Windows(R) Server 2003, Enterprise Edition R2","Service Pack 2",20585,15314,5151
2021-04-02 23:40:52.443,"5770","w2k8-winrm-std","","","virtual","VMWare","Microsoft Windows Server 2008 R2 Standard","Service Pack 1",43876,21821,19036
2021-04-02 23:40:52.673,"5772","w2k8-LDAP-2-252","","","virtual","VMWare","Microsoft Windows Server 2008 R2 Standard","Service Pack 1",40956,29292,11664
2021-04-29 16:01:45.553,"5774","w2k8-LDAP-2-251","","","virtual","VMWare","Microsoft Windows Server 2008 R2 Standard","Service Pack 1",40956,28998,11958
2021-04-02 23:40:53.390,"5776","d42win-2-244","","","virtual","VMWare","Microsoft Windows Server 2008 R2 Standard","Service Pack 1",51196,38034,13162
2021-04-02 23:40:54.590,"5783","d42win-2-245","","","virtual","VMWare","Microsoft Windows Server 2008 R2 Standard","Service Pack 1",51196,16790,34406
2021-04-02 23:40:54.823,"5784","d42win-2-246","","","virtual","VMWare","Microsoft Windows Server 2008 R2 Standard","Service Pack 1",51196,30496,20700
2021-04-02 23:40:55.063,"5916","device42.development","","","virtual","VMWare","CentOS","7",200509,187509,13000
2021-04-02 23:40:55.803,"5986","datafire","","","virtual","VMWare","CentOS","7",976418,915565,60853
2021-04-29 16:03:39.746,"6026","w08-iis-2-218","","","virtual","VMWare","Microsoft Windows Server 2008 R2 Standard","Service Pack 1",40956,27700,13256
2021-04-02 23:40:56.276,"6039","VMWARE-56 4D EC CE C5 40 1E 14-88 03 C1 7C 65 74 F6 02","","","virtual","VMWare","XenServer","7.0.0",950916,231402,719460
2021-04-02 23:40:56.516,"6040","nested-kvm","","","virtual","VMWare","CentOS","7",409254,271557,137697
2021-04-02 23:40:56.760,"6080","xen-74","","","virtual","VMWare","XenServer","7.4.0",21121,18186,2892
