PK_Product,ProductID,Name,Weight,Size,Class,TK_Date,TK_Source
33,352,"Front Derailleur Linkage",,"","",2021-07-01 00:00:00.000,"Product"
34,355,"Guide Pulley",,"","",2021-07-01 00:00:00.000,"Product"
37,358,"HL Grip Tape",,"","",2021-07-01 00:00:00.000,"Product"
38,359,"Thin-Jam Hex Nut 9",,"","",2021-07-01 00:00:00.000,"Product"
39,360,"Thin-Jam Hex Nut 10",,"","",2021-07-01 00:00:00.000,"Product"
40,361,"Thin-Jam Hex Nut 1",,"","",2021-07-01 00:00:00.000,"Product"
41,362,"Thin-Jam Hex Nut 2",,"","",2021-07-01 00:00:00.000,"Product"
42,363,"Thin-Jam Hex Nut 15",,"","",2021-07-01 00:00:00.000,"Product"
43,364,"Thin-Jam Hex Nut 16",,"","",2021-07-01 00:00:00.000,"Product"
44,365,"Thin-Jam Hex Nut 5",,"","",2021-07-01 00:00:00.000,"Product"
45,366,"Thin-Jam Hex Nut 6",,"","",2021-07-01 00:00:00.000,"Product"
46,367,"Thin-Jam Hex Nut 3",,"","",2021-07-01 00:00:00.000,"Product"
47,368,"Thin-Jam Hex Nut 4",,"","",2021-07-01 00:00:00.000,"Product"
48,369,"Thin-Jam Hex Nut 13",,"","",2021-07-01 00:00:00.000,"Product"
49,370,"Thin-Jam Hex Nut 14",,"","",2021-07-01 00:00:00.000,"Product"
50,371,"Thin-Jam Hex Nut 7",,"","",2021-07-01 00:00:00.000,"Product"
51,372,"Thin-Jam Hex Nut 8",,"","",2021-07-01 00:00:00.000,"Product"
52,373,"Thin-Jam Hex Nut 12",,"","",2021-07-01 00:00:00.000,"Product"
53,374,"Thin-Jam Hex Nut 11",,"","",2021-07-01 00:00:00.000,"Product"
54,375,"Hex Nut 5",,"","",2021-07-01 00:00:00.000,"Product"
55,376,"Hex Nut 6",,"","",2021-07-01 00:00:00.000,"Product"
56,377,"Hex Nut 16",,"","",2021-07-01 00:00:00.000,"Product"
57,378,"Hex Nut 17",,"","",2021-07-01 00:00:00.000,"Product"
58,379,"Hex Nut 7",,"","",2021-07-01 00:00:00.000,"Product"
59,380,"Hex Nut 8",,"","",2021-07-01 00:00:00.000,"Product"
60,381,"Hex Nut 9",,"","",2021-07-01 00:00:00.000,"Product"
61,382,"Hex Nut 22",,"","",2021-07-01 00:00:00.000,"Product"
62,383,"Hex Nut 23",,"","",2021-07-01 00:00:00.000,"Product"
63,384,"Hex Nut 12",,"","",2021-07-01 00:00:00.000,"Product"
64,385,"Hex Nut 13",,"","",2021-07-01 00:00:00.000,"Product"
65,386,"Hex Nut 1",,"","",2021-07-01 00:00:00.000,"Product"
66,387,"Hex Nut 10",,"","",2021-07-01 00:00:00.000,"Product"
67,388,"Hex Nut 11",,"","",2021-07-01 00:00:00.000,"Product"
68,389,"Hex Nut 2",,"","",2021-07-01 00:00:00.000,"Product"
69,390,"Hex Nut 20",,"","",2021-07-01 00:00:00.000,"Product"
70,391,"Hex Nut 21",,"","",2021-07-01 00:00:00.000,"Product"
71,392,"Hex Nut 3",,"","",2021-07-01 00:00:00.000,"Product"
72,393,"Hex Nut 14",,"","",2021-07-01 00:00:00.000,"Product"
73,394,"Hex Nut 15",,"","",2021-07-01 00:00:00.000,"Product"
74,395,"Hex Nut 4",,"","",2021-07-01 00:00:00.000,"Product"
75,396,"Hex Nut 18",,"","",2021-07-01 00:00:00.000,"Product"
76,397,"Hex Nut 19",,"","",2021-07-01 00:00:00.000,"Product"
77,398,"Handlebar Tube",,"","",2021-07-01 00:00:00.000,"Product"
78,399,"Head Tube",,"","",2021-07-01 00:00:00.000,"Product"
80,401,"HL Hub",,"","",2021-07-01 00:00:00.000,"Product"
81,402,"Keyed Washer",,"","",2021-07-01 00:00:00.000,"Product"
82,403,"External Lock Washer 3",,"","",2021-07-01 00:00:00.000,"Product"
83,404,"External Lock Washer 4",,"","",2021-07-01 00:00:00.000,"Product"
84,405,"External Lock Washer 9",,"","",2021-07-01 00:00:00.000,"Product"
85,406,"External Lock Washer 5",,"","",2021-07-01 00:00:00.000,"Product"
86,407,"External Lock Washer 7",,"","",2021-07-01 00:00:00.000,"Product"
87,408,"External Lock Washer 6",,"","",2021-07-01 00:00:00.000,"Product"
88,409,"External Lock Washer 1",,"","",2021-07-01 00:00:00.000,"Product"
89,410,"External Lock Washer 8",,"","",2021-07-01 00:00:00.000,"Product"
90,411,"External Lock Washer 2",,"","",2021-07-01 00:00:00.000,"Product"
91,412,"Internal Lock Washer 3",,"","",2021-07-01 00:00:00.000,"Product"
92,413,"Internal Lock Washer 4",,"","",2021-07-01 00:00:00.000,"Product"
93,414,"Internal Lock Washer 9",,"","",2021-07-01 00:00:00.000,"Product"
94,415,"Internal Lock Washer 5",,"","",2021-07-01 00:00:00.000,"Product"
95,416,"Internal Lock Washer 7",,"","",2021-07-01 00:00:00.000,"Product"
96,417,"Internal Lock Washer 6",,"","",2021-07-01 00:00:00.000,"Product"
97,418,"Internal Lock Washer 10",,"","",2021-07-01 00:00:00.000,"Product"
98,419,"Internal Lock Washer 1",,"","",2021-07-01 00:00:00.000,"Product"
99,420,"Internal Lock Washer 8",,"","",2021-07-01 00:00:00.000,"Product"
100,421,"Internal Lock Washer 2",,"","",2021-07-01 00:00:00.000,"Product"
101,422,"Thin-Jam Lock Nut 9",,"","",2021-07-01 00:00:00.000,"Product"
102,423,"Thin-Jam Lock Nut 10",,"","",2021-07-01 00:00:00.000,"Product"
103,424,"Thin-Jam Lock Nut 1",,"","",2021-07-01 00:00:00.000,"Product"
104,425,"Thin-Jam Lock Nut 2",,"","",2021-07-01 00:00:00.000,"Product"
105,426,"Thin-Jam Lock Nut 15",,"","",2021-07-01 00:00:00.000,"Product"
106,427,"Thin-Jam Lock Nut 16",,"","",2021-07-01 00:00:00.000,"Product"
107,428,"Thin-Jam Lock Nut 5",,"","",2021-07-01 00:00:00.000,"Product"
108,429,"Thin-Jam Lock Nut 6",,"","",2021-07-01 00:00:00.000,"Product"
109,430,"Thin-Jam Lock Nut 3",,"","",2021-07-01 00:00:00.000,"Product"
110,431,"Thin-Jam Lock Nut 4",,"","",2021-07-01 00:00:00.000,"Product"
111,432,"Thin-Jam Lock Nut 13",,"","",2021-07-01 00:00:00.000,"Product"
112,433,"Thin-Jam Lock Nut 14",,"","",2021-07-01 00:00:00.000,"Product"
113,434,"Thin-Jam Lock Nut 7",,"","",2021-07-01 00:00:00.000,"Product"
114,435,"Thin-Jam Lock Nut 8",,"","",2021-07-01 00:00:00.000,"Product"
115,436,"Thin-Jam Lock Nut 12",,"","",2021-07-01 00:00:00.000,"Product"
116,437,"Thin-Jam Lock Nut 11",,"","",2021-07-01 00:00:00.000,"Product"
117,438,"Lock Nut 5",,"","",2021-07-01 00:00:00.000,"Product"
118,439,"Lock Nut 6",,"","",2021-07-01 00:00:00.000,"Product"
119,440,"Lock Nut 16",,"","",2021-07-01 00:00:00.000,"Product"
120,441,"Lock Nut 17",,"","",2021-07-01 00:00:00.000,"Product"
121,442,"Lock Nut 7",,"","",2021-07-01 00:00:00.000,"Product"
122,443,"Lock Nut 8",,"","",2021-07-01 00:00:00.000,"Product"
123,444,"Lock Nut 9",,"","",2021-07-01 00:00:00.000,"Product"
124,445,"Lock Nut 22",,"","",2021-07-01 00:00:00.000,"Product"
125,446,"Lock Nut 23",,"","",2021-07-01 00:00:00.000,"Product"
126,447,"Lock Nut 12",,"","",2021-07-01 00:00:00.000,"Product"
127,448,"Lock Nut 13",,"","",2021-07-01 00:00:00.000,"Product"
128,449,"Lock Nut 1",,"","",2021-07-01 00:00:00.000,"Product"
129,450,"Lock Nut 10",,"","",2021-07-01 00:00:00.000,"Product"
130,451,"Lock Nut 11",,"","",2021-07-01 00:00:00.000,"Product"
131,452,"Lock Nut 2",,"","",2021-07-01 00:00:00.000,"Product"
132,453,"Lock Nut 20",,"","",2021-07-01 00:00:00.000,"Product"
133,454,"Lock Nut 21",,"","",2021-07-01 00:00:00.000,"Product"
134,455,"Lock Nut 3",,"","",2021-07-01 00:00:00.000,"Product"
135,456,"Lock Nut 14",,"","",2021-07-01 00:00:00.000,"Product"
136,457,"Lock Nut 15",,"","",2021-07-01 00:00:00.000,"Product"
137,458,"Lock Nut 4",,"","",2021-07-01 00:00:00.000,"Product"
138,459,"Lock Nut 19",,"","",2021-07-01 00:00:00.000,"Product"
139,460,"Lock Nut 18",,"","",2021-07-01 00:00:00.000,"Product"
140,461,"Lock Ring",,"","",2021-07-01 00:00:00.000,"Product"
141,462,"Lower Head Race",,"","",2021-07-01 00:00:00.000,"Product"
142,463,"Lock Washer 4",,"","",2021-07-01 00:00:00.000,"Product"
143,464,"Lock Washer 5",,"","",2021-07-01 00:00:00.000,"Product"
144,465,"Lock Washer 10",,"","",2021-07-01 00:00:00.000,"Product"
145,466,"Lock Washer 6",,"","",2021-07-01 00:00:00.000,"Product"
146,467,"Lock Washer 13",,"","",2021-07-01 00:00:00.000,"Product"
147,468,"Lock Washer 8",,"","",2021-07-01 00:00:00.000,"Product"
148,469,"Lock Washer 1",,"","",2021-07-01 00:00:00.000,"Product"
149,470,"Lock Washer 7",,"","",2021-07-01 00:00:00.000,"Product"
150,471,"Lock Washer 12",,"","",2021-07-01 00:00:00.000,"Product"
151,472,"Lock Washer 2",,"","",2021-07-01 00:00:00.000,"Product"
152,473,"Lock Washer 9",,"","",2021-07-01 00:00:00.000,"Product"
153,474,"Lock Washer 3",,"","",2021-07-01 00:00:00.000,"Product"
154,475,"Lock Washer 11",,"","",2021-07-01 00:00:00.000,"Product"
155,476,"Metal Angle",,"","",2021-07-01 00:00:00.000,"Product"
156,477,"Metal Bar 1",,"","",2021-07-01 00:00:00.000,"Product"
157,478,"Metal Bar 2",,"","",2021-07-01 00:00:00.000,"Product"
158,479,"Metal Plate 2",,"","",2021-07-01 00:00:00.000,"Product"
159,480,"Metal Plate 1",,"","",2021-07-01 00:00:00.000,"Product"
160,481,"Metal Plate 3",,"","",2021-07-01 00:00:00.000,"Product"
161,482,"Metal Sheet 2",,"","",2021-07-01 00:00:00.000,"Product"
162,483,"Metal Sheet 3",,"","",2021-07-01 00:00:00.000,"Product"
163,484,"Metal Sheet 7",,"","",2021-07-01 00:00:00.000,"Product"
164,485,"Metal Sheet 4",,"","",2021-07-01 00:00:00.000,"Product"
165,486,"Metal Sheet 5",,"","",2021-07-01 00:00:00.000,"Product"
166,487,"Metal Sheet 6",,"","",2021-07-01 00:00:00.000,"Product"
167,488,"Metal Sheet 1",,"","",2021-07-01 00:00:00.000,"Product"
168,489,"Metal Tread Plate",,"","",2021-07-01 00:00:00.000,"Product"
170,491,"HL Nipple",,"","",2021-07-01 00:00:00.000,"Product"
171,492,"Paint - Black",,"","",2021-07-01 00:00:00.000,"Product"
172,493,"Paint - Red",,"","",2021-07-01 00:00:00.000,"Product"
173,494,"Paint - Silver",,"","",2021-07-01 00:00:00.000,"Product"
174,495,"Paint - Blue",,"","",2021-07-01 00:00:00.000,"Product"
175,496,"Paint - Yellow",,"","",2021-07-01 00:00:00.000,"Product"
176,497,"Pinch Bolt",,"","",2021-07-01 00:00:00.000,"Product"
177,504,"Cup-Shaped Race",,"","",2021-07-01 00:00:00.000,"Product"
178,505,"Cone-Shaped Race",,"","",2021-07-01 00:00:00.000,"Product"
179,506,"Reflector",,"","",2021-07-01 00:00:00.000,"Product"
189,516,"HL Mountain Seat Assembly",,"","",2021-07-01 00:00:00.000,"Product"
192,519,"HL Road Seat Assembly",,"","",2021-07-01 00:00:00.000,"Product"
195,522,"HL Touring Seat Assembly",,"","",2021-07-01 00:00:00.000,"Product"
197,524,"HL Spindle/Axle",,"","",2021-07-01 00:00:00.000,"Product"
199,526,"HL Shell",,"","",2021-07-01 00:00:00.000,"Product"
200,527,"Spokes",,"","",2021-07-01 00:00:00.000,"Product"
201,528,"Seat Lug",,"","",2021-07-01 00:00:00.000,"Product"
202,529,"Stem",,"","",2021-07-01 00:00:00.000,"Product"
203,530,"Seat Post",,"","",2021-07-01 00:00:00.000,"Product"
204,531,"Steerer",,"","",2021-07-01 00:00:00.000,"Product"
205,532,"Seat Stays",,"","",2021-07-01 00:00:00.000,"Product"
206,533,"Seat Tube",,"","",2021-07-01 00:00:00.000,"Product"
207,534,"Top Tube",,"","",2021-07-01 00:00:00.000,"Product"
208,535,"Tension Pulley",,"","",2021-07-01 00:00:00.000,"Product"
209,679,"Rear Derailleur Cage",,"","",2021-07-01 00:00:00.000,"Product"
212,707,"Sport-100 Helmet, Red",,"","",2021-07-01 00:00:00.000,"Product"
213,708,"Sport-100 Helmet, Black",,"","",2021-07-01 00:00:00.000,"Product"
216,711,"Sport-100 Helmet, Blue",,"","",2021-07-01 00:00:00.000,"Product"
217,712,"AWC Logo Cap",,"","",2021-07-01 00:00:00.000,"Product"
326,821,"Touring Front Wheel",,"","",2021-07-01 00:00:00.000,"Product"
334,829,"Touring Rear Wheel",,"","",2021-07-01 00:00:00.000,"Product"
347,842,"Touring-Panniers, Large",,"","",2021-07-01 00:00:00.000,"Product"
348,843,"Cable Lock",,"","",2021-07-01 00:00:00.000,"Product"
349,844,"Minipump",,"","",2021-07-01 00:00:00.000,"Product"
350,845,"Mountain Pump",,"","",2021-07-01 00:00:00.000,"Product"
351,846,"Taillights - Battery-Powered",,"","",2021-07-01 00:00:00.000,"Product"
352,847,"Headlights - Dual-Beam",,"","",2021-07-01 00:00:00.000,"Product"
353,848,"Headlights - Weatherproof",,"","",2021-07-01 00:00:00.000,"Product"
375,870,"Water Bottle - 30 oz.",,"","",2021-07-01 00:00:00.000,"Product"
376,871,"Mountain Bottle Cage",,"","",2021-07-01 00:00:00.000,"Product"
377,872,"Road Bottle Cage",,"","",2021-07-01 00:00:00.000,"Product"
378,873,"Patch Kit/8 Patches",,"","",2021-07-01 00:00:00.000,"Product"
381,876,"Hitch Rack - 4-Bike",,"","",2021-07-01 00:00:00.000,"Product"
382,877,"Bike Wash - Dissolver",,"","",2021-07-01 00:00:00.000,"Product"
383,878,"Fender Set - Mountain",,"","",2021-07-01 00:00:00.000,"Product"
384,879,"All-Purpose Bike Stand",,"","",2021-07-01 00:00:00.000,"Product"
426,921,"Mountain Tire Tube",,"","",2021-07-01 00:00:00.000,"Product"
427,922,"Road Tire Tube",,"","",2021-07-01 00:00:00.000,"Product"
428,923,"Touring Tire Tube",,"","",2021-07-01 00:00:00.000,"Product"
439,934,"Touring Tire",,"","",2021-07-01 00:00:00.000,"Product"
446,941,"Touring Pedal",,"","",2021-07-01 00:00:00.000,"Product"
457,952,"Chain",,"","",2021-07-01 00:00:00.000,"Product"
505,342,"Flat Washer 6",,"","",2021-07-01 00:00:00.000,"Product"
6,317,"LL Crankarm",,"","L",2021-07-01 00:00:00.000,"Product"
35,356,"LL Grip Tape",,"","L",2021-07-01 00:00:00.000,"Product"
36,357,"ML Grip Tape",,"","M",2021-07-01 00:00:00.000,"Product"
79,400,"LL Hub",,"","L",2021-07-01 00:00:00.000,"Product"
169,490,"LL Nipple",,"","L",2021-07-01 00:00:00.000,"Product"
187,514,"LL Mountain Seat Assembly",,"","L",2021-07-01 00:00:00.000,"Product"
188,515,"ML Mountain Seat Assembly",,"","M",2021-07-01 00:00:00.000,"Product"
190,517,"LL Road Seat Assembly",,"","L",2021-07-01 00:00:00.000,"Product"
191,518,"ML Road Seat Assembly",,"","M",2021-07-01 00:00:00.000,"Product"
193,520,"LL Touring Seat Assembly",,"","L",2021-07-01 00:00:00.000,"Product"
194,521,"ML Touring Seat Assembly",,"","M",2021-07-01 00:00:00.000,"Product"
196,523,"LL Spindle/Axle",,"","L",2021-07-01 00:00:00.000,"Product"
198,525,"LL Shell",,"","L",2021-07-01 00:00:00.000,"Product"
307,802,"LL Fork",,"","L",2021-07-01 00:00:00.000,"Product"
308,803,"ML Fork",,"","M",2021-07-01 00:00:00.000,"Product"
309,804,"HL Fork",,"","H",2021-07-01 00:00:00.000,"Product"
310,805,"LL Headset",,"","L",2021-07-01 00:00:00.000,"Product"
311,806,"ML Headset",,"","M",2021-07-01 00:00:00.000,"Product"
312,807,"HL Headset",,"","H",2021-07-01 00:00:00.000,"Product"
313,808,"LL Mountain Handlebars",,"","L",2021-07-01 00:00:00.000,"Product"
314,809,"ML Mountain Handlebars",,"","M",2021-07-01 00:00:00.000,"Product"
315,810,"HL Mountain Handlebars",,"","H",2021-07-01 00:00:00.000,"Product"
316,811,"LL Road Handlebars",,"","L",2021-07-01 00:00:00.000,"Product"
317,812,"ML Road Handlebars",,"","M",2021-07-01 00:00:00.000,"Product"
318,813,"HL Road Handlebars",,"","H",2021-07-01 00:00:00.000,"Product"
320,815,"LL Mountain Front Wheel",,"","L",2021-07-01 00:00:00.000,"Product"
321,816,"ML Mountain Front Wheel",,"","M",2021-07-01 00:00:00.000,"Product"
322,817,"HL Mountain Front Wheel",,"","H",2021-07-01 00:00:00.000,"Product"
328,823,"LL Mountain Rear Wheel",,"","L",2021-07-01 00:00:00.000,"Product"
329,824,"ML Mountain Rear Wheel",,"","M",2021-07-01 00:00:00.000,"Product"
330,825,"HL Mountain Rear Wheel",,"","H",2021-07-01 00:00:00.000,"Product"
413,908,"LL Mountain Seat/Saddle",,"","L",2021-07-01 00:00:00.000,"Product"
414,909,"ML Mountain Seat/Saddle",,"","M",2021-07-01 00:00:00.000,"Product"
415,910,"HL Mountain Seat/Saddle",,"","H",2021-07-01 00:00:00.000,"Product"
416,911,"LL Road Seat/Saddle",,"","L",2021-07-01 00:00:00.000,"Product"
417,912,"ML Road Seat/Saddle",,"","M",2021-07-01 00:00:00.000,"Product"
418,913,"HL Road Seat/Saddle",,"","H",2021-07-01 00:00:00.000,"Product"
419,914,"LL Touring Seat/Saddle",,"","L",2021-07-01 00:00:00.000,"Product"
420,915,"ML Touring Seat/Saddle",,"","M",2021-07-01 00:00:00.000,"Product"
421,916,"HL Touring Seat/Saddle",,"","H",2021-07-01 00:00:00.000,"Product"
433,928,"LL Mountain Tire",,"","L",2021-07-01 00:00:00.000,"Product"
434,929,"ML Mountain Tire",,"","M",2021-07-01 00:00:00.000,"Product"
435,930,"HL Mountain Tire",,"","H",2021-07-01 00:00:00.000,"Product"
436,931,"LL Road Tire",,"","L",2021-07-01 00:00:00.000,"Product"
437,932,"ML Road Tire",,"","M",2021-07-01 00:00:00.000,"Product"
438,933,"HL Road Tire",,"","H",2021-07-01 00:00:00.000,"Product"
451,946,"LL Touring Handlebars",,"","L",2021-07-01 00:00:00.000,"Product"
452,947,"HL Touring Handlebars",,"","H",2021-07-01 00:00:00.000,"Product"
7,318,"dfghj",,"M","",2021-07-05 00:00:00.000,"Product"
214,709,"Mountain Bike Socks, M",,"M","",2021-07-01 00:00:00.000,"Product"
215,710,"Mountain Bike Socks, L",,"L","",2021-07-01 00:00:00.000,"Product"
218,713,"Long-Sleeve Logo Jersey, S",,"S","",2021-07-01 00:00:00.000,"Product"
219,714,"Long-Sleeve Logo Jersey, M",,"M","",2021-07-01 00:00:00.000,"Product"
220,715,"Long-Sleeve Logo Jersey, L",,"L","",2021-07-01 00:00:00.000,"Product"
221,716,"Long-Sleeve Logo Jersey, XL",,"XL","",2021-07-01 00:00:00.000,"Product"
346,841,"Men's Sports Shorts, S",,"S","",2021-07-01 00:00:00.000,"Product"
354,849,"Men's Sports Shorts, M",,"M","",2021-07-01 00:00:00.000,"Product"
355,850,"Men's Sports Shorts, L",,"L","",2021-07-01 00:00:00.000,"Product"
356,851,"Men's Sports Shorts, XL",,"XL","",2021-07-01 00:00:00.000,"Product"
357,852,"Women's Tights, S",,"S","",2021-07-01 00:00:00.000,"Product"
358,853,"Women's Tights, M",,"M","",2021-07-01 00:00:00.000,"Product"
359,854,"Women's Tights, L",,"L","",2021-07-01 00:00:00.000,"Product"
360,855,"Men's Bib-Shorts, S",,"S","",2021-07-01 00:00:00.000,"Product"
361,856,"Men's Bib-Shorts, M",,"M","",2021-07-01 00:00:00.000,"Product"
362,857,"Men's Bib-Shorts, L",,"L","",2021-07-01 00:00:00.000,"Product"
363,858,"Half-Finger Gloves, S",,"S","",2021-07-01 00:00:00.000,"Product"
364,859,"Half-Finger Gloves, M",,"M","",2021-07-01 00:00:00.000,"Product"
365,860,"Half-Finger Gloves, L",,"L","",2021-07-01 00:00:00.000,"Product"
366,861,"Full-Finger Gloves, S",,"S","",2021-07-01 00:00:00.000,"Product"
367,862,"Full-Finger Gloves, M",,"M","",2021-07-01 00:00:00.000,"Product"
368,863,"Full-Finger Gloves, L",,"L","",2021-07-01 00:00:00.000,"Product"
369,864,"Classic Vest, S",,"S","",2021-07-01 00:00:00.000,"Product"
370,865,"Classic Vest, M",,"M","",2021-07-01 00:00:00.000,"Product"
371,866,"Classic Vest, L",,"L","",2021-07-01 00:00:00.000,"Product"
372,867,"Women's Mountain Shorts, S",,"S","",2021-07-01 00:00:00.000,"Product"
373,868,"Women's Mountain Shorts, M",,"M","",2021-07-01 00:00:00.000,"Product"
374,869,"Women's Mountain Shorts, L",,"L","",2021-07-01 00:00:00.000,"Product"
379,874,"Racing Socks, M",,"M","",2021-07-01 00:00:00.000,"Product"
380,875,"Racing Socks, L",,"L","",2021-07-01 00:00:00.000,"Product"
385,880,"Hydration Pack - 70 oz.",,"70","",2021-07-01 00:00:00.000,"Product"
386,881,"Short-Sleeve Classic Jersey, S",,"S","",2021-07-01 00:00:00.000,"Product"
387,882,"Short-Sleeve Classic Jersey, M",,"M","",2021-07-01 00:00:00.000,"Product"
388,883,"Short-Sleeve Classic Jersey, L",,"L","",2021-07-01 00:00:00.000,"Product"
389,884,"Short-Sleeve Classic Jersey, XL",,"XL","",2021-07-01 00:00:00.000,"Product"
181,508,"ML Mountain Rim",450,"","M",2021-07-01 00:00:00.000,"Product"
182,509,"HL Mountain Rim",400,"","",2021-07-01 00:00:00.000,"Product"
184,511,"ML Road Rim",450,"","M",2021-07-01 00:00:00.000,"Product"
185,512,"HL Road Rim",400,"","",2021-07-01 00:00:00.000,"Product"
186,513,"Touring Rim",460,"","",2021-07-01 00:00:00.000,"Product"
236,731,"ML Road Frame - Red, 44",2.22,"44","M",2021-07-01 00:00:00.000,"Product"
237,732,"ML Road Frame - Red, 48",2.26,"48","M",2021-07-01 00:00:00.000,"Product"
238,733,"ML Road Frame - Red, 52",2.3,"52","M",2021-07-01 00:00:00.000,"Product"
239,734,"ML Road Frame - Red, 58",2.36,"58","M",2021-07-01 00:00:00.000,"Product"
240,735,"ML Road Frame - Red, 60",2.38,"60","M",2021-07-01 00:00:00.000,"Product"
259,754,"Road-450 Red, 58",17.79,"58","M",2021-07-01 00:00:00.000,"Product"
260,755,"Road-450 Red, 60",17.9,"60","M",2021-07-01 00:00:00.000,"Product"
261,756,"Road-450 Red, 44",16.77,"44","M",2021-07-01 00:00:00.000,"Product"
262,757,"Road-450 Red, 48",17.13,"48","M",2021-07-01 00:00:00.000,"Product"
263,758,"Road-450 Red, 52",17.42,"52","M",2021-07-01 00:00:00.000,"Product"
290,785,"Mountain-300 Black, 38",25.35,"38","M",2021-07-01 00:00:00.000,"Product"
291,786,"Mountain-300 Black, 40",25.77,"40","M",2021-07-01 00:00:00.000,"Product"
292,787,"Mountain-300 Black, 44",26.13,"44","M",2021-07-01 00:00:00.000,"Product"
293,788,"Mountain-300 Black, 48",26.42,"48","M",2021-07-01 00:00:00.000,"Product"
302,797,"Road-550-W Yellow, 38",17.35,"38","M",2021-07-01 00:00:00.000,"Product"
303,798,"Road-550-W Yellow, 40",17.77,"40","M",2021-07-01 00:00:00.000,"Product"
304,799,"Road-550-W Yellow, 42",18.13,"42","M",2021-07-01 00:00:00.000,"Product"
305,800,"Road-550-W Yellow, 44",18.42,"44","M",2021-07-01 00:00:00.000,"Product"
306,801,"Road-550-W Yellow, 48",18.68,"48","M",2021-07-01 00:00:00.000,"Product"
319,814,"ML Mountain Frame - Black, 38",2.73,"38","M",2021-07-01 00:00:00.000,"Product"
324,819,"ML Road Front Wheel",850,"","M",2021-07-01 00:00:00.000,"Product"
327,822,"ML Road Frame-W - Yellow, 38",2.18,"38","M",2021-07-01 00:00:00.000,"Product"
332,827,"ML Road Rear Wheel",1000,"","M",2021-07-01 00:00:00.000,"Product"
335,830,"ML Mountain Frame - Black, 40",2.77,"40","M",2021-07-01 00:00:00.000,"Product"
336,831,"ML Mountain Frame - Black, 44",2.81,"44","M",2021-07-01 00:00:00.000,"Product"
337,832,"ML Mountain Frame - Black, 48",2.85,"48","M",2021-07-01 00:00:00.000,"Product"
338,833,"ML Road Frame-W - Yellow, 40",2.22,"40","M",2021-07-01 00:00:00.000,"Product"
339,834,"ML Road Frame-W - Yellow, 42",2.26,"42","M",2021-07-01 00:00:00.000,"Product"
340,835,"ML Road Frame-W - Yellow, 44",2.3,"44","M",2021-07-01 00:00:00.000,"Product"
341,836,"ML Road Frame-W - Yellow, 48",2.34,"48","M",2021-07-01 00:00:00.000,"Product"
399,894,"Rear Derailleur",215,"","",2021-07-01 00:00:00.000,"Product"
409,904,"ML Mountain Frame-W - Silver, 40",2.77,"40","M",2021-07-01 00:00:00.000,"Product"
410,905,"ML Mountain Frame-W - Silver, 42",2.81,"42","M",2021-07-01 00:00:00.000,"Product"
411,906,"ML Mountain Frame-W - Silver, 46",2.85,"46","M",2021-07-01 00:00:00.000,"Product"
412,907,"Rear Brakes",317,"","",2021-07-01 00:00:00.000,"Product"
441,936,"ML Mountain Pedal",215,"","M",2021-07-01 00:00:00.000,"Product"
