mktoId,leadId,Activity date,Activitytypeid,Programid,Program name,Acquired By,New Status ID,Old Status ID,Reason,Success,LeadIdProgramId
12402886,1324023,2016-01-01 00:00:00.000,104,2225,"SFDC SYNC",True,46,31,"Filled out form",False,13240232225
12402904,1324024,2016-01-01 00:00:00.000,104,2225,"SFDC SYNC",True,46,31,"Filled out form",False,13240242225
12402970,1324026,2016-01-01 00:00:00.000,104,2225,"SFDC SYNC",True,46,31,"Filled out form",False,13240262225
12456518,1324091,2016-02-01 00:00:00.000,104,1649,"Survey Forms",True,46,31,"Filled out form",False,13240911649
12456605,1324101,2016-02-02 00:00:00.000,104,1649,"Survey Forms",True,46,31,"Filled out form",False,13241011649
12456719,1324087,2016-02-07 00:00:00.000,104,2266,"Form CSS",True,46,31,"Filled out form",False,13240872266
12457503,1322007,2016-03-01 00:00:00.000,104,1163,"Evisors Email Program",False,35,35,"Lead merge transferring program membership (transfer)",False,13220071163
12458117,1324197,2016-03-15 00:00:00.000,104,1649,"Survey Forms",True,46,31,"Filled out form",False,13241971649
12458174,318752,2016-03-18 00:00:00.000,104,2327,"The Hackett Group Demo",False,96,95,"Filled out form",False,3187522327
12458257,1324205,2016-03-20 00:00:00.000,104,2327,"The Hackett Group Demo",True,96,95,"Filled out form",False,13242052327
12458338,1324138,2016-03-23 00:00:00.000,104,2164,"Digesto Blog Subscription",False,12,11,"Filled out form",False,13241382164
12459409,1324138,2016-03-26 00:00:00.000,104,1649,"Survey Forms",False,46,31,"Filled out form",False,13241381649
12459732,318752,2016-04-03 00:00:00.000,104,2410,"BCC Test",,96,95,"Unknown",False,3187522410
12459733,1319627,2016-04-03 00:00:00.000,104,2410,"BCC Test",,96,95,"Unknown",False,13196272410
12459734,1321335,2016-04-03 00:00:00.000,104,2410,"BCC Test",,96,95,"Unknown",False,13213352410
12465118,1324320,2016-04-13 00:00:00.000,104,1038,"Email Blast",True,35,34,"List import",False,13243201038
12465119,1324321,2016-04-13 00:00:00.000,104,1038,"Email Blast",True,35,34,"List import",False,13243211038
12465120,1324322,2016-04-13 00:00:00.000,104,1038,"Email Blast",True,35,34,"List import",False,13243221038
12465121,1324323,2016-04-13 00:00:00.000,104,1038,"Email Blast",True,35,34,"List import",False,13243231038
12465122,1324324,2016-04-13 00:00:00.000,104,1038,"Email Blast",True,35,34,"List import",False,13243241038
12465123,1324325,2016-04-13 00:00:00.000,104,1038,"Email Blast",True,35,34,"List import",False,13243251038
12465124,1324326,2016-04-13 00:00:00.000,104,1038,"Email Blast",True,35,34,"List import",False,13243261038
12465125,1324327,2016-04-13 00:00:00.000,104,1038,"Email Blast",True,35,34,"List import",False,13243271038
12465126,1324328,2016-04-13 00:00:00.000,104,1038,"Email Blast",True,35,34,"List import",False,13243281038
12465127,1324329,2016-04-13 00:00:00.000,104,1038,"Email Blast",True,35,34,"List import",False,13243291038
12465128,1324330,2016-04-13 00:00:00.000,104,1038,"Email Blast",True,35,34,"List import",False,13243301038
12465129,1324331,2016-04-13 00:00:00.000,104,1038,"Email Blast",True,35,34,"List import",False,13243311038
12465130,1324332,2016-04-13 00:00:00.000,104,1038,"Email Blast",True,35,34,"List import",False,13243321038
12465131,1324333,2016-04-13 00:00:00.000,104,1038,"Email Blast",True,35,34,"List import",False,13243331038
12465132,1324334,2016-04-13 00:00:00.000,104,1038,"Email Blast",True,35,34,"List import",False,13243341038
12465133,1324335,2016-04-13 00:00:00.000,104,1038,"Email Blast",True,35,34,"List import",False,13243351038
12465134,1324336,2016-04-13 00:00:00.000,104,1038,"Email Blast",True,35,34,"List import",False,13243361038
12465135,1324337,2016-04-13 00:00:00.000,104,1038,"Email Blast",True,35,34,"List import",False,13243371038
12465136,1324338,2016-04-13 00:00:00.000,104,1038,"Email Blast",True,35,34,"List import",False,13243381038
12465137,1324339,2016-04-13 00:00:00.000,104,1038,"Email Blast",True,35,34,"List import",False,13243391038
12465138,1324340,2016-04-13 00:00:00.000,104,1038,"Email Blast",True,35,34,"List import",False,13243401038
12465139,1324341,2016-04-13 00:00:00.000,104,1038,"Email Blast",True,35,34,"List import",False,13243411038
12465140,1324342,2016-04-13 00:00:00.000,104,1038,"Email Blast",True,35,34,"List import",False,13243421038
12465141,1324343,2016-04-13 00:00:00.000,104,1038,"Email Blast",True,35,34,"List import",False,13243431038
12465142,1324344,2016-04-13 00:00:00.000,104,1038,"Email Blast",True,35,34,"List import",False,13243441038
12465143,1324345,2016-04-13 00:00:00.000,104,1038,"Email Blast",True,35,34,"List import",False,13243451038
12465144,1324346,2016-04-13 00:00:00.000,104,1038,"Email Blast",True,35,34,"List import",False,13243461038
12465145,1324347,2016-04-13 00:00:00.000,104,1038,"Email Blast",True,35,34,"List import",False,13243471038
12465146,1324348,2016-04-13 00:00:00.000,104,1038,"Email Blast",True,35,34,"List import",False,13243481038
12465147,1324349,2016-04-13 00:00:00.000,104,1038,"Email Blast",True,35,34,"List import",False,13243491038
12465419,1324320,2016-04-14 00:00:00.000,104,2311,"3. Retention",False,46,31,"List import",False,13243202311
12465420,1324321,2016-04-14 00:00:00.000,104,2311,"3. Retention",False,46,31,"List import",False,13243212311
12465421,1324322,2016-04-14 00:00:00.000,104,2311,"3. Retention",False,46,31,"List import",False,13243222311
12465422,1324323,2016-04-14 00:00:00.000,104,2311,"3. Retention",False,46,31,"List import",False,13243232311
12465423,1324324,2016-04-14 00:00:00.000,104,2311,"3. Retention",False,46,31,"List import",False,13243242311
12465424,1324325,2016-04-14 00:00:00.000,104,2311,"3. Retention",False,46,31,"List import",False,13243252311
12465425,1324326,2016-04-14 00:00:00.000,104,2311,"3. Retention",False,46,31,"List import",False,13243262311
12465426,1324327,2016-04-14 00:00:00.000,104,2311,"3. Retention",False,46,31,"List import",False,13243272311
12465427,1324328,2016-04-14 00:00:00.000,104,2311,"3. Retention",False,46,31,"List import",False,13243282311
12465428,1324329,2016-04-14 00:00:00.000,104,2311,"3. Retention",False,46,31,"List import",False,13243292311
12465429,1324330,2016-04-14 00:00:00.000,104,2311,"3. Retention",False,46,31,"List import",False,13243302311
12465430,1324331,2016-04-14 00:00:00.000,104,2311,"3. Retention",False,46,31,"List import",False,13243312311
12465431,1324332,2016-04-14 00:00:00.000,104,2311,"3. Retention",False,46,31,"List import",False,13243322311
12465432,1324333,2016-04-14 00:00:00.000,104,2311,"3. Retention",False,46,31,"List import",False,13243332311
12465433,1324334,2016-04-14 00:00:00.000,104,2311,"3. Retention",False,46,31,"List import",False,13243342311
12465434,1324335,2016-04-14 00:00:00.000,104,2311,"3. Retention",False,46,31,"List import",False,13243352311
12465435,1324336,2016-04-14 00:00:00.000,104,2311,"3. Retention",False,46,31,"List import",False,13243362311
12465436,1324337,2016-04-14 00:00:00.000,104,2311,"3. Retention",False,46,31,"List import",False,13243372311
12465437,1324338,2016-04-14 00:00:00.000,104,2311,"3. Retention",False,46,31,"List import",False,13243382311
12465438,1324339,2016-04-14 00:00:00.000,104,2311,"3. Retention",False,46,31,"List import",False,13243392311
12465439,1324340,2016-04-14 00:00:00.000,104,2311,"3. Retention",False,46,31,"List import",False,13243402311
12465440,1324341,2016-04-14 00:00:00.000,104,2311,"3. Retention",False,46,31,"List import",False,13243412311
12465441,1324342,2016-04-14 00:00:00.000,104,2311,"3. Retention",False,46,31,"List import",False,13243422311
12465442,1324343,2016-04-14 00:00:00.000,104,2311,"3. Retention",False,46,31,"List import",False,13243432311
12465443,1324344,2016-04-14 00:00:00.000,104,2311,"3. Retention",False,46,31,"List import",False,13243442311
12465444,1324345,2016-04-14 00:00:00.000,104,2311,"3. Retention",False,46,31,"List import",False,13243452311
12465445,1324346,2016-04-14 00:00:00.000,104,2311,"3. Retention",False,46,31,"List import",False,13243462311
12465446,1324347,2016-04-14 00:00:00.000,104,2311,"3. Retention",False,46,31,"List import",False,13243472311
12465447,1324348,2016-04-14 00:00:00.000,104,2311,"3. Retention",False,46,31,"List import",False,13243482311
12465448,1324349,2016-04-14 00:00:00.000,104,2311,"3. Retention",False,46,31,"List import",False,13243492311
12465598,1324023,2016-04-21 00:00:00.000,104,2434,"Direct Buy",False,46,31,"Filled out form",False,13240232434
12465798,1324367,2016-04-25 00:00:00.000,104,1349,"Twilio/StrikeIron SMS",True,44,43,"Filled out form",False,13243671349
12465997,318752,2016-05-04 00:00:00.000,104,2458,"Download",False,46,31,"Filled out form",False,3187522458
12466908,82438,2016-05-06 00:00:00.000,104,2473,"Email Open Activity Scores",False,50,49,"Unknown",True,824382473
12469513,318752,2016-05-06 00:00:00.000,104,2443,"NBA Carbon Copy Test",False,46,31,"Filled out form",False,3187522443
12470026,318752,2016-05-08 00:00:00.000,104,2489,"NYRR Email Token Test",,96,95,"Unknown",False,3187522489
12470600,318752,2016-05-12 00:00:00.000,104,2489,"NYRR Email Token Test",,96,95,"Unknown",False,3187522489
12470604,318752,2016-05-12 00:00:00.000,104,2489,"NYRR Email Token Test",,96,95,"Unknown",False,3187522489
12470607,318752,2016-05-12 00:00:00.000,104,2489,"NYRR Email Token Test",,96,95,"Unknown",False,3187522489
12470610,318752,2016-05-13 00:00:00.000,104,2489,"NYRR Email Token Test",,96,95,"Unknown",False,3187522489
12470613,318752,2016-05-13 00:00:00.000,104,2489,"NYRR Email Token Test",,96,95,"Unknown",False,3187522489
12470616,318752,2016-05-13 00:00:00.000,104,2489,"NYRR Email Token Test",,96,95,"Unknown",False,3187522489
12476210,1324118,2016-06-03 00:00:00.000,104,1689,"RTP Landing Page",True,35,34,"Filled out form",False,13241181689
12503719,1324752,2016-06-14 00:00:00.000,104,1136,"Patient Information / AOB",True,50,49,"Filled out form",True,13247521136
12528513,1324138,2016-06-14 00:00:00.000,104,1349,"Twilio/StrikeIron SMS",False,44,43,"Filled out form",False,13241381349
