mktoId,leadId,Activity date,activityTypeId,WebpageId,Webpage,Client IP Address,Query Parameters,Referrer URL,User Agent,Personalized URL,Search Engine,Search Query,Activity hour of day
12402875,1324023,2016-01-01 00:00:00.000,1,15518,"SFDC-SYNC_Landing-Page","12.234.36.130","","","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",,"","",17
12402901,1324023,2016-01-01 00:00:00.000,1,15518,"SFDC-SYNC_Landing-Page","12.234.36.130","","","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36",,"","",17
12402947,1324026,2016-01-01 00:00:00.000,1,15518,"SFDC-SYNC_Landing-Page","12.234.36.130","","","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:30.0) Gecko/20100101 Firefox/30.0",,"","",17
12456436,1324085,2016-01-31 00:00:00.000,1,13321,"FormCompletion","70.197.95.59","","","Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",,"","",14
12456478,1324087,2016-02-01 00:00:00.000,1,13287,"SurveyLandingPage_LandingPage","63.110.175.2","","","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",,"","",15
12456502,1324091,2016-02-01 00:00:00.000,1,13287,"SurveyLandingPage_LandingPage","71.164.187.10","","","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",,"","",15
12456589,1324101,2016-02-02 00:00:00.000,1,13287,"SurveyLandingPage_LandingPage","24.98.211.15","","","Mozilla/5.0 (Windows NT 6.1; Win64; x64; Trident/7.0; rv:11.0) like Gecko",,"","",7
12456703,318752,2016-02-07 00:00:00.000,1,15554,"Form-CSS_Landing-Page","12.234.36.130","","","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0",,"","",10
12456709,318752,2016-02-07 00:00:00.000,1,15554,"Form-CSS_Landing-Page","12.234.36.130","","","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0",,"","",10
12456710,318752,2016-02-07 00:00:00.000,1,15554,"Form-CSS_Landing-Page","12.234.36.130","","","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0",,"","",10
12456714,1324087,2016-02-07 00:00:00.000,1,15554,"Form-CSS_Landing-Page","12.234.36.130","","","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",,"","",10
12456770,1324087,2016-02-10 00:00:00.000,1,10999,"PPIDemoProgram_LandingPage","12.234.36.130","","","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",,"","",15
12456774,1324087,2016-02-11 00:00:00.000,1,15510,"BRAINIACS-SK_SK-Thankyou","75.18.207.112","","","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",False,"","",22
12456989,318752,2016-02-16 00:00:00.000,1,15559,"rtp","12.234.36.130","","","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0",False,"","",12
12457103,318752,2016-02-20 00:00:00.000,1,15577,"ACIS-LP","75.18.200.3","","","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0",,"","",2
12458049,318752,2016-03-13 00:00:00.000,1,6692,"SportingEventforProgramExchange_Registration","12.234.36.130","","","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0",,"","",13
12458104,1324197,2016-03-15 00:00:00.000,1,13287,"SurveyLandingPage_LandingPage","12.234.36.130","","","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0",,"","",10
12458156,318752,2016-03-17 00:00:00.000,1,10783,"SMSProgram_SMSLandingPage","12.234.36.130","","","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0",,"","",12
12458160,318752,2016-03-18 00:00:00.000,1,15606,"Hackett-Group","50.143.145.228","","","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0",,"","",0
12458165,318752,2016-03-18 00:00:00.000,1,15606,"Hackett-Group","50.143.145.228","","","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0",,"","",0
12458166,318752,2016-03-18 00:00:00.000,1,15606,"Hackett-Group","50.143.145.228","","","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0",,"","",0
12458167,318752,2016-03-18 00:00:00.000,1,15606,"Hackett-Group","50.143.145.228","","","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0",,"","",0
12458169,318752,2016-03-18 00:00:00.000,1,15606,"Hackett-Group","50.143.145.228","","","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0",,"","",0
12458179,318752,2016-03-18 00:00:00.000,1,15606,"Hackett-Group","50.143.145.228","","","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0",,"","",0
12458187,318752,2016-03-18 00:00:00.000,1,15609,"Hackett-Group-Thank-You","50.143.145.228","","","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0",,"","",0
12458190,318752,2016-03-18 00:00:00.000,1,15606,"Hackett-Group","50.143.145.228","","","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0",,"","",0
12458237,1324205,2016-03-20 00:00:00.000,1,15606,"Hackett-Group","98.248.231.220","","","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36",,"","",18
12458319,318752,2016-03-23 00:00:00.000,1,13287,"SurveyLandingPage_LandingPage","50.206.151.34","","","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36",,"","",15
12458335,318752,2016-03-23 00:00:00.000,1,15621,"rss","50.206.151.34","","","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36",,"","",16
12458336,318752,2016-03-23 00:00:00.000,1,15621,"rss","70.197.4.48","","","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36",,"","",16
12458351,1324138,2016-03-23 00:00:00.000,1,15621,"rss","70.197.4.48","","","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36",,"","",16
12458377,1324138,2016-03-24 00:00:00.000,1,15621,"rss","70.197.4.48","","","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36",,"","",17
12459248,1324138,2016-03-26 00:00:00.000,1,15647,"SFDCCustomObject","50.143.145.228","","","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36",,"","",9
12459400,1324138,2016-03-26 00:00:00.000,1,13287,"SurveyLandingPage_LandingPage","50.143.145.228","","","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36",,"","",9
12459401,1324138,2016-03-26 00:00:00.000,1,13287,"Survey","50.143.145.228","","","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36",,"","",9
12459402,1324138,2016-03-26 00:00:00.000,1,13287,"Survey","50.143.145.228","","","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36",,"","",9
12459441,318752,2016-03-27 00:00:00.000,1,15647,"SFDCCustomObject","50.143.145.228","","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.122 Safari/537.36",,"","",21
12459466,318752,2016-03-27 00:00:00.000,1,15648,"CARFAX-Use-Case-2_Landing-Page","50.143.145.228","","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.122 Safari/537.36",False,"","",2
12459467,318752,2016-03-27 00:00:00.000,1,15648,"CARFAX-Use-Case-2_Landing-Page","50.143.145.228","","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.122 Safari/537.36",False,"","",2
12459610,318752,2016-03-28 00:00:00.000,1,15606,"Hackett-Group","104.52.6.36","","","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0",,"","",11
12459611,318752,2016-03-28 00:00:00.000,1,15606,"Hackett-Group","104.52.6.36","","","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0",,"","",11
12459617,318752,2016-03-28 00:00:00.000,1,15606,"Hackett-Group","104.52.6.36","","","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0",,"","",11
12459790,318752,2016-04-05 00:00:00.000,1,15606,"Hackett-Group","50.143.145.228","","","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0",,"","",8
12459793,318752,2016-04-05 00:00:00.000,1,15606,"Hackett-Group","50.143.145.228","","","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0",,"","",8
12459797,318752,2016-04-05 00:00:00.000,1,15606,"Hackett-Group","50.143.145.228","","","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0",,"","",8
12459798,318752,2016-04-05 00:00:00.000,1,15606,"Hackett-Group","50.143.145.228","","","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0",,"","",8
12459800,318752,2016-04-05 00:00:00.000,1,15606,"Hackett-Group","50.143.145.228","","","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0",,"","",8
12464941,318752,2016-04-11 00:00:00.000,1,10783,"SMSProgram_SMSLandingPage","50.143.145.228","","","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36",,"","",7
12465553,318752,2016-04-21 00:00:00.000,1,15687,"DirectBuy_DemoTemplate","50.143.145.228","","","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0",False,"","",22
12465556,318752,2016-04-21 00:00:00.000,1,15687,"DirectBuy_DemoTemplate","50.143.145.228","","","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0",False,"","",22
12465576,1324367,2016-04-21 00:00:00.000,1,15687,"DirectBuy","50.143.145.228","","","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0",False,"","",0
12465785,1324367,2016-04-25 00:00:00.000,1,10783,"SMSProgram_SMSLandingPage","50.206.151.34","","","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0",,"","",14
12466000,318752,2016-05-04 00:00:00.000,1,15723,"BradleyCorp.Demo_DemoTemplate","50.143.145.228","","","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0",False,"","",10
12469480,318752,2016-05-06 00:00:00.000,1,15734,"NBA_Admin_Emails","24.6.246.156","","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.111 Safari/537.36",,"","",2
12503664,1324752,2016-06-14 00:00:00.000,1,6681,"PatientInformationAOB_Page0","50.206.151.34","","","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:35.0) Gecko/20100101 Firefox/35.0",,"","",16
12503690,1324752,2016-06-14 00:00:00.000,1,6682,"PatientInformationAOB_Page1","50.206.151.34","","","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:35.0) Gecko/20100101 Firefox/35.0",,"","",16
12503808,1324752,2016-06-14 00:00:00.000,1,13321,"FormCompletion","50.206.151.34","","","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:35.0) Gecko/20100101 Firefox/35.0",,"","",16
12528299,1324138,2016-06-14 00:00:00.000,1,7649,"ben.marketosolutionsconsulting.com/About-Us-Contact-Me3.html","50.143.145.228","","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",,"","",6
12528325,1324138,2016-06-14 00:00:00.000,1,13192,"MSC-TextMessage_MSC-TextMessage","50.143.145.228","","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",,"","",6
12528346,1324138,2016-06-14 00:00:00.000,1,10783,"SMSProgram_SMSLandingPage","50.143.145.228","","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",,"","",6
12528482,1324138,2016-06-14 00:00:00.000,1,10783,"SMSProgram_SMSLandingPage","50.143.145.228","","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.130 Safari/537.36",,"","",8
12528533,1324138,2016-06-14 00:00:00.000,1,10783,"SMSProgram_SMSLandingPage","50.143.145.228","","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.130 Safari/537.36",,"","",10
12375889,318752,2015-12-18 00:00:00.000,1,6631,"ProgramImportSweepstakes_ThankYou","70.211.69.0","aliId=6564","","Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D201 Safari/9537.53",,"","",8
12456806,1324118,2016-02-11 00:00:00.000,1,15559,"rtp","75.18.207.112","pollCampaign={""content"":""<div><link href=\""//netdna.bootstrapcdn.com/font-awesome/4.1.0/css/font-awesome.min.css\"" rel=\""stylesheet\"" type=\""text/css\"" /></div>\n<div style=\""margin: 0 auto; box-sizing: border-box; -moz-box-sizing: border-box; -webkit-box-sizing: border-box; background: #ffffff; padding: 15px 15px 25px 15px; text-align: center;\"">\n<div>\n<p style=\""box-sizing: border-box !important; -moz-box-sizing: border-box !important; -webkit-box-sizing: border-box !important; background: #33ACE0; width: 80px; height: 80px; border-radius: 50%; margin: 0 auto; margin-bottom: 15px; font-family: FontAwesome; color: #ffffff; font-size: 30px; padding-top: 25px;\""></p>\n<div style=\""margin-bottom: 20px;\"">\n<h2 style=\""margin: 0 auto; display: inline-block;\"">Webby Award Winners</h2>\n</div>\n<div style=\""margin-bottom: 25px;\"">\n<p style=\""display: inline-block; margin: 0 auto;\"">Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus eu laoreet magna, non suscipit nibh. In euismod diam nulla, vitae gravida nibh varius ut. Sed eget vehicula sem. Nullam leo nibh, elementum vel velit ac, iaculis mattis justo. Vestibulum risus arcu, convallis ac sollicitudin venenatis, rutrum sit amet velit.</p>\n</div>\n<div style=\""margin: 0 auto;\""><span style=\""display: inline; cursor: pointer; padding: 10px 20px; background-color: #33ace0; text-decoration: none; color: #ffffff; font-size: 0.8em; margin-top: 5px; -webkit-border-radius: 2px; -moz-border-radius: 1px; border-radius: 2px;\"">CLICK HERE</span></div>\n</div>\n</div>"",""targetDiv"":""lpeCDiv_54743"",""fading"":""true"",""isBindConversion"":true}&p=http://ben.marketosolutionsconsulting.com/rtp.html&script=sjrtp1.marketo.com/gw1/djs","","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",True,"","",23
12456812,1324118,2016-02-11 00:00:00.000,1,15559,"rtp","75.18.207.112","pollCampaign={""content"":""<div><link href=\""//netdna.bootstrapcdn.com/font-awesome/4.1.0/css/font-awesome.min.css\"" rel=\""stylesheet\"" type=\""text/css\"" /></div>\n<div style=\""margin: 0 auto; box-sizing: border-box; -moz-box-sizing: border-box; -webkit-box-sizing: border-box; background: #ffffff; padding: 15px 15px 25px 15px; text-align: center;\"">\n<div>\n<p style=\""box-sizing: border-box !important; -moz-box-sizing: border-box !important; -webkit-box-sizing: border-box !important; background: #33ACE0; width: 80px; height: 80px; border-radius: 50%; margin: 0 auto; margin-bottom: 15px; font-family: FontAwesome; color: #ffffff; font-size: 30px; padding-top: 25px;\""></p>\n<div style=\""margin-bottom: 20px;\"">\n<h2 style=\""margin: 0 auto; display: inline-block;\"">Webby Award Winners</h2>\n</div>\n<div style=\""margin-bottom: 25px;\"">\n<p style=\""display: inline-block; margin: 0 auto;\"">Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus eu laoreet magna, non suscipit nibh. In euismod diam nulla, vitae gravida nibh varius ut. Sed eget vehicula sem. Nullam leo nibh, elementum vel velit ac, iaculis mattis justo. Vestibulum risus arcu, convallis ac sollicitudin venenatis, rutrum sit amet velit.</p>\n</div>\n<div style=\""margin: 0 auto;\""><span style=\""display: inline; cursor: pointer; padding: 10px 20px; background-color: #33ace0; text-decoration: none; color: #ffffff; font-size: 0.8em; margin-top: 5px; -webkit-border-radius: 2px; -moz-border-radius: 1px; border-radius: 2px;\"">CLICK HERE</span></div>\n</div>\n</div>"",""targetDiv"":""lpeCDiv_54743"",""fading"":""true"",""isBindConversion"":true}&p=http://ben.marketosolutionsconsulting.com/rtp.html&script=sjrtp1.marketo.com/gw1/djs","","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",True,"","",23
12456813,1324118,2016-02-11 00:00:00.000,1,15559,"rtp","75.18.207.112","pollCampaign={""content"":""<div><link href=\""//netdna.bootstrapcdn.com/font-awesome/4.1.0/css/font-awesome.min.css\"" rel=\""stylesheet\"" type=\""text/css\"" /></div>\n<div style=\""margin: 0 auto; box-sizing: border-box; -moz-box-sizing: border-box; -webkit-box-sizing: border-box; background: #ffffff; padding: 15px 15px 25px 15px; text-align: center;\"">\n<div>\n<p style=\""box-sizing: border-box !important; -moz-box-sizing: border-box !important; -webkit-box-sizing: border-box !important; background: #33ACE0; width: 80px; height: 80px; border-radius: 50%; margin: 0 auto; margin-bottom: 15px; font-family: FontAwesome; color: #ffffff; font-size: 30px; padding-top: 25px;\""></p>\n<div style=\""margin-bottom: 20px;\"">\n<h2 style=\""margin: 0 auto; display: inline-block;\"">Webby Award Winners</h2>\n</div>\n<div style=\""margin-bottom: 25px;\"">\n<p style=\""display: inline-block; margin: 0 auto;\"">Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus eu laoreet magna, non suscipit nibh. In euismod diam nulla, vitae gravida nibh varius ut. Sed eget vehicula sem. Nullam leo nibh, elementum vel velit ac, iaculis mattis justo. Vestibulum risus arcu, convallis ac sollicitudin venenatis, rutrum sit amet velit.</p>\n</div>\n<div style=\""margin: 0 auto;\""><span style=\""display: inline; cursor: pointer; padding: 10px 20px; background-color: #33ace0; text-decoration: none; color: #ffffff; font-size: 0.8em; margin-top: 5px; -webkit-border-radius: 2px; -moz-border-radius: 1px; border-radius: 2px;\"">CLICK HERE</span></div>\n</div>\n</div>"",""targetDiv"":""lpeCDiv_54743"",""fading"":""true"",""isBindConversion"":true}&p=http://ben.marketosolutionsconsulting.com/rtp&script=sjrtp1.marketo.com/gw1/djs","","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",True,"","",23
12456816,1324118,2016-02-11 00:00:00.000,1,15559,"rtp","75.18.207.112","pollCampaign={""content"":""<div><link href=\""//netdna.bootstrapcdn.com/font-awesome/4.1.0/css/font-awesome.min.css\"" rel=\""stylesheet\"" type=\""text/css\"" /></div>\n<div style=\""margin: 0 auto; box-sizing: border-box; -moz-box-sizing: border-box; -webkit-box-sizing: border-box; background: #ffffff; padding: 15px 15px 25px 15px; text-align: center;\"">\n<div>\n<p style=\""box-sizing: border-box !important; -moz-box-sizing: border-box !important; -webkit-box-sizing: border-box !important; background: #33ACE0; width: 80px; height: 80px; border-radius: 50%; margin: 0 auto; margin-bottom: 15px; font-family: FontAwesome; color: #ffffff; font-size: 30px; padding-top: 25px;\""></p>\n<div style=\""margin-bottom: 20px;\"">\n<h2 style=\""margin: 0 auto; display: inline-block;\"">Webby Award Winners</h2>\n</div>\n<div style=\""margin-bottom: 25px;\"">\n<p style=\""display: inline-block; margin: 0 auto;\"">Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus eu laoreet magna, non suscipit nibh. In euismod diam nulla, vitae gravida nibh varius ut. Sed eget vehicula sem. Nullam leo nibh, elementum vel velit ac, iaculis mattis justo. Vestibulum risus arcu, convallis ac sollicitudin venenatis, rutrum sit amet velit.</p>\n</div>\n<div style=\""margin: 0 auto;\""><span style=\""display: inline; cursor: pointer; padding: 10px 20px; background-color: #33ace0; text-decoration: none; color: #ffffff; font-size: 0.8em; margin-top: 5px; -webkit-border-radius: 2px; -moz-border-radius: 1px; border-radius: 2px;\"">CLICK HERE</span></div>\n</div>\n</div>"",""targetDiv"":""lpeCDiv_54743"",""fading"":""true"",""isBindConversion"":true}&p=http://ben.marketosolutionsconsulting.com/rtp&script=sjrtp1.marketo.com/gw1/djs","","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",True,"","",23
