Date,DayOfMonth,MonthNumberOfYear,Year,QuarterOfYear,DayOfWeekNumber,MonthName,DayName,IsThisWeek,IsToday,IsThisYear,IsThisMonth,IsThisQuarter,IsLast30Days,Week Ending
2015-07-19 00:00:00.000,19,7,2015,"3",1,"July","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-07-25 00:00:00.000
2015-07-20 00:00:00.000,20,7,2015,"3",2,"July","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-07-25 00:00:00.000
2015-07-21 00:00:00.000,21,7,2015,"3",3,"July","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-07-25 00:00:00.000
2015-07-22 00:00:00.000,22,7,2015,"3",4,"July","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-07-25 00:00:00.000
2015-07-23 00:00:00.000,23,7,2015,"3",5,"July","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-07-25 00:00:00.000
2015-07-24 00:00:00.000,24,7,2015,"3",6,"July","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-07-25 00:00:00.000
2015-07-25 00:00:00.000,25,7,2015,"3",7,"July","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-07-25 00:00:00.000
2015-07-26 00:00:00.000,26,7,2015,"3",1,"July","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-08-01 00:00:00.000
2015-07-27 00:00:00.000,27,7,2015,"3",2,"July","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-08-01 00:00:00.000
2015-07-28 00:00:00.000,28,7,2015,"3",3,"July","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-08-01 00:00:00.000
2015-07-29 00:00:00.000,29,7,2015,"3",4,"July","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-08-01 00:00:00.000
2015-07-30 00:00:00.000,30,7,2015,"3",5,"July","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-08-01 00:00:00.000
2015-07-31 00:00:00.000,31,7,2015,"3",6,"July","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-08-01 00:00:00.000
2015-08-01 00:00:00.000,1,8,2015,"3",7,"August","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-08-01 00:00:00.000
2015-08-02 00:00:00.000,2,8,2015,"3",1,"August","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-08-08 00:00:00.000
2015-08-03 00:00:00.000,3,8,2015,"3",2,"August","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-08-08 00:00:00.000
2015-08-04 00:00:00.000,4,8,2015,"3",3,"August","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-08-08 00:00:00.000
2015-08-05 00:00:00.000,5,8,2015,"3",4,"August","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-08-08 00:00:00.000
2015-08-06 00:00:00.000,6,8,2015,"3",5,"August","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-08-08 00:00:00.000
2015-08-07 00:00:00.000,7,8,2015,"3",6,"August","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-08-08 00:00:00.000
2015-08-08 00:00:00.000,8,8,2015,"3",7,"August","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-08-08 00:00:00.000
2015-08-09 00:00:00.000,9,8,2015,"3",1,"August","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-08-15 00:00:00.000
2015-08-10 00:00:00.000,10,8,2015,"3",2,"August","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-08-15 00:00:00.000
2015-08-11 00:00:00.000,11,8,2015,"3",3,"August","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-08-15 00:00:00.000
2015-08-12 00:00:00.000,12,8,2015,"3",4,"August","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-08-15 00:00:00.000
2015-08-13 00:00:00.000,13,8,2015,"3",5,"August","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-08-15 00:00:00.000
2015-08-14 00:00:00.000,14,8,2015,"3",6,"August","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-08-15 00:00:00.000
2015-08-15 00:00:00.000,15,8,2015,"3",7,"August","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-08-15 00:00:00.000
2015-08-16 00:00:00.000,16,8,2015,"3",1,"August","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-08-22 00:00:00.000
2015-08-17 00:00:00.000,17,8,2015,"3",2,"August","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-08-22 00:00:00.000
2015-08-18 00:00:00.000,18,8,2015,"3",3,"August","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-08-22 00:00:00.000
2015-08-19 00:00:00.000,19,8,2015,"3",4,"August","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-08-22 00:00:00.000
2015-08-20 00:00:00.000,20,8,2015,"3",5,"August","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-08-22 00:00:00.000
2015-08-21 00:00:00.000,21,8,2015,"3",6,"August","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-08-22 00:00:00.000
2015-08-22 00:00:00.000,22,8,2015,"3",7,"August","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-08-22 00:00:00.000
2015-08-23 00:00:00.000,23,8,2015,"3",1,"August","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-08-29 00:00:00.000
2015-08-24 00:00:00.000,24,8,2015,"3",2,"August","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-08-29 00:00:00.000
2015-08-25 00:00:00.000,25,8,2015,"3",3,"August","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-08-29 00:00:00.000
2015-08-26 00:00:00.000,26,8,2015,"3",4,"August","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-08-29 00:00:00.000
2015-08-27 00:00:00.000,27,8,2015,"3",5,"August","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-08-29 00:00:00.000
2015-08-28 00:00:00.000,28,8,2015,"3",6,"August","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-08-29 00:00:00.000
2015-08-29 00:00:00.000,29,8,2015,"3",7,"August","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-08-29 00:00:00.000
2015-08-30 00:00:00.000,30,8,2015,"3",1,"August","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-09-05 00:00:00.000
2015-08-31 00:00:00.000,31,8,2015,"3",2,"August","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-09-05 00:00:00.000
2015-09-01 00:00:00.000,1,9,2015,"3",3,"September","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-09-05 00:00:00.000
2015-09-02 00:00:00.000,2,9,2015,"3",4,"September","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-09-05 00:00:00.000
2015-09-03 00:00:00.000,3,9,2015,"3",5,"September","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-09-05 00:00:00.000
2015-09-04 00:00:00.000,4,9,2015,"3",6,"September","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-09-05 00:00:00.000
2015-09-05 00:00:00.000,5,9,2015,"3",7,"September","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-09-05 00:00:00.000
2015-09-06 00:00:00.000,6,9,2015,"3",1,"September","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-09-12 00:00:00.000
2015-09-07 00:00:00.000,7,9,2015,"3",2,"September","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-09-12 00:00:00.000
2015-09-08 00:00:00.000,8,9,2015,"3",3,"September","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-09-12 00:00:00.000
2015-09-09 00:00:00.000,9,9,2015,"3",4,"September","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-09-12 00:00:00.000
2015-09-10 00:00:00.000,10,9,2015,"3",5,"September","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-09-12 00:00:00.000
2015-09-11 00:00:00.000,11,9,2015,"3",6,"September","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-09-12 00:00:00.000
2015-09-12 00:00:00.000,12,9,2015,"3",7,"September","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-09-12 00:00:00.000
2015-09-13 00:00:00.000,13,9,2015,"3",1,"September","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-09-19 00:00:00.000
2015-09-14 00:00:00.000,14,9,2015,"3",2,"September","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-09-19 00:00:00.000
2015-09-15 00:00:00.000,15,9,2015,"3",3,"September","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-09-19 00:00:00.000
2015-09-16 00:00:00.000,16,9,2015,"3",4,"September","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-09-19 00:00:00.000
2015-09-17 00:00:00.000,17,9,2015,"3",5,"September","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-09-19 00:00:00.000
2015-09-18 00:00:00.000,18,9,2015,"3",6,"September","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-09-19 00:00:00.000
2015-09-19 00:00:00.000,19,9,2015,"3",7,"September","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-09-19 00:00:00.000
2015-09-20 00:00:00.000,20,9,2015,"3",1,"September","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-09-26 00:00:00.000
2015-09-21 00:00:00.000,21,9,2015,"3",2,"September","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-09-26 00:00:00.000
2015-09-22 00:00:00.000,22,9,2015,"3",3,"September","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-09-26 00:00:00.000
2015-09-23 00:00:00.000,23,9,2015,"3",4,"September","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-09-26 00:00:00.000
2015-09-24 00:00:00.000,24,9,2015,"3",5,"September","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-09-26 00:00:00.000
2015-09-25 00:00:00.000,25,9,2015,"3",6,"September","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-09-26 00:00:00.000
2015-09-26 00:00:00.000,26,9,2015,"3",7,"September","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-09-26 00:00:00.000
2015-09-27 00:00:00.000,27,9,2015,"3",1,"September","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-10-03 00:00:00.000
2015-09-28 00:00:00.000,28,9,2015,"3",2,"September","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-10-03 00:00:00.000
2015-09-29 00:00:00.000,29,9,2015,"3",3,"September","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-10-03 00:00:00.000
2015-09-30 00:00:00.000,30,9,2015,"3",4,"September","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-10-03 00:00:00.000
2015-04-01 00:00:00.000,1,4,2015,"2",4,"April","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-04-04 00:00:00.000
2015-04-02 00:00:00.000,2,4,2015,"2",5,"April","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-04-04 00:00:00.000
2015-04-03 00:00:00.000,3,4,2015,"2",6,"April","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-04-04 00:00:00.000
2015-04-04 00:00:00.000,4,4,2015,"2",7,"April","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-04-04 00:00:00.000
2015-04-05 00:00:00.000,5,4,2015,"2",1,"April","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-04-11 00:00:00.000
2015-04-06 00:00:00.000,6,4,2015,"2",2,"April","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-04-11 00:00:00.000
2015-04-07 00:00:00.000,7,4,2015,"2",3,"April","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-04-11 00:00:00.000
2015-04-08 00:00:00.000,8,4,2015,"2",4,"April","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-04-11 00:00:00.000
2015-04-09 00:00:00.000,9,4,2015,"2",5,"April","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-04-11 00:00:00.000
2015-04-10 00:00:00.000,10,4,2015,"2",6,"April","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-04-11 00:00:00.000
2015-04-11 00:00:00.000,11,4,2015,"2",7,"April","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-04-11 00:00:00.000
2015-04-12 00:00:00.000,12,4,2015,"2",1,"April","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-04-18 00:00:00.000
2015-04-13 00:00:00.000,13,4,2015,"2",2,"April","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-04-18 00:00:00.000
2015-04-14 00:00:00.000,14,4,2015,"2",3,"April","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-04-18 00:00:00.000
2015-04-15 00:00:00.000,15,4,2015,"2",4,"April","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-04-18 00:00:00.000
2015-04-16 00:00:00.000,16,4,2015,"2",5,"April","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-04-18 00:00:00.000
2015-04-17 00:00:00.000,17,4,2015,"2",6,"April","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-04-18 00:00:00.000
2015-04-18 00:00:00.000,18,4,2015,"2",7,"April","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-04-18 00:00:00.000
2015-04-19 00:00:00.000,19,4,2015,"2",1,"April","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-04-25 00:00:00.000
2015-04-20 00:00:00.000,20,4,2015,"2",2,"April","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-04-25 00:00:00.000
2015-04-21 00:00:00.000,21,4,2015,"2",3,"April","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-04-25 00:00:00.000
2015-04-22 00:00:00.000,22,4,2015,"2",4,"April","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-04-25 00:00:00.000
2015-04-23 00:00:00.000,23,4,2015,"2",5,"April","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-04-25 00:00:00.000
2015-04-24 00:00:00.000,24,4,2015,"2",6,"April","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-04-25 00:00:00.000
2015-04-25 00:00:00.000,25,4,2015,"2",7,"April","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-04-25 00:00:00.000
2015-04-26 00:00:00.000,26,4,2015,"2",1,"April","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-05-02 00:00:00.000
2015-04-27 00:00:00.000,27,4,2015,"2",2,"April","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-05-02 00:00:00.000
2015-04-28 00:00:00.000,28,4,2015,"2",3,"April","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-05-02 00:00:00.000
2015-04-29 00:00:00.000,29,4,2015,"2",4,"April","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-05-02 00:00:00.000
2015-04-30 00:00:00.000,30,4,2015,"2",5,"April","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-05-02 00:00:00.000
2015-05-01 00:00:00.000,1,5,2015,"2",6,"May","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-05-02 00:00:00.000
2015-05-02 00:00:00.000,2,5,2015,"2",7,"May","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-05-02 00:00:00.000
2015-05-03 00:00:00.000,3,5,2015,"2",1,"May","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-05-09 00:00:00.000
2015-05-04 00:00:00.000,4,5,2015,"2",2,"May","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-05-09 00:00:00.000
2015-05-05 00:00:00.000,5,5,2015,"2",3,"May","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-05-09 00:00:00.000
2015-05-06 00:00:00.000,6,5,2015,"2",4,"May","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-05-09 00:00:00.000
2015-05-07 00:00:00.000,7,5,2015,"2",5,"May","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-05-09 00:00:00.000
2015-05-08 00:00:00.000,8,5,2015,"2",6,"May","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-05-09 00:00:00.000
2015-05-09 00:00:00.000,9,5,2015,"2",7,"May","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-05-09 00:00:00.000
2015-05-10 00:00:00.000,10,5,2015,"2",1,"May","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-05-16 00:00:00.000
2015-05-11 00:00:00.000,11,5,2015,"2",2,"May","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-05-16 00:00:00.000
2015-05-12 00:00:00.000,12,5,2015,"2",3,"May","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-05-16 00:00:00.000
2015-05-13 00:00:00.000,13,5,2015,"2",4,"May","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-05-16 00:00:00.000
2015-05-14 00:00:00.000,14,5,2015,"2",5,"May","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-05-16 00:00:00.000
2015-05-15 00:00:00.000,15,5,2015,"2",6,"May","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-05-16 00:00:00.000
2015-05-16 00:00:00.000,16,5,2015,"2",7,"May","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-05-16 00:00:00.000
2015-05-17 00:00:00.000,17,5,2015,"2",1,"May","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-05-23 00:00:00.000
2015-05-18 00:00:00.000,18,5,2015,"2",2,"May","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-05-23 00:00:00.000
2015-05-19 00:00:00.000,19,5,2015,"2",3,"May","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-05-23 00:00:00.000
2015-05-20 00:00:00.000,20,5,2015,"2",4,"May","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-05-23 00:00:00.000
2015-05-21 00:00:00.000,21,5,2015,"2",5,"May","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-05-23 00:00:00.000
2015-05-22 00:00:00.000,22,5,2015,"2",6,"May","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-05-23 00:00:00.000
2015-05-23 00:00:00.000,23,5,2015,"2",7,"May","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-05-23 00:00:00.000
2015-05-24 00:00:00.000,24,5,2015,"2",1,"May","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-05-30 00:00:00.000
2015-05-25 00:00:00.000,25,5,2015,"2",2,"May","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-05-30 00:00:00.000
2015-05-26 00:00:00.000,26,5,2015,"2",3,"May","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-05-30 00:00:00.000
2015-05-27 00:00:00.000,27,5,2015,"2",4,"May","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-05-30 00:00:00.000
2015-05-28 00:00:00.000,28,5,2015,"2",5,"May","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-05-30 00:00:00.000
2015-05-29 00:00:00.000,29,5,2015,"2",6,"May","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-05-30 00:00:00.000
2015-05-30 00:00:00.000,30,5,2015,"2",7,"May","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-05-30 00:00:00.000
2015-05-31 00:00:00.000,31,5,2015,"2",1,"May","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-06-06 00:00:00.000
2015-06-01 00:00:00.000,1,6,2015,"2",2,"June","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-06-06 00:00:00.000
2015-06-02 00:00:00.000,2,6,2015,"2",3,"June","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-06-06 00:00:00.000
2015-06-03 00:00:00.000,3,6,2015,"2",4,"June","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-06-06 00:00:00.000
2015-06-04 00:00:00.000,4,6,2015,"2",5,"June","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-06-06 00:00:00.000
2015-06-05 00:00:00.000,5,6,2015,"2",6,"June","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-06-06 00:00:00.000
2015-06-06 00:00:00.000,6,6,2015,"2",7,"June","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-06-06 00:00:00.000
2015-06-07 00:00:00.000,7,6,2015,"2",1,"June","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-06-13 00:00:00.000
2015-06-08 00:00:00.000,8,6,2015,"2",2,"June","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-06-13 00:00:00.000
2015-06-09 00:00:00.000,9,6,2015,"2",3,"June","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-06-13 00:00:00.000
2015-06-10 00:00:00.000,10,6,2015,"2",4,"June","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-06-13 00:00:00.000
2015-06-11 00:00:00.000,11,6,2015,"2",5,"June","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-06-13 00:00:00.000
2015-06-12 00:00:00.000,12,6,2015,"2",6,"June","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-06-13 00:00:00.000
2015-06-13 00:00:00.000,13,6,2015,"2",7,"June","Saturday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-06-13 00:00:00.000
2015-06-14 00:00:00.000,14,6,2015,"2",1,"June","Sunday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-06-20 00:00:00.000
2015-06-15 00:00:00.000,15,6,2015,"2",2,"June","Monday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-06-20 00:00:00.000
2015-06-16 00:00:00.000,16,6,2015,"2",3,"June","Tuesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-06-20 00:00:00.000
2015-06-17 00:00:00.000,17,6,2015,"2",4,"June","Wednesday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-06-20 00:00:00.000
2015-06-18 00:00:00.000,18,6,2015,"2",5,"June","Thursday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-06-20 00:00:00.000
2015-06-19 00:00:00.000,19,6,2015,"2",6,"June","Friday","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2015-06-20 00:00:00.000
