OrderID,ProductID,Product,ProductNumber,CustomerID,EmployeeID,OrderDate,Margin,Sales,Cost,Quantity,Year,Quarter,Month,NameOfMonth,WeekOfYear
10833,31,Rossi Bermuda Shorts,BK-M18S-44,56,8,2008-05-12 00:00:00.000,11.08,87.42,76.34,9,2008,2,5,Mayıs,20
10935,23,DSW Sandals,HN-1032,82,1,2008-05-06 00:00:00.000,26.85,91.2,64.35,8,2008,2,5,Mayıs,19
10502,67,Minnki Pälsii,FR-M94S-52,58,8,2006-06-07 00:00:00.000,326.73,1899.6,1572.87,30,2006,2,6,Haziran,24
10755,69,Tube Socks,LJ-1220,59,5,2007-11-22 00:00:00.000,21.89,62.19,40.3,25,2007,4,11,Kasım,47
10931,13,Aino Shoes,HJ-7161,68,6,2008-03-03 00:00:00.000,304.25,1305.55,1001.3,42,2008,1,3,Mart,10
10918,60,Game Over T-Shirt,FW-M928,82,1,2008-08-03 00:00:00.000,35.52,156.56,121.04,25,2008,3,8,Ağustos,31
10436,64,WFS Shoes,TT-R982,7,5,2007-03-01 00:00:00.000,296.53,1199.22,902.69,30,2007,1,3,Mart,9
10324,59,Rasta WCT,FR-R92R-58,19,2,2007-05-04 00:00:00.000,95.07,382.26,287.19,40,2007,2,5,Mayıs,18
10582,57,Lightweight Sandals,MS-0253,73,3,2007-09-23 00:00:00.000,13.42,70.64,57.22,4,2007,3,9,Eylül,38
10532,66,Langoste Shirt,HB-T928,19,9,2008-08-06 00:00:00.000,85.36,449.28,363.92,24,2008,3,8,Ağustos,32
10533,72,Oyaki Kimono,HJ-1220,24,7,2006-08-09 00:00:00.000,50.3,264.72,214.42,24,2006,3,8,Ağustos,33
10665,51,Summit Hiking Boots,BK-T18Y-44,48,1,2007-09-07 00:00:00.000,357.31,1880.6,1523.29,20,2007,3,9,Eylül,36
10903,68,Cap,FR-R92R-56,34,3,2008-08-21 00:00:00.000,30.14,255.4,225.26,20,2008,3,8,Ağustos,34
10957,64,WFS Shoes,LJ-1220,35,3,2008-05-15 00:00:00.000,32.94,279.12,246.18,8,2008,2,5,Mayıs,20
11013,23,DSW Sandals,SH-W890-L,69,4,2008-04-06 00:00:00.000,10.79,91.4,80.61,10,2008,2,4,Nisan,14
10968,24,Samba Soccer Socks,LN-4400,32,1,2008-04-20 00:00:00.000,5.05,128.1,123.05,30,2008,2,4,Nisan,16
10899,39,Terence Top,FR-R92B-48,46,3,2008-08-17 00:00:00.000,137.79,591.28,453.49,8,2008,3,8,Ağustos,33
10446,24,Samba Soccer Socks,BK-M38S-42,82,1,2006-03-11 00:00:00.000,18.49,92.62,74.13,20,2006,1,3,Mart,11
10260,57,Lightweight Sandals,BK-M82S-38,56,8,2007-12-15 00:00:00.000,126.34,929.0,802.66,50,2007,4,12,Aralık,50
10986,76,Halter Dress,MS-6061,54,3,2008-03-27 00:00:00.000,435.34,3689.3,3253.96,10,2008,1,3,Mart,13
10446,31,Rossi Bermuda Shorts,BK-M38S-40,82,1,2006-03-11 00:00:00.000,6.75,27.29,20.54,3,2006,1,3,Mart,11
10521,68,Cap,FW-1000,12,2,2006-05-26 00:00:00.000,13.19,76.68,63.49,6,2006,2,5,Mayıs,22
10634,7,Runner Shoes,BK-M18B-42,23,6,2007-08-11 00:00:00.000,245.19,1290.45,1045.26,35,2007,3,8,Ağustos,32
11083,21,Basket Shoes,FR-M63B-48,14,6,2007-11-16 00:00:00.000,17.61,149.25,131.64,15,2007,4,11,Kasım,46
10325,13,Aino Shoes,FR-T67Y-44,39,3,2006-05-06 00:00:00.000,37.68,277.08,239.4,12,2006,2,5,Mayıs,19
10549,51,Summit Hiking Boots,HY-1023-70,63,8,2008-04-24 00:00:00.000,1269.26,5390.83,4121.58,48,2008,2,4,Nisan,17
10414,33,Casual Boots,SA-T467,21,3,2006-01-11 00:00:00.000,221.97,1290.5,1068.53,50,2006,1,1,Ocak,3
10792,54,Patamonia Fleece Jacket,RA-2345,91,8,2007-07-19 00:00:00.000,21.6,113.7,92.1,3,2007,3,7,Temmuz,29
10284,27,Tracksuit,BK-T44U-60,44,7,2007-08-15 00:00:00.000,249.14,806.81,557.67,15,2007,3,8,Ağustos,33
10555,24,Samba Soccer Socks,LI-7160,23,6,2006-05-30 00:00:00.000,28.14,88.56,60.42,18,2006,2,5,Mayıs,23
11053,32,Riviera Swimsuit,BK-R50R-52,59,4,2008-04-24 00:00:00.000,48.52,411.2,362.68,20,2008,2,4,Nisan,17
10812,31,Rossi Bermuda Shorts,SH-M897-X,1,7,2008-04-30 00:00:00.000,41.06,155.76,114.7,16,2008,2,4,Nisan,18
10676,44,Okkaba Skin Jackets,CS-4759,80,1,2007-11-18 00:00:00.000,297.49,1565.76,1268.27,21,2007,4,11,Kasım,46
10734,30,Baby Dark Lounge Suit,HN-1420,31,9,2007-11-03 00:00:00.000,66.75,351.3,284.55,15,2007,4,11,Kasım,44
10400,49,Finnish Sport Blades,PD-M282,19,9,2006-05-29 00:00:00.000,61.58,646.5,584.92,30,2006,2,5,Mayıs,23
10333,14,Kool Sunglasses,FW-M762,87,7,2008-04-15 00:00:00.000,33.82,248.7,214.88,10,2008,2,4,Nisan,16
10536,33,Casual Boots,HJ-7162,44,7,2008-06-11 00:00:00.000,131.56,692.4,560.84,30,2008,2,6,Haziran,24
10349,54,Patamonia Fleece Jacket,HN-1032,1,7,2007-11-04 00:00:00.000,111.56,820.32,708.76,24,2007,4,11,Kasım,44
10272,72,Oyaki Kimono,BK-R68R-44,65,3,2006-05-30 00:00:00.000,38.38,282.24,243.86,24,2006,2,5,Mayıs,23
10875,47,Lundenhagen Boots,FK-5136,5,9,2008-06-03 00:00:00.000,111.79,564.1,452.31,21,2008,2,6,Haziran,23
10695,8,Tuxedo Top,FR-R38B-52,37,9,2007-06-03 00:00:00.000,34.58,182.0,147.42,10,2007,2,6,Haziran,22
10321,35,LA. Shorts,FR-R92B-58,38,3,2008-04-30 00:00:00.000,7.38,54.3,46.92,10,2008,2,4,Nisan,18
10263,74,X-Train Shoes,BK-R50B-44,63,7,2008-07-20 00:00:00.000,387.28,1254.15,866.87,36,2008,3,7,Temmuz,29
10938,13,Aino Shoes,HN-3816,63,7,2008-08-07 00:00:00.000,166.56,565.75,399.19,20,2008,3,8,Ağustos,32
10610,36,Mehmet-Tröja,SE-M798,41,4,2007-07-21 00:00:00.000,70.04,198.98,128.94,21,2007,3,7,Temmuz,29
10792,2,Mr2 Trousers,RA-H123,91,8,2007-07-19 00:00:00.000,36.42,191.7,155.28,10,2007,3,7,Temmuz,29
10872,65,Stretch Pants,EC-T209,30,5,2008-12-02 00:00:00.000,36.76,229.76,193.0,21,2008,4,12,Aralık,49
10619,22,Ravellis Träskor,SM-9087,51,1,2007-07-31 00:00:00.000,24.85,130.8,105.95,40,2007,3,7,Temmuz,31
10865,39,Terence Top,CA-6738,63,8,2008-06-30 00:00:00.000,845.91,5286.96,4441.05,80,2008,2,6,Haziran,27
11079,57,Lightweight Sandals,FR-M21B-52,55,1,2008-04-15 00:00:00.000,33.63,285.0,251.37,15,2008,2,4,Nisan,16
10994,59,Rasta WCT,PU-0452,1,7,2008-10-30 00:00:00.000,24.83,155.17,130.34,18,2008,4,10,Ekim,44
10835,59,Rasta WCT,BK-M38S-46,1,7,2008-01-11 00:00:00.000,14.23,120.6,106.37,15,2008,1,1,Ocak,2
11022,19,Squash Shorts,TI-M267,34,9,2008-11-11 00:00:00.000,39.69,336.35,296.66,35,2008,4,11,Kasım,46
10448,26,Bike Helmet,BK-M68B-38,79,8,2006-03-14 00:00:00.000,24.9,195.18,170.28,6,2006,1,3,Mart,12
10267,59,Rasta WCT,BK-R50R-48,25,8,2008-01-25 00:00:00.000,173.37,697.13,523.76,70,2008,1,1,Ocak,4
10467,25,Basket Vest,BK-R93R-52,49,6,2006-03-03 00:00:00.000,27.78,161.52,133.74,12,2006,1,3,Mart,10
11028,59,Rasta WCT,VE-C304-M,39,9,2008-12-13 00:00:00.000,24.44,207.12,182.68,24,2008,4,12,Aralık,50
10413,1,Lenin Jeansshorts,SA-M687,41,5,2006-12-11 00:00:00.000,86.73,504.24,417.51,24,2006,4,12,Aralık,51
10671,65,Stretch Pants,BK-T79Y-60,26,7,2007-06-13 00:00:00.000,23.16,121.92,98.76,12,2007,2,6,Haziran,24
11077,14,Kool Sunglasses,FR-M21B-40,73,9,2008-12-02 00:00:00.000,183.08,1274.11,1091.03,50,2008,4,12,Aralık,49
11077,8,Tuxedo Top,DC-9824,73,9,2008-12-02 00:00:00.000,23.55,118.86,95.3,5,2008,4,12,Aralık,49
10882,54,Patamonia Fleece Jacket,FR-M63B-44,59,4,2008-04-08 00:00:00.000,303.76,1303.46,999.69,32,2008,2,4,Nisan,15
11078,2,Mr2 Trousers,FR-M21B-42,22,4,2008-01-25 00:00:00.000,31.75,198.45,166.7,10,2008,1,1,Ocak,4
10904,62,Lace Shoes,FR-T67U-44,89,3,2008-02-20 00:00:00.000,110.27,934.5,824.23,35,2008,1,2,Şubat,8
10937,34,Baywatch Swimsuit,HN-1420,12,9,2008-05-07 00:00:00.000,18.2,154.2,136.0,20,2008,2,5,Mayıs,19
10537,73,Mehmet-Napp,HJ-9080,68,6,2006-05-11 00:00:00.000,1.08,9.36,8.28,9,2006,2,5,Mayıs,20
10546,35,LA. Shorts,HN-9161,84,4,2006-04-20 00:00:00.000,34.54,181.8,147.26,30,2006,2,4,Nisan,17
10469,44,Okkaba Skin Jackets,BK-T18U-44,89,3,2006-03-07 00:00:00.000,43.91,156.81,112.91,2,2006,1,3,Mart,11
10725,41,Duck Shirt,HB-T928,21,3,2007-10-27 00:00:00.000,23.44,123.36,99.92,12,2007,4,10,Ekim,43
10323,25,Basket Vest,FR-R92R-48,39,3,2005-12-04 00:00:00.000,7.8,57.36,49.56,4,2005,4,12,Aralık,49
10825,26,Bike Helmet,TP-0923,17,8,2008-07-06 00:00:00.000,40.43,342.6,302.17,12,2008,3,7,Temmuz,27
10522,8,Tuxedo Top,FW-3400,44,8,2006-05-27 00:00:00.000,86.4,502.32,415.92,24,2006,2,5,Mayıs,22
10863,58,Onesy Dress,BK-T79Y-60,35,9,2008-07-30 00:00:00.000,143.85,617.27,473.42,12,2008,3,7,Temmuz,31
11017,70,US-Master Jeans,SM-9087,44,7,2008-12-10 00:00:00.000,112.43,952.8,840.37,30,2008,4,12,Aralık,50
10445,39,Terence Top,BK-M18S-52,5,9,2007-01-10 00:00:00.000,60.44,351.42,290.98,6,2007,1,1,Ocak,2
10435,72,Oyaki Kimono,TI-T723,16,2,2006-03-01 00:00:00.000,21.67,126.0,104.33,10,2006,1,3,Mart,10
10946,24,Samba Soccer Socks,HU-6280,37,9,2008-09-09 00:00:00.000,12.44,115.75,103.31,25,2008,3,9,Eylül,37
10558,73,Mehmet-Napp,LJ-1420,23,6,2006-10-01 00:00:00.000,0.56,2.97,2.41,3,2006,4,10,Ekim,40
10654,39,Terence Top,BK-R64Y-44,5,3,2007-03-29 00:00:00.000,368.53,1397.88,1029.35,20,2007,1,3,Mart,13
10372,38,Le Baby Dress,LJ-5161,62,2,2008-08-01 00:00:00.000,1203.39,3897.0,2693.61,40,2008,3,8,Ağustos,31
10471,7,Runner Shoes,BK-T18Y-54,11,2,2006-03-08 00:00:00.000,205.06,1192.2,987.14,30,2006,1,3,Mart,11
10976,28,RDL Suit,LR-2398,35,9,2008-03-22 00:00:00.000,99.92,846.8,746.88,20,2008,1,3,Mart,12
10871,16,Wimbledon T-Shirt,DT-2377,63,8,2008-06-02 00:00:00.000,19.41,121.34,101.92,12,2008,2,6,Haziran,23
10436,75,Bow tie,TT-M928,7,5,2007-03-01 00:00:00.000,46.87,189.55,142.68,24,2007,1,3,Mart,9
10534,30,Baby Dark Lounge Suit,HJ-3410,44,7,2006-12-09 00:00:00.000,49.99,263.1,213.11,10,2006,4,12,Aralık,50
10670,75,Bow tie,BK-T79U-54,25,7,2007-09-12 00:00:00.000,35.06,184.5,149.44,25,2007,3,9,Eylül,37
