PurchaseOrderID,RevisionNumber,Status,EmployeeID,VendorID,ShipMethodID,OrderDate,ShipDate,SubTotal,TaxAmt,Freight,TotalDue,ModifiedDate,Anio
1430,4,4,256,1658,5,2013-12-13 00:00:00.000,2013-12-22 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2013-12-22 00:00:00.000,2013
1440,4,4,256,1506,5,2013-12-17 00:00:00.000,2013-12-26 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2013-12-26 00:00:00.000,2013
1456,4,4,261,1586,5,2013-12-18 00:00:00.000,2013-12-27 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2013-12-27 00:00:00.000,2013
1509,4,4,255,1658,5,2013-12-23 00:00:00.000,2014-01-01 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-01-01 00:00:00.000,2013
1519,4,4,255,1506,5,2013-12-24 00:00:00.000,2014-01-02 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-01-02 00:00:00.000,2013
1535,4,4,257,1586,5,2013-12-25 00:00:00.000,2014-01-03 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-01-03 00:00:00.000,2013
1588,4,4,253,1658,5,2014-01-01 00:00:00.000,2014-01-10 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-01-10 00:00:00.000,2014
1598,4,4,253,1506,5,2014-01-01 00:00:00.000,2014-01-10 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-01-10 00:00:00.000,2014
1614,4,4,254,1586,5,2014-01-02 00:00:00.000,2014-01-11 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-01-11 00:00:00.000,2014
1667,4,4,251,1658,5,2014-01-09 00:00:00.000,2014-01-18 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-01-18 00:00:00.000,2014
1677,4,4,251,1506,5,2014-01-09 00:00:00.000,2014-01-18 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-01-18 00:00:00.000,2014
1693,4,4,258,1586,5,2014-01-10 00:00:00.000,2014-01-19 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-01-19 00:00:00.000,2014
1746,4,4,261,1658,5,2014-01-20 00:00:00.000,2014-01-29 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-01-29 00:00:00.000,2014
1756,4,4,261,1506,5,2014-01-20 00:00:00.000,2014-01-29 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-01-29 00:00:00.000,2014
1772,4,4,260,1586,5,2014-01-21 00:00:00.000,2014-01-30 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-01-30 00:00:00.000,2014
1825,4,4,257,1658,5,2014-01-27 00:00:00.000,2014-02-05 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-02-05 00:00:00.000,2014
1835,4,4,257,1506,5,2014-01-28 00:00:00.000,2014-02-06 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-02-06 00:00:00.000,2014
1844,4,4,254,1680,5,2014-01-29 00:00:00.000,2014-02-07 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-02-07 00:00:00.000,2014
1851,4,4,252,1586,5,2014-01-29 00:00:00.000,2014-02-07 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-02-07 00:00:00.000,2014
1914,4,4,254,1506,5,2014-02-07 00:00:00.000,2014-02-16 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-02-16 00:00:00.000,2014
1930,4,4,256,1586,5,2014-02-10 00:00:00.000,2014-02-19 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-02-19 00:00:00.000,2014
1983,4,4,258,1658,5,2014-02-13 00:00:00.000,2014-02-22 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-02-22 00:00:00.000,2014
1993,4,4,258,1506,5,2014-02-14 00:00:00.000,2014-02-23 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-02-23 00:00:00.000,2014
2002,4,4,260,1680,5,2014-02-14 00:00:00.000,2014-02-23 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-02-23 00:00:00.000,2014
2062,4,4,260,1658,5,2014-02-21 00:00:00.000,2014-03-02 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-03-02 00:00:00.000,2014
2088,4,4,253,1586,5,2014-02-24 00:00:00.000,2014-03-05 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-03-05 00:00:00.000,2014
2141,4,4,259,1658,5,2014-02-28 00:00:00.000,2014-03-09 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-03-09 00:00:00.000,2014
2167,4,4,251,1586,5,2014-03-01 00:00:00.000,2014-03-10 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-03-10 00:00:00.000,2014
2220,4,4,256,1658,5,2014-03-06 00:00:00.000,2014-03-15 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-03-15 00:00:00.000,2014
2230,4,4,256,1506,5,2014-03-06 00:00:00.000,2014-03-15 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-03-15 00:00:00.000,2014
2246,4,4,261,1586,5,2014-03-07 00:00:00.000,2014-03-16 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-03-16 00:00:00.000,2014
2299,4,4,255,1658,5,2014-03-14 00:00:00.000,2014-03-23 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-03-23 00:00:00.000,2014
2309,4,4,255,1506,5,2014-03-14 00:00:00.000,2014-03-23 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-03-23 00:00:00.000,2014
2325,4,4,257,1586,5,2014-03-17 00:00:00.000,2014-03-26 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-03-26 00:00:00.000,2014
2378,4,4,253,1658,5,2014-03-24 00:00:00.000,2014-04-02 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-04-02 00:00:00.000,2014
2388,4,4,253,1506,5,2014-03-24 00:00:00.000,2014-04-02 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-04-02 00:00:00.000,2014
2457,4,4,250,1658,5,2014-03-31 00:00:00.000,2014-04-09 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-04-09 00:00:00.000,2014
2467,4,4,251,1506,5,2014-04-02 00:00:00.000,2014-04-11 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-04-11 00:00:00.000,2014
2483,4,4,258,1586,5,2014-04-03 00:00:00.000,2014-04-12 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-04-12 00:00:00.000,2014
2536,4,4,261,1658,5,2014-04-08 00:00:00.000,2014-04-17 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-04-17 00:00:00.000,2014
2546,4,4,261,1506,5,2014-04-09 00:00:00.000,2014-04-18 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-04-18 00:00:00.000,2014
2562,4,4,260,1586,5,2014-04-10 00:00:00.000,2014-04-19 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-04-19 00:00:00.000,2014
2615,4,4,257,1658,5,2014-04-15 00:00:00.000,2014-04-24 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-04-24 00:00:00.000,2014
2625,4,4,257,1506,5,2014-04-16 00:00:00.000,2014-04-25 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-04-25 00:00:00.000,2014
2634,4,4,254,1680,5,2014-04-16 00:00:00.000,2014-04-25 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-04-25 00:00:00.000,2014
2641,4,4,259,1586,5,2014-04-17 00:00:00.000,2014-04-26 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-04-26 00:00:00.000,2014
2694,4,4,254,1658,5,2014-04-22 00:00:00.000,2014-05-01 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-05-01 00:00:00.000,2014
2720,4,4,256,1586,5,2014-04-24 00:00:00.000,2014-05-03 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-05-03 00:00:00.000,2014
2773,4,4,258,1658,5,2014-04-29 00:00:00.000,2014-05-08 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-05-08 00:00:00.000,2014
2783,4,4,258,1506,5,2014-04-30 00:00:00.000,2014-05-09 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-05-09 00:00:00.000,2014
2792,4,4,260,1680,5,2014-04-30 00:00:00.000,2014-05-09 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-05-09 00:00:00.000,2014
2799,4,4,255,1586,5,2014-05-01 00:00:00.000,2014-05-10 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-05-10 00:00:00.000,2014
2852,4,4,260,1658,5,2014-05-06 00:00:00.000,2014-05-15 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-05-15 00:00:00.000,2014
2862,4,4,260,1506,5,2014-05-08 00:00:00.000,2014-05-17 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-05-17 00:00:00.000,2014
2878,4,4,253,1586,5,2014-05-09 00:00:00.000,2014-05-18 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-05-18 00:00:00.000,2014
2931,4,4,259,1658,5,2014-05-14 00:00:00.000,2014-05-23 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-05-23 00:00:00.000,2014
2941,4,4,259,1506,5,2014-05-15 00:00:00.000,2014-05-24 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-05-24 00:00:00.000,2014
2957,4,4,250,1586,5,2014-05-16 00:00:00.000,2014-05-25 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-05-25 00:00:00.000,2014
3010,4,4,256,1658,5,2014-05-21 00:00:00.000,2014-05-30 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-05-30 00:00:00.000,2014
3020,4,4,256,1506,5,2014-05-22 00:00:00.000,2014-05-31 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-05-31 00:00:00.000,2014
3036,4,4,261,1586,5,2014-05-23 00:00:00.000,2014-06-01 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-06-01 00:00:00.000,2014
3099,4,4,255,1506,5,2014-05-28 00:00:00.000,2014-06-06 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-06-06 00:00:00.000,2014
3115,4,4,257,1586,5,2014-05-29 00:00:00.000,2014-06-07 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-06-07 00:00:00.000,2014
3168,4,4,253,1658,5,2014-06-03 00:00:00.000,2014-06-12 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-06-12 00:00:00.000,2014
3178,4,4,253,1506,5,2014-06-04 00:00:00.000,2014-06-13 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-06-13 00:00:00.000,2014
3194,4,4,254,1586,5,2014-06-05 00:00:00.000,2014-06-14 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-06-14 00:00:00.000,2014
3247,4,4,251,1658,5,2014-06-09 00:00:00.000,2014-06-18 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-06-18 00:00:00.000,2014
3257,4,4,250,1506,5,2014-06-10 00:00:00.000,2014-06-19 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-06-19 00:00:00.000,2014
3273,4,4,258,1586,5,2014-06-11 00:00:00.000,2014-06-20 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-06-20 00:00:00.000,2014
3326,4,4,261,1658,5,2014-06-16 00:00:00.000,2014-06-25 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-06-25 00:00:00.000,2014
3336,4,4,261,1506,5,2014-06-17 00:00:00.000,2014-06-26 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-06-26 00:00:00.000,2014
3352,4,4,260,1586,5,2014-06-18 00:00:00.000,2014-06-27 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-06-27 00:00:00.000,2014
3405,4,4,257,1658,5,2014-06-21 00:00:00.000,2014-06-30 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-06-30 00:00:00.000,2014
3415,4,4,257,1506,5,2014-06-23 00:00:00.000,2014-07-02 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-07-02 00:00:00.000,2014
3424,4,4,254,1680,5,2014-06-23 00:00:00.000,2014-07-02 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-07-02 00:00:00.000,2014
3431,4,4,259,1586,5,2014-06-24 00:00:00.000,2014-07-03 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-07-03 00:00:00.000,2014
3484,4,4,254,1658,5,2014-06-27 00:00:00.000,2014-07-06 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-07-06 00:00:00.000,2014
3494,4,4,254,1506,5,2014-06-28 00:00:00.000,2014-07-07 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-07-07 00:00:00.000,2014
3510,4,4,256,1586,5,2014-06-30 00:00:00.000,2014-07-09 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-07-09 00:00:00.000,2014
3563,4,4,258,1658,5,2014-07-03 00:00:00.000,2014-07-12 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-07-12 00:00:00.000,2014
3573,4,4,258,1506,5,2014-07-04 00:00:00.000,2014-07-13 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-07-13 00:00:00.000,2014
3582,4,4,260,1680,5,2014-07-04 00:00:00.000,2014-07-13 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-07-13 00:00:00.000,2014
3589,4,4,252,1586,5,2014-07-07 00:00:00.000,2014-07-16 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-07-16 00:00:00.000,2014
3652,4,4,260,1506,5,2014-07-11 00:00:00.000,2014-07-20 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-07-20 00:00:00.000,2014
3668,4,4,253,1586,5,2014-07-12 00:00:00.000,2014-07-21 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-07-21 00:00:00.000,2014
3721,4,4,259,1658,5,2014-07-16 00:00:00.000,2014-07-25 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-07-25 00:00:00.000,2014
3731,4,4,259,1506,5,2014-07-17 00:00:00.000,2014-07-26 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-07-26 00:00:00.000,2014
3747,4,4,251,1586,5,2014-07-18 00:00:00.000,2014-07-27 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873,2014-07-27 00:00:00.000,2014
12,4,4,254,1628,5,2011-12-14 00:00:00.000,2011-12-23 00:00:00.000,34644.225,2771.538,866.1056,38281.8686,2011-12-23 00:00:00.000,2011
91,4,4,258,1628,5,2012-02-23 00:00:00.000,2012-03-03 00:00:00.000,34644.225,2771.538,866.1056,38281.8686,2012-03-03 00:00:00.000,2012
121,4,4,250,1638,5,2012-03-09 00:00:00.000,2012-03-18 00:00:00.000,34644.225,2771.538,866.1056,38281.8686,2012-03-18 00:00:00.000,2012
170,4,4,260,1628,5,2012-05-30 00:00:00.000,2012-06-08 00:00:00.000,34644.225,2771.538,866.1056,38281.8686,2012-06-08 00:00:00.000,2012
200,4,4,260,1638,5,2012-06-25 00:00:00.000,2012-07-04 00:00:00.000,34644.225,2771.538,866.1056,38281.8686,2012-07-04 00:00:00.000,2012
249,4,4,259,1628,5,2012-09-21 00:00:00.000,2012-09-30 00:00:00.000,34644.225,2771.538,866.1056,38281.8686,2012-09-30 00:00:00.000,2012
279,4,4,259,1638,5,2012-10-17 00:00:00.000,2012-10-26 00:00:00.000,34644.225,2771.538,866.1056,38281.8686,2012-10-26 00:00:00.000,2012
358,4,4,256,1638,5,2013-05-22 00:00:00.000,2013-05-31 00:00:00.000,34644.225,2771.538,866.1056,38281.8686,2013-05-31 00:00:00.000,2013
407,4,4,255,1628,5,2013-07-12 00:00:00.000,2013-07-21 00:00:00.000,34644.225,2771.538,866.1056,38281.8686,2013-07-21 00:00:00.000,2013
437,4,4,259,1628,5,2013-08-05 00:00:00.000,2013-08-14 00:00:00.000,34644.225,2771.538,866.1056,38281.8686,2013-08-14 00:00:00.000,2013
467,4,4,252,1638,5,2013-08-07 00:00:00.000,2013-08-16 00:00:00.000,34644.225,2771.538,866.1056,38281.8686,2013-08-16 00:00:00.000,2013
516,4,4,252,1628,5,2013-08-11 00:00:00.000,2013-08-20 00:00:00.000,34644.225,2771.538,866.1056,38281.8686,2013-08-20 00:00:00.000,2013
550,4,4,256,1638,5,2013-08-13 00:00:00.000,2013-08-22 00:00:00.000,34644.225,2771.538,866.1056,38281.8686,2013-08-22 00:00:00.000,2013
599,4,4,255,1628,5,2013-08-18 00:00:00.000,2013-08-27 00:00:00.000,34644.225,2771.538,866.1056,38281.8686,2013-08-27 00:00:00.000,2013
633,4,4,255,1638,5,2013-08-20 00:00:00.000,2013-08-29 00:00:00.000,34644.225,2771.538,866.1056,38281.8686,2013-08-29 00:00:00.000,2013
686,4,4,253,1628,5,2013-08-25 00:00:00.000,2013-09-03 00:00:00.000,34644.225,2771.538,866.1056,38281.8686,2013-09-03 00:00:00.000,2013
716,4,4,253,1638,5,2013-08-27 00:00:00.000,2013-09-05 00:00:00.000,34644.225,2771.538,866.1056,38281.8686,2013-09-05 00:00:00.000,2013
769,4,4,251,1628,5,2013-09-01 00:00:00.000,2013-09-10 00:00:00.000,34644.225,2771.538,866.1056,38281.8686,2013-09-10 00:00:00.000,2013
799,4,4,251,1638,5,2013-09-03 00:00:00.000,2013-09-12 00:00:00.000,34644.225,2771.538,866.1056,38281.8686,2013-09-12 00:00:00.000,2013
852,4,4,261,1628,5,2013-09-08 00:00:00.000,2013-09-17 00:00:00.000,34644.225,2771.538,866.1056,38281.8686,2013-09-17 00:00:00.000,2013
882,4,4,261,1638,5,2013-09-10 00:00:00.000,2013-09-19 00:00:00.000,34644.225,2771.538,866.1056,38281.8686,2013-09-19 00:00:00.000,2013
905,4,4,255,1638,5,2013-09-12 00:00:00.000,2013-09-21 00:00:00.000,34644.225,2771.538,866.1056,38281.8686,2013-09-21 00:00:00.000,2013
935,4,4,257,1628,5,2013-09-18 00:00:00.000,2013-09-27 00:00:00.000,34644.225,2771.538,866.1056,38281.8686,2013-09-27 00:00:00.000,2013
969,4,4,257,1638,5,2013-09-26 00:00:00.000,2013-10-05 00:00:00.000,34644.225,2771.538,866.1056,38281.8686,2013-10-05 00:00:00.000,2013
1034,4,4,254,1628,5,2013-10-13 00:00:00.000,2013-10-22 00:00:00.000,34644.225,2771.538,866.1056,38281.8686,2013-10-22 00:00:00.000,2013
1072,4,4,250,1638,5,2013-10-20 00:00:00.000,2013-10-29 00:00:00.000,34644.225,2771.538,866.1056,38281.8686,2013-10-29 00:00:00.000,2013
