Order_Date,Ship_Date,Month#,Year,Zip ID,Store_Index,Buyer_ID,Retailer,Ret_Index,Zip Code,Item#,Item_Index,Cat Code,Qty_Sold,SRP,Promo SP,PrcPt,Ret Sls $Amt,Ship Days,Order_Date - Copy,Service Level %
2018-12-09 00:00:00.000,2018-12-24 00:00:00.000,12,2018-01-01 00:00:00.000,3,3,3,Top Dollar,3,94022,3316,18,101,48,19.99,,Low,959.52,15,2018-12-09 00:00:00.000,1.0
2018-09-06 00:00:00.000,2018-10-08 00:00:00.000,10,2018-01-01 00:00:00.000,18,43,4,CryptoMrt,2,35801,3316,18,101,56,19.99,,Low,1119.44,32,2018-09-06 00:00:00.000,0.5
2018-06-09 00:00:00.000,2018-06-25 00:00:00.000,6,2018-01-01 00:00:00.000,22,22,28,Top Dollar,3,83254,1016,5,107,0,49.99,,Med,0.0,16,2018-06-09 00:00:00.000,1.0
2018-07-31 00:00:00.000,2018-08-27 00:00:00.000,8,2018-01-01 00:00:00.000,23,23,18,Top Dollar,3,85001,1016,5,107,20,49.99,,Med,999.8,27,2018-07-31 00:00:00.000,0.71
2018-08-07 00:00:00.000,2018-09-03 00:00:00.000,9,2018-01-01 00:00:00.000,1,49,28,Cost Plus,1,94027,1015,4,107,18,49.99,,Med,899.82,27,2018-08-07 00:00:00.000,0.71
2018-09-26 00:00:00.000,2018-10-22 00:00:00.000,10,2018-01-01 00:00:00.000,16,16,29,Top Dollar,3,20001,5510,32,103,38,19.99,,Low,759.62,26,2018-09-26 00:00:00.000,0.76
2018-05-15 00:00:00.000,2018-06-04 00:00:00.000,6,2018-01-01 00:00:00.000,14,39,22,CryptoMrt,2,6101,2218,11,100,16,12.99,,Low,207.84,20,2018-05-15 00:00:00.000,1.0
2018-03-18 00:00:00.000,2018-04-16 00:00:00.000,4,2018-01-01 00:00:00.000,19,44,29,CryptoMrt,2,46201,5516,38,103,16,29.99,,Med,479.84,29,2018-03-18 00:00:00.000,0.5
2018-09-04 00:00:00.000,2018-10-01 00:00:00.000,10,2018-01-01 00:00:00.000,21,46,29,CryptoMrt,2,80201,5514,36,103,0,24.99,,Med,0.0,27,2018-09-04 00:00:00.000,0.71
2018-01-18 00:00:00.000,2018-02-19 00:00:00.000,2,2018-01-01 00:00:00.000,8,54,29,Cost Plus,1,90210,5513,35,103,14,14.99,,Low,209.86,32,2018-01-18 00:00:00.000,0.5
2018-03-13 00:00:00.000,2018-04-16 00:00:00.000,4,2018-01-01 00:00:00.000,25,25,24,Top Dollar,3,99501,4411,26,102,20,24.99,,Med,499.8,34,2018-03-13 00:00:00.000,0.5
2018-04-07 00:00:00.000,2018-04-23 00:00:00.000,4,2018-01-01 00:00:00.000,25,25,25,Top Dollar,3,99501,7714,53,105,6,44.99,,Med,269.94,16,2018-04-07 00:00:00.000,1.0
2018-12-31 00:00:00.000,2019-01-14 00:00:00.000,1,2019-01-01 00:00:00.000,12,12,28,Top Dollar,3,19019,1016,5,107,24,49.99,,Med,1199.76,14,2018-12-31 00:00:00.000,1.0
2019-07-31 00:00:00.000,2019-08-12 00:00:00.000,8,2019-01-01 00:00:00.000,20,20,8,Top Dollar,3,72201,5518,40,103,0,34.99,,Med,0.0,12,2019-07-31 00:00:00.000,1.0
2018-12-15 00:00:00.000,2019-01-14 00:00:00.000,1,2019-01-01 00:00:00.000,18,18,21,Top Dollar,3,35801,6617,47,104,40,14.99,,Low,599.6,30,2018-12-15 00:00:00.000,0.5
2018-08-16 00:00:00.000,2018-09-17 00:00:00.000,9,2018-01-01 00:00:00.000,11,36,11,CryptoMrt,2,95202,6618,48,104,16,39.99,,Med,639.84,32,2018-08-16 00:00:00.000,0.5
2018-04-28 00:00:00.000,2018-05-21 00:00:00.000,5,2018-01-01 00:00:00.000,11,36,21,CryptoMrt,2,95202,6618,48,104,16,39.99,,Med,639.84,23,2018-04-28 00:00:00.000,0.9
2018-09-23 00:00:00.000,2018-10-22 00:00:00.000,10,2018-01-01 00:00:00.000,16,41,19,CryptoMrt,2,20001,5518,40,103,12,34.99,,Med,419.88,29,2018-09-23 00:00:00.000,0.5
2018-03-27 00:00:00.000,2018-04-30 00:00:00.000,4,2018-01-01 00:00:00.000,7,53,18,Cost Plus,1,81656,1017,6,107,14,49.99,,Med,699.86,34,2018-03-27 00:00:00.000,0.5
2018-07-07 00:00:00.000,2018-07-30 00:00:00.000,7,2018-01-01 00:00:00.000,23,48,17,CryptoMrt,2,85001,1017,6,107,4,49.99,,Med,199.96,23,2018-07-07 00:00:00.000,0.9
2019-01-20 00:00:00.000,2019-02-11 00:00:00.000,2,2019-01-01 00:00:00.000,7,32,18,CryptoMrt,2,81656,1017,6,107,18,49.99,,Med,899.82,22,2019-01-20 00:00:00.000,0.95
2019-01-02 00:00:00.000,2019-01-28 00:00:00.000,1,2019-01-01 00:00:00.000,21,21,29,Top Dollar,3,80201,5510,32,103,8,19.99,,Low,159.92,26,2019-01-02 00:00:00.000,0.76
2018-12-16 00:00:00.000,2019-01-14 00:00:00.000,1,2019-01-01 00:00:00.000,13,38,14,CryptoMrt,2,85713,1016,5,107,0,49.99,,Med,0.0,29,2018-12-16 00:00:00.000,0.5
2018-03-11 00:00:00.000,2018-04-02 00:00:00.000,4,2018-01-01 00:00:00.000,11,36,12,CryptoMrt,2,95202,6618,48,104,0,39.99,,Med,0.0,22,2018-03-11 00:00:00.000,0.95
2018-05-23 00:00:00.000,2018-06-25 00:00:00.000,6,2018-01-01 00:00:00.000,16,16,28,Top Dollar,3,20001,1012,1,107,12,99.99,,High,1199.88,33,2018-05-23 00:00:00.000,0.5
2018-02-09 00:00:00.000,2018-03-12 00:00:00.000,3,2018-01-01 00:00:00.000,3,50,14,Cost Plus,1,94022,1017,6,107,8,49.99,,Med,399.92,31,2018-02-09 00:00:00.000,0.5
2017-12-31 00:00:00.000,2018-01-15 00:00:00.000,1,2018-01-01 00:00:00.000,4,4,13,Top Dollar,3,94301,7714,53,105,20,44.99,,Med,899.8,15,2017-12-31 00:00:00.000,1.0
2019-01-14 00:00:00.000,2019-02-04 00:00:00.000,2,2019-01-01 00:00:00.000,23,48,23,CryptoMrt,2,85001,3316,18,101,32,19.99,,Low,639.68,21,2019-01-14 00:00:00.000,1.0
2019-07-03 00:00:00.000,2019-07-29 00:00:00.000,7,2019-01-01 00:00:00.000,4,29,13,CryptoMrt,2,94301,7716,55,105,32,2.99,,Low,95.68,26,2019-07-03 00:00:00.000,0.76
2019-09-04 00:00:00.000,2019-09-30 00:00:00.000,9,2019-01-01 00:00:00.000,15,40,16,CryptoMrt,2,19901,1403,15,109,18,4.99,,Low,89.82,26,2019-09-04 00:00:00.000,0.76
2018-04-03 00:00:00.000,2018-05-07 00:00:00.000,5,2018-01-01 00:00:00.000,5,52,28,Cost Plus,1,94957,1016,5,107,8,49.99,,Med,399.92,34,2018-04-03 00:00:00.000,0.5
2018-05-26 00:00:00.000,2018-06-18 00:00:00.000,6,2018-01-01 00:00:00.000,17,17,5,Top Dollar,3,30301,7713,52,105,32,1.99,,Low,63.68,23,2018-05-26 00:00:00.000,0.9
2018-04-19 00:00:00.000,2018-05-14 00:00:00.000,5,2018-01-01 00:00:00.000,1,1,29,Top Dollar,3,94027,5510,32,103,6,19.99,,Low,119.94,25,2018-04-19 00:00:00.000,0.81
2017-12-15 00:00:00.000,2018-01-08 00:00:00.000,1,2018-01-01 00:00:00.000,23,48,11,CryptoMrt,2,85001,6618,48,104,0,39.99,,Med,0.0,24,2017-12-15 00:00:00.000,0.86
2018-07-12 00:00:00.000,2018-08-06 00:00:00.000,8,2018-01-01 00:00:00.000,6,6,28,Top Dollar,3,11962,1017,6,107,20,49.99,,Med,999.8,25,2018-07-12 00:00:00.000,0.81
2018-10-28 00:00:00.000,2018-11-26 00:00:00.000,11,2018-01-01 00:00:00.000,23,61,7,Cost Plus,1,85001,5515,37,103,50,29.99,,Med,1499.5,29,2018-10-28 00:00:00.000,0.5
2019-04-07 00:00:00.000,2019-05-06 00:00:00.000,5,2019-01-01 00:00:00.000,22,47,11,CryptoMrt,2,83254,6615,45,104,18,19.99,,Low,359.82,29,2019-04-07 00:00:00.000,0.5
2018-01-27 00:00:00.000,2018-02-19 00:00:00.000,2,2018-01-01 00:00:00.000,21,46,4,CryptoMrt,2,80201,2218,11,101,28,12.99,,Low,363.72,23,2018-01-27 00:00:00.000,0.9
2019-08-25 00:00:00.000,2019-09-16 00:00:00.000,9,2019-01-01 00:00:00.000,17,42,18,CryptoMrt,2,30301,1017,6,107,0,49.99,,Med,0.0,22,2019-08-25 00:00:00.000,0.95
2018-01-02 00:00:00.000,2018-01-22 00:00:00.000,1,2018-01-01 00:00:00.000,10,35,28,CryptoMrt,2,80922,1013,2,107,12,59.99,,High,719.88,20,2018-01-02 00:00:00.000,1.0
2018-06-24 00:00:00.000,2018-07-09 00:00:00.000,7,2018-01-01 00:00:00.000,4,4,4,Top Dollar,3,94301,3316,18,101,12,19.99,,Low,239.88,15,2018-06-24 00:00:00.000,1.0
2019-04-16 00:00:00.000,2019-05-13 00:00:00.000,5,2019-01-01 00:00:00.000,4,29,18,CryptoMrt,2,94301,1014,3,107,3,149.99,,High,449.97,27,2019-04-16 00:00:00.000,0.71
2019-03-04 00:00:00.000,2019-03-25 00:00:00.000,3,2019-01-01 00:00:00.000,22,47,4,CryptoMrt,2,83254,3316,18,101,3,19.99,,Low,59.97,21,2019-03-04 00:00:00.000,1.0
2019-05-03 00:00:00.000,2019-05-27 00:00:00.000,5,2019-01-01 00:00:00.000,12,37,17,CryptoMrt,2,19019,1015,4,107,3,49.99,,Med,149.97,24,2019-05-03 00:00:00.000,0.86
2019-08-14 00:00:00.000,2019-09-09 00:00:00.000,9,2019-01-01 00:00:00.000,18,18,18,Top Dollar,3,35801,1016,5,107,19,49.99,,Med,949.81,26,2019-08-14 00:00:00.000,0.76
2019-04-25 00:00:00.000,2019-05-13 00:00:00.000,5,2019-01-01 00:00:00.000,25,25,13,Top Dollar,3,99501,7716,55,105,16,2.99,,Low,47.84,18,2019-04-25 00:00:00.000,1.0
2019-08-30 00:00:00.000,2019-09-30 00:00:00.000,9,2019-01-01 00:00:00.000,11,36,29,CryptoMrt,2,95202,5517,39,103,0,34.99,,Med,0.0,31,2019-08-30 00:00:00.000,0.5
2017-12-17 00:00:00.000,2018-01-08 00:00:00.000,1,2018-01-01 00:00:00.000,25,25,23,Top Dollar,3,99501,3316,18,101,20,19.99,,Low,399.8,22,2017-12-17 00:00:00.000,0.95
2018-05-28 00:00:00.000,2018-06-18 00:00:00.000,6,2018-01-01 00:00:00.000,12,37,4,CryptoMrt,2,19019,3316,18,101,16,19.99,,Low,319.84,21,2018-05-28 00:00:00.000,1.0
2018-10-21 00:00:00.000,2018-11-12 00:00:00.000,11,2018-01-01 00:00:00.000,7,7,21,Top Dollar,3,81656,6618,48,104,38,39.99,,Med,1519.62,22,2018-10-21 00:00:00.000,0.95
2019-06-17 00:00:00.000,2019-07-15 00:00:00.000,7,2019-01-01 00:00:00.000,15,40,13,CryptoMrt,2,19901,7713,52,105,25,1.99,,Low,49.75,28,2019-06-17 00:00:00.000,0.67
2018-09-16 00:00:00.000,2018-10-15 00:00:00.000,10,2018-01-01 00:00:00.000,11,56,7,Cost Plus,1,95202,5510,32,103,26,19.99,,Low,519.74,29,2018-09-16 00:00:00.000,0.5
2018-03-11 00:00:00.000,2018-04-09 00:00:00.000,4,2018-01-01 00:00:00.000,7,7,12,Top Dollar,3,81656,6613,43,104,26,19.99,,Low,519.74,29,2018-03-11 00:00:00.000,0.5
2019-05-24 00:00:00.000,2019-06-24 00:00:00.000,6,2019-01-01 00:00:00.000,26,62,32,Hockey * More,4,QC H2L,5514,36,103,2,33.97,,Med,67.94,31,2019-05-24 00:00:00.000,0.5
2018-10-08 00:00:00.000,2018-10-29 00:00:00.000,10,2018-01-01 00:00:00.000,17,17,26,Top Dollar,3,30301,1017,6,107,0,49.99,,Med,0.0,21,2018-10-08 00:00:00.000,1.0
2018-03-22 00:00:00.000,2018-04-16 00:00:00.000,4,2018-01-01 00:00:00.000,12,37,1,CryptoMrt,2,19019,6618,48,104,12,39.99,,Med,479.88,25,2018-03-22 00:00:00.000,0.81
2018-06-28 00:00:00.000,2018-07-30 00:00:00.000,7,2018-01-01 00:00:00.000,25,25,26,Top Dollar,3,99501,1016,5,107,20,49.99,,Med,999.8,32,2018-06-28 00:00:00.000,0.5
2019-01-28 00:00:00.000,2019-02-25 00:00:00.000,2,2019-01-01 00:00:00.000,11,36,12,CryptoMrt,2,95202,6618,48,104,10,39.99,,Med,399.9,28,2019-01-28 00:00:00.000,0.67
2018-05-17 00:00:00.000,2018-06-18 00:00:00.000,6,2018-01-01 00:00:00.000,9,34,4,CryptoMrt,2,1106,3324,22,101,16,39.99,,Med,639.84,32,2018-05-17 00:00:00.000,0.5
2018-01-30 00:00:00.000,2018-02-19 00:00:00.000,2,2018-01-01 00:00:00.000,7,32,26,CryptoMrt,2,81656,1016,5,107,12,49.99,,Med,599.88,20,2018-01-30 00:00:00.000,1.0
2019-07-29 00:00:00.000,2019-08-26 00:00:00.000,8,2019-01-01 00:00:00.000,1,1,7,Top Dollar,3,94027,5510,32,103,8,19.99,,Low,159.92,28,2019-07-29 00:00:00.000,0.67
2019-01-28 00:00:00.000,2019-02-25 00:00:00.000,2,2019-01-01 00:00:00.000,8,33,29,CryptoMrt,2,90210,5511,33,103,18,17.99,,Low,323.82,28,2019-01-28 00:00:00.000,0.67
2018-06-04 00:00:00.000,2018-06-25 00:00:00.000,6,2018-01-01 00:00:00.000,13,38,2,CryptoMrt,2,85713,6618,48,104,16,39.99,,Med,639.84,21,2018-06-04 00:00:00.000,1.0
2018-08-19 00:00:00.000,2018-09-17 00:00:00.000,9,2018-01-01 00:00:00.000,9,34,18,CryptoMrt,2,1106,1015,4,107,12,49.99,,Med,599.88,29,2018-08-19 00:00:00.000,0.5
2018-09-21 00:00:00.000,2018-10-22 00:00:00.000,10,2018-01-01 00:00:00.000,23,61,29,Cost Plus,1,85001,5512,34,103,44,14.99,,Low,659.56,31,2018-09-21 00:00:00.000,0.5
2018-04-13 00:00:00.000,2018-05-07 00:00:00.000,5,2018-01-01 00:00:00.000,7,32,12,CryptoMrt,2,81656,6618,48,104,16,39.99,,Med,639.84,24,2018-04-13 00:00:00.000,0.86
2018-08-17 00:00:00.000,2018-09-17 00:00:00.000,9,2018-01-01 00:00:00.000,6,31,22,CryptoMrt,2,11962,2218,11,100,28,12.99,,Low,363.72,31,2018-08-17 00:00:00.000,0.5
2019-08-29 00:00:00.000,2019-09-23 00:00:00.000,9,2019-01-01 00:00:00.000,5,30,28,CryptoMrt,2,94957,1017,6,107,18,49.99,,Med,899.82,25,2019-08-29 00:00:00.000,0.81
2019-03-13 00:00:00.000,2019-03-25 00:00:00.000,3,2019-01-01 00:00:00.000,15,15,28,Top Dollar,3,19901,1017,6,107,6,49.99,,Med,299.94,12,2019-03-13 00:00:00.000,1.0
2018-08-12 00:00:00.000,2018-09-03 00:00:00.000,9,2018-01-01 00:00:00.000,15,40,28,CryptoMrt,2,19901,1013,2,107,36,59.99,,High,2159.64,22,2018-08-12 00:00:00.000,0.95
2018-05-02 00:00:00.000,2018-06-04 00:00:00.000,6,2018-01-01 00:00:00.000,7,53,17,Cost Plus,1,81656,1016,5,107,4,49.99,,Med,199.96,33,2018-05-02 00:00:00.000,0.5
2018-01-25 00:00:00.000,2018-02-26 00:00:00.000,2,2018-01-01 00:00:00.000,10,55,18,Cost Plus,1,80922,1017,6,107,8,49.99,,Med,399.92,32,2018-01-25 00:00:00.000,0.5
2019-06-03 00:00:00.000,2019-06-24 00:00:00.000,6,2019-01-01 00:00:00.000,13,13,2,Top Dollar,3,85713,6618,48,104,0,39.99,,Med,0.0,21,2019-06-03 00:00:00.000,1.0
2018-03-23 00:00:00.000,2018-04-16 00:00:00.000,4,2018-01-01 00:00:00.000,22,47,28,CryptoMrt,2,83254,1017,6,107,12,49.99,,Med,599.88,24,2018-03-23 00:00:00.000,0.86
2018-07-25 00:00:00.000,2018-08-20 00:00:00.000,8,2018-01-01 00:00:00.000,1,49,28,Cost Plus,1,94027,1016,5,107,0,49.99,,Med,0.0,26,2018-07-25 00:00:00.000,0.76
2018-10-27 00:00:00.000,2018-11-19 00:00:00.000,11,2018-01-01 00:00:00.000,23,48,26,CryptoMrt,2,85001,1016,5,107,68,49.99,,Med,3399.32,23,2018-10-27 00:00:00.000,0.9
2018-05-10 00:00:00.000,2018-06-04 00:00:00.000,6,2018-01-01 00:00:00.000,10,35,4,CryptoMrt,2,80922,3316,18,101,4,19.99,,Low,79.96,25,2018-05-10 00:00:00.000,0.81
2018-09-21 00:00:00.000,2018-10-15 00:00:00.000,10,2018-01-01 00:00:00.000,23,23,4,Top Dollar,3,85001,3316,18,101,12,19.99,,Low,239.88,24,2018-09-21 00:00:00.000,0.86
2018-01-31 00:00:00.000,2018-02-26 00:00:00.000,2,2018-01-01 00:00:00.000,5,52,29,Cost Plus,1,94957,5516,38,103,0,29.99,,Med,0.0,26,2018-01-31 00:00:00.000,0.76
2019-08-14 00:00:00.000,2019-09-09 00:00:00.000,9,2019-01-01 00:00:00.000,10,10,18,Top Dollar,3,80922,1012,1,107,12,99.99,,High,1199.88,26,2019-08-14 00:00:00.000,0.76
2019-08-16 00:00:00.000,2019-09-09 00:00:00.000,9,2019-01-01 00:00:00.000,10,35,11,CryptoMrt,2,80922,6618,48,104,3,39.99,,Med,119.97,24,2019-08-16 00:00:00.000,0.86
2019-08-02 00:00:00.000,2019-09-02 00:00:00.000,9,2019-01-01 00:00:00.000,3,28,12,CryptoMrt,2,94022,6617,47,104,25,14.99,,Low,374.75,31,2019-08-02 00:00:00.000,0.5
2017-12-21 00:00:00.000,2018-01-15 00:00:00.000,1,2018-01-01 00:00:00.000,19,19,23,Top Dollar,3,46201,3316,18,101,32,19.99,,Low,639.68,25,2017-12-21 00:00:00.000,0.81
2018-09-17 00:00:00.000,2018-10-08 00:00:00.000,10,2018-01-01 00:00:00.000,6,31,28,CryptoMrt,2,11962,1016,5,107,16,49.99,,Med,799.84,21,2018-09-17 00:00:00.000,1.0
2018-12-15 00:00:00.000,2019-01-14 00:00:00.000,1,2019-01-01 00:00:00.000,23,23,4,Top Dollar,3,85001,3316,18,101,32,19.99,,Low,639.68,30,2018-12-15 00:00:00.000,0.5
2018-10-01 00:00:00.000,2018-11-05 00:00:00.000,11,2018-01-01 00:00:00.000,8,8,26,Top Dollar,3,90210,1014,3,107,0,149.99,,High,0.0,35,2018-10-01 00:00:00.000,0.5
2018-07-19 00:00:00.000,2018-08-20 00:00:00.000,8,2018-01-01 00:00:00.000,4,29,21,CryptoMrt,2,94301,6618,48,104,12,39.99,,Med,479.88,32,2018-07-19 00:00:00.000,0.5
2019-03-27 00:00:00.000,2019-04-15 00:00:00.000,4,2019-01-01 00:00:00.000,2,2,24,Top Dollar,3,33462,4410,25,102,40,19.99,,Low,799.6,19,2019-03-27 00:00:00.000,1.0
2018-02-02 00:00:00.000,2018-03-05 00:00:00.000,3,2018-01-01 00:00:00.000,1,49,12,Cost Plus,1,94027,6618,48,104,14,39.99,,Med,559.86,31,2018-02-02 00:00:00.000,0.5
2019-04-19 00:00:00.000,2019-05-06 00:00:00.000,5,2019-01-01 00:00:00.000,17,17,28,Top Dollar,3,30301,1017,6,107,12,49.99,,Med,599.88,17,2019-04-19 00:00:00.000,1.0
