SpeakerID,Name,Description,Twitter,Linkedin,ContactURL,ScreenName,TwitterImageURL,ImageURL,EventID,ImageHeight,ImageWidth
90299,"Dale Sullenberger","Dale lives in Valrico, FL with his wife Connie and son Nathan, three dogs and two cats.  

While there is some prior user level database experience, Dale has been working with SQL Server in some manner since 1997, and has been in a DBA role for 13 years.","","http://www.linkedin.com/in/dale-sullenberger-73295413","","","","",820,48,48
90298,"Dale Sullenberger","Dale lives in Valrico, FL with his wife Connie and son Nathan, three dogs and two cats.  

While there is some prior user level database experience, Dale has been working with SQL Server in some manner since 1997, and has been in a DBA role for 13 years.","","http://www.linkedin.com/in/dale-sullenberger-73295413","","","","",820,48,48
86939,"Itshak David","David Izhak has over 20 years experience with SQL Server, Oracle, Sybase and Sybase Anywhere. He is an applicative  infrastructure DBA for relational and Nosql solutions (MongoDB , Redis) , Hadoop and Spark .

David is a specialist in HA and DRP solutions, tuning, Machine learning , security, High Performance Computing, replication (Oracle  SQL Server), BI infrastructure and system engineering. He presents in Oracle open world, Oracle ILOUG, SQL Server forums and Microsoft BI forums, 3rd Israeli Conference on open source  Software Architecture ,  written a dozen of professional articles and accompanied lecturer in Israel Technion  in computer science department","","","","","","",823,48,48
87030,"Taras Kloba","✅ Senior DBA and developer;
✅ Senior database architect;
✅ Business solutions expert;
✅ 6+ years of experience.

Senior database administrator and programmer. Consultant and certified database administrator and developer with 6+ years experience working with SQL Server 2016, 2014, 2012, 2008, 2005, 2000 and SQL Azure. MySQL, PostgreSQL and MS SQL database performance tuning expert. Business solutions consultant and implementer. With many years extensive experience in the IT and other business industries in a variety of roles. My objective is to use my experience to bring creative and top level solutions to businesses that require a SQL Databases.","","https://pl.linkedin.com/in/taras-kloba-a285221b","","","","",823,48,48
87767,"Dubi Lebel","Dubi Or Not To Be
If you think you are too small and can not make a change, you probably never went to sleep with a mosquito","","","","","","",823,48,48
89254,"Yoav Dobrin","Cloud Solution Architect with Microsoft. Over 19 years of experience. Loves to cook ride bikes.","","https://www.linkedin.com/in/yoav-dobrin","","","","",823,48,48
90183,"Anat Dror","Anat is a SQL Server and DB2 domain expert with over 20 years of experience in a long list of IT related roles including leadership, processes re-engineering, technical architecture, design, implementation, planning and deployment. As a subject matter expert, Anat has a broad and deep understanding of cloud computing, virtualization, database development and administration, performance management and storage. Today she plays a pivotal role in understanding customer requirements, fostering innovation and bringing Dell Software Database Performance Management solutions to life.","","http://anat-dror-4521134","","","","",823,48,48
88145,"Yuval Klein","BigData presale leader at NessPro the product division of Ness. as a PreSale of Big Data products I am leading the division in all the business and technical aspects of big data products sales , handling POC to company clients , RFI , the focal point to all technical aspects of the products , helping in all technical asects of the big data products on top of hadoop , apache drill , hive , kafka , Cassandra etc.","","https://www.linkedin.com/in/yuvalklein?trk=nav_responsive_tab_profile","","","","",823,48,48
90880,"Ray Maor","Senior DBA and developer for the last 20 years.
Spend the last 5 years working for Experda in the development of 4 tools that allow the DBA to enhance Sql Server performance, monitor and audit using cloud services and more.","","","","","","",823,48,48
89218,"Adi Cohn","Work as a SQL Server DBA since 1997","","","","","","",823,48,48
88182,"Anat Dror","Anat is a SQL Server and DB2 domain expert with over 20 years of experience in a long list of IT related roles including leadership, processes re-engineering, technical architecture, design, implementation, planning and deployment. As a subject matter expert, Anat has a broad and deep understanding of cloud computing, virtualization, database development and administration, performance management and storage. Today she plays a pivotal role in understanding customer requirements, fostering innovation and bringing Dell Software Database Performance Management solutions to life.","","http://anat-dror-4521134","","","","",823,48,48
89255,"Yossi Elkayam","Engage with Customers to align their Business Strategies to IT Strategies through understanding their Business and Technology Capabilities.
Identifying the gaps between the current state and the desired state based on their strategic needs and market trends.
Leading a worldwide class of cloud End to End solutions.
Deep experience with Cloud data platform and cloud solution architecture.","","https://il.linkedin.com/in/yossi-elkayam-9bb54787","","","","",823,48,48
90148,"Arthur Gimpel","I'm a data geek. 
I started my path in the industry as a SQL Server DBA. 
At around 2012, I decided to invest all of my time in NoSQL technologies, like Elasticsearch, MongoDB and a few others which I believed in.
These days, I am working as a Solutions Architect at Elastic, aiming to solve various challenges with realtime search and analytics technology which is built for Speed, Scale and Relevance.","","https://www.linkedin.com/in/arthurgimpel/","","","","",823,48,48
88997,"Michael Zilberstein","Michael Zilberstein, CEO and founder of DBArt Ltd. Data architect and SQL Server database consultant with vast experience in all aspects of architecture, administration and complex performance troubleshooting.","","https://www.linkedin.com/in/mzilberstein/","","","","",823,48,48
90165,"Daniela Liberman","Daniela Liberman is a professional trainer and consultant at Barry Katz Ltd. Daniela facilitates workshops and lecture about interpersonal communication and effective presentations. She trains many presenters towards important presentations: TedX, Demo days, elevator pitch, local conferences and abroad. She works with Hi-Tech companies (such as Nice, Microsoft, Arm, Finastra, Radware, Marvel, etc), Pharma companies, ministry of education and the ministry of defense and more.
Daniela gained substantial technological experience both as commanding officer in the IDF's 8200 intelligence unit, and as a quality assurance engineer at IBM.
During these years, she completed her B.A. in Psychology and M.A. in Organizational Consulting.","","https://www.linkedin.com/in/daniela-liberman-b0344651/","","","","",823,48,48
89866,"Danny Ravid","Danny Ravid  is an Architect at eToro.com the biggest social trading company in the world .
Danny is a veteran Architect ,DBA,Trainer and Speaker ,working with SQL Server since 1993 .
Danny has architected ,led , and designed many Database projects for the last 25 years,from small size to enterprise level .
Danny is among a few dozens who achieved both Microsoft Ceritified Architect (MCA) and Microsoft Certified Master (MCM) .","","https://www.linkedin.com/in/danny-ravid-4682294/","","","","",823,48,48
86907,"Carl Roepe","Carl Roepe is a senior DBA with Perimeterdba.com.  He has 12 certifications from SQL 2008 thru 2014.  He has 25+ years as staff, director, president and CEO of multiple companies managing data on an enterprise level.  His extensive experience with massive data sets, high volume banking and CPA firms, he has a unique approach in configuring and building data ecosystems for speed, reliability, security and precision. In addition to his administrative and database skills, his skill sets included TSQL, C#, PowerShell, SharePoint, SSAS, SSRS and PowerBI.  Carl can be reached at carl@perimeterdba.com.","","https://www.linkedin.com/in/carl-roepe-6b65493b/","","","","",827,48,48
88840,"Jeff Moden","With more than 47,000 posts and 3 dozen mostly 5 star articles, Jeff Moden is a strong contributor on SQLServerCentral.com where he coined the term “RBAR” (Row By Agonizing Row) and helped make the ""Tally Table"" a household name.  Jeff has more than 2 decades of experience with SQL Server and is mostly self-trained in what he calls the “Black Arts” of T-SQL.  He’s known worldwide for his informative articles, high performance T-SQL coding methods, and methods of mentoring.  His dedication to helping others earned him the MS SQL Server MVP award for nine years and the RedGate Exceptional DBA Award in 2011.  His mantra is ""Performance is in the code"".","","","","","","",827,48,48
88841,"Jeff Moden","With more than 47,000 posts and 3 dozen mostly 5 star articles, Jeff Moden is a strong contributor on SQLServerCentral.com where he coined the term “RBAR” (Row By Agonizing Row) and helped make the ""Tally Table"" a household name.  Jeff has more than 2 decades of experience with SQL Server and is mostly self-trained in what he calls the “Black Arts” of T-SQL.  He’s known worldwide for his informative articles, high performance T-SQL coding methods, and methods of mentoring.  His dedication to helping others earned him the MS SQL Server MVP award for nine years and the RedGate Exceptional DBA Award in 2011.  His mantra is ""Performance is in the code"".","","","","","","",827,48,48
89379,"Ed Wagner","Ed is a Senior DBA with more than 25 years experience in database development and administration.  He enjoys high-performance and quot;black artsquot; SQL.  He#39;s a member of SQL PASS In Detroit (SPID) and a frequent poster on SQLServerCentral.com.  He#39;s passionate about SQL Server and actually enjoys it.","","","","","","",827,48,48
89581,"Julie McLain-Harper","As ""The Goddess of the Database"", I am a Sr DBA, Technical Professional and Microsoft Certified Trainer who has over 25 years of experience and a passion for EDUCATING, new technology, system performance and troubleshooting. My experience started with Hierarchical Databases and thankfully moved to Relational Databases, Open Systems technology, and SQL Programming.   Because of my desire to give Developers a new perspective on their process of interacting with database data, I began educating co-workers and then training others in SQL Programming best practices.  I have significant background as a professor/educator; a Sr. DBA; in performance tuning; as a data, app and infra architect; an Adopter of PowerShell' and am MCSA Certified.","","https://www.linkedin.com/in/jm-harper-36a829a/","","","","",827,48,48
91525,"Ryan Morris","Sales Director for Snowflake based out of Cincinnati, Ohio. Focused on empowering every organization to become data driven. Enabling better, quicker business decisions, while reducing the costs associated with managing and scaling data analytics.","","https://www.linkedin.com/in/ryanmorrismba/","","","","",827,48,48
91562,"Alicia Moniz","Alicia is a Senior Consultant in Advanced Analytics at Avanade. She has been in the Database/BI services industry for 10+ years. Alicia is an expert in T-SQL, Data Modeling, Database Administration, Analytics, Data Visualization, and Data Warehousing. Her skill set spans SQL Server 2005 through 2016 and Azure. She has hands on experience architecting, developing and optimizing BI solutions in the Microsoft ecosystem.

Alicia holds certifications for both AWS  Azure Architect, and AWS  Azure Big Data. She is a Microsoft Certified Solution Expert (MCSE): Data Management  Analytics, and has also trained in data modeling (UC Irvine/Ralph Kimball) and MSBI Bootcamp – SQL Server 2005.","","https://www.linkedin.com/in/aliciamoniz","","","","",827,48,48
89671,"Todd Walker","Todd Walker manages the Data  AI team for the Cincinnati branch of Insight Digital Innovation (previously Cardinal Solutions). Todd has delivered projects for local clients in the BI, Data Warehousing, Big Data, Advanced Analytic, and Cloud over the past 11 years and is driven to help customers use a data-centered approach to make decisions and solve problems.","","","","","","",827,48,48
89712,"Slava Trofimov","Slava Trofimov leads the Data Platform and Analytics practice at KiZAN Technologies where he provides vision, leadership, and expertise in database architecture, business intelligence and analytics, both on premises and in the cloud. He is a Microsoft Certified Professional and a Microsoft Partner Cloud Solutions Architect.","","https://www.linkedin.com/in/slava-trofimov-40038338/","","","","",827,48,48
88239,"Jeff Moden","With more than 47,000 posts and 3 dozen mostly 5 star articles, Jeff Moden is a strong contributor on SQLServerCentral.com where he coined the term “RBAR” (Row By Agonizing Row) and helped make the ""Tally Table"" a household name.  Jeff has more than 2 decades of experience with SQL Server and is mostly self-trained in what he calls the “Black Arts” of T-SQL.  He’s known worldwide for his informative articles, high performance T-SQL coding methods, and methods of mentoring.  His dedication to helping others earned him the MS SQL Server MVP award for nine years and the RedGate Exceptional DBA Award in 2011.  His mantra is ""Performance is in the code"".","","","","","","",830,48,48
89807,"Yuliya Quintela","Yuliya is a consultant and developer for Business Intelligence Solutions. She has experience in various areas including Education, Finance, Telecommunications, and Software Technology into model data, visualize and deliver critical information to solve complex business decisions using Microsoft data platform and business analytics. She is an active member of the Business Intelligence and SQL Server community in Denver and a member of the Colorado SQL PASS chapter  user group. She specializes in SQL Server 2016 Reporting and Integration Services and holds professional certifications including MCSE for the Data Platform.","","http://www.linkedin.com/in/yuliya-quintela-profile","","","","",830,48,48
89735,"Eric Peterson","Eric is a consultant specializing in database architecture with experience in demanding Fortune 100 company environments. He has a Computer Science degree complemented with an MBA, which meshes well with his jobs integrating business information with the systems that process it. He has worked with SQL Server since its inception and was an instructor of SQL courses at a national technical training company. He also speaks are regional SQL Saturday events.","","","","","","",830,48,48
86811,"Alex Grinberg","I have more than 20 years of IT experience. My primary focus is with the latest Microsoft technologies including .NET (VB and C#), SSRS and SSIS. I provide services in tuning, optimization, analysis and development for the creation of new applications, converting legacy technologies (SQL Server, VB.NET and C# ) and site training. I have worked for CSC, VerticalNet, IDP, LSAC , and TMNAS (to name a few) and I am currently employed with Cox Automotive. I am Apress author book ""XML and JSON Recipes for SQL Server"", also wrote number of articles for Simple-Talk and SQLServerCentral.com","","https://www.linkedin.com/in/alex-grinberg-36773a6/","","","","",830,48,48
88238,"Jeff Moden","With more than 47,000 posts and 3 dozen mostly 5 star articles, Jeff Moden is a strong contributor on SQLServerCentral.com where he coined the term “RBAR” (Row By Agonizing Row) and helped make the ""Tally Table"" a household name.  Jeff has more than 2 decades of experience with SQL Server and is mostly self-trained in what he calls the “Black Arts” of T-SQL.  He’s known worldwide for his informative articles, high performance T-SQL coding methods, and methods of mentoring.  His dedication to helping others earned him the MS SQL Server MVP award for nine years and the RedGate Exceptional DBA Award in 2011.  His mantra is ""Performance is in the code"".","","","","","","",830,48,48
89809,"Isak Sky","Isak Sky works at Xledger USA. He is a full stack developer with a background in economics.","","","","","","",830,48,48
86687,"Suresh Datla","Worked on the Microsoft stack for 19 years now. Built successful Data Analytics Practices before. Currently focused on Data Platform, Data Analytics, Power BI and ML. I do Dashboard in a day sessions at Irvine MTC once every month. I also, conduct OC power BI user group to build a strong  Power BI Community. Worked with SQL Server product since it was version 7 and Power BI since its inception.","","https://www.linkedin.com/in/sureshdatla/","","","","",830,48,48
87666,"Aleksandar Talev","Aleksandar Talev is RD Manager in Semos  - Microsoft Gold Partner. He is professionally oriented to development of IT projects based on Microsoft technologies, primary Microsoft SQL Server, Microsoft Power BI and Microsoft Azure. He has been working with SQL Server 6.5 since 1996. As a Microsoft trainer he is holding a Microsoft Official Curriculum courses focused on SQL Server. One of the founders of SQL Server User Group (PASS) Macedonia and in his “free” time he is engaged in developing the SQL Server community in Macedonia. He is a regular presenter on all the Microsoft conferences and events in Macedonia. In 2005 Microsoft awarded him title for technical knowledge and engagement – SQL Server MVP..","","","","","","",832,48,48
89836,"Slaven Šola","Slaven je SQL Server konzultant sa 10+ godina iskustva . Najveći dio svoga vremena provodi u radu na kompleksnim transakcijskim sustavima sa posebnim fokusom na ""performance tuning"". Redovni je predavač na raznim konferencijama gdje prenosi znanje izgrađeno svakodnevna iskustva iz prakse. Od 2012. godine je osnivač TuneIT kompanije specijalizirane za upravljanje podacima na Microsoft tehnologiji.","","","","","","",832,48,48
91403,"Matias Hofmann","Blockchain Specialist currently focused on PoC consulting , Blockchain business management, STO structuring and Crypto Assets . Currently working as Chief of Development at Primus BI , Chilean Startup focused on developing innovation processes with Blockchain. We are changing the way medium size companies raise capital with BlockCap, which is a trading platform for tokenized securities.","","https://www.linkedin.com/nhome/?trk=hb_signin","","","","",836,48,48
89611,"Cristobal Ibarra","Professional Profile
Empathetic, proactive and with a strong knowledge profile in the area of information technology (IT). Highlighting the skills of analysis, design, management and evaluation of technology solutions in both software development and Business Intelligence.
Objectives
My goal is to belong to an organization where I can develop and enhance my skills, where I can contribute with my strengths (such as academic skills and experience) and provide all my knowledge to the management processes of the organization.","","https://cl.linkedin.com/in/cristobal-ibarra-4755b42a","","","","",836,48,48
89821,"Nicolás Calderón Díaz","a","","https://@nicocdoff","","","","",836,48,48
90543,"Mauricio Gamboa","Microsoft Certified Solutions Expert: Data Management and Analytics 2019.
Actualmente me desempeño como Solution Architect en Arkano Software, además de liderar diversos proyectos de Data Analytics en Chile y Perú.","","https://www.linkedin.com/in/mgamboaf1/","","","","",836,48,48
89344,"Hector Meza","Arquitecto en Plataforma de Datos","","","","","","",836,48,48
90134,"Cristobal Ibarra","Professional Profile
Empathetic, proactive and with a strong knowledge profile in the area of information technology (IT). Highlighting the skills of analysis, design, management and evaluation of technology solutions in both software development and Business Intelligence.
Objectives
My goal is to belong to an organization where I can develop and enhance my skills, where I can contribute with my strengths (such as academic skills and experience) and provide all my knowledge to the management processes of the organization.","","https://cl.linkedin.com/in/cristobal-ibarra-4755b42a","","","","",836,48,48
90314,"Milenko Brzovic","Passionate about using technology as an enabler to improve society.","","https://www.linkedin.com/in/milenko-brzovic-40534984/","","","","",836,48,48
90117,"Nestor Campos","Software Architect with experience in Cloud Computing with Azure and Big Data with Hadoop, Spark and MongoDB.","","https://cl.linkedin.com/in/nescampos","","","","",836,48,48
89713,"Ricardo Solar","Líder de equipos de Ingeniería, consultor y IT Architect, con más de 10 años de
experiencia profesional trabajando para diferentes industrias como minería,
telecomunicaciones, agroindustrial, bancaria, y TI.

Programación en C, C#, SQL, Python, Javascript, PHP,  otros lenguajes y herramientas.","","","","","","",836,48,48
87482,"Alex Grinberg","I have more than 20 years of IT experience. My primary focus is with the latest Microsoft technologies including .NET (VB and C#), SSRS and SSIS. I provide services in tuning, optimization, analysis and development for the creation of new applications, converting legacy technologies (SQL Server, VB.NET and C# ) and site training. I have worked for CSC, VerticalNet, IDP, LSAC , and TMNAS (to name a few) and I am currently employed with Cox Automotive. I am Apress author book ""XML and JSON Recipes for SQL Server"", also wrote number of articles for Simple-Talk and SQLServerCentral.com","","https://www.linkedin.com/in/alex-grinberg-36773a6/","","","","",839,48,48
88518,"Karlyn LeBlanc","Karlyn LeBlanc is a native of Chicago, Illinois. She currently resides in the Atlanta, Georgia area. Karlyn obtained her Bachelors degree from Louisiana State University in Baton Rouge and her Masters from Tulane University in New Orleans. Her career began as licensed master social worker where she spent twelve years counseling patients, supervising master level social workers, and facilitating support groups.  In addition, she’s a bestselling author of two books and motivational speaker.","","","","","","",839,48,48
87487,"Judith Moffitt","With over 20 years of database experience, Judy specializes in creating complex imports/ exports and reporting queries.  She has done development for databases for aviation/flight planning, equipment maintenance, inventory, sales proposals and meeting planning. Her expertise saved the US government over $400 million by identifying parts that were on order in one place that were in the excess inventory at another, a task that required her to query many databases with many different data structures.

She is currently employed by EPAM and extensively works with developers in India and across the US.","","","","","","",839,48,48
87929,"Azhagappan Arunachalam","Az Arunachalam has been working with SQL server since v4.21/SQLNT.  He started his career with troubleshooting at chip level, worked as a network engineer managing Novell NetWare networks, graduated into managing Windows NT, moved onto development, administered databases, and is currently working as a database architect.  He#39;s excited about all the cloud offerings that Microsoft and others have made possible, and in sharing his findings with aspiring data enthusiasts.","","","","","","",839,48,48
89843,"Dmitry Anoshin","Dmitry Anoshin is a Data Engineer. He is supporting business users and developing Business Intelligence, Data Warehouse and Data Integration in order to support Abebooks business. He is a data-centric technologist and expert in building and implementing Analytics Solutions with 10+ years of experience. He has a successful track record of implementing BI/DWH projects in numerous industries: Retail, Finance, and eCommerce. He also has an in-depth knowledge of BI, ETL/ELT, DWH, and Big Data technologies, and is experienced in the data integration process and proficient use of various Data Warehousing methodologies in order to meet high expectations of business leaders and allow them to make data-informed decisions.","","https://www.linkedin.com/in/dmitryanoshin/","","","","",840,48,48
91597,"Sam Hamilton","Sam is the Web Services Librarian at the Edmonton Public Library (EPL), where she works with the library’s Google Analytics data. She has worked in digital libraries for 3 years, picking up data management and coding skills along the way. She holds a Masters in Library and Information Studies (MLIS) from the University of Alberta.","","","","","","",840,48,48
89389,"Daniel Woods","I graduated from Johns Hopkins with degrees in both Mathematics and Economics. After being recruited by Epic to be a Business Intelligence Developer, I eventually transitioned to a specialized developer in Epic that focused on tackling difficult reporting concepts for customers with SQL and Oracle. Wanting to grow my career further, I joined Talavant in July of 2018. My goal with Talavant is to help provide Pythonic solutions whether it be data transformations, artificial intelligence or automation-focused applications. Python is my preferred coding language as I believe it provides the flexibility to tackle a wide range of problems and can be used to help marry the gap between data engineering and data science.","","https://www.linkedin.com/in/daniel-woods-9520a0a6/","","","","",842,48,48
90186,"Bob Charapata","Bob is a Senior Data Analytics Consultant at Skyline Technologies, who has been working with Microsoft SQL Server for over 20 years.  He loves the way the data landscape has changed and allowed him the opportunity to learn new ways of creating solutions with Microsoft SQL Server and the Microsoft BI stack. He is passionate about learning new technology and sharing with his fellow development community to effectively use that technology.","","https://www.linkedin.com/in/bobcharapata/","","","","",842,48,48
89499,"Ashley Day","Ashley found the world of data analytics and business intelligence after a supervisor saw her potential and introduced her to SQL and report writing. Her analytical mindset and thirst for knowledge quickly turned that opportunity into a career, and she has spent the past five years working within the sphere of data management and business intelligence through various roles with increasing responsibility. She has experience working with data from a number of industries, including manufacturing, distribution, benefits administration, and the financial sector.

Ashley is very passionate about working with data and helping others understand how to harness the power of data to inform business decisions.","","https://www.linkedin.com/in/ashley-day-a007a430/","","","","",842,48,48
89831,"Marcus Radue","Marcus is a Data Analytics Engineer with 4 + years of experience in data modeling and business intelligence reporting. He has created data warehouses and has been responsible for numerous reports and dashboards via the Microsoft SQL Stack and Power BI software in his career. He has experience with creating complex SQL queries and various data extraction techniques. His passion for data modeling and data visualizations motivates him to bring his clients meaningful insights about their data. His recent exposure to Git and Azure DevOps have prompted him to present his findings at SQL Saturday.","","https://www.linkedin.com/in/marcus-radue-0ab5496a/","","","","",842,48,48
90027,"Cassie Zirbel","Business Analyst / Project Manager / Certified Scrum Master (PSM I) with a passion for working with customers to improve business performance through better data. Experienced in the health care revenue cycle industry. Skilled in giving presentations, meeting facilitation, stakeholder relationships, process improvement, time management, project planning and execution. Bachelor of Business Administration (B.B.A.) focused in Information Systems, Management  Human Resources and a Health Care Management Certificate from University of Wisconsin-Madison - School of Business.","","https://www.linkedin.com/in/czirbel/","","","","",842,48,48
90037,"Thomas Lane","Thomas has been living and breathing Microsoft databases for over twenty years and is now relishing his position as a DW Consultant at Talavant (www.Talavant.com). After receiving his Ph.D. in Chemistry and following three years as a post-doc at Marquette University, Thomas left the world of science for a career in IT. He has worked as a programming and database instructor, a VB and C# developer, and for the past fourteen years worked with SQL server as a DBA, ETL specialist, and Data Architect at various Midwestern companies. Thomas recently received his MSCE in Data Management and Analytics.","","https://www.linkedin.com/in/doclane","","","","",842,48,48
91124,"Brijeet Akula","test","","https://www.linkedin.com/in/brijeetakula","","","","",842,48,48
89517,"Jeremiah Robinson","Jeremiah Robinson spent his career solving problems that nobody ever solved before, and solving existing problems in new ways.  This includes both software/database development and other topic areas.  After several other careers and business startups, Robinson has spent the past three years solving unique database and analytics problems using the Microsoft stack.  And he's having a great time (he told me himself)!  He regularly presents to and teaches for groups of 10-400 and has a reputation for being clear, engaging, and funny.","","https://www.linkedin.com/in/jeremiah-robinson-76286173","","","","",842,48,48
89228,"Manuel Pineda","20 années d’expérience en informatique de gestion. Mon expérience di-versifiée couvre l’architecture, l’administration, la maintenance et l’optimisation de base de données et de systèmes informatiques.","","","","","","",843,48,48
89443,"Allen Shepard","From Norfolk. Graduated O.D.U. with a Computer Science degree. DBA for DB2 as a federal government contractor. Started using SQL 6.5 in 1998 then moved to the City of Chesapeake as their first DBA.  Professional focus is OLTP, multiple people using the same database quickly. Hobby is giving technical presentations at science fiction and anime conventions. Yes that means I like Star Trek more than Star Wars (fighting words in some areas)","","","","","","",846,48,48
89044,"Cameron Snapp","Cameron Snapp is a MCSE and PMP certified IT Consultant with over 14 years of database architecture and development experience.  He has worked on dozens of Microsoft SQL Server OLTP, Data Warehouse, and Business Intelligence projects.  He holds a Computer Science degree from the University of Richmond and a Master’s degree in IT Management from the University of Virginia.  Cameron specializes in IT Projects related to data strategy, modeling, integration and reporting.","","","","","","",846,48,48
88431,"Azhagappan Arunachalam","Az Arunachalam has been working with SQL server since v4.21/SQLNT.  He started his career with troubleshooting at chip level, worked as a network engineer managing Novell NetWare networks, graduated into managing Windows NT, moved onto development, administered databases, and is currently working as a database architect.  He#39;s excited about all the cloud offerings that Microsoft and others have made possible, and in sharing his findings with aspiring data enthusiasts.","","","","","","",846,48,48
90718,"Sitotpal Sarkar","DBA at USC, Prior SQL Saturday San Diego speaker.","","","","","","",847,48,48
88065,"Suresh Datla","Worked on the Microsoft stack for 19 years now. Built successful Data Analytics Practices before. Currently focused on Data Platform, Data Analytics, Power BI and ML. I do Dashboard in a day sessions at Irvine MTC once every month. I also, conduct OC power BI user group to build a strong  Power BI Community. Worked with SQL Server product since it was version 7 and Power BI since its inception.","","https://www.linkedin.com/in/sureshdatla/","","","","",847,48,48
90674,"Brodie Brickey","Over eighteen years in Information Technology developing solutions for companies.  I specialize in integrating information from disparate systems for legal and financial firms.   PMP  ITIL certified.","","https://www.linkedin.com/in/brodie-brickey-b074988/","","","","",847,48,48
