SessionID,SpeakerName,EventID,SpeakerID
90134,"Cristobal Ibarra",836,90134
89450,"Carlos Farias",836,89450
89611,"Cristobal Ibarra",836,89611
88463,"Daniel Fischer",836,88463
90981,"PABLO JAVIER FERNANDEZ",836,90981
89713,"Ricardo Solar",836,89713
90184,"Gaston Cruz",836,90184
87636,"Juan Pablo Moraga",836,87636
87623,"Meagan Longoria",839,87623
87482,"Alex Grinberg",839,87482
87814,"Anders Pedersen",839,87814
87478,"Louis Davidson",839,87478
87808,"Rick Lowe",839,87808
87261,"Thomas Norman",839,87261
87762,"Rie Irish",839,87762
88258,"Samir Behara",839,88258
88304,"Greg Moore",839,88304
89064,"Patrick LeBlanc",839,89064
88660,"Mindy Curnutt",839,88660
88918,"John Miner",839,88918
88548,"Patrick LeBlanc",839,88548
89279,"John Morehouse",839,89279
88667,"Andrew Kelly",839,88667
91268,"Jim Donahoe",839,91268
91692,"Eric Flamm",839,91692
91723,"Tracy Boggiano",839,91723
88668,"Andrew Kelly",839,88668
90705,"Brian Hansen",839,90705
88870,"Sean Forgatch",839,88870
87283,"Angela Tidwell",839,87283
87570,"Matt Cushing",839,87570
87456,"Bhakthi Liyanage",839,87456
88969,"Slava Murygin",839,88969
87314,"Dave Bland",839,87314
87272,"Andy Leonard",839,87272
88518,"Karlyn LeBlanc",839,88518
87258,"Chris Bell",839,87258
87820,"Jon Tupitza",839,87820
87487,"Judith Moffitt",839,87487
87514,"David Patrick",839,87514
91777,"Lance Tidwell",839,91777
89278,"John Morehouse",839,89278
90000,"Michael Wharton",839,90000
87480,"boB Taylor",839,87480
87907,"Jamie Wick",839,87907
87929,"Azhagappan Arunachalam",839,87929
87449,"Angela Henry",839,87449
89843,"Dmitry Anoshin",840,89843
90425,"Rick Lowe",840,90425
87381,"Chris Wood",840,87381
90629,"Christopher Docherty",840,90629
90626,"Christopher Docherty",840,90626
90919,"Jay Falck",840,90919
90610,"Sepand Gojgini",840,90610
88817,"Jay Falck",840,88817
91186,"Randolph West",840,91186
90427,"Rick Lowe",840,90427
88444,"Randolph West",840,88444
89518,"Mike Diehl",840,89518
91185,"Randolph West",840,91185
89520,"Mike Diehl",840,89520
90609,"Sepand Gojgini",840,90609
91208,"Brian Gale",840,91208
91759,"Anthony van Orizande",840,91759
91597,"Sam Hamilton",840,91597
90086,"Chris C",840,90086
89624,"Brian Larson",842,89624
90185,"Scott Hietpas",842,90185
90596,"Ed Leighton-Dick",842,90596
90054,"Pat Phelan",842,90054
88359,"Dan Mallott",842,88359
90595,"Ed Leighton-Dick",842,90595
88207,"Sean Forgatch",842,88207
90186,"Bob Charapata",842,90186
89499,"Ashley Day",842,89499
88288,"Dave Bland",842,88288
88450,"Kevin Feasel",842,88450
88395,"Andy Yun",842,88395
89055,"Justin Mannhardt",842,89055
90027,"Cassie Zirbel",842,90027
88392,"Andy Yun",842,88392
89302,"Joshuha Owen",842,89302
88361,"Dan Mallott",842,88361
90600,"Riley Major",842,90600
88396,"Andy Yun",842,88396
89389,"Daniel Woods",842,89389
90407,"Allen White",842,90407
90037,"Thomas Lane",842,90037
90545,"John Eisbrener",842,90545
88230,"Ross McNeely",842,88230
90603,"Arthur Daniels III",842,90603
88403,"Jim Dorame",842,88403
89800,"Erin Dempster",842,89800
91124,"Brijeet Akula",842,91124
89390,"Jordan Anderson",842,89390
88247,"Ameena Lalani",842,88247
88286,"Dave Bland",842,88286
90289,"Phil Ekins",842,90289
88471,"Ben Miller",842,88471
88448,"Kevin Feasel",842,88448
88814,"Jake Manske",842,88814
89831,"Marcus Radue",842,89831
90408,"Allen White",842,90408
90053,"Pat Phelan",842,90053
90565,"Erik Darling",842,90565
89517,"Jeremiah Robinson",842,89517
88504,"Joe Obbish",842,88504
88294,"Steve Simon",843,88294
88906,"John Miner",843,88906
89040,"Franck Mercier",843,89040
89228,"Manuel Pineda",843,89228
88905,"John Miner",843,88905
88340,"Clay Jackson",843,88340
88338,"Clay Jackson",843,88338
89039,"Franck Mercier",843,89039
88296,"Steve Simon",843,88296
88636,"Thomas Norman",846,88636
88345,"Jennifer McCown",846,88345
88019,"Louis Davidson",846,88019
88497,"Angela Henry",846,88497
88765,"Andrew Kelly",846,88765
88018,"Louis Davidson",846,88018
88759,"Tracy Boggiano",846,88759
88764,"Andrew Kelly",846,88764
89538,"Chris Bell",846,89538
89298,"Jason Brimhall",846,89298
89582,"Bill Lund",846,89582
90261,"Sean McCown",846,90261
89299,"Jason Brimhall",846,89299
90262,"Sean McCown",846,90262
91947,"Justin Randall",846,91947
88679,"Eugene Meidinger",846,88679
89197,"Rick Heiges",846,89197
88017,"George Walkey",846,88017
88757,"Tracy Boggiano",846,88757
88677,"Eugene Meidinger",846,88677
89185,"Mark Hudson",846,89185
89044,"Cameron Snapp",846,89044
88431,"Azhagappan Arunachalam",846,88431
88738,"Michael Wharton",846,88738
89198,"Rick Heiges",846,89198
89408,"Rick Lowe",846,89408
88184,"Justin Randall",846,88184
88346,"Jennifer McCown",846,88346
89854,"Monica Rathbun",846,89854
89443,"Allen Shepard",846,89443
88187,"Justin Randall",846,88187
88189,"Jamie Wick",846,88189
88188,"Jamie Wick",846,88188
89494,"Marsha Pierce",846,89494
89580,"Carlos L Chacon",846,89580
91992,"Carlos L Chacon",846,91992
92020,"Greg Samuels",846,92020
89541,"Chris Bell",846,89541
88195,"Charles Embry Jr",847,88195
88638,"Grant Fritchey",847,88638
88576,"Mitchell Bottel",847,88576
88928,"Leonard Lobel",847,88928
89530,"Kevin Kline",847,89530
89245,"Deji Akomolafe",847,89245
89700,"Ami Levin",847,89700
89994,"Ginger Grant",847,89994
90265,"Jeff Prom",847,90265
90253,"Ted Stathakis",847,90253
90143,"Vern Rabe",847,90143
89460,"Mohammad Darab",847,89460
90468,"Bill Fellows",847,90468
89386,"Jason Horner",847,89386
88065,"Suresh Datla",847,88065
90451,"Patrick Partin",847,90451
90503,"Kevin Mackey",847,90503
90670,"Andrew Karcher",847,90670
89740,"Simon Cho",847,89740
90676,"Andrew Nakamura",847,90676
90480,"Benjamin Nevarez",847,90480
90646,"Phil Robinson",847,90646
90509,"Rick Lowe",847,90509
90697,"Randy Knight",847,90697
90525,"Joseph D'Antoni",847,90525
90718,"Sitotpal Sarkar",847,90718
91899,"Diane Schuster",847,91899
90142,"Thomas Hull",847,90142
90661,"PEIXIN WANG",847,90661
90674,"Brodie Brickey",847,90674
89523,"Denny Cherry",847,89523
89873,"Jeff Iannucci",847,89873
91585,"Alicia Moniz",847,91585
90287,"Ike Ellis",847,90287
90681,"Vlad Vlasceanu",847,90681
89584,"John Wells",847,89584
90731,"SUNG WOOK KANG",847,90731
89882,"John Morehouse",847,89882
91978,"Trent Mera",847,91978
89633,"Kathi Kellenberger",847,89633
90470,"Meagan Longoria",847,90470
88311,"Hasan Savran",847,88311
89306,"Armando Lacerda",847,89306
89875,"Michellea David",847,89875
89043,"Warren Sifre",847,89043
89632,"Kathi Kellenberger",847,89632
90376,"Brett Powell",847,90376
90309,"Steve Rezhener",847,90309
90214,"Vazi Okhandiar",847,90214
89495,"Marsha Pierce",847,89495
91587,"Ted Stathakis",847,91587
89803,"Monica Rathbun",847,89803
90301,"Elaena Bakman",847,90301
88880,"Mihail Mateev",850,88880
89157,"Gethyn Ellis",850,89157
90020,"Matija Lah",850,90020
90395,"Gergely Csom",850,90395
91612,"Tobias Koprowski",850,91612
90404,"Catalin Gheorghiu",850,90404
90695,"Zoltán Hangyál",850,90695
89073,"Tomaž Kaštrun",850,89073
88711,"Marcin Szeliga",850,88711
90007,"Satya Jayanty",850,90007
90351,"LEONEL ABREU",850,90351
90245,"Liviu Ieran",850,90245
91066,"Zoltán Horváth",850,91066
88068,"Uwe Ricken",851,88068
88101,"Alexander Arvidsson",851,88101
88055,"Thomas Hütter",851,88055
88179,"Dennes Torres",851,88179
88058,"Oskari Heikkinen",851,88058
88201,"David Barbarin",851,88201
88554,"Grant Fritchey",851,88554
88620,"Johan Ludvig Brattås",851,88620
88633,"Miloš Radivojević",851,88633
90462,"Pinal Dave",851,90462
90634,"Ted Malone",851,90634
90688,"Matthew Roche",851,90688
91378,"Kevin Kline",851,91378
90994,"Joakim Nyström",851,90994
91273,"Ola Hallengren",851,91273
89046,"Erland Sommarskog",851,89046
89464,"Dave Ruijter",851,89464
90744,"Dr. Subramani Paramasivam",851,90744
88048,"Jens Vestergaard",851,88048
88618,"Chris Adkin",851,88618
90574,"Mikael Wedham",851,90574
88091,"Christophe Laporte",851,88091
89337,"Ruth Pozuelo Martinez",851,89337
88071,"Alexander Klein",851,88071
88584,"Magnus Ahlkvist",851,88584
88483,"Vedran Kesegic",851,88483
88083,"Andreas Bergstedt",851,88083
88799,"Andrew Pruski",851,88799
88087,"Satya Jayanty",851,88087
89657,"Joseph Fleming",863,89657
89397,"Solomon Rutzky",863,89397
89741,"Sandra Peele",863,89741
89438,"Kellyn Pot'Vin-Gorman",863,89438
89421,"Thomas Norman",863,89421
90049,"Diane Schuster",863,90049
89973,"Tracy Boggiano",863,89973
90566,"Elizabeth Noble",863,90566
90644,"Zeydy Ortiz",863,90644
90286,"David Klee",863,90286
90612,"Anders Pedersen",863,90612
90788,"Brett Tomson",863,90788
90571,"Stuart Ainsworth",863,90571
90660,"Shannon Lowder",863,90660
90585,"Andy Leonard",863,90585
90694,"Carlos L Chacon",863,90694
89413,"George Walkey",863,89413
90642,"Ryan Adams",863,90642
90625,"Mark Wilkinson",863,90625
90724,"Melissa Coates",863,90724
90733,"Derick Linkous",863,90733
90630,"Jeff Nowiski",863,90630
90729,"Wayne Sheffield",863,90729
91090,"Chris Skorlinski",863,91090
90702,"John Welch",863,90702
90623,"Jeff Mlakar",863,90623
90721,"Jason Brimhall",863,90721
90730,"Wayne Sheffield",863,90730
91505,"Alec Pickup",863,91505
89440,"Liz Barrett",863,89440
90252,"Jamie Wick",863,90252
91221,"Collin Benkler",863,91221
90046,"Zach Maddigan",863,90046
90187,"Mark Hudson",863,90187
91219,"Dale Burnett",863,91219
90194,"Azhagappan Arunachalam",863,90194
90070,"David Klee",863,90070
91506,"Richard Waymire",863,91506
91836,"Kevin Feasel",863,91836
89404,"Bhakthi Liyanage",863,89404
89398,"Mark Gordon",863,89398
89626,"Leveat Ruse",863,89626
