ProductKey,CustomerKey,variable,value
217,11331,OrderDateKey,20200313
217,27970,OrderDateKey,20200404
528,14475,OrderDateKey,20200417
536,19578,OrderDateKey,20200704
485,13490,OrderDateKey,20200311
565,28500,OrderDateKey,20200713
217,11341,OrderDateKey,20200719
478,22337,OrderDateKey,20201014
357,13735,OrderDateKey,20201228
529,28379,OrderDateKey,20200410
478,21288,OrderDateKey,20200427
479,18240,OrderDateKey,20200108
477,13237,OrderDateKey,20200501
529,25657,OrderDateKey,20200421
222,16400,OrderDateKey,20200127
477,12919,OrderDateKey,20200212
485,17442,OrderDateKey,20200224
561,11112,OrderDateKey,20200902
485,16968,OrderDateKey,20201118
465,11619,OrderDateKey,20200408
528,16407,OrderDateKey,20201016
490,18518,OrderDateKey,20201222
355,13220,OrderDateKey,20200401
528,23050,OrderDateKey,20200204
478,17385,OrderDateKey,20201001
485,15904,OrderDateKey,20200531
530,16282,OrderDateKey,20200513
477,22588,OrderDateKey,20200709
479,29298,OrderDateKey,20201024
491,29327,OrderDateKey,20200709
539,28983,OrderDateKey,20200811
485,17841,OrderDateKey,20200629
214,23514,OrderDateKey,20200926
530,19642,OrderDateKey,20200616
484,21373,OrderDateKey,20200312
353,11295,OrderDateKey,20200109
606,23515,OrderDateKey,20200920
537,11703,OrderDateKey,20201116
529,15826,OrderDateKey,20201008
487,18998,OrderDateKey,20201206
528,26688,OrderDateKey,20200330
225,21398,OrderDateKey,20201125
382,22656,DueDateKey,20200403
485,12089,DueDateKey,20200214
490,17238,DueDateKey,20200224
478,13185,DueDateKey,20200329
574,25735,DueDateKey,20200614
604,24176,DueDateKey,20200920
590,16712,DueDateKey,20200427
536,16613,DueDateKey,20200901
530,26977,DueDateKey,20200810
214,17428,DueDateKey,20200612
382,25034,DueDateKey,20200702
479,25693,DueDateKey,20201225
362,14325,DueDateKey,20191006
473,14158,DueDateKey,20201101
237,26002,DueDateKey,20201115
528,20130,DueDateKey,20200212
485,17208,DueDateKey,20200731
477,12702,DueDateKey,20200602
222,16497,DueDateKey,20201222
528,11971,DueDateKey,20200427
538,22583,DueDateKey,20200725
528,17027,DueDateKey,20200214
479,25413,DueDateKey,20200708
528,27686,DueDateKey,20210209
389,14081,DueDateKey,20190403
528,17289,DueDateKey,20200427
537,11422,DueDateKey,20200215
488,11752,DueDateKey,20200311
225,13566,DueDateKey,20200705
538,27503,DueDateKey,20200815
217,24133,DueDateKey,20200524
530,25514,DueDateKey,20200627
537,13078,DueDateKey,20200529
477,11032,DueDateKey,20200823
481,18466,DueDateKey,20210121
529,19002,DueDateKey,20201222
225,21903,DueDateKey,20200329
528,17468,DueDateKey,20201122
467,26457,DueDateKey,20200323
561,13576,DueDateKey,20200703
528,11138,DueDateKey,20210112
222,17295,DueDateKey,20201110
480,13959,DueDateKey,20200902
477,26942,DueDateKey,20200706
480,15922,DueDateKey,20200228
528,17808,DueDateKey,20200307
480,26821,DueDateKey,20200617
477,13597,DueDateKey,20200831
485,16055,DueDateKey,20200425
587,19447,DueDateKey,20201214
569,28828,DueDateKey,20200328
359,14155,DueDateKey,20201017
381,25231,DueDateKey,20191223
477,14031,DueDateKey,20200829
471,15286,DueDateKey,20201123
222,11506,DueDateKey,20200516
353,17767,DueDateKey,20201227
530,27703,DueDateKey,20200704
217,11331,DueDateKey,20200325
217,27970,DueDateKey,20200416
528,14475,DueDateKey,20200429
536,19578,DueDateKey,20200716
485,13490,DueDateKey,20200323
565,28500,DueDateKey,20200725
217,11341,DueDateKey,20200731
478,22337,DueDateKey,20201026
357,13735,DueDateKey,20210109
529,28379,DueDateKey,20200422
478,21288,DueDateKey,20200509
479,18240,DueDateKey,20200120
477,13237,DueDateKey,20200513
529,25657,DueDateKey,20200503
222,16400,DueDateKey,20200208
477,12919,DueDateKey,20200224
485,17442,DueDateKey,20200308
561,11112,DueDateKey,20200914
485,16968,DueDateKey,20201130
465,11619,DueDateKey,20200420
528,16407,DueDateKey,20201028
490,18518,DueDateKey,20210103
355,13220,DueDateKey,20200413
528,23050,DueDateKey,20200216
478,17385,DueDateKey,20201013
485,15904,DueDateKey,20200612
530,16282,DueDateKey,20200525
477,22588,DueDateKey,20200721
479,29298,DueDateKey,20201105
491,29327,DueDateKey,20200721
539,28983,DueDateKey,20200823
485,17841,DueDateKey,20200711
214,23514,DueDateKey,20201008
530,19642,DueDateKey,20200628
484,21373,DueDateKey,20200324
353,11295,DueDateKey,20200121
606,23515,DueDateKey,20201002
537,11703,DueDateKey,20201128
529,15826,DueDateKey,20201020
487,18998,DueDateKey,20201218
528,26688,DueDateKey,20200411
225,21398,DueDateKey,20201207
382,22656,ShipDateKey,20200329
485,12089,ShipDateKey,20200209
490,17238,ShipDateKey,20200219
478,13185,ShipDateKey,20200324
574,25735,ShipDateKey,20200609
604,24176,ShipDateKey,20200915
590,16712,ShipDateKey,20200422
536,16613,ShipDateKey,20200827
530,26977,ShipDateKey,20200805
214,17428,ShipDateKey,20200607
382,25034,ShipDateKey,20200627
479,25693,ShipDateKey,20201220
362,14325,ShipDateKey,20191001
473,14158,ShipDateKey,20201027
237,26002,ShipDateKey,20201110
528,20130,ShipDateKey,20200207
485,17208,ShipDateKey,20200726
477,12702,ShipDateKey,20200528
222,16497,ShipDateKey,20201217
528,11971,ShipDateKey,20200422
538,22583,ShipDateKey,20200720
528,17027,ShipDateKey,20200209
479,25413,ShipDateKey,20200703
528,27686,ShipDateKey,20210204
389,14081,ShipDateKey,20190329
528,17289,ShipDateKey,20200422
537,11422,ShipDateKey,20200210
488,11752,ShipDateKey,20200306
225,13566,ShipDateKey,20200630
538,27503,ShipDateKey,20200810
217,24133,ShipDateKey,20200519
530,25514,ShipDateKey,20200622
537,13078,ShipDateKey,20200524
477,11032,ShipDateKey,20200818
481,18466,ShipDateKey,20210116
529,19002,ShipDateKey,20201217
225,21903,ShipDateKey,20200324
528,17468,ShipDateKey,20201117
467,26457,ShipDateKey,20200318
561,13576,ShipDateKey,20200628
528,11138,ShipDateKey,20210107
222,17295,ShipDateKey,20201105
480,13959,ShipDateKey,20200828
477,26942,ShipDateKey,20200701
480,15922,ShipDateKey,20200223
528,17808,ShipDateKey,20200302
480,26821,ShipDateKey,20200612
477,13597,ShipDateKey,20200826
485,16055,ShipDateKey,20200420
587,19447,ShipDateKey,20201209
569,28828,ShipDateKey,20200323
359,14155,ShipDateKey,20201012
381,25231,ShipDateKey,20191218
477,14031,ShipDateKey,20200824
471,15286,ShipDateKey,20201118
222,11506,ShipDateKey,20200511
353,17767,ShipDateKey,20201222
530,27703,ShipDateKey,20200629
217,11331,ShipDateKey,20200320
217,27970,ShipDateKey,20200411
528,14475,ShipDateKey,20200424
536,19578,ShipDateKey,20200711
485,13490,ShipDateKey,20200318
565,28500,ShipDateKey,20200720
217,11341,ShipDateKey,20200726
478,22337,ShipDateKey,20201021
357,13735,ShipDateKey,20210104
529,28379,ShipDateKey,20200417
478,21288,ShipDateKey,20200504
479,18240,ShipDateKey,20200115
477,13237,ShipDateKey,20200508
529,25657,ShipDateKey,20200428
222,16400,ShipDateKey,20200203
477,12919,ShipDateKey,20200219
485,17442,ShipDateKey,20200303
561,11112,ShipDateKey,20200909
485,16968,ShipDateKey,20201125
465,11619,ShipDateKey,20200415
528,16407,ShipDateKey,20201023
490,18518,ShipDateKey,20201229
355,13220,ShipDateKey,20200408
528,23050,ShipDateKey,20200211
478,17385,ShipDateKey,20201008
485,15904,ShipDateKey,20200607
530,16282,ShipDateKey,20200520
477,22588,ShipDateKey,20200716
479,29298,ShipDateKey,20201031
491,29327,ShipDateKey,20200716
539,28983,ShipDateKey,20200818
485,17841,ShipDateKey,20200706
214,23514,ShipDateKey,20201003
530,19642,ShipDateKey,20200623
484,21373,ShipDateKey,20200319
353,11295,ShipDateKey,20200116
606,23515,ShipDateKey,20200927
537,11703,ShipDateKey,20201123
529,15826,ShipDateKey,20201015
487,18998,ShipDateKey,20201213
528,26688,ShipDateKey,20200406
225,21398,ShipDateKey,20201202
382,22656,SalesOrderNumber,SO54873
485,12089,SalesOrderNumber,SO52146
490,17238,SalesOrderNumber,SO52623
478,13185,SalesOrderNumber,SO54552
574,25735,SalesOrderNumber,SO59342
604,24176,SalesOrderNumber,SO66008
590,16712,SalesOrderNumber,SO56258
536,16613,SalesOrderNumber,SO64613
530,26977,SalesOrderNumber,SO63048
214,17428,SalesOrderNumber,SO59167
382,25034,SalesOrderNumber,SO60552
479,25693,SalesOrderNumber,SO73009
362,14325,SalesOrderNumber,SO49784
473,14158,SalesOrderNumber,SO68748
237,26002,SalesOrderNumber,SO69994
528,20130,SalesOrderNumber,SO52046
485,17208,SalesOrderNumber,SO62427
477,12702,SalesOrderNumber,SO58404
222,16497,SalesOrderNumber,SO72764
528,11971,SalesOrderNumber,SO56255
538,22583,SalesOrderNumber,SO62087
528,17027,SalesOrderNumber,SO52129
479,25413,SalesOrderNumber,SO60942
528,27686,SalesOrderNumber,SO75090
389,14081,SalesOrderNumber,SO47607
528,17289,SalesOrderNumber,SO56229
537,11422,SalesOrderNumber,SO52160
488,11752,SalesOrderNumber,SO53410
225,13566,SalesOrderNumber,SO60725
538,27503,SalesOrderNumber,SO63511
217,24133,SalesOrderNumber,SO57879
530,25514,SalesOrderNumber,SO60223
537,13078,SalesOrderNumber,SO58183
477,11032,SalesOrderNumber,SO64042
481,18466,SalesOrderNumber,SO74506
529,19002,SalesOrderNumber,SO72782
225,21903,SalesOrderNumber,SO54584
528,17468,SalesOrderNumber,SO70477
467,26457,SalesOrderNumber,SO54209
561,13576,SalesOrderNumber,SO60625
528,11138,SalesOrderNumber,SO74246
222,17295,SalesOrderNumber,SO69633
480,13959,SalesOrderNumber,SO64721
477,26942,SalesOrderNumber,SO60829
480,15922,SalesOrderNumber,SO52872
528,17808,SalesOrderNumber,SO53219
480,26821,SalesOrderNumber,SO59532
477,13597,SalesOrderNumber,SO64581
485,16055,SalesOrderNumber,SO56159
587,19447,SalesOrderNumber,SO72137
569,28828,SalesOrderNumber,SO54517
359,14155,SalesOrderNumber,SO67778
381,25231,SalesOrderNumber,SO50912
477,14031,SalesOrderNumber,SO64434
471,15286,SalesOrderNumber,SO70547
222,11506,SalesOrderNumber,SO57438
353,17767,SalesOrderNumber,SO73116
530,27703,SalesOrderNumber,SO60644
217,11331,SalesOrderNumber,SO54331
217,27970,SalesOrderNumber,SO55618
528,14475,SalesOrderNumber,SO56355
536,19578,SalesOrderNumber,SO61483
485,13490,SalesOrderNumber,SO54225
565,28500,SalesOrderNumber,SO62074
217,11341,SalesOrderNumber,SO62450
478,22337,SalesOrderNumber,SO68359
357,13735,SalesOrderNumber,SO74127
529,28379,SalesOrderNumber,SO55996
478,21288,SalesOrderNumber,SO56872
479,18240,SalesOrderNumber,SO51359
477,13237,SalesOrderNumber,SO57287
529,25657,SalesOrderNumber,SO56595
222,16400,SalesOrderNumber,SO51673
477,12919,SalesOrderNumber,SO52635
485,17442,SalesOrderNumber,SO53255
561,11112,SalesOrderNumber,SO65625
485,16968,SalesOrderNumber,SO71061
465,11619,SalesOrderNumber,SO55877
528,16407,SalesOrderNumber,SO68482
490,18518,SalesOrderNumber,SO73688
355,13220,SalesOrderNumber,SO55491
528,23050,SalesOrderNumber,SO52236
478,17385,SalesOrderNumber,SO67540
485,15904,SalesOrderNumber,SO59187
530,16282,SalesOrderNumber,SO57931
477,22588,SalesOrderNumber,SO61822
479,29298,SalesOrderNumber,SO69071
491,29327,SalesOrderNumber,SO61797
539,28983,SalesOrderNumber,SO64010
485,17841,SalesOrderNumber,SO61111
214,23514,SalesOrderNumber,SO67100
530,19642,SalesOrderNumber,SO60268
484,21373,SalesOrderNumber,SO54261
353,11295,SalesOrderNumber,SO51380
606,23515,SalesOrderNumber,SO66758
537,11703,SalesOrderNumber,SO70907
529,15826,SalesOrderNumber,SO67979
487,18998,SalesOrderNumber,SO72505
528,26688,SalesOrderNumber,SO55346
225,21398,SalesOrderNumber,SO71516
382,22656,SalesAmount,1120.49
485,12089,SalesAmount,21.98
490,17238,SalesAmount,53.99
478,13185,SalesAmount,9.99
574,25735,SalesAmount,2384.07
604,24176,SalesAmount,539.99
590,16712,SalesAmount,769.49
536,16613,SalesAmount,29.99
530,26977,SalesAmount,4.99
214,17428,SalesAmount,34.99
382,25034,SalesAmount,1120.49
479,25693,SalesAmount,8.99
362,14325,SalesAmount,2049.0982
473,14158,SalesAmount,63.5
237,26002,SalesAmount,49.99
528,20130,SalesAmount,4.99
485,17208,SalesAmount,21.98
477,12702,SalesAmount,4.99
222,16497,SalesAmount,34.99
528,11971,SalesAmount,4.99
538,22583,SalesAmount,21.49
528,17027,SalesAmount,4.99
479,25413,SalesAmount,8.99
528,27686,SalesAmount,4.99
389,14081,SalesAmount,1000.4375
528,17289,SalesAmount,4.99
537,11422,SalesAmount,35.0
488,11752,SalesAmount,53.99
225,13566,SalesAmount,8.99
538,27503,SalesAmount,21.49
217,24133,SalesAmount,34.99
530,25514,SalesAmount,4.99
537,13078,SalesAmount,35.0
477,11032,SalesAmount,4.99
481,18466,SalesAmount,8.99
529,19002,SalesAmount,3.99
225,21903,SalesAmount,8.99
528,17468,SalesAmount,4.99
467,26457,SalesAmount,24.49
561,13576,SalesAmount,2384.07
528,11138,SalesAmount,4.99
222,17295,SalesAmount,34.99
480,13959,SalesAmount,2.29
477,26942,SalesAmount,4.99
480,15922,SalesAmount,2.29
528,17808,SalesAmount,4.99
480,26821,SalesAmount,2.29
477,13597,SalesAmount,4.99
485,16055,SalesAmount,21.98
587,19447,SalesAmount,769.49
569,28828,SalesAmount,742.35
359,14155,SalesAmount,2294.99
381,25231,SalesAmount,1000.4375
477,14031,SalesAmount,4.99
471,15286,SalesAmount,63.5
222,11506,SalesAmount,34.99
353,17767,SalesAmount,2319.99
530,27703,SalesAmount,4.99
217,11331,SalesAmount,34.99
217,27970,SalesAmount,34.99
528,14475,SalesAmount,4.99
536,19578,SalesAmount,29.99
485,13490,SalesAmount,21.98
565,28500,SalesAmount,742.35
217,11341,SalesAmount,34.99
478,22337,SalesAmount,9.99
357,13735,SalesAmount,2319.99
529,28379,SalesAmount,3.99
478,21288,SalesAmount,9.99
479,18240,SalesAmount,8.99
477,13237,SalesAmount,4.99
529,25657,SalesAmount,3.99
222,16400,SalesAmount,34.99
477,12919,SalesAmount,4.99
485,17442,SalesAmount,21.98
561,11112,SalesAmount,2384.07
485,16968,SalesAmount,21.98
465,11619,SalesAmount,24.49
528,16407,SalesAmount,4.99
490,18518,SalesAmount,53.99
355,13220,SalesAmount,2319.99
528,23050,SalesAmount,4.99
478,17385,SalesAmount,9.99
485,15904,SalesAmount,21.98
530,16282,SalesAmount,4.99
477,22588,SalesAmount,4.99
479,29298,SalesAmount,8.99
491,29327,SalesAmount,53.99
539,28983,SalesAmount,24.99
485,17841,SalesAmount,21.98
214,23514,SalesAmount,34.99
530,19642,SalesAmount,4.99
484,21373,SalesAmount,7.95
353,11295,SalesAmount,2319.99
606,23515,SalesAmount,539.99
537,11703,SalesAmount,35.0
529,15826,SalesAmount,3.99
487,18998,SalesAmount,54.99
528,26688,SalesAmount,4.99
225,21398,SalesAmount,8.99
382,22656,SalesCountry,United Kingdom
485,12089,SalesCountry,Canada
490,17238,SalesCountry,Australia
478,13185,SalesCountry,Canada
574,25735,SalesCountry,Germany
604,24176,SalesCountry,Australia
590,16712,SalesCountry,Australia
536,16613,SalesCountry,Australia
530,26977,SalesCountry,Germany
214,17428,SalesCountry,United States
382,25034,SalesCountry,Australia
479,25693,SalesCountry,France
362,14325,SalesCountry,Australia
473,14158,SalesCountry,United Kingdom
237,26002,SalesCountry,United States
528,20130,SalesCountry,Canada
485,17208,SalesCountry,Germany
477,12702,SalesCountry,Australia
222,16497,SalesCountry,Canada
528,11971,SalesCountry,United States
538,22583,SalesCountry,Australia
528,17027,SalesCountry,Canada
479,25413,SalesCountry,United States
528,27686,SalesCountry,Australia
389,14081,SalesCountry,United States
528,17289,SalesCountry,Australia
537,11422,SalesCountry,United Kingdom
488,11752,SalesCountry,Australia
225,13566,SalesCountry,Germany
538,27503,SalesCountry,United States
217,24133,SalesCountry,France
530,25514,SalesCountry,France
537,13078,SalesCountry,Australia
477,11032,SalesCountry,Australia
481,18466,SalesCountry,Australia
529,19002,SalesCountry,United States
225,21903,SalesCountry,United States
528,17468,SalesCountry,Canada
467,26457,SalesCountry,United States
561,13576,SalesCountry,United Kingdom
528,11138,SalesCountry,United States
222,17295,SalesCountry,Australia
480,13959,SalesCountry,Australia
477,26942,SalesCountry,United Kingdom
480,15922,SalesCountry,United Kingdom
528,17808,SalesCountry,United Kingdom
480,26821,SalesCountry,Germany
477,13597,SalesCountry,Germany
485,16055,SalesCountry,Germany
587,19447,SalesCountry,France
569,28828,SalesCountry,United States
359,14155,SalesCountry,United Kingdom
381,25231,SalesCountry,Australia
477,14031,SalesCountry,Australia
471,15286,SalesCountry,United States
222,11506,SalesCountry,Canada
353,17767,SalesCountry,France
530,27703,SalesCountry,Australia
217,11331,SalesCountry,Canada
217,27970,SalesCountry,Australia
528,14475,SalesCountry,United States
536,19578,SalesCountry,Australia
485,13490,SalesCountry,United States
565,28500,SalesCountry,Germany
217,11341,SalesCountry,United Kingdom
478,22337,SalesCountry,United States
357,13735,SalesCountry,United States
529,28379,SalesCountry,France
478,21288,SalesCountry,United States
479,18240,SalesCountry,Australia
477,13237,SalesCountry,United States
529,25657,SalesCountry,United Kingdom
222,16400,SalesCountry,France
477,12919,SalesCountry,Canada
485,17442,SalesCountry,Canada
561,11112,SalesCountry,Australia
485,16968,SalesCountry,United States
465,11619,SalesCountry,Canada
528,16407,SalesCountry,United Kingdom
490,18518,SalesCountry,United States
355,13220,SalesCountry,United States
528,23050,SalesCountry,United States
478,17385,SalesCountry,Canada
485,15904,SalesCountry,United States
530,16282,SalesCountry,United Kingdom
477,22588,SalesCountry,United Kingdom
479,29298,SalesCountry,Australia
491,29327,SalesCountry,United States
539,28983,SalesCountry,United States
485,17841,SalesCountry,United Kingdom
214,23514,SalesCountry,United States
530,19642,SalesCountry,Canada
484,21373,SalesCountry,Australia
353,11295,SalesCountry,United States
606,23515,SalesCountry,United States
537,11703,SalesCountry,United States
529,15826,SalesCountry,Canada
487,18998,SalesCountry,United States
528,26688,SalesCountry,United States
225,21398,SalesCountry,United States
382,22656,SalesRegion,United Kingdom
485,12089,SalesRegion,Canada
490,17238,SalesRegion,Australia
478,13185,SalesRegion,Canada
574,25735,SalesRegion,Germany
604,24176,SalesRegion,Australia
590,16712,SalesRegion,Australia
536,16613,SalesRegion,Australia
530,26977,SalesRegion,Germany
214,17428,SalesRegion,Southwest
382,25034,SalesRegion,Australia
479,25693,SalesRegion,France
362,14325,SalesRegion,Australia
473,14158,SalesRegion,United Kingdom
237,26002,SalesRegion,Northwest
528,20130,SalesRegion,Canada
485,17208,SalesRegion,Germany
477,12702,SalesRegion,Australia
222,16497,SalesRegion,Canada
528,11971,SalesRegion,Southwest
538,22583,SalesRegion,Australia
528,17027,SalesRegion,Canada
479,25413,SalesRegion,Northwest
528,27686,SalesRegion,Australia
389,14081,SalesRegion,Southwest
528,17289,SalesRegion,Australia
537,11422,SalesRegion,United Kingdom
488,11752,SalesRegion,Australia
225,13566,SalesRegion,Germany
538,27503,SalesRegion,Central
217,24133,SalesRegion,France
530,25514,SalesRegion,France
537,13078,SalesRegion,Australia
477,11032,SalesRegion,Australia
481,18466,SalesRegion,Australia
529,19002,SalesRegion,Northwest
225,21903,SalesRegion,Southwest
528,17468,SalesRegion,Canada
467,26457,SalesRegion,Northwest
561,13576,SalesRegion,United Kingdom
528,11138,SalesRegion,Southwest
222,17295,SalesRegion,Australia
480,13959,SalesRegion,Australia
477,26942,SalesRegion,United Kingdom
480,15922,SalesRegion,United Kingdom
528,17808,SalesRegion,United Kingdom
480,26821,SalesRegion,Germany
477,13597,SalesRegion,Germany
485,16055,SalesRegion,Germany
587,19447,SalesRegion,France
569,28828,SalesRegion,Southwest
359,14155,SalesRegion,United Kingdom
381,25231,SalesRegion,Australia
477,14031,SalesRegion,Australia
471,15286,SalesRegion,Northwest
222,11506,SalesRegion,Canada
353,17767,SalesRegion,France
530,27703,SalesRegion,Australia
217,11331,SalesRegion,Canada
217,27970,SalesRegion,Australia
528,14475,SalesRegion,Northwest
536,19578,SalesRegion,Australia
485,13490,SalesRegion,Southwest
565,28500,SalesRegion,Germany
217,11341,SalesRegion,United Kingdom
478,22337,SalesRegion,Southwest
357,13735,SalesRegion,Northwest
529,28379,SalesRegion,France
478,21288,SalesRegion,Southwest
479,18240,SalesRegion,Australia
477,13237,SalesRegion,Southwest
529,25657,SalesRegion,United Kingdom
222,16400,SalesRegion,France
477,12919,SalesRegion,Canada
485,17442,SalesRegion,Canada
561,11112,SalesRegion,Australia
485,16968,SalesRegion,Southwest
465,11619,SalesRegion,Canada
528,16407,SalesRegion,United Kingdom
490,18518,SalesRegion,Northwest
355,13220,SalesRegion,Southwest
528,23050,SalesRegion,Northwest
478,17385,SalesRegion,Canada
485,15904,SalesRegion,Southwest
530,16282,SalesRegion,United Kingdom
477,22588,SalesRegion,United Kingdom
479,29298,SalesRegion,Australia
491,29327,SalesRegion,Northwest
539,28983,SalesRegion,Southwest
485,17841,SalesRegion,United Kingdom
214,23514,SalesRegion,Northwest
530,19642,SalesRegion,Canada
484,21373,SalesRegion,Australia
353,11295,SalesRegion,Southwest
606,23515,SalesRegion,Southwest
537,11703,SalesRegion,Southwest
529,15826,SalesRegion,Canada
487,18998,SalesRegion,Northwest
528,26688,SalesRegion,Northwest
225,21398,SalesRegion,Southwest
