ProductID,ManufacturerName,ProductName,Description,CategoryName,Price,CostPrice
290,"SAMSUNG","SAMSUNG sw9","monetize frictionless schemas","Smart watch",2062.07,1855.86
347,"SAMSUNG","SAMSUNG�REF1","aggregate intuitive infrastructures","Refrigerators",1990.44,1791.4
348,"SAMSUNG","SAMSUNG�REF2","cultivate wireless niches","Refrigerators",1111.61,1000.45
349,"SAMSUNG","SAMSUNG�REF3","enhance best-of-breed applications","Refrigerators",906.85,816.17
350,"SAMSUNG","SAMSUNG�REF4","evolve extensible methodologies","Refrigerators",1542.94,1388.65
351,"SAMSUNG","SAMSUNG�REF5","productize clicks-and-mortar channels","Refrigerators",1541.29,1387.16
352,"SAMSUNG","SAMSUNG�REF6","visualize proactive ROI","Refrigerators",1070.66,963.59
353,"SAMSUNG","SAMSUNG�REF7","engage holistic users","Refrigerators",197.5,177.75
354,"SAMSUNG","SAMSUNG�REF8","repurpose e-business e-tailers","Refrigerators",1614.79,1453.31
355,"SAMSUNG","SAMSUNG�REF9","mesh 24/7 convergence","Refrigerators",2292.11,2062.9
356,"SAMSUNG","SAMSUNG�REF10","expedite plug-and-play metrics","Refrigerators",1819.55,1637.6
357,"SAMSUNG","SAMSUNG�REF11","productize B2B channels","Refrigerators",197.3,177.57
423,"SAMSUNG","SAMSUNG�Freez1","deliver viral platforms","Freezers",1868.22,1681.4
424,"SAMSUNG","SAMSUNG�Freez2","transform value-added content","Freezers",1210.09,1089.08
425,"SAMSUNG","SAMSUNG�Freez3","e-enable dynamic web-readiness","Freezers",1216.37,1094.73
426,"SAMSUNG","SAMSUNG�Freez4","e-enable intuitive users","Freezers",1920.6,1728.54
427,"SAMSUNG","SAMSUNG�Freez5","embrace user-centric vortals","Freezers",1371.99,1234.79
428,"SAMSUNG","SAMSUNG�Freez6","innovate leading-edge networks","Freezers",153.15,137.84
429,"SAMSUNG","SAMSUNG�Freez7","enable holistic e-commerce","Freezers",1722.26,1550.03
430,"SAMSUNG","SAMSUNG�Freez8","repurpose ubiquitous vortals","Freezers",1901.73,1711.56
431,"SAMSUNG","SAMSUNG�Freez9","enable sticky portals","Freezers",118.11,106.3
490,"SAMSUNG","SAMSUNG OV1","engineer killer interfaces","oven",2638.17,2374.35
491,"SAMSUNG","SAMSUNG OV2","transition best-of-breed infrastructures","oven",1858.31,1672.48
492,"SAMSUNG","SAMSUNG OV3","incubate rich supply-chains","oven",2544.55,2290.1
493,"SAMSUNG","SAMSUNG OV4","recontextualize dot-com action-items","oven",1287.57,1158.81
494,"SAMSUNG","SAMSUNG OV5","harness sexy infrastructures","oven",240.93,216.84
495,"SAMSUNG","SAMSUNG OV6","revolutionize holistic synergies","oven",482.95,434.66
496,"SAMSUNG","SAMSUNG OV7","generate open-source partnerships","oven",1958.54,1762.69
497,"SAMSUNG","SAMSUNG OV8","synthesize compelling e-services","oven",1263.39,1137.05
498,"SAMSUNG","SAMSUNG OV9","matrix killer e-tailers","oven",1101.42,991.28
554,"SAMSUNG","SAMSUNG MC1","morph interactive experiences","Multicooker",2091.31,1882.18
555,"SAMSUNG","SAMSUNG MC2","matrix dynamic platforms","Multicooker",1184.41,1065.97
556,"SAMSUNG","SAMSUNG MC3","target B2B e-commerce","Multicooker",1152.6,1037.34
557,"SAMSUNG","SAMSUNG MC4","brand compelling infrastructures","Multicooker",1189.33,1070.4
558,"SAMSUNG","SAMSUNG MC5","monetize enterprise web-readiness","Multicooker",1165.44,1048.9
559,"SAMSUNG","SAMSUNG MC6","utilize customized models","Multicooker",2643.06,2378.75
560,"SAMSUNG","SAMSUNG MC7","extend real-time e-commerce","Multicooker",884.85,796.37
561,"SAMSUNG","SAMSUNG MC8","enable B2B functionalities","Multicooker",1574.19,1416.77
606,"SAMSUNG","SAMSUNG SM1","deploy synergistic portals","sandwich maker",1200.29,1080.26
607,"SAMSUNG","SAMSUNG SM2","revolutionize extensible ROI","sandwich maker",2390.45,2151.41
608,"SAMSUNG","SAMSUNG SM3","architect customized partnerships","sandwich maker",1995.67,1796.1
609,"SAMSUNG","SAMSUNG SM4","enable strategic paradigms","sandwich maker",1178.84,1060.96
610,"SAMSUNG","SAMSUNG SM5","redefine transparent ROI","sandwich maker",1630.13,1467.12
611,"SAMSUNG","SAMSUNG SM6","incubate synergistic infrastructures","sandwich maker",1128.52,1015.67
612,"SAMSUNG","SAMSUNG SM7","unleash real-time web-readiness","sandwich maker",2395.23,2155.71
613,"SAMSUNG","SAMSUNG SM8","aggregate leading-edge metrics","sandwich maker",178.72,160.85
614,"SAMSUNG","SAMSUNG SM9","evolve proactive action-items","sandwich maker",1074.22,966.8
615,"SAMSUNG","SAMSUNG SM10","integrate customized networks","sandwich maker",1177.55,1059.8
616,"SAMSUNG","SAMSUNG SM11","revolutionize collaborative synergies","sandwich maker",1525.42,1372.88
617,"SAMSUNG","SAMSUNG SM12","e-enable world-class platforms","sandwich maker",1175.94,1058.35
708,"SAMSUNG","SAMSUNG�FR1","grow leading-edge markets","Fryer",1543.06,1388.75
709,"SAMSUNG","SAMSUNG�FR2","embrace e-business initiatives","Fryer",2622.36,2360.12
710,"SAMSUNG","SAMSUNG�FR3","synthesize back-end vortals","Fryer",1348.33,1213.5
711,"SAMSUNG","SAMSUNG�FR4","redefine impactful networks","Fryer",1091.41,982.27
712,"SAMSUNG","SAMSUNG�FR5","syndicate interactive e-markets","Fryer",1167.23,1050.51
713,"SAMSUNG","SAMSUNG�FR6","enhance holistic portals","Fryer",2465.74,2219.17
714,"SAMSUNG","SAMSUNG�FR7","whiteboard cross-platform infrastructures","Fryer",1771.04,1593.94
715,"SAMSUNG","SAMSUNG�FR8","engineer cross-media infomediaries","Fryer",1431.94,1288.75
716,"SAMSUNG","SAMSUNG�FR9","envisioneer robust synergies","Fryer",2255.9,2030.31
717,"SAMSUNG","SAMSUNG�FR10","transform cross-platform eyeballs","Fryer",1161.11,1045
718,"SAMSUNG","SAMSUNG�FR11","cultivate vertical action-items","Fryer",1567.19,1410.47
719,"SAMSUNG","SAMSUNG�FR12","repurpose rich web-readiness","Fryer",1899.3,1709.37
860,"SAMSUNG","SAMSUNG CoffeeG1","envisioneer virtual interfaces","coffee grinder",1087.42,978.68
861,"SAMSUNG","SAMSUNG CoffeeG2","matrix global e-business","coffee grinder",1457.28,1311.55
862,"SAMSUNG","SAMSUNG CoffeeG3","streamline rich paradigms","coffee grinder",1500.42,1350.38
863,"SAMSUNG","SAMSUNG CoffeeG4","leverage bleeding-edge infomediaries","coffee grinder",1063.9,957.51
864,"SAMSUNG","SAMSUNG CoffeeG5","integrate compelling infomediaries","coffee grinder",1276.15,1148.54
865,"SAMSUNG","SAMSUNG CoffeeG6","syndicate extensible architectures","coffee grinder",1289.22,1160.3
866,"SAMSUNG","SAMSUNG CoffeeG7","extend synergistic relationships","coffee grinder",1219.78,1097.8
867,"SAMSUNG","SAMSUNG EK1","optimize best-of-breed convergence","Electric kettle",2309.8,2078.82
868,"SAMSUNG","SAMSUNG EK2","evolve end-to-end experiences","Electric kettle",208.47,187.62
924,"SAMSUNG","SAMSUNG DM1","syndicate distributed users","Drying machine",1135.72,1022.15
925,"SAMSUNG","SAMSUNG DM2","extend killer paradigms","Drying machine",130.59,117.53
926,"SAMSUNG","SAMSUNG DM3","enhance impactful communities","Drying machine",1929.11,1736.2
927,"SAMSUNG","SAMSUNG DM4","productize out-of-the-box methodologies","Drying machine",138.74,124.87
928,"SAMSUNG","SAMSUNG SR1","repurpose vertical systems","Steamer",1356.78,1221.1
929,"SAMSUNG","SAMSUNG SR2","matrix revolutionary infrastructures","Steamer",1369.75,1232.78
930,"SAMSUNG","SAMSUNG SR3","leverage turn-key infomediaries","Steamer",1848.7,1663.83
931,"SAMSUNG","SAMSUNG SR4","monetize bleeding-edge users","Steamer",1450.1,1305.09
976,"SAMSUNG","SAMSUNG RVC1","leverage sticky methodologies","Robot vacuum cleaner",1415.43,1273.89
977,"SAMSUNG","SAMSUNG RVC2","architect next-generation communities","Robot vacuum cleaner",1198.72,1078.85
978,"SAMSUNG","SAMSUNG Cam1","expedite enterprise architectures","Camera",265.17,238.65
979,"SAMSUNG","SAMSUNG Cam2","morph 24/7 initiatives","Camera",1135.47,1021.92
980,"SAMSUNG","SAMSUNG Cam3","benchmark interactive architectures","Camera",1483.81,1335.43
981,"SAMSUNG","SAMSUNG Cam4","strategize bricks-and-clicks systems","Camera",1456.75,1311.08
982,"SAMSUNG","SAMSUNG Cam5","disintermediate strategic e-commerce","Camera",2056.27,1850.64
983,"SAMSUNG","SAMSUNG Cam6","scale real-time bandwidth","Camera",1657.46,1491.71
984,"SAMSUNG","SAMSUNG Cam7","syndicate plug-and-play bandwidth","Camera",1325.68,1193.11
985,"SAMSUNG","SAMSUNG Cam8","matrix best-of-breed relationships","Camera",1917.35,1725.62
986,"SAMSUNG","SAMSUNG Cam9","reinvent dot-com vortals","Camera",1522.12,1369.91
987,"SAMSUNG","SAMSUNG Cam10","engage virtual eyeballs","Camera",1240.98,1116.88
1,"XIAOMI","Xiaomi Redmi Note 10S","leverage best-of-breed solutions","Smartphone",421.91,379.72
2,"XIAOMI","Xiaomi Poco F3","repurpose scalable convergence","Smartphone",350.2,315.18
3,"XIAOMI","Xiaomi Redmi Note 11","revolutionize leading-edge synergies","Smartphone",358,322.2
4,"XIAOMI","XiaomiRedmi10","embrace clicks-and-mortar infrastructures","Smartphone",200.5,180.45
5,"XIAOMI","Xiaomi 11T","leverage killer functionalities","Smartphone",750,675
6,"XIAOMI","Xiaomi POCO M4 Pro 5G","synergize value-added synergies","Smartphone",460.2,414.18
7,"XIAOMI","XiaomiRedmi9C�","incubate magnetic mindshare","Smartphone",650,585
8,"XIAOMI","XiaomiRedmi9A","orchestrate interactive bandwidth","Smartphone",1187.92,1069.13
9,"XIAOMI","POCO M3 Pro","productize open-source vortals","Smartphone",1553.63,1398.27
10,"XIAOMI","Xiaomi 11 Lite","engage out-of-the-box applications","Smartphone",1162.53,1046.28
11,"XIAOMI","XiaomiRedmiPro","seize bricks-and-clicks applications","Smartphone",1959.12,1763.21
12,"XIAOMI","XiaomiM3 Pro","reintermediate proactive web-readiness","Smartphone",1016.53,914.88
13,"XIAOMI","XiaomiM5 Pro","synergize interactive relationships","Smartphone",1381.33,1243.2
14,"XIAOMI","XiaomiM4 Pro","benchmark one-to-one interfaces","Smartphone",1642.15,1477.94
121,"XIAOMI","XIAOMI Mi1","exploit end-to-end experiences","Portable chargers",1741.45,1567.31
122,"XIAOMI","XIAOMI Mi2","engineer clicks-and-mortar bandwidth","Portable chargers",564.85,508.37
123,"XIAOMI","XIAOMI Mi3","facilitate transparent e-tailers","Portable chargers",1912.82,1721.54
124,"XIAOMI","XIAOMI Mi4","revolutionize killer e-tailers","Portable chargers",497.22,447.5
125,"XIAOMI","XIAOMI Mi5","grow impactful models","Portable chargers",1073.44,966.1
126,"XIAOMI","XIAOMI Mi6","envisioneer end-to-end eyeballs","Portable chargers",1948.1,1753.29
127,"XIAOMI","XIAOMI Mi7","enable sexy supply-chains","Portable chargers",1755.79,1580.21
222,"XIAOMI","Mi L1","utilize granular niches","LapTop",1512.83,1361.55
223,"XIAOMI","Mi L2","incubate 24/365 applications","LapTop",1044.2,939.78
224,"XIAOMI","Mi L3","benchmark B2C convergence","LapTop",1254.27,1128.84
225,"XIAOMI","Mi L4","generate ubiquitous e-services","LapTop",1698.67,1528.8
226,"XIAOMI","Mi L5","morph open-source deliverables","LapTop",1310.32,1179.29
227,"XIAOMI","Mi L6","brand clicks-and-mortar solutions","LapTop",1043.34,939.01
228,"XIAOMI","Mi L7","synergize bricks-and-clicks eyeballs","LapTop",1805.48,1624.93
229,"XIAOMI","Mi L8","whiteboard seamless e-tailers","LapTop",353.7,318.33
230,"XIAOMI","Mi L9","innovate cross-media methodologies","LapTop",1396.8,1257.12
231,"XIAOMI","Mi L10","empower vertical niches","LapTop",2380.16,2142.14
232,"XIAOMI","Mi L11","morph front-end systems","LapTop",573.42,516.08
233,"XIAOMI","Mi L12","implement user-centric e-services","LapTop",1005.33,904.8
273,"XIAOMI","XIAOMI sw1","morph cross-media architectures","Smart watch",1563.61,1407.25
274,"XIAOMI","XIAOMI sw2","mesh cutting-edge e-markets","Smart watch",1030.59,927.53
275,"XIAOMI","XIAOMI sw3","deliver world-class interfaces","Smart watch",1143.68,1029.31
276,"XIAOMI","XIAOMI sw4","disintermediate ubiquitous infrastructures","Smart watch",1033.29,929.96
277,"XIAOMI","XIAOMI sw5","redefine vertical networks","Smart watch",1143.11,1028.8
278,"XIAOMI","XIAOMI sw6","streamline scalable e-tailers","Smart watch",1105.3,994.77
279,"XIAOMI","XIAOMI sw7","productize robust e-tailers","Smart watch",1066.88,960.19
280,"XIAOMI","XIAOMI sw8","leverage dynamic supply-chains","Smart watch",140.11,126.1
281,"XIAOMI","XIAOMI sw9","whiteboard 24/7 e-business","Smart watch",2366.91,2130.22
333,"XIAOMI","XIAOMI�REF1","e-enable cross-platform schemas","Refrigerators",1525.2,1372.68
334,"XIAOMI","XIAOMI�REF2","engineer intuitive architectures","Refrigerators",1582.77,1424.49
335,"XIAOMI","XIAOMI�REF3","incentivize web-enabled infrastructures","Refrigerators",1294.17,1164.75
336,"XIAOMI","XIAOMI�REF4","reinvent next-generation content","Refrigerators",1784.25,1605.83
337,"XIAOMI","XIAOMI�REF5","disintermediate holistic e-business","Refrigerators",1235.63,1112.07
338,"XIAOMI","XIAOMI�REF6","transition back-end partnerships","Refrigerators",1824.82,1642.34
339,"XIAOMI","XIAOMI�REF7","aggregate out-of-the-box metrics","Refrigerators",1697.8,1528.02
340,"XIAOMI","XIAOMI�REF8","streamline impactful web services","Refrigerators",1240.55,1116.5
341,"XIAOMI","XIAOMI�REF9","incubate best-of-breed e-markets","Refrigerators",422.94,380.65
342,"XIAOMI","XIAOMI�REF10","redefine extensible e-tailers","Refrigerators",2335.12,2101.61
343,"XIAOMI","XIAOMI�REF11","engineer out-of-the-box eyeballs","Refrigerators",1890.02,1701.02
344,"XIAOMI","XIAOMI�REF12","productize seamless e-tailers","Refrigerators",2764.7,2488.23
345,"XIAOMI","XIAOMI�REF13","innovate sexy e-tailers","Refrigerators",1992.56,1793.3
346,"XIAOMI","XIAOMI�REF14","productize e-business web-readiness","Refrigerators",355.11,319.6
441,"XIAOMI","XIAOMI�Freez1","integrate impactful deliverables","Freezers",126.09,113.48
442,"XIAOMI","XIAOMI�Freez2","productize magnetic technologies","Freezers",1075.69,968.12
443,"XIAOMI","XIAOMI�Freez3","synergize web-enabled relationships","Freezers",1058.78,952.9
444,"XIAOMI","XIAOMI�Freez4","synthesize B2C relationships","Freezers",1978.54,1780.69
445,"XIAOMI","XIAOMI�Freez5","iterate best-of-breed vortals","Freezers",2640.81,2376.73
446,"XIAOMI","XIAOMI�Freez6","transition impactful e-commerce","Freezers",1261.07,1134.96
447,"XIAOMI","XIAOMI�Freez7","benchmark scalable communities","Freezers",1332.25,1199.03
542,"XIAOMI","XIAOMI MW1","strategize web-enabled markets","microwave",1257.69,1131.92
543,"XIAOMI","XIAOMI MW2","visualize robust architectures","microwave",296.61,266.95
544,"XIAOMI","XIAOMI MW3","expedite back-end convergence","microwave",2077.01,1869.31
545,"XIAOMI","XIAOMI MW4","cultivate mission-critical web-readiness","microwave",1443.78,1299.4
546,"XIAOMI","XIAOMI MW5","monetize distributed eyeballs","microwave",1663.55,1497.2
547,"XIAOMI","XIAOMI MW6","cultivate ubiquitous communities","microwave",1172.15,1054.94
548,"XIAOMI","XIAOMI MC7","integrate visionary supply-chains","Multicooker",2009.02,1808.12
549,"XIAOMI","XIAOMI MC8","deliver 24/7 systems","Multicooker",1266.08,1139.47
550,"XIAOMI","XIAOMI MC9","benchmark back-end content","Multicooker",1906.43,1715.79
551,"XIAOMI","XIAOMI MC10","envisioneer leading-edge functionalities","Multicooker",806.13,725.52
552,"XIAOMI","XIAOMI MC11","enable B2C relationships","Multicooker",1703.65,1533.29
553,"XIAOMI","XIAOMI MC12","incentivize synergistic partnerships","Multicooker",428.17,385.35
592,"XIAOMI","XIAOMI EG1","optimize front-end eyeballs","electric grill",1465.2,1318.68
593,"XIAOMI","XIAOMI EG2","grow impactful deliverables","electric grill",1167.18,1050.46
594,"XIAOMI","XIAOMI EG3","matrix mission-critical web services","electric grill",1374.17,1236.75
595,"XIAOMI","XIAOMI SM1","synergize collaborative bandwidth","sandwich maker",1914.48,1723.03
596,"XIAOMI","XIAOMI SM2","synthesize B2B synergies","sandwich maker",1666.24,1499.62
597,"XIAOMI","XIAOMI SM3","unleash interactive paradigms","sandwich maker",320.1,288.09
598,"XIAOMI","XIAOMI SM4","architect best-of-breed infrastructures","sandwich maker",1731.51,1558.36
599,"XIAOMI","XIAOMI SM5","optimize holistic functionalities","sandwich maker",2798.53,2518.68
600,"XIAOMI","XIAOMI SM6","unleash B2C e-commerce","sandwich maker",2039.94,1835.95
601,"XIAOMI","XIAOMI SM7","monetize ubiquitous portals","sandwich maker",1069.76,962.78
602,"XIAOMI","XIAOMI SM8","facilitate enterprise users","sandwich maker",1456.06,1310.45
603,"XIAOMI","XIAOMI SM9","architect killer portals","sandwich maker",1718.9,1547.01
604,"XIAOMI","XIAOMI SM10","productize value-added interfaces","sandwich maker",1826.09,1643.48
605,"XIAOMI","XIAOMI SM11","incentivize transparent methodologies","sandwich maker",1069.61,962.65
694,"XIAOMI","XIAOMI�DB1","optimize frictionless technologies","Double boiler",1438.84,1294.96
695,"XIAOMI","XIAOMI�DB2","repurpose extensible supply-chains","Double boiler",1729.65,1556.69
696,"XIAOMI","XIAOMI�DB3","aggregate enterprise e-markets","Double boiler",2336.22,2102.6
697,"XIAOMI","XIAOMI�DB4","seize web-enabled e-business","Double boiler",1738.39,1564.55
698,"XIAOMI","XIAOMI�DB5","cultivate value-added markets","Double boiler",1110.91,999.82
699,"XIAOMI","XIAOMI�DB6","maximize transparent e-commerce","Double boiler",1569.31,1412.38
700,"XIAOMI","XIAOMI�DB7","extend front-end deliverables","Double boiler",1039.38,935.44
701,"XIAOMI","XIAOMI�DB8","redefine extensible methodologies","Double boiler",2037.85,1834.07
702,"XIAOMI","XIAOMI�DB9","evolve strategic bandwidth","Double boiler",1042.13,937.92
703,"XIAOMI","XIAOMI�DB10","target B2C methodologies","Double boiler",1336.79,1203.11
704,"XIAOMI","XIAOMI�DB11","expedite back-end e-commerce","Double boiler",1460.24,1314.22
705,"XIAOMI","XIAOMI�FR1","matrix bleeding-edge initiatives","Fryer",525.13,472.62
706,"XIAOMI","XIAOMI�FR2","reinvent frictionless applications","Fryer",625.98,563.38
707,"XIAOMI","XIAOMI�FR3","target out-of-the-box relationships","Fryer",1807.23,1626.51
912,"XIAOMI","XIAOMI WM1","incentivize 24/7 bandwidth","Washing machine",1420.49,1278.44
913,"XIAOMI","XIAOMI DM1","seize 24/7 applications","Drying machine",1339.72,1205.75
914,"XIAOMI","XIAOMI DM2","engineer synergistic bandwidth","Drying machine",1108.19,997.37
915,"XIAOMI","XIAOMI DM3","redefine web-enabled systems","Drying machine",2678.74,2410.87
916,"XIAOMI","XIAOMI DM4","engage sticky deliverables","Drying machine",2742.14,2467.93
917,"XIAOMI","XIAOMI DM5","matrix sticky interfaces","Drying machine",1865.19,1678.67
918,"XIAOMI","XIAOMI DM6","cultivate next-generation portals","Drying machine",1328.05,1195.25
919,"XIAOMI","XIAOMI DM7","disintermediate synergistic mindshare","Drying machine",210.82,189.74
920,"XIAOMI","XIAOMI DM8","benchmark strategic eyeballs","Drying machine",1898.23,1708.41
921,"XIAOMI","XIAOMI DM9","harness value-added channels","Drying machine",2766.72,2490.05
922,"XIAOMI","XIAOMI DM10","incubate dot-com applications","Drying machine",1907.04,1716.34
923,"XIAOMI","XIAOMI DM11","incentivize strategic communities","Drying machine",1266.54,1139.89
967,"XIAOMI","XIAOMI RVC1","syndicate proactive methodologies","Robot vacuum cleaner",1821.8,1639.62
968,"XIAOMI","XIAOMI RVC2","brand customized initiatives","Robot vacuum cleaner",1577.6,1419.84
969,"XIAOMI","XIAOMI RVC3","iterate dot-com e-tailers","Robot vacuum cleaner",1438.4,1294.56
970,"XIAOMI","XIAOMI RVC4","target vertical web-readiness","Robot vacuum cleaner",2722.42,2450.18
971,"XIAOMI","XIAOMI RVC5","aggregate cross-platform relationships","Robot vacuum cleaner",1038.41,934.57
972,"XIAOMI","XIAOMI RVC6","mesh global infomediaries","Robot vacuum cleaner",1647.45,1482.71
973,"XIAOMI","XIAOMI RVC7","utilize bricks-and-clicks functionalities","Robot vacuum cleaner",2871.19,2584.07
974,"XIAOMI","XIAOMI RVC8","seize B2B relationships","Robot vacuum cleaner",153.63,138.27
975,"XIAOMI","XIAOMI RVC9","facilitate seamless functionalities","Robot vacuum cleaner",1826.36,1643.72
103,"YOOBAO","YOOBAO1","embrace ubiquitous e-markets","Portable chargers",1690.33,1521.3
104,"YOOBAO","YOOBAO2","enable proactive models","Portable chargers",1412.92,1271.63
105,"YOOBAO","YOOBAO3","mesh cutting-edge methodologies","Portable chargers",1128.9,1016.01
106,"YOOBAO","YOOBAO4","embrace magnetic supply-chains","Portable chargers",1873.36,1686.02
107,"YOOBAO","YOOBAO5","optimize best-of-breed synergies","Portable chargers",165.44,148.9
108,"YOOBAO","YOOBAO6","enhance robust platforms","Portable chargers",1364.02,1227.62
109,"YOOBAO","YOOBAO7","optimize rich infrastructures","Portable chargers",1689.6,1520.64
110,"YOOBAO","YOOBAO8","extend holistic eyeballs","Portable chargers",1788.37,1609.53
111,"YOOBAO","YOOBAO9","enable cross-media infomediaries","Portable chargers",1595.77,1436.19
112,"TFN","Porta3","deliver transparent models","Portable chargers",1241.02,1116.92
113,"TFN","Porta4","architect visionary paradigms","Portable chargers",1289.58,1160.62
114,"TFN","Porta5","productize virtual relationships","Portable chargers",266.37,239.73
115,"TFN","Porta6","evolve B2B e-markets","Portable chargers",1328.74,1195.87
116,"CANYON","CANYON M1","benchmark synergistic infrastructures","Portable chargers",1111.03,999.93
117,"CANYON","CANYON M2","streamline customized supply-chains","Portable chargers",154.68,139.21
118,"CANYON","CANYON M3","redefine transparent supply-chains","Portable chargers",1885.42,1696.88
119,"CANYON","CANYON M4","envisioneer dot-com channels","Portable chargers",1337.83,1204.05
120,"CANYON","CANYON M5","productize impactful networks","Portable chargers",2914.7,2623.23
128,"RITMIX","RITMIX U1","synthesize impactful applications","Portable chargers",311.89,280.7
129,"RITMIX","RITMIX U2","iterate scalable convergence","Portable chargers",2739.41,2465.47
130,"RITMIX","RITMIX U3","recontextualize open-source niches","Portable chargers",1789.71,1610.74
131,"RITMIX","RITMIX U4","morph frictionless solutions","Portable chargers",1823.33,1641
132,"RITMIX","RITMIX U5","morph customized schemas","Portable chargers",1798.56,1618.7
133,"RITMIX","RITMIX U6","optimize best-of-breed functionalities","Portable chargers",1754.96,1579.46
134,"RITMIX","RITMIX U7","deliver value-added models","Portable chargers",1004.46,904.01
135,"ZMI","ZMI 1","target customized applications","Portable chargers",2823.15,2540.84
136,"ZMI","ZMI 2","integrate intuitive applications","Portable chargers",2907.51,2616.76
137,"ZMI","ZMI 3","target front-end architectures","Portable chargers",1084.67,976.2
138,"ZMI","ZMI 4","enhance B2C networks","Portable chargers",1864.45,1678.01
139,"ZMI","ZMI 5","transform clicks-and-mortar niches","Portable chargers",1328.49,1195.64
140,"Accesstyle","Accesstyle1","scale scalable e-tailers","Portable chargers",2431.7,2188.53
141,"Accesstyle","Accesstyle2","whiteboard strategic users","Portable chargers",133.44,120.1
142,"Accesstyle","Accesstyle3","harness real-time communities","Portable chargers",1815.26,1633.73
143,"OLMIO�","Ol1","recontextualize efficient niches","Portable chargers",1093.84,984.46
144,"OLMIO�","Ol2","engage revolutionary metrics","Portable chargers",1266.1,1139.49
145,"OLMIO�","Ol3","innovate viral schemas","Portable chargers",1273.51,1146.16
146,"OLMIO�","Ol4","redefine holistic niches","Portable chargers",1365.71,1229.14
147,"MIRU","MIRU W2","optimize proactive functionalities","Portable chargers",881.39,793.25
148,"MIRU","MIRU W3","extend clicks-and-mortar bandwidth","Portable chargers",1969.34,1772.41
149,"MIRU","MIRU W4","mesh compelling web-readiness","Portable chargers",272.93,245.64
