certificate_pk,issued_to,parent_certificate_fk,valid_from,valid_to,version,serial_number,subject,signature_algorithm,signature_hash,digital_signature_usage,content_commitment_usage,key_encipherment_usage,data_encipherment_usage,key_agreement_usage,key_cert_sign_usage,crl_sign_usage,encipher_only_usage,decipher_only_usage,extended_key_usage,vendor_fk,tags,devicecertificate_pk,certificate_fk,fqdn,device_fk,ipaddress_fk,valid_from2,valid_to2,serial_number2,ssl_version,cipher_suites,first_added,last_edited
"27","10.42.0.19","26",2016-09-27 00:00:00.000,2021-09-27 00:00:00.000,2,"C7CF98B48CC0BD81","/C=US/ST=California/L=Palo Alto/O=VMware/OU=VMware Engineering/CN=10.42.0.19/emailAddress=vmca@vmware.com","sha256WithRSAEncryption","4027839890",False,False,False,False,False,False,False,False,False,"","","","158","27","10.42.0.19","1079","39942",2021-08-03 00:00:00.000,2022-01-31 00:00:00.000,"C7CF98B48CC0BD81","TLSv1.3, TLSv1.2, TLSv1.1","",2021-08-03 17:59:22.146,2021-08-03 18:23:14.696
"12","Sentry Switched CDU","",2013-07-01 00:00:00.000,2023-07-01 00:00:00.000,2,"533777","/CN=Sentry Switched CDU","md5WithRSAEncryption","2776629818",False,False,False,False,False,False,False,False,False,"","","","123","12","Sentry Switched CDU","14155","39314",2013-07-01 00:00:00.000,2023-07-01 00:00:00.000,"533777","TLSv1.2","""TLSv1.2""=>""[\""TLS_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA256\"", \""TLS_RSA_WITH_AES_128_GCM_SHA256\""]""",2020-03-13 21:01:34.846,2020-08-24 11:54:44.976
"11","iDRAC6 default certificate","",2009-09-17 00:00:00.000,2019-09-15 00:00:00.000,2,"D655547D233CF47C","/C=US/ST=Texas/L=Round Rock/O=Dell Inc./OU=Remote Access Group/CN=iDRAC6 default certificate","sha1WithRSAEncryption","1978259825",False,False,False,False,False,False,False,False,False,"","","","127","11","iDRAC6 default certificate","5582","42004",2009-09-17 00:00:00.000,2019-09-15 00:00:00.000,"D655547D233CF47C","TLSv1.1, TLSv1.0, TLSv1.2","""TLSv1.0""=>""[\""TLS_RSA_EXPORT_WITH_RC4_40_MD5\"", \""TLS_RSA_WITH_RC4_128_MD5\"", \""TLS_RSA_WITH_RC4_128_SHA\"", \""TLS_RSA_EXPORT_WITH_RC2_CBC_40_MD5\"", \""TLS_RSA_WITH_IDEA_CBC_SHA\"", \""TLS_RSA_EXPORT_WITH_DES40_CBC_SHA\"", \""TLS_RSA_WITH_DES_CBC_SHA\"", \""TLS_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_DHE_RSA_EXPORT_WITH_DES40_CBC_SHA\"", \""TLS_DHE_RSA_WITH_DES_CBC_SHA\"", \""TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_RSA_WITH_SEED_CBC_SHA\"", \""TLS_DHE_RSA_WITH_SEED_CBC_SHA\""]"", ""TLSv1.1""=>""[\""TLS_RSA_EXPORT_WITH_RC4_40_MD5\"", \""TLS_RSA_WITH_RC4_128_MD5\"", \""TLS_RSA_WITH_RC4_128_SHA\"", \""TLS_RSA_EXPORT_WITH_RC2_CBC_40_MD5\"", \""TLS_RSA_WITH_IDEA_CBC_SHA\"", \""TLS_RSA_EXPORT_WITH_DES40_CBC_SHA\"", \""TLS_RSA_WITH_DES_CBC_SHA\"", \""TLS_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_DHE_RSA_EXPORT_WITH_DES40_CBC_SHA\"", \""TLS_DHE_RSA_WITH_DES_CBC_SHA\"", \""TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_RSA_WITH_SEED_CBC_SHA\"", \""TLS_DHE_RSA_WITH_SEED_CBC_SHA\""]"", ""TLSv1.2""=>""[\""TLS_RSA_EXPORT_WITH_RC4_40_MD5\"", \""TLS_RSA_WITH_RC4_128_MD5\"", \""TLS_RSA_WITH_RC4_128_SHA\"", \""TLS_RSA_EXPORT_WITH_RC2_CBC_40_MD5\"", \""TLS_RSA_WITH_IDEA_CBC_SHA\"", \""TLS_RSA_EXPORT_WITH_DES40_CBC_SHA\"", \""TLS_RSA_WITH_DES_CBC_SHA\"", \""TLS_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_DHE_RSA_EXPORT_WITH_DES40_CBC_SHA\"", \""TLS_DHE_RSA_WITH_DES_CBC_SHA\"", \""TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA256\"", \""TLS_RSA_WITH_AES_256_CBC_SHA256\"", \""TLS_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_128_CBC_SHA256\"", \""TLS_DHE_RSA_WITH_AES_256_CBC_SHA256\"", \""TLS_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_RSA_WITH_SEED_CBC_SHA\"", \""TLS_DHE_RSA_WITH_SEED_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_GCM_SHA256\"", \""TLS_RSA_WITH_AES_256_GCM_SHA384\"", \""TLS_DHE_RSA_WITH_AES_128_GCM_SHA256\"", \""TLS_DHE_RSA_WITH_AES_256_GCM_SHA384\""]""",2020-03-13 21:11:34.863,2020-08-24 11:42:44.923
"47","localhost.device42.pvt","",2017-12-14 00:00:00.000,2029-06-14 00:00:00.000,2,"F4AFD22FFD55","/C=US/ST=California/L=Palo Alto/O=VMware, Inc/OU=VMware ESX Server Default Certificate/emailAddress=ssl-certificates@vmware.com/CN=localhost.device42.pvt/unstructuredName=1513242574,564d7761726520496e632e","sha256WithRSAEncryption","325733684",True,False,True,True,False,False,False,False,False,"SERVERAUTH(1.3.6.1.5.5.7.3.1)
CLIENTAUTH(1.3.6.1.5.5.7.3.2)","","","152","47","localhost.device42.pvt","13415","39934",2017-08-09 00:00:00.000,2029-02-07 00:00:00.000,"CF061D745B7D","TLSv1.1, TLSv1.0, TLSv1.2","""TLSv1.0""=>""[\""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\""]"", ""TLSv1.1""=>""[\""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\""]"", ""TLSv1.2""=>""[\""TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384\"", \""TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256\"", \""TLS_RSA_WITH_AES_256_GCM_SHA384\"", \""TLS_RSA_WITH_AES_128_GCM_SHA256\"", \""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384\"", \""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256\"", \""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA256\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA256\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\""]""",2020-08-20 11:43:45.170,2020-08-24 11:43:45.173
"11","iDRAC6 default certificate","",2009-09-17 00:00:00.000,2019-09-15 00:00:00.000,2,"D655547D233CF47C","/C=US/ST=Texas/L=Round Rock/O=Dell Inc./OU=Remote Access Group/CN=iDRAC6 default certificate","sha1WithRSAEncryption","1978259825",False,False,False,False,False,False,False,False,False,"","","","126","11","iDRAC6 default certificate","5607","39300",2011-06-02 00:00:00.000,2023-01-01 00:00:00.000,"D655547D233CF47C","TLSv1.1, TLSv1.0, TLSv1.2","""TLSv1.0""=>""[\""TLS_RSA_EXPORT_WITH_RC4_40_MD5\"", \""TLS_RSA_WITH_RC4_128_MD5\"", \""TLS_RSA_WITH_RC4_128_SHA\"", \""TLS_RSA_EXPORT_WITH_RC2_CBC_40_MD5\"", \""TLS_RSA_WITH_IDEA_CBC_SHA\"", \""TLS_RSA_EXPORT_WITH_DES40_CBC_SHA\"", \""TLS_RSA_WITH_DES_CBC_SHA\"", \""TLS_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_DHE_RSA_EXPORT_WITH_DES40_CBC_SHA\"", \""TLS_DHE_RSA_WITH_DES_CBC_SHA\"", \""TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_RSA_WITH_SEED_CBC_SHA\"", \""TLS_DHE_RSA_WITH_SEED_CBC_SHA\""]"", ""TLSv1.1""=>""[\""TLS_RSA_EXPORT_WITH_RC4_40_MD5\"", \""TLS_RSA_WITH_RC4_128_MD5\"", \""TLS_RSA_WITH_RC4_128_SHA\"", \""TLS_RSA_EXPORT_WITH_RC2_CBC_40_MD5\"", \""TLS_RSA_WITH_IDEA_CBC_SHA\"", \""TLS_RSA_EXPORT_WITH_DES40_CBC_SHA\"", \""TLS_RSA_WITH_DES_CBC_SHA\"", \""TLS_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_DHE_RSA_EXPORT_WITH_DES40_CBC_SHA\"", \""TLS_DHE_RSA_WITH_DES_CBC_SHA\"", \""TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_RSA_WITH_SEED_CBC_SHA\"", \""TLS_DHE_RSA_WITH_SEED_CBC_SHA\""]"", ""TLSv1.2""=>""[\""TLS_RSA_EXPORT_WITH_RC4_40_MD5\"", \""TLS_RSA_WITH_RC4_128_MD5\"", \""TLS_RSA_WITH_RC4_128_SHA\"", \""TLS_RSA_EXPORT_WITH_RC2_CBC_40_MD5\"", \""TLS_RSA_WITH_IDEA_CBC_SHA\"", \""TLS_RSA_EXPORT_WITH_DES40_CBC_SHA\"", \""TLS_RSA_WITH_DES_CBC_SHA\"", \""TLS_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_DHE_RSA_EXPORT_WITH_DES40_CBC_SHA\"", \""TLS_DHE_RSA_WITH_DES_CBC_SHA\"", \""TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA256\"", \""TLS_RSA_WITH_AES_256_CBC_SHA256\"", \""TLS_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_128_CBC_SHA256\"", \""TLS_DHE_RSA_WITH_AES_256_CBC_SHA256\"", \""TLS_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_RSA_WITH_SEED_CBC_SHA\"", \""TLS_DHE_RSA_WITH_SEED_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_GCM_SHA256\"", \""TLS_RSA_WITH_AES_256_GCM_SHA384\"", \""TLS_DHE_RSA_WITH_AES_128_GCM_SHA256\"", \""TLS_DHE_RSA_WITH_AES_256_GCM_SHA384\""]""",2020-03-13 21:08:34.856,2020-08-24 11:44:44.936
"16","Oracle Integrated Lights Out Manager","",2010-07-01 00:00:00.000,2030-06-26 00:00:00.000,,"","/C=US/ST=California/L=Redwood Shores/O=Oracle America, Inc./CN=Oracle Integrated Lights Out Manager","md5WithRSAEncryption","2007629790",False,False,False,False,False,False,False,False,False,"","","","125","16","Oracle Integrated Lights Out Manager","5145","39301",2010-07-01 00:00:00.000,2030-06-26 00:00:00.000,"","TLSv1.0, SSLv3","""SSLv3""=>""[\""TLS_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\""]"", ""TLSv1.0""=>""[\""TLS_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\""]""",2020-03-13 21:05:34.890,2020-08-24 11:45:44.930
"33","10.42.0.163","",2019-02-04 00:00:00.000,2024-02-04 00:00:00.000,2,"C3515FE4966B486A","/C=US/ST=California/L=Palo Alto/O=VMware/OU=VMware Engineering/CN=10.42.0.163/emailAddress=vmca@vmware.com","sha256WithRSAEncryption","2206964822",False,False,False,False,False,False,False,False,False,"","","","121","33","10.42.0.163","13313","39900",2019-02-04 00:00:00.000,2024-02-04 00:00:00.000,"C3515FE4966B486A","TLSv1.2","""TLSv1.2""=>""[\""TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384\"", \""TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256\"", \""TLS_RSA_WITH_AES_256_GCM_SHA384\"", \""TLS_RSA_WITH_AES_128_GCM_SHA256\"", \""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384\"", \""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256\"", \""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA256\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA256\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\""]""",2020-03-13 20:48:34.923,2020-08-24 11:53:44.960
"21","pfSense-56ec494f72399","",2016-03-18 00:00:00.000,2021-09-08 00:00:00.000,2,"","/C=US/ST=State/L=Locality/O=pfSense webConfigurator Self-Signed Certificate/emailAddress=admin@pfSense.localdomain/CN=pfSense-56ec494f72399","sha256WithRSAEncryption","3000294742",True,False,True,False,False,False,False,False,False,"SERVERAUTH(1.3.6.1.5.5.7.3.1)","","","109","21","pfSense-56ec494f72399","2904","39303",2016-03-18 00:00:00.000,2021-09-08 00:00:00.000,"","TLSv1.1, TLSv1.2","""TLSv1.1""=>""[\""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_256_CBC_SHA\""]"", ""TLSv1.2""=>""[\""TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384\"", \""TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256\"", \""TLS_DHE_RSA_WITH_AES_256_GCM_SHA384\"", \""TLS_DHE_RSA_WITH_AES_128_GCM_SHA256\"", \""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384\"", \""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_256_CBC_SHA256\"", \""TLS_DHE_RSA_WITH_AES_256_CBC_SHA\""]""",2020-03-13 20:44:34.853,2020-08-24 11:53:45.080
"18","iDRAC7 default certificate","",2011-06-07 00:00:00.000,2021-06-04 00:00:00.000,2,"","/C=US/ST=Texas/L=Round Rock/O=Dell Inc./OU=Remote Access Group/CN=iDRAC7 default certificate","sha1WithRSAEncryption","847551022",False,False,False,False,False,False,False,False,False,"","","","132","18","iDRAC7 default certificate","10471","39312",2011-06-07 00:00:00.000,2021-06-04 00:00:00.000,"","TLSv1.0, SSLv3","""SSLv3""=>""[\""TLS_RSA_WITH_RC4_128_MD5\"", \""TLS_RSA_WITH_RC4_128_SHA\"", \""TLS_RSA_WITH_IDEA_CBC_SHA\"", \""TLS_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_RSA_WITH_SEED_CBC_SHA\"", \""TLS_DHE_RSA_WITH_SEED_CBC_SHA\""]"", ""TLSv1.0""=>""[\""TLS_RSA_WITH_RC4_128_MD5\"", \""TLS_RSA_WITH_RC4_128_SHA\"", \""TLS_RSA_WITH_IDEA_CBC_SHA\"", \""TLS_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_RSA_WITH_SEED_CBC_SHA\"", \""TLS_DHE_RSA_WITH_SEED_CBC_SHA\""]""",2020-03-13 21:23:34.850,2020-08-24 11:53:45.206
"47","localhost.device42.pvt","",2017-12-14 00:00:00.000,2029-06-14 00:00:00.000,2,"F4AFD22FFD55","/C=US/ST=California/L=Palo Alto/O=VMware, Inc/OU=VMware ESX Server Default Certificate/emailAddress=ssl-certificates@vmware.com/CN=localhost.device42.pvt/unstructuredName=1513242574,564d7761726520496e632e","sha256WithRSAEncryption","325733684",True,False,True,True,False,False,False,False,False,"SERVERAUTH(1.3.6.1.5.5.7.3.1)
CLIENTAUTH(1.3.6.1.5.5.7.3.2)","","","153","47","localhost.device42.pvt","8155","39896",2017-05-26 00:00:00.000,2028-11-24 00:00:00.000,"E613AA348BA5","TLSv1.1, TLSv1.0, TLSv1.2","""TLSv1.0""=>""[\""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\""]"", ""TLSv1.1""=>""[\""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\""]"", ""TLSv1.2""=>""[\""TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384\"", \""TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256\"", \""TLS_RSA_WITH_AES_256_GCM_SHA384\"", \""TLS_RSA_WITH_AES_128_GCM_SHA256\"", \""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384\"", \""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256\"", \""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA256\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA256\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\""]""",2020-08-20 11:54:44.956,2020-08-24 11:53:45.236
"19","localhost.localdomain","",2017-02-07 00:00:00.000,2028-08-08 00:00:00.000,2,"622691ECAB89","/C=US/ST=California/L=Palo Alto/O=VMware, Inc/OU=VMware ESX Server Default Certificate/emailAddress=ssl-certificates@vmware.com/CN=localhost.localdomain/unstructuredName=1486484462,564d7761726520496e632e","sha256WithRSAEncryption","2321946696",True,False,True,True,False,False,False,False,False,"SERVERAUTH(1.3.6.1.5.5.7.3.1)
CLIENTAUTH(1.3.6.1.5.5.7.3.2)","","","141","19","localhost.localdomain","14510","42458",2018-07-25 00:00:00.000,2030-01-23 00:00:00.000,"8094A55C5E83","TLSv1.2","""TLSv1.2""=>""[\""TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384\"", \""TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256\"", \""TLS_RSA_WITH_AES_256_GCM_SHA384\"", \""TLS_RSA_WITH_AES_128_GCM_SHA256\"", \""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384\"", \""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256\"", \""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA256\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA256\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\""]""",2020-04-28 13:35:11.146,2020-08-24 11:43:44.940
"47","localhost.device42.pvt","",2017-12-14 00:00:00.000,2029-06-14 00:00:00.000,2,"F4AFD22FFD55","/C=US/ST=California/L=Palo Alto/O=VMware, Inc/OU=VMware ESX Server Default Certificate/emailAddress=ssl-certificates@vmware.com/CN=localhost.device42.pvt/unstructuredName=1513242574,564d7761726520496e632e","sha256WithRSAEncryption","325733684",True,False,True,True,False,False,False,False,False,"SERVERAUTH(1.3.6.1.5.5.7.3.1)
CLIENTAUTH(1.3.6.1.5.5.7.3.2)","","","154","47","localhost.device42.pvt","13377","39926",2018-03-12 00:00:00.000,2029-09-10 00:00:00.000,"54DF764A4FDB","TLSv1.1, TLSv1.0, TLSv1.2","""TLSv1.0""=>""[\""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\""]"", ""TLSv1.1""=>""[\""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\""]"", ""TLSv1.2""=>""[\""TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384\"", \""TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256\"", \""TLS_RSA_WITH_AES_256_GCM_SHA384\"", \""TLS_RSA_WITH_AES_128_GCM_SHA256\"", \""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384\"", \""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256\"", \""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA256\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA256\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\""]""",2020-08-20 11:55:44.930,2020-08-24 11:54:44.966
"22","BK0209476336","",2013-06-14 00:00:00.000,2018-06-13 00:00:00.000,2,"F5367F6451C9C2146FA819E8475BEE75","/CN=BK0209476336/CN=system generated/CN=self-signed","sha1WithRSAEncryption","1448926678",False,False,False,False,False,False,False,False,False,"","","","110","22","BK0209476336","4686","39355",2013-06-14 00:00:00.000,2018-06-13 00:00:00.000,"F5367F6451C9C2146FA819E8475BEE75","TLSv1.0, SSLv3","""SSLv3""=>""[\""TLS_RSA_WITH_RC4_128_MD5\"", \""TLS_RSA_WITH_RC4_128_SHA\"", \""TLS_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_256_CBC_SHA\""]"", ""TLSv1.0""=>""[\""TLS_RSA_WITH_RC4_128_MD5\"", \""TLS_RSA_WITH_RC4_128_SHA\"", \""TLS_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_256_CBC_SHA\""]""",2020-03-13 20:44:34.860,2020-08-24 12:00:44.933
