Product ID,Name,Product Number,Color,Cost,Price,Size,Weight,Category ID,Model ID,Product Model,Start Date,End Date,Description,Product Category,ProductSubCategoryID,Product Subcategory,Index
865,"Classic Vest, M","VE-C304-M","Blue",23.749,63.5,"M","",3,1,"Classic Vest",2018-06-28 00:00:00.000,"","Light-weight, wind-resistant, packs to fit into a pocket.","Clothing","29","Vests","161"
866,"Classic Vest, L","VE-C304-L","Blue",23.749,63.5,"L","",3,1,"Classic Vest",2018-06-28 00:00:00.000,"","Light-weight, wind-resistant, packs to fit into a pocket.","Clothing","29","Vests","162"
867,"Women's Mountain Shorts, S","SH-W890-S","Black",26.1763,69.99,"S","",3,37,"Women's Mountain Shorts",2018-06-28 00:00:00.000,"","Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.","Clothing","26","Shorts","163"
868,"Women's Mountain Shorts, M","SH-W890-M","Black",26.1763,69.99,"M","",3,37,"Women's Mountain Shorts",2018-06-28 00:00:00.000,"","Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.","Clothing","26","Shorts","164"
869,"Women's Mountain Shorts, L","SH-W890-L","Black",26.1763,69.99,"L","",3,37,"Women's Mountain Shorts",2018-06-28 00:00:00.000,"","Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.","Clothing","26","Shorts","165"
870,"Water Bottle - 30 oz.","WB-H098","NULL",1.8663,4.99,"","",4,111,"Water Bottle",2018-06-28 00:00:00.000,"","AWC logo water bottle - holds 30 oz; leak-proof.","Accessories","32","Bottles and Cages","166"
871,"Mountain Bottle Cage","BC-M005","NULL",3.7363,9.99,"","",4,112,"Mountain Bottle Cage",2018-06-28 00:00:00.000,"","Tough aluminum cage holds bottle securly on tough terrain.","Accessories","32","Bottles and Cages","167"
872,"Road Bottle Cage","BC-R205","NULL",3.3623,8.99,"","",4,113,"Road Bottle Cage",2018-06-28 00:00:00.000,"","Aluminum cage is lighter than our mountain version; perfect for long distance trips.","Accessories","32","Bottles and Cages","168"
873,"Patch Kit/8 Patches","PK-7098","NULL",0.8565,2.29,"","",4,114,"Patch kit",2018-06-28 00:00:00.000,"","Includes 8 different size patches, glue and sandpaper.","Accessories","41","Tires and Tubes","169"
874,"Racing Socks, M","SO-R809-M","White",3.3623,8.99,"M","",3,24,"Racing Socks",2018-06-28 00:00:00.000,"","Thin, lightweight and durable with cuffs that stay up.","Clothing","27","Socks","170"
875,"Racing Socks, L","SO-R809-L","White",3.3623,8.99,"L","",3,24,"Racing Socks",2018-06-28 00:00:00.000,"","Thin, lightweight and durable with cuffs that stay up.","Clothing","27","Socks","171"
876,"Hitch Rack - 4-Bike","RA-H123","NULL",44.88,120,"","",4,118,"Hitch Rack - 4-Bike",2018-06-28 00:00:00.000,"","Carries 4 bikes securely; steel construction, fits 2"" receiver hitch.","Accessories","30","Bike Racks","172"
877,"Bike Wash - Dissolver","CL-9009","NULL",2.9733,7.95,"","",4,119,"Bike Wash",2018-06-28 00:00:00.000,"","Washes off the toughest road grime; dissolves grease, environmentally safe. 1-liter bottle.","Accessories","33","Cleaners","173"
878,"Fender Set - Mountain","FE-6654","NULL",8.2205,21.98,"","",4,121,"Fender Set - Mountain",2018-06-28 00:00:00.000,"","Clip-on fenders fit most mountain bikes.","Accessories","34","Fenders","174"
879,"All-Purpose Bike Stand","ST-1401","NULL",59.466,159,"","",4,122,"All-Purpose Bike Stand",2018-06-28 00:00:00.000,"","Perfect all-purpose bike stand for working on your bike at home. Quick-adjusting clamps and steel construction.","Accessories","31","Bike Stands","175"
880,"Hydration Pack - 70 oz.","HY-1023-70","Silver",20.5663,54.99,"70","",4,107,"Hydration Pack",2018-06-28 00:00:00.000,"","Versatile 70 oz hydration pack offers extra storage, easy-fill access, and a waist belt.","Accessories","36","Hydration Packs","176"
881,"Short-Sleeve Classic Jersey, S","SJ-0194-S","Yellow",41.5723,53.99,"S","",3,32,"Short-Sleeve Classic Jersey",2018-06-28 00:00:00.000,"","Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.","Clothing","25","Jerseys","177"
882,"Short-Sleeve Classic Jersey, M","SJ-0194-M","Yellow",41.5723,53.99,"M","",3,32,"Short-Sleeve Classic Jersey",2018-06-28 00:00:00.000,"","Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.","Clothing","25","Jerseys","178"
883,"Short-Sleeve Classic Jersey, L","SJ-0194-L","Yellow",41.5723,53.99,"L","",3,32,"Short-Sleeve Classic Jersey",2018-06-28 00:00:00.000,"","Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.","Clothing","25","Jerseys","179"
884,"Short-Sleeve Classic Jersey, XL","SJ-0194-X","Yellow",41.5723,53.99,"XL","",3,32,"Short-Sleeve Classic Jersey",2018-06-28 00:00:00.000,"","Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.","Clothing","25","Jerseys","180"
908,"LL Mountain Seat/Saddle","SE-M236","NULL",12.0413,27.12,"","",2,79,"LL Mountain Seat/Saddle 2",2018-06-28 00:00:00.000,"","Synthetic leather. Features gel for increased comfort.","Components","19","Saddles","204"
909,"ML Mountain Seat/Saddle","SE-M798","NULL",17.3782,39.14,"","",2,80,"ML Mountain Seat/Saddle 2",2018-06-28 00:00:00.000,"","Designed to absorb shock.","Components","19","Saddles","205"
910,"HL Mountain Seat/Saddle","SE-M940","NULL",23.3722,52.64,"","",2,81,"HL Mountain Seat/Saddle 2",2018-06-28 00:00:00.000,"","Anatomic design for a full-day of riding in comfort. Durable leather.","Components","19","Saddles","206"
911,"LL Road Seat/Saddle","SE-R581","NULL",12.0413,27.12,"","",2,82,"LL Road Seat/Saddle 1",2018-06-28 00:00:00.000,"","Lightweight foam-padded saddle.","Components","19","Saddles","207"
912,"ML Road Seat/Saddle","SE-R908","NULL",17.3782,39.14,"","",2,83,"ML Road Seat/Saddle 2",2018-06-28 00:00:00.000,"","Rubber bumpers absorb bumps.","Components","19","Saddles","208"
913,"HL Road Seat/Saddle","SE-R995","NULL",23.3722,52.64,"","",2,84,"HL Road Seat/Saddle 2",2018-06-28 00:00:00.000,"","Lightweight kevlar racing saddle. Leather.","Components","19","Saddles","209"
914,"LL Touring Seat/Saddle","SE-T312","NULL",12.0413,27.12,"","",2,66,"LL Touring Seat/Saddle",2018-06-28 00:00:00.000,"","Comfortable, ergonomically shaped gel saddle.","Components","19","Saddles","210"
915,"ML Touring Seat/Saddle","SE-T762","NULL",17.3782,39.14,"","",2,65,"ML Touring Seat/Saddle",2018-06-28 00:00:00.000,"","New design relieves pressure for long rides.","Components","19","Saddles","211"
916,"HL Touring Seat/Saddle","SE-T924","NULL",23.3722,52.64,"","",2,67,"HL Touring Seat/Saddle",2018-06-28 00:00:00.000,"","Cut-out shell for a more comfortable ride.","Components","19","Saddles","212"
921,"Mountain Tire Tube","TT-M928","NULL",1.8663,4.99,"","",4,92,"Mountain Tire Tube",2018-06-28 00:00:00.000,"","Self-sealing tube.","Accessories","41","Tires and Tubes","217"
922,"Road Tire Tube","TT-R982","NULL",1.4923,3.99,"","",4,93,"Road Tire Tube",2018-06-28 00:00:00.000,"","Conventional all-purpose tube.","Accessories","41","Tires and Tubes","218"
923,"Touring Tire Tube","TT-T092","NULL",1.8663,4.99,"","",4,94,"Touring Tire Tube",2018-06-28 00:00:00.000,"","General purpose tube.","Accessories","41","Tires and Tubes","219"
928,"LL Mountain Tire","TI-M267","NULL",9.3463,24.99,"","",4,85,"LL Mountain Tire",2018-06-28 00:00:00.000,"","Comparible traction, less expensive wire bead casing.","Accessories","41","Tires and Tubes","224"
929,"ML Mountain Tire","TI-M602","NULL",11.2163,29.99,"","",4,86,"ML Mountain Tire",2018-06-28 00:00:00.000,"","Great traction, high-density rubber.","Accessories","41","Tires and Tubes","225"
930,"HL Mountain Tire","TI-M823","NULL",13.09,35,"","",4,87,"HL Mountain Tire",2018-06-28 00:00:00.000,"","Incredible traction, lightweight carbon reinforced.","Accessories","41","Tires and Tubes","226"
931,"LL Road Tire","TI-R092","NULL",8.0373,21.49,"","",4,88,"LL Road Tire",2018-06-28 00:00:00.000,"","Same great treads as more expensive tire with a less expensive wire bead casing.","Accessories","41","Tires and Tubes","227"
932,"ML Road Tire","TI-R628","NULL",9.3463,24.99,"","",4,89,"ML Road Tire",2018-06-28 00:00:00.000,"","Higher density rubber.","Accessories","41","Tires and Tubes","228"
933,"HL Road Tire","TI-R982","NULL",12.1924,32.6,"","",4,90,"HL Road Tire",2018-06-28 00:00:00.000,"","Lightweight carbon reinforced  for an unrivaled ride at an un-compromised weight.","Accessories","41","Tires and Tubes","229"
934,"Touring Tire","TI-T723","NULL",10.8423,28.99,"","",4,91,"Touring Tire",2018-06-28 00:00:00.000,"","High-density rubber.","Accessories","41","Tires and Tubes","230"
941,"Touring Pedal","PD-T852","Silver/Black",35.9596,80.99,"","",2,53,"Touring Pedal",2018-06-28 00:00:00.000,"","A stable pedal for all-day riding.","Components","17","Pedals","237"
946,"LL Touring Handlebars","HB-T721","NULL",20.464,46.09,"","",2,47,"LL Touring Handlebars",2018-06-28 00:00:00.000,"","Unique shape reduces fatigue for entry level riders.","Components","8","Handlebars","242"
947,"HL Touring Handlebars","HB-T928","NULL",40.6571,91.57,"","",2,48,"HL Touring Handlebars",2018-06-28 00:00:00.000,"","A light yet stiff aluminum bar for long distance riding.","Components","8","Handlebars","243"
952,"Chain","CH-0234","Silver",8.9866,20.24,"","",2,98,"Chain",2018-06-28 00:00:00.000,"","Superior shifting performance.","Components","11","Chains","248"
785,"Mountain-300 Black, 38","BK-M47B-38","Black",598.4354,1079.99,"38","11498.51",1,21,"Mountain-300",2017-06-28 00:00:00.000,"6/27/2018","For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.","Bikes","5","Mountain Bikes","81"
786,"Mountain-300 Black, 40","BK-M47B-40","Black",598.4354,1079.99,"40","11689.01",1,21,"Mountain-300",2017-06-28 00:00:00.000,"6/27/2018","For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.","Bikes","5","Mountain Bikes","82"
787,"Mountain-300 Black, 44","BK-M47B-44","Black",598.4354,1079.99,"44","11852.31",1,21,"Mountain-300",2017-06-28 00:00:00.000,"6/27/2018","For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.","Bikes","5","Mountain Bikes","83"
788,"Mountain-300 Black, 48","BK-M47B-48","Black",598.4354,1079.99,"48","11983.85",1,21,"Mountain-300",2017-06-28 00:00:00.000,"6/27/2018","For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.","Bikes","5","Mountain Bikes","84"
771,"Mountain-100 Silver, 38","BK-M82S-38","Silver",1912.1544,3399.99,"38","9230.56",1,19,"Mountain-100",2016-06-28 00:00:00.000,"6/27/2017","Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.","Bikes","5","Mountain Bikes","67"
772,"Mountain-100 Silver, 42","BK-M82S-42","Silver",1912.1544,3399.99,"42","9421.06",1,19,"Mountain-100",2016-06-28 00:00:00.000,"6/27/2017","Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.","Bikes","5","Mountain Bikes","68"
773,"Mountain-100 Silver, 44","BK-M82S-44","Silver",1912.1544,3399.99,"44","9584.36",1,19,"Mountain-100",2016-06-28 00:00:00.000,"6/27/2017","Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.","Bikes","5","Mountain Bikes","69"
774,"Mountain-100 Silver, 48","BK-M82S-48","Silver",1912.1544,3399.99,"48","9715.9",1,19,"Mountain-100",2016-06-28 00:00:00.000,"6/27/2017","Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.","Bikes","5","Mountain Bikes","70"
775,"Mountain-100 Black, 38","BK-M82B-38","Black",1898.0944,3374.99,"38","9230.56",1,19,"Mountain-100",2016-06-28 00:00:00.000,"6/27/2017","Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.","Bikes","5","Mountain Bikes","71"
776,"Mountain-100 Black, 42","BK-M82B-42","Black",1898.0944,3374.99,"42","9421.06",1,19,"Mountain-100",2016-06-28 00:00:00.000,"6/27/2017","Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.","Bikes","5","Mountain Bikes","72"
777,"Mountain-100 Black, 44","BK-M82B-44","Black",1898.0944,3374.99,"44","9584.36",1,19,"Mountain-100",2016-06-28 00:00:00.000,"6/27/2017","Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.","Bikes","5","Mountain Bikes","73"
778,"Mountain-100 Black, 48","BK-M82B-48","Black",1898.0944,3374.99,"48","9715.9",1,19,"Mountain-100",2016-06-28 00:00:00.000,"6/27/2017","Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.","Bikes","5","Mountain Bikes","74"
759,"Road-650 Red, 58","BK-R50R-58","Red",486.7066,782.99,"58","8976.55",1,30,"Road-650",2016-06-28 00:00:00.000,"6/27/2018","Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","Bikes","6","Road Bikes","55"
760,"Road-650 Red, 60","BK-R50R-60","Red",486.7066,782.99,"60","9026.44",1,30,"Road-650",2016-06-28 00:00:00.000,"6/27/2018","Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","Bikes","6","Road Bikes","56"
761,"Road-650 Red, 62","BK-R50R-62","Red",486.7066,782.99,"62","9071.8",1,30,"Road-650",2016-06-28 00:00:00.000,"6/27/2018","Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","Bikes","6","Road Bikes","57"
762,"Road-650 Red, 44","BK-R50R-44","Red",486.7066,782.99,"44","8513.88",1,30,"Road-650",2016-06-28 00:00:00.000,"6/27/2018","Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","Bikes","6","Road Bikes","58"
763,"Road-650 Red, 48","BK-R50R-48","Red",486.7066,782.99,"48","8677.18",1,30,"Road-650",2016-06-28 00:00:00.000,"6/27/2018","Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","Bikes","6","Road Bikes","59"
764,"Road-650 Red, 52","BK-R50R-52","Red",486.7066,782.99,"52","8808.72",1,30,"Road-650",2016-06-28 00:00:00.000,"6/27/2018","Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","Bikes","6","Road Bikes","60"
765,"Road-650 Black, 58","BK-R50B-58","Black",486.7066,782.99,"58","8976.55",1,30,"Road-650",2016-06-28 00:00:00.000,"6/27/2018","Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","Bikes","6","Road Bikes","61"
