id_disability_rate,id_time,id_age,id_disability_type,id_area,id_gender,number_disability
42733,1,1,193,41293,49,0
42757,1,1,193,41317,49,0
42769,1,1,193,41329,49,0
42781,1,1,193,41341,49,0
42805,1,1,193,41365,49,0
42829,1,1,193,41389,49,0
42877,1,1,193,41437,49,0
42901,1,1,193,41461,49,0
42925,1,1,193,41485,49,0
42949,1,1,193,41509,49,0
42997,1,1,193,41557,49,0
45925,1,1,193,44245,49,0
45949,1,1,193,44269,49,0
45985,1,1,193,44305,49,0
45997,1,1,193,44317,49,0
46021,1,1,193,44341,49,0
46045,1,1,193,44365,49,0
46093,1,1,193,44413,49,0
46117,1,1,193,44437,49,0
49693,1,1,193,47533,49,0
49717,1,1,193,47557,49,0
49741,1,1,193,47581,49,0
49789,1,1,193,47629,49,0
49837,1,1,193,47677,49,0
49861,1,1,193,47701,49,0
49885,1,1,193,47725,49,0
50029,1,1,193,47869,49,0
50053,1,1,193,47893,49,0
55453,1,1,193,52213,49,0
55597,1,1,193,52357,49,0
60061,1,1,193,58381,49,0
60205,1,1,193,58525,49,0
60229,1,1,193,58549,49,0
60277,1,1,193,58597,49,0
61801,1,1,193,61681,49,0
61813,1,1,193,61693,49,0
67333,1,1,193,61933,49,0
67453,1,1,193,62053,49,0
67669,1,1,193,62269,49,0
67837,1,1,193,62437,49,0
67885,1,1,193,62485,49,0
67957,1,1,193,62557,49,0
67981,1,1,193,62581,49,0
68173,1,1,193,62773,49,0
68269,1,1,193,62869,49,0
68293,1,1,193,62893,49,0
68317,1,1,193,62917,49,0
76933,1,1,193,72733,49,0
77173,1,1,193,72973,49,0
77197,1,1,193,72997,49,0
77425,1,1,193,73225,49,0
77449,1,1,193,73249,49,0
77701,1,1,193,73501,49,0
82201,1,1,193,81121,49,0
82213,1,1,193,81133,49,0
82237,1,1,193,81157,49,0
82261,1,1,193,81181,49,0
82273,1,1,193,81193,49,0
82285,1,1,193,81205,49,0
82297,1,1,193,81217,49,0
82381,1,1,193,81301,49,0
82393,1,1,193,81313,49,0
82405,1,1,193,81325,49,0
84157,1,1,193,83317,49,0
84169,1,1,193,83329,49,0
84181,1,1,193,83341,49,0
84277,1,1,193,83437,49,0
85921,1,1,193,84961,49,0
85933,1,1,193,84973,49,0
85945,1,1,193,84985,49,0
85957,1,1,193,84997,49,0
85969,1,1,193,85009,49,0
85993,1,1,193,85033,49,0
86005,1,1,193,85045,49,0
86029,1,1,193,85069,49,0
86077,1,1,193,85117,49,0
86101,1,1,193,85141,49,0
87853,1,1,193,86893,49,0
87877,1,1,193,86917,49,0
87901,1,1,193,86941,49,0
87973,1,1,193,87013,49,0
87997,1,1,193,87037,49,0
88009,1,1,193,87049,49,0
88021,1,1,193,87061,49,0
89281,1,1,193,88801,49,0
89293,1,1,193,88813,49,0
89329,1,1,193,88849,49,0
89341,1,1,193,88861,49,0
91981,1,1,193,89941,49,0
92077,1,1,193,90037,49,0
97861,1,1,193,94021,49,0
97909,1,1,193,94069,49,0
98341,1,1,193,94501,49,0
98437,1,1,193,94597,49,0
106105,1,1,193,102505,49,0
106237,1,1,193,102637,49,0
106441,1,1,193,102841,49,0
106453,1,1,193,102853,49,0
110197,1,1,193,109717,49,0
110209,1,1,193,109729,49,0
110221,1,1,193,109741,49,0
110245,1,1,193,109765,49,0
119485,1,1,193,111085,49,0
119581,1,1,193,111181,49,0
119773,1,1,193,111373,49,0
119941,1,1,193,111541,49,0
120061,1,1,193,111661,49,0
120085,1,1,193,111685,49,0
120181,1,1,193,111781,49,0
120205,1,1,193,111805,49,0
120253,1,1,193,111853,49,0
120325,1,1,193,111925,49,0
120349,1,1,193,111949,49,0
120397,1,1,193,111997,49,0
120541,1,1,193,112141,49,0
120661,1,1,193,112261,49,0
129661,1,1,193,127501,49,0
129985,1,1,193,127825,49,0
217,1,1,193,25,1,0
229,1,1,193,37,1,0
2785,1,1,193,577,1,0
2941,1,1,193,733,1,0
7261,1,1,193,6013,1,0
7285,1,1,193,6037,1,0
7309,1,1,193,6061,1,0
7357,1,1,193,6109,1,0
7381,1,1,193,6133,1,0
7405,1,1,193,6157,1,0
7429,1,1,193,6181,1,0
7441,1,1,193,6193,1,0
7453,1,1,193,6205,1,0
7477,1,1,193,6229,1,0
7501,1,1,193,6253,1,0
7525,1,1,193,6277,1,0
7549,1,1,193,6301,1,0
11341,1,1,193,9133,1,0
11437,1,1,193,9229,1,0
11533,1,1,193,9325,1,0
11629,1,1,193,9421,1,0
11701,1,1,193,9493,1,0
11845,1,1,193,9637,1,0
11869,1,1,193,9661,1,0
18229,1,1,193,14677,1,0
18277,1,1,193,14725,1,0
18373,1,1,193,14821,1,0
18493,1,1,193,14941,1,0
18565,1,1,193,15013,1,0
18733,1,1,193,15181,1,0
25141,1,1,193,23605,1,0
25189,1,1,193,23653,1,0
25237,1,1,193,23701,1,0
25333,1,1,193,23797,1,0
25357,1,1,193,23821,1,0
25381,1,1,193,23845,1,0
27793,1,1,193,27601,1,0
27805,1,1,193,27613,1,0
27817,1,1,193,27625,1,0
27829,1,1,193,27637,1,0
28969,1,1,193,28105,1,0
29041,1,1,193,28177,1,0
29065,1,1,193,28201,1,0
33421,1,1,193,31021,1,0
33541,1,1,193,31141,1,0
33589,1,1,193,31189,1,0
33661,1,1,193,31261,1,0
33709,1,1,193,31309,1,0
38557,1,1,193,36733,1,0
38653,1,1,193,36829,1,0
38941,1,1,193,37117,1,0
42445,1,1,193,41293,1,0
42469,1,1,193,41317,1,0
42481,1,1,193,41329,1,0
42493,1,1,193,41341,1,0
42517,1,1,193,41365,1,0
42541,1,1,193,41389,1,0
42589,1,1,193,41437,1,0
42613,1,1,193,41461,1,0
42637,1,1,193,41485,1,0
42685,1,1,193,41533,1,0
42697,1,1,193,41545,1,0
42709,1,1,193,41557,1,0
45517,1,1,193,44173,1,0
45589,1,1,193,44245,1,0
45637,1,1,193,44293,1,0
45661,1,1,193,44317,1,0
45685,1,1,193,44341,1,0
45709,1,1,193,44365,1,0
45781,1,1,193,44437,1,0
49261,1,1,193,47533,1,0
49285,1,1,193,47557,1,0
49429,1,1,193,47701,1,0
49477,1,1,193,47749,1,0
49597,1,1,193,47869,1,0
54733,1,1,193,52141,1,0
54805,1,1,193,52213,1,0
55021,1,1,193,52429,1,0
59725,1,1,193,58381,1,0
59869,1,1,193,58525,1,0
61777,1,1,193,61681,1,0
61789,1,1,193,61693,1,0
66373,1,1,193,62053,1,0
67093,1,1,193,62773,1,0
67141,1,1,193,62821,1,0
76357,1,1,193,72997,1,0
76585,1,1,193,73225,1,0
76609,1,1,193,73249,1,0
76837,1,1,193,73477,1,0
76861,1,1,193,73501,1,0
81997,1,1,193,81133,1,0
82021,1,1,193,81157,1,0
82045,1,1,193,81181,1,0
82069,1,1,193,81205,1,0
82093,1,1,193,81229,1,0
82141,1,1,193,81277,1,0
82165,1,1,193,81301,1,0
82189,1,1,193,81325,1,0
83965,1,1,193,83293,1,0
83989,1,1,193,83317,1,0
84013,1,1,193,83341,1,0
84109,1,1,193,83437,1,0
85741,1,1,193,84973,1,0
85753,1,1,193,84985,1,0
85765,1,1,193,84997,1,0
85837,1,1,193,85069,1,0
85849,1,1,193,85081,1,0
85885,1,1,193,85117,1,0
85909,1,1,193,85141,1,0
87661,1,1,193,86893,1,0
87685,1,1,193,86917,1,0
87709,1,1,193,86941,1,0
87733,1,1,193,86965,1,0
87757,1,1,193,86989,1,0
87781,1,1,193,87013,1,0
87829,1,1,193,87061,1,0
89185,1,1,193,88801,1,0
89233,1,1,193,88849,1,0
89245,1,1,193,88861,1,0
89269,1,1,193,88885,1,0
91561,1,1,193,89929,1,0
91669,1,1,193,90037,1,0
91693,1,1,193,90061,1,0
97093,1,1,193,94021,1,0
97357,1,1,193,94285,1,0
97597,1,1,193,94525,1,0
105385,1,1,193,102505,1,0
110149,1,1,193,109765,1,0
118333,1,1,193,111613,1,0
118405,1,1,193,111685,1,0
118573,1,1,193,111853,1,0
118597,1,1,193,111877,1,0
118621,1,1,193,111901,1,0
118645,1,1,193,111925,1,0
118909,1,1,193,112189,1,0
118933,1,1,193,112213,1,0
119005,1,1,193,112285,1,0
129349,1,1,193,127621,1,0
129553,1,1,193,127825,1,0
132049,131761,1,193,1,1,0
132061,131761,1,193,13,1,0
132085,131761,1,193,37,1,0
132121,131761,1,193,1,49,0
132133,131761,1,193,13,49,0
132157,131761,1,193,37,49,0
134785,131761,1,193,577,1,0
135337,131761,1,193,577,49,0
139537,131761,1,193,6001,1,0
139597,131761,1,193,6061,1,0
139693,131761,1,193,6157,1,0
139717,131761,1,193,6181,1,0
139741,131761,1,193,6205,1,0
139813,131761,1,193,6277,1,0
139825,131761,1,193,6289,1,0
139897,131761,1,193,138361,1,0
139909,131761,1,193,138373,1,0
139933,131761,1,193,6013,49,0
139957,131761,1,193,6037,49,0
140173,131761,1,193,6253,49,0
140197,131761,1,193,6277,49,0
140245,131761,1,193,138325,49,0
140293,131761,1,193,138373,49,0
145069,131761,1,193,142477,1,0
145285,131761,1,193,9325,49,0
145405,131761,1,193,9445,49,0
159493,131761,1,193,23845,1,0
159541,131761,1,193,23893,1,0
162205,131761,1,193,27613,1,0
162217,131761,1,193,27625,1,0
162241,131761,1,193,27601,49,0
162253,131761,1,193,27613,49,0
163417,131761,1,193,28153,1,0
163441,131761,1,193,28177,1,0
163465,131761,1,193,28201,1,0
163489,131761,1,193,28225,1,0
163585,131761,1,193,28105,49,0
163633,131761,1,193,28153,49,0
163657,131761,1,193,28177,49,0
163681,131761,1,193,28201,49,0
168133,131761,1,193,31237,1,0
177565,131761,1,193,41293,1,0
177613,131761,1,193,41341,1,0
177661,131761,1,193,41389,1,0
177709,131761,1,193,41437,1,0
177733,131761,1,193,41461,1,0
177829,131761,1,193,41557,1,0
177853,131761,1,193,41293,49,0
177901,131761,1,193,41341,49,0
177973,131761,1,193,41413,49,0
178021,131761,1,193,41461,49,0
178117,131761,1,193,41557,49,0
181789,131761,1,193,179677,1,0
182317,131761,1,193,179677,49,0
186901,131761,1,193,47557,1,0
187333,131761,1,193,185029,1,0
198925,131761,1,193,58381,1,0
199261,131761,1,193,58381,49,0
199405,131761,1,193,58525,49,0
216985,131761,1,193,73225,1,0
217009,131761,1,193,73249,1,0
217825,131761,1,193,73225,49,0
217849,131761,1,193,73249,49,0
222397,131761,1,193,81133,1,0
222445,131761,1,193,81181,1,0
222613,131761,1,193,81133,49,0
222637,131761,1,193,81157,49,0
222661,131761,1,193,81181,49,0
222805,131761,1,193,81325,49,0
224557,131761,1,193,83317,49,0
224677,131761,1,193,83437,49,0
226141,131761,1,193,84973,1,0
226213,131761,1,193,85045,1,0
226261,131761,1,193,85093,1,0
226297,131761,1,193,85129,1,0
226429,131761,1,193,85069,49,0
226501,131761,1,193,85141,49,0
228409,131761,1,193,86953,1,0
228517,131761,1,193,87061,1,0
228637,131761,1,193,86917,49,0
228853,131761,1,193,227533,49,0
230305,131761,1,193,88801,1,0
230317,131761,1,193,88813,1,0
230353,131761,1,193,88849,1,0
230365,131761,1,193,88861,1,0
230401,131761,1,193,88801,49,0
230413,131761,1,193,88813,49,0
230449,131761,1,193,88849,49,0
247657,131761,1,193,102505,1,0
248425,131761,1,193,102505,49,0
252685,131761,1,193,109741,1,0
252781,131761,1,193,109741,49,0
272425,131761,1,193,127801,1,0
272881,131761,1,193,127801,49,0
421,1,1,385,37,1,0
4993,1,1,385,577,1,0
8509,1,1,385,6013,1,0
8545,1,1,385,6049,1,0
8557,1,1,385,6061,1,0
8569,1,1,385,6073,1,0
8581,1,1,385,6085,1,0
8593,1,1,385,6097,1,0
8605,1,1,385,6109,1,0
8617,1,1,385,6121,1,0
8629,1,1,385,6133,1,0
8665,1,1,385,6169,1,0
8677,1,1,385,6181,1,0
8701,1,1,385,6205,1,0
8713,1,1,385,6217,1,0
8749,1,1,385,6253,1,0
8773,1,1,385,6277,1,0
8797,1,1,385,6301,1,0
13549,1,1,385,9133,1,0
13693,1,1,385,9277,1,0
13741,1,1,385,9325,1,0
13813,1,1,385,9397,1,0
13837,1,1,385,9421,1,0
13957,1,1,385,9541,1,0
14053,1,1,385,9637,1,0
14077,1,1,385,9661,1,0
22189,1,1,385,15085,1,0
27985,1,1,385,27601,1,0
27997,1,1,385,27613,1,0
28021,1,1,385,27637,1,0
29881,1,1,385,28153,1,0
29905,1,1,385,28177,1,0
29929,1,1,385,28201,1,0
36061,1,1,385,31261,1,0
43645,1,1,385,41341,1,0
43717,1,1,385,41413,1,0
43765,1,1,385,41461,1,0
43861,1,1,385,41557,1,0
46957,1,1,385,44269,1,0
47005,1,1,385,44317,1,0
47053,1,1,385,44365,1,0
47101,1,1,385,44413,1,0
51157,1,1,385,47701,1,0
51325,1,1,385,47869,1,0
61213,1,1,385,58525,1,0
61885,1,1,385,61693,1,0
71533,1,1,385,62893,1,0
79945,1,1,385,73225,1,0
79969,1,1,385,73249,1,0
82861,1,1,385,81133,1,0
82885,1,1,385,81157,1,0
82909,1,1,385,81181,1,0
83029,1,1,385,81301,1,0
83053,1,1,385,81325,1,0
84637,1,1,385,83293,1,0
84661,1,1,385,83317,1,0
84685,1,1,385,83341,1,0
84709,1,1,385,83365,1,0
84781,1,1,385,83437,1,0
86497,1,1,385,84961,1,0
86509,1,1,385,84973,1,0
86593,1,1,385,85057,1,0
86605,1,1,385,85069,1,0
86617,1,1,385,85081,1,0
86653,1,1,385,85117,1,0
86665,1,1,385,85129,1,0
86677,1,1,385,85141,1,0
88453,1,1,385,86917,1,0
88477,1,1,385,86941,1,0
88525,1,1,385,86989,1,0
88597,1,1,385,87061,1,0
89569,1,1,385,88801,1,0
89617,1,1,385,88849,1,0
89629,1,1,385,88861,1,0
108265,1,1,385,102505,1,0
110509,1,1,385,109741,1,0
124861,1,1,385,111421,1,0
125293,1,1,385,111853,1,0
131281,1,1,385,127825,1,0
457,1,1,385,25,49,0
469,1,1,385,37,49,0
5545,1,1,385,577,49,0
8809,1,1,385,6001,49,0
8821,1,1,385,6013,49,0
8833,1,1,385,6025,49,0
8845,1,1,385,6037,49,0
8857,1,1,385,6049,49,0
8869,1,1,385,6061,49,0
8905,1,1,385,6097,49,0
8917,1,1,385,6109,49,0
8929,1,1,385,6121,49,0
8941,1,1,385,6133,49,0
8965,1,1,385,6157,49,0
8977,1,1,385,6169,49,0
8989,1,1,385,6181,49,0
9001,1,1,385,6193,49,0
9013,1,1,385,6205,49,0
9025,1,1,385,6217,49,0
9037,1,1,385,6229,49,0
9109,1,1,385,6301,49,0
14197,1,1,385,9229,49,0
14245,1,1,385,9277,49,0
14293,1,1,385,9325,49,0
14389,1,1,385,9421,49,0
14509,1,1,385,9541,49,0
14557,1,1,385,9589,49,0
14629,1,1,385,9661,49,0
23173,1,1,385,15181,49,0
23245,1,1,385,15253,49,0
27157,1,1,385,23701,49,0
27301,1,1,385,23845,49,0
28033,1,1,385,27601,49,0
30097,1,1,385,28153,49,0
30121,1,1,385,28177,49,0
30145,1,1,385,28201,49,0
30169,1,1,385,28225,49,0
36661,1,1,385,31261,49,0
43885,1,1,385,41293,49,0
43909,1,1,385,41317,49,0
43933,1,1,385,41341,49,0
43981,1,1,385,41389,49,0
44029,1,1,385,41437,49,0
44053,1,1,385,41461,49,0
44149,1,1,385,41557,49,0
47341,1,1,385,44317,49,0
47389,1,1,385,44365,49,0
47437,1,1,385,44413,49,0
47461,1,1,385,44437,49,0
58261,1,1,385,52429,49,0
61897,1,1,385,61681,49,0
61909,1,1,385,61693,49,0
72637,1,1,385,62917,49,0
80785,1,1,385,73225,49,0
80809,1,1,385,73249,49,0
81061,1,1,385,73501,49,0
83065,1,1,385,81121,49,0
83077,1,1,385,81133,49,0
83101,1,1,385,81157,49,0
83125,1,1,385,81181,49,0
83245,1,1,385,81301,49,0
83269,1,1,385,81325,49,0
84805,1,1,385,83293,49,0
84829,1,1,385,83317,49,0
84853,1,1,385,83341,49,0
84949,1,1,385,83437,49,0
86701,1,1,385,84973,49,0
86713,1,1,385,84985,49,0
86725,1,1,385,84997,49,0
86785,1,1,385,85057,49,0
86797,1,1,385,85069,49,0
86845,1,1,385,85117,49,0
88621,1,1,385,86893,49,0
88645,1,1,385,86917,49,0
88669,1,1,385,86941,49,0
88717,1,1,385,86989,49,0
88789,1,1,385,87061,49,0
89665,1,1,385,88801,49,0
89713,1,1,385,88849,49,0
89725,1,1,385,88861,49,0
108985,1,1,385,102505,49,0
109333,1,1,385,102853,49,0
110605,1,1,385,109741,49,0
126517,1,1,385,111397,49,0
131713,1,1,385,127825,49,0
132337,131761,1,385,1,1,0
132349,131761,1,385,13,1,0
132373,131761,1,385,37,1,0
136993,131761,1,385,577,1,0
141085,131761,1,385,6013,1,0
141109,131761,1,385,6037,1,0
141133,131761,1,385,6061,1,0
141205,131761,1,385,6133,1,0
141217,131761,1,385,6145,1,0
141253,131761,1,385,6181,1,0
141265,131761,1,385,6193,1,0
141277,131761,1,385,6205,1,0
141301,131761,1,385,6229,1,0
141325,131761,1,385,6253,1,0
141349,131761,1,385,6277,1,0
141373,131761,1,385,6301,1,0
141397,131761,1,385,138325,1,0
141445,131761,1,385,138373,1,0
147133,131761,1,385,9229,1,0
147229,131761,1,385,9325,1,0
147397,131761,1,385,9493,1,0
147517,131761,1,385,9613,1,0
147613,131761,1,385,142429,1,0
147661,131761,1,385,142477,1,0
156349,131761,1,385,15373,1,0
156517,131761,1,385,149221,1,0
160957,131761,1,385,23581,1,0
161077,131761,1,385,23701,1,0
161221,131761,1,385,23845,1,0
162385,131761,1,385,27601,1,0
162397,131761,1,385,27613,1,0
162409,131761,1,385,27625,1,0
164233,131761,1,385,28105,1,0
164257,131761,1,385,28129,1,0
164281,131761,1,385,28153,1,0
164305,131761,1,385,28177,1,0
164329,131761,1,385,28201,1,0
164353,131761,1,385,28225,1,0
164401,131761,1,385,28273,1,0
170353,131761,1,385,30961,1,0
170629,131761,1,385,31237,1,0
170725,131761,1,385,165733,1,0
178717,131761,1,385,41293,1,0
178753,131761,1,385,41329,1,0
178765,131761,1,385,41341,1,0
178789,131761,1,385,41365,1,0
178813,131761,1,385,41389,1,0
178837,131761,1,385,41413,1,0
178885,131761,1,385,41461,1,0
178981,131761,1,385,41557,1,0
183589,131761,1,385,44245,1,0
183613,131761,1,385,44269,1,0
183637,131761,1,385,44293,1,0
183721,131761,1,385,44377,1,0
183781,131761,1,385,44437,1,0
183805,131761,1,385,44461,1,0
183925,131761,1,385,179701,1,0
183973,131761,1,385,179749,1,0
200269,131761,1,385,58381,1,0
201073,131761,1,385,61681,1,0
211501,131761,1,385,62701,1,0
211573,131761,1,385,62773,1,0
211861,131761,1,385,202261,1,0
220345,131761,1,385,73225,1,0
220369,131761,1,385,73249,1,0
220621,131761,1,385,73501,1,0
223285,131761,1,385,81157,1,0
223309,131761,1,385,81181,1,0
223453,131761,1,385,81325,1,0
225109,131761,1,385,83365,1,0
225181,131761,1,385,83437,1,0
226909,131761,1,385,84973,1,0
226921,131761,1,385,84985,1,0
226933,131761,1,385,84997,1,0
226945,131761,1,385,85009,1,0
226969,131761,1,385,85033,1,0
226993,131761,1,385,85057,1,0
227005,131761,1,385,85069,1,0
227029,131761,1,385,85093,1,0
229453,131761,1,385,86941,1,0
229525,131761,1,385,87013,1,0
229549,131761,1,385,87037,1,0
229573,131761,1,385,87061,1,0
229585,131761,1,385,227473,1,0
229597,131761,1,385,227485,1,0
229645,131761,1,385,227533,1,0
230689,131761,1,385,88801,1,0
230701,131761,1,385,88813,1,0
230737,131761,1,385,88849,1,0
230749,131761,1,385,88861,1,0
242197,131761,1,385,94021,1,0
250729,131761,1,385,102505,1,0
253069,131761,1,385,109741,1,0
267685,131761,1,385,111493,1,0
267781,131761,1,385,111589,1,0
268021,131761,1,385,111829,1,0
268141,131761,1,385,111949,1,0
274249,131761,1,385,127801,1,0
132409,131761,1,385,1,49,0
132421,131761,1,385,13,49,0
132445,131761,1,385,37,49,0
137545,131761,1,385,577,49,0
141457,131761,1,385,6001,49,0
141469,131761,1,385,6013,49,0
141625,131761,1,385,6169,49,0
141637,131761,1,385,6181,49,0
141661,131761,1,385,6205,49,0
141685,131761,1,385,6229,49,0
141697,131761,1,385,6241,49,0
141709,131761,1,385,6253,49,0
141733,131761,1,385,6277,49,0
141745,131761,1,385,6289,49,0
141757,131761,1,385,6301,49,0
141781,131761,1,385,138325,49,0
141817,131761,1,385,138361,49,0
141829,131761,1,385,138373,49,0
147757,131761,1,385,9205,49,0
147877,131761,1,385,9325,49,0
147997,131761,1,385,9445,49,0
148045,131761,1,385,9493,49,0
148117,131761,1,385,9565,49,0
148165,131761,1,385,9613,49,0
148261,131761,1,385,142429,49,0
148309,131761,1,385,142477,49,0
156781,131761,1,385,14893,49,0
157069,131761,1,385,15181,49,0
157381,131761,1,385,15493,49,0
157429,131761,1,385,149221,49,0
161389,131761,1,385,23581,49,0
161653,131761,1,385,23845,49,0
161749,131761,1,385,157861,49,0
162445,131761,1,385,27613,49,0
164449,131761,1,385,28105,49,0
164497,131761,1,385,28153,49,0
164521,131761,1,385,28177,49,0
164545,131761,1,385,28201,49,0
164569,131761,1,385,28225,49,0
164617,131761,1,385,28273,49,0
171205,131761,1,385,31189,49,0
171253,131761,1,385,31237,49,0
171349,131761,1,385,165733,49,0
179005,131761,1,385,41293,49,0
179029,131761,1,385,41317,49,0
179041,131761,1,385,41329,49,0
179053,131761,1,385,41341,49,0
179101,131761,1,385,41389,49,0
179149,131761,1,385,41437,49,0
179173,131761,1,385,41461,49,0
179221,131761,1,385,41509,49,0
179257,131761,1,385,41545,49,0
179269,131761,1,385,41557,49,0
184117,131761,1,385,44245,49,0
184141,131761,1,385,44269,49,0
184249,131761,1,385,44377,49,0
184333,131761,1,385,44461,49,0
184429,131761,1,385,179677,49,0
189805,131761,1,385,47581,49,0
189877,131761,1,385,47653,49,0
190141,131761,1,385,47917,49,0
190165,131761,1,385,47941,49,0
190261,131761,1,385,185077,49,0
201097,131761,1,385,61681,49,0
201109,131761,1,385,61693,49,0
212773,131761,1,385,62773,49,0
212917,131761,1,385,62917,49,0
213061,131761,1,385,202261,49,0
221185,131761,1,385,73225,49,0
221209,131761,1,385,73249,49,0
221461,131761,1,385,73501,49,0
223477,131761,1,385,81133,49,0
223525,131761,1,385,81181,49,0
227101,131761,1,385,84973,49,0
227113,131761,1,385,84985,49,0
227161,131761,1,385,85033,49,0
227185,131761,1,385,85057,49,0
227197,131761,1,385,85069,49,0
227245,131761,1,385,85117,49,0
227257,131761,1,385,85129,49,0
227269,131761,1,385,85141,49,0
229669,131761,1,385,86893,49,0
229681,131761,1,385,86905,49,0
229693,131761,1,385,86917,49,0
229705,131761,1,385,86929,49,0
229717,131761,1,385,86941,49,0
229729,131761,1,385,86953,49,0
229777,131761,1,385,87001,49,0
229789,131761,1,385,87013,49,0
229813,131761,1,385,87037,49,0
229825,131761,1,385,87049,49,0
229837,131761,1,385,87061,49,0
229849,131761,1,385,227473,49,0
229861,131761,1,385,227485,49,0
229897,131761,1,385,227521,49,0
229909,131761,1,385,227533,49,0
230785,131761,1,385,88801,49,0
230797,131761,1,385,88813,49,0
230833,131761,1,385,88849,49,0
243229,131761,1,385,94261,49,0
251497,131761,1,385,102505,49,0
253141,131761,1,385,109717,49,0
253165,131761,1,385,109741,49,0
253189,131761,1,385,109765,49,0
269293,131761,1,385,111397,49,0
269725,131761,1,385,111829,49,0
274705,131761,1,385,127801,49,0
132277,131761,1,289,13,49,0
132301,131761,1,289,37,49,0
136441,131761,1,289,577,49,0
140701,131761,1,289,6013,49,0
140725,131761,1,289,6037,49,0
140749,131761,1,289,6061,49,0
140797,131761,1,289,6109,49,0
140821,131761,1,289,6133,49,0
140869,131761,1,289,6181,49,0
140893,131761,1,289,6205,49,0
140929,131761,1,289,6241,49,0
140965,131761,1,289,6277,49,0
140977,131761,1,289,6289,49,0
140989,131761,1,289,6301,49,0
141001,131761,1,289,138313,49,0
141013,131761,1,289,138325,49,0
141049,131761,1,289,138361,49,0
141061,131761,1,289,138373,49,0
146389,131761,1,289,9133,49,0
146485,131761,1,289,9229,49,0
146581,131761,1,289,9325,49,0
146653,131761,1,289,9397,49,0
146701,131761,1,289,9445,49,0
146965,131761,1,289,142429,49,0
147013,131761,1,289,142477,49,0
155605,131761,1,289,149221,49,0
160837,131761,1,289,23893,49,0
162349,131761,1,289,27613,49,0
164017,131761,1,289,28105,49,0
164041,131761,1,289,28129,49,0
164065,131761,1,289,28153,49,0
164089,131761,1,289,28177,49,0
164113,131761,1,289,28201,49,0
164137,131761,1,289,28225,49,0
164185,131761,1,289,28273,49,0
170005,131761,1,289,31237,49,0
178429,131761,1,289,41293,49,0
178477,131761,1,289,41341,49,0
178573,131761,1,289,41437,49,0
178597,131761,1,289,41461,49,0
178621,131761,1,289,41485,49,0
178693,131761,1,289,41557,49,0
183025,131761,1,289,44209,49,0
183037,131761,1,289,44221,49,0
183109,131761,1,289,44293,49,0
183277,131761,1,289,44461,49,0
183373,131761,1,289,179677,49,0
183397,131761,1,289,179701,49,0
210373,131761,1,289,62773,49,0
219505,131761,1,289,73225,49,0
219529,131761,1,289,73249,49,0
223045,131761,1,289,81133,49,0
223069,131761,1,289,81157,49,0
223093,131761,1,289,81181,49,0
224869,131761,1,289,83293,49,0
224965,131761,1,289,83389,49,0
226717,131761,1,289,84973,49,0
226789,131761,1,289,85045,49,0
226861,131761,1,289,85117,49,0
