Support Ticket ID,Customer ID,Date Created,Date Completed,Escalated,Duration
120000,10044148,2018-10-14 00:00:00.000,2018-10-23 00:00:00.000,0,9
59841,10025295,2018-06-26 00:00:00.000,2018-06-27 00:00:00.000,0,1
94097,10039996,2018-10-25 00:00:00.000,2018-11-01 00:00:00.000,0,7
124323,10044851,2018-11-08 00:00:00.000,2018-11-17 00:00:00.000,1,9
12911,10005586,2018-07-26 00:00:00.000,2018-07-30 00:00:00.000,0,4
64699,10027315,2018-08-22 00:00:00.000,2018-08-27 00:00:00.000,0,5
58102,10024556,2018-11-01 00:00:00.000,2018-11-01 00:00:00.000,0,0
46864,10019770,2018-10-21 00:00:00.000,2018-10-21 00:00:00.000,0,0
60763,10025705,2018-09-16 00:00:00.000,2018-09-17 00:00:00.000,0,1
63070,10026649,2018-05-01 00:00:00.000,2018-05-04 00:00:00.000,0,3
65827,10027833,2018-07-09 00:00:00.000,2018-07-14 00:00:00.000,0,5
53602,10022673,2018-07-15 00:00:00.000,2018-07-19 00:00:00.000,0,4
121857,10044451,2018-07-21 00:00:00.000,2018-07-28 00:00:00.000,0,7
95072,10040154,2018-06-26 00:00:00.000,2018-07-02 00:00:00.000,0,6
3104,10001375,2018-09-11 00:00:00.000,2018-09-19 00:00:00.000,1,8
98997,10040788,2018-07-06 00:00:00.000,2018-07-11 00:00:00.000,0,5
53799,10022741,2018-06-13 00:00:00.000,2018-06-14 00:00:00.000,0,1
70733,10029949,2018-05-04 00:00:00.000,2018-05-08 00:00:00.000,0,4
17252,10007511,2018-06-25 00:00:00.000,2018-06-25 00:00:00.000,0,0
52892,10022376,2018-08-02 00:00:00.000,2018-08-02 00:00:00.000,1,0
69861,10029570,2018-09-13 00:00:00.000,2018-09-13 00:00:00.000,0,0
125305,10044999,2018-10-25 00:00:00.000,2018-11-03 00:00:00.000,1,9
102952,10041414,2018-09-07 00:00:00.000,2018-09-13 00:00:00.000,0,6
64738,10027330,2018-09-05 00:00:00.000,2018-09-09 00:00:00.000,0,4
124196,10044831,2018-06-11 00:00:00.000,2018-06-20 00:00:00.000,0,9
95818,10040281,2018-07-29 00:00:00.000,2018-08-05 00:00:00.000,1,7
90205,10038413,2018-05-25 00:00:00.000,2018-05-25 00:00:00.000,0,0
57814,10024432,2018-11-02 00:00:00.000,2018-11-06 00:00:00.000,0,4
24286,10010419,2018-09-06 00:00:00.000,2018-09-06 00:00:00.000,0,0
92426,10039365,2018-06-11 00:00:00.000,2018-06-15 00:00:00.000,0,4
60441,10025560,2018-08-16 00:00:00.000,2018-08-17 00:00:00.000,0,1
116043,10043524,2018-08-29 00:00:00.000,2018-09-03 00:00:00.000,0,5
73296,10031059,2018-06-23 00:00:00.000,2018-06-23 00:00:00.000,0,0
36741,10015635,2018-11-17 00:00:00.000,2018-11-17 00:00:00.000,0,0
121688,10044426,2018-06-01 00:00:00.000,2018-06-07 00:00:00.000,0,6
41499,10017624,2018-07-11 00:00:00.000,2018-07-20 00:00:00.000,0,9
123650,10044744,2018-09-20 00:00:00.000,2018-09-29 00:00:00.000,0,9
9310,10004035,2018-10-02 00:00:00.000,2018-10-06 00:00:00.000,1,4
125113,10044969,2018-05-31 00:00:00.000,2018-06-08 00:00:00.000,0,8
82137,10034895,2018-07-23 00:00:00.000,2018-07-29 00:00:00.000,0,6
106600,10041984,2018-07-22 00:00:00.000,2018-07-27 00:00:00.000,1,5
39804,10016913,2018-08-31 00:00:00.000,2018-09-04 00:00:00.000,0,4
32186,10013719,2018-06-08 00:00:00.000,2018-06-09 00:00:00.000,0,1
16625,10007226,2018-10-12 00:00:00.000,2018-10-13 00:00:00.000,1,1
104083,10041594,2018-09-23 00:00:00.000,2018-09-29 00:00:00.000,0,6
5110,10002197,2018-10-27 00:00:00.000,2018-10-31 00:00:00.000,0,4
120856,10044286,2018-07-16 00:00:00.000,2018-07-20 00:00:00.000,0,4
