ID,Name,ProjectID,INTERMEDIATE RESOURCE,LATERAL RESOURCE,FRAC RESOURCE,DRILL OUT RESOURCE,RR TO FRAC TIME,POP,TTP TO POP,INTERMEDIATE START,INTERMEDIATE END,LATERAL START,LATERAL END,RR TO FRAC TIME.1,RR TO FRAC START END,FRAC START,FRAC END,DRILL OUT START,DRILL OUT END,TTP TO POP START,TTP TO POP END,POP START,POP END,Count of Lateral End,VersionName
"15bac713-00fb-4aa7-803e-2de354b714f6","TREES RANCH 12-11-4515H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","H&P #536","H&P #536","Liberty","Drill Out Crew","","","",2021-10-23 00:00:00.000,2021-11-06 23:59:58.000,2021-12-25 00:00:00.000,2022-01-22 23:59:58.000,2022-01-23 00:00:00.000,2022-01-26 23:59:58.000,2022-03-19 00:00:00.000,2022-04-15 23:59:58.000,2022-04-16 00:00:00.000,2022-04-26 23:59:58.000,2022-04-27 00:00:00.000,2022-04-30 23:59:58.000,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,1,""
"163474de-e3d8-4ab4-b992-ec3af54afbdd","UTL 2635-17-32HX","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","H&P #296","H&P #296","Liberty","Drill Out Crew","","","",2019-11-30 00:00:00.000,2019-12-14 23:59:58.000,2019-12-15 00:00:00.000,2020-01-07 23:59:58.000,2020-01-08 00:00:00.000,2020-01-08 00:00:00.000,2020-02-16 00:00:00.000,2020-03-12 23:59:58.000,2020-03-13 00:00:00.000,2020-03-23 23:59:58.000,2020-03-24 00:00:00.000,2020-03-27 23:59:58.000,2020-04-05 00:00:00.000,2020-04-05 00:00:00.000,1,""
"17c3517c-e80b-4e0a-8aff-d476338c6432","WAHA 4311NH","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Ensign #765","Ensign #765","Liberty","Drill Out Crew","","","",2017-04-01 00:00:00.000,2017-04-18 23:59:58.000,2017-06-03 00:00:00.000,2017-06-30 23:59:58.000,2017-07-01 00:00:00.000,2017-07-01 00:00:00.000,2017-07-07 00:00:00.000,2017-08-16 23:59:58.000,2017-08-17 00:00:00.000,2017-08-28 23:59:58.000,2017-08-29 00:00:00.000,2017-08-29 00:00:00.000,2017-08-31 00:00:00.000,2017-08-31 00:00:00.000,1,""
"1995531d-e2cd-46ea-bdad-0a80da77343b","RATLIFF 28-21-4414H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Trinidad #226","Trinidad #226","Liberty","Drill Out Crew","","","",2022-03-26 00:00:00.000,2022-04-03 23:59:58.000,2022-04-28 00:00:00.000,2022-05-18 23:59:58.000,2022-05-19 00:00:00.000,2022-05-22 23:59:58.000,2022-05-27 00:00:00.000,2022-06-19 23:59:58.000,2022-06-20 00:00:00.000,2022-07-05 23:59:58.000,2022-07-06 00:00:00.000,2022-07-09 23:59:58.000,2022-07-10 00:00:00.000,2022-07-10 00:00:00.000,1,""
"19c758ce-e9f1-455c-bc5c-3bacbac299cf","WAHA 4113NH","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","H&P #296","H&P #296","Liberty","Drill Out Crew","","","",2023-03-27 00:00:00.000,2023-04-08 23:59:58.000,2023-05-21 00:00:00.000,2023-06-11 23:59:58.000,2023-08-25 00:00:00.000,2023-08-28 23:59:58.000,2023-10-12 00:00:00.000,2023-11-11 23:59:58.000,2023-11-15 00:00:00.000,2023-11-27 23:59:58.000,2023-11-28 00:00:00.000,2023-12-01 23:59:58.000,2023-12-02 00:00:00.000,2023-12-02 00:00:00.000,1,""
"1b9eb54f-96e7-43e3-8284-8d4dd3d3c57d","MASSEY 14-26-4209H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Trinidad #224","Trinidad #224","Liberty","Drill Out Crew","","","",2019-06-22 00:00:00.000,2019-07-12 23:59:58.000,2019-09-16 00:00:00.000,2019-09-28 23:59:58.000,2019-11-13 00:00:00.000,2019-11-13 00:00:00.000,2020-01-14 00:00:00.000,2020-02-12 23:59:58.000,2020-02-16 00:00:00.000,2020-03-03 23:59:58.000,2020-03-04 00:00:00.000,2020-03-07 23:59:58.000,2020-03-08 00:00:00.000,2020-03-08 00:00:00.000,1,""
"1bbf67f4-ad3a-43e2-9a22-e0fa71dd1611","ATKINS 10A-15-4207H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Patterson 260","Patterson 260","Liberty","Drill Out Crew","","","",2022-03-30 00:00:00.000,2022-04-06 23:59:58.000,2022-04-26 00:00:00.000,2022-05-06 23:59:58.000,2022-06-10 00:00:00.000,2022-06-13 23:59:58.000,2022-06-20 00:00:00.000,2022-07-10 23:59:58.000,2022-07-14 00:00:00.000,2022-07-29 23:59:58.000,2022-07-30 00:00:00.000,2022-08-02 23:59:58.000,2022-08-03 00:00:00.000,2022-08-03 00:00:00.000,1,""
"1be701a7-9e23-4ce5-982e-45798206658f","MORGAN 26-25-4412H (660 SPACING)","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Patterson 260","Patterson 260","Liberty","Drill Out Crew","","","",2018-09-02 00:00:00.000,2018-09-12 23:59:58.000,2018-09-30 00:00:00.000,2018-10-11 23:59:58.000,2018-10-12 00:00:00.000,2018-10-12 00:00:00.000,2018-10-19 00:00:00.000,2018-11-02 23:59:58.000,2018-11-09 00:00:00.000,2018-11-14 23:59:58.000,2018-11-15 00:00:00.000,2018-11-15 00:00:00.000,2018-11-17 00:00:00.000,2018-11-17 00:00:00.000,1,""
"1dad4bfb-74cf-4335-83be-d9df911f2cd5","WILLOW STATE UNIT 24-25-4301H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Pacesetter #6","Ensign #765","Liberty","Drill Out Crew","","","",2017-03-21 00:00:00.000,2017-03-29 23:59:58.000,2017-09-24 00:00:00.000,2017-10-21 23:59:58.000,2017-10-22 00:00:00.000,2017-10-22 00:00:00.000,2017-11-02 00:00:00.000,2017-11-30 23:59:58.000,2017-12-01 00:00:00.000,2017-12-18 23:59:58.000,2017-12-19 00:00:00.000,2017-12-19 00:00:00.000,2017-12-21 00:00:00.000,2017-12-21 00:00:00.000,1,""
"1e39b31c-3f3b-4f2b-88d9-8abba6e1b730","HAYDEN 14-23-2807H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Patterson 260","Patterson 260","Liberty","Drill Out Crew","","","",2021-12-06 00:00:00.000,2021-12-13 23:59:58.000,2021-12-23 00:00:00.000,2022-01-01 23:59:58.000,2022-01-18 00:00:00.000,2022-01-21 23:59:58.000,2022-02-02 00:00:00.000,2022-02-15 23:59:58.000,2022-02-19 00:00:00.000,2022-03-03 23:59:58.000,2022-03-04 00:00:00.000,2022-03-07 23:59:58.000,2022-03-08 00:00:00.000,2022-03-08 00:00:00.000,1,""
"1f72b4c7-7a7e-4a28-b1cf-2b4cf0218987","TAYLOR 45-33-4407H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Trinidad #226","Patterson 260","Liberty","Drill Out Crew","","","",2018-02-07 00:00:00.000,2018-02-23 23:59:58.000,2018-05-05 00:00:00.000,2018-05-18 23:59:58.000,2018-06-02 00:00:00.000,2018-06-02 00:00:00.000,2018-07-01 00:00:00.000,2018-07-30 23:59:58.000,2018-07-31 00:00:00.000,2018-08-06 23:59:58.000,2018-08-07 00:00:00.000,2018-08-07 00:00:00.000,2018-08-16 00:00:00.000,2018-08-16 00:00:00.000,1,""
"1f9058e3-c82a-4869-9067-1de08b543d47","JERSEY 35-23-2804H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","H&P #509","H&P #509","Liberty","Drill Out Crew","","","",2022-10-29 00:00:00.000,2022-11-03 23:59:58.000,2022-11-11 00:00:00.000,2022-11-20 23:59:58.000,2022-12-07 00:00:00.000,2022-12-10 23:59:58.000,2022-12-18 00:00:00.000,2023-01-04 23:59:58.000,2023-01-08 00:00:00.000,2023-01-21 23:59:58.000,2023-01-22 00:00:00.000,2023-01-25 23:59:58.000,2023-01-26 00:00:00.000,2023-01-26 00:00:00.000,1,""
"2130f569-5ac8-4cf6-8ab2-76f06a715c62","ROBBIE 17A-8-4415H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Pacesetter #4","Trinidad #224","Liberty","Drill Out Crew","","","",2017-12-11 00:00:00.000,2017-12-21 23:59:58.000,2018-03-30 00:00:00.000,2018-04-18 23:59:58.000,2018-04-19 00:00:00.000,2018-04-19 00:00:00.000,2018-04-29 00:00:00.000,2018-05-23 23:59:58.000,2018-05-24 00:00:00.000,2018-05-29 23:59:58.000,2018-05-30 00:00:00.000,2018-05-30 00:00:00.000,2018-06-08 00:00:00.000,2018-06-08 00:00:00.000,1,""
"22244a28-b424-4cc2-8698-0cb549d52e0f","RATLIFF 28-21-4207H (660 SPACING)","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Patterson 762","Patterson 762","Liberty","Drill Out Crew","","","",2023-01-22 00:00:00.000,2023-01-30 23:59:58.000,2023-02-21 00:00:00.000,2023-02-28 23:59:58.000,2023-03-26 00:00:00.000,2023-03-29 23:59:58.000,2023-04-01 00:00:00.000,2023-04-16 23:59:58.000,2023-04-20 00:00:00.000,2023-05-02 23:59:58.000,2023-05-03 00:00:00.000,2023-05-06 23:59:58.000,2023-05-07 00:00:00.000,2023-05-07 00:00:00.000,1,""
"271e03b6-d403-4171-83e3-2396e9c8bd76","JACK 13-24-4315H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Trinidad #224","Trinidad 125","Liberty","Drill Out Crew","","","",2023-06-23 00:00:00.000,2023-06-30 23:59:58.000,2023-07-01 00:00:00.000,2023-07-13 23:59:58.000,2023-07-14 00:00:00.000,2023-07-17 23:59:58.000,2023-07-18 00:00:00.000,2023-07-26 23:59:58.000,2023-07-27 00:00:00.000,2023-08-03 23:59:58.000,2023-08-04 00:00:00.000,2023-08-07 23:59:58.000,2023-08-08 00:00:00.000,2023-08-08 00:00:00.000,1,""
"28aeb104-db17-42b1-8257-db31e845fbe2","ROBBIE 17-8-2811H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Pacesetter 103","Pacesetter 103","Liberty","Drill Out Crew","","","",2018-07-03 00:00:00.000,2018-07-16 23:59:58.000,2018-07-17 00:00:00.000,2018-07-30 23:59:58.000,2018-08-26 00:00:00.000,2018-08-26 00:00:00.000,2018-09-04 00:00:00.000,2018-09-24 23:59:58.000,2018-10-27 00:00:00.000,2018-11-02 23:59:58.000,2018-11-03 00:00:00.000,2018-11-03 00:00:00.000,2018-11-07 00:00:00.000,2018-11-07 00:00:00.000,1,""
"2918d1b5-fefa-4fbf-ae35-f5157f7f7e15","St Eiland 14A-GG Houston-33 11H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","H&P #312","H&P #312","Liberty","Drill Out Crew","","","",2019-12-15 00:00:00.000,2019-12-30 23:59:58.000,2020-02-03 00:00:00.000,2020-02-19 23:59:58.000,2020-04-02 00:00:00.000,2020-04-02 00:00:00.000,2020-06-13 00:00:00.000,2020-06-30 23:59:58.000,2020-07-04 00:00:00.000,2020-07-12 23:59:58.000,2020-07-13 00:00:00.000,2020-07-16 23:59:58.000,2020-07-29 00:00:00.000,2020-07-29 00:00:00.000,1,""
"2ac91d6d-819c-4921-8c40-2d289ff1af21","TREES STATE 52-53-D-4107H","Version23acb6b0-4c64-40a9-8728-1f1b3eeec25d","Sendero #16","Trinidad 100","Liberty","Drill Out Crew","","","",2018-08-21 00:00:00.000,2018-09-04 23:59:58.000,2019-05-27 00:00:00.000,2019-06-29 23:59:58.000,2019-06-30 00:00:00.000,2019-06-30 00:00:00.000,2019-08-21 00:00:00.000,2019-09-14 23:59:58.000,2019-09-15 00:00:00.000,2019-09-27 23:59:58.000,2019-09-28 00:00:00.000,2019-09-28 00:00:00.000,2019-09-30 00:00:00.000,2019-09-30 00:00:00.000,1,""
