Date,Year,QuarterOfYear,MonthOfYear,DayOfMonth,DateInt,MonthName,MonthInCalendar,QuarterInCalendar,DayInWeek,DayOfWeekName,WeekEnding,Week Number,MonthnYear,QuarternYear,ShortYear,FY
2020-08-31 00:00:00.000,"2020",3,8,31,20200831,"August","Aug 2020","Q3 2020",0,"Monday",2020-09-06 00:00:00.000,36,20200800,20200300,"20","FY21"
2020-09-01 00:00:00.000,"2020",3,9,1,20200901,"September","Sep 2020","Q3 2020",1,"Tuesday",2020-09-06 00:00:00.000,36,20200900,20200300,"20","FY21"
2020-09-02 00:00:00.000,"2020",3,9,2,20200902,"September","Sep 2020","Q3 2020",2,"Wednesday",2020-09-06 00:00:00.000,36,20200900,20200300,"20","FY21"
2020-09-03 00:00:00.000,"2020",3,9,3,20200903,"September","Sep 2020","Q3 2020",3,"Thursday",2020-09-06 00:00:00.000,36,20200900,20200300,"20","FY21"
2020-09-04 00:00:00.000,"2020",3,9,4,20200904,"September","Sep 2020","Q3 2020",4,"Friday",2020-09-06 00:00:00.000,36,20200900,20200300,"20","FY21"
2020-09-05 00:00:00.000,"2020",3,9,5,20200905,"September","Sep 2020","Q3 2020",5,"Saturday",2020-09-06 00:00:00.000,36,20200900,20200300,"20","FY21"
2020-09-06 00:00:00.000,"2020",3,9,6,20200906,"September","Sep 2020","Q3 2020",6,"Sunday",2020-09-06 00:00:00.000,36,20200900,20200300,"20","FY21"
2020-09-07 00:00:00.000,"2020",3,9,7,20200907,"September","Sep 2020","Q3 2020",0,"Monday",2020-09-13 00:00:00.000,37,20200900,20200300,"20","FY21"
2020-09-08 00:00:00.000,"2020",3,9,8,20200908,"September","Sep 2020","Q3 2020",1,"Tuesday",2020-09-13 00:00:00.000,37,20200900,20200300,"20","FY21"
2020-09-09 00:00:00.000,"2020",3,9,9,20200909,"September","Sep 2020","Q3 2020",2,"Wednesday",2020-09-13 00:00:00.000,37,20200900,20200300,"20","FY21"
2020-09-10 00:00:00.000,"2020",3,9,10,20200910,"September","Sep 2020","Q3 2020",3,"Thursday",2020-09-13 00:00:00.000,37,20200900,20200300,"20","FY21"
2020-09-11 00:00:00.000,"2020",3,9,11,20200911,"September","Sep 2020","Q3 2020",4,"Friday",2020-09-13 00:00:00.000,37,20200900,20200300,"20","FY21"
2020-09-12 00:00:00.000,"2020",3,9,12,20200912,"September","Sep 2020","Q3 2020",5,"Saturday",2020-09-13 00:00:00.000,37,20200900,20200300,"20","FY21"
2020-09-13 00:00:00.000,"2020",3,9,13,20200913,"September","Sep 2020","Q3 2020",6,"Sunday",2020-09-13 00:00:00.000,37,20200900,20200300,"20","FY21"
2020-09-14 00:00:00.000,"2020",3,9,14,20200914,"September","Sep 2020","Q3 2020",0,"Monday",2020-09-20 00:00:00.000,38,20200900,20200300,"20","FY21"
2020-09-15 00:00:00.000,"2020",3,9,15,20200915,"September","Sep 2020","Q3 2020",1,"Tuesday",2020-09-20 00:00:00.000,38,20200900,20200300,"20","FY21"
2020-09-16 00:00:00.000,"2020",3,9,16,20200916,"September","Sep 2020","Q3 2020",2,"Wednesday",2020-09-20 00:00:00.000,38,20200900,20200300,"20","FY21"
2020-09-17 00:00:00.000,"2020",3,9,17,20200917,"September","Sep 2020","Q3 2020",3,"Thursday",2020-09-20 00:00:00.000,38,20200900,20200300,"20","FY21"
2020-09-18 00:00:00.000,"2020",3,9,18,20200918,"September","Sep 2020","Q3 2020",4,"Friday",2020-09-20 00:00:00.000,38,20200900,20200300,"20","FY21"
2020-09-19 00:00:00.000,"2020",3,9,19,20200919,"September","Sep 2020","Q3 2020",5,"Saturday",2020-09-20 00:00:00.000,38,20200900,20200300,"20","FY21"
2020-09-20 00:00:00.000,"2020",3,9,20,20200920,"September","Sep 2020","Q3 2020",6,"Sunday",2020-09-20 00:00:00.000,38,20200900,20200300,"20","FY21"
2020-09-21 00:00:00.000,"2020",3,9,21,20200921,"September","Sep 2020","Q3 2020",0,"Monday",2020-09-27 00:00:00.000,39,20200900,20200300,"20","FY21"
2020-09-22 00:00:00.000,"2020",3,9,22,20200922,"September","Sep 2020","Q3 2020",1,"Tuesday",2020-09-27 00:00:00.000,39,20200900,20200300,"20","FY21"
2020-09-23 00:00:00.000,"2020",3,9,23,20200923,"September","Sep 2020","Q3 2020",2,"Wednesday",2020-09-27 00:00:00.000,39,20200900,20200300,"20","FY21"
2020-09-24 00:00:00.000,"2020",3,9,24,20200924,"September","Sep 2020","Q3 2020",3,"Thursday",2020-09-27 00:00:00.000,39,20200900,20200300,"20","FY21"
2020-09-25 00:00:00.000,"2020",3,9,25,20200925,"September","Sep 2020","Q3 2020",4,"Friday",2020-09-27 00:00:00.000,39,20200900,20200300,"20","FY21"
2020-09-26 00:00:00.000,"2020",3,9,26,20200926,"September","Sep 2020","Q3 2020",5,"Saturday",2020-09-27 00:00:00.000,39,20200900,20200300,"20","FY21"
2020-09-27 00:00:00.000,"2020",3,9,27,20200927,"September","Sep 2020","Q3 2020",6,"Sunday",2020-09-27 00:00:00.000,39,20200900,20200300,"20","FY21"
2020-09-28 00:00:00.000,"2020",3,9,28,20200928,"September","Sep 2020","Q3 2020",0,"Monday",2020-10-04 00:00:00.000,40,20200900,20200300,"20","FY21"
2020-09-29 00:00:00.000,"2020",3,9,29,20200929,"September","Sep 2020","Q3 2020",1,"Tuesday",2020-10-04 00:00:00.000,40,20200900,20200300,"20","FY21"
2020-09-30 00:00:00.000,"2020",3,9,30,20200930,"September","Sep 2020","Q3 2020",2,"Wednesday",2020-10-04 00:00:00.000,40,20200900,20200300,"20","FY21"
2020-01-01 00:00:00.000,"2020",1,1,1,20200101,"January","Jan 2020","Q1 2020",2,"Wednesday",2020-01-05 00:00:00.000,1,20200100,20200100,"20","FY21"
2020-01-02 00:00:00.000,"2020",1,1,2,20200102,"January","Jan 2020","Q1 2020",3,"Thursday",2020-01-05 00:00:00.000,1,20200100,20200100,"20","FY21"
2020-01-03 00:00:00.000,"2020",1,1,3,20200103,"January","Jan 2020","Q1 2020",4,"Friday",2020-01-05 00:00:00.000,1,20200100,20200100,"20","FY21"
2020-01-04 00:00:00.000,"2020",1,1,4,20200104,"January","Jan 2020","Q1 2020",5,"Saturday",2020-01-05 00:00:00.000,1,20200100,20200100,"20","FY21"
2020-01-05 00:00:00.000,"2020",1,1,5,20200105,"January","Jan 2020","Q1 2020",6,"Sunday",2020-01-05 00:00:00.000,1,20200100,20200100,"20","FY21"
2020-01-06 00:00:00.000,"2020",1,1,6,20200106,"January","Jan 2020","Q1 2020",0,"Monday",2020-01-12 00:00:00.000,2,20200100,20200100,"20","FY21"
2020-01-07 00:00:00.000,"2020",1,1,7,20200107,"January","Jan 2020","Q1 2020",1,"Tuesday",2020-01-12 00:00:00.000,2,20200100,20200100,"20","FY21"
2020-01-08 00:00:00.000,"2020",1,1,8,20200108,"January","Jan 2020","Q1 2020",2,"Wednesday",2020-01-12 00:00:00.000,2,20200100,20200100,"20","FY21"
2020-01-09 00:00:00.000,"2020",1,1,9,20200109,"January","Jan 2020","Q1 2020",3,"Thursday",2020-01-12 00:00:00.000,2,20200100,20200100,"20","FY21"
2020-01-10 00:00:00.000,"2020",1,1,10,20200110,"January","Jan 2020","Q1 2020",4,"Friday",2020-01-12 00:00:00.000,2,20200100,20200100,"20","FY21"
2020-01-11 00:00:00.000,"2020",1,1,11,20200111,"January","Jan 2020","Q1 2020",5,"Saturday",2020-01-12 00:00:00.000,2,20200100,20200100,"20","FY21"
2020-01-12 00:00:00.000,"2020",1,1,12,20200112,"January","Jan 2020","Q1 2020",6,"Sunday",2020-01-12 00:00:00.000,2,20200100,20200100,"20","FY21"
2020-01-13 00:00:00.000,"2020",1,1,13,20200113,"January","Jan 2020","Q1 2020",0,"Monday",2020-01-19 00:00:00.000,3,20200100,20200100,"20","FY21"
2020-01-14 00:00:00.000,"2020",1,1,14,20200114,"January","Jan 2020","Q1 2020",1,"Tuesday",2020-01-19 00:00:00.000,3,20200100,20200100,"20","FY21"
2020-01-15 00:00:00.000,"2020",1,1,15,20200115,"January","Jan 2020","Q1 2020",2,"Wednesday",2020-01-19 00:00:00.000,3,20200100,20200100,"20","FY21"
2020-01-16 00:00:00.000,"2020",1,1,16,20200116,"January","Jan 2020","Q1 2020",3,"Thursday",2020-01-19 00:00:00.000,3,20200100,20200100,"20","FY21"
2020-01-17 00:00:00.000,"2020",1,1,17,20200117,"January","Jan 2020","Q1 2020",4,"Friday",2020-01-19 00:00:00.000,3,20200100,20200100,"20","FY21"
2020-01-18 00:00:00.000,"2020",1,1,18,20200118,"January","Jan 2020","Q1 2020",5,"Saturday",2020-01-19 00:00:00.000,3,20200100,20200100,"20","FY21"
2020-01-19 00:00:00.000,"2020",1,1,19,20200119,"January","Jan 2020","Q1 2020",6,"Sunday",2020-01-19 00:00:00.000,3,20200100,20200100,"20","FY21"
2020-01-20 00:00:00.000,"2020",1,1,20,20200120,"January","Jan 2020","Q1 2020",0,"Monday",2020-01-26 00:00:00.000,4,20200100,20200100,"20","FY21"
2020-01-21 00:00:00.000,"2020",1,1,21,20200121,"January","Jan 2020","Q1 2020",1,"Tuesday",2020-01-26 00:00:00.000,4,20200100,20200100,"20","FY21"
2020-01-22 00:00:00.000,"2020",1,1,22,20200122,"January","Jan 2020","Q1 2020",2,"Wednesday",2020-01-26 00:00:00.000,4,20200100,20200100,"20","FY21"
2020-01-23 00:00:00.000,"2020",1,1,23,20200123,"January","Jan 2020","Q1 2020",3,"Thursday",2020-01-26 00:00:00.000,4,20200100,20200100,"20","FY21"
2020-01-24 00:00:00.000,"2020",1,1,24,20200124,"January","Jan 2020","Q1 2020",4,"Friday",2020-01-26 00:00:00.000,4,20200100,20200100,"20","FY21"
2020-01-25 00:00:00.000,"2020",1,1,25,20200125,"January","Jan 2020","Q1 2020",5,"Saturday",2020-01-26 00:00:00.000,4,20200100,20200100,"20","FY21"
2020-01-26 00:00:00.000,"2020",1,1,26,20200126,"January","Jan 2020","Q1 2020",6,"Sunday",2020-01-26 00:00:00.000,4,20200100,20200100,"20","FY21"
2020-01-27 00:00:00.000,"2020",1,1,27,20200127,"January","Jan 2020","Q1 2020",0,"Monday",2020-02-02 00:00:00.000,5,20200100,20200100,"20","FY21"
2020-01-28 00:00:00.000,"2020",1,1,28,20200128,"January","Jan 2020","Q1 2020",1,"Tuesday",2020-02-02 00:00:00.000,5,20200100,20200100,"20","FY21"
2020-01-29 00:00:00.000,"2020",1,1,29,20200129,"January","Jan 2020","Q1 2020",2,"Wednesday",2020-02-02 00:00:00.000,5,20200100,20200100,"20","FY21"
2020-01-30 00:00:00.000,"2020",1,1,30,20200130,"January","Jan 2020","Q1 2020",3,"Thursday",2020-02-02 00:00:00.000,5,20200100,20200100,"20","FY21"
2020-01-31 00:00:00.000,"2020",1,1,31,20200131,"January","Jan 2020","Q1 2020",4,"Friday",2020-02-02 00:00:00.000,5,20200100,20200100,"20","FY21"
2020-02-01 00:00:00.000,"2020",1,2,1,20200201,"February","Feb 2020","Q1 2020",5,"Saturday",2020-02-02 00:00:00.000,5,20200200,20200100,"20","FY21"
2020-02-02 00:00:00.000,"2020",1,2,2,20200202,"February","Feb 2020","Q1 2020",6,"Sunday",2020-02-02 00:00:00.000,5,20200200,20200100,"20","FY21"
2020-02-03 00:00:00.000,"2020",1,2,3,20200203,"February","Feb 2020","Q1 2020",0,"Monday",2020-02-09 00:00:00.000,6,20200200,20200100,"20","FY21"
2020-02-04 00:00:00.000,"2020",1,2,4,20200204,"February","Feb 2020","Q1 2020",1,"Tuesday",2020-02-09 00:00:00.000,6,20200200,20200100,"20","FY21"
2020-02-05 00:00:00.000,"2020",1,2,5,20200205,"February","Feb 2020","Q1 2020",2,"Wednesday",2020-02-09 00:00:00.000,6,20200200,20200100,"20","FY21"
2020-02-06 00:00:00.000,"2020",1,2,6,20200206,"February","Feb 2020","Q1 2020",3,"Thursday",2020-02-09 00:00:00.000,6,20200200,20200100,"20","FY21"
2020-02-07 00:00:00.000,"2020",1,2,7,20200207,"February","Feb 2020","Q1 2020",4,"Friday",2020-02-09 00:00:00.000,6,20200200,20200100,"20","FY21"
2020-02-08 00:00:00.000,"2020",1,2,8,20200208,"February","Feb 2020","Q1 2020",5,"Saturday",2020-02-09 00:00:00.000,6,20200200,20200100,"20","FY21"
2020-02-09 00:00:00.000,"2020",1,2,9,20200209,"February","Feb 2020","Q1 2020",6,"Sunday",2020-02-09 00:00:00.000,6,20200200,20200100,"20","FY21"
2020-02-10 00:00:00.000,"2020",1,2,10,20200210,"February","Feb 2020","Q1 2020",0,"Monday",2020-02-16 00:00:00.000,7,20200200,20200100,"20","FY21"
2020-02-11 00:00:00.000,"2020",1,2,11,20200211,"February","Feb 2020","Q1 2020",1,"Tuesday",2020-02-16 00:00:00.000,7,20200200,20200100,"20","FY21"
2020-02-12 00:00:00.000,"2020",1,2,12,20200212,"February","Feb 2020","Q1 2020",2,"Wednesday",2020-02-16 00:00:00.000,7,20200200,20200100,"20","FY21"
2020-02-13 00:00:00.000,"2020",1,2,13,20200213,"February","Feb 2020","Q1 2020",3,"Thursday",2020-02-16 00:00:00.000,7,20200200,20200100,"20","FY21"
2020-02-14 00:00:00.000,"2020",1,2,14,20200214,"February","Feb 2020","Q1 2020",4,"Friday",2020-02-16 00:00:00.000,7,20200200,20200100,"20","FY21"
2020-02-15 00:00:00.000,"2020",1,2,15,20200215,"February","Feb 2020","Q1 2020",5,"Saturday",2020-02-16 00:00:00.000,7,20200200,20200100,"20","FY21"
2020-02-16 00:00:00.000,"2020",1,2,16,20200216,"February","Feb 2020","Q1 2020",6,"Sunday",2020-02-16 00:00:00.000,7,20200200,20200100,"20","FY21"
2020-02-17 00:00:00.000,"2020",1,2,17,20200217,"February","Feb 2020","Q1 2020",0,"Monday",2020-02-23 00:00:00.000,8,20200200,20200100,"20","FY21"
2020-02-18 00:00:00.000,"2020",1,2,18,20200218,"February","Feb 2020","Q1 2020",1,"Tuesday",2020-02-23 00:00:00.000,8,20200200,20200100,"20","FY21"
2020-02-19 00:00:00.000,"2020",1,2,19,20200219,"February","Feb 2020","Q1 2020",2,"Wednesday",2020-02-23 00:00:00.000,8,20200200,20200100,"20","FY21"
2020-02-20 00:00:00.000,"2020",1,2,20,20200220,"February","Feb 2020","Q1 2020",3,"Thursday",2020-02-23 00:00:00.000,8,20200200,20200100,"20","FY21"
2020-02-21 00:00:00.000,"2020",1,2,21,20200221,"February","Feb 2020","Q1 2020",4,"Friday",2020-02-23 00:00:00.000,8,20200200,20200100,"20","FY21"
2020-02-22 00:00:00.000,"2020",1,2,22,20200222,"February","Feb 2020","Q1 2020",5,"Saturday",2020-02-23 00:00:00.000,8,20200200,20200100,"20","FY21"
2020-02-23 00:00:00.000,"2020",1,2,23,20200223,"February","Feb 2020","Q1 2020",6,"Sunday",2020-02-23 00:00:00.000,8,20200200,20200100,"20","FY21"
2020-02-24 00:00:00.000,"2020",1,2,24,20200224,"February","Feb 2020","Q1 2020",0,"Monday",2020-03-01 00:00:00.000,9,20200200,20200100,"20","FY21"
2020-02-25 00:00:00.000,"2020",1,2,25,20200225,"February","Feb 2020","Q1 2020",1,"Tuesday",2020-03-01 00:00:00.000,9,20200200,20200100,"20","FY21"
2020-02-26 00:00:00.000,"2020",1,2,26,20200226,"February","Feb 2020","Q1 2020",2,"Wednesday",2020-03-01 00:00:00.000,9,20200200,20200100,"20","FY21"
2020-02-27 00:00:00.000,"2020",1,2,27,20200227,"February","Feb 2020","Q1 2020",3,"Thursday",2020-03-01 00:00:00.000,9,20200200,20200100,"20","FY21"
2020-02-28 00:00:00.000,"2020",1,2,28,20200228,"February","Feb 2020","Q1 2020",4,"Friday",2020-03-01 00:00:00.000,9,20200200,20200100,"20","FY21"
2020-02-29 00:00:00.000,"2020",1,2,29,20200229,"February","Feb 2020","Q1 2020",5,"Saturday",2020-03-01 00:00:00.000,9,20200200,20200100,"20","FY21"
2020-03-01 00:00:00.000,"2020",1,3,1,20200301,"March","Mar 2020","Q1 2020",6,"Sunday",2020-03-01 00:00:00.000,9,20200300,20200100,"20","FY21"
2020-03-02 00:00:00.000,"2020",1,3,2,20200302,"March","Mar 2020","Q1 2020",0,"Monday",2020-03-08 00:00:00.000,10,20200300,20200100,"20","FY21"
2020-03-03 00:00:00.000,"2020",1,3,3,20200303,"March","Mar 2020","Q1 2020",1,"Tuesday",2020-03-08 00:00:00.000,10,20200300,20200100,"20","FY21"
2020-03-04 00:00:00.000,"2020",1,3,4,20200304,"March","Mar 2020","Q1 2020",2,"Wednesday",2020-03-08 00:00:00.000,10,20200300,20200100,"20","FY21"
2020-03-05 00:00:00.000,"2020",1,3,5,20200305,"March","Mar 2020","Q1 2020",3,"Thursday",2020-03-08 00:00:00.000,10,20200300,20200100,"20","FY21"
2020-03-06 00:00:00.000,"2020",1,3,6,20200306,"March","Mar 2020","Q1 2020",4,"Friday",2020-03-08 00:00:00.000,10,20200300,20200100,"20","FY21"
