id,season,date,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,Result
156,2008/2009,2009-03-07 00:00:00.000,493027,8635,10000,2,0,Winn
426,2009/2010,2010-02-06 00:00:00.000,665698,8635,9997,1,2,Loss
9429,2013/2014,2014-02-02 00:00:00.000,1479154,9823,9810,5,0,Winn
637,2010/2011,2011-01-23 00:00:00.000,838759,8635,9985,2,0,Winn
9564,2013/2014,2014-04-26 00:00:00.000,1479276,9823,8697,5,2,Winn
357,2009/2010,2009-11-27 00:00:00.000,665586,8635,8571,1,0,Winn
9493,2013/2014,2014-03-15 00:00:00.000,1479212,9823,8178,2,1,Winn
749,2010/2011,2010-09-26 00:00:00.000,838567,8635,8203,5,0,Winn
5725,2010/2011,2011-03-13 00:00:00.000,830313,9847,10249,2,2,Draw
5814,2010/2011,2011-05-10 00:00:00.000,830498,9847,8481,2,2,Draw
1393,2014/2015,2015-02-15 00:00:00.000,1718017,8635,8203,1,1,Draw
19838,2008/2009,2009-04-04 00:00:00.000,490161,9925,8429,4,0,Winn
20570,2011/2012,2011-08-13 00:00:00.000,1024200,9925,9938,5,1,Winn
9232,2012/2013,2012-09-15 00:00:00.000,1239495,9823,9905,3,1,Winn
20721,2012/2013,2013-02-16 00:00:00.000,1230373,9925,9938,6,2,Winn
8259,2009/2010,2010-02-28 00:00:00.000,674479,9823,9790,1,0,Winn
8016,2008/2009,2009-05-02 00:00:00.000,499578,9823,9788,2,1,Winn
693,2010/2011,2010-08-14 00:00:00.000,838491,8635,9993,4,0,Winn
10113,2015/2016,2016-03-12 00:00:00.000,2002318,9823,8697,5,0,Winn
21284,2014/2015,2014-10-05 00:00:00.000,1726067,9925,8429,0,1,Loss
21063,2014/2015,2014-12-03 00:00:00.000,1726020,9925,8426,1,0,Winn
853,2011/2012,2012-01-15 00:00:00.000,1032844,8635,8342,3,0,Winn
6843,2013/2014,2014-02-14 00:00:00.000,1468442,9847,9873,3,0,Winn
10095,2015/2016,2016-03-02 00:00:00.000,2002300,9823,9905,1,2,Loss
9519,2013/2014,2014-03-29 00:00:00.000,1479238,9823,8226,3,3,Draw
7165,2014/2015,2014-08-16 00:00:00.000,1709713,9847,7794,2,0,Winn
1434,2014/2015,2015-03-15 00:00:00.000,1718050,8635,9991,1,2,Loss
845,2011/2012,2011-08-05 00:00:00.000,1032700,8635,8203,3,1,Winn
5656,2010/2011,2011-01-15 00:00:00.000,830143,9847,9874,2,1,Winn
20864,2013/2014,2013-11-23 00:00:00.000,1474276,9925,8485,3,1,Winn
20696,2012/2013,2013-01-19 00:00:00.000,1230088,9925,9860,4,1,Winn
541,2010/2011,2010-10-24 00:00:00.000,838599,8635,10001,2,0,Winn
5304,2009/2010,2010-02-06 00:00:00.000,654363,9847,8689,0,3,Loss
280,2008/2009,2008-10-03 00:00:00.000,492536,8635,9996,2,1,Winn
21104,2014/2015,2014-12-14 00:00:00.000,1726109,9925,9800,4,1,Winn
6715,2013/2014,2013-11-09 00:00:00.000,1468285,9847,9831,3,1,Winn
9087,2012/2013,2012-12-01 00:00:00.000,1239594,9823,9789,1,1,Draw
20300,2010/2011,2011-04-09 00:00:00.000,840415,9925,9800,1,0,Winn
377,2009/2010,2010-02-03 00:00:00.000,665626,8635,8342,3,2,Winn
20828,2012/2013,2012-10-07 00:00:00.000,1229028,9925,9860,1,0,Winn
918,2011/2012,2012-03-04 00:00:00.000,1032910,8635,9984,4,0,Winn
597,2010/2011,2010-12-12 00:00:00.000,838707,8635,9994,0,0,Draw
9457,2013/2014,2014-02-15 00:00:00.000,1479175,9823,8358,4,0,Winn
20900,2013/2014,2014-02-02 00:00:00.000,1474129,9925,9800,1,0,Winn
733,2010/2011,2010-09-19 00:00:00.000,838540,8635,8571,3,0,Winn
8385,2009/2010,2009-09-19 00:00:00.000,674308,9823,8165,2,1,Winn
7616,2015/2016,2016-02-13 00:00:00.000,1990137,9847,8639,0,0,Draw
7525,2015/2016,2015-12-13 00:00:00.000,1989954,9847,9748,5,1,Winn
813,2011/2012,2011-12-04 00:00:00.000,1032812,8635,1773,0,0,Draw
21350,2015/2016,2015-12-19 00:00:00.000,1990951,9925,9927,1,2,Loss
662,2010/2011,2011-02-12 00:00:00.000,838804,8635,9984,1,0,Winn
20403,2011/2012,2011-10-29 00:00:00.000,1024370,9925,10251,0,0,Draw
20143,2009/2010,2009-10-17 00:00:00.000,658778,9925,9927,0,0,Draw
199,2008/2009,2008-08-30 00:00:00.000,492491,8635,8571,4,0,Winn
1649,2015/2016,2016-02-28 00:00:00.000,1980040,8635,9985,3,3,Draw
21075,2014/2015,2014-10-26 00:00:00.000,1726080,9925,8597,2,0,Winn
4956,2008/2009,2009-03-01 00:00:00.000,483386,9847,8481,4,1,Winn
4886,2008/2009,2008-08-16 00:00:00.000,483146,9847,9827,1,0,Winn
1053,2012/2013,2012-11-18 00:00:00.000,1224103,8635,8571,1,0,Winn
829,2011/2012,2011-12-18 00:00:00.000,1032828,8635,9994,3,2,Winn
8196,2009/2010,2010-01-15 00:00:00.000,674422,9823,8226,2,0,Winn
7809,2008/2009,2008-08-15 00:00:00.000,499317,9823,9790,2,2,Draw
4906,2008/2009,2009-01-18 00:00:00.000,483336,9847,9874,2,1,Winn
37,2008/2009,2008-11-22 00:00:00.000,492591,8635,10001,2,0,Winn
653,2010/2011,2011-02-05 00:00:00.000,838789,8635,9997,2,0,Winn
21512,2015/2016,2015-09-26 00:00:00.000,1990891,9925,9860,0,0,Draw
6623,2012/2013,2012-09-14 00:00:00.000,1216855,9847,9941,2,0,Winn
7998,2008/2009,2009-04-25 00:00:00.000,499569,9823,10189,0,1,Loss
9294,2012/2013,2012-09-25 00:00:00.000,1239476,9823,8721,3,0,Winn
1229,2012/2013,2012-09-29 00:00:00.000,1224047,8635,9994,3,0,Winn
5866,2010/2011,2010-09-11 00:00:00.000,829918,9847,108893,4,0,Winn
6665,2012/2013,2012-10-20 00:00:00.000,1216897,9847,9837,1,0,Winn
6983,2013/2014,2014-05-17 00:00:00.000,1468574,9847,10249,4,0,Winn
1721,2015/2016,2015-09-27 00:00:00.000,1979888,8635,9997,1,0,Winn
7645,2015/2016,2016-03-05 00:00:00.000,1990016,9847,10249,0,0,Draw
