Customer ID,Tenure,Geography ID,Completed tutorial,Subscription ID,Role,Company ID,Rating,Theme,Original Score
10022632,16,1,"no",2,2,2,"High","features",10
10022640,7,1,"no",2,2,2,"High","features",10
10022663,16,1,"no",2,2,2,"High","features",10
10022710,27,1,"no",2,2,2,"High","features",10
10022735,17,1,"no",2,2,2,"High","features",10
10022753,11,1,"no",2,2,2,"High","features",10
10022790,10,1,"no",2,2,2,"High","features",10
10022851,23,1,"no",2,2,2,"High","features",10
10023410,18,1,"no",2,2,2,"High","features",10
10023432,16,1,"no",2,2,2,"High","features",10
10023492,12,1,"no",2,2,2,"High","features",10
10023807,4,1,"no",2,2,2,"High","features",10
10023969,12,1,"no",2,2,2,"High","features",10
10024426,23,1,"no",2,2,2,"High","features",10
10024542,6,1,"no",2,2,2,"High","features",10
10025136,7,1,"no",2,2,2,"High","features",10
10025569,16,1,"no",2,2,2,"High","features",10
10026092,6,1,"no",2,2,2,"High","features",10
10026209,29,1,"no",2,2,2,"High","features",10
10026359,25,1,"no",2,2,2,"High","features",10
10026560,7,1,"no",2,2,2,"High","features",10
10026604,22,1,"no",2,2,2,"High","features",10
10027676,18,1,"no",2,2,2,"High","features",10
10027826,9,1,"no",2,2,2,"High","features",10
10028260,26,1,"no",2,2,2,"High","features",10
10028330,9,1,"no",2,2,2,"High","features",10
10029180,17,1,"no",2,2,2,"High","features",10
10029685,25,1,"no",2,2,2,"High","features",10
10030017,2,1,"no",2,2,2,"High","features",10
10035906,6,1,"no",2,2,2,"High","features",10
10035930,19,1,"no",2,2,2,"High","features",10
10036889,23,1,"no",2,2,2,"High","features",10
10036940,37,1,"no",2,2,2,"High","features",10
10036960,59,1,"no",2,2,2,"High","features",10
10037151,,1,"no",2,2,2,"High","features",10
10037153,29,1,"no",2,2,2,"High","features",10
10037185,28,1,"no",2,2,2,"High","features",10
10037328,8,1,"no",2,2,2,"High","features",10
10037433,20,1,"no",2,2,2,"High","features",10
10037690,15,1,"no",2,2,2,"High","features",10
10037967,6,1,"no",2,2,2,"High","features",10
10038143,16,1,"no",2,2,2,"High","features",10
10038336,27,1,"no",2,2,2,"High","features",10
10038453,12,1,"no",2,2,2,"High","features",10
10038560,25,1,"no",2,2,2,"High","features",10
10038915,17,1,"no",2,2,2,"High","features",10
10039071,18,1,"no",2,2,2,"High","features",10
10039309,2,1,"no",2,2,2,"High","features",10
10039341,29,1,"no",2,2,2,"High","features",10
10039854,3,1,"no",2,2,2,"High","features",10
10039880,26,1,"no",2,2,2,"High","features",10
10012364,12,1,"yes",2,2,2,"High","features",10
10012421,20,1,"yes",2,2,2,"High","features",10
10012874,28,1,"yes",2,2,2,"High","features",10
10012938,13,1,"yes",2,2,2,"High","features",10
10013488,15,1,"yes",2,2,2,"High","features",10
10013575,6,1,"yes",2,2,2,"High","features",10
10013870,0,1,"yes",2,2,2,"High","features",10
10014023,14,1,"yes",2,2,2,"High","features",10
10014201,14,1,"yes",2,2,2,"High","features",10
10014212,3,1,"yes",2,2,2,"High","features",10
10014606,14,1,"yes",2,2,2,"High","features",10
10014922,19,1,"yes",2,2,2,"High","features",10
10014966,14,1,"yes",2,2,2,"High","features",10
10015088,11,1,"yes",2,2,2,"High","features",10
10015193,18,1,"yes",2,2,2,"High","features",10
10015547,17,1,"yes",2,2,2,"High","features",10
10015720,5,1,"yes",2,2,2,"High","features",10
10015840,20,1,"yes",2,2,2,"High","features",10
10015878,29,1,"yes",2,2,2,"High","features",10
10016158,9,1,"yes",2,2,2,"High","features",10
10016233,18,1,"yes",2,2,2,"High","features",10
10016432,6,1,"yes",2,2,2,"High","features",10
10016471,25,1,"yes",2,2,2,"High","features",10
10016587,28,1,"yes",2,2,2,"High","features",10
10016666,15,1,"yes",2,2,2,"High","features",10
10017048,17,1,"yes",2,2,2,"High","features",10
10017066,2,1,"yes",2,2,2,"High","features",10
10017317,22,1,"yes",2,2,2,"High","features",10
10017834,14,1,"yes",2,2,2,"High","features",10
10017995,23,1,"yes",2,2,2,"High","features",10
10018173,29,1,"yes",2,2,2,"High","features",10
10018561,14,1,"yes",2,2,2,"High","features",10
10018847,28,1,"yes",2,2,2,"High","features",10
10019099,22,1,"yes",2,2,2,"High","features",10
10019504,5,1,"yes",2,2,2,"High","features",10
10019721,29,1,"yes",2,2,2,"High","features",10
10020414,29,1,"yes",2,2,2,"High","features",10
10020551,12,1,"yes",2,2,2,"High","features",10
10020604,17,1,"yes",2,2,2,"High","features",10
10020903,21,1,"yes",2,2,2,"High","features",10
10021593,22,1,"yes",2,2,2,"High","features",10
10021624,19,1,"yes",2,2,2,"High","features",10
10021659,17,1,"yes",2,2,2,"High","features",10
10022165,0,1,"yes",2,2,2,"High","features",10
10022629,1,1,"yes",2,2,2,"High","features",10
10022979,1,1,"yes",2,2,2,"High","features",10
10023058,2,1,"yes",2,2,2,"High","features",10
10023179,1,1,"yes",2,2,2,"High","features",10
10023189,3,1,"yes",2,2,2,"High","features",10
10023198,9,1,"yes",2,2,2,"High","features",10
10023273,6,1,"yes",2,2,2,"High","features",10
10023316,3,1,"yes",2,2,2,"High","features",10
10023383,7,1,"yes",2,2,2,"High","features",10
10023387,21,1,"yes",2,2,2,"High","features",10
10023534,7,1,"yes",2,2,2,"High","features",10
10023611,16,1,"yes",2,2,2,"High","features",10
10023724,11,1,"yes",2,2,2,"High","features",10
10024051,18,1,"yes",2,2,2,"High","features",10
10024058,15,1,"yes",2,2,2,"High","features",10
10024118,3,1,"yes",2,2,2,"High","features",10
10024178,23,1,"yes",2,2,2,"High","features",10
10024397,15,1,"yes",2,2,2,"High","features",10
10024932,18,1,"yes",2,2,2,"High","features",10
10025327,23,1,"yes",2,2,2,"High","features",10
10025484,14,1,"yes",2,2,2,"High","features",10
10025723,6,1,"yes",2,2,2,"High","features",10
10025937,23,1,"yes",2,2,2,"High","features",10
10025963,19,1,"yes",2,2,2,"High","features",10
10026176,14,1,"yes",2,2,2,"High","features",10
10026195,8,1,"yes",2,2,2,"High","features",10
10026250,7,1,"yes",2,2,2,"High","features",10
10026304,16,1,"yes",2,2,2,"High","features",10
10026725,6,1,"yes",2,2,2,"High","features",10
10026758,28,1,"yes",2,2,2,"High","features",10
10027024,12,1,"yes",2,2,2,"High","features",10
10027050,0,1,"yes",2,2,2,"High","features",10
10027339,23,1,"yes",2,2,2,"High","features",10
10027547,4,1,"yes",2,2,2,"High","features",10
10027646,13,1,"yes",2,2,2,"High","features",10
10027702,6,1,"yes",2,2,2,"High","features",10
10027874,15,1,"yes",2,2,2,"High","features",10
10027960,7,1,"yes",2,2,2,"High","features",10
10028065,8,1,"yes",2,2,2,"High","features",10
10028163,15,1,"yes",2,2,2,"High","features",10
10028336,23,1,"yes",2,2,2,"High","features",10
10028444,14,1,"yes",2,2,2,"High","features",10
10028487,29,1,"yes",2,2,2,"High","features",10
10028506,23,1,"yes",2,2,2,"High","features",10
10028766,19,1,"yes",2,2,2,"High","features",10
10029461,18,1,"yes",2,2,2,"High","features",10
10029575,18,1,"yes",2,2,2,"High","features",10
10029731,0,1,"yes",2,2,2,"High","features",10
10029805,27,1,"yes",2,2,2,"High","features",10
10029853,21,1,"yes",2,2,2,"High","features",10
10029912,18,1,"yes",2,2,2,"High","features",10
10029977,17,1,"yes",2,2,2,"High","features",10
10029982,25,1,"yes",2,2,2,"High","features",10
10029986,3,1,"yes",2,2,2,"High","features",10
10030058,14,1,"yes",2,2,2,"High","features",10
10030259,29,1,"yes",2,2,2,"High","features",10
10030268,21,1,"yes",2,2,2,"High","features",10
10030394,24,1,"yes",2,2,2,"High","features",10
10030412,3,1,"yes",2,2,2,"High","features",10
10030830,28,1,"yes",2,2,2,"High","features",10
10030909,24,1,"yes",2,2,2,"High","features",10
10031044,11,1,"yes",2,2,2,"High","features",10
10031110,15,1,"yes",2,2,2,"High","features",10
10031555,29,1,"yes",2,2,2,"High","features",10
10031849,8,1,"yes",2,2,2,"High","features",10
10032009,14,1,"yes",2,2,2,"High","features",10
10032242,14,1,"yes",2,2,2,"High","features",10
10032335,4,1,"yes",2,2,2,"High","features",10
10032422,18,1,"yes",2,2,2,"High","features",10
10032652,9,1,"yes",2,2,2,"High","features",10
10032727,11,1,"yes",2,2,2,"High","features",10
10032765,18,1,"yes",2,2,2,"High","features",10
10032825,15,1,"yes",2,2,2,"High","features",10
10032921,0,1,"yes",2,2,2,"High","features",10
10032942,6,1,"yes",2,2,2,"High","features",10
10033103,35,1,"yes",2,2,2,"High","features",10
10033210,,1,"yes",2,2,2,"High","features",10
10033266,10,1,"yes",2,2,2,"High","features",10
10033292,20,1,"yes",2,2,2,"High","features",10
10033300,0,1,"yes",2,2,2,"High","features",10
10033313,20,1,"yes",2,2,2,"High","features",10
10033315,7,1,"yes",2,2,2,"High","features",10
10033630,12,1,"yes",2,2,2,"High","features",10
10033707,19,1,"yes",2,2,2,"High","features",10
10033818,29,1,"yes",2,2,2,"High","features",10
10033887,10,1,"yes",2,2,2,"High","features",10
10034106,3,1,"yes",2,2,2,"High","features",10
10034122,24,1,"yes",2,2,2,"High","features",10
10034491,25,1,"yes",2,2,2,"High","features",10
10034972,4,1,"yes",2,2,2,"High","features",10
10035059,26,1,"yes",2,2,2,"High","features",10
10035158,16,1,"yes",2,2,2,"High","features",10
10035769,45,1,"yes",2,2,2,"High","features",10
10036095,7,1,"yes",2,2,2,"High","features",10
10036578,7,1,"yes",2,2,2,"High","features",10
10036589,2,1,"yes",2,2,2,"High","features",10
10036723,8,1,"yes",2,2,2,"High","features",10
10036973,10,1,"yes",2,2,2,"High","features",10
10037049,2,1,"yes",2,2,2,"High","features",10
10037427,13,1,"yes",2,2,2,"High","features",10
10037702,10,1,"yes",2,2,2,"High","features",10
10038990,7,1,"yes",2,2,2,"High","features",10
10012386,26,1,"yes",1,2,2,"High","features",10
10012457,20,1,"yes",1,2,2,"High","features",10
10013019,16,1,"no",1,2,2,"High","features",10
10013434,28,1,"yes",1,2,2,"High","features",10
10013820,18,1,"yes",1,2,2,"High","features",10
10013939,23,1,"yes",1,2,2,"High","features",10
10014019,21,1,"no",1,2,2,"High","features",10
10014118,2,1,"yes",1,2,2,"High","features",10
10014147,8,1,"no",1,2,2,"High","features",10
10014262,15,1,"no",1,2,2,"High","features",10
10014294,13,1,"no",1,2,2,"High","features",10
10014765,12,1,"yes",1,2,2,"High","features",10
10015008,16,1,"yes",1,2,2,"High","features",10
10015032,26,1,"yes",1,2,2,"High","features",10
10015553,29,1,"no",1,2,2,"High","features",10
10015723,16,1,"no",1,2,2,"High","features",10
10015731,22,1,"yes",1,2,2,"High","features",10
10015742,8,1,"yes",1,2,2,"High","features",10
10015938,20,1,"yes",1,2,2,"High","features",10
10016309,25,1,"no",1,2,2,"High","features",10
10016324,7,1,"yes",1,2,2,"High","features",10
10016762,4,1,"yes",1,2,2,"High","features",10
10016876,29,1,"no",1,2,2,"High","features",10
10016973,28,1,"no",1,2,2,"High","features",10
10017946,3,1,"no",1,2,2,"High","features",10
10018509,1,1,"no",1,2,2,"High","features",10
10018553,25,1,"no",1,2,2,"High","features",10
10019293,11,1,"no",1,2,2,"High","features",10
10019522,13,1,"no",1,2,2,"High","features",10
10020652,5,1,"yes",1,2,2,"High","features",10
10020987,0,1,"no",1,2,2,"High","features",10
10021279,4,1,"no",1,2,2,"High","features",10
10021629,10,1,"yes",1,2,2,"High","features",10
10022758,9,1,"no",1,2,2,"High","features",10
10022816,7,1,"yes",1,2,2,"High","features",10
10022817,29,1,"no",1,2,2,"High","features",10
10022839,0,1,"no",1,2,2,"High","features",10
10023215,26,1,"yes",1,2,2,"High","features",10
10023236,27,1,"yes",1,2,2,"High","features",10
10023291,3,1,"no",1,2,2,"High","features",10
10023501,27,1,"yes",1,2,2,"High","features",10
10023583,25,1,"yes",1,2,2,"High","features",10
10023794,17,1,"no",1,2,2,"High","features",10
10024110,18,1,"yes",1,2,2,"High","features",10
10024877,8,1,"no",1,2,2,"High","features",10
10025352,3,1,"no",1,2,2,"High","features",10
10026265,29,1,"no",1,2,2,"High","features",10
10026522,8,1,"no",1,2,2,"High","features",10
10027055,18,1,"yes",1,2,2,"High","features",10
10027540,8,1,"no",1,2,2,"High","features",10
10027799,19,1,"no",1,2,2,"High","features",10
10028217,16,1,"no",1,2,2,"High","features",10
10028399,28,1,"no",1,2,2,"High","features",10
10028550,7,1,"yes",1,2,2,"High","features",10
10028670,2,1,"no",1,2,2,"High","features",10
10029252,17,1,"yes",1,2,2,"High","features",10
10029913,16,1,"yes",1,2,2,"High","features",10
10029919,19,1,"yes",1,2,2,"High","features",10
10030207,26,1,"yes",1,2,2,"High","features",10
10030550,9,1,"yes",1,2,2,"High","features",10
10030960,26,1,"yes",1,2,2,"High","features",10
10031113,4,1,"yes",1,2,2,"High","features",10
10031838,29,1,"yes",1,2,2,"High","features",10
10032106,38,1,"yes",1,2,2,"High","features",10
10032113,4,1,"yes",1,2,2,"High","features",10
10032959,25,1,"yes",1,2,2,"High","features",10
10033015,12,1,"yes",1,2,2,"High","features",10
10033345,10,1,"yes",1,2,2,"High","features",10
10033629,24,1,"yes",1,2,2,"High","features",10
10034898,19,1,"yes",1,2,2,"High","features",10
10035035,7,1,"yes",1,2,2,"High","features",10
10035466,9,1,"yes",1,2,2,"High","features",10
10035676,29,1,"yes",1,2,2,"High","features",10
10035715,8,1,"yes",1,2,2,"High","features",10
10036606,22,1,"yes",1,2,2,"High","features",10
10036972,18,1,"yes",1,2,2,"High","features",10
10037588,5,1,"yes",1,2,2,"High","features",10
10038320,23,1,"yes",1,2,2,"High","features",10
10038732,18,1,"no",1,2,2,"High","features",10
10038822,11,1,"yes",1,2,2,"High","features",10
10038849,29,1,"yes",1,2,2,"High","features",10
10039450,28,1,"yes",1,2,2,"High","features",10
10012494,13,1,"yes",1,2,2,"High","features",7
10012619,28,1,"no",1,2,2,"High","features",7
10012746,4,1,"no",1,2,2,"High","features",7
10012972,5,1,"yes",1,2,2,"High","features",7
10012977,17,1,"no",1,2,2,"High","features",7
10013170,28,1,"yes",1,2,2,"High","features",7
10013252,8,1,"no",1,2,2,"High","features",7
10013345,26,1,"yes",1,2,2,"High","features",7
10013491,18,1,"yes",1,2,2,"High","features",7
10013666,8,1,"yes",1,2,2,"High","features",7
10014660,8,1,"no",1,2,2,"High","features",7
10014953,2,1,"yes",1,2,2,"High","features",7
10015053,27,1,"yes",1,2,2,"High","features",7
10015517,11,1,"no",1,2,2,"High","features",7
10016628,16,1,"yes",1,2,2,"High","features",7
10016873,18,1,"yes",1,2,2,"High","features",7
10017022,17,1,"no",1,2,2,"High","features",7
10017500,14,1,"no",1,2,2,"High","features",7
10018103,17,1,"yes",1,2,2,"High","features",7
10018110,16,1,"yes",1,2,2,"High","features",7
10018134,13,1,"no",1,2,2,"High","features",7
10018193,27,1,"yes",1,2,2,"High","features",7
10018276,6,1,"no",1,2,2,"High","features",7
10018619,7,1,"yes",1,2,2,"High","features",7
10019008,18,1,"no",1,2,2,"High","features",7
10019050,6,1,"no",1,2,2,"High","features",7
10019578,7,1,"yes",1,2,2,"High","features",7
10019800,7,1,"no",1,2,2,"High","features",7
10020196,26,1,"yes",1,2,2,"High","features",7
10020485,23,1,"yes",1,2,2,"High","features",7
10020654,14,1,"no",1,2,2,"High","features",7
10021780,0,1,"no",1,2,2,"High","features",7
10021990,14,1,"no",1,2,2,"High","features",7
10022155,17,1,"yes",1,2,2,"High","features",7
10022347,12,1,"no",1,2,2,"High","features",7
10023570,8,1,"no",1,2,2,"High","features",7
10023747,18,1,"yes",1,2,2,"High","features",7
10024193,6,1,"yes",1,2,2,"High","features",7
10024711,21,1,"yes",1,2,2,"High","features",7
10024973,18,1,"yes",1,2,2,"High","features",7
10025137,19,1,"yes",1,2,2,"High","features",7
10026409,3,1,"no",1,2,2,"High","features",7
10026536,11,1,"yes",1,2,2,"High","features",7
10026637,13,1,"yes",1,2,2,"High","features",7
10026886,25,1,"no",1,2,2,"High","features",7
10027007,13,1,"yes",1,2,2,"High","features",7
10027496,24,1,"yes",1,2,2,"High","features",7
10028310,0,1,"yes",1,2,2,"High","features",7
10028406,20,1,"yes",1,2,2,"High","features",7
10028517,13,1,"no",1,2,2,"High","features",7
10028619,7,1,"no",1,2,2,"High","features",7
10028920,26,1,"yes",1,2,2,"High","features",7
10029778,14,1,"yes",1,2,2,"High","features",7
10029947,4,1,"yes",1,2,2,"High","features",7
10032193,12,1,"yes",1,2,2,"High","features",7
10032613,13,1,"yes",1,2,2,"High","features",7
10033176,9,1,"yes",1,2,2,"High","features",7
10033745,19,1,"yes",1,2,2,"High","features",7
10034267,10,1,"yes",1,2,2,"High","features",7
10034973,2,1,"yes",1,2,2,"High","features",7
10035491,18,1,"yes",1,2,2,"High","features",7
10036327,3,1,"yes",1,2,2,"High","features",7
10037754,25,1,"no",1,2,2,"High","features",7
10038070,11,1,"yes",1,2,2,"High","features",7
10038519,25,1,"yes",1,2,2,"High","features",7
10038638,29,1,"no",1,2,2,"High","features",7
10039031,5,1,"yes",1,2,2,"High","features",7
10039120,26,1,"yes",1,2,2,"High","features",7
10012764,15,1,"yes",2,2,2,"High","features",7
10012845,4,1,"yes",2,2,2,"High","features",7
10012916,4,1,"yes",2,2,2,"High","features",7
10012927,23,1,"yes",2,2,2,"High","features",7
10013056,14,1,"yes",2,2,2,"High","features",7
10013240,12,1,"yes",2,2,2,"High","features",7
10013294,28,1,"yes",2,2,2,"High","features",7
10013413,22,1,"yes",2,2,2,"High","features",7
10013429,29,1,"yes",2,2,2,"High","features",7
10013517,2,1,"yes",2,2,2,"High","features",7
10013532,26,1,"yes",2,2,2,"High","features",7
10013567,26,1,"yes",2,2,2,"High","features",7
10013632,11,1,"yes",2,2,2,"High","features",7
10013712,16,1,"yes",2,2,2,"High","features",7
10013781,3,1,"yes",2,2,2,"High","features",7
10013852,5,1,"yes",2,2,2,"High","features",7
10013949,11,1,"yes",2,2,2,"High","features",7
10013974,16,1,"yes",2,2,2,"High","features",7
10013996,7,1,"yes",2,2,2,"High","features",7
10014033,3,1,"yes",2,2,2,"High","features",7
10014055,22,1,"yes",2,2,2,"High","features",7
10014168,13,1,"yes",2,2,2,"High","features",7
10014372,17,1,"yes",2,2,2,"High","features",7
10014534,9,1,"yes",2,2,2,"High","features",7
10014866,11,1,"yes",2,2,2,"High","features",7
10015119,9,1,"yes",2,2,2,"High","features",7
10015161,27,1,"yes",2,2,2,"High","features",7
10015194,27,1,"yes",2,2,2,"High","features",7
10015509,12,1,"yes",2,2,2,"High","features",7
10015549,7,1,"yes",2,2,2,"High","features",7
10015760,0,1,"yes",2,2,2,"High","features",7
10015809,2,1,"yes",2,2,2,"High","features",7
10015849,15,1,"yes",2,2,2,"High","features",7
10015924,24,1,"yes",2,2,2,"High","features",7
10016051,15,1,"yes",2,2,2,"High","features",7
10016426,5,1,"yes",2,2,2,"High","features",7
10016536,8,1,"yes",2,2,2,"High","features",7
10016592,9,1,"yes",2,2,2,"High","features",7
10016619,3,1,"yes",2,2,2,"High","features",7
10016785,0,1,"yes",2,2,2,"High","features",7
10016966,11,1,"yes",2,2,2,"High","features",7
10017130,17,1,"yes",2,2,2,"High","features",7
10017202,27,1,"yes",2,2,2,"High","features",7
10017278,12,1,"yes",2,2,2,"High","features",7
10017510,19,1,"yes",2,2,2,"High","features",7
10018505,26,1,"yes",2,2,2,"High","features",7
10018521,15,1,"yes",2,2,2,"High","features",7
10018683,10,1,"yes",2,2,2,"High","features",7
10018867,7,1,"yes",2,2,2,"High","features",7
10019217,4,1,"yes",2,2,2,"High","features",7
10019221,3,1,"yes",2,2,2,"High","features",7
10019369,7,1,"yes",2,2,2,"High","features",7
10019728,21,1,"yes",2,2,2,"High","features",7
10019823,29,1,"yes",2,2,2,"High","features",7
10020141,22,1,"yes",2,2,2,"High","features",7
10020316,22,1,"yes",2,2,2,"High","features",7
10021253,9,1,"yes",2,2,2,"High","features",7
10021404,29,1,"yes",2,2,2,"High","features",7
10021757,12,1,"yes",2,2,2,"High","features",7
10022811,11,1,"yes",2,2,2,"High","features",7
10022872,23,1,"yes",2,2,2,"High","features",7
10023475,29,1,"yes",2,2,2,"High","features",7
10023549,29,1,"yes",2,2,2,"High","features",7
10023593,11,1,"yes",2,2,2,"High","features",7
10023596,4,1,"yes",2,2,2,"High","features",7
10023687,16,1,"yes",2,2,2,"High","features",7
10023774,5,1,"yes",2,2,2,"High","features",7
10023790,8,1,"yes",2,2,2,"High","features",7
10024012,15,1,"yes",2,2,2,"High","features",7
10024221,14,1,"yes",2,2,2,"High","features",7
10024317,22,1,"yes",2,2,2,"High","features",7
10024411,9,1,"yes",2,2,2,"High","features",7
10024500,17,1,"yes",2,2,2,"High","features",7
10024566,23,1,"yes",2,2,2,"High","features",7
10024649,4,1,"yes",2,2,2,"High","features",7
10024819,22,1,"yes",2,2,2,"High","features",7
10024875,4,1,"yes",2,2,2,"High","features",7
10025009,16,1,"yes",2,2,2,"High","features",7
10025033,21,1,"yes",2,2,2,"High","features",7
10025135,4,1,"yes",2,2,2,"High","features",7
10025430,5,1,"yes",2,2,2,"High","features",7
10025684,28,1,"yes",2,2,2,"High","features",7
10025719,22,1,"yes",2,2,2,"High","features",7
10025980,21,1,"yes",2,2,2,"High","features",7
10026730,0,1,"yes",2,2,2,"High","features",7
10026806,10,1,"yes",2,2,2,"High","features",7
10027389,18,1,"yes",2,2,2,"High","features",7
10027497,24,1,"yes",2,2,2,"High","features",7
10027706,14,1,"yes",2,2,2,"High","features",7
10028104,6,1,"yes",2,2,2,"High","features",7
10028108,11,1,"yes",2,2,2,"High","features",7
10028282,20,1,"yes",2,2,2,"High","features",7
10028497,1,1,"yes",2,2,2,"High","features",7
10028946,15,1,"yes",2,2,2,"High","features",7
10029277,26,1,"yes",2,2,2,"High","features",7
10029814,18,1,"yes",2,2,2,"High","features",7
10029825,14,1,"yes",2,2,2,"High","features",7
10030414,23,1,"yes",2,2,2,"High","features",7
10030987,11,1,"yes",2,2,2,"High","features",7
10031048,20,1,"yes",2,2,2,"High","features",7
10031198,41,1,"yes",2,2,2,"High","features",7
10031397,10,1,"yes",2,2,2,"High","features",7
10031426,3,1,"yes",2,2,2,"High","features",7
10031610,11,1,"yes",2,2,2,"High","features",7
10031894,0,1,"yes",2,2,2,"High","features",7
10031980,2,1,"yes",2,2,2,"High","features",7
10032274,27,1,"yes",2,2,2,"High","features",7
10032416,6,1,"yes",2,2,2,"High","features",7
10032519,25,1,"yes",2,2,2,"High","features",7
