show_id,type,title,date_added,release_year,rating,duration,movie_duration_mins,Content
"a4070","TV Show","GameOn Titans",,2021,"13+","1 Season",1,"Amazon"
"a4097","TV Show","Foresighted Liu Bo Wen",,2021,"16+","1 Season",1,"Amazon"
"a4105","TV Show","We Children from Bahnhof Zoo",,2021,"18+","1 Season",1,"Amazon"
"a4207","TV Show","Burb Patrol",,2021,"13+","1 Season",1,"Amazon"
"a4235","TV Show","Seagulls",,2021,"16+","1 Season",1,"Amazon"
"a4337","TV Show","Casting The Net",,2021,"18+","1 Season",1,"Amazon"
"a4362","TV Show","The Boarding School: Las Cumbres",,2021,"16+","1 Season",1,"Amazon"
"a4367","TV Show","Prathi Friendu Avasramera",,2021,"16+","1 Season",1,"Amazon"
"a4396","TV Show","C-Bar",,2021,"18+","1 Season",1,"Amazon"
"a4420","TV Show","Concrete Jungle",,2021,"TV-14","1 Season",1,"Amazon"
"a4459","TV Show","Team Mendeleev",,2021,"ALL","1 Season",1,"Amazon"
"a4487","TV Show","LOL - Hasse toh Phasse",,2021,"13+","1 Season",1,"Amazon"
"a4547","TV Show","The Sword and The Brocade",,2021,"13+","1 Season",1,"Amazon"
"a4570","TV Show","Ni Chang",,2021,"18+","1 Season",1,"Amazon"
"a4583","TV Show","Ghost Files Germany",,2021,"16+","1 Season",1,"Amazon"
"a4618","TV Show","Clip: Sanjeevani",,2021,"16+","1 Season",1,"Amazon"
"a4664","TV Show","Pinkfong! Sports Club",,2021,"ALL","1 Season",1,"Amazon"
"a4668","TV Show","Love, Millennial Style",,2021,"18+","1 Season",1,"Amazon"
"a4700","TV Show","Daddydelphia",,2021,"18+","1 Season",1,"Amazon"
"a4702","TV Show","Clip: Three Anecdotes And A Joint",,2021,"18+","1 Season",1,"Amazon"
"a471","TV Show","The Record",,2021,"","1 Season",1,"Amazon"
"a4736","TV Show","Borat Supplemental Reporting",,2021,"TV-MA","1 Season",1,"Amazon"
"a4767","TV Show","Road to Redemption",,2021,"13+","1 Season",1,"Amazon"
"a4770","TV Show","RESET",,2021,"16+","1 Season",1,"Amazon"
"a4827","TV Show","Porsche Club Championship",,2021,"TV-Y7","1 Season",1,"Amazon"
"a4924","TV Show","The Ultimate Mixologist",,2021,"TV-MA","1 Season",1,"Amazon"
"a4925","TV Show","The Last Hour",,2021,"16+","1 Season",1,"Amazon"
"a5000","TV Show","Life's Rewards",,2021,"13+","1 Season",1,"Amazon"
"a5009","TV Show","Solos",,2021,"NR","1 Season",1,"Amazon"
"a5036","TV Show","Reagan's Room",,2021,"ALL","1 Season",1,"Amazon"
"a5049","TV Show","Falco",,2021,"16+","1 Season",1,"Amazon"
"a5056","TV Show","Panic",,2021,"NR","1 Season",1,"Amazon"
"a5065","TV Show","The Rebel Princess",,2021,"TV-14","1 Season",1,"Amazon"
"a5075","TV Show","LooLoo Kids",,2021,"ALL","1 Season",1,"Amazon"
"a5076","TV Show","LOL - Last One Laughing Spain",,2021,"16+","1 Season",1,"Amazon"
"a5080","TV Show","Finding You",,2021,"TV-MA","1 Season",1,"Amazon"
"a5112","TV Show","Leo the Truck",,2021,"TV-Y","1 Season",1,"Amazon"
"a5122","TV Show","Distemper",,2021,"TV-PG","1 Season",1,"Amazon"
"a5132","TV Show","7 LOVE",,2021,"16+","1 Season",1,"Amazon"
"a5203","TV Show","Muffin Socks",,2021,"ALL","1 Season",1,"Amazon"
"a5299","TV Show","Borat: VHS Cassette of Material Deemed “Sub-acceptable” By Kazakhstan Ministry of Censorship and Circumcision",,2021,"18+","1 Season",1,"Amazon"
"a5369","TV Show","Steve and Maggie - Giggles Galore",,2021,"ALL","1 Season",1,"Amazon"
"a5377","TV Show","DOM",,2021,"NR","1 Season",1,"Amazon"
"a5424","TV Show","Gattu, Chinkli Aur Adventures",,2021,"ALL","1 Season",1,"Amazon"
"a5440","TV Show","LOL: Qui rit, sort!",,2021,"16+","1 Season",1,"Amazon"
"a5459","TV Show","Clarkson's Farm",,2021,"TV-14","1 Season",1,"Amazon"
"a5463","TV Show","Behind the Wheel",,2021,"TV-PG","1 Season",1,"Amazon"
"a5465","TV Show","Waking Up Eighty",,2021,"13+","1 Season",1,"Amazon"
"a5467","TV Show","Mother's Love",,2021,"18+","1 Season",1,"Amazon"
"a5536","TV Show","Pinkfong! Learn Names with Hogi",,2021,"ALL","1 Season",1,"Amazon"
"a5609","TV Show","When Eagles Dare: Crystal Palace F.C.",,2021,"TV-NR","1 Season",1,"Amazon"
"a5632","TV Show","Head Above Water",,2021,"TV-MA","1 Season",1,"Amazon"
"a5634","TV Show","Elzaz",,2021,"16+","1 Season",1,"Amazon"
"a5657","TV Show","Jim Baugh Outdoors TV",,2021,"13+","1 Season",1,"Amazon"
"a5677","TV Show","Used and Borrowed Time",,2021,"18+","1 Season",1,"Amazon"
"a5684","TV Show","Self (the Series)",,2021,"18+","1 Season",1,"Amazon"
"a5698","TV Show","The Great Waves",,2021,"18+","1 Season",1,"Amazon"
"a5699","TV Show","Southland Bounty Hunters",,2021,"16+","1 Season",1,"Amazon"
"a5701","TV Show","Rattan",,2021,"18+","1 Season",1,"Amazon"
"a5726","TV Show","Chivas: El Rebaño Sagrado",,2021,"TV-14","1 Season",1,"Amazon"
"a5756","TV Show","Yes & Yoga",,2021,"7+","1 Season",1,"Amazon"
"a5762","TV Show","Twelve Legend",,2021,"TV-14","1 Season",1,"Amazon"
"a5770","TV Show","The Red Box",,2021,"TV-MA","1 Season",1,"Amazon"
"a5779","TV Show","The Bay: The Beginning",,2021,"13+","1 Season",1,"Amazon"
"a5794","TV Show","Please Feel At Ease, Mr. Ling",,2021,"7+","1 Season",1,"Amazon"
"a5846","TV Show","Qing Luo",,2021,"18+","1 Season",1,"Amazon"
"a5860","TV Show","Douluo Continent",,2021,"13+","1 Season",1,"Amazon"
"a5862","TV Show","Decisions",,2021,"18+","1 Season",1,"Amazon"
"a5913","TV Show","Starting Up",,2021,"16+","1 Season",1,"Amazon"
"a5922","TV Show","September Mornings",,2021,"13+","1 Season",1,"Amazon"
"a5978","TV Show","""The Paramedic Angel""",,2021,"ALL","1 Season",1,"Amazon"
"a5988","TV Show","Ryan Defrates: Secret Agent",,2021,"7+","1 Season",1,"Amazon"
"a5992","TV Show","Age of the Living Dead",,2021,"16+","1 Season",1,"Amazon"
"a6011","TV Show","Hook City",,2021,"","1 Season",1,"Amazon"
"a6039","TV Show","Dough boy",,2021,"18+","1 Season",1,"Amazon"
"a6046","TV Show","Truth or Dare",,2021,"18+","1 Season",1,"Amazon"
"a6047","TV Show","The Pursuit of Love",,2021,"TV-PG","1 Season",1,"Amazon"
"a6086","TV Show","Luxe Listings Sydney",,2021,"NR","1 Season",1,"Amazon"
"a6111","TV Show","Steve and Maggie - Laugh and Learn",,2021,"TV-G","1 Season",1,"Amazon"
"a6120","TV Show","Mangiarancina Investigazioni",,2021,"13+","1 Season",1,"Amazon"
"a6139","TV Show","The Gumboot Kids",,2021,"ALL","1 Season",1,"Amazon"
"a6203","TV Show","The Incredible Stories of Bimi Boo and Friends",,2021,"TV-G","1 Season",1,"Amazon"
"a6270","TV Show","The Dance Of The Storm",,2021,"TV-MA","1 Season",1,"Amazon"
"a635","TV Show","The Great Escapists",,2021,"13+","1 Season",1,"Amazon"
"a6367","TV Show","DREAMS COME TRUE Prime Video Show",,2021,"13+","1 Season",1,"Amazon"
"a6382","TV Show","Latin Flow (Original Spanish Audio)",,2021,"TV-14","1 Season",1,"Amazon"
"a6463","TV Show","Friendmates",,2021,"16+","1 Season",1,"Amazon"
"a6467","TV Show","Badanamu Stories",,2021,"ALL","1 Season",1,"Amazon"
"a6525","TV Show","Tales From the Stranger Side",,2021,"16+","1 Season",1,"Amazon"
"a6540","TV Show","Pink - Love of Girls",,2021,"16+","1 Season",1,"Amazon"
"a6557","TV Show","La Familia",,2021,"TV-G","1 Season",1,"Amazon"
"a6619","TV Show","To Dine For with Kate Sullivan",,2021,"TV-G","1 Season",1,"Amazon"
"a6629","TV Show","Series before 1C onboarding - 1",,2021,"13+","1 Season",1,"Amazon"
"a6633","TV Show","Pinkfong! Job Songs",,2021,"TV-G","1 Season",1,"Amazon"
"a6639","TV Show","Ishida and Asakura",,2021,"16+","1 Season",1,"Amazon"
"a6676","TV Show","Shadow Society",,2021,"18+","1 Season",1,"Amazon"
"a6736","TV Show","Pinkfong Arts & Crafts: Wonderstar",,2021,"ALL","1 Season",1,"Amazon"
"a6760","TV Show","The Wolf Princess",,2021,"18+","1 Season",1,"Amazon"
"a6775","TV Show","Little Black Book",,2021,"13+","1 Season",1,"Amazon"
"a6797","TV Show","Steve and Maggie - Funny Friends",,2021,"ALL","1 Season",1,"Amazon"
"a6842","TV Show","The mystery of Dr. Zach",,2021,"13+","1 Season",1,"Amazon"
"a6843","TV Show","The Moth Effect",,2021,"NR","1 Season",1,"Amazon"
"a6844","TV Show","The Gunrunner Billy Kane",,2021,"16+","1 Season",1,"Amazon"
"a6864","TV Show","Car School",,2021,"TV-Y","1 Season",1,"Amazon"
"a6871","TV Show","Aham Bhramhasmi",,2021,"13+","1 Season",1,"Amazon"
"a6915","TV Show","Gourmet in Tang Dynasty",,2021,"18+","1 Season",1,"Amazon"
"a6917","TV Show","Enter the Mack",,2021,"TV-MA","1 Season",1,"Amazon"
"a6922","TV Show","BuzzFeed Unsolved: True Crime",,2021,"16+","1 Season",1,"Amazon"
"a6959","TV Show","Funny Little Stories",,2021,"16+","1 Season",1,"Amazon"
"a7085","TV Show","Baby Shark's Day at School",,2021,"TV-G","1 Season",1,"Amazon"
"a7143","TV Show","The Spot 313",,2021,"18+","1 Season",1,"Amazon"
"a7148","TV Show","The Coleman Show",,2021,"13+","1 Season",1,"Amazon"
"a7195","TV Show","S.O.Z: Soldiers or Zombies",,2021,"16+","1 Season",1,"Amazon"
"a7205","TV Show","DFW The Series:Traffickers",,2021,"TV-MA","1 Season",1,"Amazon"
"a7217","TV Show","Steve and Maggie - Sing and Shout",,2021,"TV-G","1 Season",1,"Amazon"
"a7218","TV Show","Series before 1C onboarding - 7",,2021,"18+","1 Season",1,"Amazon"
"a7251","TV Show","Weegies",,2021,"16+","1 Season",1,"Amazon"
"a7276","TV Show","Pirate Treasure: 4k Restored Special Edition",,2021,"7+","1 Season",1,"Amazon"
"a7297","TV Show","The Sneaker Game",,2021,"18+","1 Season",1,"Amazon"
"a7320","TV Show","Clip: ACT 3 Series post 1C 2",,2021,"ALL","1 Season",1,"Amazon"
"a7326","TV Show","Akedo: Ultimate Arcade Warriors",,2021,"ALL","1 Season",1,"Amazon"
"a7348","TV Show","Bazukuru",,2021,"16+","1 Season",1,"Amazon"
"a7361","TV Show","Hideaki Anno: The Final Challenge of Evangelion",,2021,"TV-NR","1 Season",1,"Amazon"
"a7376","TV Show","The G",,2021,"18+","1 Season",1,"Amazon"
"a7380","TV Show","Stand By Me",,2021,"18+","1 Season",1,"Amazon"
"a7411","TV Show","Dragon King Legend .Born Disappeared Martial Soul",,2021,"13+","1 Season",1,"Amazon"
"a7416","TV Show","Court Lady",,2021,"13+","1 Season",1,"Amazon"
"a7419","TV Show","Booba",,2021,"ALL","1 Season",1,"Amazon"
"a7428","TV Show","A River Runs Through It",,2021,"18+","1 Season",1,"Amazon"
"a7489","TV Show","LuLaRich",,2021,"TV-14","1 Season",1,"Amazon"
"a7490","TV Show","LOL - Enga Siri Paappom",,2021,"16+","1 Season",1,"Amazon"
"a7532","TV Show","Victoria Small",,2021,"TV-PG","1 Season",1,"Amazon"
"a7552","TV Show","Boris and Rufus",,2021,"ALL","1 Season",1,"Amazon"
"a7563","TV Show","Pequeñas Victorias",,2021,"TV-PG","1 Season",1,"Amazon"
"a7569","TV Show","Lotus Cup Europe Championship",,2021,"TV-Y7","1 Season",1,"Amazon"
"a7571","TV Show","Hideaki ANNO and Hitoshi MATSUMOTO fireside chat",,2021,"13+","1 Season",1,"Amazon"
"a7612","TV Show","Rip the Falcon",,2021,"TV-MA","1 Season",1,"Amazon"
"a7634","TV Show","Death and Compromise",,2021,"16+","1 Season",1,"Amazon"
"a7781","TV Show","The Rev",,2021,"16+","1 Season",1,"Amazon"
"a7796","TV Show","Mumbai Diaries",,2021,"16+","1 Season",1,"Amazon"
"a7837","TV Show","Rupi Kaur Live",,2021,"TV-NR","1 Season",1,"Amazon"
"a7843","TV Show","My Magic Pet Morphle - Songs for Kids",,2021,"ALL","1 Season",1,"Amazon"
"a7904","TV Show","The Harvard Psychologist",,2021,"TV-MA","1 Season",1,"Amazon"
"a7951","TV Show","Girl Chill",,2021,"13+","1 Season",1,"Amazon"
"a797","TV Show","Tell Me Your Secrets",,2021,"16+","1 Season",1,"Amazon"
"a8127","TV Show","JARRETTS",,2021,"16+","1 Season",1,"Amazon"
"a8148","TV Show","Chronofilm",,2021,"13+","1 Season",1,"Amazon"
"a815","TV Show","Tandav",,2021,"16+","1 Season",1,"Amazon"
"a8161","TV Show","Back To The Rafters",,2021,"NR","1 Season",1,"Amazon"
"a8222","TV Show","YoYo",,2021,"ALL","1 Season",1,"Amazon"
"a8232","TV Show","The Wheel of Time",,2021,"TV-14","1 Season",1,"Amazon"
"a8371","TV Show","The Target List",,2021,"16+","1 Season",1,"Amazon"
"a8416","TV Show","X-Ray 1C Test Title",,2021,"NR","1 Season",1,"Amazon"
"a8449","TV Show","All Or Nothing: Toronto Maple Leafs",,2021,"TV-14","1 Season",1,"Amazon"
"a8454","TV Show","Voltaire High",,2021,"18+","1 Season",1,"Amazon"
"a8474","TV Show","GD",,2021,"16+","1 Season",1,"Amazon"
"a8478","TV Show","Club Mundo Kids",,2021,"ALL","1 Season",1,"Amazon"
"a8484","TV Show","The VAR Room",,2021,"16+","1 Season",1,"Amazon"
"a8493","TV Show","MI HISTORIA",,2021,"TV-NR","1 Season",1,"Amazon"
"a8547","TV Show","Grenzlichter - Contact to the Otherworld",,2021,"16+","1 Season",1,"Amazon"
"a8585","TV Show","Gali - Hell is Empty",,2021,"16+","1 Season",1,"Amazon"
"a8595","TV Show","The Kings",,2021,"TV-MA","1 Season",1,"Amazon"
"a8613","TV Show","Uprising",,2021,"16+","1 Season",1,"Amazon"
"a8616","TV Show","Tugged",,2021,"18+","1 Season",1,"Amazon"
"a8664","TV Show","RE:TV",,2021,"ALL","1 Season",1,"Amazon"
"a8665","TV Show","Rafa Nadal Academy",,2021,"7+","1 Season",1,"Amazon"
"a8695","TV Show","Hargrave",,2021,"16+","1 Season",1,"Amazon"
"a8709","TV Show","Clip: ACT 2 - Series 5",,2021,"ALL","1 Season",1,"Amazon"
"a8712","TV Show","Broker - 心跳源计划",,2021,"13+","1 Season",1,"Amazon"
"a8724","TV Show","Actuate algo",,2021,"13+","1 Season",1,"Amazon"
"a8725","TV Show","Act 6 - Series 2",,2021,"ALL","1 Season",1,"Amazon"
"a8726","TV Show","Act 6 - Series 1",,2021,"ALL","1 Season",1,"Amazon"
"a8727","TV Show","Act 5 - Series 2",,2021,"ALL","1 Season",1,"Amazon"
"a8729","TV Show","ACT 2 - Series 6",,2021,"ALL","1 Season",1,"Amazon"
"a8746","TV Show","Double Tap",,2021,"18+","1 Season",1,"Amazon"
"a8747","TV Show","Dinner Club",,2021,"TV-G","1 Season",1,"Amazon"
"a8753","TV Show","ACT 2 - Series 9",,2021,"ALL","1 Season",1,"Amazon"
"a8754","TV Show","ACT 2 - Series 7",,2021,"ALL","1 Season",1,"Amazon"
"a8760","TV Show","ACT 2 - Series 8",,2021,"ALL","1 Season",1,"Amazon"
"a8764","TV Show","ACT 2 - Series 10",,2021,"ALL","1 Season",1,"Amazon"
"a8787","TV Show","Pinkfong! Healthy Habit Songs",,2021,"ALL","1 Season",1,"Amazon"
"a8840","TV Show","Intrusion",,2021,"18+","1 Season",1,"Amazon"
"a8852","TV Show","Advancements",,2021,"13+","1 Season",1,"Amazon"
"a8854","TV Show","Titipo Titipo",,2021,"ALL","1 Season",1,"Amazon"
"a8862","TV Show","Love Story of Court Enemies",,2021,"13+","1 Season",1,"Amazon"
"a8863","TV Show","I Know What You Did Last Summer",,2021,"TV-MA","1 Season",1,"Amazon"
"a8875","TV Show","News Anchor",,2021,"16+","1 Season",1,"Amazon"
"a8882","TV Show","Cross Minds",,2021,"13+","1 Season",1,"Amazon"
"a8884","TV Show","Baby Shark Brooklyn",,2021,"ALL","1 Season",1,"Amazon"
"a9023","TV Show","Couple of Mirrors",,2021,"13+","1 Season",1,"Amazon"
"a9096","TV Show","Steve and Maggie - Magical Maggie Madness",,2021,"ALL","1 Season",1,"Amazon"
"a9128","TV Show","Phungus & Mowld",,2021,"13+","1 Season",1,"Amazon"
"a9143","TV Show","Mysteries of the Superstition Mountains",,2021,"13+","1 Season",1,"Amazon"
"a9162","TV Show","Life In Between Gates",,2021,"16+","1 Season",1,"Amazon"
"a9179","TV Show","Intentions",,2021,"18+","1 Season",1,"Amazon"
"a9194","TV Show","Frustrated Man",,2021,"ALL","1 Season",1,"Amazon"
"a9204","TV Show","Explore With the Note 2021",,2021,"TV-MA","1 Season",1,"Amazon"
"a9228","TV Show","Chaos And Kindness",,2021,"13+","1 Season",1,"Amazon"
"a9342","TV Show","DEFA",,2021,"13+","1 Season",1,"Amazon"
"a9348","TV Show","Cavendish",,2021,"13+","1 Season",1,"Amazon"
"a9428","TV Show","Song of Youth",,2021,"13+","1 Season",1,"Amazon"
"a9449","TV Show","Infinity Paranormal Investigate.",,2021,"16+","1 Season",1,"Amazon"
"a9485","TV Show","The Best of Videogyan",,2021,"ALL","1 Season",1,"Amazon"
"a9486","TV Show","Piper's Pony Tales",,2021,"ALL","1 Season",1,"Amazon"
"a9487","TV Show","Pinkfong! Let's Booksplore with Hogi: Space",,2021,"ALL","1 Season",1,"Amazon"
"a9511","TV Show","Down Bad",,2021,"18+","1 Season",1,"Amazon"
"a9532","TV Show","Sled Head 24-7",,2021,"13+","1 Season",1,"Amazon"
"a9587","TV Show","NFL Next",,2021,"TV-NR","1 Season",1,"Amazon"
"a9626","TV Show","The Flaming Heart",,2021,"18+","1 Season",1,"Amazon"
"a9638","TV Show","Paul Newman Trilogy",,2021,"13+","1 Season",1,"Amazon"
"a9646","TV Show","Let's Go Cozy Coupe! - Cartoons for Kids",,2021,"ALL","1 Season",1,"Amazon"
"a9656","TV Show","DaFUNdamentals Series",,2021,"TV-Y","1 Season",1,"Amazon"
"a9667","TV Show","Maradona: Blessed Dream",,2021,"TV-MA","1 Season",1,"Amazon"
"a1051","TV Show","Series_Project_UN_Test_UHD",,2020,"TV-G","1 Season",1,"Amazon"
"a1120","TV Show","Russell Peters: Deported",,2020,"16+","1 Season",1,"Amazon"
"a1147","TV Show","Rob Delaney: Jackie",,2020,"18+","1 Season",1,"Amazon"
"a1169","TV Show","Rhythms of Faith",,2020,"13+","1 Season",1,"Amazon"
"a1188","TV Show","Regular Heroes",,2020,"13+","1 Season",1,"Amazon"
"a1206","TV Show","Rasbhari (4K UHD)",,2020,"16+","1 Season",1,"Amazon"
"a1207","TV Show","Rasbhari",,2020,"16+","1 Season",1,"Amazon"
"a1229","TV Show","QUEER·ious | The Series",,2020,"18+","1 Season",1,"Amazon"
"a1234","TV Show","Qin Dynasty Epic",,2020,"13+","1 Season",1,"Amazon"
"a1261","TV Show","Prime Rewind: Inside The Boys",,2020,"18+","1 Season",1,"Amazon"
"a1291","TV Show","Pocket.watch Onyx Family Ultimate mishmash",,2020,"TV-Y7","1 Season",1,"Amazon"
"a1301","TV Show","Pinkfong! Wash Your Hands With Baby Shark",,2020,"ALL","1 Season",1,"Amazon"
"a132","TV Show","What The Constitution Means To Me",,2020,"16+","1 Season",1,"Amazon"
"a1330","TV Show","Pinkfong! Baby Shark & Christmas Songs",,2020,"ALL","1 Season",1,"Amazon"
"a1352","TV Show","Peep Time",,2020,"16+","1 Season",1,"Amazon"
"a1367","TV Show","Pati's Mexican Table",,2020,"ALL","1 Season",1,"Amazon"
"a1390","TV Show","Panchayat (4K UHD)",,2020,"13+","1 Season",1,"Amazon"
"a1391","TV Show","Panchayat",,2020,"13+","1 Season",1,"Amazon"
"a1398","TV Show","Paatal Lok",,2020,"18+","1 Season",1,"Amazon"
"a150","TV Show","Watch the Game Like Never Before with X-Ray",,2020,"TV-NR","1 Season",1,"Amazon"
"a1504","TV Show","New England Legends",,2020,"TV-PG","1 Season",1,"Amazon"
"a1540","TV Show","My Paranormal Nightmare",,2020,"18+","1 Season",1,"Amazon"
"a164","TV Show","Wakaalat From Home",,2020,"16+","1 Season",1,"Amazon"
"a1651","TV Show","Miss Truth",,2020,"TV-14","1 Season",1,"Amazon"
"a1659","TV Show","Ming Dynasty",,2020,"18+","1 Season",1,"Amazon"
"a1772","TV Show","Maggie Binkley Fitness SERIES 10.0 (15-Minute Workouts)",,2020,"ALL","1 Season",1,"Amazon"
"a1801","TV Show","Love of Thousand Years",,2020,"16+","1 Season",1,"Amazon"
"a1804","TV Show","Love and Redemption",,2020,"13+","1 Season",1,"Amazon"
"a1827","TV Show","LOL: Australia",,2020,"16+","1 Season",1,"Amazon"
"a19","TV Show","Zoë Coombs Marr: Bossy Bottom",,2020,"18+","1 Season",1,"Amazon"
"a1901","TV Show","Lano & Woodley: Fly",,2020,"16+","1 Season",1,"Amazon"
"a1933","TV Show","King Gary",,2020,"TV-PG","1 Season",1,"Amazon"
"a1936","TV Show","Kimchi Chronicles",,2020,"7+","1 Season",1,"Amazon"
"a1990","TV Show","Just Add Magic: Mystery City",,2020,"ALL","1 Season",1,"Amazon"
"a1997","TV Show","Judith Lucy: Judith Lucy Vs Men",,2020,"16+","1 Season",1,"Amazon"
"a2019","TV Show","Jingle Burgers - A Parry Gripp Christmas Album",,2020,"ALL","1 Season",1,"Amazon"
"a2020","TV Show","Jimmy O. Yang: Good Deal",,2020,"18+","1 Season",1,"Amazon"
"a2026","TV Show","Jim Gaffigan: The Pale Tourist",,2020,"13+","1 Season",1,"Amazon"
"a2050","TV Show","Jayde Adams: Serious Black Jumper",,2020,"16+","1 Season",1,"Amazon"
"a2060","TV Show","James May: Our Man in Japan",,2020,"13+","1 Season",1,"Amazon"
"a2061","TV Show","James May: Oh Cook",,2020,"13+","1 Season",1,"Amazon"
"a207","TV Show","Utopia",,2020,"16+","1 Season",1,"Amazon"
"a2128","TV Show","Ilana Glazer: The Planet Is Burning",,2020,"16+","1 Season",1,"Amazon"
"a213","TV Show","Upload",,2020,"16+","1 Season",1,"Amazon"
"a2164","TV Show","Hunters",,2020,"18+","1 Season",1,"Amazon"
"a2182","TV Show","Hot Mess Millionaire",,2020,"TV-MA","1 Season",1,"Amazon"
"a22","TV Show","Zo Zo Zombie: Mini-Series",,2020,"TV-Y7","1 Season",1,"Amazon"
"a2242","TV Show","Haunted State",,2020,"TV-14","1 Season",1,"Amazon"
"a2320","TV Show","God of Lost Fantasy",,2020,"13+","1 Season",1,"Amazon"
"a2322","TV Show","Go with YoYo! Exercise, Yoga and Mindfulness for Kids",,2020,"ALL","1 Season",1,"Amazon"
"a2349","TV Show","Gina Brillon: The Floor is Lava",,2020,"16+","1 Season",1,"Amazon"
"a24","TV Show","ZeroZeroZero",,2020,"18+","1 Season",1,"Amazon"
"a2490","TV Show","Ferro",,2020,"16+","1 Season",1,"Amazon"
"a2513","TV Show","FAKERS Mini-Series",,2020,"TV-14","1 Season",1,"Amazon"
"a2514","TV Show","Fake Princess",,2020,"18+","1 Season",1,"Amazon"
"a2516","TV Show","Fak Yaass",,2020,"18+","1 Season",1,"Amazon"
"a256","TV Show","Truth Seekers",,2020,"16+","1 Season",1,"Amazon"
"a2568","TV Show","El Presidente",,2020,"16+","1 Season",1,"Amazon"
"a2570","TV Show","El Candidato",,2020,"TV-MA","1 Season",1,"Amazon"
"a2662","TV Show","Dilruk Jayasinha: Bundle of Joy",,2020,"16+","1 Season",1,"Amazon"
"a27","TV Show","Zahara: The Return",,2020,"16+","1 Season",1,"Amazon"
"a2706","TV Show","De la vida al plato",,2020,"TV-G","1 Season",1,"Amazon"
"a2722","TV Show","Daniel Tiger and More Snowy Adventures",,2020,"TV-Y","1 Season",1,"Amazon"
"a2799","TV Show","Cómo Sobrevivir Soltero",,2020,"16+","1 Season",1,"Amazon"
"a2803","TV Show","Comicstaan Semma Comedy Pa",,2020,"13+","1 Season",1,"Amazon"
"a2878","TV Show","Chasing The Crown: Dreamers to Streamers",,2020,"13+","1 Season",1,"Amazon"
"a2890","TV Show","Celia Pacquola: All Talk",,2020,"16+","1 Season",1,"Amazon"
"a2896","TV Show","Cave Club",,2020,"ALL","1 Season",1,"Amazon"
"a2906","TV Show","Caronte",,2020,"TV-MA","1 Season",1,"Amazon"
"a2910","TV Show","Care Bears: Unlock the Music - Songs for Kids",,2020,"ALL","1 Season",1,"Amazon"
"a2944","TV Show","Bulge Bracket",,2020,"16+","1 Season",1,"Amazon"
"a2945","TV Show","Building The Dream Nashville",,2020,"7+","1 Season",1,"Amazon"
"a2960","TV Show","Britain by Narrowboat",,2020,"13+","1 Season",1,"Amazon"
"a2971","TV Show","Breathe: Into the Shadows",,2020,"13+","1 Season",1,"Amazon"
"a2975","TV Show","Bread Barbershop",,2020,"ALL","1 Season",1,"Amazon"
