show_id,type,title,date_added,release_year,rating,duration,movie_duration_mins,Content
"n1587","TV Show","Room 2806: The Accusation",2020-12-07 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n1588","TV Show","Detention",2020-12-05 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n1590","TV Show","Bhaag Beanie Bhaag",2020-12-04 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n1594","TV Show","Kings of Jo'Burg",2020-12-04 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n1639","TV Show","Fabulous Lives of Bollywood Wives",2020-11-27 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n1641","TV Show","Over Christmas",2020-11-27 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n1671","TV Show","Mismatched",2020-11-20 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n1689","TV Show","We Are the Champions",2020-11-17 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n1707","TV Show","The Minions of Midas",2020-11-13 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n1709","TV Show","Ethos",2020-11-12 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n1712","TV Show","Graceful Friends",2020-11-12 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n1717","TV Show","Aunty Donna's Big Ol' House of Fun",2020-11-11 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n1718","TV Show","The Liberator",2020-11-11 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n1719","TV Show","Trial 4",2020-11-11 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n1741","TV Show","Love & Anarchy",2020-11-04 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n1767","TV Show","The Good Detective",2020-11-01 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n1791","TV Show","Blood of Zeus",2020-10-27 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n1800","TV Show","Barbarians",2020-10-23 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n1801","TV Show","Move",2020-10-23 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n1804","TV Show","Stolen Away",2020-10-23 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n1805","TV Show","The Queen's Gambit",2020-10-23 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n1838","TV Show","Grand Army",2020-10-16 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n1840","TV Show","La Révolution",2020-10-16 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n1841","TV Show","Someone Has to Die",2020-10-16 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n1855","TV Show","Social Distance",2020-10-15 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n1861","TV Show","The Cabin with Bert Kreischer",2020-10-13 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n1869","TV Show","Deaf U",2020-10-09 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n1874","TV Show","The Haunting of Bly Manor",2020-10-09 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n1881","TV Show","To the Lake",2020-10-07 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n1895","TV Show","Emily in Paris",2020-10-02 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n1911","TV Show","Good Morning, Verônica",2020-10-01 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n1916","TV Show","Oktoberfest: Beer & Blood",2020-10-01 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n1926","TV Show","You Cannot Hide",2020-10-01 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n1955","TV Show","Sneakerheads",2020-09-25 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n1956","TV Show","The School Nurse Files",2020-09-25 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n1962","TV Show","The Playbook",2020-09-22 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n1979","TV Show","Ratched",2020-09-18 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n1984","TV Show","Dragon's Dogma",2020-09-17 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n1989","TV Show","The Last Word",2020-09-17 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2013","TV Show","The Barrier",2020-09-11 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2014","TV Show","The Duchess",2020-09-11 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2034","TV Show","La Línea: Shadow of Narco",2020-09-09 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2054","TV Show","Young Wallander",2020-09-03 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2059","TV Show","The Witcher: A Look Inside the Episodes",2020-09-02 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2069","TV Show","Felipe Esparza: Bad Decisions",2020-09-01 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2086","TV Show","I AM A KILLER: RELEASED",2020-08-28 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2087","TV Show","Masaba Masaba",2020-08-28 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2094","TV Show","Her Mother's Killer",2020-08-26 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2097","TV Show","Million Dollar Beach House",2020-08-26 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2106","TV Show","Hoops",2020-08-21 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2109","TV Show","Goedam",2020-08-20 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2134","TV Show","Teenage Bounty Hunters",2020-08-14 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2135","TV Show","The Great Heist",2020-08-14 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2141","TV Show","(Un)Well",2020-08-12 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2171","TV Show","Immigration Nation",2020-08-03 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2195","TV Show","Unlucky Ploy",2020-07-30 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2218","TV Show","Fear City: New York vs The Mafia",2020-07-22 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2228","TV Show","Cursed",2020-07-17 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2231","TV Show","Kissing Game",2020-07-17 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2236","TV Show","Dark Desire",2020-07-15 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2238","TV Show","Skin Decision: Before and After",2020-07-15 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2242","TV Show","The Business of Drugs",2020-07-14 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2254","TV Show","Japan Sinks: 2020",2020-07-09 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2259","TV Show","Stateless",2020-07-08 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2276","TV Show","Hook",2020-07-05 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2298","TV Show","JU-ON: Origins",2020-07-03 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2304","TV Show","Warrior Nun",2020-07-02 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2323","TV Show","Homemade",2020-06-30 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2330","TV Show","All For Love",2020-06-26 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2332","TV Show","Home Game",2020-06-26 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2350","TV Show","It's Okay to Not Be Okay",2020-06-21 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2397","TV Show","Frank Elstner: Just One Last Question",2020-06-12 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2401","TV Show","The Search",2020-06-12 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2402","TV Show","The Woods",2020-06-12 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2405","TV Show","Curon",2020-06-10 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2407","TV Show","Lenox Hill",2020-06-10 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2410","TV Show","Reality Z",2020-06-10 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2460","TV Show","Space Force",2020-05-29 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2463","TV Show","Dorohedoro",2020-05-28 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2473","TV Show","Betaal",2020-05-24 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2487","TV Show","Mystic Pop-up Bar",2020-05-21 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2508","TV Show","Patton Oswalt: I Love Everything",2020-05-19 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2523","TV Show","Inhuman Resources",2020-05-15 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2528","TV Show","Sleepless Society: Two Pillows & A Lost Soul",2020-05-15 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2531","TV Show","White Lines",2020-05-15 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2549","TV Show","Trial By Media",2020-05-11 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2554","TV Show","The Eddy",2020-05-08 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2566","TV Show","Almost Happy",2020-05-02 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2581","TV Show","Hollywood",2020-05-01 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2603","TV Show","The Forest of Love: Deep Cut",2020-04-30 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2604","TV Show","The Victims' Game",2020-04-30 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2607","TV Show","Extracurricular",2020-04-29 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n261","TV Show","The Defeated",2021-08-18 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2644","TV Show","Love 101",2020-04-24 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2660","TV Show","Middleditch & Schwartz",2020-04-21 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2662","TV Show","Cooked with Cannabis",2020-04-20 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2663","TV Show","The Midnight Gospel",2020-04-20 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2667","TV Show","#blackAF",2020-04-17 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n267","TV Show","The Creative Indians",2021-08-15 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2671","TV Show","Hasmukh",2020-04-17 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2685","TV Show","The Innocence Files",2020-04-15 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2692","TV Show","Brews Brothers",2020-04-10 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2700","TV Show","The Circle France",2020-04-09 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2728","TV Show","How to Fix a Drug Scandal",2020-04-01 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2744","TV Show","The Iliza Shlesinger Sketch Show",2020-04-01 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2762","TV Show","Rugal",2020-03-29 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2773","TV Show","Wassup Man GO!",2020-03-27 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2778","TV Show","Unorthodox",2020-03-26 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2784","TV Show","Freud",2020-03-23 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2792","TV Show","Self Made: Inspired by the Life of Madam C.J. Walker",2020-03-20 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2793","TV Show","She",2020-03-20 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2796","TV Show","Tiger King: Murder, Mayhem and Madness",2020-03-20 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2798","TV Show","Vampires",2020-03-20 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2803","TV Show","Caliphate",2020-03-18 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2819","TV Show","Bloodride",2020-03-13 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2825","TV Show","The Valhalla Murders",2020-03-13 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2828","TV Show","The Circle Brazil",2020-03-11 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2871","TV Show","Queen Sono",2020-02-28 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2873","TV Show","Unstoppable",2020-02-28 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2876","TV Show","Followers",2020-02-27 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2881","TV Show","I Am Not Okay With This",2020-02-26 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2884","TV Show","The Trials of Gabriel Fernandez",2020-02-26 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2892","TV Show","Gentefied",2020-02-21 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2893","TV Show","Hyena",2020-02-21 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2895","TV Show","Puerta 7",2020-02-21 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2901","TV Show","Spectros",2020-02-20 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2918","TV Show","Taj Mahal 1989",2020-02-14 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2945","TV Show","Who Killed Malcolm X?",2020-02-07 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2946","TV Show","Cagaster of an Insect Cage",2020-02-06 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2949","TV Show","The Pharmacist",2020-02-05 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2960","TV Show","Itaewon Class",2020-02-01 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2975","TV Show","Luna Nera",2020-01-31 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2980","TV Show","THE STRANGER",2020-01-30 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2985","TV Show","Omniscient",2020-01-29 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2992","TV Show","Rise of Empires: Ottoman",2020-01-24 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2994","TV Show","The goop lab with Gwyneth Paltrow",2020-01-24 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n2998","TV Show","October Faction",2020-01-23 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n3011","TV Show","Ares",2020-01-17 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n3025","TV Show","Killer Inside: The Mind of Aaron Hernandez",2020-01-15 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n3037","TV Show","Jamtara - Sabka Number Ayega",2020-01-10 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n3038","TV Show","Medical Police",2020-01-10 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n3041","TV Show","Until Dawn",2020-01-10 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n3043","TV Show","Cheer",2020-01-08 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n3050","TV Show","Sex, Explained",2020-01-02 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n3066","TV Show","Messiah",2020-01-01 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n3068","TV Show","Nisman: The Prosecutor, the President, and the Spy",2020-01-01 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n3076","TV Show","Spinning Out",2020-01-01 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n3288","TV Show","Maradona in Mexico",2019-11-13 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n332","TV Show","Darwin’s Game",2021-08-01 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n435","TV Show","Okupas",2021-07-20 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n48","TV Show","The Smart Money Woman",2021-09-16 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n588","TV Show","Quarantine Tales",2021-07-01 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n681","TV Show","The Last Dance",2021-06-19 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n8133","TV Show","Surviving R. Kelly Part II: The Reckoning",2020-04-13 00:00:00.000,2020,"TV-MA","1 Season",1,"Netflix"
"n1064","TV Show","Living with Yourself",2021-04-14 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n1069","TV Show","Unnatural Selection",2021-04-14 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n1247","TV Show","A Perfect Day For Arsenide",2021-03-01 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n1269","TV Show","El final del paraíso",2021-02-25 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n1321","TV Show","Capitani",2021-02-11 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n1478","TV Show","Dare Me",2020-12-30 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n1488","TV Show","Sakho & Mangane",2020-12-27 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n1515","TV Show","Diamond City",2020-12-18 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n166","TV Show","Oldsters",2021-09-01 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n1749","TV Show","60 Days In",2020-11-01 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n1918","TV Show","Secreto bien guardado",2020-10-01 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n2102","TV Show","Baewatch: Parental Guidance",2020-08-22 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n2252","TV Show","The Twelve",2020-07-10 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n2306","TV Show","21 Again",2020-07-01 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n2529","TV Show","Strangers from Hell",2020-05-15 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n2591","TV Show","Reckoning",2020-05-01 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n2697","TV Show","The Trial",2020-04-10 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n2766","TV Show","Ladies Up",2020-03-27 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n2805","TV Show","Women Of The Night",2020-03-18 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n2814","TV Show","Ken Burns Presents: College Behind Bars: A Film by Lynn Novick and Produced by Sarah Botstein",2020-03-15 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n2872","TV Show","Toy Boy",2020-02-28 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n2924","TV Show","Sleepless Society: Insomnia",2020-02-13 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3002","TV Show","Playing with Fire",2020-01-22 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3035","TV Show","Giri / Haji",2020-01-10 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3051","TV Show","Thieves of the Wood",2020-01-02 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3093","TV Show","Kevin Hart: Don’t F**k This Up",2019-12-27 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3096","TV Show","The Bonfire of Destiny",2019-12-26 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3112","TV Show","Agent",2019-12-20 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3118","TV Show","The Witcher",2019-12-20 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3120","TV Show","Twice Upon A Time",2019-12-19 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3122","TV Show","Don't F**k with Cats: Hunting an Internet Killer",2019-12-18 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3123","TV Show","Soundtrack",2019-12-18 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3166","TV Show","Astronomy Club: The Sketch Show",2019-12-06 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3177","TV Show","Three Days of Christmas",2019-12-06 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3178","TV Show","Triad Princess",2019-12-06 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3183","TV Show","V Wars",2019-12-05 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3221","TV Show","Lugar de Mulher",2019-11-28 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3223","TV Show","Mythomaniac",2019-11-28 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3233","TV Show","Zona Rosa",2019-11-26 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3243","TV Show","Narcoworld: Dope Stories",2019-11-22 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3244","TV Show","Nobody's Looking",2019-11-22 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3246","TV Show","Singapore Social",2019-11-22 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3250","TV Show","Bangkok Buddies",2019-11-20 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3253","TV Show","Holiday Secrets",2019-11-20 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3256","TV Show","Who Killed Little Gregory?",2019-11-20 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3259","TV Show","Candy Online",2019-11-17 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3270","TV Show","I'm with the Band: Nasty Cherry",2019-11-15 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3280","TV Show","The Club",2019-11-15 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3282","TV Show","The Stranded",2019-11-15 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3314","TV Show","The Devil Next Door",2019-11-04 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3353","TV Show","We Are the Wave",2019-11-01 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3357","TV Show","Nowhere Man",2019-10-31 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3358","TV Show","Sleepless Society: Bedtime Wishes",2019-10-31 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3371","TV Show","Brotherhood",2019-10-25 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3374","TV Show","Drug Squad: Costa del Sol",2019-10-25 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3383","TV Show","Daybreak",2019-10-24 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3386","TV Show","Breakfast, Lunch & Dinner",2019-10-23 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3441","TV Show","Rhythm + Flow",2019-10-09 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3458","TV Show","Seis Manos",2019-10-03 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3459","TV Show","Living Undocumented",2019-10-02 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3482","TV Show","Bard of Blood",2019-09-27 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3500","TV Show","Vagabond",2019-09-21 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3502","TV Show","Criminal: France",2019-09-20 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3503","TV Show","Criminal: Germany",2019-09-20 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3504","TV Show","Criminal: Spain",2019-09-20 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3507","TV Show","The Hockey Girls",2019-09-20 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
"n3516","TV Show","Surviving R. Kelly",2019-09-15 00:00:00.000,2019,"TV-MA","1 Season",1,"Netflix"
