OrderDateKey,FullDate,MonthName,MonthNumber,Year
20080427,2008-04-27 00:00:00.000,"April",4,2008
20080428,2008-04-28 00:00:00.000,"April",4,2008
20080429,2008-04-29 00:00:00.000,"April",4,2008
20080430,2008-04-30 00:00:00.000,"April",4,2008
20080501,2008-05-01 00:00:00.000,"May",5,2008
20080502,2008-05-02 00:00:00.000,"May",5,2008
20080503,2008-05-03 00:00:00.000,"May",5,2008
20080504,2008-05-04 00:00:00.000,"May",5,2008
20080505,2008-05-05 00:00:00.000,"May",5,2008
20080506,2008-05-06 00:00:00.000,"May",5,2008
20080507,2008-05-07 00:00:00.000,"May",5,2008
20080508,2008-05-08 00:00:00.000,"May",5,2008
20080509,2008-05-09 00:00:00.000,"May",5,2008
20080510,2008-05-10 00:00:00.000,"May",5,2008
20080511,2008-05-11 00:00:00.000,"May",5,2008
20080512,2008-05-12 00:00:00.000,"May",5,2008
20080513,2008-05-13 00:00:00.000,"May",5,2008
20080514,2008-05-14 00:00:00.000,"May",5,2008
20080515,2008-05-15 00:00:00.000,"May",5,2008
20080516,2008-05-16 00:00:00.000,"May",5,2008
20080517,2008-05-17 00:00:00.000,"May",5,2008
20080518,2008-05-18 00:00:00.000,"May",5,2008
20080519,2008-05-19 00:00:00.000,"May",5,2008
20080520,2008-05-20 00:00:00.000,"May",5,2008
20080521,2008-05-21 00:00:00.000,"May",5,2008
20080522,2008-05-22 00:00:00.000,"May",5,2008
20080523,2008-05-23 00:00:00.000,"May",5,2008
20080524,2008-05-24 00:00:00.000,"May",5,2008
20080525,2008-05-25 00:00:00.000,"May",5,2008
20080526,2008-05-26 00:00:00.000,"May",5,2008
20080527,2008-05-27 00:00:00.000,"May",5,2008
20080528,2008-05-28 00:00:00.000,"May",5,2008
20080529,2008-05-29 00:00:00.000,"May",5,2008
20080530,2008-05-30 00:00:00.000,"May",5,2008
20080531,2008-05-31 00:00:00.000,"May",5,2008
20080601,2008-06-01 00:00:00.000,"June",6,2008
20080602,2008-06-02 00:00:00.000,"June",6,2008
20080603,2008-06-03 00:00:00.000,"June",6,2008
20080604,2008-06-04 00:00:00.000,"June",6,2008
20080605,2008-06-05 00:00:00.000,"June",6,2008
20080606,2008-06-06 00:00:00.000,"June",6,2008
20080607,2008-06-07 00:00:00.000,"June",6,2008
20080608,2008-06-08 00:00:00.000,"June",6,2008
20080609,2008-06-09 00:00:00.000,"June",6,2008
20080610,2008-06-10 00:00:00.000,"June",6,2008
20080611,2008-06-11 00:00:00.000,"June",6,2008
20080612,2008-06-12 00:00:00.000,"June",6,2008
20080613,2008-06-13 00:00:00.000,"June",6,2008
20080614,2008-06-14 00:00:00.000,"June",6,2008
20080615,2008-06-15 00:00:00.000,"June",6,2008
20080616,2008-06-16 00:00:00.000,"June",6,2008
20080617,2008-06-17 00:00:00.000,"June",6,2008
20080618,2008-06-18 00:00:00.000,"June",6,2008
20080619,2008-06-19 00:00:00.000,"June",6,2008
20080620,2008-06-20 00:00:00.000,"June",6,2008
20080621,2008-06-21 00:00:00.000,"June",6,2008
20080622,2008-06-22 00:00:00.000,"June",6,2008
20080623,2008-06-23 00:00:00.000,"June",6,2008
20080624,2008-06-24 00:00:00.000,"June",6,2008
20080625,2008-06-25 00:00:00.000,"June",6,2008
20080626,2008-06-26 00:00:00.000,"June",6,2008
20080627,2008-06-27 00:00:00.000,"June",6,2008
20080628,2008-06-28 00:00:00.000,"June",6,2008
20080629,2008-06-29 00:00:00.000,"June",6,2008
20080630,2008-06-30 00:00:00.000,"June",6,2008
20080701,2008-07-01 00:00:00.000,"July",7,2008
20080702,2008-07-02 00:00:00.000,"July",7,2008
20080703,2008-07-03 00:00:00.000,"July",7,2008
20080704,2008-07-04 00:00:00.000,"July",7,2008
20080705,2008-07-05 00:00:00.000,"July",7,2008
20080706,2008-07-06 00:00:00.000,"July",7,2008
20080707,2008-07-07 00:00:00.000,"July",7,2008
20080708,2008-07-08 00:00:00.000,"July",7,2008
20080709,2008-07-09 00:00:00.000,"July",7,2008
20080710,2008-07-10 00:00:00.000,"July",7,2008
20080711,2008-07-11 00:00:00.000,"July",7,2008
20080712,2008-07-12 00:00:00.000,"July",7,2008
20080713,2008-07-13 00:00:00.000,"July",7,2008
20080714,2008-07-14 00:00:00.000,"July",7,2008
20080715,2008-07-15 00:00:00.000,"July",7,2008
20080716,2008-07-16 00:00:00.000,"July",7,2008
20080717,2008-07-17 00:00:00.000,"July",7,2008
20080718,2008-07-18 00:00:00.000,"July",7,2008
20080719,2008-07-19 00:00:00.000,"July",7,2008
20080720,2008-07-20 00:00:00.000,"July",7,2008
20080721,2008-07-21 00:00:00.000,"July",7,2008
20080722,2008-07-22 00:00:00.000,"July",7,2008
20080723,2008-07-23 00:00:00.000,"July",7,2008
20080724,2008-07-24 00:00:00.000,"July",7,2008
20080725,2008-07-25 00:00:00.000,"July",7,2008
20080726,2008-07-26 00:00:00.000,"July",7,2008
20080727,2008-07-27 00:00:00.000,"July",7,2008
20080728,2008-07-28 00:00:00.000,"July",7,2008
20080729,2008-07-29 00:00:00.000,"July",7,2008
20080730,2008-07-30 00:00:00.000,"July",7,2008
20080731,2008-07-31 00:00:00.000,"July",7,2008
20080801,2008-08-01 00:00:00.000,"August",8,2008
20080802,2008-08-02 00:00:00.000,"August",8,2008
20080803,2008-08-03 00:00:00.000,"August",8,2008
20080804,2008-08-04 00:00:00.000,"August",8,2008
20080805,2008-08-05 00:00:00.000,"August",8,2008
20080806,2008-08-06 00:00:00.000,"August",8,2008
20080807,2008-08-07 00:00:00.000,"August",8,2008
20080808,2008-08-08 00:00:00.000,"August",8,2008
20080809,2008-08-09 00:00:00.000,"August",8,2008
20080810,2008-08-10 00:00:00.000,"August",8,2008
20080811,2008-08-11 00:00:00.000,"August",8,2008
20080812,2008-08-12 00:00:00.000,"August",8,2008
20080813,2008-08-13 00:00:00.000,"August",8,2008
20080814,2008-08-14 00:00:00.000,"August",8,2008
20080815,2008-08-15 00:00:00.000,"August",8,2008
20080816,2008-08-16 00:00:00.000,"August",8,2008
20080817,2008-08-17 00:00:00.000,"August",8,2008
20080818,2008-08-18 00:00:00.000,"August",8,2008
20080819,2008-08-19 00:00:00.000,"August",8,2008
20080820,2008-08-20 00:00:00.000,"August",8,2008
20080821,2008-08-21 00:00:00.000,"August",8,2008
20080822,2008-08-22 00:00:00.000,"August",8,2008
20080823,2008-08-23 00:00:00.000,"August",8,2008
20080824,2008-08-24 00:00:00.000,"August",8,2008
20080825,2008-08-25 00:00:00.000,"August",8,2008
20080826,2008-08-26 00:00:00.000,"August",8,2008
20080827,2008-08-27 00:00:00.000,"August",8,2008
20080828,2008-08-28 00:00:00.000,"August",8,2008
20080829,2008-08-29 00:00:00.000,"August",8,2008
20080830,2008-08-30 00:00:00.000,"August",8,2008
20080831,2008-08-31 00:00:00.000,"August",8,2008
20080901,2008-09-01 00:00:00.000,"September",9,2008
20080902,2008-09-02 00:00:00.000,"September",9,2008
20080903,2008-09-03 00:00:00.000,"September",9,2008
20080904,2008-09-04 00:00:00.000,"September",9,2008
20080905,2008-09-05 00:00:00.000,"September",9,2008
20080906,2008-09-06 00:00:00.000,"September",9,2008
20080907,2008-09-07 00:00:00.000,"September",9,2008
20080908,2008-09-08 00:00:00.000,"September",9,2008
20080909,2008-09-09 00:00:00.000,"September",9,2008
20080910,2008-09-10 00:00:00.000,"September",9,2008
20080911,2008-09-11 00:00:00.000,"September",9,2008
20080912,2008-09-12 00:00:00.000,"September",9,2008
20080913,2008-09-13 00:00:00.000,"September",9,2008
20080914,2008-09-14 00:00:00.000,"September",9,2008
20080915,2008-09-15 00:00:00.000,"September",9,2008
20080916,2008-09-16 00:00:00.000,"September",9,2008
20080917,2008-09-17 00:00:00.000,"September",9,2008
20080918,2008-09-18 00:00:00.000,"September",9,2008
20080919,2008-09-19 00:00:00.000,"September",9,2008
20080920,2008-09-20 00:00:00.000,"September",9,2008
20080921,2008-09-21 00:00:00.000,"September",9,2008
20080922,2008-09-22 00:00:00.000,"September",9,2008
20080923,2008-09-23 00:00:00.000,"September",9,2008
20080924,2008-09-24 00:00:00.000,"September",9,2008
20080925,2008-09-25 00:00:00.000,"September",9,2008
20080926,2008-09-26 00:00:00.000,"September",9,2008
20080927,2008-09-27 00:00:00.000,"September",9,2008
20080928,2008-09-28 00:00:00.000,"September",9,2008
20080929,2008-09-29 00:00:00.000,"September",9,2008
20080930,2008-09-30 00:00:00.000,"September",9,2008
20081001,2008-10-01 00:00:00.000,"October",10,2008
20081002,2008-10-02 00:00:00.000,"October",10,2008
20081003,2008-10-03 00:00:00.000,"October",10,2008
20081004,2008-10-04 00:00:00.000,"October",10,2008
20081005,2008-10-05 00:00:00.000,"October",10,2008
20081006,2008-10-06 00:00:00.000,"October",10,2008
20081007,2008-10-07 00:00:00.000,"October",10,2008
20081008,2008-10-08 00:00:00.000,"October",10,2008
20081009,2008-10-09 00:00:00.000,"October",10,2008
20081010,2008-10-10 00:00:00.000,"October",10,2008
20081011,2008-10-11 00:00:00.000,"October",10,2008
20081012,2008-10-12 00:00:00.000,"October",10,2008
20081013,2008-10-13 00:00:00.000,"October",10,2008
20081014,2008-10-14 00:00:00.000,"October",10,2008
20081015,2008-10-15 00:00:00.000,"October",10,2008
20081016,2008-10-16 00:00:00.000,"October",10,2008
20081017,2008-10-17 00:00:00.000,"October",10,2008
20081018,2008-10-18 00:00:00.000,"October",10,2008
20081019,2008-10-19 00:00:00.000,"October",10,2008
20081020,2008-10-20 00:00:00.000,"October",10,2008
20081021,2008-10-21 00:00:00.000,"October",10,2008
20081022,2008-10-22 00:00:00.000,"October",10,2008
20081023,2008-10-23 00:00:00.000,"October",10,2008
20081024,2008-10-24 00:00:00.000,"October",10,2008
20081025,2008-10-25 00:00:00.000,"October",10,2008
20081026,2008-10-26 00:00:00.000,"October",10,2008
20081027,2008-10-27 00:00:00.000,"October",10,2008
20081028,2008-10-28 00:00:00.000,"October",10,2008
20081029,2008-10-29 00:00:00.000,"October",10,2008
20081030,2008-10-30 00:00:00.000,"October",10,2008
20081031,2008-10-31 00:00:00.000,"October",10,2008
20081101,2008-11-01 00:00:00.000,"November",11,2008
20081102,2008-11-02 00:00:00.000,"November",11,2008
20081103,2008-11-03 00:00:00.000,"November",11,2008
20081104,2008-11-04 00:00:00.000,"November",11,2008
20081105,2008-11-05 00:00:00.000,"November",11,2008
20081106,2008-11-06 00:00:00.000,"November",11,2008
20081107,2008-11-07 00:00:00.000,"November",11,2008
20081108,2008-11-08 00:00:00.000,"November",11,2008
20081109,2008-11-09 00:00:00.000,"November",11,2008
20081110,2008-11-10 00:00:00.000,"November",11,2008
20081111,2008-11-11 00:00:00.000,"November",11,2008
20081112,2008-11-12 00:00:00.000,"November",11,2008
20081113,2008-11-13 00:00:00.000,"November",11,2008
20081114,2008-11-14 00:00:00.000,"November",11,2008
20081115,2008-11-15 00:00:00.000,"November",11,2008
20081116,2008-11-16 00:00:00.000,"November",11,2008
20081117,2008-11-17 00:00:00.000,"November",11,2008
20081118,2008-11-18 00:00:00.000,"November",11,2008
20081119,2008-11-19 00:00:00.000,"November",11,2008
20081120,2008-11-20 00:00:00.000,"November",11,2008
20081121,2008-11-21 00:00:00.000,"November",11,2008
20081122,2008-11-22 00:00:00.000,"November",11,2008
20081123,2008-11-23 00:00:00.000,"November",11,2008
20081124,2008-11-24 00:00:00.000,"November",11,2008
20081125,2008-11-25 00:00:00.000,"November",11,2008
20081126,2008-11-26 00:00:00.000,"November",11,2008
20081127,2008-11-27 00:00:00.000,"November",11,2008
20081128,2008-11-28 00:00:00.000,"November",11,2008
20081129,2008-11-29 00:00:00.000,"November",11,2008
20081130,2008-11-30 00:00:00.000,"November",11,2008
20081201,2008-12-01 00:00:00.000,"December",12,2008
20081202,2008-12-02 00:00:00.000,"December",12,2008
20081203,2008-12-03 00:00:00.000,"December",12,2008
20081204,2008-12-04 00:00:00.000,"December",12,2008
20081205,2008-12-05 00:00:00.000,"December",12,2008
20081206,2008-12-06 00:00:00.000,"December",12,2008
20081207,2008-12-07 00:00:00.000,"December",12,2008
20081208,2008-12-08 00:00:00.000,"December",12,2008
20081209,2008-12-09 00:00:00.000,"December",12,2008
20081210,2008-12-10 00:00:00.000,"December",12,2008
20081211,2008-12-11 00:00:00.000,"December",12,2008
20081212,2008-12-12 00:00:00.000,"December",12,2008
20081213,2008-12-13 00:00:00.000,"December",12,2008
20081214,2008-12-14 00:00:00.000,"December",12,2008
20081215,2008-12-15 00:00:00.000,"December",12,2008
20081216,2008-12-16 00:00:00.000,"December",12,2008
20081217,2008-12-17 00:00:00.000,"December",12,2008
20081218,2008-12-18 00:00:00.000,"December",12,2008
20081219,2008-12-19 00:00:00.000,"December",12,2008
20081220,2008-12-20 00:00:00.000,"December",12,2008
20081221,2008-12-21 00:00:00.000,"December",12,2008
20081222,2008-12-22 00:00:00.000,"December",12,2008
20081223,2008-12-23 00:00:00.000,"December",12,2008
20081224,2008-12-24 00:00:00.000,"December",12,2008
20081225,2008-12-25 00:00:00.000,"December",12,2008
20081226,2008-12-26 00:00:00.000,"December",12,2008
20081227,2008-12-27 00:00:00.000,"December",12,2008
20081228,2008-12-28 00:00:00.000,"December",12,2008
20081229,2008-12-29 00:00:00.000,"December",12,2008
20081230,2008-12-30 00:00:00.000,"December",12,2008
20081231,2008-12-31 00:00:00.000,"December",12,2008
20050101,2005-01-01 00:00:00.000,"January",1,2005
20050102,2005-01-02 00:00:00.000,"January",1,2005
20050103,2005-01-03 00:00:00.000,"January",1,2005
20050104,2005-01-04 00:00:00.000,"January",1,2005
20050105,2005-01-05 00:00:00.000,"January",1,2005
20050106,2005-01-06 00:00:00.000,"January",1,2005
20050107,2005-01-07 00:00:00.000,"January",1,2005
20050108,2005-01-08 00:00:00.000,"January",1,2005
20050109,2005-01-09 00:00:00.000,"January",1,2005
20050110,2005-01-10 00:00:00.000,"January",1,2005
20050111,2005-01-11 00:00:00.000,"January",1,2005
20050112,2005-01-12 00:00:00.000,"January",1,2005
20050113,2005-01-13 00:00:00.000,"January",1,2005
20050114,2005-01-14 00:00:00.000,"January",1,2005
20050115,2005-01-15 00:00:00.000,"January",1,2005
20050116,2005-01-16 00:00:00.000,"January",1,2005
20050117,2005-01-17 00:00:00.000,"January",1,2005
20050118,2005-01-18 00:00:00.000,"January",1,2005
20050119,2005-01-19 00:00:00.000,"January",1,2005
20050120,2005-01-20 00:00:00.000,"January",1,2005
20050121,2005-01-21 00:00:00.000,"January",1,2005
20050122,2005-01-22 00:00:00.000,"January",1,2005
20050123,2005-01-23 00:00:00.000,"January",1,2005
20050124,2005-01-24 00:00:00.000,"January",1,2005
20050125,2005-01-25 00:00:00.000,"January",1,2005
20050126,2005-01-26 00:00:00.000,"January",1,2005
20050127,2005-01-27 00:00:00.000,"January",1,2005
20050128,2005-01-28 00:00:00.000,"January",1,2005
20050129,2005-01-29 00:00:00.000,"January",1,2005
20050130,2005-01-30 00:00:00.000,"January",1,2005
20050131,2005-01-31 00:00:00.000,"January",1,2005
20050201,2005-02-01 00:00:00.000,"February",2,2005
20050202,2005-02-02 00:00:00.000,"February",2,2005
20050203,2005-02-03 00:00:00.000,"February",2,2005
20050204,2005-02-04 00:00:00.000,"February",2,2005
20050205,2005-02-05 00:00:00.000,"February",2,2005
20050206,2005-02-06 00:00:00.000,"February",2,2005
20050207,2005-02-07 00:00:00.000,"February",2,2005
20050208,2005-02-08 00:00:00.000,"February",2,2005
20050209,2005-02-09 00:00:00.000,"February",2,2005
20050210,2005-02-10 00:00:00.000,"February",2,2005
20050211,2005-02-11 00:00:00.000,"February",2,2005
20050212,2005-02-12 00:00:00.000,"February",2,2005
20050213,2005-02-13 00:00:00.000,"February",2,2005
20050214,2005-02-14 00:00:00.000,"February",2,2005
20050215,2005-02-15 00:00:00.000,"February",2,2005
20050216,2005-02-16 00:00:00.000,"February",2,2005
20050217,2005-02-17 00:00:00.000,"February",2,2005
20050218,2005-02-18 00:00:00.000,"February",2,2005
20050219,2005-02-19 00:00:00.000,"February",2,2005
20050220,2005-02-20 00:00:00.000,"February",2,2005
20050221,2005-02-21 00:00:00.000,"February",2,2005
20050222,2005-02-22 00:00:00.000,"February",2,2005
20050223,2005-02-23 00:00:00.000,"February",2,2005
20050224,2005-02-24 00:00:00.000,"February",2,2005
20050225,2005-02-25 00:00:00.000,"February",2,2005
20050226,2005-02-26 00:00:00.000,"February",2,2005
20050227,2005-02-27 00:00:00.000,"February",2,2005
20050228,2005-02-28 00:00:00.000,"February",2,2005
20050301,2005-03-01 00:00:00.000,"March",3,2005
20050302,2005-03-02 00:00:00.000,"March",3,2005
20050303,2005-03-03 00:00:00.000,"March",3,2005
20050304,2005-03-04 00:00:00.000,"March",3,2005
20050305,2005-03-05 00:00:00.000,"March",3,2005
20050306,2005-03-06 00:00:00.000,"March",3,2005
20050307,2005-03-07 00:00:00.000,"March",3,2005
20050308,2005-03-08 00:00:00.000,"March",3,2005
20050309,2005-03-09 00:00:00.000,"March",3,2005
20050310,2005-03-10 00:00:00.000,"March",3,2005
20050311,2005-03-11 00:00:00.000,"March",3,2005
20050312,2005-03-12 00:00:00.000,"March",3,2005
20050313,2005-03-13 00:00:00.000,"March",3,2005
20050314,2005-03-14 00:00:00.000,"March",3,2005
20050315,2005-03-15 00:00:00.000,"March",3,2005
20050316,2005-03-16 00:00:00.000,"March",3,2005
20050317,2005-03-17 00:00:00.000,"March",3,2005
20050318,2005-03-18 00:00:00.000,"March",3,2005
20050319,2005-03-19 00:00:00.000,"March",3,2005
20050320,2005-03-20 00:00:00.000,"March",3,2005
20050321,2005-03-21 00:00:00.000,"March",3,2005
20050322,2005-03-22 00:00:00.000,"March",3,2005
20050323,2005-03-23 00:00:00.000,"March",3,2005
20050324,2005-03-24 00:00:00.000,"March",3,2005
20050325,2005-03-25 00:00:00.000,"March",3,2005
20050326,2005-03-26 00:00:00.000,"March",3,2005
20050327,2005-03-27 00:00:00.000,"March",3,2005
20050328,2005-03-28 00:00:00.000,"March",3,2005
20050329,2005-03-29 00:00:00.000,"March",3,2005
20050330,2005-03-30 00:00:00.000,"March",3,2005
20050331,2005-03-31 00:00:00.000,"March",3,2005
20050401,2005-04-01 00:00:00.000,"April",4,2005
20050402,2005-04-02 00:00:00.000,"April",4,2005
20050403,2005-04-03 00:00:00.000,"April",4,2005
20050404,2005-04-04 00:00:00.000,"April",4,2005
20050405,2005-04-05 00:00:00.000,"April",4,2005
20050406,2005-04-06 00:00:00.000,"April",4,2005
20050407,2005-04-07 00:00:00.000,"April",4,2005
20050408,2005-04-08 00:00:00.000,"April",4,2005
20050409,2005-04-09 00:00:00.000,"April",4,2005
20050410,2005-04-10 00:00:00.000,"April",4,2005
20050411,2005-04-11 00:00:00.000,"April",4,2005
20050412,2005-04-12 00:00:00.000,"April",4,2005
20050413,2005-04-13 00:00:00.000,"April",4,2005
20050414,2005-04-14 00:00:00.000,"April",4,2005
20050415,2005-04-15 00:00:00.000,"April",4,2005
20050416,2005-04-16 00:00:00.000,"April",4,2005
20050417,2005-04-17 00:00:00.000,"April",4,2005
20050418,2005-04-18 00:00:00.000,"April",4,2005
20050419,2005-04-19 00:00:00.000,"April",4,2005
20050420,2005-04-20 00:00:00.000,"April",4,2005
20050421,2005-04-21 00:00:00.000,"April",4,2005
20050422,2005-04-22 00:00:00.000,"April",4,2005
20050423,2005-04-23 00:00:00.000,"April",4,2005
20050424,2005-04-24 00:00:00.000,"April",4,2005
20050425,2005-04-25 00:00:00.000,"April",4,2005
20050426,2005-04-26 00:00:00.000,"April",4,2005
20050427,2005-04-27 00:00:00.000,"April",4,2005
20050428,2005-04-28 00:00:00.000,"April",4,2005
20050429,2005-04-29 00:00:00.000,"April",4,2005
20050430,2005-04-30 00:00:00.000,"April",4,2005
20050501,2005-05-01 00:00:00.000,"May",5,2005
20050502,2005-05-02 00:00:00.000,"May",5,2005
20050503,2005-05-03 00:00:00.000,"May",5,2005
20050504,2005-05-04 00:00:00.000,"May",5,2005
20050505,2005-05-05 00:00:00.000,"May",5,2005
20050506,2005-05-06 00:00:00.000,"May",5,2005
20050507,2005-05-07 00:00:00.000,"May",5,2005
20050508,2005-05-08 00:00:00.000,"May",5,2005
20050509,2005-05-09 00:00:00.000,"May",5,2005
20050510,2005-05-10 00:00:00.000,"May",5,2005
20050511,2005-05-11 00:00:00.000,"May",5,2005
20050512,2005-05-12 00:00:00.000,"May",5,2005
20050513,2005-05-13 00:00:00.000,"May",5,2005
20050514,2005-05-14 00:00:00.000,"May",5,2005
20050515,2005-05-15 00:00:00.000,"May",5,2005
20050516,2005-05-16 00:00:00.000,"May",5,2005
20050517,2005-05-17 00:00:00.000,"May",5,2005
20050518,2005-05-18 00:00:00.000,"May",5,2005
20050519,2005-05-19 00:00:00.000,"May",5,2005
20050520,2005-05-20 00:00:00.000,"May",5,2005
20050521,2005-05-21 00:00:00.000,"May",5,2005
20050522,2005-05-22 00:00:00.000,"May",5,2005
20050523,2005-05-23 00:00:00.000,"May",5,2005
20050524,2005-05-24 00:00:00.000,"May",5,2005
20050525,2005-05-25 00:00:00.000,"May",5,2005
20050526,2005-05-26 00:00:00.000,"May",5,2005
20050527,2005-05-27 00:00:00.000,"May",5,2005
20050528,2005-05-28 00:00:00.000,"May",5,2005
20050529,2005-05-29 00:00:00.000,"May",5,2005
20050530,2005-05-30 00:00:00.000,"May",5,2005
