id,season,date,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,Result
5866,"2010/2011",2010-09-11 00:00:00.000,829918,9847,108893,4,0,"Winn"
5875,"2010/2011",2010-09-19 00:00:00.000,829928,9847,9851,0,0,"Draw"
5894,"2010/2011",2010-10-03 00:00:00.000,829949,9847,9831,0,0,"Draw"
6008,"2011/2012",2011-12-18 00:00:00.000,1019720,9847,8639,0,0,"Draw"
6218,"2011/2012",2012-05-13 00:00:00.000,1020239,9847,9851,3,0,"Winn"
6246,"2011/2012",2011-09-11 00:00:00.000,1019414,9847,8521,1,0,"Winn"
6342,"2012/2013",2012-11-24 00:00:00.000,1216944,9847,10242,4,0,"Winn"
6362,"2012/2013",2012-12-08 00:00:00.000,1216964,9847,4087,4,0,"Winn"
6388,"2012/2013",2012-12-16 00:00:00.000,1216990,9847,9748,1,0,"Winn"
6413,"2012/2013",2013-01-11 00:00:00.000,1217005,9847,8576,0,0,"Draw"
6433,"2012/2013",2013-01-27 00:00:00.000,1217025,9847,8639,1,0,"Winn"
6513,"2012/2013",2012-08-26 00:00:00.000,1216835,9847,9827,0,0,"Draw"
6525,"2012/2013",2013-03-29 00:00:00.000,1217107,9847,10249,1,0,"Winn"
6553,"2012/2013",2013-04-21 00:00:00.000,1217135,9847,9831,3,0,"Winn"
6665,"2012/2013",2012-10-20 00:00:00.000,1216897,9847,9837,1,0,"Winn"
6684,"2013/2014",2013-10-19 00:00:00.000,1468254,9847,7794,4,0,"Winn"
6705,"2013/2014",2013-11-01 00:00:00.000,1468275,9847,8689,4,0,"Winn"
6735,"2013/2014",2013-12-01 00:00:00.000,1468305,9847,9748,4,0,"Winn"
6754,"2013/2014",2013-12-07 00:00:00.000,1468334,9847,9874,5,0,"Winn"
6804,"2013/2014",2014-01-19 00:00:00.000,1468402,9847,9830,5,0,"Winn"
6843,"2013/2014",2014-02-14 00:00:00.000,1468442,9847,9873,3,0,"Winn"
6922,"2013/2014",2014-04-05 00:00:00.000,1468513,9847,9837,3,0,"Winn"
6943,"2013/2014",2014-04-23 00:00:00.000,1468534,9847,4087,1,0,"Winn"
6983,"2013/2014",2014-05-17 00:00:00.000,1468574,9847,10249,4,0,"Winn"
7074,"2014/2015",2014-10-25 00:00:00.000,1709802,9847,9827,3,0,"Winn"
7114,"2014/2015",2014-11-29 00:00:00.000,1709842,9847,9831,1,0,"Winn"
7155,"2014/2015",2014-12-20 00:00:00.000,1709883,9847,10249,0,0,"Draw"
7207,"2014/2015",2015-01-30 00:00:00.000,1709925,9847,9851,1,0,"Winn"
7345,"2014/2015",2015-05-08 00:00:00.000,1710053,9847,9747,6,0,"Winn"
7378,"2014/2015",2014-08-31 00:00:00.000,1709736,9847,9853,5,0,"Winn"
7477,"2015/2016",2015-11-07 00:00:00.000,1989906,9847,9941,5,0,"Winn"
7616,"2015/2016",2016-02-13 00:00:00.000,1990137,9847,8639,0,0,"Draw"
7645,"2015/2016",2016-03-05 00:00:00.000,1990016,9847,10249,0,0,"Draw"
7706,"2015/2016",2016-04-16 00:00:00.000,1990067,9847,7819,6,0,"Winn"
7726,"2015/2016",2016-04-29 00:00:00.000,1990087,9847,9851,4,0,"Winn"
7745,"2015/2016",2016-05-14 00:00:00.000,1990106,9847,9830,4,0,"Winn"
7786,"2015/2016",2015-09-22 00:00:00.000,1989845,9847,9747,3,0,"Winn"
7962,"2008/2009",2009-03-21 00:00:00.000,499533,9823,8295,1,0,"Winn"
7980,"2008/2009",2009-04-11 00:00:00.000,499551,9823,9810,4,0,"Winn"
8034,"2008/2009",2009-05-12 00:00:00.000,499596,9823,8178,3,0,"Winn"
8223,"2009/2010",2010-01-30 00:00:00.000,674440,9823,9905,3,0,"Winn"
8259,"2009/2010",2010-02-28 00:00:00.000,674479,9823,9790,1,0,"Winn"
8331,"2009/2010",2010-04-17 00:00:00.000,674545,9823,9904,7,0,"Winn"
8367,"2009/2010",2009-08-29 00:00:00.000,674290,9823,8721,3,0,"Winn"
8403,"2009/2010",2009-10-03 00:00:00.000,674329,9823,8722,0,0,"Draw"
8448,"2010/2011",2010-11-14 00:00:00.000,856980,9823,8165,3,0,"Winn"
8484,"2010/2011",2010-12-11 00:00:00.000,857045,9823,8152,3,0,"Winn"
8547,"2010/2011",2011-02-12 00:00:00.000,857194,9823,8226,4,0,"Winn"
8583,"2010/2011",2011-03-12 00:00:00.000,857262,9823,9790,6,0,"Winn"
8601,"2010/2011",2011-04-02 00:00:00.000,857295,9823,9788,1,0,"Winn"
8619,"2010/2011",2010-09-11 00:00:00.000,856892,9823,8697,0,0,"Draw"
8673,"2010/2011",2010-09-18 00:00:00.000,856901,9823,8722,0,0,"Draw"
8709,"2010/2011",2010-10-16 00:00:00.000,856937,9823,9904,3,0,"Winn"
8745,"2011/2012",2011-10-29 00:00:00.000,1029990,9823,8165,4,0,"Winn"
8800,"2011/2012",2011-12-16 00:00:00.000,1030153,9823,8722,3,0,"Winn"
8926,"2011/2012",2011-08-20 00:00:00.000,1029790,9823,9790,5,0,"Winn"
8944,"2011/2012",2012-04-14 00:00:00.000,1030408,9823,9905,0,0,"Draw"
8989,"2011/2012",2011-09-10 00:00:00.000,1029835,9823,8358,7,0,"Winn"
9006,"2011/2012",2011-09-24 00:00:00.000,1029887,9823,8178,3,0,"Winn"
9024,"2011/2012",2011-10-15 00:00:00.000,1029932,9823,8177,4,0,"Winn"
9069,"2012/2013",2012-11-24 00:00:00.000,1239576,9823,9904,5,0,"Winn"
9150,"2012/2013",2013-02-09 00:00:00.000,1239648,9823,10189,4,0,"Winn"
9227,"2012/2013",2013-04-13 00:00:00.000,1239725,9823,8165,4,0,"Winn"
9255,"2012/2013",2013-04-27 00:00:00.000,1239744,9823,8358,1,0,"Winn"
9273,"2012/2013",2013-05-11 00:00:00.000,1239762,9823,8406,3,0,"Winn"
9294,"2012/2013",2012-09-25 00:00:00.000,1239476,9823,8721,3,0,"Winn"
9366,"2013/2014",2013-11-09 00:00:00.000,1479089,9823,8406,3,0,"Winn"
9429,"2013/2014",2014-02-02 00:00:00.000,1479154,9823,9810,5,0,"Winn"
9457,"2013/2014",2014-02-15 00:00:00.000,1479175,9823,8358,4,0,"Winn"
9582,"2013/2014",2014-05-10 00:00:00.000,1479294,9823,10269,1,0,"Winn"
9619,"2013/2014",2013-09-28 00:00:00.000,1479045,9823,8721,1,0,"Winn"
9672,"2014/2015",2014-11-22 00:00:00.000,1732820,9823,8226,4,0,"Winn"
9690,"2014/2015",2014-12-06 00:00:00.000,1732838,9823,8178,1,0,"Winn"
9762,"2014/2015",2015-02-14 00:00:00.000,1732901,9823,9790,8,0,"Winn"
9825,"2014/2015",2015-04-11 00:00:00.000,1732964,9823,9810,3,0,"Winn"
9852,"2014/2015",2015-04-25 00:00:00.000,1732982,9823,8177,1,0,"Winn"
9906,"2014/2015",2014-09-23 00:00:00.000,1732748,9823,8460,4,0,"Winn"
9924,"2014/2015",2014-10-04 00:00:00.000,1732769,9823,9904,4,0,"Winn"
9933,"2014/2015",2014-10-18 00:00:00.000,1732778,9823,8697,6,0,"Winn"
9951,"2015/2016",2015-08-14 00:00:00.000,2001675,9823,9790,5,0,"Winn"
9960,"2015/2016",2015-10-24 00:00:00.000,2002173,9823,8722,4,0,"Winn"
9978,"2015/2016",2015-11-07 00:00:00.000,2002191,9823,10269,4,0,"Winn"
10113,"2015/2016",2016-03-12 00:00:00.000,2002318,9823,8697,5,0,"Winn"
10131,"2015/2016",2016-04-02 00:00:00.000,2002336,9823,9810,1,0,"Winn"
10149,"2015/2016",2015-08-29 00:00:00.000,2002105,9823,8178,3,0,"Winn"
10158,"2015/2016",2016-04-16 00:00:00.000,2002414,9823,10189,3,0,"Winn"
19698,"2008/2009",2008-08-10 00:00:00.000,489985,9925,9800,1,0,"Winn"
19718,"2008/2009",2008-11-12 00:00:00.000,490053,9925,8597,3,0,"Winn"
19736,"2008/2009",2008-11-29 00:00:00.000,490071,9925,8066,1,0,"Winn"
19796,"2008/2009",2009-02-15 00:00:00.000,490125,9925,8548,0,0,"Draw"
19808,"2008/2009",2009-02-28 00:00:00.000,490137,9925,9800,7,0,"Winn"
19820,"2008/2009",2009-04-08 00:00:00.000,490149,9925,8596,4,0,"Winn"
19826,"2008/2009",2008-08-23 00:00:00.000,489993,9925,8596,3,0,"Winn"
19838,"2008/2009",2009-04-04 00:00:00.000,490161,9925,8429,4,0,"Winn"
19884,"2008/2009",2009-05-24 00:00:00.000,643188,9925,9860,0,0,"Draw"
19910,"2008/2009",2008-10-04 00:00:00.000,490023,9925,8429,4,0,"Winn"
19933,"2009/2010",2009-10-31 00:00:00.000,658790,9925,8597,3,0,"Winn"
19957,"2009/2010",2009-12-05 00:00:00.000,658882,9925,8485,3,0,"Winn"
20031,"2009/2010",2010-02-20 00:00:00.000,659010,9925,9938,1,0,"Winn"
20052,"2009/2010",2010-03-20 00:00:00.000,659036,9925,8467,3,0,"Winn"
20096,"2009/2010",2010-05-01 00:00:00.000,820492,9925,9927,4,0,"Winn"
20143,"2009/2010",2009-10-17 00:00:00.000,658778,9925,9927,0,0,"Draw"
20162,"2010/2011",2010-11-06 00:00:00.000,840289,9925,8485,9,0,"Winn"
20216,"2010/2011",2010-08-22 00:00:00.000,840235,9925,9800,4,0,"Winn"
20222,"2010/2011",2010-12-29 00:00:00.000,840343,9925,9927,1,0,"Winn"
20240,"2010/2011",2011-01-22 00:00:00.000,840361,9925,8485,1,0,"Winn"
20246,"2010/2011",2011-01-26 00:00:00.000,840367,9925,9860,4,0,"Winn"
20264,"2010/2011",2011-02-20 00:00:00.000,840385,9925,8548,3,0,"Winn"
20300,"2010/2011",2011-04-09 00:00:00.000,840415,9925,9800,1,0,"Winn"
20339,"2010/2011",2011-05-15 00:00:00.000,1005041,9925,9927,4,0,"Winn"
20342,"2010/2011",2010-09-11 00:00:00.000,840247,9925,9860,3,0,"Winn"
20403,"2011/2012",2011-10-29 00:00:00.000,1024370,9925,10251,0,0,"Draw"
20420,"2011/2012",2011-11-26 00:00:00.000,1024414,9925,9800,5,0,"Winn"
20433,"2011/2012",2011-12-10 00:00:00.000,1024442,9925,9860,1,0,"Winn"
20457,"2011/2012",2011-12-28 00:00:00.000,1024513,9925,8548,1,0,"Winn"
20486,"2011/2012",2012-02-11 00:00:00.000,1024612,9925,8066,1,0,"Winn"
20498,"2011/2012",2012-02-25 00:00:00.000,1024665,9925,9927,1,0,"Winn"
20550,"2011/2012",2012-04-29 00:00:00.000,1189725,9925,8548,3,0,"Winn"
20557,"2011/2012",2012-05-03 00:00:00.000,1189732,9925,8467,1,0,"Winn"
20567,"2011/2012",2012-05-13 00:00:00.000,1189742,9925,9860,5,0,"Winn"
20588,"2011/2012",2011-09-10 00:00:00.000,1024266,9925,9927,4,0,"Winn"
20606,"2012/2013",2012-08-04 00:00:00.000,1228221,9925,8485,1,0,"Winn"
20667,"2012/2013",2012-12-22 00:00:00.000,1229552,9925,8649,4,0,"Winn"
20673,"2012/2013",2013-01-22 00:00:00.000,1228348,9925,9938,4,0,"Winn"
20691,"2012/2013",2013-01-02 00:00:00.000,1229903,9925,9927,1,0,"Winn"
20726,"2012/2013",2013-02-24 00:00:00.000,1230378,9925,8284,5,0,"Winn"
20762,"2012/2013",2013-04-06 00:00:00.000,1230411,9925,10251,3,0,"Winn"
20786,"2012/2013",2013-05-11 00:00:00.000,1438248,9925,8467,4,0,"Winn"
20828,"2012/2013",2012-10-07 00:00:00.000,1229028,9925,9860,1,0,"Winn"
20877,"2013/2014",2013-12-14 00:00:00.000,1474292,9925,10251,1,0,"Winn"
20900,"2013/2014",2014-02-02 00:00:00.000,1474129,9925,9800,1,0,"Winn"
20906,"2013/2014",2014-01-01 00:00:00.000,1474355,9925,8426,1,0,"Winn"
20919,"2013/2014",2014-01-29 00:00:00.000,1474385,9925,8597,4,0,"Winn"
20925,"2013/2014",2014-01-18 00:00:00.000,1474398,9925,9927,3,0,"Winn"
20942,"2013/2014",2014-02-16 00:00:00.000,1474431,9925,8467,3,0,"Winn"
20955,"2013/2014",2014-03-01 00:00:00.000,1474463,9925,8066,5,0,"Winn"
20973,"2013/2014",2014-03-22 00:00:00.000,1474512,9925,9800,3,0,"Winn"
21007,"2013/2014",2014-04-27 00:00:00.000,1686214,9925,8066,6,0,"Winn"
21063,"2014/2015",2014-12-03 00:00:00.000,1726020,9925,8426,1,0,"Winn"
21080,"2014/2015",2014-11-01 00:00:00.000,1726085,9925,8066,1,0,"Winn"
21116,"2014/2015",2014-12-27 00:00:00.000,1726121,9925,8649,0,0,"Draw"
21153,"2014/2015",2015-01-21 00:00:00.000,1726152,9925,9927,4,0,"Winn"
21177,"2014/2015",2015-02-22 00:00:00.000,1726176,9925,8429,4,0,"Winn"
21182,"2014/2015",2015-03-01 00:00:00.000,1726181,9925,8485,4,0,"Winn"
21200,"2014/2015",2015-03-21 00:00:00.000,1726193,9925,9938,3,0,"Winn"
21230,"2014/2015",2015-05-01 00:00:00.000,1955048,9925,8284,5,0,"Winn"
21252,"2014/2015",2015-05-24 00:00:00.000,1955069,9925,8066,5,0,"Winn"
21309,"2015/2016",2015-10-25 00:00:00.000,1990910,9925,9938,5,0,"Winn"
21326,"2015/2016",2015-11-21 00:00:00.000,1990927,9925,8597,0,0,"Draw"
21374,"2015/2016",2016-01-02 00:00:00.000,1990969,9925,8426,1,0,"Winn"
21404,"2015/2016",2016-02-20 00:00:00.000,1990999,9925,8066,3,0,"Winn"
21416,"2015/2016",2016-03-02 00:00:00.000,1991011,9925,8284,0,0,"Draw"
21480,"2015/2016",2016-05-15 00:00:00.000,2216671,9925,9927,7,0,"Winn"
21506,"2015/2016",2015-09-20 00:00:00.000,1990885,9925,8284,6,0,"Winn"
21512,"2015/2016",2015-09-26 00:00:00.000,1990891,9925,9860,0,0,"Draw"
55,"2008/2009",2008-12-06 00:00:00.000,492683,8635,4049,5,1,"Winn"
241,"2008/2009",2009-05-09 00:00:00.000,493103,8635,9999,3,1,"Winn"
280,"2008/2009",2008-10-03 00:00:00.000,492536,8635,9996,2,1,"Winn"
298,"2008/2009",2008-10-25 00:00:00.000,492554,8635,8203,7,1,"Winn"
350,"2009/2010",2009-11-21 00:00:00.000,665570,8635,9999,3,1,"Winn"
398,"2009/2010",2009-12-30 00:00:00.000,665653,8635,10000,2,1,"Winn"
482,"2009/2010",2009-08-30 00:00:00.000,665352,8635,9985,1,1,"Draw"
496,"2009/2010",2009-09-20 00:00:00.000,665370,8635,9991,1,1,"Draw"
521,"2010/2011",2010-07-31 00:00:00.000,838473,8635,6351,4,1,"Winn"
581,"2010/2011",2010-11-27 00:00:00.000,838677,8635,9986,4,1,"Winn"
677,"2010/2011",2011-03-04 00:00:00.000,838829,8635,9987,1,1,"Draw"
798,"2011/2012",2011-11-20 00:00:00.000,1032797,8635,9997,3,1,"Winn"
845,"2011/2012",2011-08-05 00:00:00.000,1032700,8635,8203,3,1,"Winn"
870,"2011/2012",2012-01-24 00:00:00.000,1032861,8635,9991,3,1,"Winn"
902,"2011/2012",2012-02-19 00:00:00.000,1032894,8635,10001,3,1,"Winn"
942,"2011/2012",2012-03-21 00:00:00.000,1032926,8635,10000,2,1,"Winn"
1045,"2012/2013",2012-11-11 00:00:00.000,1224095,8635,8342,6,1,"Winn"
1070,"2012/2013",2012-12-01 00:00:00.000,1224120,8635,9984,2,1,"Winn"
1094,"2012/2013",2012-12-16 00:00:00.000,1224136,8635,1773,2,1,"Winn"
1110,"2012/2013",2012-12-27 00:00:00.000,1224152,8635,9989,4,1,"Winn"
1117,"2012/2013",2013-02-27 00:00:00.000,1224159,8635,10000,0,1,"Loss"
1190,"2012/2013",2012-08-18 00:00:00.000,1224008,8635,9998,2,1,"Winn"
1255,"2014/2015",2014-07-27 00:00:00.000,1717823,8635,274581,3,1,"Winn"
1289,"2014/2015",2014-11-01 00:00:00.000,1717921,8635,9994,1,1,"Draw"
1393,"2014/2015",2015-02-15 00:00:00.000,1718017,8635,8203,1,1,"Draw"
1497,"2015/2016",2015-10-04 00:00:00.000,1979896,8635,8203,1,1,"Draw"
1513,"2015/2016",2015-10-25 00:00:00.000,1979912,8635,8342,3,1,"Winn"
1569,"2015/2016",2015-12-13 00:00:00.000,1979968,8635,8573,1,1,"Draw"
1593,"2015/2016",2015-12-27 00:00:00.000,1979984,8635,10001,2,1,"Winn"
1609,"2015/2016",2016-01-24 00:00:00.000,1980000,8635,9986,2,1,"Winn"
1670,"2015/2016",2015-08-09 00:00:00.000,1979853,8635,9991,1,1,"Draw"
4795,"2008/2009",2008-10-29 00:00:00.000,483235,9847,9941,0,1,"Loss"
4856,"2008/2009",2008-12-07 00:00:00.000,483296,9847,8682,3,1,"Winn"
4906,"2008/2009",2009-01-18 00:00:00.000,483336,9847,9874,2,1,"Winn"
4935,"2008/2009",2009-02-14 00:00:00.000,483365,9847,9853,2,1,"Winn"
4956,"2008/2009",2009-03-01 00:00:00.000,483386,9847,8481,4,1,"Winn"
5005,"2008/2009",2009-04-05 00:00:00.000,483448,9847,9831,2,1,"Winn"
5046,"2008/2009",2009-05-03 00:00:00.000,483497,9847,9851,0,1,"Loss"
5125,"2008/2009",2008-09-27 00:00:00.000,483195,9847,9855,0,1,"Loss"
5176,"2009/2010",2009-12-16 00:00:00.000,654094,9847,8588,1,1,"Draw"
