CompID,SponsID,Sum,PayDate
740631,96,7590.85,2021-05-16 00:00:00.000
448492,628,8256.25,2021-06-04 00:00:00.000
915325,570,8500.29,2021-06-16 00:00:00.000
490479,970,8838.91,2020-11-15 00:00:00.000
730037,775,2452.51,2021-02-06 00:00:00.000
861093,612,9462.82,2020-10-25 00:00:00.000
48556,209,9482.95,2021-08-27 00:00:00.000
967852,289,5725.67,2021-08-06 00:00:00.000
395151,215,1935.9,2020-12-06 00:00:00.000
880610,141,4416.17,2021-07-24 00:00:00.000
243111,336,5574.92,2020-09-27 00:00:00.000
412794,191,7647.08,2021-07-12 00:00:00.000
141604,526,311.51,2020-12-16 00:00:00.000
1055,531,9047.4,2020-12-20 00:00:00.000
968005,987,4916.72,2021-07-06 00:00:00.000
617317,532,9675.85,2021-04-21 00:00:00.000
988010,602,907.58,2021-03-02 00:00:00.000
140369,932,2430.74,2020-09-23 00:00:00.000
943961,55,7883.3,2020-09-29 00:00:00.000
340152,276,1572.6,2021-04-20 00:00:00.000
142263,564,2129.06,2021-09-09 00:00:00.000
722775,659,4746.27,2020-11-19 00:00:00.000
759785,676,1419.41,2020-09-30 00:00:00.000
821782,161,3242.39,2021-08-25 00:00:00.000
851867,610,3579.12,2020-10-25 00:00:00.000
944969,451,7444.13,2021-05-28 00:00:00.000
676565,678,2706.31,2021-01-25 00:00:00.000
233255,247,4161.55,2021-04-03 00:00:00.000
638242,608,3899.48,2021-01-18 00:00:00.000
663568,547,9885.47,2021-04-09 00:00:00.000
322126,218,847.62,2021-05-20 00:00:00.000
30215,673,4082.42,2021-02-17 00:00:00.000
107897,819,2522.91,2021-08-23 00:00:00.000
39192,484,4787.56,2021-07-04 00:00:00.000
236320,484,9859.55,2020-10-14 00:00:00.000
846083,58,726.99,2020-09-16 00:00:00.000
154003,750,2354.81,2021-08-06 00:00:00.000
467792,442,997.95,2021-02-06 00:00:00.000
969531,767,4777.59,2021-01-09 00:00:00.000
45534,990,3524.5,2021-02-03 00:00:00.000
694258,831,4023.14,2021-07-20 00:00:00.000
635035,758,6632.65,2020-10-25 00:00:00.000
432139,820,8867.01,2020-11-11 00:00:00.000
173930,337,1068.29,2021-01-21 00:00:00.000
657346,214,8042.29,2021-07-17 00:00:00.000
699282,491,4023.36,2021-07-17 00:00:00.000
374618,480,2233.39,2020-11-26 00:00:00.000
23078,988,9895.26,2021-06-16 00:00:00.000
23954,355,3871.59,2021-02-13 00:00:00.000
758486,133,8709.32,2021-04-30 00:00:00.000
399376,836,9053.02,2021-02-16 00:00:00.000
824912,858,488.78,2021-04-18 00:00:00.000
496161,901,7668.59,2021-09-02 00:00:00.000
790125,272,2610.39,2021-05-01 00:00:00.000
639021,459,5451.94,2021-03-04 00:00:00.000
644538,673,3232.38,2021-07-29 00:00:00.000
710946,697,842.48,2021-04-26 00:00:00.000
71019,516,3393.43,2020-10-29 00:00:00.000
14506,307,5159.71,2021-04-10 00:00:00.000
90729,959,7630.75,2020-11-28 00:00:00.000
187849,576,9459.54,2021-08-07 00:00:00.000
310182,537,9028.1,2020-09-17 00:00:00.000
981221,390,9576.23,2021-04-20 00:00:00.000
990863,779,9203.89,2021-09-03 00:00:00.000
645289,938,6668.52,2021-01-02 00:00:00.000
563962,904,8650.09,2021-02-19 00:00:00.000
138316,22,245.52,2021-01-19 00:00:00.000
120613,616,4951.49,2020-10-23 00:00:00.000
698997,639,3121.97,2020-10-24 00:00:00.000
6947,550,6017.88,2021-06-09 00:00:00.000
905753,433,7619.84,2020-12-27 00:00:00.000
595078,662,4533.79,2021-06-30 00:00:00.000
240123,936,3123.73,2020-10-30 00:00:00.000
429720,774,825.41,2021-06-29 00:00:00.000
155482,632,8907.63,2021-08-21 00:00:00.000
620848,813,9259.27,2021-06-07 00:00:00.000
238518,882,7112.48,2021-06-07 00:00:00.000
469362,44,2643.23,2021-04-12 00:00:00.000
268296,553,6870.79,2021-04-19 00:00:00.000
878998,819,6364.72,2021-08-03 00:00:00.000
508584,756,297.38,2021-08-18 00:00:00.000
968084,967,1681.9,2021-04-09 00:00:00.000
205002,266,4458.64,2021-06-18 00:00:00.000
976116,112,2039.77,2021-06-04 00:00:00.000
634775,869,4927,2021-06-30 00:00:00.000
566189,650,7529.5,2021-06-03 00:00:00.000
333821,375,9959.11,2021-01-04 00:00:00.000
671347,980,6738.48,2021-04-19 00:00:00.000
970409,913,2389.95,2020-11-15 00:00:00.000
229765,33,9413.32,2021-06-08 00:00:00.000
643152,746,7429.19,2021-05-08 00:00:00.000
165293,396,5552.58,2021-07-20 00:00:00.000
923550,596,485.46,2020-12-11 00:00:00.000
680677,618,3174.35,2021-03-14 00:00:00.000
116619,883,4728.54,2021-06-03 00:00:00.000
759080,918,2213.77,2021-03-10 00:00:00.000
506507,5,1668.59,2020-10-21 00:00:00.000
205905,197,5673.79,2021-01-27 00:00:00.000
746256,954,9429.33,2021-01-14 00:00:00.000
257574,757,1911.48,2021-04-28 00:00:00.000
657324,387,996.11,2021-05-22 00:00:00.000
283671,236,3344.35,2021-04-29 00:00:00.000
122864,700,8697.23,2020-10-01 00:00:00.000
236790,639,8353.57,2021-02-20 00:00:00.000
515601,21,9449.61,2021-06-15 00:00:00.000
569072,227,6832.32,2021-03-16 00:00:00.000
143944,887,5008.87,2020-09-30 00:00:00.000
808005,431,2253.73,2021-02-02 00:00:00.000
823890,821,2270.68,2020-09-18 00:00:00.000
630244,923,7154.5,2021-01-16 00:00:00.000
191451,615,9474.35,2021-08-30 00:00:00.000
786292,742,3156.35,2021-02-26 00:00:00.000
12067,379,7393.52,2020-10-28 00:00:00.000
34405,486,8848.59,2021-02-11 00:00:00.000
613580,278,5124.84,2021-03-28 00:00:00.000
375340,316,6323.17,2021-03-22 00:00:00.000
501260,933,5967.23,2020-09-20 00:00:00.000
616232,681,9060.63,2020-10-15 00:00:00.000
227223,50,7697.37,2021-01-30 00:00:00.000
789326,645,7826.37,2021-07-05 00:00:00.000
8082,55,7575.62,2021-05-03 00:00:00.000
487784,529,8210.89,2020-10-22 00:00:00.000
808176,501,1311.18,2021-02-17 00:00:00.000
832560,951,3598.77,2020-12-23 00:00:00.000
662238,684,8215.97,2020-09-23 00:00:00.000
4061,250,8579.22,2021-07-03 00:00:00.000
310712,377,9933.39,2021-05-02 00:00:00.000
995433,545,1502.81,2021-03-31 00:00:00.000
209276,87,3899.04,2020-11-19 00:00:00.000
591215,709,7153.56,2020-10-15 00:00:00.000
96110,684,3801.03,2020-10-04 00:00:00.000
219002,458,4873.06,2021-02-02 00:00:00.000
760230,946,4049.12,2021-06-13 00:00:00.000
734084,910,1070.41,2021-04-08 00:00:00.000
110077,275,5253.54,2021-07-26 00:00:00.000
488280,149,2384.74,2021-03-24 00:00:00.000
389997,256,8517.15,2021-06-27 00:00:00.000
748977,615,5072.39,2021-07-06 00:00:00.000
932635,102,6260.07,2021-08-11 00:00:00.000
389333,696,7583.95,2021-06-17 00:00:00.000
402429,329,8257.31,2020-12-17 00:00:00.000
318142,319,4196.22,2021-08-19 00:00:00.000
903186,490,5169.02,2021-03-07 00:00:00.000
802202,349,2860.94,2021-04-09 00:00:00.000
729672,33,3814.6,2021-06-21 00:00:00.000
344008,889,3168.22,2021-03-23 00:00:00.000
406125,98,9585.95,2021-03-04 00:00:00.000
551453,943,310.99,2020-11-21 00:00:00.000
520926,151,6179.17,2021-01-15 00:00:00.000
854601,777,5071.6,2020-12-12 00:00:00.000
491667,612,4986.76,2021-02-08 00:00:00.000
948050,222,7211.53,2021-01-14 00:00:00.000
310356,87,9616.87,2021-08-17 00:00:00.000
447065,496,1637.46,2020-10-13 00:00:00.000
915761,984,8373.83,2021-03-15 00:00:00.000
108788,338,1179.66,2021-05-24 00:00:00.000
475738,241,4250.57,2021-03-12 00:00:00.000
548965,91,7972.63,2020-09-30 00:00:00.000
986248,561,2833.05,2020-11-03 00:00:00.000
756222,739,9050.19,2021-09-01 00:00:00.000
459384,230,752.33,2021-05-18 00:00:00.000
190263,230,5597.14,2021-05-25 00:00:00.000
285372,894,4719.72,2020-09-16 00:00:00.000
899815,289,6999.13,2021-03-29 00:00:00.000
325831,755,2444.07,2021-07-24 00:00:00.000
758093,910,4915.67,2021-05-28 00:00:00.000
933030,538,7957.76,2020-10-25 00:00:00.000
424285,536,1242.65,2021-09-10 00:00:00.000
15489,507,9267.54,2020-09-20 00:00:00.000
663705,277,8636.63,2020-12-10 00:00:00.000
189046,904,9419.71,2020-12-08 00:00:00.000
468088,252,5146.02,2020-10-02 00:00:00.000
706400,571,6271.43,2021-04-06 00:00:00.000
486162,349,3123.76,2021-02-26 00:00:00.000
589467,62,3650.02,2021-05-01 00:00:00.000
236088,847,5435.67,2021-02-20 00:00:00.000
949730,649,8445.98,2020-11-20 00:00:00.000
917165,875,3056.65,2021-02-04 00:00:00.000
132108,823,1558.2,2020-10-18 00:00:00.000
301917,296,6609.2,2021-08-22 00:00:00.000
984721,834,6235.27,2020-10-14 00:00:00.000
960046,958,6206.09,2021-03-08 00:00:00.000
193974,307,8466.88,2021-07-25 00:00:00.000
523701,767,1307.89,2021-03-30 00:00:00.000
35536,592,1111.12,2021-09-03 00:00:00.000
602029,693,8591.6,2021-02-17 00:00:00.000
474692,80,179.78,2021-01-21 00:00:00.000
688233,136,438.56,2021-06-02 00:00:00.000
764687,333,5262.82,2020-10-10 00:00:00.000
326084,122,246.78,2021-05-28 00:00:00.000
468758,418,5633.77,2020-11-12 00:00:00.000
650159,36,4607.7,2020-10-29 00:00:00.000
383781,481,5940.56,2020-09-15 00:00:00.000
434542,594,3873.54,2021-03-30 00:00:00.000
738931,227,5766.49,2020-10-12 00:00:00.000
860370,791,8851.6,2020-10-24 00:00:00.000
393455,465,7703.68,2021-01-05 00:00:00.000
546189,496,5070.67,2020-12-16 00:00:00.000
277355,379,2709.31,2021-05-18 00:00:00.000
338279,594,4483.84,2020-10-25 00:00:00.000
807501,972,4596.07,2021-06-04 00:00:00.000
512311,5,877.31,2020-09-28 00:00:00.000
420687,153,9361.59,2021-08-25 00:00:00.000
853879,351,7740.78,2020-12-07 00:00:00.000
150805,442,2034.43,2021-01-30 00:00:00.000
233056,577,7814.35,2021-06-16 00:00:00.000
647606,555,316.61,2021-06-26 00:00:00.000
829710,112,8578.32,2021-09-07 00:00:00.000
673481,112,9360.91,2021-05-14 00:00:00.000
600077,386,771.49,2021-03-08 00:00:00.000
342373,387,4502.78,2021-05-23 00:00:00.000
232644,402,274.79,2020-09-28 00:00:00.000
948145,681,7824.9,2020-11-13 00:00:00.000
652087,377,5854.82,2021-02-01 00:00:00.000
546387,116,4138.03,2021-04-11 00:00:00.000
665529,391,5397.22,2020-09-28 00:00:00.000
862435,134,1475.28,2021-05-30 00:00:00.000
114762,901,2087.8,2021-03-05 00:00:00.000
848881,729,9931.91,2021-04-30 00:00:00.000
211311,614,4422.45,2020-09-24 00:00:00.000
232446,322,7610.77,2020-10-07 00:00:00.000
24202,662,3833.01,2020-09-19 00:00:00.000
690640,633,578.57,2020-09-22 00:00:00.000
400589,924,1441.82,2021-01-16 00:00:00.000
406368,346,7471.02,2021-04-03 00:00:00.000
404041,394,1815.91,2021-03-05 00:00:00.000
851968,371,3546.46,2021-02-02 00:00:00.000
969555,131,917.14,2020-09-26 00:00:00.000
959141,369,4569.71,2021-03-13 00:00:00.000
68544,485,4525.88,2020-10-30 00:00:00.000
425171,267,5837.48,2020-12-23 00:00:00.000
226427,826,591.72,2020-11-04 00:00:00.000
703052,22,7534.82,2020-09-28 00:00:00.000
213381,765,9137.73,2020-10-21 00:00:00.000
713364,954,9276.69,2021-03-19 00:00:00.000
569471,547,2468,2021-05-17 00:00:00.000
530230,666,2684.37,2020-11-03 00:00:00.000
424261,434,7760.32,2020-11-10 00:00:00.000
819957,899,6632.93,2021-08-01 00:00:00.000
532202,334,2581.52,2021-03-09 00:00:00.000
263590,193,5776.07,2020-12-01 00:00:00.000
128072,256,3544.49,2020-10-24 00:00:00.000
883371,17,6880.48,2020-11-29 00:00:00.000
497023,842,5006.8,2021-05-03 00:00:00.000
914230,225,6040.96,2021-08-17 00:00:00.000
445907,492,5560.42,2020-12-28 00:00:00.000
917290,486,2117.24,2021-04-22 00:00:00.000
395752,830,9895.96,2021-09-08 00:00:00.000
894249,421,9139.05,2021-01-06 00:00:00.000
419777,49,9670.15,2021-07-18 00:00:00.000
10405,991,303.19,2021-08-02 00:00:00.000
317030,193,3248.12,2020-10-02 00:00:00.000
794193,347,1746.23,2020-12-09 00:00:00.000
313822,702,7044.72,2021-08-31 00:00:00.000
73104,458,3019.88,2021-07-30 00:00:00.000
212355,111,484.84,2020-12-20 00:00:00.000
832881,741,4630.58,2020-12-23 00:00:00.000
628340,983,4545.59,2021-03-10 00:00:00.000
360066,597,588.16,2020-11-25 00:00:00.000
178066,337,8005.58,2020-12-29 00:00:00.000
467946,254,9732.32,2021-08-10 00:00:00.000
995479,973,7322.45,2021-02-20 00:00:00.000
653284,320,7306.18,2020-12-13 00:00:00.000
424040,835,2799.77,2021-02-07 00:00:00.000
348750,494,8658.43,2020-10-19 00:00:00.000
752772,608,8577.4,2021-01-06 00:00:00.000
860077,171,4152.06,2021-03-05 00:00:00.000
908638,931,6480.73,2021-08-17 00:00:00.000
415091,847,4818.58,2021-07-10 00:00:00.000
271750,256,2808.1,2020-09-25 00:00:00.000
730075,829,7156.05,2021-01-14 00:00:00.000
265089,104,2575.83,2021-06-21 00:00:00.000
169311,865,5810.7,2021-01-19 00:00:00.000
741393,53,1228.86,2021-03-25 00:00:00.000
929729,224,3462.75,2020-12-19 00:00:00.000
698627,227,6170.14,2021-08-02 00:00:00.000
225817,650,7368.08,2020-12-28 00:00:00.000
58579,530,3914.12,2020-12-15 00:00:00.000
627051,253,5567.8,2020-10-18 00:00:00.000
685439,433,2480.11,2021-07-11 00:00:00.000
359370,934,2213.14,2020-11-29 00:00:00.000
627522,846,7032.09,2021-01-31 00:00:00.000
457207,846,7056.49,2020-12-09 00:00:00.000
270451,566,1249.07,2021-05-10 00:00:00.000
468871,7,8016.54,2021-08-19 00:00:00.000
477138,312,2164.36,2021-08-27 00:00:00.000
12374,370,1727.19,2021-08-06 00:00:00.000
918977,778,9161.1,2021-08-11 00:00:00.000
695984,978,9950.05,2020-09-18 00:00:00.000
96803,188,4008.67,2020-11-15 00:00:00.000
35364,953,5447.15,2021-01-14 00:00:00.000
952908,890,5209.96,2021-07-14 00:00:00.000
808111,464,7568.88,2021-08-16 00:00:00.000
831610,121,1979.76,2021-09-02 00:00:00.000
49889,391,3793.03,2021-08-04 00:00:00.000
120935,110,8038.72,2020-12-12 00:00:00.000
783571,544,4845.85,2020-09-18 00:00:00.000
218130,144,7476.73,2021-04-11 00:00:00.000
828267,582,3303,2021-01-20 00:00:00.000
966888,966,1062.38,2021-09-08 00:00:00.000
843633,146,9214.36,2021-05-16 00:00:00.000
849313,637,7089.96,2021-04-24 00:00:00.000
724882,35,8930.95,2021-08-28 00:00:00.000
563118,481,8115.56,2021-02-11 00:00:00.000
293000,157,9183.62,2021-04-25 00:00:00.000
948615,539,3616.63,2021-02-11 00:00:00.000
147925,394,5861.87,2020-12-08 00:00:00.000
556724,447,3198.41,2021-03-23 00:00:00.000
219198,12,5331.78,2021-03-01 00:00:00.000
150123,52,1520.04,2021-03-30 00:00:00.000
585832,726,8587.9,2020-10-06 00:00:00.000
269803,11,5509.88,2021-06-09 00:00:00.000
70128,28,3827.94,2021-09-04 00:00:00.000
870976,455,202.46,2021-04-18 00:00:00.000
510064,913,8074.78,2020-11-17 00:00:00.000
483064,424,4369.74,2020-12-02 00:00:00.000
920232,252,5645.18,2021-08-25 00:00:00.000
952880,408,7098.26,2021-08-11 00:00:00.000
478204,357,8224.74,2021-06-12 00:00:00.000
917905,438,8823.5,2021-03-29 00:00:00.000
523904,472,9990.22,2020-10-31 00:00:00.000
802781,887,4289.39,2020-12-12 00:00:00.000
319638,626,1697.44,2021-02-01 00:00:00.000
192194,25,3521.27,2021-08-13 00:00:00.000
301478,412,8101.75,2021-01-09 00:00:00.000
758115,950,5191.23,2020-09-20 00:00:00.000
563294,665,4791.07,2020-10-28 00:00:00.000
261203,726,6566.02,2021-08-25 00:00:00.000
669346,784,5322.04,2021-07-28 00:00:00.000
100160,691,5884.21,2021-05-26 00:00:00.000
63448,785,2495.28,2021-01-05 00:00:00.000
938116,272,3565.9,2021-01-11 00:00:00.000
96153,444,287.46,2021-02-06 00:00:00.000
204616,54,7919.51,2021-05-30 00:00:00.000
407694,870,2465.1,2020-11-11 00:00:00.000
642643,611,5526.75,2020-12-09 00:00:00.000
180178,226,7807.97,2020-11-29 00:00:00.000
58704,802,1284.43,2021-04-16 00:00:00.000
504153,534,9959.48,2021-03-15 00:00:00.000
29276,917,5151.72,2021-05-10 00:00:00.000
983709,428,6357.66,2021-03-29 00:00:00.000
634052,618,1352.69,2021-02-17 00:00:00.000
94324,366,3707.7,2021-07-05 00:00:00.000
112519,706,5638.37,2021-08-24 00:00:00.000
254751,244,1241.13,2021-09-08 00:00:00.000
961062,236,6653.44,2021-08-15 00:00:00.000
857614,370,6432.08,2021-02-12 00:00:00.000
667593,939,6628.8,2020-12-21 00:00:00.000
72672,389,1248.32,2020-12-04 00:00:00.000
183741,503,1508.27,2020-10-01 00:00:00.000
132010,138,117.79,2021-08-23 00:00:00.000
889326,675,7708.93,2021-07-12 00:00:00.000
882122,711,5653.32,2021-06-10 00:00:00.000
525951,98,9685.2,2021-03-30 00:00:00.000
559350,431,5975.47,2021-01-14 00:00:00.000
44626,415,4744.78,2021-04-22 00:00:00.000
843239,540,9533.81,2021-08-15 00:00:00.000
593990,755,2745.54,2021-01-22 00:00:00.000
28148,197,2432.38,2020-12-31 00:00:00.000
141199,170,8459.8,2021-03-01 00:00:00.000
934627,812,8399.05,2021-03-27 00:00:00.000
786183,349,8997.08,2020-10-19 00:00:00.000
329346,987,4363.45,2021-03-17 00:00:00.000
152297,756,9561.72,2021-07-31 00:00:00.000
448165,547,7602.16,2021-08-13 00:00:00.000
390803,709,2245.96,2021-06-23 00:00:00.000
752779,160,4137.5,2021-01-08 00:00:00.000
374024,565,2030.03,2020-10-22 00:00:00.000
673734,460,3241.71,2020-11-14 00:00:00.000
916552,975,4771.38,2021-05-29 00:00:00.000
727621,492,3325.14,2020-10-02 00:00:00.000
483243,443,8154.29,2021-08-06 00:00:00.000
291102,802,6534.26,2021-07-12 00:00:00.000
887201,592,1104.01,2020-11-14 00:00:00.000
225023,964,697.79,2021-05-28 00:00:00.000
744795,176,7717.65,2020-11-01 00:00:00.000
204423,430,8541.32,2020-12-19 00:00:00.000
408469,879,7356.83,2021-03-27 00:00:00.000
760482,132,8001.07,2021-03-31 00:00:00.000
430700,345,587.21,2021-01-15 00:00:00.000
810880,616,5806.43,2021-03-30 00:00:00.000
14367,66,5061.31,2021-02-04 00:00:00.000
610172,780,9624.12,2021-07-02 00:00:00.000
148608,639,1284.17,2021-03-05 00:00:00.000
109599,986,239.09,2021-07-12 00:00:00.000
97691,799,2670.48,2020-09-19 00:00:00.000
910546,81,9021.76,2021-09-01 00:00:00.000
648880,402,9272.49,2020-12-30 00:00:00.000
399771,108,5664.94,2021-06-06 00:00:00.000
275154,216,6807.23,2020-12-01 00:00:00.000
421936,493,518.16,2021-05-09 00:00:00.000
63655,255,2452.85,2021-04-19 00:00:00.000
848752,74,7456.65,2021-02-26 00:00:00.000
77791,758,4837.65,2021-09-09 00:00:00.000
793783,56,5974,2021-09-10 00:00:00.000
354202,513,8458.98,2020-10-28 00:00:00.000
527653,357,435.38,2020-10-23 00:00:00.000
34766,71,6266.76,2021-08-15 00:00:00.000
190198,216,1591.96,2020-12-04 00:00:00.000
20075,667,7210.94,2020-10-30 00:00:00.000
731832,167,1646.25,2021-03-25 00:00:00.000
312518,662,2081.23,2021-07-07 00:00:00.000
167811,302,1356.72,2021-03-14 00:00:00.000
286340,360,2494.95,2020-12-06 00:00:00.000
686893,745,9354.18,2021-04-15 00:00:00.000
785329,366,7123.62,2020-11-10 00:00:00.000
37210,216,7427.6,2021-07-01 00:00:00.000
310772,88,2617.87,2021-06-04 00:00:00.000
189023,996,8757.89,2021-01-03 00:00:00.000
449769,668,1511.75,2021-07-15 00:00:00.000
733289,331,156.46,2020-10-22 00:00:00.000
34944,110,6924.76,2021-07-06 00:00:00.000
290305,250,6662.89,2021-08-29 00:00:00.000
443690,674,3620.55,2021-05-08 00:00:00.000
783409,252,3934.44,2020-11-25 00:00:00.000
748229,681,4693.6,2021-06-02 00:00:00.000
838661,97,9159.26,2020-10-19 00:00:00.000
537545,479,812.86,2021-07-26 00:00:00.000
470881,227,7480.23,2020-10-08 00:00:00.000
491379,524,9318.44,2021-08-14 00:00:00.000
856064,229,5086.15,2020-10-20 00:00:00.000
892532,543,4113.19,2021-03-21 00:00:00.000
256122,897,5854.69,2021-02-17 00:00:00.000
223230,714,4093.96,2021-05-09 00:00:00.000
394732,650,2822.53,2021-08-19 00:00:00.000
738585,48,9901.03,2021-07-28 00:00:00.000
699784,301,3010.9,2021-04-19 00:00:00.000
256733,194,9917,2021-02-26 00:00:00.000
548379,411,1039.96,2021-04-19 00:00:00.000
858539,567,3446.83,2021-03-11 00:00:00.000
469101,321,1281.42,2021-06-28 00:00:00.000
774418,850,1797.16,2021-05-11 00:00:00.000
479736,323,239.07,2020-10-03 00:00:00.000
735799,711,5054.05,2021-07-25 00:00:00.000
740837,646,3559.21,2021-03-28 00:00:00.000
769334,905,6055.2,2021-04-16 00:00:00.000
272844,928,8505.57,2021-02-05 00:00:00.000
659952,410,4663.42,2021-08-15 00:00:00.000
18103,557,9784.56,2020-10-14 00:00:00.000
682323,3,6580.18,2020-12-23 00:00:00.000
968906,570,1348.49,2021-04-09 00:00:00.000
145236,199,645,2020-10-29 00:00:00.000
173205,613,2442.52,2020-11-23 00:00:00.000
95169,427,1048.51,2021-05-14 00:00:00.000
947381,358,3704.56,2021-04-19 00:00:00.000
183428,300,9753.54,2020-10-04 00:00:00.000
437021,31,9426.98,2021-08-08 00:00:00.000
124811,994,4892.32,2021-09-02 00:00:00.000
935700,502,5200.13,2021-07-10 00:00:00.000
901563,296,981.78,2021-01-06 00:00:00.000
87663,843,3943.55,2021-03-06 00:00:00.000
351282,785,3469.9,2021-02-12 00:00:00.000
117582,876,5409.27,2021-03-30 00:00:00.000
897211,993,386.69,2021-09-08 00:00:00.000
197301,917,6749.94,2021-08-10 00:00:00.000
784529,356,7173.04,2020-09-30 00:00:00.000
711483,212,144.86,2021-07-25 00:00:00.000
583735,411,478.03,2021-06-03 00:00:00.000
235087,763,6650.56,2021-05-03 00:00:00.000
462719,614,7213.87,2021-03-20 00:00:00.000
960234,905,1470.28,2021-01-02 00:00:00.000
94757,229,4610.83,2020-12-26 00:00:00.000
796300,210,5021.83,2021-04-05 00:00:00.000
621027,112,1893.94,2021-01-11 00:00:00.000
447636,537,9006.54,2021-01-05 00:00:00.000
8413,804,7031.8,2021-06-17 00:00:00.000
352690,959,1331.79,2021-04-13 00:00:00.000
740066,139,5321.16,2020-12-08 00:00:00.000
839258,865,8673.93,2021-08-16 00:00:00.000
930448,471,1630.92,2020-12-10 00:00:00.000
834424,462,3984.31,2021-01-27 00:00:00.000
857201,622,3268.69,2021-04-09 00:00:00.000
536549,295,5915.49,2021-06-23 00:00:00.000
199722,642,157.59,2021-03-16 00:00:00.000
676014,228,9027.21,2021-07-29 00:00:00.000
609399,172,7570.85,2020-12-25 00:00:00.000
891056,350,7253.36,2021-04-02 00:00:00.000
405332,426,2472.85,2020-10-04 00:00:00.000
518117,310,7059.38,2020-09-26 00:00:00.000
830695,718,3655.21,2021-09-07 00:00:00.000
361314,524,4704.75,2020-12-19 00:00:00.000
62461,84,9373.97,2021-05-02 00:00:00.000
406808,560,6423.89,2021-08-30 00:00:00.000
22449,447,6475.41,2020-09-24 00:00:00.000
275344,160,9430.3,2021-01-04 00:00:00.000
723992,116,8653.84,2021-07-20 00:00:00.000
640882,198,8569.09,2021-06-21 00:00:00.000
