Row ID,Sales,Quantity,Discount,Profit,Sale ID
692,36.84,3,0,10.3152,692
703,209.88,3,0,35.6796,703
715,299.97,3,0,113.9886,715
721,146.82,3,0,73.41,721
722,1652.94,3,0,231.4116,722
723,296.37,3,0,80.0199,723
730,33.63,3,0,10.089,730
733,242.94,3,0,9.7176,733
734,179.97,3,0,86.3856,734
750,58.05,3,0,26.703,750
762,12.39,3,0,5.6994,762
765,50.94,3,0,25.47,765
767,5.64,3,0,2.7072,767
772,207,3,0,51.75,772
779,59.94,3,0,28.1718,779
786,186.69,3,0,87.7443,786
792,332.94,3,0,79.9056,792
809,149.97,3,0,50.9898,809
823,239.97,3,0,71.991,823
826,167.97,3,0,40.3128,826
831,180.66,3,0,50.5848,831
840,60.45,3,0,16.3215,840
848,287.94,3,0,77.7438,848
855,242.94,3,0,9.7176,855
872,34.44,3,0,17.22,872
876,322.59,3,0,64.518,876
878,371.97,3,0,66.9546,878
904,20.04,3,0,9.6192,904
922,85.14,3,0,34.9074,922
945,540.57,3,0,140.5482,945
966,35.97,3,0,9.7119,966
969,8.64,3,0,4.2336,969
970,501.81,3,0,0,970
980,34.02,3,0,16.6698,980
990,17.97,3,0,5.2113,990
993,10.23,3,0,4.9104,993
996,617.97,3,0,173.0316,996
998,36.63,3,0,9.8901,998
1004,19.44,3,0,9.3312,1004
1005,484.65,3,0,92.0835,1005
1012,155.25,3,0,46.575,1012
1018,155.82,3,0,63.8862,1018
1021,22.74,3,0,8.8686,1021
1022,1267.53,3,0,316.8825,1022
1030,197.97,3,0,57.4113,1030
1031,854.94,3,0,213.735,1031
1079,31.44,3,0,8.4888,1079
1100,8.73,3,0,4.1031,1100
1102,8.64,3,0,2.5056,1102
1105,22.92,3,0,11.2308,1105
1125,6.63,3,0,1.7901,1125
1126,23.34,3,0,10.9698,1126
1127,1067.94,3,0,224.2674,1127
1133,19.44,3,0,9.3312,1133
1157,62.31,3,0,29.2857,1157
1160,362.94,3,0,90.735,1160
1162,53.94,3,0,15.6426,1162
1169,272.94,3,0,0,1169
1170,19.44,3,0,9.3312,1170
1176,27.93,3,0,8.0997,1176
1179,179.97,3,0,44.9925,1179
1223,113.79,3,0,20.4822,1223
1227,182.94,3,0,3.6588,1227
1266,6.57,3,0,1.7739,1266
1279,32.97,3,0,12.8583,1279
1281,278.4,3,0,80.736,1281
1287,15.48,3,0,4.4892,1287
1290,20.82,3,0,7.4952,1290
1293,32.94,3,0,9.2232,1293
1302,286.38,3,0,83.0502,1302
1305,287.97,3,0,77.7519,1305
1310,161.94,3,0,9.7164,1310
1325,46.26,3,0,12.4902,1325
1330,37.05,3,0,16.302,1330
1337,25.11,3,0,6.5286,1337
1339,677.58,3,0,176.1708,1339
1344,47.82,3,0,14.346,1344
1354,17.61,3,0,8.4528,1354
1358,79.14,3,0,36.4044,1358
1372,49.08,3,0,4.908,1372
1376,1089.75,3,0,305.13,1376
1386,18.84,3,0,7.1592,1386
1389,104.85,3,0,28.3095,1389
1390,484.83,3,0,126.0558,1390
1391,122.97,3,0,60.2553,1391
1392,154.44,3,0,1.5444,1392
1402,251.79,3,0,118.3413,1402
1415,239.97,3,0,26.3967,1415
1416,37.74,3,0,12.8316,1416
1453,91.68,3,0,45.84,1453
1456,91.2,3,0,41.952,1456
1457,452.94,3,0,67.941,1457
1469,872.94,3,0,226.9644,1469
1473,8.67,3,0,4.0749,1473
1482,33.87,3,0,8.8062,1482
1485,177,3,0,30.09,1485
1488,89.97,3,0,37.7874,1488
1489,42.6,3,0,16.614,1489
1495,40.05,3,0,11.214,1495
1509,34.5,3,0,15.525,1509
1536,40.74,3,0,0.4074,1536
1537,11.67,3,0,3.0342,1537
1540,782.94,3,0,203.5644,1540
1555,5.28,3,0,1.5312,1555
1569,122.97,3,0,60.2553,1569
1570,12.84,3,0,3.7236,1570
1572,21.84,3,0,10.4832,1572
1579,170.88,3,0,49.5552,1579
1584,47.04,3,0,18.3456,1584
1587,143.7,3,0,68.976,1587
1588,10.65,3,0,5.0055,1588
1594,13.44,3,0,6.5856,1594
1606,5.46,3,0,1.5288,1606
1618,29.79,3,0,12.5118,1618
1626,1265.85,3,0,556.974,1626
1639,19.44,3,0,9.3312,1639
1642,41.37,3,0,17.3754,1642
1644,1247.64,3,0,349.3392,1644
1657,95.94,3,0,9.594,1657
1677,104.28,3,0,26.07,1677
1678,17.94,3,0,8.7906,1678
1684,14.82,3,0,6.2244,1684
1696,14.46,3,0,7.0854,1696
1730,7.83,3,0,3.6018,1730
1738,31.44,3,0,8.4888,1738
1780,59.97,3,0,14.9925,1780
1783,122.94,3,0,59.0112,1783
1787,86.97,3,0,25.2213,1787
1788,134.97,3,0,64.7856,1788
1795,107.94,3,0,26.985,1795
1797,347.97,3,0,100.9113,1797
1845,90.57,3,0,11.7741,1845
1856,14.52,3,0,4.7916,1856
1881,29.34,3,0,14.67,1881
1886,31.56,3,0,10.4148,1886
1895,34.65,3,0,10.395,1895
1911,99.39,3,0,40.7499,1911
1925,92.94,3,0,41.823,1925
1933,145.74,3,0,23.3184,1933
1937,14.73,3,0,4.8609,1937
1952,197.97,3,0,57.4113,1952
1955,4.92,3,0,2.214,1955
1957,167.97,3,0,40.3128,1957
1959,16.2,3,0,7.776,1959
1960,33.99,3,0,14.6157,1960
1963,13.71,3,0,6.5808,1963
1965,286.29,3,0,17.1774,1965
1967,281.97,3,0,78.9516,1967
1969,166.44,3,0,79.8912,1969
1976,275.97,3,0,11.0388,1976
1985,23.88,3,0,10.5072,1985
1988,17.22,3,0,7.9212,1988
1990,26.22,3,0,12.3234,1990
1991,17.34,3,0,8.4966,1991
2003,95.94,3,0,9.594,2003
2022,17.04,3,0,7.668,2022
2023,49.53,3,0,23.7744,2023
2029,14.73,3,0,6.9231,2029
2032,10.95,3,0,5.1465,2032
2036,269.97,3,0,51.2943,2036
2037,29.04,3,0,13.9392,2037
2047,597,3,0,280.59,2047
2055,17.31,3,0,5.193,2055
2060,11.34,3,0,5.2164,2060
2068,12.39,3,0,3.717,2068
2074,59.97,3,0,13.7931,2074
2076,58.2,3,0,28.518,2076
2088,146.73,3,0,68.9631,2088
2091,26.55,3,0,13.0095,2091
2098,8.34,3,0,2.1684,2098
2110,5.04,3,0,1.26,2110
2113,29.7,3,0,8.019,2113
2133,19.65,3,0,9.039,2133
2139,146.82,3,0,73.41,2139
2153,14.94,3,0,7.0218,2153
2157,501.81,3,0,0,2157
2158,161.94,3,0,9.7164,2158
2163,314.55,3,0,150.984,2163
2181,44.4,3,0,22.2,2181
2191,60.81,3,0,17.0268,2191
2193,65.34,3,0,22.869,2193
2195,35.1,3,0,12.285,2195
2198,14.67,3,0,3.9609,2198
2204,191.82,3,0,74.8098,2204
2252,19.44,3,0,9.3312,2252
2253,143.7,3,0,68.976,2253
2254,43.26,3,0,14.2758,2254
2256,437.85,3,0,131.355,2256
2261,371.97,3,0,66.9546,2261
2263,359.97,3,0,79.1934,2263
2291,287.97,3,0,77.7519,2291
2295,181.95,3,0,38.2095,2295
2301,12.72,3,0,6.36,2301
2305,106.32,3,0,49.9704,2305
2317,182.94,3,0,27.441,2317
2319,389.97,3,0,132.5898,2319
2322,94.74,3,0,44.5278,2322
2336,10.86,3,0,5.1042,2336
2343,113.97,3,0,27.3528,2343
2352,79.47,3,0,22.2516,2352
2376,5.67,3,0,0.1134,2376
2436,826.11,3,0,322.1829,2436
2449,269.49,3,0,5.3898,2449
2454,57.06,3,0,18.2592,2454
2459,46.53,3,0,12.0978,2459
2461,29.97,3,0,13.4865,2461
2479,5.46,3,0,1.4742,2479
2488,9.84,3,0,2.6568,2488
2489,20.04,3,0,9.6192,2489
2497,64.17,3,0,18.6093,2497
2518,129.93,3,0,12.993,2518
2521,868.59,3,0,251.8911,2521
2544,173.94,3,0,13.9152,2544
2575,16.23,3,0,7.9527,2575
2578,675.12,3,0,290.3016,2578
2579,62.82,3,0,30.7818,2579
2581,19.44,3,0,9.3312,2581
2584,12.42,3,0,4.4712,2584
2596,914.97,3,0,411.7365,2596
2597,587.97,3,0,158.7519,2597
2599,14.94,3,0,7.3206,2599
2602,14.94,3,0,7.0218,2602
2603,1349.85,3,0,364.4595,2603
2619,4.17,3,0,1.0842,2619
2621,37.32,3,0,10.4496,2621
2631,14.94,3,0,7.0218,2631
2640,64.14,3,0,16.6764,2640
2646,57.69,3,0,23.6529,2646
2647,42.81,3,0,20.1207,2647
2650,104.85,3,0,28.3095,2650
2654,164.88,3,0,80.7912,2654
2655,1292.94,3,0,77.5764,2655
2659,10.86,3,0,5.1042,2659
2671,166.44,3,0,79.8912,2671
2675,166.44,3,0,79.8912,2675
2704,116.28,3,0,56.9772,2704
2707,19.44,3,0,9.3312,2707
2718,377.97,3,0,109.6113,2718
2730,6.63,3,0,1.7901,2730
2736,377.97,3,0,94.4925,2736
2738,299.97,3,0,56.9943,2738
2754,323.37,3,0,129.348,2754
2758,239.97,3,0,71.991,2758
2774,49.44,3,0,24.2256,2774
2776,154.44,3,0,1.5444,2776
2792,36.27,3,0,10.881,2792
2803,41.37,3,0,17.3754,2803
2804,12.84,3,0,5.778,2804
2813,214.11,3,0,36.3987,2813
2815,653.55,3,0,111.1035,2815
2837,19.44,3,0,9.3312,2837
2846,50.94,3,0,14.2632,2846
2849,2690.97,3,0,1264.7559,2849
2855,40.29,3,0,10.4754,2855
2860,377.97,3,0,98.2722,2860
2864,31.44,3,0,8.4888,2864
2866,59.52,3,0,15.4752,2866
2875,6.03,3,0,2.9547,2875
2880,254.97,3,0,91.7892,2880
2882,27.93,3,0,8.0997,2882
2887,6.63,3,0,1.7901,2887
2892,17.94,3,0,8.6112,2892
2896,35.88,3,0,10.0464,2896
2909,14.94,3,0,6.8724,2909
2910,11.22,3,0,0.2244,2910
2915,135.72,3,0,35.2872,2915
2927,18.84,3,0,7.9128,2927
2928,8.64,3,0,2.5056,2928
2943,368.97,3,0,40.5867,2943
2947,26.25,3,0,11.025,2947
2961,20.34,3,0,9.3564,2961
2993,61.44,3,0,16.5888,2993
3006,91.68,3,0,45.84,3006
3009,191.82,3,0,74.8098,3009
3020,5.04,3,0,0.2016,3020
3021,92.94,3,0,41.823,3021
3022,66.69,3,0,22.0077,3022
3026,17.94,3,0,8.073,3026
3063,83.97,3,0,23.5116,3063
3064,104.97,3,0,7.3479,3064
3072,124.41,3,0,14.9292,3072
3083,539.97,3,0,134.9925,3083
3093,166.44,3,0,79.8912,3093
3108,21.93,3,0,10.0878,3108
3109,242.94,3,0,4.8588,3109
3141,206.43,3,0,90.8292,3141
3150,31.05,3,0,14.904,3150
3164,59.52,3,0,15.4752,3164
3167,19.35,3,0,9.4815,3167
3179,20.94,3,0,6.0726,3179
3183,826.62,3,0,355.4466,3183
3185,544.38,3,0,157.8702,3185
3196,23.34,3,0,0.2334,3196
3197,29.97,3,0,14.0859,3197
3217,149.97,3,0,52.4895,3217
3237,44.94,3,0,12.5832,3237
3246,49.08,3,0,4.908,3246
3248,18.24,3,0,5.2896,3248
3264,241.44,3,0,72.432,3264
3270,2.97,3,0,1.3068,3270
3271,6.54,3,0,2.6814,3271
3275,18.24,3,0,9.12,3275
3284,15.24,3,0,5.1816,3284
3287,13.11,3,0,3.4086,3287
3293,11.91,3,0,0.1191,3293
3319,8.64,3,0,4.2336,3319
3323,68.94,3,0,20.682,3323
3324,128.82,3,0,50.2398,3324
3340,203.52,3,0,54.9504,3340
3342,122.97,3,0,60.2553,3342
3344,59.97,3,0,28.7856,3344
3351,89.97,3,0,18.8937,3351
3362,35.28,3,0,11.9952,3362
3363,19.44,3,0,9.3312,3363
3374,28.44,3,0,11.376,3374
3383,17.94,3,0,8.7906,3383
3401,193.95,3,0,9.6975,3401
3402,5.46,3,0,1.4742,3402
3431,29.79,3,0,8.6391,3431
3443,16.74,3,0,8.37,3443
3485,1202.94,3,0,300.735,3485
3500,209.97,3,0,71.3898,3500
3501,62.94,3,0,30.2112,3501
3516,66.3,3,0,8.619,3516
3523,404.94,3,0,109.3338,3523
3526,599.97,3,0,257.9871,3526
3527,38.97,3,0,0.7794,3527
3537,40.74,3,0,0.4074,3537
3538,83.25,3,0,14.985,3538
3539,9.45,3,0,4.536,3539
3567,1577.94,3,0,757.4112,3567
3593,465.18,3,0,120.9468,3593
3607,29.34,3,0,13.4964,3607
3654,14.94,3,0,7.0218,3654
3662,377.97,3,0,94.4925,3662
3679,464.97,3,0,209.2365,3679
3681,12.39,3,0,5.6994,3681
3682,84.09,3,0,42.045,3682
3687,9.84,3,0,3.2472,3687
3697,43.26,3,0,14.2758,3697
3704,19.14,3,0,8.8044,3704
3705,899.97,3,0,314.9895,3705
3714,162.6,3,0,34.146,3714
3729,14.94,3,0,6.8724,3729
3736,71.97,3,0,16.5531,3736
3745,11.85,3,0,3.792,3745
3747,368.97,3,0,81.1734,3747
3753,116.28,3,0,56.9772,3753
3764,8.52,3,0,4.1748,3764
3773,62.91,3,0,22.6476,3773
3794,29.79,3,0,12.5118,3794
3818,59.97,3,0,0,3818
3832,76.14,3,0,26.649,3832
3841,170.97,3,0,70.0977,3841
3848,501.81,3,0,0,3848
3887,134.85,3,0,37.758,3887
3889,239.97,3,0,67.1916,3889
3913,19.44,3,0,9.3312,3913
3926,57.93,3,0,16.2204,3926
3945,17.34,3,0,8.4966,3945
3957,22.14,3,0,6.4206,3957
3963,12.84,3,0,3.4668,3963
3964,44.67,3,0,12.0609,3964
3978,8.94,3,0,4.1124,3978
3981,56.52,3,0,15.8256,3981
3982,22.77,3,0,9.7911,3982
3995,512.94,3,0,97.4586,3995
4014,542.94,3,0,152.0232,4014
4015,8.64,3,0,4.2336,4015
4020,25.86,3,0,6.7236,4020
4030,479.97,3,0,239.985,4030
4048,80.88,3,0,39.6312,4048
4050,276.69,3,0,49.8042,4050
4079,116.28,3,0,56.9772,4079
4091,10.95,3,0,3.285,4091
4096,587.97,3,0,170.5113,4096
4112,17.34,3,0,8.4966,4112
4118,19.44,3,0,9.3312,4118
4123,37.59,3,0,17.6673,4123
4125,35.91,3,0,9.6957,4125
4135,209.97,3,0,90.2871,4135
4142,18.9,3,0,8.694,4142
4145,8.82,3,0,2.3814,4145
4147,322.59,3,0,64.518,4147
4160,12.84,3,0,3.7236,4160
4161,539.97,3,0,134.9925,4161
4164,671.94,3,0,315.8118,4164
4167,19.44,3,0,9.3312,4167
4178,122.97,3,0,60.2553,4178
4183,17.04,3,0,7.668,4183
4184,344.91,3,0,10.3473,4184
4191,10499.97,3,0,5039.9856,4191
4197,21.93,3,0,10.3071,4197
4208,17.67,3,0,7.7748,4208
4212,9.42,3,0,4.239,4212
4215,128.4,3,0,64.2,4215
4217,9.24,3,0,4.4352,4217
4224,174.42,3,0,41.8608,4224
4243,149.97,3,0,5.9988,4243
4244,27.81,3,0,13.0707,4244
4245,66.3,3,0,8.619,4245
4284,1103.97,3,0,496.7865,4284
4296,129.39,3,0,54.3438,4296
4312,19.44,3,0,9.3312,4312
4317,304.23,3,0,9.1269,4317
4327,9.21,3,0,2.3025,4327
4338,107.97,3,0,22.6737,4338
4339,113.82,3,0,53.4954,4339
4342,544.38,3,0,157.8702,4342
4348,60.72,3,0,26.1096,4348
4362,29.16,3,0,8.4564,4362
4363,131.94,3,0,35.6238,4363
4366,7.41,3,0,3.4827,4366
4377,270.72,3,0,78.5088,4377
4381,60.45,3,0,16.3215,4381
4391,1259.97,3,0,327.5922,4391
4392,68.97,3,0,19.3116,4392
4401,901.95,3,0,297.6435,4401
4404,21.24,3,0,8.0712,4404
4408,314.55,3,0,150.984,4408
4412,19.65,3,0,9.039,4412
4413,617.97,3,0,160.6722,4413
4414,59.7,3,0,26.865,4414
4424,302.94,3,0,75.735,4424
4428,27.18,3,0,12.231,4428
4430,70.95,3,0,18.447,4430
4432,7.98,3,0,2.0748,4432
4435,842.94,3,0,160.1586,4435
4451,186.69,3,0,87.7443,4451
4478,333.09,3,0,23.3163,4478
4484,116.28,3,0,56.9772,4484
4486,19.44,3,0,9.3312,4486
4487,314.55,3,0,150.984,4487
4506,62.85,3,0,13.1985,4506
4521,62.31,3,0,22.4316,4521
4532,40.44,3,0,10.5144,4532
4536,15.84,3,0,4.9104,4536
4538,18.24,3,0,6.2016,4538
4554,12.84,3,0,5.778,4554
4555,56.82,3,0,28.41,4555
4561,271.44,3,0,122.148,4561
4570,76.14,3,0,26.649,4570
4571,21.24,3,0,8.0712,4571
4579,113.1,3,0,56.55,4579
4588,5.58,3,0,0.1674,4588
4589,25.02,3,0,10.5084,4589
4596,53.97,3,0,15.1116,4596
4598,21.81,3,0,5.8887,4598
4608,535.41,3,0,160.623,4608
4619,542.94,3,0,141.1644,4619
4630,36.63,3,0,9.8901,4630
4633,123.96,3,0,11.1564,4633
4636,242.94,3,0,9.7176,4636
4638,12.39,3,0,5.6994,4638
4647,13.62,3,0,6.129,4647
4675,272.94,3,0,30.0234,4675
4696,302.94,3,0,48.4704,4696
4699,212.13,3,0,14.8491,4699
4709,130.71,3,0,39.213,4709
4711,62.31,3,0,22.4316,4711
4718,8.22,3,0,2.2194,4718
4724,14.73,3,0,7.2177,4724
4732,9.87,3,0,4.5402,4732
4733,53.25,3,0,20.7675,4733
4734,19.92,3,0,9.5616,4734
4742,9.21,3,0,2.3025,4742
4743,27.93,3,0,8.0997,4743
4747,18.69,3,0,9.1581,4747
4748,25.35,3,0,7.605,4748
4749,35.28,3,0,11.9952,4749
4764,182.94,3,0,85.9818,4764
4771,6.24,3,0,1.872,4771
4777,8.67,3,0,4.0749,4777
4778,25.71,3,0,6.6846,4778
4796,5.64,3,0,2.7072,4796
4808,33.63,3,0,10.089,4808
4815,17.94,3,0,8.073,4815
4829,5.64,3,0,1.6356,4829
4832,36.63,3,0,9.8901,4832
4834,12.39,3,0,5.8233,4834
4854,12.54,3,0,4.5144,4854
4855,8.94,3,0,0.6258,4855
4856,9.24,3,0,4.4352,4856
4865,239.97,3,0,67.1916,4865
4868,344.91,3,0,10.3473,4868
4869,8.64,3,0,4.2336,4869
4887,182.67,3,0,52.9743,4887
4889,1126.02,3,0,56.301,4889
4891,8.82,3,0,2.5578,4891
4904,91.59,3,0,42.1314,4904
4919,173.94,3,0,38.2668,4919
4928,19.44,3,0,9.3312,4928
4929,897.15,3,0,251.202,4929
4931,14.94,3,0,7.0218,4931
4950,18.84,3,0,6.0288,4950
4951,12.42,3,0,5.2164,4951
4956,79.14,3,0,36.4044,4956
4963,17.94,3,0,4.6644,4963
4964,242.94,3,0,4.8588,4964
4967,128.85,3,0,3.8655,4967
4984,84.84,3,0,22.9068,4984
5005,47.79,3,0,16.2486,5005
5008,17.94,3,0,3.0498,5008
5018,10.11,3,0,3.2352,5018
5019,772.47,3,0,146.7693,5019
5021,347.58,3,0,17.379,5021
5023,772.47,3,0,146.7693,5023
5026,461.97,3,0,133.9713,5026
5028,302.67,3,0,72.6408,5028
5030,8.34,3,0,2.1684,5030
5033,212.94,3,0,25.5528,5033
5036,653.55,3,0,111.1035,5036
5042,67.71,3,0,32.5008,5042
5063,377.97,3,0,105.8316,5063
5064,123.96,3,0,11.1564,5064
5071,38.34,3,0,17.253,5071
5079,18.24,3,0,8.5728,5079
5093,51.45,3,0,13.8915,5093
5118,34.44,3,0,16.1868,5118
5123,19.44,3,0,9.3312,5123
5130,287.97,3,0,80.6316,5130
5139,23.34,3,0,10.9698,5139
5150,1214.85,3,0,352.3065,5150
5154,6.6,3,0,2.904,5154
5156,212.94,3,0,34.0704,5156
5166,12.84,3,0,5.778,5166
5167,15.84,3,0,7.128,5167
5168,563.94,3,0,112.788,5168
5169,62.94,3,0,11.9586,5169
5170,535.41,3,0,160.623,5170
5172,144.12,3,0,69.1776,5172
5173,314.55,3,0,150.984,5173
5183,45.78,3,0,22.89,5183
5184,40.29,3,0,10.0725,5184
5196,45.66,3,0,22.3734,5196
5197,158.13,3,0,77.4837,5197
5204,70.26,3,0,18.9702,5204
5211,465.18,3,0,120.9468,5211
5212,36.63,3,0,9.8901,5212
5213,51.45,3,0,13.8915,5213
5214,7.83,3,0,3.6018,5214
5218,79.14,3,0,36.4044,5218
5221,212.94,3,0,57.4938,5221
5225,166.44,3,0,79.8912,5225
5236,54.96,3,0,15.9384,5236
5237,164.22,3,0,50.9082,5237
5238,362.94,3,0,36.294,5238
5240,332.94,3,0,6.6588,5240
5249,43.5,3,0,10.875,5249
5253,182.91,3,0,53.0439,5253
5267,167.94,3,0,82.2906,5267
5275,715.2,3,0,178.8,5275
5283,36.84,3,0,17.3148,5283
5284,15.84,3,0,0,5284
5285,44.4,3,0,22.2,5285
5300,18.9,3,0,8.694,5300
5307,296.37,3,0,80.0199,5307
5328,19.44,3,0,9.3312,5328
5335,17.34,3,0,8.4966,5335
5349,32.34,3,0,15.5232,5349
5372,306.9,3,0,79.794,5372
5377,31.44,3,0,7.86,5377
5380,15.54,3,0,7.6146,5380
5389,109.53,3,0,47.0979,5389
5407,10.65,3,0,5.0055,5407
5413,101.34,3,0,8.1072,5413
5429,46.53,3,0,12.0978,5429
5436,270,3,0,97.2,5436
5445,10.71,3,0,2.7846,5445
5449,357.93,3,0,7.1586,5449
5462,9.24,3,0,4.4352,5462
5470,19.44,3,0,9.3312,5470
5476,44.4,3,0,22.2,5476
5478,17.94,3,0,8.7906,5478
5479,128.4,3,0,62.916,5479
5499,7.83,3,0,3.6018,5499
5514,239.97,3,0,2.3997,5514
5516,128.85,3,0,3.8655,5516
5533,26.85,3,0,5.1015,5533
5534,323.37,3,0,129.348,5534
5535,59.94,3,0,28.1718,5535
5536,64.14,3,0,30.7872,5536
5537,11.67,3,0,5.6016,5537
5539,17.43,3,0,8.0178,5539
5549,43.68,3,0,11.7936,5549
5561,14.94,3,0,6.8724,5561
5578,56.52,3,0,15.8256,5578
5586,546.06,3,0,163.818,5586
5587,269.49,3,0,5.3898,5587
5590,34.05,3,0,9.534,5590
5596,437.85,3,0,131.355,5596
5598,25.02,3,0,6.5052,5598
5599,10.71,3,0,2.7846,5599
5631,234.45,3,0,103.158,5631
5637,284.97,3,0,85.491,5637
5638,60.84,3,0,23.1192,5638
5644,17.94,3,0,8.7906,5644
5648,19.44,3,0,9.3312,5648
5670,389.97,3,0,132.5898,5670
5683,15.84,3,0,7.128,5683
5695,542.94,3,0,141.1644,5695
5706,11.64,3,0,3.3756,5706
5708,79.44,3,0,30.1872,5708
5709,357.93,3,0,7.1586,5709
5712,19.44,3,0,9.3312,5712
5714,5.94,3,0,1.6038,5714
5717,29.16,3,0,8.4564,5717
5728,178.11,3,0,32.0598,5728
5729,1089.75,3,0,305.13,5729
5734,30.69,3,0,7.9794,5734
5744,20.04,3,0,9.6192,5744
5752,44.4,3,0,22.2,5752
5762,542.94,3,0,152.0232,5762
5771,14.91,3,0,4.6221,5771
5779,30.48,3,0,7.9248,5779
5798,18.9,3,0,8.694,5798
5814,19.44,3,0,9.3312,5814
5848,36.6,3,0,15.372,5848
5850,795.51,3,0,143.1918,5850
5852,74.76,3,0,34.3896,5852
5853,29.22,3,0,12.8568,5853
5863,19.44,3,0,9.3312,5863
5865,79.47,3,0,22.2516,5865
5872,127.95,3,0,21.7515,5872
5875,9.54,3,0,4.3884,5875
5878,17.94,3,0,8.7906,5878
5885,4912.59,3,0,196.5036,5885
5887,179.97,3,0,86.3856,5887
5895,99.87,3,0,23.9688,5895
5896,44.4,3,0,22.2,5896
5902,31.56,3,0,10.4148,5902
5903,59.94,3,0,28.1718,5903
5909,59.7,3,0,26.865,5909
5910,14.52,3,0,5.6628,5910
5912,46.53,3,0,13.0284,5912
5913,25.5,3,0,6.63,5913
5920,209.97,3,0,58.7916,5920
5950,299.97,3,0,125.9874,5950
5965,17.22,3,0,5.166,5965
5972,43.02,3,0,15.4872,5972
6007,128.85,3,0,3.8655,6007
6008,127.95,3,0,21.7515,6008
6009,68.52,3,0,31.5192,6009
6010,74.94,3,0,14.2386,6010
6012,271.44,3,0,122.148,6012
6018,19.44,3,0,9.3312,6018
6030,9.84,3,0,2.8536,6030
6034,15.24,3,0,5.1816,6034
6037,42.6,3,0,16.614,6037
6040,5.28,3,0,2.5344,6040
6047,692.94,3,0,173.235,6047
6062,14.67,3,0,6.0147,6062
6064,12.6,3,0,6.174,6064
6065,17.94,3,0,8.073,6065
6079,10.95,3,0,3.285,6079
6080,191.82,3,0,61.3824,6080
6088,29.22,3,0,12.8568,6088
6103,104.85,3,0,28.3095,6103
6104,59.97,3,0,20.3898,6104
6118,14.94,3,0,6.8724,6118
6130,53.25,3,0,20.7675,6130
6140,115.44,3,0,30.0144,6140
6145,20.07,3,0,9.2322,6145
6158,81.54,3,0,38.3238,6158
6182,113.73,3,0,32.9817,6182
6187,70.95,3,0,20.5755,6187
6192,31.44,3,0,8.4888,6192
6199,50.97,3,0,13.2522,6199
6212,65.94,3,0,22.4196,6212
6213,18.24,3,0,9.12,6213
6216,68.16,3,0,27.9456,6216
6218,29.97,3,0,0.2997,6218
6233,19.44,3,0,9.3312,6233
6239,166.5,3,0,21.645,6239
6244,25.35,3,0,7.605,6244
6246,22.14,3,0,6.4206,6246
6249,6.24,3,0,2.6208,6249
6254,200.97,3,0,50.2425,6254
6259,22.92,3,0,11.2308,6259
6264,34.5,3,0,15.525,6264
6274,12.42,3,0,4.4712,6274
6275,428.4,3,0,89.964,6275
6294,64.14,3,0,16.6764,6294
6300,25.83,3,0,9.5571,6300
6312,127.95,3,0,21.7515,6312
6313,579.51,3,0,81.1314,6313
6317,144.12,3,0,69.1776,6317
6324,65.97,3,0,31.0059,6324
