Category,Subcategory,ProductName,ProductKey,DateStamp,Budget Value,Column
"Accessories","Bottles and Cages","Water Bottle - 30 oz.",477,2016-02-01 00:00:00.000,4727,29307836.590700004
"Accessories","Bottles and Cages","Water Bottle - 30 oz.",477,2016-03-01 00:00:00.000,3656,29307836.590700004
"Accessories","Bottles and Cages","Water Bottle - 30 oz.",477,2016-04-01 00:00:00.000,4449,29307836.590700004
"Accessories","Bottles and Cages","Water Bottle - 30 oz.",477,2016-05-01 00:00:00.000,4051,29307836.590700004
"Accessories","Bottles and Cages","Water Bottle - 30 oz.",477,2016-06-01 00:00:00.000,6257,29307836.590700004
"Accessories","Bottles and Cages","Water Bottle - 30 oz.",477,2016-07-01 00:00:00.000,4871,29307836.590700004
"Accessories","Bottles and Cages","Water Bottle - 30 oz.",477,2016-08-01 00:00:00.000,5231,29307836.590700004
"Accessories","Bottles and Cages","Water Bottle - 30 oz.",477,2016-09-01 00:00:00.000,5461,29307836.590700004
"Accessories","Bottles and Cages","Water Bottle - 30 oz.",477,2016-10-01 00:00:00.000,5529,29307836.590700004
"Accessories","Bottles and Cages","Water Bottle - 30 oz.",477,2016-11-01 00:00:00.000,5220,29307836.590700004
"Accessories","Bottles and Cages","Water Bottle - 30 oz.",477,2016-12-01 00:00:00.000,6025,29307836.590700004
"Accessories","Cleaners","Bike Wash - Dissolver",484,2016-01-01 00:00:00.000,160,29307836.590700004
"Accessories","Cleaners","Bike Wash - Dissolver",484,2016-02-01 00:00:00.000,713,29307836.590700004
"Accessories","Cleaners","Bike Wash - Dissolver",484,2016-03-01 00:00:00.000,555,29307836.590700004
"Accessories","Cleaners","Bike Wash - Dissolver",484,2016-04-01 00:00:00.000,656,29307836.590700004
"Accessories","Cleaners","Bike Wash - Dissolver",484,2016-05-01 00:00:00.000,369,29307836.590700004
"Accessories","Cleaners","Bike Wash - Dissolver",484,2016-06-01 00:00:00.000,582,29307836.590700004
"Accessories","Cleaners","Bike Wash - Dissolver",484,2016-07-01 00:00:00.000,777,29307836.590700004
"Accessories","Cleaners","Bike Wash - Dissolver",484,2016-08-01 00:00:00.000,777,29307836.590700004
"Accessories","Cleaners","Bike Wash - Dissolver",484,2016-09-01 00:00:00.000,239,29307836.590700004
"Accessories","Cleaners","Bike Wash - Dissolver",484,2016-10-01 00:00:00.000,496,29307836.590700004
"Accessories","Cleaners","Bike Wash - Dissolver",484,2016-11-01 00:00:00.000,686,29307836.590700004
"Accessories","Cleaners","Bike Wash - Dissolver",484,2016-12-01 00:00:00.000,455,29307836.590700004
"Accessories","Fenders","Fender Set - Mountain",485,2016-01-01 00:00:00.000,970,29307836.590700004
"Accessories","Fenders","Fender Set - Mountain",485,2016-02-01 00:00:00.000,3014,29307836.590700004
"Accessories","Fenders","Fender Set - Mountain",485,2016-03-01 00:00:00.000,2809,29307836.590700004
"Accessories","Fenders","Fender Set - Mountain",485,2016-04-01 00:00:00.000,4259,29307836.590700004
"Accessories","Fenders","Fender Set - Mountain",485,2016-05-01 00:00:00.000,3638,29307836.590700004
"Accessories","Fenders","Fender Set - Mountain",485,2016-06-01 00:00:00.000,3721,29307836.590700004
"Accessories","Fenders","Fender Set - Mountain",485,2016-07-01 00:00:00.000,4190,29307836.590700004
"Accessories","Fenders","Fender Set - Mountain",485,2016-08-01 00:00:00.000,3618,29307836.590700004
"Accessories","Fenders","Fender Set - Mountain",485,2016-09-01 00:00:00.000,3975,29307836.590700004
"Accessories","Fenders","Fender Set - Mountain",485,2016-10-01 00:00:00.000,3892,29307836.590700004
"Accessories","Fenders","Fender Set - Mountain",485,2016-11-01 00:00:00.000,4740,29307836.590700004
"Accessories","Fenders","Fender Set - Mountain",485,2016-12-01 00:00:00.000,4844,29307836.590700004
"Accessories","Helmets","Sport-100 Helmet, Red",212,2016-01-01 00:00:00.000,5317,29307836.590700004
"Accessories","Helmets","Sport-100 Helmet, Red",212,2016-02-01 00:00:00.000,16221,29307836.590700004
"Accessories","Helmets","Sport-100 Helmet, Red",212,2016-03-01 00:00:00.000,16752,29307836.590700004
"Accessories","Helmets","Sport-100 Helmet, Red",212,2016-04-01 00:00:00.000,16552,29307836.590700004
"Accessories","Helmets","Sport-100 Helmet, Red",212,2016-05-01 00:00:00.000,17204,29307836.590700004
"Accessories","Helmets","Sport-100 Helmet, Red",212,2016-06-01 00:00:00.000,25354,29307836.590700004
"Accessories","Helmets","Sport-100 Helmet, Red",212,2016-07-01 00:00:00.000,17584,29307836.590700004
"Accessories","Helmets","Sport-100 Helmet, Red",212,2016-08-01 00:00:00.000,20409,29307836.590700004
"Accessories","Helmets","Sport-100 Helmet, Red",212,2016-09-01 00:00:00.000,18268,29307836.590700004
"Accessories","Helmets","Sport-100 Helmet, Red",212,2016-10-01 00:00:00.000,20567,29307836.590700004
"Accessories","Helmets","Sport-100 Helmet, Red",212,2016-11-01 00:00:00.000,25571,29307836.590700004
"Accessories","Helmets","Sport-100 Helmet, Red",212,2016-12-01 00:00:00.000,22106,29307836.590700004
"Accessories","Hydration Packs","Hydration Pack - 70 oz.",487,2016-01-01 00:00:00.000,809,29307836.590700004
"Accessories","Hydration Packs","Hydration Pack - 70 oz.",487,2016-02-01 00:00:00.000,2684,29307836.590700004
"Accessories","Hydration Packs","Hydration Pack - 70 oz.",487,2016-03-01 00:00:00.000,2917,29307836.590700004
"Accessories","Hydration Packs","Hydration Pack - 70 oz.",487,2016-04-01 00:00:00.000,3425,29307836.590700004
"Accessories","Hydration Packs","Hydration Pack - 70 oz.",487,2016-05-01 00:00:00.000,2716,29307836.590700004
"Accessories","Hydration Packs","Hydration Pack - 70 oz.",487,2016-06-01 00:00:00.000,3260,29307836.590700004
"Accessories","Hydration Packs","Hydration Pack - 70 oz.",487,2016-07-01 00:00:00.000,3773,29307836.590700004
"Accessories","Hydration Packs","Hydration Pack - 70 oz.",487,2016-08-01 00:00:00.000,3523,29307836.590700004
"Accessories","Hydration Packs","Hydration Pack - 70 oz.",487,2016-09-01 00:00:00.000,4252,29307836.590700004
"Accessories","Hydration Packs","Hydration Pack - 70 oz.",487,2016-10-01 00:00:00.000,3111,29307836.590700004
"Accessories","Hydration Packs","Hydration Pack - 70 oz.",487,2016-11-01 00:00:00.000,4985,29307836.590700004
"Accessories","Hydration Packs","Hydration Pack - 70 oz.",487,2016-12-01 00:00:00.000,4348,29307836.590700004
"Accessories","Tires and Tubes","Patch Kit/8 Patches",480,2016-01-01 00:00:00.000,3554,29307836.590700004
"Accessories","Tires and Tubes","Patch Kit/8 Patches",480,2016-02-01 00:00:00.000,18758,29307836.590700004
"Accessories","Tires and Tubes","Patch Kit/8 Patches",480,2016-03-01 00:00:00.000,20905,29307836.590700004
"Accessories","Tires and Tubes","Patch Kit/8 Patches",480,2016-04-01 00:00:00.000,18046,29307836.590700004
"Accessories","Tires and Tubes","Patch Kit/8 Patches",480,2016-05-01 00:00:00.000,21680,29307836.590700004
"Accessories","Tires and Tubes","Patch Kit/8 Patches",480,2016-06-01 00:00:00.000,22456,29307836.590700004
"Accessories","Tires and Tubes","Patch Kit/8 Patches",480,2016-07-01 00:00:00.000,23995,29307836.590700004
"Accessories","Tires and Tubes","Patch Kit/8 Patches",480,2016-08-01 00:00:00.000,22922,29307836.590700004
"Accessories","Tires and Tubes","Patch Kit/8 Patches",480,2016-09-01 00:00:00.000,20950,29307836.590700004
"Accessories","Tires and Tubes","Patch Kit/8 Patches",480,2016-10-01 00:00:00.000,21905,29307836.590700004
"Accessories","Tires and Tubes","Patch Kit/8 Patches",480,2016-11-01 00:00:00.000,24019,29307836.590700004
"Accessories","Tires and Tubes","Patch Kit/8 Patches",480,2016-12-01 00:00:00.000,23587,29307836.590700004
"Clothing","Caps","AWC Logo Cap",223,2016-01-01 00:00:00.000,479,29307836.590700004
"Clothing","Caps","AWC Logo Cap",223,2016-02-01 00:00:00.000,1695,29307836.590700004
"Clothing","Caps","AWC Logo Cap",223,2016-03-01 00:00:00.000,1462,29307836.590700004
"Clothing","Caps","AWC Logo Cap",223,2016-04-01 00:00:00.000,1079,29307836.590700004
"Clothing","Caps","AWC Logo Cap",223,2016-05-01 00:00:00.000,1729,29307836.590700004
"Clothing","Caps","AWC Logo Cap",223,2016-06-01 00:00:00.000,2180,29307836.590700004
"Clothing","Caps","AWC Logo Cap",223,2016-07-01 00:00:00.000,1588,29307836.590700004
"Clothing","Caps","AWC Logo Cap",223,2016-08-01 00:00:00.000,2065,29307836.590700004
"Clothing","Caps","AWC Logo Cap",223,2016-09-01 00:00:00.000,2013,29307836.590700004
"Clothing","Caps","AWC Logo Cap",223,2016-10-01 00:00:00.000,2138,29307836.590700004
"Clothing","Caps","AWC Logo Cap",223,2016-11-01 00:00:00.000,1830,29307836.590700004
"Clothing","Caps","AWC Logo Cap",223,2016-12-01 00:00:00.000,2113,29307836.590700004
"Clothing","Gloves","Half-Finger Gloves, S",462,2016-01-01 00:00:00.000,598,29307836.590700004
"Clothing","Gloves","Half-Finger Gloves, S",462,2016-02-01 00:00:00.000,2474,29307836.590700004
"Clothing","Gloves","Half-Finger Gloves, S",462,2016-03-01 00:00:00.000,2957,29307836.590700004
"Clothing","Gloves","Half-Finger Gloves, S",462,2016-04-01 00:00:00.000,2705,29307836.590700004
"Clothing","Gloves","Half-Finger Gloves, S",462,2016-05-01 00:00:00.000,2819,29307836.590700004
"Clothing","Gloves","Half-Finger Gloves, S",462,2016-06-01 00:00:00.000,2966,29307836.590700004
"Clothing","Gloves","Half-Finger Gloves, S",462,2016-07-01 00:00:00.000,2975,29307836.590700004
"Clothing","Gloves","Half-Finger Gloves, S",462,2016-08-01 00:00:00.000,3264,29307836.590700004
"Clothing","Gloves","Half-Finger Gloves, S",462,2016-09-01 00:00:00.000,2424,29307836.590700004
"Clothing","Gloves","Half-Finger Gloves, S",462,2016-10-01 00:00:00.000,3181,29307836.590700004
"Clothing","Gloves","Half-Finger Gloves, S",462,2016-11-01 00:00:00.000,3518,29307836.590700004
"Clothing","Gloves","Half-Finger Gloves, S",462,2016-12-01 00:00:00.000,4084,29307836.590700004
"Clothing","Jerseys","Long-Sleeve Logo Jersey, S",226,2016-01-01 00:00:00.000,4087,29307836.590700004
"Clothing","Jerseys","Long-Sleeve Logo Jersey, S",226,2016-02-01 00:00:00.000,11508,29307836.590700004
"Clothing","Jerseys","Long-Sleeve Logo Jersey, S",226,2016-03-01 00:00:00.000,12872,29307836.590700004
"Clothing","Jerseys","Long-Sleeve Logo Jersey, S",226,2016-04-01 00:00:00.000,11809,29307836.590700004
"Clothing","Jerseys","Long-Sleeve Logo Jersey, S",226,2016-05-01 00:00:00.000,12789,29307836.590700004
"Clothing","Jerseys","Long-Sleeve Logo Jersey, S",226,2016-06-01 00:00:00.000,18153,29307836.590700004
"Clothing","Jerseys","Long-Sleeve Logo Jersey, S",226,2016-07-01 00:00:00.000,16846,29307836.590700004
"Clothing","Jerseys","Long-Sleeve Logo Jersey, S",226,2016-08-01 00:00:00.000,13497,29307836.590700004
"Clothing","Jerseys","Long-Sleeve Logo Jersey, S",226,2016-09-01 00:00:00.000,15988,29307836.590700004
"Clothing","Jerseys","Long-Sleeve Logo Jersey, S",226,2016-10-01 00:00:00.000,15920,29307836.590700004
"Clothing","Jerseys","Long-Sleeve Logo Jersey, S",226,2016-11-01 00:00:00.000,17426,29307836.590700004
"Clothing","Jerseys","Long-Sleeve Logo Jersey, S",226,2016-12-01 00:00:00.000,20043,29307836.590700004
"Clothing","Shorts","Men's Sports Shorts, S",445,2016-01-01 00:00:00.000,421,29307836.590700004
"Clothing","Shorts","Men's Sports Shorts, S",445,2016-02-01 00:00:00.000,5723,29307836.590700004
"Clothing","Shorts","Men's Sports Shorts, S",445,2016-03-01 00:00:00.000,7301,29307836.590700004
"Clothing","Shorts","Men's Sports Shorts, S",445,2016-04-01 00:00:00.000,6335,29307836.590700004
"Clothing","Shorts","Men's Sports Shorts, S",445,2016-05-01 00:00:00.000,5288,29307836.590700004
"Clothing","Shorts","Men's Sports Shorts, S",445,2016-06-01 00:00:00.000,6829,29307836.590700004
"Clothing","Shorts","Men's Sports Shorts, S",445,2016-07-01 00:00:00.000,4617,29307836.590700004
"Clothing","Shorts","Men's Sports Shorts, S",445,2016-08-01 00:00:00.000,5384,29307836.590700004
"Clothing","Shorts","Men's Sports Shorts, S",445,2016-09-01 00:00:00.000,6277,29307836.590700004
"Clothing","Shorts","Men's Sports Shorts, S",445,2016-10-01 00:00:00.000,6337,29307836.590700004
"Clothing","Shorts","Men's Sports Shorts, S",445,2016-11-01 00:00:00.000,6300,29307836.590700004
"Clothing","Shorts","Men's Sports Shorts, S",445,2016-12-01 00:00:00.000,7641,29307836.590700004
"Clothing","Socks","Mountain Bike Socks, M",218,2016-01-01 00:00:00.000,24,29307836.590700004
"Clothing","Socks","Mountain Bike Socks, M",218,2016-02-01 00:00:00.000,244,29307836.590700004
"Clothing","Socks","Mountain Bike Socks, M",218,2016-03-01 00:00:00.000,432,29307836.590700004
"Clothing","Socks","Mountain Bike Socks, M",218,2016-04-01 00:00:00.000,547,29307836.590700004
"Clothing","Socks","Mountain Bike Socks, M",218,2016-05-01 00:00:00.000,385,29307836.590700004
"Clothing","Socks","Mountain Bike Socks, M",218,2016-06-01 00:00:00.000,372,29307836.590700004
"Clothing","Socks","Mountain Bike Socks, M",218,2016-07-01 00:00:00.000,839,29307836.590700004
"Clothing","Socks","Mountain Bike Socks, M",218,2016-08-01 00:00:00.000,487,29307836.590700004
"Clothing","Socks","Mountain Bike Socks, M",218,2016-09-01 00:00:00.000,425,29307836.590700004
"Clothing","Socks","Mountain Bike Socks, M",218,2016-10-01 00:00:00.000,335,29307836.590700004
"Clothing","Socks","Mountain Bike Socks, M",218,2016-11-01 00:00:00.000,660,29307836.590700004
"Clothing","Socks","Mountain Bike Socks, M",218,2016-12-01 00:00:00.000,699,29307836.590700004
"Clothing","Vests","Classic Vest, S",471,2016-01-01 00:00:00.000,980,29307836.590700004
"Clothing","Vests","Classic Vest, S",471,2016-02-01 00:00:00.000,2008,29307836.590700004
"Clothing","Vests","Classic Vest, S",471,2016-03-01 00:00:00.000,1980,29307836.590700004
"Clothing","Vests","Classic Vest, S",471,2016-04-01 00:00:00.000,2312,29307836.590700004
"Clothing","Vests","Classic Vest, S",471,2016-05-01 00:00:00.000,2763,29307836.590700004
"Clothing","Vests","Classic Vest, S",471,2016-06-01 00:00:00.000,2591,29307836.590700004
"Clothing","Vests","Classic Vest, S",471,2016-07-01 00:00:00.000,3379,29307836.590700004
"Clothing","Vests","Classic Vest, S",471,2016-08-01 00:00:00.000,3580,29307836.590700004
"Clothing","Vests","Classic Vest, S",471,2016-09-01 00:00:00.000,3600,29307836.590700004
"Clothing","Vests","Classic Vest, S",471,2016-10-01 00:00:00.000,4248,29307836.590700004
"Clothing","Vests","Classic Vest, S",471,2016-11-01 00:00:00.000,3685,29307836.590700004
"Clothing","Vests","Classic Vest, S",471,2016-12-01 00:00:00.000,3439,29307836.590700004
"Bikes","Mountain Bikes","Mountain-100 Silver, 38",344,2016-01-01 00:00:00.000,370105,29307836.590700004
"Bikes","Mountain Bikes","Mountain-100 Silver, 38",344,2016-02-01 00:00:00.000,326786,29307836.590700004
"Bikes","Mountain Bikes","Mountain-100 Silver, 38",344,2016-03-01 00:00:00.000,384811,29307836.590700004
"Bikes","Mountain Bikes","Mountain-100 Silver, 38",344,2016-04-01 00:00:00.000,439822,29307836.590700004
"Bikes","Mountain Bikes","Mountain-100 Silver, 38",344,2016-05-01 00:00:00.000,458523,29307836.590700004
"Bikes","Mountain Bikes","Mountain-100 Silver, 38",344,2016-06-01 00:00:00.000,619456,29307836.590700004
"Bikes","Mountain Bikes","Mountain-100 Silver, 38",344,2016-07-01 00:00:00.000,524348,29307836.590700004
"Bikes","Mountain Bikes","Mountain-100 Silver, 38",344,2016-08-01 00:00:00.000,647048,29307836.590700004
"Bikes","Mountain Bikes","Mountain-100 Silver, 38",344,2016-09-01 00:00:00.000,557368,29307836.590700004
"Bikes","Mountain Bikes","Mountain-100 Silver, 38",344,2016-10-01 00:00:00.000,615032,29307836.590700004
"Bikes","Mountain Bikes","Mountain-100 Silver, 38",344,2016-11-01 00:00:00.000,802831,29307836.590700004
"Bikes","Mountain Bikes","Mountain-100 Silver, 38",344,2016-12-01 00:00:00.000,788234,29307836.590700004
"Bikes","Road Bikes","Road-150 Red, 62",310,2016-01-01 00:00:00.000,346295,29307836.590700004
"Bikes","Road Bikes","Road-150 Red, 62",310,2016-02-01 00:00:00.000,289524,29307836.590700004
"Bikes","Road Bikes","Road-150 Red, 62",310,2016-03-01 00:00:00.000,355097,29307836.590700004
"Bikes","Road Bikes","Road-150 Red, 62",310,2016-04-01 00:00:00.000,346783,29307836.590700004
"Bikes","Road Bikes","Road-150 Red, 62",310,2016-05-01 00:00:00.000,399691,29307836.590700004
"Bikes","Road Bikes","Road-150 Red, 62",310,2016-06-01 00:00:00.000,546092,29307836.590700004
"Bikes","Road Bikes","Road-150 Red, 62",310,2016-07-01 00:00:00.000,441037,29307836.590700004
"Bikes","Road Bikes","Road-150 Red, 62",310,2016-08-01 00:00:00.000,432400,29307836.590700004
"Bikes","Road Bikes","Road-150 Red, 62",310,2016-09-01 00:00:00.000,468572,29307836.590700004
"Bikes","Road Bikes","Road-150 Red, 62",310,2016-10-01 00:00:00.000,483913,29307836.590700004
"Bikes","Road Bikes","Road-150 Red, 62",310,2016-11-01 00:00:00.000,558232,29307836.590700004
"Bikes","Road Bikes","Road-150 Red, 62",310,2016-12-01 00:00:00.000,590261,29307836.590700004
"Bikes","Touring Bikes","Touring-2000 Blue, 60",560,2016-01-01 00:00:00.000,133631,29307836.590700004
"Bikes","Touring Bikes","Touring-2000 Blue, 60",560,2016-02-01 00:00:00.000,165941,29307836.590700004
"Bikes","Touring Bikes","Touring-2000 Blue, 60",560,2016-03-01 00:00:00.000,178287,29307836.590700004
"Bikes","Touring Bikes","Touring-2000 Blue, 60",560,2016-04-01 00:00:00.000,265901,29307836.590700004
"Bikes","Touring Bikes","Touring-2000 Blue, 60",560,2016-05-01 00:00:00.000,286630,29307836.590700004
"Bikes","Touring Bikes","Touring-2000 Blue, 60",560,2016-06-01 00:00:00.000,445270,29307836.590700004
"Bikes","Touring Bikes","Touring-2000 Blue, 60",560,2016-07-01 00:00:00.000,299106,29307836.590700004
"Bikes","Touring Bikes","Touring-2000 Blue, 60",560,2016-08-01 00:00:00.000,407069,29307836.590700004
"Bikes","Touring Bikes","Touring-2000 Blue, 60",560,2016-09-01 00:00:00.000,391580,29307836.590700004
"Bikes","Touring Bikes","Touring-2000 Blue, 60",560,2016-10-01 00:00:00.000,481316,29307836.590700004
"Bikes","Touring Bikes","Touring-2000 Blue, 60",560,2016-11-01 00:00:00.000,506411,29307836.590700004
"Bikes","Touring Bikes","Touring-2000 Blue, 60",560,2016-12-01 00:00:00.000,494823,29307836.590700004
