Stock Date,Open,High,Low,Close,Volume,Change Percent,Month,Previous Month,Previous Month Name,Previous Month with Year,Current Month Name,Current Month with Year,Stock Date - Copy,Merged,Percentage Change
2020-02-07 16:00:00.000,146.11,153.95,146,149.61,17063521,0.031080810106276165,2,1,"Jan","Jan-2020","Feb","Feb-2020",2020,"2	2020",0.031080810106276165
2020-02-10 16:00:00.000,160,164,150.48,154.26,24689163,0.0040191883832490895,2,1,"Jan","Jan-2020","Feb","Feb-2020",2020,"2	2020",0.0040191883832490895
2020-02-11 16:00:00.000,153.76,156.7,151.6,154.88,11697473,-0.0091683884297519853,2,1,"Jan","Jan-2020","Feb","Feb-2020",2020,"2	2020",0.0091683884297519853
2020-02-12 16:00:00.000,155.57,157.95,152.67,153.46,12022470,0.047830053434119661,2,1,"Jan","Jan-2020","Feb","Feb-2020",2020,"2	2020",0.047830053434119661
2020-02-13 16:00:00.000,148.37,163.6,147,160.8,26289348,-0.0049129353233832119,2,1,"Jan","Jan-2020","Feb","Feb-2020",2020,"2	2020",0.0049129353233832119
2020-02-14 16:00:00.000,157.44,162.59,157.1,160.01,15693711,0.0729329416911444,2,1,"Jan","Jan-2020","Feb","Feb-2020",2020,"2	2020",0.0729329416911444
2020-02-18 16:00:00.000,168.32,172,166.47,171.68,16698369,0.068732525629077251,2,1,"Jan","Jan-2020","Feb","Feb-2020",2020,"2	2020",0.068732525629077251
2020-02-19 16:00:00.000,184.7,188.96,180.2,183.48,25422958,-0.019620667102681462,2,1,"Jan","Jan-2020","Feb","Feb-2020",2020,"2	2020",0.019620667102681462
2020-02-20 16:00:00.000,182.39,182.4,171.99,179.88,17634893,0.0017789637536134823,2,1,"Jan","Jan-2020","Feb","Feb-2020",2020,"2	2020",0.0017789637536134823
2020-02-21 16:00:00.000,181.4,182.61,176.09,180.2,14339446,-0.074583795782463921,2,1,"Jan","Jan-2020","Feb","Feb-2020",2020,"2	2020",0.074583795782463921
2020-02-24 16:00:00.000,167.8,172.7,164.44,166.76,15192163,-0.040657231950107946,2,1,"Jan","Jan-2020","Feb","Feb-2020",2020,"2	2020",0.040657231950107946
2020-02-25 16:00:00.000,169.8,171.32,157.4,159.98,17290481,-0.026378297287160891,2,1,"Jan","Jan-2020","Feb","Feb-2020",2020,"2	2020",0.026378297287160891
2020-02-26 16:00:00.000,156.5,162.66,155.22,155.76,14153843,-0.12814586543400092,2,1,"Jan","Jan-2020","Feb","Feb-2020",2020,"2	2020",0.12814586543400092
2020-02-27 16:00:00.000,146,147.95,133.8,135.8,24277160,-0.016200294550810138,2,1,"Jan","Jan-2020","Feb","Feb-2020",2020,"2	2020",0.016200294550810138
2020-02-28 16:00:00.000,125.94,138.1,122.3,133.6,24564171,0.11317365269461081,2,1,"Jan","Jan-2020","Feb","Feb-2020",2020,"2	2020",0.11317365269461081
2020-03-02 16:00:00.000,142.25,148.74,137.33,148.72,20194991,0.0025551371705217554,3,2,"Feb","Feb-2020","Mar","Mar-2020",2020,"3	2020",0.0025551371705217554
2020-03-03 16:00:00.000,161,161.4,143.22,149.1,25784003,0.0053655264922871319,3,2,"Feb","Feb-2020","Mar","Mar-2020",2020,"3	2020",0.0053655264922871319
2020-03-04 16:00:00.000,152.79,153.3,144.95,149.9,15048977,-0.033288859239493054,3,2,"Feb","Feb-2020","Mar","Mar-2020",2020,"3	2020",0.033288859239493054
2020-03-05 16:00:00.000,144.75,149.15,143.61,144.91,10852657,-0.029052515354357933,3,2,"Feb","Feb-2020","Mar","Mar-2020",2020,"3	2020",0.029052515354357933
2020-03-06 16:00:00.000,138,141.4,136.85,140.7,12662918,-0.13574982231698646,3,2,"Feb","Feb-2020","Mar","Mar-2020",2020,"3	2020",0.13574982231698646
2020-03-09 16:00:00.000,121.08,132.6,121,121.6,17073740,0.061430921052631572,3,2,"Feb","Feb-2020","Mar","Mar-2020",2020,"3	2020",0.061430921052631572
2020-03-10 16:00:00.000,131.89,133.6,121.6,129.07,15594443,-0.017199969009064842,3,2,"Feb","Feb-2020","Mar","Mar-2020",2020,"3	2020",0.017199969009064842
2020-03-11 16:00:00.000,128.04,130.72,122.6,126.85,13413587,-0.11620023649980288,3,2,"Feb","Feb-2020","Mar","Mar-2020",2020,"3	2020",0.11620023649980288
2020-03-12 16:00:00.000,116.18,118.9,109.25,112.11,18909052,-0.024886272411024941,3,2,"Feb","Feb-2020","Mar","Mar-2020",2020,"3	2020",0.024886272411024941
2020-03-13 16:00:00.000,119,121.51,100.4,109.32,22640254,-0.18578485181119639,3,2,"Feb","Feb-2020","Mar","Mar-2020",2020,"3	2020",0.18578485181119639
2020-03-16 16:00:00.000,93.9,98.97,88.43,89.01,20489464,-0.03336703741152678,3,2,"Feb","Feb-2020","Mar","Mar-2020",2020,"3	2020",0.03336703741152678
2020-03-17 16:00:00.000,88,94.37,79.2,86.04,23994580,-0.16039051603905172,3,2,"Feb","Feb-2020","Mar","Mar-2020",2020,"3	2020",0.16039051603905172
2020-03-18 16:00:00.000,77.8,80.97,70.1,72.24,23786162,0.1839700996677742,3,2,"Feb","Feb-2020","Mar","Mar-2020",2020,"3	2020",0.1839700996677742
2020-03-19 16:00:00.000,74.94,90.4,71.69,85.53,30195460,-0.00023383608090723747,3,2,"Feb","Feb-2020","Mar","Mar-2020",2020,"3	2020",0.00023383608090723747
2020-03-20 16:00:00.000,87.64,95.4,85.16,85.51,28285502,0.015787627178107756,3,2,"Feb","Feb-2020","Mar","Mar-2020",2020,"3	2020",0.015787627178107756
2020-03-23 16:00:00.000,86.72,88.4,82.1,86.86,16454549,0.16279069767441862,3,2,"Feb","Feb-2020","Mar","Mar-2020",2020,"3	2020",0.16279069767441862
2020-03-24 16:00:00.000,95.46,102.74,94.8,101,22895170,0.067821782178217771,3,2,"Feb","Feb-2020","Mar","Mar-2020",2020,"3	2020",0.067821782178217771
2020-03-25 16:00:00.000,109.05,111.4,102.22,107.85,21222745,-0.020584144645340741,3,2,"Feb","Feb-2020","Mar","Mar-2020",2020,"3	2020",0.020584144645340741
2020-03-26 16:00:00.000,109.48,112,102.45,105.63,17422082,-0.026128940641863021,3,2,"Feb","Feb-2020","Mar","Mar-2020",2020,"3	2020",0.026128940641863021
2020-03-27 16:00:00.000,101,105.16,98.81,102.87,14377408,-0.023719257315057817,3,2,"Feb","Feb-2020","Mar","Mar-2020",2020,"3	2020",0.023719257315057817
2020-03-30 16:00:00.000,102.05,103.33,98.25,100.43,11998067,0.043512894553420195,3,2,"Feb","Feb-2020","Mar","Mar-2020",2020,"3	2020",0.043512894553420195
2020-03-31 16:00:00.000,100.25,108.59,99.4,104.8,17771485,-0.08101145038167934,3,2,"Feb","Feb-2020","Mar","Mar-2020",2020,"3	2020",0.08101145038167934
2020-04-01 16:00:00.000,100.8,102.79,95.02,96.31,13353180,-0.056276606790572128,4,3,"Mar","Mar-2020","Apr","Apr-2020",2020,"4	2020",0.056276606790572128
2020-04-02 16:00:00.000,96.21,98.85,89.28,90.89,19858427,0.056221806579381667,4,3,"Mar","Mar-2020","Apr","Apr-2020",2020,"4	2020",0.056221806579381667
2020-04-03 16:00:00.000,101.9,103.1,93.68,96,22562076,0.075520833333333329,4,3,"Mar","Mar-2020","Apr","Apr-2020",2020,"4	2020",0.075520833333333329
2020-04-06 16:00:00.000,102.24,104.2,99.59,103.25,14901836,0.056561743341404389,4,3,"Mar","Mar-2020","Apr","Apr-2020",2020,"4	2020",0.056561743341404389
2020-04-07 16:00:00.000,109,113,106.47,109.09,17919784,0.0062333852782105841,4,3,"Mar","Mar-2020","Apr","Apr-2020",2020,"4	2020",0.0062333852782105841
2020-04-08 16:00:00.000,110.84,111.44,106.67,109.77,12656024,0.044001093194861972,4,3,"Mar","Mar-2020","Apr","Apr-2020",2020,"4	2020",0.044001093194861972
2020-04-09 16:00:00.000,112.42,115.04,111.42,114.6,13650000,0.13603839441535781,4,3,"Mar","Mar-2020","Apr","Apr-2020",2020,"4	2020",0.13603839441535781
2020-04-13 16:00:00.000,118.03,130.4,116.11,130.19,22475421,0.09055995084107836,4,3,"Mar","Mar-2020","Apr","Apr-2020",2020,"4	2020",0.09055995084107836
2020-04-14 16:00:00.000,139.79,148.38,138.49,141.98,30576511,0.028102549654881036,4,3,"Mar","Mar-2020","Apr","Apr-2020",2020,"4	2020",0.028102549654881036
2020-04-15 16:00:00.000,148.4,150.63,142,145.97,23577001,0.02103171884633824,4,3,"Mar","Mar-2020","Apr","Apr-2020",2020,"4	2020",0.02103171884633824
2020-04-16 16:00:00.000,143.39,151.89,141.34,149.04,20657862,0.011674718196457389,4,3,"Mar","Mar-2020","Apr","Apr-2020",2020,"4	2020",0.011674718196457389
2020-04-17 16:00:00.000,154.46,154.99,149.53,150.78,13128237,-0.010014590794535023,4,3,"Mar","Mar-2020","Apr","Apr-2020",2020,"4	2020",0.010014590794535023
2020-04-20 16:00:00.000,146.54,153.11,142.44,149.27,14746577,-0.079922288470556754,4,3,"Mar","Mar-2020","Apr","Apr-2020",2020,"4	2020",0.079922288470556754
2020-04-21 16:00:00.000,146.02,150.67,134.76,137.34,20209093,0.066113295471093514,4,3,"Mar","Mar-2020","Apr","Apr-2020",2020,"4	2020",0.066113295471093514
2020-04-22 16:00:00.000,140.8,146.8,137.74,146.42,14224831,-0.03612894413331507,4,3,"Mar","Mar-2020","Apr","Apr-2020",2020,"4	2020",0.03612894413331507
2020-04-23 16:00:00.000,145.52,146.8,140.63,141.13,13236697,0.027634096223340225,4,3,"Mar","Mar-2020","Apr","Apr-2020",2020,"4	2020",0.027634096223340225
2020-04-24 16:00:00.000,142.16,146.15,139.64,145.03,13237612,0.10149624215679513,4,3,"Mar","Mar-2020","Apr","Apr-2020",2020,"4	2020",0.10149624215679513
2020-04-27 16:00:00.000,147.52,159.9,147,159.75,20681442,-0.037120500782472657,4,3,"Mar","Mar-2020","Apr","Apr-2020",2020,"4	2020",0.037120500782472657
2020-04-28 16:00:00.000,159.13,161,151.34,153.82,15221964,0.040826940579898593,4,3,"Mar","Mar-2020","Apr","Apr-2020",2020,"4	2020",0.040826940579898593
2020-04-29 16:00:00.000,158.03,160.64,156.63,160.1,16215982,-0.023235477826358521,4,3,"Mar","Mar-2020","Apr","Apr-2020",2020,"4	2020",0.023235477826358521
2020-04-30 16:00:00.000,171.04,173.96,152.7,156.38,28471854,-0.10308223557999747,4,3,"Mar","Mar-2020","Apr","Apr-2020",2020,"4	2020",0.10308223557999747
2020-05-01 16:00:00.000,151,154.55,136.61,140.26,32531807,0.085412804791102373,5,4,"Apr","Apr-2020","May","May-2020",2020,"5	2020",0.085412804791102373
2020-05-04 16:00:00.000,140.2,152.4,139.6,152.24,19237090,0.0091960063058327459,5,4,"Apr","Apr-2020","May","May-2020",2020,"5	2020",0.0091960063058327459
2020-05-05 16:00:00.000,157.96,159.78,152.44,153.64,16991656,0.018745118458734861,5,4,"Apr","Apr-2020","May","May-2020",2020,"5	2020",0.018745118458734861
2020-05-06 16:00:00.000,155.3,157.96,152.22,156.52,11123231,-0.0032583695374394281,5,4,"Apr","Apr-2020","May","May-2020",2020,"5	2020",0.0032583695374394281
2020-05-07 16:00:00.000,155.44,159.28,154.47,156.01,11527686,0.050445484263829277,5,4,"Apr","Apr-2020","May","May-2020",2020,"5	2020",0.050445484263829277
2020-05-08 16:00:00.000,158.75,164.8,157.4,163.88,16130087,-0.009885281913595341,5,4,"Apr","Apr-2020","May","May-2020",2020,"5	2020",0.009885281913595341
2020-05-11 16:00:00.000,158.1,164.8,157,162.26,16519601,-0.0023419203747072322,5,4,"Apr","Apr-2020","May","May-2020",2020,"5	2020",0.0023419203747072322
2020-05-12 16:00:00.000,165.4,168.66,161.6,161.88,15906905,-0.022794662713120816,5,4,"Apr","Apr-2020","May","May-2020",2020,"5	2020",0.022794662713120816
2020-05-13 16:00:00.000,164.17,165.2,152.66,158.19,19065491,0.015677350022125228,5,4,"Apr","Apr-2020","May","May-2020",2020,"5	2020",0.015677350022125228
2020-05-14 16:00:00.000,156,160.67,152.8,160.67,13682188,-0.0052281073006782541,5,4,"Apr","Apr-2020","May","May-2020",2020,"5	2020",0.0052281073006782541
2020-05-15 16:00:00.000,158.07,161.01,157.31,159.83,10518428,0.018144278295689025,5,4,"Apr","Apr-2020","May","May-2020",2020,"5	2020",0.018144278295689025
2020-05-18 16:00:00.000,165.56,166.94,160.78,162.73,11698102,-0.00694401769802738,5,4,"Apr","Apr-2020","May","May-2020",2020,"5	2020",0.00694401769802738
2020-05-19 16:00:00.000,163.03,164.41,161.22,161.6,9636522,0.0093440594059407134,5,4,"Apr","Apr-2020","May","May-2020",2020,"5	2020",0.0093440594059407134
2020-05-20 16:00:00.000,164.1,165.2,162.36,163.11,7309271,0.014775305008889685,5,4,"Apr","Apr-2020","May","May-2020",2020,"5	2020",0.014775305008889685
2020-05-21 16:00:00.000,163.2,166.5,159.2,165.52,12254584,-0.01292895118414702,5,4,"Apr","Apr-2020","May","May-2020",2020,"5	2020",0.01292895118414702
2020-05-22 16:00:00.000,164.43,166.36,162.4,163.38,9987475,0.0023870730811605752,5,4,"Apr","Apr-2020","May","May-2020",2020,"5	2020",0.0023870730811605752
2020-05-26 16:00:00.000,166.9,166.92,163.14,163.77,8089736,0.0017097148439885273,5,4,"Apr","Apr-2020","May","May-2020",2020,"5	2020",0.0017097148439885273
2020-05-27 16:00:00.000,164.17,165.54,157,164.05,11549530,-0.017616580310880918,5,4,"Apr","Apr-2020","May","May-2020",2020,"5	2020",0.017616580310880918
2020-05-28 16:00:00.000,162.7,164.95,160.34,161.16,7275774,0.03623727972201541,5,4,"Apr","Apr-2020","May","May-2020",2020,"5	2020",0.03623727972201541
2020-05-29 16:00:00.000,161.75,167,160.84,167,11812489,0.075568862275449122,5,4,"Apr","Apr-2020","May","May-2020",2020,"5	2020",0.075568862275449122
2020-06-01 16:00:00.000,171.6,179.8,170.82,179.62,15085297,-0.018427792005344629,6,5,"May","May-2020","Jun","Jun-2020",2020,"6	2020",0.018427792005344629
2020-06-02 16:00:00.000,178.94,181.73,174.2,176.31,13565596,0.0015881118484487615,6,5,"May","May-2020","Jun","Jun-2020",2020,"6	2020",0.0015881118484487615
2020-06-03 16:00:00.000,177.62,179.59,176.02,176.59,7949469,-0.02100911716405237,6,5,"May","May-2020","Jun","Jun-2020",2020,"6	2020",0.02100911716405237
2020-06-04 16:00:00.000,177.98,179.15,171.69,172.88,8887713,0.0245835261453031,6,5,"May","May-2020","Jun","Jun-2020",2020,"6	2020",0.0245835261453031
2020-06-05 16:00:00.000,175.57,177.3,173.24,177.13,7811917,0.072545587986224777,6,5,"May","May-2020","Jun","Jun-2020",2020,"6	2020",0.072545587986224777
2020-06-08 16:00:00.000,183.8,190,181.83,189.98,14174727,-0.0097378671439098553,6,5,"May","May-2020","Jun","Jun-2020",2020,"6	2020",0.0097378671439098553
2020-06-09 16:00:00.000,188,190.89,184.79,188.13,11388154,0.089725190028171989,6,5,"May","May-2020","Jun","Jun-2020",2020,"6	2020",0.089725190028171989
2020-06-10 16:00:00.000,198.38,205.5,196.5,205.01,18563413,-0.05092434515389492,6,5,"May","May-2020","Jun","Jun-2020",2020,"6	2020",0.05092434515389492
2020-06-11 16:00:00.000,198.04,203.79,194.4,194.57,15916482,-0.038597933905535238,6,5,"May","May-2020","Jun","Jun-2020",2020,"6	2020",0.038597933905535238
2020-06-12 16:00:00.000,196,197.6,182.52,187.06,16763374,0.059446167005238984,6,5,"May","May-2020","Jun","Jun-2020",2020,"6	2020",0.059446167005238984
2020-06-15 16:00:00.000,183.56,199.77,181.7,198.18,15697178,-0.0088303562418003828,6,5,"May","May-2020","Jun","Jun-2020",2020,"6	2020",0.0088303562418003828
2020-06-16 16:00:00.000,202.37,202.58,192.48,196.43,14051078,0.00982538308812303,6,5,"May","May-2020","Jun","Jun-2020",2020,"6	2020",0.00982538308812303
2020-06-17 16:00:00.000,197.54,201,196.51,198.36,9890800,0.012250453720508057,6,5,"May","May-2020","Jun","Jun-2020",2020,"6	2020",0.012250453720508057
2020-06-18 16:00:00.000,200.6,203.84,198.89,200.79,9751936,-0.0030379999003933723,6,5,"May","May-2020","Jun","Jun-2020",2020,"6	2020",0.0030379999003933723
2020-06-19 16:00:00.000,202.56,203.19,198.27,200.18,8679749,-0.0065940653411928922,6,5,"May","May-2020","Jun","Jun-2020",2020,"6	2020",0.0065940653411928922
2020-06-22 16:00:00.000,199.99,201.78,198,198.86,6362350,0.0075429950719098854,6,5,"May","May-2020","Jun","Jun-2020",2020,"6	2020",0.0075429950719098854
2020-06-23 16:00:00.000,199.78,202.4,198.8,200.36,6365271,-0.040876422439608831,6,5,"May","May-2020","Jun","Jun-2020",2020,"6	2020",0.040876422439608831
2020-06-24 16:00:00.000,198.82,200.18,190.63,192.17,10959593,0.026174741114638089,6,5,"May","May-2020","Jun","Jun-2020",2020,"6	2020",0.026174741114638089
2020-06-25 16:00:00.000,190.85,197.2,187.43,197.2,9254549,-0.026622718052738338,6,5,"May","May-2020","Jun","Jun-2020",2020,"6	2020",0.026622718052738338
2020-06-26 16:00:00.000,198.96,199,190.97,191.95,8854908,0.051680125032560649,6,5,"May","May-2020","Jun","Jun-2020",2020,"6	2020",0.051680125032560649
2020-06-29 16:00:00.000,193.8,202,189.7,201.87,9026404,0.0697973943627087,6,5,"May","May-2020","Jun","Jun-2020",2020,"6	2020",0.0697973943627087
2020-06-30 16:00:00.000,201.3,217.54,200.75,215.96,16918501,0.036904982404148912,6,5,"May","May-2020","Jun","Jun-2020",2020,"6	2020",0.036904982404148912
2020-07-01 16:00:00.000,216.6,227.07,216.1,223.93,13326896,0.079489126066181318,7,6,"Jun","Jun-2020","Jul","Jul-2020",2020,"7	2020",0.079489126066181318
2020-07-02 16:00:00.000,244.3,245.6,237.12,241.73,17250115,0.13481984031770985,7,6,"Jun","Jun-2020","Jul","Jul-2020",2020,"7	2020",0.13481984031770985
2020-07-06 16:00:00.000,255.34,275.56,253.21,274.32,20569864,0.013305628463108904,7,6,"Jun","Jun-2020","Jul","Jul-2020",2020,"7	2020",0.013305628463108904
2020-07-07 16:00:00.000,281,285.9,267.34,277.97,21489661,-0.017232075403820629,7,6,"Jun","Jun-2020","Jul","Jul-2020",2020,"7	2020",0.017232075403820629
2020-07-08 16:00:00.000,281,283.45,262.27,273.18,16311312,0.020792151694853236,7,6,"Jun","Jun-2020","Jul","Jul-2020",2020,"7	2020",0.020792151694853236
2020-07-09 16:00:00.000,279.4,281.71,270.26,278.86,11717598,0.10783188696837119,7,6,"Jun","Jun-2020","Jul","Jul-2020",2020,"7	2020",0.10783188696837119
2020-07-10 16:00:00.000,279.2,309.78,275.2,308.93,23337553,-0.030816042469167713,7,6,"Jun","Jun-2020","Jul","Jul-2020",2020,"7	2020",0.030816042469167713
2020-07-13 16:00:00.000,331.8,359,294.22,299.41,38985362,0.013192612137203127,7,6,"Jun","Jun-2020","Jul","Jul-2020",2020,"7	2020",0.013192612137203127
2020-07-14 16:00:00.000,311.2,318,286.2,303.36,23418140,0.019251054852320593,7,6,"Jun","Jun-2020","Jul","Jul-2020",2020,"7	2020",0.019251054852320593
2020-07-15 16:00:00.000,308.6,310,291.4,309.2,16367829,-0.029333764553686914,7,6,"Jun","Jun-2020","Jul","Jul-2020",2020,"7	2020",0.029333764553686914
2020-07-16 16:00:00.000,295.43,306.34,293.2,300.13,14300785,0.0001332755805818161,7,6,"Jun","Jun-2020","Jul","Jul-2020",2020,"7	2020",0.0001332755805818161
2020-07-17 16:00:00.000,302.69,307.5,298,300.17,9329972,0.094712995968950942,7,6,"Jun","Jun-2020","Jul","Jul-2020",2020,"7	2020",0.094712995968950942
2020-07-20 16:00:00.000,303.8,330,297.6,328.6,17121367,-0.0454351795496044,7,6,"Jun","Jun-2020","Jul","Jul-2020",2020,"7	2020",0.0454351795496044
2020-07-21 16:00:00.000,327.99,335,311.6,313.67,16157280,0.015302706666241627,7,6,"Jun","Jun-2020","Jul","Jul-2020",2020,"7	2020",0.015302706666241627
2020-07-22 16:00:00.000,319.8,325.28,312.4,318.47,14161080,-0.049800609162558518,7,6,"Jun","Jun-2020","Jul","Jul-2020",2020,"7	2020",0.049800609162558518
2020-07-23 16:00:00.000,335.79,337.8,296.15,302.61,24328504,-0.063481048213872765,7,6,"Jun","Jun-2020","Jul","Jul-2020",2020,"7	2020",0.063481048213872765
2020-07-24 16:00:00.000,283.2,293,273.31,283.4,19396616,0.086520818630910518,7,6,"Jun","Jun-2020","Jul","Jul-2020",2020,"7	2020",0.086520818630910518
2020-07-27 16:00:00.000,287,309.59,282.6,307.92,16048669,-0.04098467134320604,7,6,"Jun","Jun-2020","Jul","Jul-2020",2020,"7	2020",0.04098467134320604
2020-07-28 16:00:00.000,300.8,312.94,294.88,295.3,15808700,0.015306467998645382,7,6,"Jun","Jun-2020","Jul","Jul-2020",2020,"7	2020",0.015306467998645382
2020-07-29 16:00:00.000,300.2,306.96,297.4,299.82,9426893,-0.0077379761190047138,7,6,"Jun","Jun-2020","Jul","Jul-2020",2020,"7	2020",0.0077379761190047138
2020-07-30 16:00:00.000,297.6,302.65,294.2,297.5,7621039,-0.038151260504201756,7,6,"Jun","Jun-2020","Jul","Jul-2020",2020,"7	2020",0.038151260504201756
2020-07-31 16:00:00.000,303,303.41,284.2,286.15,12246960,0.037917176306133227,7,6,"Jun","Jun-2020","Jul","Jul-2020",2020,"7	2020",0.037917176306133227
2020-08-03 16:00:00.000,289.84,301.96,288.88,297,8809346,0.0013468013468012703,8,7,"Jul","Jul-2020","Aug","Aug-2020",2020,"8	2020",0.0013468013468012703
2020-08-04 16:00:00.000,299,305.48,292.4,297.4,8414990,-0.0013449899125755793,8,7,"Jul","Jul-2020","Aug","Aug-2020",2020,"8	2020",0.0013449899125755793
2020-08-05 16:00:00.000,298.6,299.97,293.66,297,4978015,0.0030976430976431511,8,7,"Jul","Jul-2020","Aug","Aug-2020",2020,"8	2020",0.0030976430976431511
2020-08-06 16:00:00.000,298.17,303.46,295.45,297.92,5992313,-0.024771750805585375,8,7,"Jul","Jul-2020","Aug","Aug-2020",2020,"8	2020",0.024771750805585375
2020-08-07 16:00:00.000,299.91,299.95,283,290.54,8896420,-0.023507950712466582,8,7,"Jul","Jul-2020","Aug","Aug-2020",2020,"8	2020",0.023507950712466582
2020-08-10 16:00:00.000,289.6,291.5,277.17,283.71,7522264,-0.031123330161079921,8,7,"Jul","Jul-2020","Aug","Aug-2020",2020,"8	2020",0.031123330161079921
2020-08-11 16:00:00.000,279.2,284,273,274.88,8625834,0.13122089639115248,8,7,"Jul","Jul-2020","Aug","Aug-2020",2020,"8	2020",0.13122089639115248
2020-08-12 16:00:00.000,294,317,287,310.95,21898834,0.042611352307444929,8,7,"Jul","Jul-2020","Aug","Aug-2020",2020,"8	2020",0.042611352307444929
2020-08-13 16:00:00.000,322.2,330.24,313.45,324.2,20425308,0.018322023442319549,8,7,"Jul","Jul-2020","Aug","Aug-2020",2020,"8	2020",0.018322023442319549
2020-08-14 16:00:00.000,333,333.76,325.33,330.14,12577614,0.11204337553765073,8,7,"Jul","Jul-2020","Aug","Aug-2020",2020,"8	2020",0.11204337553765073
