credata_pk,vendor,region,tenancy,environment_type,instance_type,compute_type,recommendation_type,ru_recommendation_metric,safety_factor,saved_doql_query,recommend_burstable,recommend_amd,recommend_arm,ignore_hyperv,os_filter,device_type_filter,tag_filter,service_level,device_data,device_fk,device_name,orig_total_cores,orig_memory,orig_hard_disk,orig_os,orig_nic_out_transfer,orig_nic_in_transfer,orig_nic_speed,orig_disk_throughput,orig_disk_read_throughput,orig_disk_write_throughput,orig_disk_iops,orig_disk_read_iops,orig_disk_write_iops,orig_disk_latency,orig_disk_read_latency,cluster_device_fk,cluster_device_name,recommended_instance,burstable,cpu,total_cores,memory,network,matching_os,monthly_ondemand_cost,monthly_premptible_cost,monthly_1yr_resvd_cost,monthly_1yr_resvd_noupfront_cost,monthly_prorated_3yr_resvd_cost,monthly_1yr_resvd_partupfront_cost,monthly_1yr_resvd_allupfront_cost,monthly_prorated_3yr_resvd_noupfront_cost,monthly_prorated_3yr_resvd_partupfront_cost,monthly_prorated_3yr_resvd_allupfront_cost,yearly_ondemand_cost,yearly_premptible_cost,yearly_1yr_resvd_cost,yearly_1yr_resvd_noupfront_cost,yearly_1yr_resvd_partupfront_cost,yearly_1yr_resvd_allupfront_cost,yearly_prorated_3yr_resvd_cost,yearly_prorated_3yr_resvd_noupfront_cost,yearly_prorated_3yr_resvd_partupfront_cost,yearly_prorated_3yr_resvd_allupfront_cost,storage,block_volume_storage,monthly_storage_cost,yearly_storage_cost,monthly_networking_cost,yearly_networking_cost,local_disk,row_color,missing_ru_data,status,first_added,last_updated
"3154938","AWS","US East (N. Virginia)","Shared","","","","regular","95th",10,"",True,True,False,True,"","","","All","{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 13851}","13851","c7438fdf6c1c",,,"","Ubuntu",,,,"","","","","","","","",,"","","","",,,"","",,,,,,,,,,,,,,,,,,,,,"",,,,,,"","red","","ACTIVE",2021-11-12 06:33:22.953,2021-11-12 06:33:22.953
"3154939","AWS","US East (N. Virginia)","Shared","","","","regular","95th",10,"",True,True,False,True,"","","","All","{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 13852}","13852","607d3b552891",,,"","Ubuntu",,,,"","","","","","","","",,"","","","",,,"","",,,,,,,,,,,,,,,,,,,,,"",,,,,,"","red","","ACTIVE",2021-11-12 06:33:22.953,2021-11-12 06:33:22.953
"3154940","AWS","US East (N. Virginia)","Shared","","","","regular","95th",10,"",True,True,False,True,"","","","All","{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 13853}","13853","78b735ca1601",,,"","Ubuntu",,,,"","","","","","","","",,"","","","",,,"","",,,,,,,,,,,,,,,,,,,,,"",,,,,,"","red","","ACTIVE",2021-11-12 06:33:22.953,2021-11-12 06:33:22.953
"3154977","AWS","US East (N. Virginia)","Shared","","","","regular","95th",10,"",True,True,False,True,"","","","All","{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 14211}","14211","ca2c69256183",,,"","Ubuntu",,,,"","","","","","","","",,"","","","",,,"","",,,,,,,,,,,,,,,,,,,,,"",,,,,,"","red","","ACTIVE",2021-11-12 06:33:23.000,2021-11-12 06:33:23.000
"3154978","AWS","US East (N. Virginia)","Shared","","","","regular","95th",10,"",True,True,False,True,"","","","All","{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 14212}","14212","5af7038711dc",,,"","Ubuntu",,,,"","","","","","","","",,"","","","",,,"","",,,,,,,,,,,,,,,,,,,,,"",,,,,,"","red","","ACTIVE",2021-11-12 06:33:23.000,2021-11-12 06:33:23.000
"3154979","AWS","US East (N. Virginia)","Shared","","","","regular","95th",10,"",True,True,False,True,"","","","All","{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 14213}","14213","b0e0976c1d70",,,"","Ubuntu",,,,"","","","","","","","",,"","","","",,,"","",,,,,,,,,,,,,,,,,,,,,"",,,,,,"","red","","ACTIVE",2021-11-12 06:33:23.000,2021-11-12 06:33:23.000
"3154980","AWS","US East (N. Virginia)","Shared","","","","regular","95th",10,"",True,True,False,True,"","","","All","{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 14214}","14214","bbbaa985f11b",,,"","Ubuntu",,,,"","","","","","","","",,"","","","",,,"","",,,,,,,,,,,,,,,,,,,,,"",,,,,,"","red","","ACTIVE",2021-11-12 06:33:23.000,2021-11-12 06:33:23.000
"3154981","AWS","US East (N. Virginia)","Shared","","","","regular","95th",10,"",True,True,False,True,"","","","All","{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 14215}","14215","7ad01373c24a",,,"","Ubuntu",,,,"","","","","","","","",,"","","","",,,"","",,,,,,,,,,,,,,,,,,,,,"",,,,,,"","red","","ACTIVE",2021-11-12 06:33:23.000,2021-11-12 06:33:23.000
"3154982","AWS","US East (N. Virginia)","Shared","","","","regular","95th",10,"",True,True,False,True,"","","","All","{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 14216}","14216","5df58d2b73bb",,,"","Ubuntu",,,,"","","","","","","","",,"","","","",,,"","",,,,,,,,,,,,,,,,,,,,,"",,,,,,"","red","","ACTIVE",2021-11-12 06:33:23.000,2021-11-12 06:33:23.000
"3154983","AWS","US East (N. Virginia)","Shared","","","","regular","95th",10,"",True,True,False,True,"","","","All","{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 14217}","14217","a02402237cb9",,,"","Ubuntu",,,,"","","","","","","","",,"","","","",,,"","",,,,,,,,,,,,,,,,,,,,,"",,,,,,"","red","","ACTIVE",2021-11-12 06:33:23.000,2021-11-12 06:33:23.000
"3154984","AWS","US East (N. Virginia)","Shared","","","","regular","95th",10,"",True,True,False,True,"","","","All","{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 14218}","14218","cc464635706d",,,"","Ubuntu",,,,"","","","","","","","",,"","","","",,,"","",,,,,,,,,,,,,,,,,,,,,"",,,,,,"","red","","ACTIVE",2021-11-12 06:33:23.000,2021-11-12 06:33:23.000
"3154985","AWS","US East (N. Virginia)","Shared","","","","regular","95th",10,"",True,True,False,True,"","","","All","{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 14219}","14219","26eca6019903",,,"","Ubuntu",,,,"","","","","","","","",,"","","","",,,"","",,,,,,,,,,,,,,,,,,,,,"",,,,,,"","red","","ACTIVE",2021-11-12 06:33:23.000,2021-11-12 06:33:23.000
"3154986","AWS","US East (N. Virginia)","Shared","","","","regular","95th",10,"",True,True,False,True,"","","","All","{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 14220}","14220","59035002b89c",,,"","Ubuntu",,,,"","","","","","","","",,"","","","",,,"","",,,,,,,,,,,,,,,,,,,,,"",,,,,,"","red","","ACTIVE",2021-11-12 06:33:23.000,2021-11-12 06:33:23.000
"3154987","AWS","US East (N. Virginia)","Shared","","","","regular","95th",10,"",True,True,False,True,"","","","All","{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 14222}","14222","b3a1ee6c4fb0",,,"","Ubuntu",,,,"","","","","","","","",,"","","","",,,"","",,,,,,,,,,,,,,,,,,,,,"",,,,,,"","red","","ACTIVE",2021-11-12 06:33:23.000,2021-11-12 06:33:23.000
"3154988","AWS","US East (N. Virginia)","Shared","","","","regular","95th",10,"",True,True,False,True,"","","","All","{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 14223}","14223","d21933ff6574",,,"","Ubuntu",,,,"","","","","","","","",,"","","","",,,"","",,,,,,,,,,,,,,,,,,,,,"",,,,,,"","red","","ACTIVE",2021-11-12 06:33:23.000,2021-11-12 06:33:23.000
"3154989","AWS","US East (N. Virginia)","Shared","","","","regular","95th",10,"",True,True,False,True,"","","","All","{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 14224}","14224","87999d026303",,,"","Ubuntu",,,,"","","","","","","","",,"","","","",,,"","",,,,,,,,,,,,,,,,,,,,,"",,,,,,"","red","","ACTIVE",2021-11-12 06:33:23.000,2021-11-12 06:33:23.003
"3154990","AWS","US East (N. Virginia)","Shared","","","","regular","95th",10,"",True,True,False,True,"","","","All","{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 14225}","14225","e336ac356a00",,,"","Ubuntu",,,,"","","","","","","","",,"","","","",,,"","",,,,,,,,,,,,,,,,,,,,,"",,,,,,"","red","","ACTIVE",2021-11-12 06:33:23.003,2021-11-12 06:33:23.003
"3154991","AWS","US East (N. Virginia)","Shared","","","","regular","95th",10,"",True,True,False,True,"","","","All","{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 14226}","14226","bb05a7310c30",,,"","Ubuntu",,,,"","","","","","","","",,"","","","",,,"","",,,,,,,,,,,,,,,,,,,,,"",,,,,,"","red","","ACTIVE",2021-11-12 06:33:23.003,2021-11-12 06:33:23.003
"3154992","AWS","US East (N. Virginia)","Shared","","","","regular","95th",10,"",True,True,False,True,"","","","All","{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 14227}","14227","99252d962ca9",,,"","Ubuntu",,,,"","","","","","","","",,"","","","",,,"","",,,,,,,,,,,,,,,,,,,,,"",,,,,,"","red","","ACTIVE",2021-11-12 06:33:23.003,2021-11-12 06:33:23.003
"3154993","AWS","US East (N. Virginia)","Shared","","","","regular","95th",10,"",True,True,False,True,"","","","All","{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 14228}","14228","740127058d1c",,,"","Ubuntu",,,,"","","","","","","","",,"","","","",,,"","",,,,,,,,,,,,,,,,,,,,,"",,,,,,"","red","","ACTIVE",2021-11-12 06:33:23.003,2021-11-12 06:33:23.003
"3154994","AWS","US East (N. Virginia)","Shared","","","","regular","95th",10,"",True,True,False,True,"","","","All","{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 14229}","14229","2014198d2d45",,,"","Ubuntu",,,,"","","","","","","","",,"","","","",,,"","",,,,,,,,,,,,,,,,,,,,,"",,,,,,"","red","","ACTIVE",2021-11-12 06:33:23.003,2021-11-12 06:33:23.003
"3154995","AWS","US East (N. Virginia)","Shared","","","","regular","95th",10,"",True,True,False,True,"","","","All","{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 14230}","14230","4a03953f7f34",,,"","Ubuntu",,,,"","","","","","","","",,"","","","",,,"","",,,,,,,,,,,,,,,,,,,,,"",,,,,,"","red","","ACTIVE",2021-11-12 06:33:23.003,2021-11-12 06:33:23.003
"3154996","AWS","US East (N. Virginia)","Shared","","","","regular","95th",10,"",True,True,False,True,"","","","All","{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 14231}","14231","41b0352876ed",,,"","Ubuntu",,,,"","","","","","","","",,"","","","",,,"","",,,,,,,,,,,,,,,,,,,,,"",,,,,,"","red","","ACTIVE",2021-11-12 06:33:23.003,2021-11-12 06:33:23.003
"3154998","AWS","US East (N. Virginia)","Shared","","","","regular","95th",10,"",True,True,False,True,"","","","All","{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 14235}","14235","116b28d13693",,,"","Ubuntu",,,,"","","","","","","","",,"","","","",,,"","",,,,,,,,,,,,,,,,,,,,,"",,,,,,"","red","","ACTIVE",2021-11-12 06:33:23.003,2021-11-12 06:33:23.003
"3154999","AWS","US East (N. Virginia)","Shared","","","","regular","95th",10,"",True,True,False,True,"","","","All","{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 14236}","14236","148adb035d0c",,,"","Ubuntu",,,,"","","","","","","","",,"","","","",,,"","",,,,,,,,,,,,,,,,,,,,,"",,,,,,"","red","","ACTIVE",2021-11-12 06:33:23.003,2021-11-12 06:33:23.003
"3155000","AWS","US East (N. Virginia)","Shared","","","","regular","95th",10,"",True,True,False,True,"","","","All","{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 14237}","14237","5e93c049fe08",,,"","Ubuntu",,,,"","","","","","","","",,"","","","",,,"","",,,,,,,,,,,,,,,,,,,,,"",,,,,,"","red","","ACTIVE",2021-11-12 06:33:23.003,2021-11-12 06:33:23.003
