created,duration,id,name,status,time,updated,utc_offset,waitlist_count,yes_rsvp_count,venue.id,venue.name,venue.lat,venue.lon,venue.repinned,venue.address_1,venue.city,venue.country,venue.localized_country_name,venue.zip,venue.state,group.created,group.name,group.id,group.join_mode,group.lat,group.lon,group.urlname,group.who,link,description,visibility,manual_attendance_count
"1.49239E+12","10800000","xrxzwmywkbpb","Weekly Coding Club @ Galvanize","upcoming","1.49982E+12","1.49239E+12","-25200000","0","1","23866922","Galvanize","47.5991745","-122.3336639","FALSE","111 S. Jackson St.","Seattle","us","USA","","WA","1.43266E+12","Seattle Data Science","18626905","open","47.59999847","-122.3300018","Seattle-Data-Science","Data Scientists","https://www.meetup.com/Seattle-Data-Science/events/xrxzwmywkbpb/","<p>*** Have trouble getting in? Email Lee at lee.ngo@galvanize.com ***</p> <p>Every Tuesday night, come down to Galvanize for an always informal gathering of aspiring coders and data scientists, potential mentors, and just people looking for their developer community. This event is intentionally unstructured, though every so often there might be a special guest or fun activity, all driven by the community's interest. </p> <p><img src=""https://a248.e.akamai.net/secure.meetupstatic.com/photos/event/a/e/4/9/600_457964617.jpeg"" /></p> <p><i>Possible Coding Club activities could include:</i></p> <p>• Preparation for your coding exam or project</p> <p>• Meeting a possible mentor in the community</p> <p>• Roundtable conversations about code, education, and community</p> <p>• Games of any kind (table top, computer, cards, etc.)</p> <p>• Pair programming exercises</p> <p>• Whatever you think we should do!</p> <p>We may be deliberate with our activities at any given night, but you have the option to disengage as long","public",""
"1.48876E+12","9000000","vcgnsmywkbrb","Mile Hi Power BI Monthly Meeting","upcoming","1.49999E+12","1.49413E+12","-21600000","0","1","25225204","National CineMedia (NCM)","39.57083511","-104.882515","FALSE","9110 East Nichols Avenue","Centennial","us","USA","","","1.44696E+12","Mile Hi Power BI User Group","19100805","open","39.63999939","-104.9000015","MileHiPowerBI","Denver Power BI Enthusiasts","https://www.meetup.com/MileHiPowerBI/events/239792692/","<p>• Food/Networking - 5:30-6:00</p> <p>• Intros/Recap Power BI News - 6:00-6:30</p> <p>• Demos/Discussion on Power BI topics (more details will be provide before each meeting</p> <p>Help spread the word about the group, send all of you collegues and friends that want to know more about Power BI to <a href=""http://milehipowerbi.com"">MileHiPowerBI.com</a> and get them to sign up.</p> <p><br/>Also, join the online Power BI community, by signing up for a login on <a href=""http://community.powerbi.com"">community.powerbi.com</a>. Once you have done that you can participate in the forums for the international Power BI community.</p>","public",""
"1.49239E+12","10800000","xrxzwmywkbxb","Weekly Coding Club @ Galvanize","upcoming","1.50043E+12","1.49239E+12","-25200000","0","1","23866922","Galvanize","47.5991745","-122.3336639","FALSE","111 S. Jackson St.","Seattle","us","USA","","WA","1.43266E+12","Seattle Data Science","18626905","open","47.59999847","-122.3300018","Seattle-Data-Science","Data Scientists","https://www.meetup.com/Seattle-Data-Science/events/xrxzwmywkbxb/","<p>*** Have trouble getting in? Email Lee at lee.ngo@galvanize.com ***</p> <p>Every Tuesday night, come down to Galvanize for an always informal gathering of aspiring coders and data scientists, potential mentors, and just people looking for their developer community. This event is intentionally unstructured, though every so often there might be a special guest or fun activity, all driven by the community's interest. </p> <p><img src=""https://a248.e.akamai.net/secure.meetupstatic.com/photos/event/a/e/4/9/600_457964617.jpeg"" /></p> <p><i>Possible Coding Club activities could include:</i></p> <p>• Preparation for your coding exam or project</p> <p>• Meeting a possible mentor in the community</p> <p>• Roundtable conversations about code, education, and community</p> <p>• Games of any kind (table top, computer, cards, etc.)</p> <p>• Pair programming exercises</p> <p>• Whatever you think we should do!</p> <p>We may be deliberate with our activities at any given night, but you have the option to disengage as long","public",""
"1.47147E+12","3600000","tqsdxlywkbzb","PowerBI Palo Alto Meetup","upcoming","1.50051E+12","1.47147E+12","-25200000","0","1","929085","Coupa Café","37.44482803","-122.1614227","FALSE","538 Ramona St","Palo Alto","us","USA","94301","CA","1.45351E+12","Silicon Valley Power BI User Group","19415800","open","37.40999985","-122.1600037","Silicon-Valley-Power-BI-User-Group","PUGs","https://www.meetup.com/Silicon-Valley-Power-BI-User-Group/events/tqsdxlywkbzb/","<p>All,</p> <p>Please join us on the third Wednesday of every month to talk about coffee, life, the universe, everything data related and how we ever survived without PowerBI.  Please feel free to share any news, bring your challenges and share your tip and tricks.</p> <p>We will be giving away ""Learn to Write DAX"" books and t-shirts. Looking forward to meeting everyone.</p> <p>Regards,</p> <p>James</p>","public",""
"1.49239E+12","10800000","xrxzwmywkbhc","Weekly Coding Club @ Galvanize","upcoming","1.50103E+12","1.49239E+12","-25200000","0","1","23866922","Galvanize","47.5991745","-122.3336639","FALSE","111 S. Jackson St.","Seattle","us","USA","","WA","1.43266E+12","Seattle Data Science","18626905","open","47.59999847","-122.3300018","Seattle-Data-Science","Data Scientists","https://www.meetup.com/Seattle-Data-Science/events/xrxzwmywkbhc/","<p>*** Have trouble getting in? Email Lee at lee.ngo@galvanize.com ***</p> <p>Every Tuesday night, come down to Galvanize for an always informal gathering of aspiring coders and data scientists, potential mentors, and just people looking for their developer community. This event is intentionally unstructured, though every so often there might be a special guest or fun activity, all driven by the community's interest. </p> <p><img src=""https://a248.e.akamai.net/secure.meetupstatic.com/photos/event/a/e/4/9/600_457964617.jpeg"" /></p> <p><i>Possible Coding Club activities could include:</i></p> <p>• Preparation for your coding exam or project</p> <p>• Meeting a possible mentor in the community</p> <p>• Roundtable conversations about code, education, and community</p> <p>• Games of any kind (table top, computer, cards, etc.)</p> <p>• Pair programming exercises</p> <p>• Whatever you think we should do!</p> <p>We may be deliberate with our activities at any given night, but you have the option to disengage as long","public",""
"1.49239E+12","10800000","xrxzwmywlbcb","Weekly Coding Club @ Galvanize","upcoming","1.50164E+12","1.49239E+12","-25200000","0","1","23866922","Galvanize","47.5991745","-122.3336639","FALSE","111 S. Jackson St.","Seattle","us","USA","","WA","1.43266E+12","Seattle Data Science","18626905","open","47.59999847","-122.3300018","Seattle-Data-Science","Data Scientists","https://www.meetup.com/Seattle-Data-Science/events/xrxzwmywlbcb/","<p>*** Have trouble getting in? Email Lee at lee.ngo@galvanize.com ***</p> <p>Every Tuesday night, come down to Galvanize for an always informal gathering of aspiring coders and data scientists, potential mentors, and just people looking for their developer community. This event is intentionally unstructured, though every so often there might be a special guest or fun activity, all driven by the community's interest. </p> <p><img src=""https://a248.e.akamai.net/secure.meetupstatic.com/photos/event/a/e/4/9/600_457964617.jpeg"" /></p> <p><i>Possible Coding Club activities could include:</i></p> <p>• Preparation for your coding exam or project</p> <p>• Meeting a possible mentor in the community</p> <p>• Roundtable conversations about code, education, and community</p> <p>• Games of any kind (table top, computer, cards, etc.)</p> <p>• Pair programming exercises</p> <p>• Whatever you think we should do!</p> <p>We may be deliberate with our activities at any given night, but you have the option to disengage as long","public",""
"1.45151E+12","","fnfgnlywlbkb","Monthly Meeting","upcoming","1.50214E+12","1.45151E+12","-14400000","0","1","11474282","Microsoft Corporation","27.94368744","-82.53858185","FALSE","5426 Bay Center Drive","Tampa","us","USA","33609","FL","1.37592E+12","Tampa Bay SQL Business Intelligence and Analytics","9712392","open","27.97999954","-82.33999634","Tampa-Bay-SQL-Business-Intelligence","BI & BA Professionals","https://www.meetup.com/Tampa-Bay-SQL-Business-Intelligence/events/fnfgnlywlbkb/","<p><b>Monthly Meeting Details</b></p> <p><b>Topic:</b> TBD</p> <p><b>Speaker:</b> TBD</p> <p><b>Agenda:</b></p> <p>6:00PM - 6:30PM Networking<br/>6:30PM - 6:45PM Announcements and Introductions<br/>6:45PM - 8:15PM Presentation<br/>8:15PM - 8:30PM Q&amp;A</p>","public",""
"1.49239E+12","10800000","xrxzwmywlblb","Weekly Coding Club @ Galvanize","upcoming","1.50224E+12","1.49239E+12","-25200000","0","1","23866922","Galvanize","47.5991745","-122.3336639","FALSE","111 S. Jackson St.","Seattle","us","USA","","WA","1.43266E+12","Seattle Data Science","18626905","open","47.59999847","-122.3300018","Seattle-Data-Science","Data Scientists","https://www.meetup.com/Seattle-Data-Science/events/xrxzwmywlblb/","<p>*** Have trouble getting in? Email Lee at lee.ngo@galvanize.com ***</p> <p>Every Tuesday night, come down to Galvanize for an always informal gathering of aspiring coders and data scientists, potential mentors, and just people looking for their developer community. This event is intentionally unstructured, though every so often there might be a special guest or fun activity, all driven by the community's interest. </p> <p><img src=""https://a248.e.akamai.net/secure.meetupstatic.com/photos/event/a/e/4/9/600_457964617.jpeg"" /></p> <p><i>Possible Coding Club activities could include:</i></p> <p>• Preparation for your coding exam or project</p> <p>• Meeting a possible mentor in the community</p> <p>• Roundtable conversations about code, education, and community</p> <p>• Games of any kind (table top, computer, cards, etc.)</p> <p>• Pair programming exercises</p> <p>• Whatever you think we should do!</p> <p>We may be deliberate with our activities at any given night, but you have the option to disengage as long","public",""
"1.48876E+12","9000000","vcgnsmywlbnb","Mile Hi Power BI Monthly Meeting","upcoming","1.50241E+12","1.49413E+12","-21600000","0","1","25225204","National CineMedia (NCM)","39.57083511","-104.882515","FALSE","9110 East Nichols Avenue","Centennial","us","USA","","","1.44696E+12","Mile Hi Power BI User Group","19100805","open","39.63999939","-104.9000015","MileHiPowerBI","Denver Power BI Enthusiasts","https://www.meetup.com/MileHiPowerBI/events/239792714/","<p>• Food/Networking - 5:30-6:00</p> <p>• Intros/Recap Power BI News - 6:00-6:30</p> <p>• Demos/Discussion on Power BI topics (more details will be provide before each meeting</p> <p>Help spread the word about the group, send all of you collegues and friends that want to know more about Power BI to <a href=""http://milehipowerbi.com"">MileHiPowerBI.com</a> and get them to sign up.</p> <p>Also, join the online Power BI community, by signing up for a login on <a href=""http://community.powerbi.com"">community.powerbi.com</a>. Once you have done that you can participate in the forums for the international Power BI community.</p>","public",""
"1.49239E+12","10800000","xrxzwmywlbtb","Weekly Coding Club @ Galvanize","upcoming","1.50285E+12","1.49239E+12","-25200000","0","1","23866922","Galvanize","47.5991745","-122.3336639","FALSE","111 S. Jackson St.","Seattle","us","USA","","WA","1.43266E+12","Seattle Data Science","18626905","open","47.59999847","-122.3300018","Seattle-Data-Science","Data Scientists","https://www.meetup.com/Seattle-Data-Science/events/xrxzwmywlbtb/","<p>*** Have trouble getting in? Email Lee at lee.ngo@galvanize.com ***</p> <p>Every Tuesday night, come down to Galvanize for an always informal gathering of aspiring coders and data scientists, potential mentors, and just people looking for their developer community. This event is intentionally unstructured, though every so often there might be a special guest or fun activity, all driven by the community's interest. </p> <p><img src=""https://a248.e.akamai.net/secure.meetupstatic.com/photos/event/a/e/4/9/600_457964617.jpeg"" /></p> <p><i>Possible Coding Club activities could include:</i></p> <p>• Preparation for your coding exam or project</p> <p>• Meeting a possible mentor in the community</p> <p>• Roundtable conversations about code, education, and community</p> <p>• Games of any kind (table top, computer, cards, etc.)</p> <p>• Pair programming exercises</p> <p>• Whatever you think we should do!</p> <p>We may be deliberate with our activities at any given night, but you have the option to disengage as long","public",""
"1.49066E+12","10800000","238757856","August Meetup: TBD","upcoming","1.50293E+12","1.49066E+12","-25200000","0","1","19975882","Microsoft Building 35","0","0","FALSE","3940 159th Ave NE, Redmond, WA 98052","Redmond","us","USA","","WA","1.39594E+12","Seattle Modern Excel+Power BI User Group (MEUG)","13583642","open","47.68000031","-122.1200027","Seattle-Modern-Excel-Users-Group-MEUG","Excel Pros","https://www.meetup.com/Seattle-Modern-Excel-Users-Group-MEUG/events/238757856/","","public",""
"1.47147E+12","3600000","tqsdxlywlbvb","PowerBI Palo Alto Meetup","upcoming","1.50293E+12","1.47147E+12","-25200000","0","1","929085","Coupa Café","37.44482803","-122.1614227","FALSE","538 Ramona St","Palo Alto","us","USA","94301","CA","1.45351E+12","Silicon Valley Power BI User Group","19415800","open","37.40999985","-122.1600037","Silicon-Valley-Power-BI-User-Group","PUGs","https://www.meetup.com/Silicon-Valley-Power-BI-User-Group/events/tqsdxlywlbvb/","<p>All,</p> <p>Please join us on the third Wednesday of every month to talk about coffee, life, the universe, everything data related and how we ever survived without PowerBI.  Please feel free to share any news, bring your challenges and share your tip and tricks.</p> <p>We will be giving away ""Learn to Write DAX"" books and t-shirts. Looking forward to meeting everyone.</p> <p>Regards,</p> <p>James</p>","public",""
"1.4876E+12","5400000","zwsnqmywlbwb","Galvanize Data Science Immersive Info Session (4.13)","upcoming","1.50302E+12","1.48996E+12","-25200000","0","1","23866922","Galvanize","47.5991745","-122.3336639","FALSE","111 S. Jackson St.","Seattle","us","USA","","WA","1.43266E+12","Seattle Data Science","18626905","open","47.59999847","-122.3300018","Seattle-Data-Science","Data Scientists","https://www.meetup.com/Seattle-Data-Science/events/zwsnqmywlbwb/","<p><b><a href=""https://www.eventbrite.com/e/galvanize-data-science-immersive-info-session-seattle-tickets-29895797134?aff=DS"">IMPORTANT: RSVP to this info session by clicking HERE. Meetup RSVP will not be counted.</a></b></p> <p><br/>Join us and Galvanize staff for a Data Science Immersive Info Session to learn more about our 12-week immersive data science training program in Seattle, Washington!</p> <p>This program is for people who are serious about becoming data scientists. Over the course of 12 weeks, you'll learn the tools, techniques, and fundamental concepts you need to know to make an impact as a data scientist. You'll work through messy, real-world, data sets to gain experience across the data science stack: data munging, exploration, modeling, validation, visualization, and communication. Our unique setting in the Galvanize community of startups and tech companies is the perfect place to learn and expand your network!</p> <p><b>Agenda</b></p> <p>6:30 - 7:15 PM : Course Overview, Admissions Process,","public",""
"1.49239E+12","10800000","xrxzwmywlbdc","Weekly Coding Club @ Galvanize","upcoming","1.50345E+12","1.49239E+12","-25200000","0","1","23866922","Galvanize","47.5991745","-122.3336639","FALSE","111 S. Jackson St.","Seattle","us","USA","","WA","1.43266E+12","Seattle Data Science","18626905","open","47.59999847","-122.3300018","Seattle-Data-Science","Data Scientists","https://www.meetup.com/Seattle-Data-Science/events/xrxzwmywlbdc/","<p>*** Have trouble getting in? Email Lee at lee.ngo@galvanize.com ***</p> <p>Every Tuesday night, come down to Galvanize for an always informal gathering of aspiring coders and data scientists, potential mentors, and just people looking for their developer community. This event is intentionally unstructured, though every so often there might be a special guest or fun activity, all driven by the community's interest. </p> <p><img src=""https://a248.e.akamai.net/secure.meetupstatic.com/photos/event/a/e/4/9/600_457964617.jpeg"" /></p> <p><i>Possible Coding Club activities could include:</i></p> <p>• Preparation for your coding exam or project</p> <p>• Meeting a possible mentor in the community</p> <p>• Roundtable conversations about code, education, and community</p> <p>• Games of any kind (table top, computer, cards, etc.)</p> <p>• Pair programming exercises</p> <p>• Whatever you think we should do!</p> <p>We may be deliberate with our activities at any given night, but you have the option to disengage as long","public",""
"1.49239E+12","10800000","xrxzwmywlbmc","Weekly Coding Club @ Galvanize","upcoming","1.50405E+12","1.49239E+12","-25200000","0","1","23866922","Galvanize","47.5991745","-122.3336639","FALSE","111 S. Jackson St.","Seattle","us","USA","","WA","1.43266E+12","Seattle Data Science","18626905","open","47.59999847","-122.3300018","Seattle-Data-Science","Data Scientists","https://www.meetup.com/Seattle-Data-Science/events/xrxzwmywlbmc/","<p>*** Have trouble getting in? Email Lee at lee.ngo@galvanize.com ***</p> <p>Every Tuesday night, come down to Galvanize for an always informal gathering of aspiring coders and data scientists, potential mentors, and just people looking for their developer community. This event is intentionally unstructured, though every so often there might be a special guest or fun activity, all driven by the community's interest. </p> <p><img src=""https://a248.e.akamai.net/secure.meetupstatic.com/photos/event/a/e/4/9/600_457964617.jpeg"" /></p> <p><i>Possible Coding Club activities could include:</i></p> <p>• Preparation for your coding exam or project</p> <p>• Meeting a possible mentor in the community</p> <p>• Roundtable conversations about code, education, and community</p> <p>• Games of any kind (table top, computer, cards, etc.)</p> <p>• Pair programming exercises</p> <p>• Whatever you think we should do!</p> <p>We may be deliberate with our activities at any given night, but you have the option to disengage as long","public",""
"1.49239E+12","10800000","xrxzwmywmbhb","Weekly Coding Club @ Galvanize","upcoming","1.50466E+12","1.49239E+12","-25200000","0","1","23866922","Galvanize","47.5991745","-122.3336639","FALSE","111 S. Jackson St.","Seattle","us","USA","","WA","1.43266E+12","Seattle Data Science","18626905","open","47.59999847","-122.3300018","Seattle-Data-Science","Data Scientists","https://www.meetup.com/Seattle-Data-Science/events/xrxzwmywmbhb/","<p>*** Have trouble getting in? Email Lee at lee.ngo@galvanize.com ***</p> <p>Every Tuesday night, come down to Galvanize for an always informal gathering of aspiring coders and data scientists, potential mentors, and just people looking for their developer community. This event is intentionally unstructured, though every so often there might be a special guest or fun activity, all driven by the community's interest. </p> <p><img src=""https://a248.e.akamai.net/secure.meetupstatic.com/photos/event/a/e/4/9/600_457964617.jpeg"" /></p> <p><i>Possible Coding Club activities could include:</i></p> <p>• Preparation for your coding exam or project</p> <p>• Meeting a possible mentor in the community</p> <p>• Roundtable conversations about code, education, and community</p> <p>• Games of any kind (table top, computer, cards, etc.)</p> <p>• Pair programming exercises</p> <p>• Whatever you think we should do!</p> <p>We may be deliberate with our activities at any given night, but you have the option to disengage as long","public",""
