transaction_date,stock_date,product_id,variable,value
1998-02-20 00:00:00.000,1998-02-16 00:00:00.000,882,store_id,19
1998-06-08 00:00:00.000,1998-06-06 00:00:00.000,971,store_id,15
1998-01-03 00:00:00.000,1997-12-27 00:00:00.000,1410,store_id,7
1998-08-29 00:00:00.000,1998-08-25 00:00:00.000,169,store_id,10
1997-05-19 00:00:00.000,1997-05-13 00:00:00.000,167,store_id,15
1998-07-30 00:00:00.000,1998-07-24 00:00:00.000,502,store_id,17
1998-02-17 00:00:00.000,1998-02-14 00:00:00.000,946,store_id,13
1998-12-23 00:00:00.000,1998-12-18 00:00:00.000,1196,store_id,9
1997-11-07 00:00:00.000,1997-10-31 00:00:00.000,1557,store_id,6
1998-04-03 00:00:00.000,1998-03-31 00:00:00.000,1532,store_id,7
1997-01-21 00:00:00.000,1997-01-18 00:00:00.000,508,store_id,16
1997-12-21 00:00:00.000,1997-12-18 00:00:00.000,802,store_id,3
1998-10-30 00:00:00.000,1998-10-25 00:00:00.000,727,store_id,6
1997-03-15 00:00:00.000,1997-03-11 00:00:00.000,315,store_id,15
1997-03-14 00:00:00.000,1997-03-13 00:00:00.000,986,store_id,15
1997-11-18 00:00:00.000,1997-11-11 00:00:00.000,452,store_id,13
1997-04-08 00:00:00.000,1997-04-03 00:00:00.000,426,store_id,2
1998-06-18 00:00:00.000,1998-06-14 00:00:00.000,147,store_id,13
1997-06-03 00:00:00.000,1997-05-29 00:00:00.000,475,store_id,13
1998-12-30 00:00:00.000,1998-12-27 00:00:00.000,318,store_id,11
1997-07-02 00:00:00.000,1997-07-01 00:00:00.000,1060,store_id,17
1997-10-06 00:00:00.000,1997-09-29 00:00:00.000,456,store_id,17
1998-04-17 00:00:00.000,1998-04-16 00:00:00.000,1262,store_id,15
1998-08-25 00:00:00.000,1998-08-19 00:00:00.000,1257,store_id,17
1998-07-19 00:00:00.000,1998-07-15 00:00:00.000,1268,store_id,18
1998-07-03 00:00:00.000,1998-06-26 00:00:00.000,791,store_id,8
1998-05-17 00:00:00.000,1998-05-16 00:00:00.000,843,store_id,8
1998-11-13 00:00:00.000,1998-11-10 00:00:00.000,302,store_id,17
1998-03-19 00:00:00.000,1998-03-13 00:00:00.000,1215,store_id,20
1998-06-29 00:00:00.000,1998-06-28 00:00:00.000,1403,store_id,17
1998-09-05 00:00:00.000,1998-09-03 00:00:00.000,861,store_id,13
1997-07-29 00:00:00.000,1997-07-28 00:00:00.000,1232,store_id,11
1998-06-29 00:00:00.000,1998-06-28 00:00:00.000,356,store_id,12
1997-01-05 00:00:00.000,1996-12-29 00:00:00.000,207,store_id,15
1998-04-27 00:00:00.000,1998-04-24 00:00:00.000,179,store_id,19
1997-03-10 00:00:00.000,1997-03-06 00:00:00.000,495,store_id,16
1998-11-22 00:00:00.000,1998-11-18 00:00:00.000,495,store_id,4
1998-06-14 00:00:00.000,1998-06-07 00:00:00.000,1373,store_id,24
1998-12-03 00:00:00.000,1998-11-27 00:00:00.000,1254,store_id,8
1997-08-12 00:00:00.000,1997-08-05 00:00:00.000,850,store_id,15
1998-08-05 00:00:00.000,1998-07-29 00:00:00.000,540,store_id,17
1998-10-11 00:00:00.000,1998-10-05 00:00:00.000,1428,store_id,21
1997-03-15 00:00:00.000,1997-03-13 00:00:00.000,466,store_id,3
1998-11-02 00:00:00.000,1998-11-01 00:00:00.000,273,store_id,17
1997-07-14 00:00:00.000,1997-07-09 00:00:00.000,5,store_id,11
1997-03-20 00:00:00.000,1997-03-19 00:00:00.000,1403,store_id,6
1998-08-12 00:00:00.000,1998-08-05 00:00:00.000,1529,store_id,3
1998-06-16 00:00:00.000,1998-06-11 00:00:00.000,822,store_id,13
1998-04-26 00:00:00.000,1998-04-25 00:00:00.000,583,store_id,10
1998-01-18 00:00:00.000,1998-01-14 00:00:00.000,713,quantity,4
1998-09-22 00:00:00.000,1998-09-20 00:00:00.000,1492,quantity,3
1997-08-30 00:00:00.000,1997-08-26 00:00:00.000,12,quantity,3
1998-08-16 00:00:00.000,1998-08-09 00:00:00.000,246,quantity,4
1998-04-19 00:00:00.000,1998-04-12 00:00:00.000,1297,quantity,2
1998-03-09 00:00:00.000,1998-03-06 00:00:00.000,200,quantity,4
1998-03-27 00:00:00.000,1998-03-22 00:00:00.000,1446,quantity,3
1997-10-22 00:00:00.000,1997-10-17 00:00:00.000,445,quantity,2
1998-08-26 00:00:00.000,1998-08-21 00:00:00.000,767,quantity,2
1998-09-10 00:00:00.000,1998-09-04 00:00:00.000,1530,quantity,2
1997-08-23 00:00:00.000,1997-08-22 00:00:00.000,1068,quantity,3
1998-01-06 00:00:00.000,1998-01-01 00:00:00.000,259,quantity,4
1998-02-20 00:00:00.000,1998-02-17 00:00:00.000,1386,quantity,2
1997-04-09 00:00:00.000,1997-04-04 00:00:00.000,1288,quantity,4
1998-02-22 00:00:00.000,1998-02-20 00:00:00.000,265,quantity,3
1998-11-16 00:00:00.000,1998-11-14 00:00:00.000,1338,quantity,3
1998-02-27 00:00:00.000,1998-02-25 00:00:00.000,219,quantity,3
1998-08-03 00:00:00.000,1998-07-29 00:00:00.000,1241,quantity,4
1997-05-18 00:00:00.000,1997-05-15 00:00:00.000,201,quantity,3
1997-02-12 00:00:00.000,1997-02-05 00:00:00.000,1063,quantity,3
1997-06-11 00:00:00.000,1997-06-06 00:00:00.000,480,quantity,5
1998-04-16 00:00:00.000,1998-04-09 00:00:00.000,771,quantity,3
1998-03-21 00:00:00.000,1998-03-17 00:00:00.000,210,quantity,4
1998-10-15 00:00:00.000,1998-10-09 00:00:00.000,1254,quantity,3
1998-05-07 00:00:00.000,1998-05-04 00:00:00.000,1295,quantity,3
1997-07-27 00:00:00.000,1997-07-22 00:00:00.000,822,quantity,4
1997-07-12 00:00:00.000,1997-07-05 00:00:00.000,41,quantity,2
1998-12-17 00:00:00.000,1998-12-13 00:00:00.000,650,quantity,2
1998-04-17 00:00:00.000,1998-04-11 00:00:00.000,1344,quantity,3
1998-02-07 00:00:00.000,1998-02-01 00:00:00.000,897,quantity,4
1997-11-11 00:00:00.000,1997-11-10 00:00:00.000,31,quantity,2
1998-10-28 00:00:00.000,1998-10-22 00:00:00.000,272,quantity,4
1998-04-11 00:00:00.000,1998-04-07 00:00:00.000,685,quantity,3
1998-01-02 00:00:00.000,1997-12-30 00:00:00.000,1395,quantity,3
1998-01-30 00:00:00.000,1998-01-29 00:00:00.000,1258,quantity,4
1998-07-26 00:00:00.000,1998-07-24 00:00:00.000,1456,quantity,4
1997-09-23 00:00:00.000,1997-09-18 00:00:00.000,85,quantity,2
1998-01-05 00:00:00.000,1997-12-30 00:00:00.000,1451,quantity,2
1997-08-15 00:00:00.000,1997-08-11 00:00:00.000,710,quantity,3
1998-10-29 00:00:00.000,1998-10-24 00:00:00.000,1335,quantity,3
1997-09-08 00:00:00.000,1997-09-04 00:00:00.000,568,quantity,2
1997-03-21 00:00:00.000,1997-03-20 00:00:00.000,1370,quantity,3
1998-12-16 00:00:00.000,1998-12-12 00:00:00.000,1548,quantity,3
1998-02-07 00:00:00.000,1998-02-04 00:00:00.000,776,quantity,4
1997-05-05 00:00:00.000,1997-04-28 00:00:00.000,1287,quantity,3
1998-09-05 00:00:00.000,1998-09-02 00:00:00.000,309,quantity,3
1997-07-27 00:00:00.000,1997-07-24 00:00:00.000,1526,quantity,4
1998-10-04 00:00:00.000,1998-09-27 00:00:00.000,1287,quantity,5
1998-12-21 00:00:00.000,1998-12-15 00:00:00.000,53,quantity,3
1998-12-12 00:00:00.000,1998-12-08 00:00:00.000,1012,quantity,2
1998-10-11 00:00:00.000,1998-10-07 00:00:00.000,1407,quantity,3
1998-02-20 00:00:00.000,1998-02-16 00:00:00.000,882,quantity,2
1998-06-08 00:00:00.000,1998-06-06 00:00:00.000,971,quantity,3
1998-01-03 00:00:00.000,1997-12-27 00:00:00.000,1410,quantity,2
1998-08-29 00:00:00.000,1998-08-25 00:00:00.000,169,quantity,2
1997-05-19 00:00:00.000,1997-05-13 00:00:00.000,167,quantity,5
1998-07-30 00:00:00.000,1998-07-24 00:00:00.000,502,quantity,4
1998-02-17 00:00:00.000,1998-02-14 00:00:00.000,946,quantity,5
1998-12-23 00:00:00.000,1998-12-18 00:00:00.000,1196,quantity,2
1997-11-07 00:00:00.000,1997-10-31 00:00:00.000,1557,quantity,4
1998-04-03 00:00:00.000,1998-03-31 00:00:00.000,1532,quantity,5
1997-01-21 00:00:00.000,1997-01-18 00:00:00.000,508,quantity,4
1997-12-21 00:00:00.000,1997-12-18 00:00:00.000,802,quantity,3
1998-10-30 00:00:00.000,1998-10-25 00:00:00.000,727,quantity,3
1997-03-15 00:00:00.000,1997-03-11 00:00:00.000,315,quantity,3
1997-03-14 00:00:00.000,1997-03-13 00:00:00.000,986,quantity,3
1997-11-18 00:00:00.000,1997-11-11 00:00:00.000,452,quantity,2
1997-04-08 00:00:00.000,1997-04-03 00:00:00.000,426,quantity,1
1998-06-18 00:00:00.000,1998-06-14 00:00:00.000,147,quantity,3
1997-06-03 00:00:00.000,1997-05-29 00:00:00.000,475,quantity,3
1998-12-30 00:00:00.000,1998-12-27 00:00:00.000,318,quantity,3
1997-07-02 00:00:00.000,1997-07-01 00:00:00.000,1060,quantity,3
1997-10-06 00:00:00.000,1997-09-29 00:00:00.000,456,quantity,2
1998-04-17 00:00:00.000,1998-04-16 00:00:00.000,1262,quantity,4
1998-08-25 00:00:00.000,1998-08-19 00:00:00.000,1257,quantity,2
1998-07-19 00:00:00.000,1998-07-15 00:00:00.000,1268,quantity,4
1998-07-03 00:00:00.000,1998-06-26 00:00:00.000,791,quantity,4
1998-05-17 00:00:00.000,1998-05-16 00:00:00.000,843,quantity,3
1998-11-13 00:00:00.000,1998-11-10 00:00:00.000,302,quantity,5
1998-03-19 00:00:00.000,1998-03-13 00:00:00.000,1215,quantity,3
1998-06-29 00:00:00.000,1998-06-28 00:00:00.000,1403,quantity,3
1998-09-05 00:00:00.000,1998-09-03 00:00:00.000,861,quantity,2
1997-07-29 00:00:00.000,1997-07-28 00:00:00.000,1232,quantity,3
1998-06-29 00:00:00.000,1998-06-28 00:00:00.000,356,quantity,4
1997-01-05 00:00:00.000,1996-12-29 00:00:00.000,207,quantity,3
1998-04-27 00:00:00.000,1998-04-24 00:00:00.000,179,quantity,3
1997-03-10 00:00:00.000,1997-03-06 00:00:00.000,495,quantity,2
1998-11-22 00:00:00.000,1998-11-18 00:00:00.000,495,quantity,3
1998-06-14 00:00:00.000,1998-06-07 00:00:00.000,1373,quantity,3
1998-12-03 00:00:00.000,1998-11-27 00:00:00.000,1254,quantity,2
1997-08-12 00:00:00.000,1997-08-05 00:00:00.000,850,quantity,3
1998-08-05 00:00:00.000,1998-07-29 00:00:00.000,540,quantity,3
1998-10-11 00:00:00.000,1998-10-05 00:00:00.000,1428,quantity,5
1997-03-15 00:00:00.000,1997-03-13 00:00:00.000,466,quantity,3
1998-11-02 00:00:00.000,1998-11-01 00:00:00.000,273,quantity,3
1997-07-14 00:00:00.000,1997-07-09 00:00:00.000,5,quantity,3
1997-03-20 00:00:00.000,1997-03-19 00:00:00.000,1403,quantity,4
1998-08-12 00:00:00.000,1998-08-05 00:00:00.000,1529,quantity,5
1998-06-16 00:00:00.000,1998-06-11 00:00:00.000,822,quantity,4
1998-04-26 00:00:00.000,1998-04-25 00:00:00.000,583,quantity,3
