Date,Year,Quarter Number,Quarter,Month Number,Month,Week Day Number,Week Day,Year Month Number,Year Month,Year Quarter Number,Year Quarter,Days from Today,Week Starting Sunday,Week Starting Monday,IS WORKING DAY
2016-07-24 00:00:00.000,2016,3,"Q3",7,"July",1,"Sunday",201607,"July 2016",201603,"Q3-2016",-2210,2016-07-24 00:00:00.000,2016-07-18 00:00:00.000,0
2016-07-25 00:00:00.000,2016,3,"Q3",7,"July",2,"Monday",201607,"July 2016",201603,"Q3-2016",-2209,2016-07-24 00:00:00.000,2016-07-25 00:00:00.000,1
2016-07-26 00:00:00.000,2016,3,"Q3",7,"July",3,"Tuesday",201607,"July 2016",201603,"Q3-2016",-2208,2016-07-24 00:00:00.000,2016-07-25 00:00:00.000,1
2016-07-27 00:00:00.000,2016,3,"Q3",7,"July",4,"Wednesday",201607,"July 2016",201603,"Q3-2016",-2207,2016-07-24 00:00:00.000,2016-07-25 00:00:00.000,1
2016-07-28 00:00:00.000,2016,3,"Q3",7,"July",5,"Thursday",201607,"July 2016",201603,"Q3-2016",-2206,2016-07-24 00:00:00.000,2016-07-25 00:00:00.000,1
2016-07-29 00:00:00.000,2016,3,"Q3",7,"July",6,"Friday",201607,"July 2016",201603,"Q3-2016",-2205,2016-07-24 00:00:00.000,2016-07-25 00:00:00.000,1
2016-07-30 00:00:00.000,2016,3,"Q3",7,"July",7,"Saturday",201607,"July 2016",201603,"Q3-2016",-2204,2016-07-24 00:00:00.000,2016-07-25 00:00:00.000,0
2016-07-31 00:00:00.000,2016,3,"Q3",7,"July",1,"Sunday",201607,"July 2016",201603,"Q3-2016",-2203,2016-07-31 00:00:00.000,2016-07-25 00:00:00.000,0
2016-08-01 00:00:00.000,2016,3,"Q3",8,"August",2,"Monday",201608,"August 2016",201603,"Q3-2016",-2202,2016-07-31 00:00:00.000,2016-08-01 00:00:00.000,1
2016-08-02 00:00:00.000,2016,3,"Q3",8,"August",3,"Tuesday",201608,"August 2016",201603,"Q3-2016",-2201,2016-07-31 00:00:00.000,2016-08-01 00:00:00.000,1
2016-08-03 00:00:00.000,2016,3,"Q3",8,"August",4,"Wednesday",201608,"August 2016",201603,"Q3-2016",-2200,2016-07-31 00:00:00.000,2016-08-01 00:00:00.000,1
2016-08-04 00:00:00.000,2016,3,"Q3",8,"August",5,"Thursday",201608,"August 2016",201603,"Q3-2016",-2199,2016-07-31 00:00:00.000,2016-08-01 00:00:00.000,1
2016-08-05 00:00:00.000,2016,3,"Q3",8,"August",6,"Friday",201608,"August 2016",201603,"Q3-2016",-2198,2016-07-31 00:00:00.000,2016-08-01 00:00:00.000,1
2016-08-06 00:00:00.000,2016,3,"Q3",8,"August",7,"Saturday",201608,"August 2016",201603,"Q3-2016",-2197,2016-07-31 00:00:00.000,2016-08-01 00:00:00.000,0
2016-08-07 00:00:00.000,2016,3,"Q3",8,"August",1,"Sunday",201608,"August 2016",201603,"Q3-2016",-2196,2016-08-07 00:00:00.000,2016-08-01 00:00:00.000,0
2016-08-08 00:00:00.000,2016,3,"Q3",8,"August",2,"Monday",201608,"August 2016",201603,"Q3-2016",-2195,2016-08-07 00:00:00.000,2016-08-08 00:00:00.000,1
2016-08-09 00:00:00.000,2016,3,"Q3",8,"August",3,"Tuesday",201608,"August 2016",201603,"Q3-2016",-2194,2016-08-07 00:00:00.000,2016-08-08 00:00:00.000,1
2016-08-10 00:00:00.000,2016,3,"Q3",8,"August",4,"Wednesday",201608,"August 2016",201603,"Q3-2016",-2193,2016-08-07 00:00:00.000,2016-08-08 00:00:00.000,1
2016-08-11 00:00:00.000,2016,3,"Q3",8,"August",5,"Thursday",201608,"August 2016",201603,"Q3-2016",-2192,2016-08-07 00:00:00.000,2016-08-08 00:00:00.000,1
2016-08-12 00:00:00.000,2016,3,"Q3",8,"August",6,"Friday",201608,"August 2016",201603,"Q3-2016",-2191,2016-08-07 00:00:00.000,2016-08-08 00:00:00.000,1
2016-08-13 00:00:00.000,2016,3,"Q3",8,"August",7,"Saturday",201608,"August 2016",201603,"Q3-2016",-2190,2016-08-07 00:00:00.000,2016-08-08 00:00:00.000,0
2016-08-14 00:00:00.000,2016,3,"Q3",8,"August",1,"Sunday",201608,"August 2016",201603,"Q3-2016",-2189,2016-08-14 00:00:00.000,2016-08-08 00:00:00.000,0
2016-08-15 00:00:00.000,2016,3,"Q3",8,"August",2,"Monday",201608,"August 2016",201603,"Q3-2016",-2188,2016-08-14 00:00:00.000,2016-08-15 00:00:00.000,1
2016-08-16 00:00:00.000,2016,3,"Q3",8,"August",3,"Tuesday",201608,"August 2016",201603,"Q3-2016",-2187,2016-08-14 00:00:00.000,2016-08-15 00:00:00.000,1
2016-08-17 00:00:00.000,2016,3,"Q3",8,"August",4,"Wednesday",201608,"August 2016",201603,"Q3-2016",-2186,2016-08-14 00:00:00.000,2016-08-15 00:00:00.000,1
2016-08-18 00:00:00.000,2016,3,"Q3",8,"August",5,"Thursday",201608,"August 2016",201603,"Q3-2016",-2185,2016-08-14 00:00:00.000,2016-08-15 00:00:00.000,1
2016-08-19 00:00:00.000,2016,3,"Q3",8,"August",6,"Friday",201608,"August 2016",201603,"Q3-2016",-2184,2016-08-14 00:00:00.000,2016-08-15 00:00:00.000,1
2016-08-20 00:00:00.000,2016,3,"Q3",8,"August",7,"Saturday",201608,"August 2016",201603,"Q3-2016",-2183,2016-08-14 00:00:00.000,2016-08-15 00:00:00.000,0
2016-08-21 00:00:00.000,2016,3,"Q3",8,"August",1,"Sunday",201608,"August 2016",201603,"Q3-2016",-2182,2016-08-21 00:00:00.000,2016-08-15 00:00:00.000,0
2016-08-22 00:00:00.000,2016,3,"Q3",8,"August",2,"Monday",201608,"August 2016",201603,"Q3-2016",-2181,2016-08-21 00:00:00.000,2016-08-22 00:00:00.000,1
2016-08-23 00:00:00.000,2016,3,"Q3",8,"August",3,"Tuesday",201608,"August 2016",201603,"Q3-2016",-2180,2016-08-21 00:00:00.000,2016-08-22 00:00:00.000,1
2016-08-24 00:00:00.000,2016,3,"Q3",8,"August",4,"Wednesday",201608,"August 2016",201603,"Q3-2016",-2179,2016-08-21 00:00:00.000,2016-08-22 00:00:00.000,1
2016-08-25 00:00:00.000,2016,3,"Q3",8,"August",5,"Thursday",201608,"August 2016",201603,"Q3-2016",-2178,2016-08-21 00:00:00.000,2016-08-22 00:00:00.000,1
2016-08-26 00:00:00.000,2016,3,"Q3",8,"August",6,"Friday",201608,"August 2016",201603,"Q3-2016",-2177,2016-08-21 00:00:00.000,2016-08-22 00:00:00.000,1
2016-08-27 00:00:00.000,2016,3,"Q3",8,"August",7,"Saturday",201608,"August 2016",201603,"Q3-2016",-2176,2016-08-21 00:00:00.000,2016-08-22 00:00:00.000,0
2016-08-28 00:00:00.000,2016,3,"Q3",8,"August",1,"Sunday",201608,"August 2016",201603,"Q3-2016",-2175,2016-08-28 00:00:00.000,2016-08-22 00:00:00.000,0
2016-08-29 00:00:00.000,2016,3,"Q3",8,"August",2,"Monday",201608,"August 2016",201603,"Q3-2016",-2174,2016-08-28 00:00:00.000,2016-08-29 00:00:00.000,1
2016-08-30 00:00:00.000,2016,3,"Q3",8,"August",3,"Tuesday",201608,"August 2016",201603,"Q3-2016",-2173,2016-08-28 00:00:00.000,2016-08-29 00:00:00.000,1
2016-08-31 00:00:00.000,2016,3,"Q3",8,"August",4,"Wednesday",201608,"August 2016",201603,"Q3-2016",-2172,2016-08-28 00:00:00.000,2016-08-29 00:00:00.000,1
2016-09-01 00:00:00.000,2016,3,"Q3",9,"September",5,"Thursday",201609,"September 2016",201603,"Q3-2016",-2171,2016-08-28 00:00:00.000,2016-08-29 00:00:00.000,1
2016-09-02 00:00:00.000,2016,3,"Q3",9,"September",6,"Friday",201609,"September 2016",201603,"Q3-2016",-2170,2016-08-28 00:00:00.000,2016-08-29 00:00:00.000,1
2016-09-03 00:00:00.000,2016,3,"Q3",9,"September",7,"Saturday",201609,"September 2016",201603,"Q3-2016",-2169,2016-08-28 00:00:00.000,2016-08-29 00:00:00.000,0
2016-09-04 00:00:00.000,2016,3,"Q3",9,"September",1,"Sunday",201609,"September 2016",201603,"Q3-2016",-2168,2016-09-04 00:00:00.000,2016-08-29 00:00:00.000,0
2016-09-05 00:00:00.000,2016,3,"Q3",9,"September",2,"Monday",201609,"September 2016",201603,"Q3-2016",-2167,2016-09-04 00:00:00.000,2016-09-05 00:00:00.000,1
2016-09-06 00:00:00.000,2016,3,"Q3",9,"September",3,"Tuesday",201609,"September 2016",201603,"Q3-2016",-2166,2016-09-04 00:00:00.000,2016-09-05 00:00:00.000,1
2016-09-07 00:00:00.000,2016,3,"Q3",9,"September",4,"Wednesday",201609,"September 2016",201603,"Q3-2016",-2165,2016-09-04 00:00:00.000,2016-09-05 00:00:00.000,1
2016-09-08 00:00:00.000,2016,3,"Q3",9,"September",5,"Thursday",201609,"September 2016",201603,"Q3-2016",-2164,2016-09-04 00:00:00.000,2016-09-05 00:00:00.000,1
2016-09-09 00:00:00.000,2016,3,"Q3",9,"September",6,"Friday",201609,"September 2016",201603,"Q3-2016",-2163,2016-09-04 00:00:00.000,2016-09-05 00:00:00.000,1
2016-09-10 00:00:00.000,2016,3,"Q3",9,"September",7,"Saturday",201609,"September 2016",201603,"Q3-2016",-2162,2016-09-04 00:00:00.000,2016-09-05 00:00:00.000,0
2016-09-11 00:00:00.000,2016,3,"Q3",9,"September",1,"Sunday",201609,"September 2016",201603,"Q3-2016",-2161,2016-09-11 00:00:00.000,2016-09-05 00:00:00.000,0
2016-09-12 00:00:00.000,2016,3,"Q3",9,"September",2,"Monday",201609,"September 2016",201603,"Q3-2016",-2160,2016-09-11 00:00:00.000,2016-09-12 00:00:00.000,1
2016-09-13 00:00:00.000,2016,3,"Q3",9,"September",3,"Tuesday",201609,"September 2016",201603,"Q3-2016",-2159,2016-09-11 00:00:00.000,2016-09-12 00:00:00.000,1
2016-09-14 00:00:00.000,2016,3,"Q3",9,"September",4,"Wednesday",201609,"September 2016",201603,"Q3-2016",-2158,2016-09-11 00:00:00.000,2016-09-12 00:00:00.000,1
2016-09-15 00:00:00.000,2016,3,"Q3",9,"September",5,"Thursday",201609,"September 2016",201603,"Q3-2016",-2157,2016-09-11 00:00:00.000,2016-09-12 00:00:00.000,1
2016-09-16 00:00:00.000,2016,3,"Q3",9,"September",6,"Friday",201609,"September 2016",201603,"Q3-2016",-2156,2016-09-11 00:00:00.000,2016-09-12 00:00:00.000,1
2016-09-17 00:00:00.000,2016,3,"Q3",9,"September",7,"Saturday",201609,"September 2016",201603,"Q3-2016",-2155,2016-09-11 00:00:00.000,2016-09-12 00:00:00.000,0
2016-09-18 00:00:00.000,2016,3,"Q3",9,"September",1,"Sunday",201609,"September 2016",201603,"Q3-2016",-2154,2016-09-18 00:00:00.000,2016-09-12 00:00:00.000,0
2016-09-19 00:00:00.000,2016,3,"Q3",9,"September",2,"Monday",201609,"September 2016",201603,"Q3-2016",-2153,2016-09-18 00:00:00.000,2016-09-19 00:00:00.000,1
2016-09-20 00:00:00.000,2016,3,"Q3",9,"September",3,"Tuesday",201609,"September 2016",201603,"Q3-2016",-2152,2016-09-18 00:00:00.000,2016-09-19 00:00:00.000,1
2016-09-21 00:00:00.000,2016,3,"Q3",9,"September",4,"Wednesday",201609,"September 2016",201603,"Q3-2016",-2151,2016-09-18 00:00:00.000,2016-09-19 00:00:00.000,1
2016-09-22 00:00:00.000,2016,3,"Q3",9,"September",5,"Thursday",201609,"September 2016",201603,"Q3-2016",-2150,2016-09-18 00:00:00.000,2016-09-19 00:00:00.000,1
2016-09-23 00:00:00.000,2016,3,"Q3",9,"September",6,"Friday",201609,"September 2016",201603,"Q3-2016",-2149,2016-09-18 00:00:00.000,2016-09-19 00:00:00.000,1
2016-09-24 00:00:00.000,2016,3,"Q3",9,"September",7,"Saturday",201609,"September 2016",201603,"Q3-2016",-2148,2016-09-18 00:00:00.000,2016-09-19 00:00:00.000,0
2016-09-25 00:00:00.000,2016,3,"Q3",9,"September",1,"Sunday",201609,"September 2016",201603,"Q3-2016",-2147,2016-09-25 00:00:00.000,2016-09-19 00:00:00.000,0
2016-09-26 00:00:00.000,2016,3,"Q3",9,"September",2,"Monday",201609,"September 2016",201603,"Q3-2016",-2146,2016-09-25 00:00:00.000,2016-09-26 00:00:00.000,1
2016-09-27 00:00:00.000,2016,3,"Q3",9,"September",3,"Tuesday",201609,"September 2016",201603,"Q3-2016",-2145,2016-09-25 00:00:00.000,2016-09-26 00:00:00.000,1
2016-09-28 00:00:00.000,2016,3,"Q3",9,"September",4,"Wednesday",201609,"September 2016",201603,"Q3-2016",-2144,2016-09-25 00:00:00.000,2016-09-26 00:00:00.000,1
2016-09-29 00:00:00.000,2016,3,"Q3",9,"September",5,"Thursday",201609,"September 2016",201603,"Q3-2016",-2143,2016-09-25 00:00:00.000,2016-09-26 00:00:00.000,1
2016-09-30 00:00:00.000,2016,3,"Q3",9,"September",6,"Friday",201609,"September 2016",201603,"Q3-2016",-2142,2016-09-25 00:00:00.000,2016-09-26 00:00:00.000,1
2016-01-01 00:00:00.000,2016,1,"Q1",1,"January",6,"Friday",201601,"January 2016",201601,"Q1-2016",-2415,2015-12-27 00:00:00.000,2015-12-28 00:00:00.000,1
2016-01-02 00:00:00.000,2016,1,"Q1",1,"January",7,"Saturday",201601,"January 2016",201601,"Q1-2016",-2414,2015-12-27 00:00:00.000,2015-12-28 00:00:00.000,0
2016-01-03 00:00:00.000,2016,1,"Q1",1,"January",1,"Sunday",201601,"January 2016",201601,"Q1-2016",-2413,2016-01-03 00:00:00.000,2015-12-28 00:00:00.000,0
2016-01-04 00:00:00.000,2016,1,"Q1",1,"January",2,"Monday",201601,"January 2016",201601,"Q1-2016",-2412,2016-01-03 00:00:00.000,2016-01-04 00:00:00.000,1
2016-01-05 00:00:00.000,2016,1,"Q1",1,"January",3,"Tuesday",201601,"January 2016",201601,"Q1-2016",-2411,2016-01-03 00:00:00.000,2016-01-04 00:00:00.000,1
2016-01-06 00:00:00.000,2016,1,"Q1",1,"January",4,"Wednesday",201601,"January 2016",201601,"Q1-2016",-2410,2016-01-03 00:00:00.000,2016-01-04 00:00:00.000,1
2016-01-07 00:00:00.000,2016,1,"Q1",1,"January",5,"Thursday",201601,"January 2016",201601,"Q1-2016",-2409,2016-01-03 00:00:00.000,2016-01-04 00:00:00.000,1
2016-01-08 00:00:00.000,2016,1,"Q1",1,"January",6,"Friday",201601,"January 2016",201601,"Q1-2016",-2408,2016-01-03 00:00:00.000,2016-01-04 00:00:00.000,1
2016-01-09 00:00:00.000,2016,1,"Q1",1,"January",7,"Saturday",201601,"January 2016",201601,"Q1-2016",-2407,2016-01-03 00:00:00.000,2016-01-04 00:00:00.000,0
2016-01-10 00:00:00.000,2016,1,"Q1",1,"January",1,"Sunday",201601,"January 2016",201601,"Q1-2016",-2406,2016-01-10 00:00:00.000,2016-01-04 00:00:00.000,0
2016-01-11 00:00:00.000,2016,1,"Q1",1,"January",2,"Monday",201601,"January 2016",201601,"Q1-2016",-2405,2016-01-10 00:00:00.000,2016-01-11 00:00:00.000,1
2016-01-12 00:00:00.000,2016,1,"Q1",1,"January",3,"Tuesday",201601,"January 2016",201601,"Q1-2016",-2404,2016-01-10 00:00:00.000,2016-01-11 00:00:00.000,1
2016-01-13 00:00:00.000,2016,1,"Q1",1,"January",4,"Wednesday",201601,"January 2016",201601,"Q1-2016",-2403,2016-01-10 00:00:00.000,2016-01-11 00:00:00.000,1
2016-01-14 00:00:00.000,2016,1,"Q1",1,"January",5,"Thursday",201601,"January 2016",201601,"Q1-2016",-2402,2016-01-10 00:00:00.000,2016-01-11 00:00:00.000,1
2016-01-15 00:00:00.000,2016,1,"Q1",1,"January",6,"Friday",201601,"January 2016",201601,"Q1-2016",-2401,2016-01-10 00:00:00.000,2016-01-11 00:00:00.000,1
2016-01-16 00:00:00.000,2016,1,"Q1",1,"January",7,"Saturday",201601,"January 2016",201601,"Q1-2016",-2400,2016-01-10 00:00:00.000,2016-01-11 00:00:00.000,0
2016-01-17 00:00:00.000,2016,1,"Q1",1,"January",1,"Sunday",201601,"January 2016",201601,"Q1-2016",-2399,2016-01-17 00:00:00.000,2016-01-11 00:00:00.000,0
2016-01-18 00:00:00.000,2016,1,"Q1",1,"January",2,"Monday",201601,"January 2016",201601,"Q1-2016",-2398,2016-01-17 00:00:00.000,2016-01-18 00:00:00.000,1
2016-01-19 00:00:00.000,2016,1,"Q1",1,"January",3,"Tuesday",201601,"January 2016",201601,"Q1-2016",-2397,2016-01-17 00:00:00.000,2016-01-18 00:00:00.000,1
2016-01-20 00:00:00.000,2016,1,"Q1",1,"January",4,"Wednesday",201601,"January 2016",201601,"Q1-2016",-2396,2016-01-17 00:00:00.000,2016-01-18 00:00:00.000,1
2016-01-21 00:00:00.000,2016,1,"Q1",1,"January",5,"Thursday",201601,"January 2016",201601,"Q1-2016",-2395,2016-01-17 00:00:00.000,2016-01-18 00:00:00.000,1
2016-01-22 00:00:00.000,2016,1,"Q1",1,"January",6,"Friday",201601,"January 2016",201601,"Q1-2016",-2394,2016-01-17 00:00:00.000,2016-01-18 00:00:00.000,1
2016-01-23 00:00:00.000,2016,1,"Q1",1,"January",7,"Saturday",201601,"January 2016",201601,"Q1-2016",-2393,2016-01-17 00:00:00.000,2016-01-18 00:00:00.000,0
2016-01-24 00:00:00.000,2016,1,"Q1",1,"January",1,"Sunday",201601,"January 2016",201601,"Q1-2016",-2392,2016-01-24 00:00:00.000,2016-01-18 00:00:00.000,0
2016-01-25 00:00:00.000,2016,1,"Q1",1,"January",2,"Monday",201601,"January 2016",201601,"Q1-2016",-2391,2016-01-24 00:00:00.000,2016-01-25 00:00:00.000,1
2016-01-26 00:00:00.000,2016,1,"Q1",1,"January",3,"Tuesday",201601,"January 2016",201601,"Q1-2016",-2390,2016-01-24 00:00:00.000,2016-01-25 00:00:00.000,1
2016-01-27 00:00:00.000,2016,1,"Q1",1,"January",4,"Wednesday",201601,"January 2016",201601,"Q1-2016",-2389,2016-01-24 00:00:00.000,2016-01-25 00:00:00.000,1
2016-01-28 00:00:00.000,2016,1,"Q1",1,"January",5,"Thursday",201601,"January 2016",201601,"Q1-2016",-2388,2016-01-24 00:00:00.000,2016-01-25 00:00:00.000,1
2016-01-29 00:00:00.000,2016,1,"Q1",1,"January",6,"Friday",201601,"January 2016",201601,"Q1-2016",-2387,2016-01-24 00:00:00.000,2016-01-25 00:00:00.000,1
2016-01-30 00:00:00.000,2016,1,"Q1",1,"January",7,"Saturday",201601,"January 2016",201601,"Q1-2016",-2386,2016-01-24 00:00:00.000,2016-01-25 00:00:00.000,0
2016-01-31 00:00:00.000,2016,1,"Q1",1,"January",1,"Sunday",201601,"January 2016",201601,"Q1-2016",-2385,2016-01-31 00:00:00.000,2016-01-25 00:00:00.000,0
2016-02-01 00:00:00.000,2016,1,"Q1",2,"February",2,"Monday",201602,"February 2016",201601,"Q1-2016",-2384,2016-01-31 00:00:00.000,2016-02-01 00:00:00.000,1
2016-02-02 00:00:00.000,2016,1,"Q1",2,"February",3,"Tuesday",201602,"February 2016",201601,"Q1-2016",-2383,2016-01-31 00:00:00.000,2016-02-01 00:00:00.000,1
2016-02-03 00:00:00.000,2016,1,"Q1",2,"February",4,"Wednesday",201602,"February 2016",201601,"Q1-2016",-2382,2016-01-31 00:00:00.000,2016-02-01 00:00:00.000,1
2016-02-04 00:00:00.000,2016,1,"Q1",2,"February",5,"Thursday",201602,"February 2016",201601,"Q1-2016",-2381,2016-01-31 00:00:00.000,2016-02-01 00:00:00.000,1
2016-02-05 00:00:00.000,2016,1,"Q1",2,"February",6,"Friday",201602,"February 2016",201601,"Q1-2016",-2380,2016-01-31 00:00:00.000,2016-02-01 00:00:00.000,1
2016-02-06 00:00:00.000,2016,1,"Q1",2,"February",7,"Saturday",201602,"February 2016",201601,"Q1-2016",-2379,2016-01-31 00:00:00.000,2016-02-01 00:00:00.000,0
2016-02-07 00:00:00.000,2016,1,"Q1",2,"February",1,"Sunday",201602,"February 2016",201601,"Q1-2016",-2378,2016-02-07 00:00:00.000,2016-02-01 00:00:00.000,0
2016-02-08 00:00:00.000,2016,1,"Q1",2,"February",2,"Monday",201602,"February 2016",201601,"Q1-2016",-2377,2016-02-07 00:00:00.000,2016-02-08 00:00:00.000,1
2016-02-09 00:00:00.000,2016,1,"Q1",2,"February",3,"Tuesday",201602,"February 2016",201601,"Q1-2016",-2376,2016-02-07 00:00:00.000,2016-02-08 00:00:00.000,1
2016-02-10 00:00:00.000,2016,1,"Q1",2,"February",4,"Wednesday",201602,"February 2016",201601,"Q1-2016",-2375,2016-02-07 00:00:00.000,2016-02-08 00:00:00.000,1
2016-02-11 00:00:00.000,2016,1,"Q1",2,"February",5,"Thursday",201602,"February 2016",201601,"Q1-2016",-2374,2016-02-07 00:00:00.000,2016-02-08 00:00:00.000,1
2016-02-12 00:00:00.000,2016,1,"Q1",2,"February",6,"Friday",201602,"February 2016",201601,"Q1-2016",-2373,2016-02-07 00:00:00.000,2016-02-08 00:00:00.000,1
2016-02-13 00:00:00.000,2016,1,"Q1",2,"February",7,"Saturday",201602,"February 2016",201601,"Q1-2016",-2372,2016-02-07 00:00:00.000,2016-02-08 00:00:00.000,0
2016-02-14 00:00:00.000,2016,1,"Q1",2,"February",1,"Sunday",201602,"February 2016",201601,"Q1-2016",-2371,2016-02-14 00:00:00.000,2016-02-08 00:00:00.000,0
2016-02-15 00:00:00.000,2016,1,"Q1",2,"February",2,"Monday",201602,"February 2016",201601,"Q1-2016",-2370,2016-02-14 00:00:00.000,2016-02-15 00:00:00.000,1
2016-02-16 00:00:00.000,2016,1,"Q1",2,"February",3,"Tuesday",201602,"February 2016",201601,"Q1-2016",-2369,2016-02-14 00:00:00.000,2016-02-15 00:00:00.000,1
2016-02-17 00:00:00.000,2016,1,"Q1",2,"February",4,"Wednesday",201602,"February 2016",201601,"Q1-2016",-2368,2016-02-14 00:00:00.000,2016-02-15 00:00:00.000,1
2016-02-18 00:00:00.000,2016,1,"Q1",2,"February",5,"Thursday",201602,"February 2016",201601,"Q1-2016",-2367,2016-02-14 00:00:00.000,2016-02-15 00:00:00.000,1
2016-02-19 00:00:00.000,2016,1,"Q1",2,"February",6,"Friday",201602,"February 2016",201601,"Q1-2016",-2366,2016-02-14 00:00:00.000,2016-02-15 00:00:00.000,1
2016-02-20 00:00:00.000,2016,1,"Q1",2,"February",7,"Saturday",201602,"February 2016",201601,"Q1-2016",-2365,2016-02-14 00:00:00.000,2016-02-15 00:00:00.000,0
2016-02-21 00:00:00.000,2016,1,"Q1",2,"February",1,"Sunday",201602,"February 2016",201601,"Q1-2016",-2364,2016-02-21 00:00:00.000,2016-02-15 00:00:00.000,0
2016-02-22 00:00:00.000,2016,1,"Q1",2,"February",2,"Monday",201602,"February 2016",201601,"Q1-2016",-2363,2016-02-21 00:00:00.000,2016-02-22 00:00:00.000,1
2016-02-23 00:00:00.000,2016,1,"Q1",2,"February",3,"Tuesday",201602,"February 2016",201601,"Q1-2016",-2362,2016-02-21 00:00:00.000,2016-02-22 00:00:00.000,1
