QtyHeldBeforeSale,QtyHeldEoDFlag,CBCycleNo,SellNo,CBBuyToDate,CostBasisImpact,ExchRate1,TotalAmntRpt1,ExchRate2,ExchRate3,TotalAmntRpt2,TotalAmntRpt3,CBBuyToDateRpt1,CBBuyToDateRpt2,CBBuyToDateRpt3,CostBasisImpactRpt1,CostBasisImpactRpt2,CostBasisImpactRpt3,Account,Date,TransType,TransSubType,SymbolName,Qty,Price,Fee,ExchRate,Comment,CostBasisOverride,AccruedInterest,ExchRateRpt1Override,ExchRateRpt2Override,ExchRateRpt3Override,TTR,TotalAmnt,CashImpact,CashBalance,QtyChange,QtyHeld,Symbol,TransID,QHBS,CBI,ExchRate4,ExchRate5,TotalAmntRpt4,TotalAmntRpt5,CBBuyToDateRpt4,CBBuyToDateRpt5,CostBasisImpactRpt4,CostBasisImpactRpt5
5350,0,2,1,411375.14,-411375.14,1.0,420510.0,,,0,0,411375.14,0,0,-411375.14,0,0,Dag,2010-01-04 00:00:00.000,Sell,,BND,5350.0,78.6,,,,,,,,,11,420510.0,420510.0,-1169381.99,-5350.0,0.0,BND,170,5350.0,-411375.14,,,0,0,0,0,0,0
1060,0,7,1,67659.8,-67659.8,1.0,62465.8,,,0,0,67659.8,0,0,-67659.8,0,0,Dag,2008-10-01 00:00:00.000,Sell,,VBR,1060.0,58.93,,,,,,,,,11,62465.8,62465.8,1134286.31,-1060.0,0.0,VBR,153,1060.0,-67659.8,,,0,0,0,0,0,0
0,1,4,0,0.0,91051.0,1.0,91051.0,,,0,0,0.0,0,0,91051.0,0,0,Dag,2012-02-01 00:00:00.000,Buy,,XME,1660.0,54.85,,,,,,,,,2,91051.0,-91051.0,-1663969.05,1660.0,1660.0,XME,228,1660.0,91051.0,,,0,0,0,0,0,0
15890,0,6,1,292254.76,-292254.76,1.0,334643.4,,,0,0,292254.76,0,0,-292254.76,0,0,Dag,2010-02-01 00:00:00.000,Sell,,XLK,15890.0,21.06,,,,,,,,,11,334643.4,334643.4,-650351.57,-15890.0,0.0,XLK,176,15890.0,-292254.76,,,0,0,0,0,0,0
0,1,4,0,0.0,75590.6,1.0,75590.6,,,0,0,0.0,0,0,75590.6,0,0,Dag,2007-11-01 00:00:00.000,Buy,,RSP,1510.0,50.06,,,,,,,,,2,75590.6,-75590.6,-1105097.91,1510.0,1510.0,RSP,99,1510.0,75590.6,,,0,0,0,0,0,0
0,1,3,0,0.0,198847.48,1.0,198847.48,,,0,0,0.0,0,0,198847.48,0,0,Dag,2006-09-01 00:00:00.000,Buy,,RSP,4300.0,46.2436,,,,,,,,,2,198847.48,-198847.48,-743167.25,4300.0,4300.0,RSP,73,4300.0,198847.48,,,0,0,0,0,0,0
0,1,3,0,0.0,695521.57,1.0,695521.57,,,0,0,0.0,0,0,695521.57,0,0,Dag,2018-04-02 00:00:00.000,Buy,,BNDX,12740.0,54.59353,,,,,,,,,2,695521.57,-695521.57,-1251248.56,12740.0,12740.0,BNDX,368,12740.0,695521.57,,,0,0,0,0,0,0
0,1,6,0,0.0,221700.91,1.0,221700.91,,,0,0,0.0,0,0,221700.91,0,0,Dag,2008-04-01 00:00:00.000,Buy,,EWW,3660.0,60.57402,,,,,,,,,2,221700.91,-221700.91,-227344.64,3660.0,3660.0,EWW,115,3660.0,221700.91,,,0,0,0,0,0,0
0,1,12,0,0.0,558662.02,1.0,558662.02,,,0,0,0.0,0,0,558662.02,0,0,Dag,2018-06-01 00:00:00.000,Buy,,VNQ,6940.0,80.49885,,,,,,,,,2,558662.02,-558662.02,-1076032.28,6940.0,6940.0,VNQ,382,6940.0,558662.02,,,0,0,0,0,0,0
3420,0,3,1,341408.24,-341408.24,1.0,340837.2,,,0,0,341408.24,0,0,-341408.24,0,0,Dag,2009-07-01 00:00:00.000,Sell,,MUB,3420.0,99.66,,,,,,,,,11,340837.2,340837.2,-1589891.99,-3420.0,0.0,MUB,169,3420.0,-341408.24,,,0,0,0,0,0,0
1330,0,1,1,36814.4,-36814.4,1.0,37000.6,,,0,0,36814.4,0,0,-36814.4,0,0,Dag,2003-09-02 00:00:00.000,Sell,,XLV,1330.0,27.82,,,,,,,,,11,37000.6,37000.6,-752870.71,-1330.0,0.0,XLV,13,1330.0,-36814.4,,,0,0,0,0,0,0
1850,0,4,1,169663.41,-169663.41,1.0,169608.0,,,0,0,169663.41,0,0,-169663.41,0,0,Dag,2010-08-02 00:00:00.000,Sell,,BIL,1850.0,91.68,,,,,,,,,11,169608.0,169608.0,-962865.23,-1850.0,0.0,BIL,198,1850.0,-169663.41,,,0,0,0,0,0,0
2640,0,1,1,135306.2,-135306.2,1.0,149767.2,,,0,0,135306.2,0,0,-135306.2,0,0,Dag,2005-04-01 00:00:00.000,Sell,,VBR,2640.0,56.73,,,,,,,,,11,149767.2,149767.2,-177710.77,-2640.0,0.0,VBR,34,2640.0,-135306.2,,,0,0,0,0,0,0
0,1,6,0,0.0,389568.13,1.0,389568.13,,,0,0,0.0,0,0,389568.13,0,0,Dag,2017-04-03 00:00:00.000,Buy,,MUB,3550.0,109.7375,,,,,,,,,2,389568.13,-389568.13,-2707882.53,3550.0,3550.0,MUB,359,3550.0,389568.13,,,0,0,0,0,0,0
3030,0,1,1,340548.37,-340548.37,1.0,360539.7,,,0,0,340548.37,0,0,-340548.37,0,0,Dag,2009-02-02 00:00:00.000,Sell,,EDV,3030.0,118.99,,,,,,,,,11,360539.7,360539.7,26469.3,-3030.0,0.0,EDV,158,3030.0,-340548.37,,,0,0,0,0,0,0
0,1,7,0,0.0,262378.65,1.0,262378.65,,,0,0,0.0,0,0,262378.65,0,0,Dag,2019-02-01 00:00:00.000,Buy,,PFXF,13730.0,19.10988,,,,,,,,,2,262378.65,-262378.65,-1819636.57,13730.0,13730.0,PFXF,417,13730.0,262378.65,,,0,0,0,0,0,0
0,1,6,0,0.0,67848.0,1.0,67848.0,,,0,0,0.0,0,0,67848.0,0,0,Dag,2009-05-01 00:00:00.000,Buy,,XLB,2640.0,25.7,,,,,,,,,2,67848.0,-67848.0,-754564.03,2640.0,2640.0,XLB,161,2640.0,67848.0,,,0,0,0,0,0,0
6760,0,13,1,352553.6,-352553.6,1.0,340636.4,,,0,0,352553.6,0,0,-352553.6,0,0,Dag,2017-11-01 00:00:00.000,Sell,,EWW,6760.0,50.39,,,,,,,,,11,340636.4,340636.4,-948214.99,-6760.0,0.0,EWW,366,6760.0,-352553.6,,,0,0,0,0,0,0
5570,0,3,1,179550.23,-179550.23,1.0,176346.2,,,0,0,179550.23,0,0,-179550.23,0,0,Dag,2006-08-01 00:00:00.000,Sell,,XLI,5570.0,31.66,,,,,,,,,11,176346.2,176346.2,-665447.77,-5570.0,0.0,XLI,71,5570.0,-179550.23,,,0,0,0,0,0,0
0,1,2,0,0.0,105129.0,1.0,105129.0,,,0,0,0.0,0,0,105129.0,0,0,Dag,2005-06-01 00:00:00.000,Buy,,VBR,1800.0,58.405,,,,,,,,,2,105129.0,-105129.0,-244096.26,1800.0,1800.0,VBR,45,1800.0,105129.0,,,0,0,0,0,0,0
0,1,6,0,0.0,362531.67,1.0,362531.67,,,0,0,0.0,0,0,362531.67,0,0,Dag,2016-02-01 00:00:00.000,Buy,,GLD,3100.0,116.9457,,,,,,,,,2,362531.67,-362531.67,-885733.99,3100.0,3100.0,GLD,330,3100.0,362531.67,,,0,0,0,0,0,0
0,1,7,0,0.0,126561.95,1.0,126561.95,,,0,0,0.0,0,0,126561.95,0,0,Dag,2015-08-03 00:00:00.000,Buy,,XLF,6180.0,20.47928,,,,,,,,,2,126561.95,-126561.95,948354.76,6180.0,6180.0,XLF,307,6180.0,126561.95,,,0,0,0,0,0,0
0,1,5,0,0.0,482297.22,1.0,482297.22,,,0,0,0.0,0,0,482297.22,0,0,Dag,2006-09-01 00:00:00.000,Buy,,XLK,19980.0,24.139,,,,,,,,,2,482297.22,-482297.22,-1489846.16,19980.0,19980.0,XLK,75,19980.0,482297.22,,,0,0,0,0,0,0
6240,0,6,1,224346.1,-224346.1,1.0,249600.0,,,0,0,224346.1,0,0,-224346.1,0,0,Dag,2010-06-01 00:00:00.000,Sell,,RSP,6240.0,40.0,,,,,,,,,11,249600.0,249600.0,-41653.78,-6240.0,0.0,RSP,190,6240.0,-224346.1,,,0,0,0,0,0,0
1800,0,2,1,105129.0,-105129.0,1.0,107280.0,,,0,0,105129.0,0,0,-105129.0,0,0,Dag,2005-11-01 00:00:00.000,Sell,,VBR,1800.0,59.6,,,,,,,,,11,107280.0,107280.0,-80835.26,-1800.0,0.0,VBR,47,1800.0,-105129.0,,,0,0,0,0,0,0
1870,0,2,1,63935.3,-63935.3,1.0,70854.3,,,0,0,63935.3,0,0,-63935.3,0,0,Dag,2007-08-01 00:00:00.000,Sell,,XLU,1870.0,37.89,,,,,,,,,11,70854.3,70854.3,45767.38,-1870.0,0.0,XLU,88,1870.0,-63935.3,,,0,0,0,0,0,0
1630,0,8,1,67987.3,-67987.3,1.0,86390.0,,,0,0,67987.3,0,0,-67987.3,0,0,Dag,2010-02-01 00:00:00.000,Sell,,VBR,1630.0,53.0,,,,,,,,,11,86390.0,86390.0,-1165069.17,-1630.0,0.0,VBR,173,1630.0,-67987.3,,,0,0,0,0,0,0
670,0,2,1,67274.7,-67274.7,1.0,64655.0,,,0,0,67274.7,0,0,-67274.7,0,0,Dag,2008-10-01 00:00:00.000,Sell,,MUB,670.0,96.5,,,,,,,,,11,64655.0,64655.0,880506.81,-670.0,0.0,MUB,150,670.0,-67274.7,,,0,0,0,0,0,0
7400,0,5,1,283322.91,-283322.91,1.0,293706.0,,,0,0,283322.91,0,0,-283322.91,0,0,Dag,2013-09-03 00:00:00.000,Sell,,XLP,7400.0,39.69,,,,,,,,,11,293706.0,293706.0,-612157.33,-7400.0,0.0,XLP,273,7400.0,-283322.91,,,0,0,0,0,0,0
0,1,8,0,0.0,532120.02,1.0,532120.02,,,0,0,0.0,0,0,532120.02,0,0,Dag,2019-01-02 00:00:00.000,Buy,,EDV,4510.0,117.9867,,,,,,,,,2,532120.02,-532120.02,780411.42,4510.0,4510.0,EDV,406,4510.0,532120.02,,,0,0,0,0,0,0
40730,0,2,1,635615.68,-635615.68,1.0,673674.2,,,0,0,635615.68,0,0,-635615.68,0,0,Dag,2011-08-01 00:00:00.000,Sell,,FDL,40730.0,16.54,,,,,,,,,11,673674.2,673674.2,492298.38,-40730.0,0.0,FDL,210,40730.0,-635615.68,,,0,0,0,0,0,0
2060,0,3,1,271063.45,-271063.45,1.0,258179.8,,,0,0,271063.45,0,0,-271063.45,0,0,Dag,2012-10-01 00:00:00.000,Sell,,EDV,2060.0,125.33,,,,,,,,,11,258179.8,258179.8,-1808132.28,-2060.0,0.0,EDV,248,2060.0,-271063.45,,,0,0,0,0,0,0
23620,0,4,1,482674.7,-482674.7,1.0,491768.4,,,0,0,482674.7,0,0,-482674.7,0,0,Dag,2013-09-03 00:00:00.000,Sell,,FDL,23620.0,20.82,,,,,,,,,11,491768.4,491768.4,-120388.93,-23620.0,0.0,FDL,274,23620.0,-482674.7,,,0,0,0,0,0,0
5210,0,8,1,182577.0,-182577.0,1.0,177035.8,,,0,0,182577.0,0,0,-182577.0,0,0,Dag,2012-06-01 00:00:00.000,Sell,,XLI,5210.0,33.98,,,,,,,,,11,177035.8,177035.8,-794599.86,-5210.0,0.0,XLI,238,5210.0,-182577.0,,,0,0,0,0,0,0
0,1,14,0,0.0,277742.71,1.0,277742.71,,,0,0,0.0,0,0,277742.71,0,0,Dag,2018-04-02 00:00:00.000,Buy,,EWW,5430.0,51.14967,,,,,,,,,2,277742.71,-277742.71,-1528991.27,5430.0,5430.0,EWW,369,5430.0,277742.71,,,0,0,0,0,0,0
0,1,2,0,0.0,45600.0,1.0,45600.0,,,0,0,0.0,0,0,45600.0,0,0,Dag,2004-04-01 00:00:00.000,Buy,,XLV,1520.0,30.0,,,,,,,,,2,45600.0,-45600.0,-798470.71,1520.0,1520.0,XLV,14,1520.0,45600.0,,,0,0,0,0,0,0
0,1,5,0,0.0,149098.81,1.0,149098.81,,,0,0,0.0,0,0,149098.81,0,0,Dag,2008-05-01 00:00:00.000,Buy,,VNQ,2240.0,66.56197,,,,,,,,,2,149098.81,-149098.81,-1194490.27,2240.0,2240.0,VNQ,123,2240.0,149098.81,,,0,0,0,0,0,0
0,1,5,0,0.0,145934.84,1.0,145934.84,,,0,0,0.0,0,0,145934.84,0,0,Dag,2020-12-01 00:00:00.000,Buy,,PDBC,10050.0,14.52088,,,,,,,,,2,145934.84,-145934.84,-189923.4,10050.0,10050.0,PDBC,460,10050.0,145934.84,,,0,0,0,0,0,0
0,1,12,0,0.0,523815.44,1.0,523815.44,,,0,0,0.0,0,0,523815.44,0,0,Dag,2016-12-01 00:00:00.000,Buy,,XLB,9930.0,52.7508,,,,,,,,,2,523815.44,-523815.44,256132.62,9930.0,9930.0,XLB,347,9930.0,523815.44,,,0,0,0,0,0,0
0,1,2,0,0.0,46190.8,1.0,46190.8,,,0,0,0.0,0,0,46190.8,0,0,Dag,2004-10-01 00:00:00.000,Buy,,XLY,1480.0,31.21,,,,,,,,,2,46190.8,-46190.8,-223516.77,1480.0,1480.0,XLY,29,1480.0,46190.8,,,0,0,0,0,0,0
0,1,7,0,0.0,988906.36,1.0,988906.36,,,0,0,0.0,0,0,988906.36,0,0,Dag,2020-05-01 00:00:00.000,Buy,,BNDX,17090.0,57.86462,,,,,,,,,2,988906.36,-988906.36,-672547.52,17090.0,17090.0,BNDX,448,17090.0,988906.36,,,0,0,0,0,0,0
0,1,3,0,0.0,163699.18,1.0,163699.18,,,0,0,0.0,0,0,163699.18,0,0,Dag,2010-02-01 00:00:00.000,Buy,,BND,2060.0,79.46562,,,,,,,,,2,163699.18,-163699.18,-1333081.17,2060.0,2060.0,BND,171,2060.0,163699.18,,,0,0,0,0,0,0
4090,0,5,1,184954.91,-184954.91,1.0,164581.6,,,0,0,184954.91,0,0,-184954.91,0,0,Dag,2013-03-01 00:00:00.000,Sell,,XME,4090.0,40.24,,,,,,,,,11,164581.6,164581.6,-808447.06,-4090.0,0.0,XME,263,4090.0,-184954.91,,,0,0,0,0,0,0
0,1,6,0,0.0,316973.4,1.0,316973.4,,,0,0,0.0,0,0,316973.4,0,0,Dag,2009-05-01 00:00:00.000,Buy,,VNQ,7630.0,41.54304,,,,,,,,,2,316973.4,-316973.4,-1071537.43,7630.0,7630.0,VNQ,162,7630.0,316973.4,,,0,0,0,0,0,0
0,1,8,0,0.0,182577.0,1.0,182577.0,,,0,0,0.0,0,0,182577.0,0,0,Dag,2011-12-01 00:00:00.000,Buy,,XLI,5210.0,35.04357,,,,,,,,,2,182577.0,-182577.0,221337.73,5210.0,5210.0,XLI,217,5210.0,182577.0,,,0,0,0,0,0,0
0,1,4,0,0.0,169663.41,1.0,169663.41,,,0,0,0.0,0,0,169663.41,0,0,Dag,2010-06-01 00:00:00.000,Buy,,BIL,1850.0,91.70995,,,,,,,,,2,169663.41,-169663.41,-1157547.18,1850.0,1850.0,BIL,185,1850.0,169663.41,,,0,0,0,0,0,0
1480,0,4,1,68020.8,-68020.8,1.0,81622.0,,,0,0,68020.8,0,0,-68020.8,0,0,Dag,2010-02-01 00:00:00.000,Sell,,XLE,1480.0,55.15,,,,,,,,,11,81622.0,81622.0,-1251459.17,-1480.0,0.0,XLE,172,1480.0,-68020.8,,,0,0,0,0,0,0
0,1,4,0,0.0,131995.7,1.0,131995.7,,,0,0,0.0,0,0,131995.7,0,0,Dag,2018-12-03 00:00:00.000,Buy,,BNDX,2410.0,54.77,,,,,,,,,2,131995.7,-131995.7,2376636.14,2410.0,2410.0,BNDX,403,2410.0,131995.7,,,0,0,0,0,0,0
0,1,6,0,0.0,739765.69,1.0,739765.69,,,0,0,0.0,0,0,739765.69,0,0,Dag,2016-12-01 00:00:00.000,Buy,,XLY,8240.0,89.77739,,,,,,,,,2,739765.69,-739765.69,-1136843.68,8240.0,8240.0,XLY,349,8240.0,739765.69,,,0,0,0,0,0,0
0,1,5,0,0.0,146677.51,1.0,146677.51,,,0,0,0.0,0,0,146677.51,0,0,Dag,2007-12-03 00:00:00.000,Buy,,XLV,4050.0,36.21667,,,,,,,,,2,146677.51,-146677.51,-1399298.22,4050.0,4050.0,XLV,102,4050.0,146677.51,,,0,0,0,0,0,0
4400,0,6,1,363299.77,-363299.77,1.0,364716.0,,,0,0,363299.77,0,0,-363299.77,0,0,Dag,2016-11-01 00:00:00.000,Sell,,BND,4400.0,82.89,,,,,,,,,11,364716.0,364716.0,1302399.37,-4400.0,0.0,BND,345,4400.0,-363299.77,,,0,0,0,0,0,0
0,1,3,0,0.0,72154.9,1.0,72154.9,,,0,0,0.0,0,0,72154.9,0,0,Dag,2008-07-01 00:00:00.000,Buy,,XLU,1790.0,40.31,,,,,,,,,2,72154.9,-72154.9,-485126.79,1790.0,1790.0,XLU,131,1790.0,72154.9,,,0,0,0,0,0,0
0,1,13,0,0.0,659376.49,1.0,659376.49,,,0,0,0.0,0,0,659376.49,0,0,Dag,2020-06-01 00:00:00.000,Buy,,XLB,10510.0,62.73801,,,,,,,,,2,659376.49,-659376.49,-2513841.04,10510.0,10510.0,XLB,452,10510.0,659376.49,,,0,0,0,0,0,0
0,1,4,0,0.0,141198.1,1.0,141198.1,,,0,0,0.0,0,0,141198.1,0,0,Dag,2018-10-01 00:00:00.000,Buy,,XLU,2690.0,52.49,,,,,,,,,2,141198.1,-141198.1,-987410.06,2690.0,2690.0,XLU,388,2690.0,141198.1,,,0,0,0,0,0,0
2410,0,4,1,131995.7,-131995.7,1.0,130983.5,,,0,0,131995.7,0,0,-131995.7,0,0,Dag,2019-01-02 00:00:00.000,Sell,,BNDX,2410.0,54.35,,,,,,,,,11,130983.5,130983.5,1147028.12,-2410.0,0.0,BNDX,409,2410.0,-131995.7,,,0,0,0,0,0,0
4850,0,9,1,653210.61,-653210.61,1.0,710864.5,,,0,0,653210.61,0,0,-653210.61,0,0,Dag,2018-04-02 00:00:00.000,Sell,,VB,4850.0,146.57,,,,,,,,,11,710864.5,710864.5,-56343.94,-4850.0,0.0,VB,372,4850.0,-653210.61,,,0,0,0,0,0,0
0,1,5,0,0.0,223599.97,1.0,223599.97,,,0,0,0.0,0,0,223599.97,0,0,Dag,2016-03-01 00:00:00.000,Buy,,PFXF,11110.0,20.12601,,,,,,,,,2,223599.97,-223599.97,-1776296.29,11110.0,11110.0,PFXF,335,11110.0,223599.97,,,0,0,0,0,0,0
10930,0,4,1,363184.55,-363184.55,1.0,386922.0,,,0,0,363184.55,0,0,-363184.55,0,0,Dag,2013-01-02 00:00:00.000,Sell,,XLP,10930.0,35.4,,,,,,,,,11,386922.0,386922.0,-205666.05,-10930.0,0.0,XLP,258,10930.0,-363184.55,,,0,0,0,0,0,0
0,1,2,0,0.0,426248.65,1.0,426248.65,,,0,0,0.0,0,0,426248.65,0,0,Dag,2010-06-01 00:00:00.000,Buy,,EDV,4470.0,95.35764,,,,,,,,,2,426248.65,-426248.65,-987883.77,4470.0,4470.0,EDV,184,4470.0,426248.65,,,0,0,0,0,0,0
0,1,9,0,0.0,259100.28,1.0,259100.28,,,0,0,0.0,0,0,259100.28,0,0,Dag,2017-04-03 00:00:00.000,Buy,,XLV,3440.0,75.31985,,,,,,,,,2,259100.28,-259100.28,-1965760.8,3440.0,3440.0,XLV,357,3440.0,259100.28,,,0,0,0,0,0,0
8050,0,2,1,224674.05,-224674.05,1.0,237394.5,,,0,0,224674.05,0,0,-224674.05,0,0,Dag,2005-05-02 00:00:00.000,Sell,,XLI,8050.0,29.49,,,,,,,,,11,237394.5,237394.5,107284.22,-8050.0,0.0,XLI,39,8050.0,-224674.05,,,0,0,0,0,0,0
0,1,6,0,0.0,224346.1,1.0,224346.1,,,0,0,0.0,0,0,224346.1,0,0,Dag,2009-05-01 00:00:00.000,Buy,,RSP,6240.0,35.9529,,,,,,,,,2,224346.1,-224346.1,-1295883.53,6240.0,6240.0,RSP,163,6240.0,224346.1,,,0,0,0,0,0,0
0,1,1,0,0.0,94458.0,1.0,94458.0,,,0,0,0.0,0,0,94458.0,0,0,Dag,2013-02-01 00:00:00.000,Buy,,PFXF,4550.0,20.76,,,,,,,,,2,94458.0,-94458.0,-1066121.66,4550.0,4550.0,PFXF,261,4550.0,94458.0,,,0,0,0,0,0,0
1490,0,1,1,57458.35,-57458.35,1.0,59171.63,,,0,0,57458.35,0,0,-57458.35,0,0,Dag,2005-11-01 00:00:00.000,Sell,,RSP,1490.0,39.7125,,,,,,,,,11,59171.63,59171.63,-21663.63,-1490.0,0.0,RSP,48,1490.0,-57458.35,,,0,0,0,0,0,0
0,1,10,0,0.0,591754.14,1.0,591754.14,,,0,0,0.0,0,0,591754.14,0,0,Dag,2013-06-03 00:00:00.000,Buy,,XLK,17780.0,33.28201,,,,,,,,,2,591754.14,-591754.14,-1400201.2,17780.0,17780.0,XLK,264,17780.0,591754.14,,,0,0,0,0,0,0
0,1,2,0,0.0,364212.62,1.0,364212.62,,,0,0,0.0,0,0,364212.62,0,0,Dag,2016-02-01 00:00:00.000,Buy,,BNDX,6670.0,54.60459,,,,,,,,,2,364212.62,-364212.62,455502.64,6670.0,6670.0,BNDX,327,6670.0,364212.62,,,0,0,0,0,0,0
7650,0,1,1,590738.2,-590738.2,1.0,581553.0,,,0,0,590738.2,0,0,-590738.2,0,0,Dag,2008-06-02 00:00:00.000,Sell,,BND,7650.0,76.02,,,,,,,,,11,581553.0,581553.0,59.73,-7650.0,0.0,BND,128,7650.0,-590738.2,,,0,0,0,0,0,0
0,1,1,0,0.0,591086.91,1.0,591086.91,,,0,0,0.0,0,0,591086.91,0,0,Dag,2007-09-04 00:00:00.000,Buy,,GLD,7290.0,81.08188,,,,,,,,,2,591086.91,-591086.91,-71196.13,7290.0,7290.0,GLD,91,7290.0,591086.91,,,0,0,0,0,0,0
30000,0,4,1,624852.3,-624852.3,1.0,603600.0,,,0,0,624852.3,0,0,-624852.3,0,0,Dag,2015-07-01 00:00:00.000,Sell,,PFXF,30000.0,20.12,,,,,,,,,11,603600.0,603600.0,703797.31,-30000.0,0.0,PFXF,304,30000.0,-624852.3,,,0,0,0,0,0,0
0,1,12,0,0.0,142638.4,1.0,142638.4,,,0,0,0.0,0,0,142638.4,0,0,Dag,2020-01-02 00:00:00.000,Buy,,XLE,2360.0,60.44,,,,,,,,,2,142638.4,-142638.4,-2087880.85,2360.0,2360.0,XLE,428,2360.0,142638.4,,,0,0,0,0,0,0
0,1,9,0,0.0,680860.96,1.0,680860.96,,,0,0,0.0,0,0,680860.96,0,0,Dag,2020-02-03 00:00:00.000,Buy,,BIL,7440.0,91.51357,,,,,,,,,2,680860.96,-680860.96,-2887590.06,7440.0,7440.0,BIL,437,7440.0,680860.96,,,0,0,0,0,0,0
0,1,8,0,0.0,118944.76,1.0,118944.76,,,0,0,0.0,0,0,118944.76,0,0,Dag,2015-12-01 00:00:00.000,Buy,,XLF,5940.0,20.02437,,,,,,,,,2,118944.76,-118944.76,-225839.23,5940.0,5940.0,XLF,320,5940.0,118944.76,,,0,0,0,0,0,0
0,1,6,0,0.0,363299.77,1.0,363299.77,,,0,0,0.0,0,0,363299.77,0,0,Dag,2016-02-01 00:00:00.000,Buy,,BND,4400.0,82.56813,,,,,,,,,2,363299.77,-363299.77,-1249033.76,4400.0,4400.0,BND,331,4400.0,363299.77,,,0,0,0,0,0,0
930,0,3,1,58078.5,-58078.5,1.0,56730.0,,,0,0,58078.5,0,0,-58078.5,0,0,Dag,2006-01-03 00:00:00.000,Sell,,VBR,930.0,61.0,,,,,,,,,11,56730.0,56730.0,-125196.35,-930.0,0.0,VBR,61,930.0,-58078.5,,,0,0,0,0,0,0
