Property_Number,target_formation,api_no,well_type,activity_phase,event_objective_1,spud_date,time_from,time_to,Duration_Hrs,wellbore_no,wellbore_id,event_id,event_code,Rig_Name,plannedTD,MDTO,MDFROM,Ft Drilled,date_report,Distinct Rig 1
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-09 00:00:00.000,2018-06-09 02:00:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10961,10961,0,2018-06-09 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-09 00:00:00.000,2018-06-09 02:30:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10961,10961,0,2018-06-09 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-09 00:00:00.000,2018-06-09 18:00:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10961,10961,0,2018-06-09 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-23 00:00:00.000,2018-06-23 05:00:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,18147,18147,0,2018-06-23 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-23 00:00:00.000,2018-06-23 19:00:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,18916,18916,0,2018-06-23 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-26 00:00:00.000,2018-06-26 21:00:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,20920,20920,0,2018-06-26 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-26 00:00:00.000,2018-06-26 04:00:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,20920,20920,0,2018-06-26 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-26 00:00:00.000,2018-06-26 10:30:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,20920,20920,0,2018-06-26 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-03 00:00:00.000,2018-06-03 16:00:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10947,10947,0,2018-06-03 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-03 00:00:00.000,2018-06-03 03:30:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10676,10676,0,2018-06-03 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-15 00:00:00.000,2018-06-15 13:00:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,11418,11418,0,2018-06-15 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-15 00:00:00.000,2018-06-15 03:00:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,11418,11418,0,2018-06-15 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-15 00:00:00.000,2018-06-15 03:30:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,11418,11418,0,2018-06-15 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-15 00:00:00.000,2018-06-15 02:30:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,11418,11418,0,2018-06-15 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-15 00:00:00.000,2018-06-15 22:30:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,11418,11418,0,2018-06-15 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-15 00:00:00.000,2018-06-15 18:00:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,11418,11418,0,2018-06-15 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-03 00:00:00.000,2018-06-03 18:30:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10961,10961,0,2018-06-03 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-03 00:00:00.000,2018-06-03 21:00:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10961,10961,0,2018-06-03 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-05 00:00:00.000,2018-06-05 04:30:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10961,10961,0,2018-06-05 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-12 00:00:00.000,2018-06-12 22:00:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10707,10707,0,2018-06-12 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-05-30 00:00:00.000,2018-05-30 11:00:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10036,10036,0,2018-05-30 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-02 00:00:00.000,2018-06-02 12:30:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10671,10671,0,2018-06-02 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-02 00:00:00.000,2018-06-02 13:00:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10671,10671,0,2018-06-02 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-04 00:00:00.000,2018-06-04 00:30:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10961,10961,0,2018-06-04 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-04 00:00:00.000,2018-06-04 12:30:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10961,10961,0,2018-06-04 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-04 00:00:00.000,2018-06-04 13:00:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10961,10961,0,2018-06-04 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-18 00:00:00.000,2018-06-18 11:30:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,13641,13641,0,2018-06-18 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-05-31 00:00:00.000,2018-05-31 12:00:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10036,10036,0,2018-05-31 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-05-31 00:00:00.000,2018-05-31 05:30:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10036,10036,0,2018-05-31 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-05-31 00:00:00.000,2018-05-31 04:00:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10036,10036,0,2018-05-31 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-17 00:00:00.000,2018-06-17 16:30:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,12559,12559,0,2018-06-17 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-17 00:00:00.000,2018-06-17 14:30:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,12470,12470,0,2018-06-17 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-11 00:00:00.000,2018-06-11 01:30:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10469,10469,0,2018-06-11 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-11 00:00:00.000,2018-06-11 02:00:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10469,10469,0,2018-06-11 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-11 00:00:00.000,2018-06-11 23:00:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10636,10636,0,2018-06-11 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-11 00:00:00.000,2018-06-11 16:30:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10587,10587,0,2018-06-11 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-07 00:00:00.000,2018-06-08 00:00:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10961,10961,0,2018-06-07 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-07 00:00:00.000,2018-06-07 02:00:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10961,10961,0,2018-06-07 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-07 00:00:00.000,2018-06-07 01:30:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10961,10961,0,2018-06-07 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-21 00:00:00.000,2018-06-21 09:30:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,16615,16615,0,2018-06-21 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-21 00:00:00.000,2018-06-21 19:00:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,16615,16615,0,2018-06-21 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-08 00:00:00.000,2018-06-08 03:00:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10961,10961,0,2018-06-08 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-08 00:00:00.000,2018-06-08 17:30:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10961,10961,0,2018-06-08 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-08 00:00:00.000,2018-06-08 02:30:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10961,10961,0,2018-06-08 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-08 00:00:00.000,2018-06-08 18:30:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10961,10961,0,2018-06-08 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-08 00:00:00.000,2018-06-08 11:30:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10961,10961,0,2018-06-08 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-11 00:00:00.000,2018-06-11 10:30:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10499,10499,0,2018-06-11 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-11 00:00:00.000,2018-06-11 23:30:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10636,10636,0,2018-06-11 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-11 00:00:00.000,2018-06-12 00:00:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10636,10636,0,2018-06-11 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-08 00:00:00.000,2018-06-08 18:00:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10961,10961,0,2018-06-08 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-05-29 00:00:00.000,2018-05-29 22:30:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10036,10036,0,2018-05-29 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-05-29 00:00:00.000,2018-05-29 09:30:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10036,10036,0,2018-05-29 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-05-29 00:00:00.000,2018-05-29 23:00:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10036,10036,0,2018-05-29 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-07 00:00:00.000,2018-06-07 02:30:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10961,10961,0,2018-06-07 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-07 00:00:00.000,2018-06-07 21:30:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10961,10961,0,2018-06-07 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-20 00:00:00.000,2018-06-20 23:30:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,16615,16615,0,2018-06-20 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-20 00:00:00.000,2018-06-21 00:00:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,16615,16615,0,2018-06-20 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-05-29 00:00:00.000,2018-05-29 09:00:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10036,10036,0,2018-05-29 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-25 00:00:00.000,2018-06-25 14:30:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,20920,20920,0,2018-06-25 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-25 00:00:00.000,2018-06-25 12:00:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,20920,20920,0,2018-06-25 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-25 00:00:00.000,2018-06-25 20:00:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,20920,20920,0,2018-06-25 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-06 00:00:00.000,2018-06-06 05:00:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10961,10961,0,2018-06-06 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-06 00:00:00.000,2018-06-06 03:00:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10961,10961,0,2018-06-06 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-06 00:00:00.000,2018-06-06 19:30:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10961,10961,0,2018-06-06 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-22 00:00:00.000,2018-06-22 09:00:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,16668,16668,0,2018-06-22 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-22 00:00:00.000,2018-06-22 02:30:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,16615,16615,0,2018-06-22 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-06 00:00:00.000,2018-06-06 17:30:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,10961,10961,0,2018-06-06 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-21 00:00:00.000,2018-06-21 15:30:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,16615,16615,0,2018-06-21 00:00:00.000,60
"500642","WOLFCAMP A LOWER","4238936746","HORIZONTAL","DPROD","PRODUCTION",2018-01-23 10:00:00.000,2018-06-21 00:00:00.000,2018-06-21 10:00:00.000,0.5,"00","xAumS1fGtJ","teZQZ","DRL","TRINIDAD 100",20785,16615,16615,0,2018-06-21 00:00:00.000,60
"500947","WOLFCAMP A LOWER","4237139745","HORIZONTAL","DPROD","PRODUCTION",2018-05-28 03:00:00.000,2018-11-18 00:00:00.000,2018-11-19 00:00:00.000,0.5,"00","1BvMM4HnEG","xta5X","DRL","TRINIDAD 100",20250.5,10270,10270,0,2018-11-18 00:00:00.000,60
"500947","WOLFCAMP A LOWER","4237139745","HORIZONTAL","DPROD","PRODUCTION",2018-05-28 03:00:00.000,2018-11-18 00:00:00.000,2018-11-18 22:30:00.000,0.5,"00","1BvMM4HnEG","xta5X","DRL","TRINIDAD 100",20250.5,10270,10270,0,2018-11-18 00:00:00.000,60
"500947","WOLFCAMP A LOWER","4237139745","HORIZONTAL","DPROD","PRODUCTION",2018-05-28 03:00:00.000,2018-11-18 00:00:00.000,2018-11-18 17:30:00.000,0.5,"00","1BvMM4HnEG","xta5X","DRL","TRINIDAD 100",20250.5,10270,10270,0,2018-11-18 00:00:00.000,60
"500947","WOLFCAMP A LOWER","4237139745","HORIZONTAL","DPROD","PRODUCTION",2018-05-28 03:00:00.000,2018-12-07 00:00:00.000,2018-12-07 06:30:00.000,0.5,"00","1BvMM4HnEG","xta5X","DRL","TRINIDAD 100",20250.5,18328,18328,0,2018-12-07 00:00:00.000,60
"500947","WOLFCAMP A LOWER","4237139745","HORIZONTAL","DPROD","PRODUCTION",2018-05-28 03:00:00.000,2018-12-06 00:00:00.000,2018-12-06 12:30:00.000,0.5,"00","1BvMM4HnEG","xta5X","DRL","TRINIDAD 100",20250.5,18328,18328,0,2018-12-06 00:00:00.000,60
"500947","WOLFCAMP A LOWER","4237139745","HORIZONTAL","DPROD","PRODUCTION",2018-05-28 03:00:00.000,2018-12-07 00:00:00.000,2018-12-07 18:00:00.000,0.5,"00","1BvMM4HnEG","xta5X","DRL","TRINIDAD 100",20250.5,18328,18328,0,2018-12-07 00:00:00.000,60
"500947","WOLFCAMP A LOWER","4237139745","HORIZONTAL","DPROD","PRODUCTION",2018-05-28 03:00:00.000,2018-12-04 00:00:00.000,2018-12-04 11:30:00.000,0.5,"00","1BvMM4HnEG","xta5X","DRL","TRINIDAD 100",20250.5,17140,17140,0,2018-12-04 00:00:00.000,60
"500947","WOLFCAMP A LOWER","4237139745","HORIZONTAL","DPROD","PRODUCTION",2018-05-28 03:00:00.000,2018-12-04 00:00:00.000,2018-12-04 06:30:00.000,0.5,"00","1BvMM4HnEG","xta5X","DRL","TRINIDAD 100",20250.5,17140,17140,0,2018-12-04 00:00:00.000,60
"500947","WOLFCAMP A LOWER","4237139745","HORIZONTAL","DPROD","PRODUCTION",2018-05-28 03:00:00.000,2018-12-04 00:00:00.000,2018-12-04 17:30:00.000,0.5,"00","1BvMM4HnEG","xta5X","DRL","TRINIDAD 100",20250.5,17140,17140,0,2018-12-04 00:00:00.000,60
