ProductID,Category,Segment,ManufacturerID,Product
"941","Urban","Convenience",8,"Natura UC"
"942","Urban","Convenience",8,"Natura UC"
"943","Urban","Convenience",8,"Natura UC"
"944","Urban","Convenience",8,"Natura UC"
"945","Urban","Convenience",8,"Natura UC"
"946","Urban","Convenience",8,"Natura UC"
"947","Urban","Convenience",8,"Natura UC"
"948","Urban","Convenience",8,"Natura UC"
"949","Urban","Convenience",8,"Natura UC"
"950","Urban","Convenience",8,"Natura UC"
"951","Urban","Convenience",8,"Natura UC"
"952","Urban","Convenience",8,"Natura UC"
"953","Urban","Convenience",8,"Natura UC"
"954","Urban","Convenience",8,"Natura UC"
"955","Urban","Convenience",8,"Natura UC"
"956","Urban","Convenience",8,"Natura UC"
"957","Urban","Convenience",8,"Natura UC"
"958","Urban","Convenience",8,"Natura UC"
"959","Urban","Convenience",8,"Natura UC"
"960","Urban","Convenience",8,"Natura UC"
"961","Urban","Convenience",8,"Natura UC"
"962","Urban","Convenience",8,"Natura UC"
"963","Urban","Convenience",8,"Natura UC"
"964","Urban","Convenience",8,"Natura UC"
"965","Urban","Convenience",8,"Natura UC"
"966","Urban","Convenience",8,"Natura UC"
"967","Urban","Convenience",8,"Natura UC"
"968","Urban","Convenience",8,"Natura UC"
"969","Urban","Convenience",8,"Natura UC"
"970","Urban","Convenience",8,"Natura UC"
"971","Urban","Convenience",8,"Natura UC"
"972","Urban","Convenience",8,"Natura UC"
"973","Urban","Convenience",8,"Natura UC"
"974","Urban","Convenience",8,"Natura UC"
"975","Urban","Convenience",8,"Natura UC"
"976","Urban","Convenience",8,"Natura UC"
"977","Urban","Convenience",8,"Natura UC"
"978","Urban","Convenience",8,"Natura UC"
"979","Urban","Convenience",8,"Natura UC"
"980","Urban","Convenience",8,"Natura UC"
"981","Urban","Convenience",8,"Natura UC"
"982","Urban","Convenience",8,"Natura UC"
"983","Urban","Convenience",8,"Natura UC"
"984","Urban","Convenience",8,"Natura UC"
"985","Urban","Convenience",8,"Natura UC"
"986","Urban","Convenience",8,"Natura UC"
"987","Urban","Convenience",8,"Natura UC"
"988","Urban","Convenience",8,"Natura UC"
"989","Urban","Convenience",8,"Natura UC"
"990","Urban","Convenience",8,"Natura UC"
"991","Urban","Convenience",8,"Natura UC"
"992","Urban","Convenience",8,"Natura UC"
"993","Urban","Convenience",8,"Natura UC"
"994","Urban","Convenience",8,"Natura UC"
"995","Urban","Convenience",8,"Natura UC"
"996","Urban","Convenience",8,"Natura UC"
"997","Urban","Convenience",8,"Natura UC"
"998","Urban","Convenience",8,"Natura UC"
"999","Urban","Convenience",8,"Natura UC"
"1029","Urban","Convenience",9,"Palma UC"
"1030","Urban","Convenience",9,"Palma UC"
"1031","Urban","Convenience",9,"Palma UC"
"1032","Urban","Convenience",9,"Palma UC"
"1033","Urban","Convenience",9,"Palma UC"
"1034","Urban","Convenience",9,"Palma UC"
"1035","Urban","Convenience",9,"Palma UC"
"1036","Urban","Convenience",9,"Palma UC"
"1037","Urban","Convenience",9,"Palma UC"
"1038","Urban","Convenience",9,"Palma UC"
"1039","Urban","Convenience",9,"Palma UC"
"1040","Urban","Convenience",9,"Palma UC"
"1041","Urban","Convenience",9,"Palma UC"
"1042","Urban","Convenience",9,"Palma UC"
"1199","Urban","Convenience",10,"Pirum UC"
"1200","Urban","Convenience",10,"Pirum UC"
"1201","Urban","Convenience",10,"Pirum UC"
"1202","Urban","Convenience",10,"Pirum UC"
"1203","Urban","Convenience",10,"Pirum UC"
"1204","Urban","Convenience",10,"Pirum UC"
"1205","Urban","Convenience",10,"Pirum UC"
"1206","Urban","Convenience",10,"Pirum UC"
"1207","Urban","Convenience",10,"Pirum UC"
"1208","Urban","Convenience",10,"Pirum UC"
"1209","Urban","Convenience",10,"Pirum UC"
"1210","Urban","Convenience",10,"Pirum UC"
"1211","Urban","Convenience",10,"Pirum UC"
"1212","Urban","Convenience",10,"Pirum UC"
"1213","Urban","Convenience",10,"Pirum UC"
"1214","Urban","Convenience",10,"Pirum UC"
"1215","Urban","Convenience",10,"Pirum UC"
"1216","Urban","Convenience",10,"Pirum UC"
"1217","Urban","Convenience",10,"Pirum UC"
"1218","Urban","Convenience",10,"Pirum UC"
"1219","Urban","Convenience",10,"Pirum UC"
"1220","Urban","Convenience",10,"Pirum UC"
"1221","Urban","Convenience",10,"Pirum UC"
"1222","Urban","Convenience",10,"Pirum UC"
"1223","Urban","Convenience",10,"Pirum UC"
"1224","Urban","Convenience",10,"Pirum UC"
"1225","Urban","Convenience",10,"Pirum UC"
"1226","Urban","Convenience",10,"Pirum UC"
"1227","Urban","Convenience",10,"Pirum UC"
"1228","Urban","Convenience",10,"Pirum UC"
"1229","Urban","Convenience",10,"Pirum UC"
"1230","Urban","Convenience",10,"Pirum UC"
"1231","Urban","Convenience",10,"Pirum UC"
"1232","Urban","Convenience",10,"Pirum UC"
"1689","Urban","Convenience",13,"Salvus UC"
"1795","Urban","Convenience",11,"Pomum UC"
"1796","Urban","Convenience",11,"Pomum UC"
"1797","Urban","Convenience",11,"Pomum UC"
"1798","Urban","Convenience",11,"Pomum UC"
"1799","Urban","Convenience",11,"Pomum UC"
"1800","Urban","Convenience",11,"Pomum UC"
"1801","Urban","Convenience",11,"Pomum UC"
"1802","Urban","Convenience",11,"Pomum UC"
"1803","Urban","Convenience",11,"Pomum UC"
"1804","Urban","Convenience",11,"Pomum UC"
"1805","Urban","Convenience",11,"Pomum UC"
"1882","Urban","Convenience",6,"Leo UC"
"1883","Urban","Convenience",6,"Leo UC"
"1884","Urban","Convenience",6,"Leo UC"
"1885","Urban","Convenience",6,"Leo UC"
"1886","Urban","Convenience",6,"Leo UC"
"1887","Urban","Convenience",6,"Leo UC"
"1888","Urban","Convenience",6,"Leo UC"
"1889","Urban","Convenience",6,"Leo UC"
"1890","Urban","Convenience",6,"Leo UC"
"1891","Urban","Convenience",6,"Leo UC"
"1892","Urban","Convenience",6,"Leo UC"
"1893","Urban","Convenience",6,"Leo UC"
"1894","Urban","Convenience",6,"Leo UC"
"1895","Urban","Convenience",6,"Leo UC"
"1896","Urban","Convenience",6,"Leo UC"
"1897","Urban","Convenience",6,"Leo UC"
"1898","Urban","Convenience",6,"Leo UC"
"1899","Urban","Convenience",6,"Leo UC"
"1900","Urban","Convenience",6,"Leo UC"
"1901","Urban","Convenience",6,"Leo UC"
"1902","Urban","Convenience",6,"Leo UC"
"1903","Urban","Convenience",6,"Leo UC"
"1904","Urban","Convenience",6,"Leo UC"
"1905","Urban","Convenience",6,"Leo UC"
"1906","Urban","Convenience",6,"Leo UC"
"1907","Urban","Convenience",6,"Leo UC"
"2066","Urban","Convenience",4,"Currus UC"
"2067","Urban","Convenience",4,"Currus UC"
"2068","Urban","Convenience",4,"Currus UC"
"2069","Urban","Convenience",4,"Currus UC"
"2070","Urban","Convenience",4,"Currus UC"
"2071","Urban","Convenience",4,"Currus UC"
"2072","Urban","Convenience",4,"Currus UC"
"2073","Urban","Convenience",4,"Currus UC"
"2074","Urban","Convenience",4,"Currus UC"
"2075","Urban","Convenience",4,"Currus UC"
"2076","Urban","Convenience",4,"Currus UC"
"2077","Urban","Convenience",4,"Currus UC"
"2078","Urban","Convenience",4,"Currus UC"
"2079","Urban","Convenience",4,"Currus UC"
"2080","Urban","Convenience",4,"Currus UC"
"2081","Urban","Convenience",4,"Currus UC"
"2082","Urban","Convenience",4,"Currus UC"
"2083","Urban","Convenience",4,"Currus UC"
"2084","Urban","Convenience",4,"Currus UC"
"2085","Urban","Convenience",4,"Currus UC"
"2086","Urban","Convenience",4,"Currus UC"
"2087","Urban","Convenience",4,"Currus UC"
"2088","Urban","Convenience",4,"Currus UC"
"2089","Urban","Convenience",4,"Currus UC"
"2090","Urban","Convenience",4,"Currus UC"
"2091","Urban","Convenience",4,"Currus UC"
"2092","Urban","Convenience",4,"Currus UC"
"2093","Urban","Convenience",4,"Currus UC"
"2094","Urban","Convenience",4,"Currus UC"
"2095","Urban","Convenience",4,"Currus UC"
"2096","Urban","Convenience",4,"Currus UC"
"2171","Urban","Convenience",14,"Victoria UC"
"2172","Urban","Convenience",14,"Victoria UC"
"2173","Urban","Convenience",14,"Victoria UC"
"2174","Urban","Convenience",14,"Victoria UC"
"2175","Urban","Convenience",14,"Victoria UC"
"2176","Urban","Convenience",14,"Victoria UC"
"2177","Urban","Convenience",14,"Victoria UC"
"2178","Urban","Convenience",14,"Victoria UC"
"2179","Urban","Convenience",14,"Victoria UC"
"2180","Urban","Convenience",14,"Victoria UC"
"2181","Urban","Convenience",14,"Victoria UC"
"2182","Urban","Convenience",14,"Victoria UC"
"2183","Urban","Convenience",14,"Victoria UC"
"2184","Urban","Convenience",14,"Victoria UC"
"2185","Urban","Convenience",14,"Victoria UC"
"2186","Urban","Convenience",14,"Victoria UC"
"2353","Urban","Convenience",2,"Aliqui UC"
"2354","Urban","Convenience",2,"Aliqui UC"
"2355","Urban","Convenience",2,"Aliqui UC"
"2356","Urban","Convenience",2,"Aliqui UC"
"2357","Urban","Convenience",2,"Aliqui UC"
"2358","Urban","Convenience",2,"Aliqui UC"
"2359","Urban","Convenience",2,"Aliqui UC"
"2360","Urban","Convenience",2,"Aliqui UC"
"2361","Urban","Convenience",2,"Aliqui UC"
"2362","Urban","Convenience",2,"Aliqui UC"
"2363","Urban","Convenience",2,"Aliqui UC"
"2364","Urban","Convenience",2,"Aliqui UC"
"2365","Urban","Convenience",2,"Aliqui UC"
"2366","Urban","Convenience",2,"Aliqui UC"
"2367","Urban","Convenience",2,"Aliqui UC"
"2368","Urban","Convenience",2,"Aliqui UC"
"2369","Urban","Convenience",2,"Aliqui UC"
"2370","Urban","Convenience",2,"Aliqui UC"
"2371","Urban","Convenience",2,"Aliqui UC"
"2372","Urban","Convenience",2,"Aliqui UC"
"2373","Urban","Convenience",2,"Aliqui UC"
"2374","Urban","Convenience",2,"Aliqui UC"
"2375","Urban","Convenience",2,"Aliqui UC"
"2376","Urban","Convenience",2,"Aliqui UC"
"2377","Urban","Convenience",2,"Aliqui UC"
"2378","Urban","Convenience",2,"Aliqui UC"
"2379","Urban","Convenience",2,"Aliqui UC"
"2380","Urban","Convenience",2,"Aliqui UC"
"2381","Urban","Convenience",2,"Aliqui UC"
"2382","Urban","Convenience",2,"Aliqui UC"
"2383","Urban","Convenience",2,"Aliqui UC"
"2384","Urban","Convenience",2,"Aliqui UC"
"2385","Urban","Convenience",2,"Aliqui UC"
"2386","Urban","Convenience",2,"Aliqui UC"
"2387","Urban","Convenience",2,"Aliqui UC"
"2388","Urban","Convenience",2,"Aliqui UC"
"2389","Urban","Convenience",2,"Aliqui UC"
"2390","Urban","Convenience",2,"Aliqui UC"
"2391","Urban","Convenience",2,"Aliqui UC"
"173","Urban","Extreme",1,"Abbas UE"
"174","Urban","Extreme",1,"Abbas UE"
"175","Urban","Extreme",1,"Abbas UE"
"176","Urban","Extreme",1,"Abbas UE"
"177","Urban","Extreme",1,"Abbas UE"
"178","Urban","Extreme",1,"Abbas UE"
"179","Urban","Extreme",1,"Abbas UE"
"180","Urban","Extreme",1,"Abbas UE"
"181","Urban","Extreme",1,"Abbas UE"
"182","Urban","Extreme",1,"Abbas UE"
"183","Urban","Extreme",1,"Abbas UE"
"184","Urban","Extreme",1,"Abbas UE"
"185","Urban","Extreme",1,"Abbas UE"
"186","Urban","Extreme",1,"Abbas UE"
"187","Urban","Extreme",1,"Abbas UE"
"188","Urban","Extreme",1,"Abbas UE"
"513","Urban","Extreme",7,"Maximus UE"
"514","Urban","Extreme",7,"Maximus UE"
"515","Urban","Extreme",7,"Maximus UE"
"516","Urban","Extreme",7,"Maximus UE"
"517","Urban","Extreme",7,"Maximus UE"
"518","Urban","Extreme",7,"Maximus UE"
"519","Urban","Extreme",7,"Maximus UE"
"520","Urban","Extreme",7,"Maximus UE"
"521","Urban","Extreme",7,"Maximus UE"
"522","Urban","Extreme",7,"Maximus UE"
"523","Urban","Extreme",7,"Maximus UE"
"524","Urban","Extreme",7,"Maximus UE"
"525","Urban","Extreme",7,"Maximus UE"
"526","Urban","Extreme",7,"Maximus UE"
"527","Urban","Extreme",7,"Maximus UE"
"528","Urban","Extreme",7,"Maximus UE"
"529","Urban","Extreme",7,"Maximus UE"
"530","Urban","Extreme",7,"Maximus UE"
"531","Urban","Extreme",7,"Maximus UE"
"532","Urban","Extreme",7,"Maximus UE"
"533","Urban","Extreme",7,"Maximus UE"
"534","Urban","Extreme",7,"Maximus UE"
"535","Urban","Extreme",7,"Maximus UE"
"892","Urban","Extreme",8,"Natura UE"
"893","Urban","Extreme",8,"Natura UE"
"894","Urban","Extreme",8,"Natura UE"
"895","Urban","Extreme",8,"Natura UE"
"896","Urban","Extreme",8,"Natura UE"
"897","Urban","Extreme",8,"Natura UE"
"898","Urban","Extreme",8,"Natura UE"
"899","Urban","Extreme",8,"Natura UE"
"900","Urban","Extreme",8,"Natura UE"
"901","Urban","Extreme",8,"Natura UE"
"902","Urban","Extreme",8,"Natura UE"
"903","Urban","Extreme",8,"Natura UE"
"904","Urban","Extreme",8,"Natura UE"
"905","Urban","Extreme",8,"Natura UE"
"906","Urban","Extreme",8,"Natura UE"
"907","Urban","Extreme",8,"Natura UE"
"908","Urban","Extreme",8,"Natura UE"
"909","Urban","Extreme",8,"Natura UE"
"910","Urban","Extreme",8,"Natura UE"
"911","Urban","Extreme",8,"Natura UE"
"912","Urban","Extreme",8,"Natura UE"
"913","Urban","Extreme",8,"Natura UE"
"914","Urban","Extreme",8,"Natura UE"
"915","Urban","Extreme",8,"Natura UE"
"916","Urban","Extreme",8,"Natura UE"
"917","Urban","Extreme",8,"Natura UE"
"918","Urban","Extreme",8,"Natura UE"
"919","Urban","Extreme",8,"Natura UE"
"920","Urban","Extreme",8,"Natura UE"
"921","Urban","Extreme",8,"Natura UE"
"922","Urban","Extreme",8,"Natura UE"
"923","Urban","Extreme",8,"Natura UE"
"924","Urban","Extreme",8,"Natura UE"
"925","Urban","Extreme",8,"Natura UE"
"926","Urban","Extreme",8,"Natura UE"
"927","Urban","Extreme",8,"Natura UE"
"928","Urban","Extreme",8,"Natura UE"
"929","Urban","Extreme",8,"Natura UE"
"930","Urban","Extreme",8,"Natura UE"
"931","Urban","Extreme",8,"Natura UE"
"932","Urban","Extreme",8,"Natura UE"
"933","Urban","Extreme",8,"Natura UE"
"934","Urban","Extreme",8,"Natura UE"
"935","Urban","Extreme",8,"Natura UE"
"936","Urban","Extreme",8,"Natura UE"
"937","Urban","Extreme",8,"Natura UE"
"1165","Urban","Extreme",10,"Pirum UE"
"1166","Urban","Extreme",10,"Pirum UE"
"1167","Urban","Extreme",10,"Pirum UE"
"1168","Urban","Extreme",10,"Pirum UE"
"1169","Urban","Extreme",10,"Pirum UE"
"1170","Urban","Extreme",10,"Pirum UE"
"1171","Urban","Extreme",10,"Pirum UE"
"1172","Urban","Extreme",10,"Pirum UE"
"1173","Urban","Extreme",10,"Pirum UE"
"1174","Urban","Extreme",10,"Pirum UE"
"1175","Urban","Extreme",10,"Pirum UE"
"1176","Urban","Extreme",10,"Pirum UE"
"1177","Urban","Extreme",10,"Pirum UE"
"1178","Urban","Extreme",10,"Pirum UE"
"1179","Urban","Extreme",10,"Pirum UE"
"1180","Urban","Extreme",10,"Pirum UE"
"1181","Urban","Extreme",10,"Pirum UE"
"1182","Urban","Extreme",10,"Pirum UE"
"1183","Urban","Extreme",10,"Pirum UE"
"1184","Urban","Extreme",10,"Pirum UE"
"1185","Urban","Extreme",10,"Pirum UE"
"1186","Urban","Extreme",10,"Pirum UE"
"1187","Urban","Extreme",10,"Pirum UE"
"1188","Urban","Extreme",10,"Pirum UE"
"1189","Urban","Extreme",10,"Pirum UE"
"1190","Urban","Extreme",10,"Pirum UE"
"1191","Urban","Extreme",10,"Pirum UE"
"1192","Urban","Extreme",10,"Pirum UE"
"1193","Urban","Extreme",10,"Pirum UE"
"1194","Urban","Extreme",10,"Pirum UE"
"1195","Urban","Extreme",10,"Pirum UE"
"1196","Urban","Extreme",10,"Pirum UE"
"1197","Urban","Extreme",10,"Pirum UE"
"1198","Urban","Extreme",10,"Pirum UE"
"1671","Urban","Extreme",12,"Quibus UE"
"1672","Urban","Extreme",12,"Quibus UE"
"1673","Urban","Extreme",12,"Quibus UE"
"1674","Urban","Extreme",12,"Quibus UE"
"1675","Urban","Extreme",12,"Quibus UE"
"1676","Urban","Extreme",12,"Quibus UE"
"1677","Urban","Extreme",12,"Quibus UE"
"1678","Urban","Extreme",12,"Quibus UE"
"1679","Urban","Extreme",12,"Quibus UE"
"1680","Urban","Extreme",12,"Quibus UE"
"1681","Urban","Extreme",12,"Quibus UE"
"1682","Urban","Extreme",12,"Quibus UE"
"1683","Urban","Extreme",12,"Quibus UE"
"1684","Urban","Extreme",12,"Quibus UE"
"1685","Urban","Extreme",12,"Quibus UE"
"1686","Urban","Extreme",12,"Quibus UE"
"1687","Urban","Extreme",12,"Quibus UE"
"1688","Urban","Extreme",13,"Salvus UE"
"1766","Urban","Extreme",11,"Pomum UE"
"1767","Urban","Extreme",11,"Pomum UE"
"1768","Urban","Extreme",11,"Pomum UE"
"1769","Urban","Extreme",11,"Pomum UE"
"1770","Urban","Extreme",11,"Pomum UE"
"1771","Urban","Extreme",11,"Pomum UE"
"1772","Urban","Extreme",11,"Pomum UE"
"1773","Urban","Extreme",11,"Pomum UE"
"1774","Urban","Extreme",11,"Pomum UE"
"1775","Urban","Extreme",11,"Pomum UE"
"1776","Urban","Extreme",11,"Pomum UE"
"1777","Urban","Extreme",11,"Pomum UE"
"1778","Urban","Extreme",11,"Pomum UE"
"1779","Urban","Extreme",11,"Pomum UE"
"1780","Urban","Extreme",11,"Pomum UE"
"1781","Urban","Extreme",11,"Pomum UE"
"1782","Urban","Extreme",11,"Pomum UE"
"1783","Urban","Extreme",11,"Pomum UE"
"1784","Urban","Extreme",11,"Pomum UE"
"1785","Urban","Extreme",11,"Pomum UE"
"1786","Urban","Extreme",11,"Pomum UE"
"1787","Urban","Extreme",11,"Pomum UE"
"1788","Urban","Extreme",11,"Pomum UE"
"1789","Urban","Extreme",11,"Pomum UE"
"1790","Urban","Extreme",11,"Pomum UE"
"1791","Urban","Extreme",11,"Pomum UE"
"1792","Urban","Extreme",11,"Pomum UE"
"1793","Urban","Extreme",11,"Pomum UE"
"1794","Urban","Extreme",11,"Pomum UE"
"2041","Urban","Extreme",4,"Currus UE"
"2042","Urban","Extreme",4,"Currus UE"
"2043","Urban","Extreme",4,"Currus UE"
"2044","Urban","Extreme",4,"Currus UE"
"2045","Urban","Extreme",4,"Currus UE"
"2046","Urban","Extreme",4,"Currus UE"
"2047","Urban","Extreme",4,"Currus UE"
"2048","Urban","Extreme",4,"Currus UE"
"2049","Urban","Extreme",4,"Currus UE"
"2050","Urban","Extreme",4,"Currus UE"
"2051","Urban","Extreme",4,"Currus UE"
"2052","Urban","Extreme",4,"Currus UE"
"2053","Urban","Extreme",4,"Currus UE"
"2054","Urban","Extreme",4,"Currus UE"
"2055","Urban","Extreme",4,"Currus UE"
"2056","Urban","Extreme",4,"Currus UE"
"2057","Urban","Extreme",4,"Currus UE"
"2058","Urban","Extreme",4,"Currus UE"
"2059","Urban","Extreme",4,"Currus UE"
"2060","Urban","Extreme",4,"Currus UE"
"2061","Urban","Extreme",4,"Currus UE"
"2062","Urban","Extreme",4,"Currus UE"
"2063","Urban","Extreme",4,"Currus UE"
"2064","Urban","Extreme",4,"Currus UE"
"2065","Urban","Extreme",4,"Currus UE"
"2148","Urban","Extreme",14,"Victoria UE"
"2149","Urban","Extreme",14,"Victoria UE"
"2150","Urban","Extreme",14,"Victoria UE"
"2151","Urban","Extreme",14,"Victoria UE"
"2152","Urban","Extreme",14,"Victoria UE"
