id,season,date,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,Result
7711,"2015/2016",2016-05-11 00:00:00.000,1990072,9827,9847,1,1,"Draw"
7776,"2015/2016",2015-09-19 00:00:00.000,1989835,9837,9847,1,1,"Draw"
7909,"2008/2009",2008-08-23 00:00:00.000,499327,9789,9823,1,1,"Draw"
8123,"2009/2010",2009-08-08 00:00:00.000,674271,8226,9823,1,1,"Draw"
8256,"2009/2010",2010-02-20 00:00:00.000,674476,8165,9823,1,1,"Draw"
8274,"2009/2010",2010-03-06 00:00:00.000,674494,8722,9823,1,1,"Draw"
8322,"2009/2010",2010-04-10 00:00:00.000,674536,8178,9823,1,1,"Draw"
8347,"2009/2010",2010-04-24 00:00:00.000,674561,9788,9823,1,1,"Draw"
8458,"2010/2011",2010-11-20 00:00:00.000,856992,8178,9823,1,1,"Draw"
8506,"2010/2011",2011-01-15 00:00:00.000,857108,8721,9823,1,1,"Draw"
8618,"2010/2011",2011-04-09 00:00:00.000,857351,8165,9823,1,1,"Draw"
8641,"2010/2011",2011-04-23 00:00:00.000,857374,9810,9823,1,1,"Draw"
8837,"2011/2012",2012-02-04 00:00:00.000,1030220,9790,9823,1,1,"Draw"
9065,"2012/2013",2012-11-17 00:00:00.000,1239572,8165,9823,1,1,"Draw"
9258,"2012/2013",2013-05-04 00:00:00.000,1239747,9789,9823,1,1,"Draw"
9591,"2013/2014",2013-08-27 00:00:00.000,1479017,8358,9823,1,1,"Draw"
9629,"2013/2014",2013-10-05 00:00:00.000,1479055,8178,9823,1,1,"Draw"
9744,"2014/2015",2014-08-30 00:00:00.000,1732720,10189,9823,1,1,"Draw"
19761,"2008/2009",2008-08-17 00:00:00.000,489988,9938,9925,1,1,"Draw"
19803,"2008/2009",2009-02-22 00:00:00.000,490132,9927,9925,1,1,"Draw"
19845,"2008/2009",2009-04-11 00:00:00.000,490169,9860,9925,1,1,"Draw"
20209,"2010/2011",2011-01-12 00:00:00.000,840336,8429,9925,1,1,"Draw"
20504,"2011/2012",2012-03-03 00:00:00.000,1024697,8485,9925,1,1,"Draw"
20707,"2012/2013",2013-02-19 00:00:00.000,1230215,8467,9925,1,1,"Draw"
20741,"2012/2013",2012-08-18 00:00:00.000,1228381,8649,9925,1,1,"Draw"
20761,"2012/2013",2013-03-31 00:00:00.000,1230410,9800,9925,1,1,"Draw"
20785,"2012/2013",2013-05-05 00:00:00.000,1438247,8649,9925,1,1,"Draw"
20841,"2013/2014",2013-10-19 00:00:00.000,1474237,10251,9925,1,1,"Draw"
21219,"2014/2015",2015-04-11 00:00:00.000,1726211,8066,9925,1,1,"Draw"
21261,"2014/2015",2014-08-31 00:00:00.000,1726044,8284,9925,1,1,"Draw"
21412,"2015/2016",2016-02-26 00:00:00.000,1991007,8429,9925,1,1,"Draw"
127,"2008/2009",2009-02-15 00:00:00.000,492998,9986,8635,0,1,"Win"
163,"2008/2009",2009-03-13 00:00:00.000,493034,8203,8635,2,1,"Loss"
208,"2008/2009",2009-04-19 00:00:00.000,493070,10001,8635,0,1,"Win"
272,"2008/2009",2008-09-26 00:00:00.000,492527,9985,8635,2,1,"Loss"
491,"2009/2010",2009-09-12 00:00:00.000,665363,9997,8635,2,1,"Loss"
526,"2010/2011",2010-10-03 00:00:00.000,838582,9985,8635,5,1,"Loss"
575,"2010/2011",2010-11-20 00:00:00.000,838667,9993,8635,0,1,"Win"
757,"2011/2012",2011-07-29 00:00:00.000,1032692,1773,8635,2,1,"Loss"
826,"2011/2012",2011-12-09 00:00:00.000,1032825,8203,8635,2,1,"Loss"
866,"2011/2012",2012-01-21 00:00:00.000,1032857,8571,8635,0,1,"Win"
937,"2011/2012",2011-08-14 00:00:00.000,1032712,9994,8635,0,1,"Win"
974,"2011/2012",2011-09-18 00:00:00.000,1032741,9991,8635,0,1,"Win"
990,"2011/2012",2011-10-02 00:00:00.000,1032757,9987,8635,0,1,"Win"
1006,"2012/2013",2012-10-07 00:00:00.000,1224056,9985,8635,2,1,"Loss"
1312,"2014/2015",2014-11-22 00:00:00.000,1717944,9986,8635,3,1,"Loss"
1402,"2014/2015",2015-02-22 00:00:00.000,1718026,9987,8635,0,1,"Win"
1661,"2015/2016",2016-03-05 00:00:00.000,1980052,274581,8635,2,1,"Loss"
1686,"2015/2016",2015-08-16 00:00:00.000,1979861,8573,8635,3,1,"Loss"
4962,"2008/2009",2009-03-07 00:00:00.000,483394,8689,9847,0,1,"Win"
4988,"2008/2009",2009-03-22 00:00:00.000,483439,9941,9847,4,1,"Loss"
5051,"2008/2009",2009-05-13 00:00:00.000,483502,8682,9847,0,1,"Win"
5078,"2008/2009",2009-05-23 00:00:00.000,483529,9873,9847,2,1,"Loss"
5089,"2008/2009",2008-08-30 00:00:00.000,483159,7819,9847,0,1,"Win"
5273,"2009/2010",2010-01-16 00:00:00.000,654274,8639,9847,3,1,"Loss"
5293,"2009/2010",2010-01-31 00:00:00.000,654329,9748,9847,2,1,"Loss"
5734,"2010/2011",2011-03-20 00:00:00.000,830332,8592,9847,2,1,"Loss"
5857,"2010/2011",2010-08-29 00:00:00.000,829909,9874,9847,3,1,"Loss"
5996,"2011/2012",2011-12-10 00:00:00.000,1019683,9874,9847,0,1,"Win"
6015,"2011/2012",2011-12-21 00:00:00.000,1019745,9853,9847,0,1,"Win"
6040,"2011/2012",2012-01-28 00:00:00.000,1019798,8521,9847,0,1,"Win"
6145,"2011/2012",2012-03-31 00:00:00.000,1020078,8481,9847,2,1,"Loss"
6181,"2011/2012",2012-04-29 00:00:00.000,1020185,8639,9847,2,1,"Loss"
6303,"2012/2013",2012-10-27 00:00:00.000,1216905,8481,9847,0,1,"Win"
6356,"2012/2013",2012-12-01 00:00:00.000,1216958,9831,9847,2,1,"Loss"
6421,"2012/2013",2013-01-20 00:00:00.000,1217013,9827,9847,0,1,"Win"
6547,"2012/2013",2013-04-13 00:00:00.000,1217129,10242,9847,0,1,"Win"
6563,"2012/2013",2013-04-28 00:00:00.000,1217145,4087,9847,0,1,"Win"
6586,"2012/2013",2013-05-12 00:00:00.000,1217168,9748,9847,0,1,"Win"
6905,"2013/2014",2014-03-21 00:00:00.000,1468494,8689,9847,0,1,"Win"
6912,"2013/2014",2014-03-28 00:00:00.000,1468503,9831,9847,0,1,"Win"
7028,"2013/2014",2013-09-25 00:00:00.000,1468228,9873,9847,0,1,"Win"
7198,"2014/2015",2015-01-25 00:00:00.000,1709916,9853,9847,0,1,"Win"
7431,"2015/2016",2015-08-07 00:00:00.000,1989781,8639,9847,0,1,"Win"
7465,"2015/2016",2015-10-30 00:00:00.000,1989894,9851,9847,0,1,"Win"
7568,"2015/2016",2016-01-16 00:00:00.000,1989989,9941,9847,0,1,"Win"
7636,"2015/2016",2016-02-28 00:00:00.000,1990157,9748,9847,2,1,"Loss"
7655,"2015/2016",2015-08-21 00:00:00.000,1989804,10249,9847,0,1,"Win"
7920,"2008/2009",2009-02-14 00:00:00.000,499491,8177,9823,2,1,"Loss"
7974,"2008/2009",2009-04-04 00:00:00.000,499545,8721,9823,5,1,"Loss"
7994,"2008/2009",2009-04-18 00:00:00.000,499565,9912,9823,0,1,"Win"
8105,"2008/2009",2008-10-18 00:00:00.000,499388,8295,9823,0,1,"Win"
8292,"2009/2010",2010-03-20 00:00:00.000,674512,9810,9823,2,1,"Loss"
8320,"2009/2010",2009-08-22 00:00:00.000,674288,9905,9823,2,1,"Loss"
8581,"2010/2011",2011-03-05 00:00:00.000,857256,9904,9823,3,1,"Loss"
8739,"2011/2012",2011-10-23 00:00:00.000,1029974,9904,9823,2,1,"Loss"
8816,"2011/2012",2012-01-20 00:00:00.000,1030193,9788,9823,3,1,"Loss"
8833,"2011/2012",2011-08-13 00:00:00.000,1029783,8721,9823,0,1,"Win"
8911,"2011/2012",2012-03-31 00:00:00.000,1030357,8165,9823,0,1,"Win"
9177,"2012/2013",2013-03-03 00:00:00.000,1239675,8226,9823,0,1,"Win"
9213,"2012/2013",2013-04-06 00:00:00.000,1239711,9810,9823,0,1,"Win"
9446,"2013/2014",2013-08-17 00:00:00.000,1479007,9810,9823,0,1,"Win"
9686,"2014/2015",2014-11-29 00:00:00.000,1732834,8177,9823,0,1,"Win"
9728,"2014/2015",2015-01-30 00:00:00.000,1732876,8721,9823,4,1,"Loss"
9816,"2014/2015",2015-04-04 00:00:00.000,1732955,9789,9823,0,1,"Win"
9886,"2014/2015",2015-05-16 00:00:00.000,1733016,8358,9823,2,1,"Loss"
10006,"2015/2016",2015-12-05 00:00:00.000,2002220,9788,9823,3,1,"Loss"
10029,"2015/2016",2015-12-19 00:00:00.000,2002243,9904,9823,0,1,"Win"
10129,"2015/2016",2016-03-19 00:00:00.000,2002334,8722,9823,0,1,"Win"
10253,"2015/2016",2015-10-17 00:00:00.000,2002169,8697,9823,0,1,"Win"
19766,"2008/2009",2008-12-27 00:00:00.000,490095,8548,9925,0,1,"Win"
19941,"2009/2010",2009-11-22 00:00:00.000,658866,9938,9925,2,1,"Loss"
19966,"2009/2010",2009-12-20 00:00:00.000,658891,9860,9925,2,1,"Loss"
20017,"2009/2010",2010-01-30 00:00:00.000,658996,8429,9925,0,1,"Win"
20057,"2009/2010",2009-08-30 00:00:00.000,658746,10251,9925,0,1,"Win"
20077,"2009/2010",2010-04-04 00:00:00.000,659055,10251,9925,0,1,"Win"
20133,"2009/2010",2009-10-04 00:00:00.000,658768,8548,9925,2,1,"Loss"
20152,"2010/2011",2010-08-14 00:00:00.000,839808,8066,9925,0,1,"Win"
20178,"2010/2011",2010-11-14 00:00:00.000,840305,9800,9925,0,1,"Win"
20283,"2010/2011",2010-08-29 00:00:00.000,840242,9927,9925,0,1,"Win"
20309,"2010/2011",2011-04-12 00:00:00.000,840424,8467,9925,0,1,"Win"
20426,"2011/2012",2011-12-04 00:00:00.000,1024430,9938,9925,0,1,"Win"
20510,"2011/2012",2011-08-07 00:00:00.000,1024178,8485,9925,0,1,"Win"
20736,"2012/2013",2013-02-27 00:00:00.000,1230389,9927,9925,2,1,"Loss"
20779,"2012/2013",2013-04-28 00:00:00.000,1438240,9927,9925,3,1,"Loss"
20814,"2012/2013",2012-09-15 00:00:00.000,1228982,8467,9925,2,1,"Loss"
20892,"2013/2014",2013-12-26 00:00:00.000,1474317,8467,9925,0,1,"Win"
20896,"2013/2014",2013-12-29 00:00:00.000,1474349,8066,9925,0,1,"Win"
20936,"2013/2014",2014-02-25 00:00:00.000,1474419,8485,9925,2,1,"Loss"
21033,"2013/2014",2013-08-31 00:00:00.000,1474163,9938,9925,0,1,"Win"
21100,"2014/2015",2014-12-06 00:00:00.000,1726105,9927,9925,0,1,"Win"
21111,"2014/2015",2014-12-21 00:00:00.000,1726116,9938,9925,2,1,"Loss"
21161,"2014/2015",2015-01-24 00:00:00.000,1726160,8649,9925,0,1,"Win"
21241,"2014/2015",2015-05-10 00:00:00.000,1955059,8485,9925,0,1,"Win"
21305,"2015/2016",2015-10-17 00:00:00.000,1990906,9927,9925,0,1,"Win"
21392,"2015/2016",2016-02-03 00:00:00.000,1990987,8485,9925,2,1,"Loss"
21437,"2015/2016",2016-03-19 00:00:00.000,1991026,8597,9925,0,1,"Win"
21471,"2015/2016",2016-05-11 00:00:00.000,2216662,8467,9925,2,1,"Loss"
21500,"2015/2016",2015-09-12 00:00:00.000,1990879,8485,9925,2,1,"Loss"
92,"2008/2009",2009-02-18 00:00:00.000,492801,9991,8635,1,2,"Win"
255,"2008/2009",2008-09-13 00:00:00.000,492502,9998,8635,1,2,"Win"
314,"2009/2010",2009-10-04 00:00:00.000,665411,8342,8635,4,2,"Loss"
396,"2009/2010",2009-12-27 00:00:00.000,665647,9991,8635,2,2,"Draw"
452,"2009/2010",2010-02-28 00:00:00.000,665742,9999,8635,1,2,"Win"
551,"2010/2011",2010-10-31 00:00:00.000,838623,9987,8635,1,2,"Win"
566,"2010/2011",2010-11-14 00:00:00.000,838652,9991,8635,1,2,"Win"
592,"2010/2011",2010-12-05 00:00:00.000,838696,10000,8635,1,2,"Win"
779,"2011/2012",2011-10-23 00:00:00.000,1032778,10001,8635,1,2,"Win"
893,"2011/2012",2012-02-12 00:00:00.000,1032885,9985,8635,1,2,"Win"
928,"2011/2012",2012-03-18 00:00:00.000,1032920,9997,8635,2,2,"Draw"
1148,"2012/2013",2013-02-10 00:00:00.000,1224190,8475,8635,1,2,"Win"
1157,"2012/2013",2013-02-24 00:00:00.000,1224199,8342,8635,2,2,"Draw"
1325,"2014/2015",2014-12-06 00:00:00.000,1717957,274581,8635,4,2,"Loss"
1422,"2014/2015",2015-03-07 00:00:00.000,1718046,9994,8635,1,2,"Win"
1448,"2014/2015",2014-08-17 00:00:00.000,1717848,10001,8635,2,2,"Draw"
1457,"2014/2015",2014-08-31 00:00:00.000,1717857,8342,8635,2,2,"Draw"
1471,"2014/2015",2014-09-13 00:00:00.000,1717871,9989,8635,2,2,"Draw"
1624,"2015/2016",2016-01-29 00:00:00.000,1980015,9997,8635,1,2,"Win"
1627,"2015/2016",2016-02-05 00:00:00.000,1980018,8203,8635,2,2,"Draw"
4859,"2008/2009",2008-12-13 00:00:00.000,483299,8583,9847,1,2,"Win"
5594,"2010/2011",2010-11-28 00:00:00.000,830086,9748,9847,2,2,"Draw"
5618,"2010/2011",2010-12-11 00:00:00.000,830113,9873,9847,1,2,"Win"
5659,"2010/2011",2011-01-29 00:00:00.000,830146,108893,9847,1,2,"Win"
5762,"2010/2011",2011-04-09 00:00:00.000,830372,7819,9847,1,2,"Win"
5781,"2010/2011",2011-04-24 00:00:00.000,830437,8521,9847,2,2,"Draw"
6101,"2011/2012",2012-03-11 00:00:00.000,1019983,9836,9847,1,2,"Win"
6111,"2011/2012",2012-03-17 00:00:00.000,1020011,7819,9847,2,2,"Draw"
6222,"2011/2012",2012-05-20 00:00:00.000,1020246,8689,9847,1,2,"Win"
6251,"2011/2012",2011-09-18 00:00:00.000,1019422,4087,9847,2,2,"Draw"
6467,"2012/2013",2013-02-17 00:00:00.000,1217059,9874,9847,3,2,"Loss"
6506,"2012/2013",2013-03-17 00:00:00.000,1217098,9853,9847,2,2,"Draw"
6618,"2012/2013",2012-09-02 00:00:00.000,1216850,8639,9847,1,2,"Win"
6658,"2012/2013",2012-10-07 00:00:00.000,1216890,8592,9847,2,2,"Draw"
6696,"2013/2014",2013-10-27 00:00:00.000,1468266,9853,9847,2,2,"Draw"
6798,"2013/2014",2014-01-11 00:00:00.000,1468396,8576,9847,1,2,"Win"
6897,"2013/2014",2013-08-25 00:00:00.000,1468187,9830,9847,1,2,"Win"
7043,"2013/2014",2013-10-06 00:00:00.000,1468243,8592,9847,1,2,"Win"
7049,"2014/2015",2014-08-08 00:00:00.000,1709697,9837,9847,2,2,"Draw"
7082,"2014/2015",2014-11-01 00:00:00.000,1709810,8689,9847,1,2,"Win"
7169,"2014/2015",2015-01-10 00:00:00.000,1709887,7794,9847,4,2,"Loss"
7259,"2014/2015",2015-03-15 00:00:00.000,1709977,9827,9847,3,2,"Loss"
7355,"2014/2015",2015-05-16 00:00:00.000,1710063,10249,9847,1,2,"Win"
7482,"2015/2016",2015-11-21 00:00:00.000,1989911,8689,9847,1,2,"Win"
7605,"2015/2016",2016-02-07 00:00:00.000,1990126,8592,9847,1,2,"Win"
7822,"2008/2009",2008-10-29 00:00:00.000,499402,9810,9823,1,2,"Win"
7838,"2008/2009",2008-11-09 00:00:00.000,499418,10189,9823,1,2,"Win"
7852,"2008/2009",2008-11-15 00:00:00.000,499432,9788,9823,2,2,"Draw"
7884,"2008/2009",2008-12-13 00:00:00.000,499464,10269,9823,2,2,"Draw"
8051,"2008/2009",2009-05-16 00:00:00.000,499613,8226,9823,2,2,"Draw"
8307,"2009/2010",2010-04-03 00:00:00.000,674530,10189,9823,1,2,"Win"
8417,"2009/2010",2009-10-17 00:00:00.000,674343,8358,9823,1,2,"Win"
8543,"2010/2011",2011-02-05 00:00:00.000,857180,8722,9823,3,2,"Loss"
8598,"2010/2011",2011-03-19 00:00:00.000,857286,8358,9823,1,2,"Win"
8686,"2010/2011",2010-09-21 00:00:00.000,856914,8226,9823,1,2,"Win"
8761,"2011/2012",2011-11-06 00:00:00.000,1030041,8406,9823,1,2,"Win"
8775,"2011/2012",2011-11-27 00:00:00.000,1030075,9905,9823,3,2,"Loss"
8795,"2011/2012",2011-12-11 00:00:00.000,1030136,10269,9823,1,2,"Win"
8953,"2011/2012",2012-04-21 00:00:00.000,1030393,8697,9823,1,2,"Win"
9195,"2012/2013",2013-03-16 00:00:00.000,1239693,8178,9823,1,2,"Win"
9360,"2013/2014",2013-11-02 00:00:00.000,1479083,8226,9823,1,2,"Win"
9419,"2013/2014",2014-01-29 00:00:00.000,1479144,10269,9823,1,2,"Win"
9720,"2014/2015",2014-12-19 00:00:00.000,1732868,9905,9823,1,2,"Win"
10034,"2015/2016",2016-01-22 00:00:00.000,2002248,9790,9823,1,2,"Win"
10057,"2015/2016",2015-08-22 00:00:00.000,2002103,8226,9823,1,2,"Win"
10193,"2015/2016",2016-05-07 00:00:00.000,2002450,8234,9823,1,2,"Win"
19729,"2008/2009",2008-11-16 00:00:00.000,490064,8429,9925,1,2,"Win"
19782,"2008/2009",2009-01-18 00:00:00.000,490111,8485,9925,4,2,"Loss"
19816,"2008/2009",2009-03-04 00:00:00.000,490145,8597,9925,1,2,"Win"
19833,"2008/2009",2009-03-22 00:00:00.000,490156,9938,9925,2,2,"Draw"
19919,"2008/2009",2008-10-18 00:00:00.000,490032,8066,9925,1,2,"Win"
20112,"2009/2010",2010-05-09 00:00:00.000,820509,9860,9925,1,2,"Win"
20145,"2009/2010",2009-10-25 00:00:00.000,658780,8429,9925,1,2,"Win"
20298,"2010/2011",2011-05-04 00:00:00.000,840413,8066,9925,3,2,"Loss"
20352,"2010/2011",2010-09-19 00:00:00.000,840257,8597,9925,1,2,"Win"
20367,"2010/2011",2010-10-17 00:00:00.000,840272,9938,9925,1,2,"Win"
20410,"2011/2012",2011-11-06 00:00:00.000,1024393,9927,9925,1,2,"Win"
20526,"2011/2012",2012-03-25 00:00:00.000,1024767,8548,9925,3,2,"Loss"
20599,"2011/2012",2011-09-18 00:00:00.000,1024288,8548,9925,4,2,"Loss"
20625,"2012/2013",2012-11-04 00:00:00.000,1229095,9938,9925,2,2,"Draw"
20747,"2012/2013",2013-03-09 00:00:00.000,1230395,8649,9925,3,2,"Loss"
20849,"2013/2014",2013-10-27 00:00:00.000,1474251,8426,9925,1,2,"Win"
21086,"2014/2015",2014-11-09 00:00:00.000,1726091,8485,9925,1,2,"Win"
21174,"2014/2015",2015-02-14 00:00:00.000,1726173,8467,9925,1,2,"Win"
21189,"2014/2015",2015-04-22 00:00:00.000,1726188,8284,9925,1,2,"Win"
21283,"2014/2015",2014-09-27 00:00:00.000,1726066,9800,9925,1,2,"Win"
21298,"2015/2016",2015-10-04 00:00:00.000,1990899,8429,9925,1,2,"Win"
21365,"2015/2016",2015-12-27 00:00:00.000,1990960,9860,9925,2,2,"Draw"
21426,"2015/2016",2015-08-12 00:00:00.000,1990859,8597,9925,2,2,"Draw"
21432,"2015/2016",2016-03-12 00:00:00.000,1991021,8426,9925,1,2,"Win"
21450,"2015/2016",2016-04-09 00:00:00.000,1991039,9927,9925,1,2,"Win"
50,"2008/2009",2008-11-28 00:00:00.000,492664,7947,8635,0,2,"Win"
244,"2008/2009",2009-05-16 00:00:00.000,493106,9987,8635,0,2,"Win"
311,"2009/2010",2009-08-01 00:00:00.000,665323,8571,8635,0,2,"Win"
333,"2009/2010",2009-10-25 00:00:00.000,665445,8203,8635,0,2,"Win"
343,"2009/2010",2009-11-08 00:00:00.000,665551,9987,8635,0,2,"Win"
375,"2009/2010",2009-12-11 00:00:00.000,665622,10001,8635,0,2,"Win"
434,"2009/2010",2010-03-06 00:00:00.000,665717,9986,8635,0,2,"Win"
478,"2009/2010",2009-08-22 00:00:00.000,665345,10000,8635,0,2,"Win"
613,"2010/2011",2010-12-19 00:00:00.000,838720,8342,8635,0,2,"Win"
635,"2010/2011",2010-12-29 00:00:00.000,838755,8571,8635,0,2,"Win"
728,"2010/2011",2010-09-10 00:00:00.000,838532,9997,8635,0,2,"Win"
1130,"2012/2013",2013-01-26 00:00:00.000,1224172,9994,8635,0,2,"Win"
1299,"2014/2015",2014-11-09 00:00:00.000,1717931,9991,8635,0,2,"Win"
1340,"2014/2015",2014-08-01 00:00:00.000,1717828,8573,8635,0,2,"Win"
1352,"2014/2015",2014-12-20 00:00:00.000,1717976,8475,8635,0,2,"Win"
1392,"2014/2015",2015-02-08 00:00:00.000,1718016,9984,8635,0,2,"Win"
1485,"2014/2015",2014-09-27 00:00:00.000,1717885,10000,8635,0,2,"Win"
1584,"2015/2016",2015-08-02 00:00:00.000,1979847,1773,8635,0,2,"Win"
5882,"2010/2011",2010-09-26 00:00:00.000,829936,8588,9847,0,2,"Win"
5908,"2010/2011",2010-10-16 00:00:00.000,829963,9941,9847,0,2,"Win"
6535,"2012/2013",2013-04-06 00:00:00.000,1217117,9851,9847,0,2,"Win"
7000,"2013/2014",2013-09-13 00:00:00.000,1468200,9827,9847,0,2,"Win"
7337,"2014/2015",2015-05-03 00:00:00.000,1710045,9830,9847,0,2,"Win"
7400,"2014/2015",2014-09-24 00:00:00.000,1709758,7819,9847,0,2,"Win"
7439,"2015/2016",2015-10-17 00:00:00.000,1989868,7794,9847,0,2,"Win"
7580,"2015/2016",2016-01-31 00:00:00.000,1990001,9853,9847,0,2,"Win"
7691,"2015/2016",2016-04-09 00:00:00.000,1990052,9747,9847,0,2,"Win"
7863,"2008/2009",2008-11-29 00:00:00.000,499443,8178,9823,0,2,"Win"
8998,"2011/2012",2011-09-18 00:00:00.000,1029861,10189,9823,0,2,"Win"
9084,"2012/2013",2012-11-28 00:00:00.000,1239591,8358,9823,0,2,"Win"
9102,"2012/2013",2012-12-08 00:00:00.000,1239609,8406,9823,0,2,"Win"
9123,"2012/2013",2013-01-27 00:00:00.000,1239630,10269,9823,0,2,"Win"
9159,"2012/2013",2013-02-15 00:00:00.000,1239657,8721,9823,0,2,"Win"
9285,"2012/2013",2012-09-22 00:00:00.000,1239503,10189,9823,0,2,"Win"
9306,"2012/2013",2012-09-29 00:00:00.000,1239515,8697,9823,0,2,"Win"
9421,"2013/2014",2014-01-24 00:00:00.000,1479146,9788,9823,0,2,"Win"
9452,"2013/2014",2014-02-08 00:00:00.000,1479169,8165,9823,0,2,"Win"
9509,"2013/2014",2014-03-22 00:00:00.000,1479228,9905,9823,0,2,"Win"
9562,"2013/2014",2014-04-19 00:00:00.000,1479274,9776,9823,0,2,"Win"
9759,"2014/2015",2015-02-07 00:00:00.000,1732898,10269,9823,0,2,"Win"
9838,"2014/2015",2015-04-18 00:00:00.000,1732977,8226,9823,0,2,"Win"
9922,"2014/2015",2014-09-27 00:00:00.000,1732767,8722,9823,0,2,"Win"
10087,"2015/2016",2016-02-27 00:00:00.000,2002292,8721,9823,0,2,"Win"
10174,"2015/2016",2016-04-23 00:00:00.000,2002431,8177,9823,0,2,"Win"
19708,"2008/2009",2008-11-02 00:00:00.000,490043,9860,9925,0,2,"Win"
20046,"2009/2010",2010-03-07 00:00:00.000,659030,8596,9925,0,2,"Win"
20091,"2009/2010",2010-04-25 00:00:00.000,820485,9938,9925,0,2,"Win"
20130,"2009/2010",2009-09-26 00:00:00.000,658765,9800,9925,0,2,"Win"
20228,"2010/2011",2011-01-02 00:00:00.000,840349,8548,9925,0,2,"Win"
20329,"2010/2011",2011-05-08 00:00:00.000,1005031,8597,9925,0,2,"Win"
20380,"2011/2012",2011-07-24 00:00:00.000,1024244,10251,9925,0,2,"Win"
20417,"2011/2012",2011-11-19 00:00:00.000,1024406,8066,9925,0,2,"Win"
20443,"2011/2012",2011-12-18 00:00:00.000,1024477,8467,9925,0,2,"Win"
20479,"2011/2012",2012-01-21 00:00:00.000,1024572,9800,9925,0,2,"Win"
20587,"2011/2012",2011-08-28 00:00:00.000,1024227,9800,9925,0,2,"Win"
20636,"2012/2013",2012-11-17 00:00:00.000,1229120,8485,9925,0,2,"Win"
20678,"2012/2013",2012-12-26 00:00:00.000,1229572,8284,9925,0,2,"Win"
20826,"2012/2013",2012-09-29 00:00:00.000,1229018,9927,9925,0,2,"Win"
20949,"2013/2014",2014-02-22 00:00:00.000,1474446,9860,9925,0,2,"Win"
