StudentID,Date,variable,value
42,2020-01-14 00:00:00.000,1,1
420,2020-01-08 00:00:00.000,1,1
421,2020-02-11 00:00:00.000,1,2
422,2020-02-29 00:00:00.000,1,2
423,2020-04-19 00:00:00.000,1,5
424,2020-01-20 00:00:00.000,1,2
425,2020-02-17 00:00:00.000,1,5
426,2020-04-06 00:00:00.000,1,4
427,2020-01-23 00:00:00.000,1,4
43,2020-03-18 00:00:00.000,1,5
44,2020-02-09 00:00:00.000,1,2
45,2020-02-01 00:00:00.000,1,5
46,2020-02-12 00:00:00.000,1,2
47,2020-03-06 00:00:00.000,1,3
48,2020-03-17 00:00:00.000,1,3
49,2020-01-03 00:00:00.000,1,2
5,2020-04-19 00:00:00.000,1,5
50,2020-01-27 00:00:00.000,1,1
51,2020-02-10 00:00:00.000,1,4
52,2020-03-10 00:00:00.000,1,1
53,2020-01-10 00:00:00.000,1,2
54,2020-01-18 00:00:00.000,1,4
55,2020-01-15 00:00:00.000,1,3
56,2020-03-01 00:00:00.000,1,5
57,2020-01-02 00:00:00.000,1,4
58,2020-04-16 00:00:00.000,1,4
59,2020-02-03 00:00:00.000,1,1
6,2020-01-23 00:00:00.000,1,1
60,2020-01-30 00:00:00.000,1,2
61,2020-04-23 00:00:00.000,1,4
62,2020-04-25 00:00:00.000,1,1
63,2020-03-30 00:00:00.000,1,1
64,2020-01-24 00:00:00.000,1,1
65,2020-04-09 00:00:00.000,1,5
66,2020-01-03 00:00:00.000,1,5
67,2020-04-03 00:00:00.000,1,1
68,2020-04-29 00:00:00.000,1,5
69,2020-01-02 00:00:00.000,1,4
7,2020-01-07 00:00:00.000,1,2
70,2020-01-25 00:00:00.000,1,2
71,2020-01-27 00:00:00.000,1,1
72,2020-01-30 00:00:00.000,1,5
73,2020-01-16 00:00:00.000,1,3
74,2020-02-23 00:00:00.000,1,4
75,2020-04-08 00:00:00.000,1,3
76,2020-03-07 00:00:00.000,1,3
77,2020-04-17 00:00:00.000,1,5
78,2020-01-05 00:00:00.000,1,3
79,2020-01-28 00:00:00.000,1,4
8,2020-03-19 00:00:00.000,1,4
80,2020-02-04 00:00:00.000,1,5
81,2020-04-15 00:00:00.000,1,5
82,2020-03-05 00:00:00.000,1,2
83,2020-01-01 00:00:00.000,1,3
84,2020-01-18 00:00:00.000,1,1
85,2020-04-07 00:00:00.000,1,1
86,2020-03-26 00:00:00.000,1,4
87,2020-04-04 00:00:00.000,1,1
88,2020-04-15 00:00:00.000,1,2
89,2020-04-23 00:00:00.000,1,2
9,2020-04-17 00:00:00.000,1,1
90,2020-03-15 00:00:00.000,1,1
91,2020-02-11 00:00:00.000,1,3
92,2020-04-07 00:00:00.000,1,3
93,2020-03-23 00:00:00.000,1,1
94,2020-03-09 00:00:00.000,1,4
95,2020-04-29 00:00:00.000,1,4
96,2020-04-02 00:00:00.000,1,3
97,2020-04-08 00:00:00.000,1,1
98,2020-04-28 00:00:00.000,1,4
99,2020-02-21 00:00:00.000,1,5
1,2020-02-22 00:00:00.000,2,1
10,2020-04-03 00:00:00.000,2,4
100,2020-02-19 00:00:00.000,2,5
101,2020-02-03 00:00:00.000,2,3
102,2020-03-15 00:00:00.000,2,4
103,2020-02-29 00:00:00.000,2,3
104,2020-01-07 00:00:00.000,2,3
105,2020-04-08 00:00:00.000,2,2
106,2020-02-18 00:00:00.000,2,5
107,2020-02-19 00:00:00.000,2,4
108,2020-04-22 00:00:00.000,2,3
109,2020-04-12 00:00:00.000,2,5
11,2020-01-31 00:00:00.000,2,2
110,2020-01-08 00:00:00.000,2,1
111,2020-04-15 00:00:00.000,2,3
112,2020-04-12 00:00:00.000,2,3
113,2020-01-23 00:00:00.000,2,4
114,2020-02-09 00:00:00.000,2,3
115,2020-03-13 00:00:00.000,2,3
116,2020-03-03 00:00:00.000,2,3
117,2020-03-19 00:00:00.000,2,5
118,2020-01-17 00:00:00.000,2,3
119,2020-01-02 00:00:00.000,2,2
12,2020-04-04 00:00:00.000,2,5
120,2020-02-03 00:00:00.000,2,3
121,2020-01-31 00:00:00.000,2,4
122,2020-02-12 00:00:00.000,2,2
123,2020-01-05 00:00:00.000,2,1
124,2020-03-08 00:00:00.000,2,2
125,2020-03-30 00:00:00.000,2,5
126,2020-02-23 00:00:00.000,2,2
127,2020-03-11 00:00:00.000,2,4
128,2020-03-25 00:00:00.000,2,3
129,2020-02-24 00:00:00.000,2,2
13,2020-01-22 00:00:00.000,2,2
130,2020-03-31 00:00:00.000,2,4
131,2020-01-04 00:00:00.000,2,1
132,2020-01-30 00:00:00.000,2,5
133,2020-03-27 00:00:00.000,2,5
134,2020-03-23 00:00:00.000,2,4
135,2020-02-01 00:00:00.000,2,5
136,2020-04-30 00:00:00.000,2,1
137,2020-04-25 00:00:00.000,2,5
138,2020-02-27 00:00:00.000,2,1
139,2020-03-08 00:00:00.000,2,5
14,2020-03-20 00:00:00.000,2,1
140,2020-02-04 00:00:00.000,2,5
141,2020-01-29 00:00:00.000,2,2
142,2020-03-15 00:00:00.000,2,3
143,2020-02-04 00:00:00.000,2,2
144,2020-01-25 00:00:00.000,2,3
145,2020-03-21 00:00:00.000,2,3
146,2020-03-03 00:00:00.000,2,1
147,2020-02-18 00:00:00.000,2,3
148,2020-04-29 00:00:00.000,2,1
149,2020-04-14 00:00:00.000,2,2
15,2020-03-08 00:00:00.000,2,4
150,2020-04-23 00:00:00.000,2,2
151,2020-03-01 00:00:00.000,2,4
152,2020-01-16 00:00:00.000,2,3
153,2020-03-12 00:00:00.000,2,3
154,2020-01-30 00:00:00.000,2,4
155,2020-02-26 00:00:00.000,2,2
156,2020-02-27 00:00:00.000,2,5
157,2020-02-27 00:00:00.000,2,4
158,2020-04-02 00:00:00.000,2,4
159,2020-02-05 00:00:00.000,2,4
16,2020-03-10 00:00:00.000,2,5
160,2020-01-04 00:00:00.000,2,1
161,2020-04-29 00:00:00.000,2,3
162,2020-03-12 00:00:00.000,2,5
163,2020-03-26 00:00:00.000,2,4
164,2020-03-21 00:00:00.000,2,4
165,2020-02-26 00:00:00.000,2,4
166,2020-01-28 00:00:00.000,2,5
167,2020-02-06 00:00:00.000,2,1
168,2020-03-31 00:00:00.000,2,5
169,2020-02-11 00:00:00.000,2,2
17,2020-04-18 00:00:00.000,2,2
170,2020-01-10 00:00:00.000,2,4
171,2020-04-11 00:00:00.000,2,2
172,2020-01-11 00:00:00.000,2,2
173,2020-01-01 00:00:00.000,2,1
174,2020-03-08 00:00:00.000,2,5
175,2020-03-03 00:00:00.000,2,5
176,2020-02-05 00:00:00.000,2,5
177,2020-04-07 00:00:00.000,2,1
178,2020-01-26 00:00:00.000,2,5
179,2020-04-06 00:00:00.000,2,4
18,2020-01-22 00:00:00.000,2,1
180,2020-02-26 00:00:00.000,2,1
181,2020-02-28 00:00:00.000,2,2
182,2020-01-25 00:00:00.000,2,3
183,2020-02-15 00:00:00.000,2,5
184,2020-01-02 00:00:00.000,2,5
185,2020-02-26 00:00:00.000,2,4
186,2020-01-04 00:00:00.000,2,4
187,2020-01-15 00:00:00.000,2,3
188,2020-01-26 00:00:00.000,2,4
189,2020-03-13 00:00:00.000,2,2
19,2020-02-28 00:00:00.000,2,2
190,2020-02-17 00:00:00.000,2,1
191,2020-03-26 00:00:00.000,2,4
192,2020-04-24 00:00:00.000,2,4
193,2020-03-07 00:00:00.000,2,1
194,2020-04-05 00:00:00.000,2,4
195,2020-03-20 00:00:00.000,2,2
196,2020-01-14 00:00:00.000,2,2
197,2020-03-18 00:00:00.000,2,2
198,2020-04-13 00:00:00.000,2,5
199,2020-03-30 00:00:00.000,2,3
2,2020-01-05 00:00:00.000,2,5
20,2020-01-15 00:00:00.000,2,5
200,2020-04-08 00:00:00.000,2,2
201,2020-03-17 00:00:00.000,2,2
202,2020-04-07 00:00:00.000,2,1
203,2020-03-22 00:00:00.000,2,2
204,2020-01-08 00:00:00.000,2,1
205,2020-02-11 00:00:00.000,2,4
206,2020-03-11 00:00:00.000,2,4
207,2020-04-24 00:00:00.000,2,5
208,2020-02-03 00:00:00.000,2,1
209,2020-04-23 00:00:00.000,2,2
21,2020-03-09 00:00:00.000,2,4
210,2020-02-06 00:00:00.000,2,2
211,2020-02-12 00:00:00.000,2,1
212,2020-04-18 00:00:00.000,2,5
213,2020-02-03 00:00:00.000,2,2
214,2020-03-30 00:00:00.000,2,5
215,2020-04-02 00:00:00.000,2,1
216,2020-03-20 00:00:00.000,2,1
217,2020-02-12 00:00:00.000,2,4
218,2020-02-10 00:00:00.000,2,2
219,2020-01-26 00:00:00.000,2,3
22,2020-01-29 00:00:00.000,2,2
220,2020-03-22 00:00:00.000,2,3
221,2020-03-05 00:00:00.000,2,5
222,2020-01-24 00:00:00.000,2,1
223,2020-01-12 00:00:00.000,2,3
224,2020-04-14 00:00:00.000,2,2
225,2020-03-30 00:00:00.000,2,1
226,2020-04-15 00:00:00.000,2,2
227,2020-01-08 00:00:00.000,2,2
228,2020-02-01 00:00:00.000,2,3
229,2020-01-13 00:00:00.000,2,1
23,2020-04-19 00:00:00.000,2,2
230,2020-01-22 00:00:00.000,2,4
231,2020-03-12 00:00:00.000,2,2
232,2020-04-24 00:00:00.000,2,1
233,2020-04-28 00:00:00.000,2,5
234,2020-03-01 00:00:00.000,2,4
235,2020-02-20 00:00:00.000,2,2
236,2020-03-01 00:00:00.000,2,3
237,2020-04-23 00:00:00.000,2,3
238,2020-03-28 00:00:00.000,2,2
239,2020-04-19 00:00:00.000,2,4
24,2020-04-21 00:00:00.000,2,4
240,2020-02-07 00:00:00.000,2,3
241,2020-04-25 00:00:00.000,2,3
242,2020-02-07 00:00:00.000,2,5
243,2020-04-24 00:00:00.000,2,2
244,2020-04-10 00:00:00.000,2,4
245,2020-01-30 00:00:00.000,2,2
246,2020-03-17 00:00:00.000,2,3
247,2020-02-04 00:00:00.000,2,5
248,2020-01-25 00:00:00.000,2,2
249,2020-04-25 00:00:00.000,2,2
25,2020-02-26 00:00:00.000,2,2
250,2020-01-31 00:00:00.000,2,3
251,2020-03-11 00:00:00.000,2,3
252,2020-02-19 00:00:00.000,2,2
253,2020-02-29 00:00:00.000,2,5
254,2020-03-05 00:00:00.000,2,5
255,2020-04-15 00:00:00.000,2,4
256,2020-03-25 00:00:00.000,2,5
257,2020-01-25 00:00:00.000,2,3
258,2020-01-07 00:00:00.000,2,5
259,2020-02-13 00:00:00.000,2,1
26,2020-03-02 00:00:00.000,2,3
260,2020-02-02 00:00:00.000,2,4
261,2020-04-13 00:00:00.000,2,2
262,2020-02-28 00:00:00.000,2,5
263,2020-04-22 00:00:00.000,2,2
264,2020-02-11 00:00:00.000,2,5
265,2020-03-17 00:00:00.000,2,2
266,2020-03-26 00:00:00.000,2,3
267,2020-02-21 00:00:00.000,2,4
268,2020-02-14 00:00:00.000,2,5
269,2020-03-13 00:00:00.000,2,5
27,2020-01-08 00:00:00.000,2,2
270,2020-02-02 00:00:00.000,2,2
271,2020-02-05 00:00:00.000,2,2
272,2020-03-18 00:00:00.000,2,2
273,2020-01-01 00:00:00.000,2,3
274,2020-04-15 00:00:00.000,2,3
275,2020-02-11 00:00:00.000,2,1
276,2020-02-06 00:00:00.000,2,1
277,2020-03-19 00:00:00.000,2,3
278,2020-04-27 00:00:00.000,2,4
279,2020-03-15 00:00:00.000,2,1
28,2020-04-18 00:00:00.000,2,4
280,2020-04-21 00:00:00.000,2,1
281,2020-02-22 00:00:00.000,2,1
282,2020-04-10 00:00:00.000,2,4
283,2020-04-18 00:00:00.000,2,3
284,2020-04-03 00:00:00.000,2,1
285,2020-04-12 00:00:00.000,2,5
286,2020-02-22 00:00:00.000,2,4
287,2020-04-25 00:00:00.000,2,4
288,2020-03-06 00:00:00.000,2,2
289,2020-03-05 00:00:00.000,2,5
29,2020-04-28 00:00:00.000,2,3
290,2020-03-06 00:00:00.000,2,4
291,2020-03-30 00:00:00.000,2,2
292,2020-02-11 00:00:00.000,2,1
293,2020-01-15 00:00:00.000,2,2
294,2020-02-06 00:00:00.000,2,2
295,2020-02-08 00:00:00.000,2,4
296,2020-04-09 00:00:00.000,2,4
297,2020-01-20 00:00:00.000,2,3
298,2020-03-15 00:00:00.000,2,1
299,2020-01-04 00:00:00.000,2,3
3,2020-04-17 00:00:00.000,2,1
30,2020-01-29 00:00:00.000,2,5
300,2020-01-05 00:00:00.000,2,5
301,2020-04-26 00:00:00.000,2,1
302,2020-02-05 00:00:00.000,2,1
303,2020-03-03 00:00:00.000,2,4
304,2020-02-16 00:00:00.000,2,4
305,2020-03-14 00:00:00.000,2,4
306,2020-02-08 00:00:00.000,2,4
307,2020-01-12 00:00:00.000,2,2
308,2020-01-03 00:00:00.000,2,2
309,2020-01-21 00:00:00.000,2,1
31,2020-01-27 00:00:00.000,2,1
310,2020-04-17 00:00:00.000,2,4
311,2020-03-15 00:00:00.000,2,2
312,2020-02-16 00:00:00.000,2,4
