Year,variable,value
2009,Indiana,261238300000
2010,Indiana,280120700000
2011,Indiana,288749100000
2012,Indiana,297552700000
2013,Indiana,308681700000
2014,Indiana,324934500000
2015,Indiana,330032200000
2016,Indiana,338126100000
2017,Indiana,351105600000
2018,Indiana,366800500000
1997,Iowa,82572200000
1998,Iowa,84546900000
1999,Iowa,87662300000
2000,Iowa,93028600000
2001,Iowa,94770800000
2002,Iowa,98976100000
2003,Iowa,105073500000
2004,Iowa,116652500000
2005,Iowa,122224000000
2006,Iowa,126884200000
2007,Iowa,136977000000
2008,Iowa,136553600000
2009,Iowa,136251200000
2010,Iowa,141482000000
2011,Iowa,147227000000
2012,Iowa,157250800000
2013,Iowa,160299800000
2014,Iowa,171561000000
2015,Iowa,178472600000
2016,Iowa,179546600000
2017,Iowa,181846300000
2018,Iowa,189701600000
1997,Kansas,74664600000
1998,Kansas,78478800000
1999,Kansas,81853000000
2000,Kansas,85853200000
2001,Kansas,88380400000
2002,Kansas,90949300000
2003,Kansas,94603500000
2004,Kansas,97676400000
2005,Kansas,103936600000
2006,Kansas,112650300000
2007,Kansas,122453300000
2008,Kansas,127682400000
2009,Kansas,124340700000
2010,Kansas,127744800000
2011,Kansas,135315300000
2012,Kansas,140477800000
2013,Kansas,143220700000
2014,Kansas,148225600000
2015,Kansas,152374100000
2016,Kansas,156857400000
2017,Kansas,161219600000
2018,Kansas,168318000000
1997,Kentucky,104584000000
1998,Kentucky,109656200000
1999,Kentucky,115258500000
2000,Kentucky,114293200000
2001,Kentucky,117430800000
2002,Kentucky,122193100000
2003,Kentucky,126970600000
2004,Kentucky,134194100000
2005,Kentucky,142649000000
2006,Kentucky,151006800000
2007,Kentucky,154531700000
2008,Kentucky,158099000000
2009,Kentucky,155779700000
2010,Kentucky,164605500000
2011,Kentucky,169940700000
2012,Kentucky,176302300000
2013,Kentucky,182359200000
2014,Kentucky,186523000000
2015,Kentucky,191923300000
2016,Kentucky,195342200000
2017,Kentucky,200715400000
2018,Kentucky,208087500000
1997,Louisiana,116494700000
1998,Louisiana,120429300000
1999,Louisiana,125989900000
2000,Louisiana,132809900000
2001,Louisiana,137845100000
2002,Louisiana,139537900000
2003,Louisiana,154361600000
2004,Louisiana,169873200000
2005,Louisiana,197566500000
2006,Louisiana,205799500000
2007,Louisiana,206641100000
2008,Louisiana,215068900000
2009,Louisiana,206884900000
2010,Louisiana,225677000000
2011,Louisiana,228987500000
2012,Louisiana,233623100000
2013,Louisiana,228967400000
2014,Louisiana,238679500000
2015,Louisiana,234299100000
2016,Louisiana,227226700000
2017,Louisiana,239204300000
2018,Louisiana,257287800000
1997,Maine,30630600000
1998,Maine,32166600000
1999,Maine,34382100000
2000,Maine,36841000000
2001,Maine,38500800000
2002,Maine,40183700000
2003,Maine,41838500000
2004,Maine,44526300000
2005,Maine,45874800000
2006,Maine,47921100000
2007,Maine,49148600000
2008,Maine,49973800000
2009,Maine,50556500000
2010,Maine,51710700000
2011,Maine,51866700000
2012,Maine,52874000000
2013,Maine,53719000000
2014,Maine,55795400000
2015,Maine,57525700000
2016,Maine,59753900000
2017,Maine,62040300000
2018,Maine,64856000000
1997,Maryland,159335800000
1998,Maryland,169980100000
1999,Maryland,180207000000
2000,Maryland,192106300000
2001,Maryland,205449800000
2002,Maryland,218299300000
2003,Maryland,228690000000
2004,Maryland,246762000000
2005,Maryland,265929500000
2006,Maryland,279468300000
2007,Maryland,287872800000
2008,Maryland,296435400000
2009,Maryland,302507300000
2010,Maryland,316451500000
2011,Maryland,328058400000
2012,Maryland,334821600000
2013,Maryland,341255300000
2014,Maryland,352046700000
2015,Maryland,367096500000
2016,Maryland,384889100000
2017,Maryland,394258600000
2018,Maryland,412584200000
1997,Massachusetts,237316400000
1998,Massachusetts,249154200000
1999,Massachusetts,264779400000
2000,Massachusetts,289926500000
2001,Massachusetts,296834100000
2002,Massachusetts,303967100000
2003,Massachusetts,315299800000
2004,Massachusetts,330669900000
2005,Massachusetts,345586000000
2006,Massachusetts,361266000000
2007,Massachusetts,379877200000
2008,Massachusetts,388583200000
2009,Massachusetts,391265100000
2010,Massachusetts,409762500000
2011,Massachusetts,425593200000
2012,Massachusetts,444329800000
2013,Massachusetts,454345700000
2014,Massachusetts,473279000000
2015,Massachusetts,502858000000
2016,Massachusetts,519407600000
2017,Massachusetts,540786000000
2018,Massachusetts,569488000000
1997,Michigan,299843200000
1998,Michigan,312611000000
1999,Michigan,337561200000
2000,Michigan,351572700000
2001,Michigan,348529000000
2002,Michigan,362271100000
2003,Michigan,373839300000
2004,Michigan,381228900000
2005,Michigan,394229000000
2006,Michigan,395451000000
2007,Michigan,403735800000
2008,Michigan,386053900000
2009,Michigan,365591700000
2010,Michigan,386625900000
2011,Michigan,401105400000
2012,Michigan,418857400000
2013,Michigan,432717600000
2014,Michigan,449127700000
2015,Michigan,474301400000
2016,Michigan,491774200000
2017,Michigan,505561200000
2018,Michigan,527095800000
1997,Minnesota,155921900000
1998,Minnesota,166292700000
1999,Minnesota,174650000000
2000,Minnesota,189964800000
2001,Minnesota,194646500000
2002,Minnesota,202766000000
2003,Minnesota,215155900000
2004,Minnesota,230282000000
2005,Minnesota,242862700000
2006,Minnesota,249735000000
2007,Minnesota,258827200000
2008,Minnesota,264688000000
2009,Minnesota,259958700000
2010,Minnesota,271821200000
2011,Minnesota,283807300000
2012,Minnesota,294296600000
2013,Minnesota,306153000000
2014,Minnesota,319778700000
2015,Minnesota,329493200000
2016,Minnesota,339100100000
2017,Minnesota,351416800000
2018,Minnesota,368852400000
1997,Mississippi,58339900000
1998,Mississippi,60992300000
1999,Mississippi,63827200000
2000,Mississippi,65645900000
2001,Mississippi,67028600000
2002,Mississippi,68865800000
2003,Mississippi,73332200000
2004,Mississippi,77214400000
2005,Mississippi,80995700000
2006,Mississippi,85869000000
2007,Mississippi,91057600000
2008,Mississippi,96843600000
2009,Mississippi,93205600000
2010,Mississippi,95208400000
2011,Mississippi,96371600000
2012,Mississippi,99614600000
2013,Mississippi,101638100000
2014,Mississippi,104146000000
2015,Mississippi,105883400000
2016,Mississippi,107096600000
2017,Mississippi,110223400000
2018,Mississippi,114834200000
1997,Missouri,163151900000
1998,Missouri,169368700000
1999,Missouri,177360500000
2000,Missouri,187296800000
2001,Missouri,191199000000
2002,Missouri,196597600000
2003,Missouri,204009500000
2004,Missouri,214218100000
2005,Missouri,223497100000
2006,Missouri,231771500000
2007,Missouri,240158800000
2008,Missouri,250581100000
2009,Missouri,251780000000
2010,Missouri,258544100000
2011,Missouri,260093500000
2012,Missouri,268761500000
2013,Missouri,277851100000
2014,Missouri,284712500000
2015,Missouri,294794600000
2016,Missouri,297582600000
2017,Missouri,304946200000
2018,Missouri,318921000000
1997,Montana,19307100000
1998,Montana,20444900000
1999,Montana,20829900000
2000,Montana,21885200000
2001,Montana,22851700000
2002,Montana,23880500000
2003,Montana,25637600000
2004,Montana,27939200000
2005,Montana,30529700000
2006,Montana,32933300000
2007,Montana,36074100000
2008,Montana,36862500000
2009,Montana,35983900000
2010,Montana,38054600000
2011,Montana,40579300000
2012,Montana,42005800000
2013,Montana,43141000000
2014,Montana,44495700000
2015,Montana,46152900000
2016,Montana,45457900000
2017,Montana,47559100000
2018,Montana,50326600000
1997,Nebraska,49886000000
1998,Nebraska,51829300000
1999,Nebraska,53689300000
2000,Nebraska,56503700000
2001,Nebraska,59467000000
2002,Nebraska,61604400000
2003,Nebraska,66415600000
2004,Nebraska,70288800000
2005,Nebraska,73959000000
2006,Nebraska,78150000000
2007,Nebraska,83122800000
2008,Nebraska,85200600000
2009,Nebraska,86830300000
2010,Nebraska,91812800000
2011,Nebraska,99613400000
2012,Nebraska,102269000000
2013,Nebraska,107604300000
2014,Nebraska,111161700000
2015,Nebraska,115328000000
2016,Nebraska,116193800000
2017,Nebraska,120517400000
2018,Nebraska,123977900000
1997,Nevada,60593400000
1998,Nevada,65315000000
1999,Nevada,71534900000
2000,Nevada,76627100000
2001,Nevada,80426600000
2002,Nevada,84733500000
2003,Nevada,90778800000
2004,Nevada,104420600000
2005,Nevada,117856100000
2006,Nevada,127575700000
2007,Nevada,131599800000
2008,Nevada,129372400000
2009,Nevada,121109500000
2010,Nevada,123598100000
2011,Nevada,126657100000
2012,Nevada,128043000000
2013,Nevada,130621400000
2014,Nevada,135153200000
2015,Nevada,144232400000
2016,Nevada,151215100000
2017,Nevada,158847600000
2018,Nevada,169309900000
1997,New Hampshire,38214900000
1998,New Hampshire,40557800000
1999,New Hampshire,41880000000
2000,New Hampshire,45225500000
2001,New Hampshire,46629700000
2002,New Hampshire,48678500000
2003,New Hampshire,51378400000
2004,New Hampshire,54126700000
2005,New Hampshire,56352100000
2006,New Hampshire,59411600000
2007,New Hampshire,60732700000
2008,New Hampshire,60918700000
2009,New Hampshire,61937400000
2010,New Hampshire,64151600000
2011,New Hampshire,65430500000
2012,New Hampshire,67689200000
2013,New Hampshire,70181900000
2014,New Hampshire,72340100000
2015,New Hampshire,76033300000
2016,New Hampshire,78477900000
2017,New Hampshire,80900200000
2018,New Hampshire,84463900000
1997,New Jersey,307895700000
1998,New Jersey,319946200000
1999,New Jersey,336649900000
2000,New Jersey,362006900000
2001,New Jersey,373755600000
2002,New Jersey,388337700000
2003,New Jersey,405198500000
2004,New Jersey,422889100000
2005,New Jersey,440773800000
2006,New Jersey,464458900000
2007,New Jersey,480539000000
2008,New Jersey,495121800000
2009,New Jersey,486512800000
2010,New Jersey,495149000000
2011,New Jersey,499114900000
2012,New Jersey,519745800000
2013,New Jersey,533686700000
2014,New Jersey,546686500000
2015,New Jersey,569679500000
2016,New Jersey,582427500000
2017,New Jersey,595324500000
2018,New Jersey,622002800000
1997,New Mexico,52511100000
1998,New Mexico,50682300000
1999,New Mexico,53092800000
2000,New Mexico,55232900000
2001,New Mexico,55986200000
2002,New Mexico,58055500000
2003,New Mexico,62895900000
2004,New Mexico,69740700000
2005,New Mexico,73684200000
2006,New Mexico,77426100000
2007,New Mexico,80572800000
2008,New Mexico,83724200000
2009,New Mexico,82017400000
2010,New Mexico,83989200000
2011,New Mexico,86625000000
2012,New Mexico,87601600000
2013,New Mexico,88411200000
2014,New Mexico,92480700000
2015,New Mexico,90969000000
2016,New Mexico,91043600000
2017,New Mexico,94267100000
2018,New Mexico,100296800000
1997,New York,718322500000
1998,New York,745223700000
1999,New York,793721100000
2000,New York,838660300000
2001,New York,877149300000
2002,New York,886792700000
2003,New York,905280600000
2004,New York,955192000000
2005,New York,1015046300000
2006,New York,1071393100000
2007,New York,1108896000000
2008,New York,1099234400000
2009,New York,1152812100000
2010,New York,1213946900000
2011,New York,1236061400000
2012,New York,1322447900000
2013,New York,1355581400000
2014,New York,1427495200000
2015,New York,1487754100000
2016,New York,1539555200000
2017,New York,1604133600000
2018,New York,1668866200000
1997,North Carolina,233924300000
1998,North Carolina,245907300000
1999,North Carolina,264063500000
2000,North Carolina,275694200000
2001,North Carolina,288683500000
2002,North Carolina,298110000000
2003,North Carolina,309318200000
2004,North Carolina,328037600000
2005,North Carolina,352394500000
2006,North Carolina,383522300000
2007,North Carolina,396347600000
2008,North Carolina,413363300000
2009,North Carolina,406477400000
2010,North Carolina,415206400000
2011,North Carolina,427205600000
2012,North Carolina,439571000000
2013,North Carolina,455521600000
2014,North Carolina,475994600000
2015,North Carolina,503628800000
2016,North Carolina,519122100000
2017,North Carolina,538401600000
2018,North Carolina,563690500000
1997,North Dakota,15730300000
1998,North Dakota,16792700000
1999,North Dakota,16983700000
2000,North Dakota,17976100000
2001,North Dakota,18919600000
2002,North Dakota,20209000000
2003,North Dakota,22077400000
2004,North Dakota,23167800000
2005,North Dakota,24417300000
2006,North Dakota,26120000000
2007,North Dakota,28679700000
2008,North Dakota,31722100000
2009,North Dakota,32002500000
2010,North Dakota,35426300000
2011,North Dakota,41179200000
2012,North Dakota,51345100000
2013,North Dakota,53881700000
2014,North Dakota,58650000000
2015,North Dakota,55012200000
2016,North Dakota,50833100000
2017,North Dakota,52472300000
2018,North Dakota,56082300000
1997,Ohio,343467200000
1998,Ohio,361629100000
1999,Ohio,376034800000
2000,Ohio,391137800000
2001,Ohio,395622500000
2002,Ohio,411967000000
2003,Ohio,424915500000
2004,Ohio,445541100000
2005,Ohio,465809300000
2006,Ohio,477180400000
2007,Ohio,490965000000
2008,Ohio,495742600000
2009,Ohio,480322000000
2010,Ohio,497208200000
2011,Ohio,525388400000
2012,Ohio,540819300000
2013,Ohio,561045500000
2014,Ohio,593355100000
2015,Ohio,610772300000
2016,Ohio,622835200000
2017,Ohio,645326000000
2018,Ohio,675905200000
1997,Oklahoma,79096000000
1998,Oklahoma,81209100000
1999,Oklahoma,84062900000
2000,Oklahoma,90792700000
2001,Oklahoma,96767000000
2002,Oklahoma,99163000000
2003,Oklahoma,105243300000
2004,Oklahoma,113148700000
2005,Oklahoma,124563300000
2006,Oklahoma,137083600000
2007,Oklahoma,144893300000
2008,Oklahoma,159660000000
2009,Oklahoma,145736400000
2010,Oklahoma,152911400000
2011,Oklahoma,165035600000
2012,Oklahoma,173483700000
2013,Oklahoma,182618400000
2014,Oklahoma,195023200000
2015,Oklahoma,185936700000
2016,Oklahoma,178913200000
2017,Oklahoma,188368100000
2018,Oklahoma,202554100000
1997,Oregon,100888600000
1998,Oregon,105111500000
1999,Oregon,107546300000
2000,Oregon,117258300000
2001,Oregon,117274700000
2002,Oregon,121229500000
2003,Oregon,127211600000
2004,Oregon,136238500000
2005,Oregon,143662600000
2006,Oregon,155153300000
2007,Oregon,161512000000
2008,Oregon,165189100000
2009,Oregon,160640700000
2010,Oregon,163827600000
2011,Oregon,170621300000
2012,Oregon,174493100000
2013,Oregon,179382700000
2014,Oregon,188880200000
2015,Oregon,203158900000
2016,Oregon,215050400000
2017,Oregon,226618900000
2018,Oregon,239782800000
1997,Pennsylvania,356146100000
1998,Pennsylvania,372738500000
1999,Pennsylvania,389715700000
2000,Pennsylvania,407652800000
2001,Pennsylvania,424965200000
2002,Pennsylvania,436985500000
2003,Pennsylvania,455106800000
2004,Pennsylvania,481738900000
2005,Pennsylvania,505584600000
2006,Pennsylvania,526396300000
2007,Pennsylvania,560753400000
2008,Pennsylvania,582240200000
2009,Pennsylvania,577379800000
2010,Pennsylvania,599312800000
2011,Pennsylvania,618987700000
2012,Pennsylvania,641317300000
2013,Pennsylvania,663900800000
2014,Pennsylvania,691187500000
2015,Pennsylvania,711205400000
2016,Pennsylvania,726163900000
2017,Pennsylvania,744290100000
2018,Pennsylvania,783167800000
1997,Rhode Island,28929900000
1998,Rhode Island,30719900000
1999,Rhode Island,32295500000
2000,Rhode Island,34516400000
2001,Rhode Island,35992100000
2002,Rhode Island,38132100000
2003,Rhode Island,40272800000
2004,Rhode Island,43245600000
2005,Rhode Island,45162400000
2006,Rhode Island,47711800000
2007,Rhode Island,47845600000
2008,Rhode Island,47107800000
2009,Rhode Island,47901400000
2010,Rhode Island,49571800000
2011,Rhode Island,50175900000
2012,Rhode Island,51642000000
2013,Rhode Island,53209900000
2014,Rhode Island,54427300000
2015,Rhode Island,56759400000
2016,Rhode Island,57693900000
2017,Rhode Island,58506300000
2018,Rhode Island,60587600000
1997,South Carolina,97393000000
1998,South Carolina,103642600000
1999,South Carolina,110251800000
2000,South Carolina,115246800000
2001,South Carolina,119301400000
2002,South Carolina,124160100000
2003,South Carolina,130337400000
2004,South Carolina,135160100000
2005,South Carolina,142616600000
2006,South Carolina,150659100000
2007,South Carolina,159362500000
2008,South Carolina,161804700000
2009,South Carolina,159835600000
2010,South Carolina,163856800000
2011,South Carolina,170087200000
2012,South Carolina,175374800000
2013,South Carolina,183014900000
2014,South Carolina,191938200000
2015,South Carolina,203920900000
2016,South Carolina,212987400000
2017,South Carolina,223111100000
2018,South Carolina,233929900000
1997,South Dakota,19000000000
1998,South Dakota,20184700000
1999,South Dakota,21050800000
2000,South Dakota,22690700000
2001,South Dakota,23512800000
2002,South Dakota,26337500000
2003,South Dakota,27445000000
2004,South Dakota,29628900000
2005,South Dakota,30659400000
2006,South Dakota,31898600000
2007,South Dakota,34701600000
2008,South Dakota,36668500000
2009,South Dakota,36193100000
2010,South Dakota,37484400000
2011,South Dakota,41541500000
2012,South Dakota,43444600000
2013,South Dakota,44814900000
2014,South Dakota,46046500000
2015,South Dakota,47752300000
2016,South Dakota,48606100000
2017,South Dakota,49738700000
2018,South Dakota,52014900000
1997,Tennessee,154412900000
1998,Tennessee,167308400000
1999,Tennessee,175819800000
2000,Tennessee,181629500000
2001,Tennessee,185774700000
2002,Tennessee,195289200000
2003,Tennessee,203833700000
2004,Tennessee,218020600000
2005,Tennessee,228099400000
2006,Tennessee,240193900000
2007,Tennessee,244252400000
2008,Tennessee,251609000000
2009,Tennessee,250544400000
2010,Tennessee,255935800000
2011,Tennessee,267659100000
2012,Tennessee,283721800000
2013,Tennessee,292803900000
2014,Tennessee,303809000000
2015,Tennessee,322663600000
2016,Tennessee,335025700000
2017,Tennessee,345949800000
2018,Tennessee,364104900000
1997,Texas,610256500000
1998,Texas,645696900000
1999,Texas,681335400000
2000,Texas,738871000000
2001,Texas,773006700000
2002,Texas,787257800000
2003,Texas,829764400000
2004,Texas,906321000000
2005,Texas,986401300000
2006,Texas,1085294900000
2007,Texas,1178583100000
2008,Texas,1237394900000
2009,Texas,1163401300000
2010,Texas,1237196800000
2011,Texas,1331220600000
2012,Texas,1411378700000
2013,Texas,1502249800000
2014,Texas,1572818400000
2015,Texas,1568457000000
2016,Texas,1565632200000
2017,Texas,1665631800000
2018,Texas,1802511200000
1997,Utah,57699700000
1998,Utah,62291400000
1999,Utah,66022600000
2000,Utah,70291800000
2001,Utah,73226000000
2002,Utah,75998800000
2003,Utah,79149100000
2004,Utah,85701900000
2005,Utah,94194900000
2006,Utah,106124200000
2007,Utah,114652700000
2008,Utah,115985400000
2009,Utah,113332900000
2010,Utah,117960500000
2011,Utah,124539400000
2012,Utah,128721000000
2013,Utah,134252100000
2014,Utah,141259700000
2015,Utah,149371600000
2016,Utah,157883300000
2017,Utah,167254600000
2018,Utah,178137600000
1997,Vermont,15415000000
1998,Vermont,16073100000
1999,Vermont,17159300000
2000,Vermont,18311900000
2001,Vermont,19274100000
2002,Vermont,20163300000
2003,Vermont,21130100000
2004,Vermont,22666000000
2005,Vermont,23509300000
2006,Vermont,24309800000
2007,Vermont,24696800000
2008,Vermont,25678000000
2009,Vermont,25867800000
2010,Vermont,27108400000
2011,Vermont,28135100000
2012,Vermont,28887400000
2013,Vermont,29098800000
2014,Vermont,29701300000
2015,Vermont,30729600000
2016,Vermont,31659000000
2017,Vermont,32209800000
2018,Vermont,33256300000
1997,Virginia,217251900000
1998,Virginia,233095500000
1999,Virginia,249798300000
2000,Virginia,266886400000
2001,Virginia,284001900000
2002,Virginia,293275900000
2003,Virginia,309981200000
2004,Virginia,332250600000
2005,Virginia,360299800000
2006,Virginia,379129400000
2007,Virginia,392917300000
2008,Virginia,399032100000
2009,Virginia,408918700000
2010,Virginia,422902000000
2011,Virginia,432392700000
2012,Virginia,444950000000
2013,Virginia,455070000000
2014,Virginia,463477600000
2015,Virginia,484216600000
2016,Virginia,493877900000
2017,Virginia,509372800000
2018,Virginia,532892500000
1997,Washington,193897600000
1998,Washington,210205000000
1999,Washington,230554900000
2000,Washington,237831800000
2001,Washington,239425700000
2002,Washington,248189100000
2003,Washington,258262800000
2004,Washington,270115200000
