Store_ID,Product_ID,Stock_On_Hand,hold on price
22,3,0,0
22,15,0,0
22,28,0,0
24,12,0,0
24,15,0,0
24,21,0,0
24,28,0,0
25,31,0,0
27,11,0,0
28,2,0,0
28,15,0,0
32,21,0,0
33,13,0,0
33,15,0,0
34,9,0,0
35,15,0,0
36,4,0,0
37,23,0,0
37,32,0,0
38,12,0,0
39,1,0,0
39,15,0,0
39,28,0,0
40,28,0,0
41,4,0,0
41,11,0,0
41,28,0,0
41,29,0,0
42,16,0,0
42,28,0,0
44,1,0,0
44,11,0,0
44,33,0,0
45,9,0,0
45,28,0,0
48,33,0,0
49,2,0,0
49,15,0,0
50,12,0,0
50,28,0,0
1,29,4,79.96
1,32,4,59.96
3,9,4,43.96
3,12,4,47.96
3,14,4,43.96
3,32,4,59.96
3,33,4,51.96
4,13,4,83.96
4,14,4,43.96
4,35,4,31.96
5,26,4,99.96
7,17,4,79.96
8,12,4,47.96
9,20,4,99.96
9,25,4,11.96
9,35,4,31.96
10,5,4,39.96
10,14,4,43.96
10,20,4,99.96
11,29,4,79.96
11,32,4,59.96
12,22,4,79.96
14,14,4,43.96
14,23,4,39.96
15,31,4,35.96
17,14,4,43.96
18,31,4,35.96
19,14,4,43.96
19,31,4,35.96
20,6,4,59.96
20,12,4,47.96
21,14,4,43.96
21,17,4,79.96
22,22,4,79.96
23,1,4,63.96
23,5,4,39.96
23,35,4,31.96
24,5,4,39.96
24,24,4,79.96
24,33,4,51.96
25,17,4,79.96
25,33,4,51.96
26,23,4,39.96
26,26,4,99.96
26,31,4,35.96
28,11,4,83.96
28,12,4,47.96
31,15,4,23.96
32,12,4,47.96
32,29,4,79.96
32,31,4,35.96
33,7,4,63.96
33,11,4,83.96
35,9,4,43.96
36,18,4,159.96
37,3,4,15.96
37,4,4,51.96
37,15,4,23.96
37,28,4,43.96
39,34,4,103.96
40,7,4,63.96
40,26,4,99.96
41,24,4,79.96
42,32,4,59.96
43,9,4,43.96
43,28,4,43.96
44,2,4,51.96
44,15,4,23.96
45,17,4,79.96
45,29,4,79.96
47,7,4,63.96
47,28,4,43.96
50,30,4,79.96
1,12,3,35.97
1,14,3,32.97
2,13,3,62.97
3,21,3,29.97
4,11,3,62.97
5,3,3,11.97
6,9,3,32.97
6,35,3,23.97
7,14,3,32.97
7,15,3,17.97
7,32,3,44.97
8,29,3,59.97
9,5,3,29.97
9,32,3,44.97
10,17,3,59.97
13,3,3,11.97
13,29,3,59.97
13,33,3,38.97
13,34,3,77.97
14,26,3,74.97
15,3,3,11.97
17,28,3,32.97
18,12,3,35.97
18,20,3,74.97
19,12,3,35.97
19,22,3,59.97
20,11,3,62.97
20,28,3,32.97
21,32,3,44.97
22,12,3,35.97
22,16,3,29.97
23,4,3,38.97
24,16,3,29.97
24,29,3,59.97
25,6,3,44.97
25,11,3,62.97
25,26,3,74.97
26,29,3,59.97
27,15,3,17.97
27,29,3,59.97
28,28,3,32.97
28,32,3,44.97
29,31,3,26.97
30,11,3,62.97
30,28,3,32.97
32,9,3,32.97
33,9,3,32.97
34,13,3,62.97
34,26,3,74.97
34,29,3,59.97
35,13,3,62.97
36,5,3,29.97
37,2,3,38.97
39,12,3,35.97
41,17,3,59.97
42,15,3,17.97
43,11,3,62.97
43,12,3,35.97
44,16,3,29.97
45,34,3,77.97
46,2,3,38.97
46,29,3,59.97
47,15,3,17.97
47,34,3,77.97
48,1,3,47.97
48,15,3,17.97
48,35,3,23.97
49,30,3,59.97
50,5,3,29.97
1,16,8,79.92
2,23,8,79.92
3,2,8,103.92
3,7,8,127.92
3,13,8,167.92
4,10,8,119.92
4,16,8,79.92
5,1,8,127.92
5,29,8,159.92
6,5,8,79.92
6,34,8,207.92
7,22,8,159.92
7,29,8,159.92
8,3,8,31.92
8,7,8,127.92
8,11,8,167.92
8,16,8,79.92
8,23,8,79.92
8,35,8,63.92
9,17,8,159.92
9,18,8,319.92
9,29,8,159.92
12,4,8,103.92
12,11,8,167.92
14,34,8,207.92
15,33,8,103.92
16,9,8,87.92
17,3,8,31.92
18,34,8,207.92
19,9,8,87.92
20,18,8,319.92
21,7,8,127.92
21,29,8,159.92
22,6,8,119.92
22,33,8,103.92
23,23,8,79.92
25,1,8,127.92
25,10,8,119.92
26,5,8,79.92
26,27,8,39.92
26,35,8,63.92
27,28,8,87.92
28,10,8,119.92
29,11,8,167.92
30,12,8,95.92
31,11,8,167.92
32,17,8,159.92
32,32,8,119.92
33,6,8,119.92
35,1,8,127.92
35,11,8,167.92
38,22,8,159.92
39,26,8,199.92
41,5,8,79.92
42,1,8,127.92
42,20,8,199.92
43,2,8,103.92
44,31,8,71.92
45,6,8,119.92
45,8,8,55.92
45,12,8,95.92
46,32,8,119.92
47,17,8,159.92
48,21,8,79.92
49,22,8,159.92
50,35,8,63.92
1,1,27,431.73
1,3,32,127.68
1,4,6,77.94
1,6,79,1184.21
1,7,5,79.95
1,8,63,440.37
1,9,12,131.88
1,10,22,329.78
1,11,19,398.81
1,13,12,251.88
1,15,2,11.98
1,17,7,139.93
1,18,11,439.89
1,19,25,399.75
1,20,11,274.89
1,21,21,209.79
1,22,2,39.98
1,23,1,9.99
1,24,9,179.91
1,25,54,161.46
1,26,13,324.87
1,27,33,164.67
1,30,44,879.56
1,31,7,62.93
1,33,2,25.98
1,35,12,95.88
2,2,6,77.94
2,3,18,71.82
2,6,6,89.94
2,7,14,223.86
2,8,76,531.24
2,12,2,23.98
2,14,21,230.79
2,15,20,119.8
2,17,12,239.88
2,18,38,1519.62
2,19,35,559.65
2,21,20,199.8
2,24,39,779.61
2,25,32,95.68
2,26,12,299.88
2,27,30,149.7
2,28,2,21.98
2,29,5,99.95
2,30,50,999.5
2,31,18,161.82
2,33,11,142.89
2,34,18,467.82
3,1,17,271.83
3,3,35,139.65
3,6,21,314.79
3,8,44,307.56
3,10,54,809.46
3,11,13,272.87
3,17,1,19.99
3,18,52,2079.48
3,19,33,527.67
3,23,13,129.87
3,24,15,299.85
3,25,44,131.56
3,26,13,324.87
3,27,23,114.77
3,30,43,859.57
3,31,29,260.71
3,34,7,181.93
4,1,2,31.98
4,2,18,233.82
4,3,6,23.94
4,4,2,25.98
4,5,14,139.86
4,6,44,659.56
4,7,9,143.91
4,8,15,104.85
4,9,27,296.73
4,12,7,83.93
4,15,9,53.91
4,17,2,39.98
4,18,17,679.83
4,19,2,31.98
4,20,13,324.87
4,21,24,239.76
4,22,5,99.95
4,23,26,259.74
4,24,20,399.8
4,25,18,53.82
4,27,19,94.81
4,28,6,65.94
4,29,20,399.8
4,30,28,559.72
4,31,35,314.65
4,32,6,89.94
4,33,2,25.98
5,2,14,181.86
5,6,12,179.88
5,7,30,479.7
5,8,27,188.73
5,9,31,340.69
5,10,39,584.61
5,13,17,356.83
5,14,14,153.86
5,17,7,139.93
5,18,9,359.91
5,19,18,287.82
5,23,11,109.89
5,24,60,1199.4
5,25,9,26.91
5,27,45,224.55
5,30,39,779.61
5,31,31,278.69
5,33,17,220.83
6,2,47,610.53
6,3,20,79.8
6,4,14,181.86
6,6,32,479.68
6,7,18,287.82
6,8,50,349.5
6,10,52,779.48
6,11,20,419.8
6,12,2,23.98
6,13,2,41.98
6,14,11,120.89
6,15,11,65.89
6,17,22,439.78
6,18,11,439.89
6,19,39,623.61
6,20,9,224.91
6,21,36,359.64
6,22,5,99.95
6,23,15,149.85
6,24,15,299.85
6,25,62,185.38
6,26,7,174.93
6,27,37,184.63
6,28,2,21.98
6,30,67,1339.33
6,31,17,152.83
6,32,7,104.93
6,33,7,90.93
7,1,14,223.86
7,2,7,90.93
7,4,17,220.83
7,5,19,189.81
7,7,1,15.99
7,8,46,321.54
7,10,36,539.64
7,11,7,146.93
7,12,38,455.62
7,13,20,419.8
7,16,6,59.94
7,18,31,1239.69
7,19,24,383.76
7,20,7,174.93
7,21,49,489.51
7,23,9,89.91
7,24,25,499.75
7,26,16,399.84
7,27,48,239.52
7,30,27,539.73
7,31,15,134.85
7,33,18,233.82
7,34,2,51.98
7,35,17,135.83
8,2,11,142.89
8,4,18,233.82
8,6,12,179.88
8,8,42,293.58
8,10,54,809.46
8,17,5,99.95
8,18,18,719.82
8,19,11,175.89
8,20,5,124.95
8,21,37,369.63
8,22,13,259.87
8,24,7,139.93
8,25,71,212.29
8,26,20,499.8
8,27,47,234.53
8,28,20,219.8
8,30,13,259.87
8,31,27,242.73
8,32,7,104.93
8,33,17,220.83
8,34,18,467.82
9,1,15,239.85
9,2,18,233.82
9,4,6,77.94
9,6,55,824.45
9,7,22,351.78
9,8,29,202.71
9,9,50,549.5
9,10,69,1034.31
9,11,1,20.99
9,12,6,71.94
9,13,19,398.81
9,14,11,120.89
9,15,9,53.91
9,16,5,49.95
9,19,54,863.46
9,21,12,119.88
9,22,9,179.91
9,23,31,309.69
9,24,16,319.84
9,26,21,524.79
9,27,29,144.71
9,28,9,98.91
9,30,11,219.89
9,31,6,53.94
9,33,9,116.91
9,34,5,129.95
10,1,5,79.95
10,2,17,220.83
10,3,15,59.85
10,4,17,220.83
10,6,24,359.76
10,7,13,207.87
10,8,73,510.27
10,10,57,854.43
10,11,9,188.91
10,12,15,179.85
10,13,17,356.83
10,15,13,77.87
10,16,1,9.99
10,18,17,679.83
10,19,57,911.43
10,21,16,159.84
10,22,13,259.87
10,23,9,89.91
10,24,20,399.8
10,25,68,203.32
10,26,9,224.91
10,27,24,119.76
10,28,19,208.81
10,29,12,239.88
10,30,42,839.58
10,31,7,62.93
10,32,13,194.87
10,33,12,155.88
10,34,16,415.84
10,35,2,15.98
11,1,19,303.81
11,2,18,233.82
11,3,18,71.82
11,6,32,479.68
11,7,19,303.81
11,8,64,447.36
11,9,13,142.87
11,10,17,254.83
11,11,9,188.91
11,12,17,203.83
11,13,2,41.98
11,14,18,197.82
11,15,7,41.93
11,17,5,99.95
11,18,34,1359.66
11,19,51,815.49
11,23,23,229.77
11,24,39,779.61
11,25,70,209.3
11,27,28,139.72
11,28,11,120.89
11,31,20,179.8
11,33,6,77.94
11,34,9,233.91
12,1,16,255.84
12,2,16,207.84
12,3,44,175.56
12,5,17,169.83
12,6,23,344.77
12,7,11,175.89
12,8,61,426.39
12,9,14,153.86
12,10,17,254.83
12,13,15,314.85
12,14,13,142.87
12,15,11,65.89
12,16,14,139.86
12,17,5,99.95
12,18,20,799.8
12,19,52,831.48
12,20,15,374.85
12,21,15,149.85
12,23,15,149.85
12,24,34,679.66
12,25,23,68.77
12,26,20,499.8
12,27,36,179.64
12,29,19,379.81
12,30,45,899.55
12,31,13,116.87
12,32,9,134.91
12,33,5,64.95
12,34,9,233.91
12,35,9,71.91
13,2,2,25.98
13,6,14,209.86
13,7,16,255.84
13,8,66,461.34
13,10,84,1259.16
13,13,14,293.86
13,14,21,230.79
13,15,27,161.73
13,17,9,179.91
13,18,47,1879.53
13,19,49,783.51
13,21,9,89.91
13,23,6,59.94
13,24,24,479.76
13,25,37,110.63
13,26,2,49.98
13,27,56,279.44
13,30,17,339.83
13,31,24,215.76
13,32,7,104.93
14,1,21,335.79
14,2,5,64.95
14,3,22,87.78
14,6,18,269.82
14,7,13,207.87
14,8,57,398.43
14,10,32,479.68
14,12,2,23.98
14,13,14,293.86
14,17,14,279.86
14,18,7,279.93
14,19,23,367.77
14,25,15,44.85
14,27,34,169.66
14,28,22,241.78
14,31,5,44.95
14,32,2,29.98
14,33,2,25.98
15,1,24,383.76
15,2,5,64.95
15,6,29,434.71
15,8,40,279.6
15,9,26,285.74
15,10,39,584.61
15,11,28,587.72
15,13,13,272.87
15,14,20,219.8
15,15,2,11.98
15,17,24,479.76
15,18,34,1359.66
15,19,63,1007.37
15,21,12,119.88
15,23,18,179.82
15,24,35,699.65
15,25,43,128.57
15,26,17,424.83
15,27,26,129.74
15,28,2,21.98
15,29,13,259.87
15,30,13,259.87
15,32,16,239.84
15,34,7,181.93
16,1,13,207.87
16,2,28,363.72
16,3,37,147.63
16,4,7,90.93
16,5,14,139.86
16,6,27,404.73
16,7,19,303.81
16,8,18,125.82
16,10,43,644.57
16,11,12,251.88
16,12,12,143.88
16,13,5,104.95
16,14,19,208.81
16,15,1,5.99
16,16,14,139.86
16,17,14,279.86
16,18,27,1079.73
16,19,29,463.71
16,20,2,49.98
16,21,54,539.46
16,22,9,179.91
16,23,2,19.98
16,24,6,119.94
16,25,37,110.63
16,26,19,474.81
16,27,15,74.85
16,29,7,139.93
16,30,49,979.51
16,31,14,125.86
16,32,7,104.93
16,33,6,77.94
16,34,2,51.98
16,35,6,47.94
17,1,22,351.78
17,2,15,194.85
17,6,16,239.84
17,7,20,319.8
17,8,20,139.8
17,9,7,76.93
17,10,67,1004.33
17,11,6,125.94
17,13,16,335.84
17,15,11,65.89
17,17,27,539.73
17,18,27,1079.73
17,19,53,847.47
17,21,27,269.73
17,23,13,129.87
17,24,27,539.73
17,25,59,176.41
17,26,25,624.75
17,27,12,59.88
17,29,16,319.84
17,30,22,439.78
17,31,20,179.8
17,32,15,224.85
17,33,27,350.73
17,34,11,285.89
18,1,1,15.99
18,2,12,155.88
18,3,64,255.36
18,5,7,69.93
18,6,22,329.78
18,7,16,255.84
18,8,52,363.48
18,9,50,549.5
18,10,16,239.84
18,11,12,251.88
18,13,30,629.7
18,14,67,736.33
18,15,5,29.95
18,17,19,379.81
18,18,29,1159.71
18,19,15,239.85
18,21,29,289.71
18,22,18,359.82
18,23,16,159.84
18,24,26,519.74
18,25,74,221.26
18,26,2,49.98
18,27,40,199.6
18,29,28,559.72
18,30,15,299.85
18,32,9,134.91
18,33,9,116.91
19,1,5,79.95
19,2,14,181.86
19,3,7,27.93
19,4,18,233.82
19,5,17,169.83
19,6,11,164.89
19,7,16,255.84
19,8,84,587.16
19,10,45,674.55
19,13,7,146.93
19,16,2,19.98
19,17,5,99.95
19,18,19,759.81
19,19,37,591.63
19,20,11,274.89
19,21,24,239.76
19,24,16,319.84
19,25,18,53.82
19,26,5,124.95
19,27,27,134.73
19,28,6,65.94
19,29,29,579.71
19,30,7,139.93
19,32,5,74.95
19,34,15,389.85
19,35,14,111.86
20,1,38,607.62
20,2,2,25.98
20,3,24,95.76
20,7,9,143.91
20,8,26,181.74
20,9,9,98.91
20,10,34,509.66
20,13,11,230.89
20,14,6,65.94
20,15,36,215.64
20,17,23,459.77
20,19,2,31.98
20,23,12,119.88
20,24,18,359.82
20,25,92,275.08
20,26,12,299.88
20,27,12,59.88
20,29,9,179.91
20,30,17,339.83
20,32,9,134.91
20,33,28,363.72
20,34,19,493.81
21,1,7,111.93
21,2,24,311.76
21,3,74,295.26
21,8,11,76.89
21,9,26,285.74
21,10,13,194.87
21,11,11,230.89
21,12,21,251.79
21,13,5,104.95
21,15,9,53.91
21,18,6,239.94
21,19,49,783.51
21,21,14,139.86
21,23,30,299.7
21,24,19,379.81
21,25,46,137.54
21,26,21,524.79
21,27,54,269.46
21,28,7,76.93
21,30,49,979.51
21,31,19,170.81
21,33,16,207.84
21,34,16,415.84
22,2,25,324.75
22,4,6,77.94
22,5,14,139.86
22,7,30,479.7
22,8,71,496.29
22,9,14,153.86
22,10,64,959.36
22,11,7,146.93
22,13,19,398.81
22,14,5,54.95
22,18,13,519.87
22,19,17,271.83
22,20,18,449.82
22,21,30,299.7
22,23,7,69.93
22,24,29,579.71
22,25,6,17.94
22,26,15,374.85
22,27,45,224.55
22,29,5,99.95
22,30,22,439.78
22,31,34,305.66
22,32,38,569.62
22,34,6,155.94
22,35,2,15.98
23,2,11,142.89
23,3,5,19.95
23,6,17,254.83
23,7,11,175.89
23,8,32,223.68
23,9,9,98.91
23,10,35,524.65
23,11,18,377.82
23,12,14,167.86
23,13,31,650.69
23,14,7,76.93
23,15,14,83.86
23,16,7,69.93
23,17,9,179.91
23,18,42,1679.58
23,19,27,431.73
23,20,2,49.98
23,21,30,299.7
23,22,11,219.89
23,24,40,799.6
23,25,38,113.62
23,26,15,374.85
23,27,7,34.93
23,28,48,527.52
23,29,9,179.91
23,30,38,759.62
23,31,19,170.81
23,32,11,164.89
23,33,6,77.94
23,34,18,467.82
24,1,11,175.89
24,2,25,324.75
24,3,13,51.87
24,4,1,12.99
24,6,46,689.54
24,7,15,239.85
24,8,53,370.47
24,9,19,208.81
24,10,19,284.81
24,11,13,272.87
24,14,36,395.64
24,17,27,539.73
24,18,20,799.8
24,19,67,1071.33
24,20,7,174.93
24,22,13,259.87
24,23,16,159.84
24,25,48,143.52
24,26,21,524.79
24,27,50,249.5
24,30,50,999.5
24,34,17,441.83
24,35,19,151.81
25,2,18,233.82
25,3,43,171.57
25,7,7,111.93
25,8,66,461.34
25,9,9,98.91
25,12,17,203.83
25,13,23,482.77
25,14,20,219.8
25,15,13,77.87
25,18,34,1359.66
25,19,28,447.72
25,21,5,49.95
25,25,80,239.2
25,27,29,144.71
25,28,16,175.84
25,29,6,119.94
25,30,46,919.54
25,34,23,597.77
26,1,6,95.94
26,2,15,194.85
26,3,15,59.85
26,4,12,155.88
26,6,23,344.77
26,7,16,255.84
26,8,22,153.78
26,9,15,164.85
26,10,25,374.75
26,11,2,41.98
26,12,14,167.86
26,13,20,419.8
26,14,2,21.98
26,15,20,119.8
26,16,20,199.8
26,17,6,119.94
26,18,7,279.93
26,19,90,1439.1
26,20,6,149.94
26,21,26,259.74
26,22,5,99.95
26,24,11,219.89
26,25,71,212.29
26,28,26,285.74
26,30,46,919.54
26,32,2,29.98
26,33,2,25.98
26,34,17,441.83
27,1,27,431.73
27,2,30,389.7
27,3,55,219.45
27,6,7,104.93
27,7,22,351.78
27,8,12,83.88
27,9,6,65.94
27,10,45,674.55
27,12,5,59.95
27,14,21,230.79
27,17,2,39.98
27,18,18,719.82
27,19,34,543.66
27,21,2,19.98
27,23,16,159.84
27,24,46,919.54
27,25,18,53.82
27,26,6,149.94
27,27,11,54.89
27,30,37,739.63
27,31,13,116.87
27,32,6,89.94
27,33,7,90.93
27,34,9,233.91
28,1,6,95.94
28,3,60,239.4
28,6,16,239.84
28,8,45,314.55
28,9,7,76.93
28,13,2,41.98
28,14,17,186.83
28,17,17,339.83
28,18,24,959.76
28,19,13,207.87
28,21,11,109.89
28,23,24,239.76
28,24,19,379.81
28,26,15,374.85
28,27,24,119.76
28,29,5,99.95
28,30,27,539.73
28,31,18,161.82
28,33,9,116.91
28,34,19,493.81
29,1,2,31.98
29,2,15,194.85
29,3,17,67.83
29,6,17,254.83
29,9,6,65.94
29,10,45,674.55
29,12,6,71.94
29,13,5,104.95
29,14,5,54.95
29,15,18,107.82
29,17,25,499.75
29,18,26,1039.74
29,19,12,191.88
29,23,37,369.63
29,24,14,279.86
29,25,47,140.53
29,26,2,49.98
29,27,27,134.73
29,28,1,10.99
29,29,6,119.94
29,30,32,639.68
29,32,7,104.93
29,33,6,77.94
29,34,16,415.84
30,1,15,239.85
30,2,30,389.7
30,6,18,269.82
30,7,13,207.87
30,8,110,768.9
30,9,59,648.41
30,10,55,824.45
30,13,18,377.82
30,15,9,53.91
30,17,13,259.87
30,18,9,359.91
30,19,19,303.81
30,21,18,179.82
30,23,12,119.88
30,24,23,459.77
30,25,6,17.94
30,26,13,324.87
30,27,29,144.71
30,29,19,379.81
30,30,21,419.79
30,31,20,179.8
30,32,13,194.87
30,34,18,467.82
31,1,5,79.95
31,2,36,467.64
31,3,36,143.64
31,6,41,614.59
31,7,18,287.82
31,8,84,587.16
31,10,139,2083.61
31,12,13,155.87
31,13,19,398.81
31,14,9,98.91
31,17,19,379.81
31,18,2,79.98
31,19,95,1519.05
31,21,6,59.94
31,23,9,89.91
31,24,29,579.71
31,25,94,281.06
31,26,17,424.83
31,27,27,134.73
31,29,28,559.72
31,30,66,1319.34
31,31,39,350.61
31,32,12,179.88
31,33,20,259.8
31,34,20,519.8
32,1,25,399.75
32,3,45,179.55
32,6,65,974.35
32,7,18,287.82
32,8,56,391.44
32,10,138,2068.62
32,11,6,125.94
32,13,13,272.87
32,14,27,296.73
32,15,27,161.73
32,18,40,1599.6
32,19,35,559.65
32,23,23,229.77
32,24,42,839.58
32,25,20,59.8
32,26,11,274.89
32,27,53,264.47
32,28,5,54.95
32,30,28,559.72
32,33,13,168.87
32,34,20,519.8
33,2,16,207.84
33,3,21,83.79
33,4,15,194.85
33,5,7,69.93
33,8,66,461.34
33,10,12,179.88
33,12,17,203.83
33,14,11,120.89
33,16,5,49.95
33,17,2,39.98
33,18,15,599.85
33,19,61,975.39
33,20,11,274.89
33,21,13,129.87
33,22,5,99.95
33,23,22,219.78
33,24,27,539.73
33,25,57,170.43
33,26,5,124.95
33,27,6,29.94
33,28,5,54.95
33,29,9,179.91
33,30,39,779.61
33,31,7,62.93
33,32,15,224.85
33,33,9,116.91
33,34,14,363.86
33,35,18,143.82
34,1,5,79.95
34,2,25,324.75
34,3,17,67.83
34,4,15,194.85
34,5,7,69.93
34,6,24,359.76
34,7,5,79.95
34,8,68,475.32
34,10,57,854.43
34,11,18,377.82
34,12,6,71.94
34,14,5,54.95
34,16,7,69.93
34,17,19,379.81
34,18,12,479.88
34,19,14,223.86
34,20,17,424.83
34,21,22,219.78
34,22,15,299.85
34,23,13,129.87
34,24,28,559.72
34,25,131,391.69
34,27,12,59.88
34,28,13,142.87
34,30,53,1059.47
34,31,30,269.7
34,32,19,284.81
34,33,9,116.91
34,34,17,441.83
34,35,20,159.8
35,2,37,480.63
35,3,12,47.88
35,6,31,464.69
35,8,77,538.23
35,10,86,1289.14
35,12,15,179.85
35,14,38,417.62
35,18,11,439.89
35,19,44,703.56
35,21,6,59.94
35,23,5,49.95
35,24,44,879.56
35,25,14,41.86
35,26,5,124.95
35,27,16,79.84
35,28,20,219.8
35,29,11,219.89
35,31,74,665.26
35,32,20,299.8
35,33,14,181.86
35,34,9,233.91
36,1,2,31.98
36,2,26,337.74
36,3,26,103.74
36,6,27,404.73
36,7,15,239.85
36,8,58,405.42
36,9,19,208.81
36,10,33,494.67
36,11,1,20.99
36,12,1,11.99
36,13,18,377.82
36,14,110,1208.9
36,15,2,11.98
36,16,7,69.93
36,17,12,239.88
36,19,28,447.72
36,20,2,49.98
36,21,33,329.67
36,22,21,419.79
36,23,19,189.81
36,24,9,179.91
36,25,125,373.75
36,26,7,174.93
36,27,46,229.54
36,28,7,76.93
36,29,14,279.86
36,30,15,299.85
36,31,6,53.94
36,32,7,104.93
36,33,21,272.79
36,34,2,51.98
36,35,12,95.88
37,1,23,367.77
37,5,2,19.98
37,6,17,254.83
37,7,16,255.84
37,8,129,901.71
37,10,34,509.66
37,11,7,146.93
37,12,11,131.89
37,13,21,440.79
37,14,5,54.95
37,16,6,59.94
37,17,7,139.93
37,18,6,239.94
37,19,69,1103.31
37,20,11,274.89
37,21,53,529.47
37,22,9,179.91
37,24,27,539.73
37,25,34,101.66
37,26,11,274.89
37,27,18,89.82
37,29,5,99.95
37,30,35,699.65
37,31,14,125.86
37,34,13,337.87
37,35,14,111.86
38,1,21,335.79
38,2,34,441.66
38,3,54,215.46
38,4,15,194.85
38,5,20,199.8
38,6,54,809.46
38,7,84,1343.16
38,8,94,657.06
38,9,6,65.94
38,10,68,1019.32
38,11,2,41.98
38,13,21,440.79
38,14,7,76.93
38,15,5,29.95
38,16,6,59.94
38,17,24,479.76
38,19,7,111.93
38,20,11,274.89
38,21,63,629.37
38,23,27,269.73
38,24,11,219.89
38,25,57,170.43
38,26,17,424.83
38,27,24,119.76
38,28,26,285.74
38,29,25,499.75
38,30,7,139.93
38,31,17,152.83
38,32,20,299.8
38,33,9,116.91
38,34,18,467.82
38,35,2,15.98
39,2,9,116.91
39,3,13,51.87
39,6,11,164.89
39,7,21,335.79
39,8,90,629.1
39,9,6,65.94
39,10,49,734.51
39,11,2,41.98
39,13,15,314.85
39,14,12,131.88
39,17,35,699.65
39,18,22,879.78
39,19,9,143.91
39,21,5,49.95
39,23,5,49.95
39,24,58,1159.42
39,25,40,119.6
39,27,16,79.84
39,29,16,319.84
39,30,19,379.81
39,31,15,134.85
39,32,5,74.95
39,33,14,181.86
40,2,29,376.71
40,3,9,35.91
40,6,29,434.71
40,8,61,426.39
40,9,11,120.89
40,10,66,989.34
40,12,2,23.98
40,13,2,41.98
40,14,13,142.87
40,15,1,5.99
40,17,19,379.81
40,18,26,1039.74
40,19,23,367.77
40,24,33,659.67
40,25,13,38.87
40,27,25,124.75
40,29,1,19.99
40,30,28,559.72
40,31,5,44.95
40,32,7,104.93
40,33,16,207.84
40,34,5,129.95
41,1,21,335.79
41,2,19,246.81
41,3,63,251.37
41,6,7,104.93
41,7,14,223.86
41,8,32,223.68
41,9,18,197.82
41,10,94,1409.06
41,12,19,227.81
41,13,6,125.94
41,14,6,65.94
41,15,6,35.94
41,16,17,169.83
41,18,9,359.91
41,19,100,1599
41,20,17,424.83
41,21,29,289.71
41,22,9,179.91
41,23,19,189.81
41,25,19,56.81
41,26,2,49.98
41,27,25,124.75
41,30,74,1479.26
41,31,18,161.82
41,32,29,434.71
41,33,13,168.87
41,34,15,389.85
42,3,32,127.68
42,4,11,142.89
42,5,12,119.88
42,6,29,434.71
42,7,7,111.93
42,8,54,377.46
42,9,30,329.7
42,10,39,584.61
42,11,20,419.8
42,13,7,146.93
42,14,13,142.87
42,17,11,219.89
42,18,21,839.79
42,19,44,703.56
42,21,69,689.31
42,22,7,139.93
42,23,31,309.69
42,24,69,1379.31
42,25,46,137.54
42,26,18,449.82
42,27,23,114.77
42,29,35,699.65
42,30,9,179.91
42,31,11,98.89
42,33,18,233.82
42,34,34,883.66
42,35,13,103.87
43,1,24,383.76
43,3,20,79.8
43,6,18,269.82
43,7,25,399.75
