ProductID,Product,Segment,Category,ManufacturerID,MSRP,Currency
2031,"Currus UR-34","Regular","Urban",4,329.78,"USD"
2033,"Currus UR-36","Regular","Urban",4,329.78,"USD"
2035,"Currus UR-38","Regular","Urban",4,329.78,"USD"
2037,"Currus UR-40","Regular","Urban",4,329.78,"USD"
2038,"Currus UR-41","Regular","Urban",4,329.78,"USD"
2040,"Currus UR-43","Regular","Urban",4,329.78,"USD"
2298,"Aliqui UR-01","Regular","Urban",2,329.78,"USD"
2300,"Aliqui UR-03","Regular","Urban",2,329.78,"USD"
2301,"Aliqui UR-04","Regular","Urban",2,329.78,"USD"
2303,"Aliqui UR-06","Regular","Urban",2,329.78,"USD"
2304,"Aliqui UR-07","Regular","Urban",2,329.78,"USD"
2306,"Aliqui UR-09","Regular","Urban",2,329.78,"USD"
2308,"Aliqui UR-11","Regular","Urban",2,329.78,"USD"
2310,"Aliqui UR-13","Regular","Urban",2,329.78,"USD"
2315,"Aliqui UR-18","Regular","Urban",2,329.78,"USD"
2316,"Aliqui UR-19","Regular","Urban",2,329.78,"USD"
2317,"Aliqui UR-20","Regular","Urban",2,329.78,"USD"
2318,"Aliqui UR-21","Regular","Urban",2,329.78,"USD"
2319,"Aliqui UR-22","Regular","Urban",2,329.78,"USD"
2322,"Aliqui UR-25","Regular","Urban",2,329.78,"USD"
2323,"Aliqui UR-26","Regular","Urban",2,329.78,"USD"
2324,"Aliqui UR-27","Regular","Urban",2,329.78,"USD"
77,"Abbas UM-04","Moderation","Urban",1,329.78,"USD"
78,"Abbas UM-05","Moderation","Urban",1,329.78,"USD"
81,"Abbas UM-08","Moderation","Urban",1,329.78,"USD"
87,"Abbas UM-14","Moderation","Urban",1,329.78,"USD"
90,"Abbas UM-17","Moderation","Urban",1,329.78,"USD"
91,"Abbas UM-18","Moderation","Urban",1,329.78,"USD"
95,"Abbas UM-22","Moderation","Urban",1,329.78,"USD"
98,"Abbas UM-25","Moderation","Urban",1,329.78,"USD"
101,"Abbas UM-28","Moderation","Urban",1,329.78,"USD"
104,"Abbas UM-31","Moderation","Urban",1,329.78,"USD"
105,"Abbas UM-32","Moderation","Urban",1,329.78,"USD"
112,"Abbas UM-39","Moderation","Urban",1,329.78,"USD"
116,"Abbas UM-43","Moderation","Urban",1,329.78,"USD"
117,"Abbas UM-44","Moderation","Urban",1,329.78,"USD"
119,"Abbas UM-46","Moderation","Urban",1,329.78,"USD"
121,"Abbas UM-48","Moderation","Urban",1,329.78,"USD"
122,"Abbas UM-49","Moderation","Urban",1,329.78,"USD"
123,"Abbas UM-50","Moderation","Urban",1,329.78,"USD"
124,"Abbas UM-51","Moderation","Urban",1,329.78,"USD"
126,"Abbas UM-53","Moderation","Urban",1,329.78,"USD"
129,"Abbas UM-56","Moderation","Urban",1,329.78,"USD"
283,"Fama UE-04","Extreme","Urban",5,329.78,"USD"
284,"Fama UE-05","Extreme","Urban",5,329.78,"USD"
285,"Fama UE-06","Extreme","Urban",5,329.78,"USD"
286,"Fama UE-07","Extreme","Urban",5,329.78,"USD"
287,"Fama UE-08","Extreme","Urban",5,329.78,"USD"
301,"Fama UE-22","Extreme","Urban",5,329.78,"USD"
302,"Fama UE-23","Extreme","Urban",5,329.78,"USD"
328,"Fama UE-49","Extreme","Urban",5,329.78,"USD"
329,"Fama UE-50","Extreme","Urban",5,329.78,"USD"
399,"Maximus UM-04","Moderation","Urban",7,329.78,"USD"
411,"Maximus UM-16","Moderation","Urban",7,329.78,"USD"
434,"Maximus UM-39","Moderation","Urban",7,329.78,"USD"
446,"Maximus UM-51","Moderation","Urban",7,329.78,"USD"
453,"Maximus UM-58","Moderation","Urban",7,329.78,"USD"
454,"Maximus UM-59","Moderation","Urban",7,329.78,"USD"
468,"Maximus UM-73","Moderation","Urban",7,329.78,"USD"
480,"Maximus UM-85","Moderation","Urban",7,329.78,"USD"
543,"Maximus UC-08","Convenience","Urban",7,329.78,"USD"
594,"Maximus UC-59","Convenience","Urban",7,329.78,"USD"
613,"Maximus UC-78","Convenience","Urban",7,329.78,"USD"
620,"Maximus UC-85","Convenience","Urban",7,329.78,"USD"
661,"Maximus UC-26","Convenience","Urban",7,329.78,"USD"
664,"Maximus UC-29","Convenience","Urban",7,329.78,"USD"
665,"Maximus UC-30","Convenience","Urban",7,329.78,"USD"
680,"Maximus UC-45","Convenience","Urban",7,329.78,"USD"
818,"Natura UM-02","Moderation","Urban",8,329.78,"USD"
821,"Natura UM-05","Moderation","Urban",8,329.78,"USD"
830,"Natura UM-14","Moderation","Urban",8,329.78,"USD"
831,"Natura UM-15","Moderation","Urban",8,329.78,"USD"
832,"Natura UM-16","Moderation","Urban",8,329.78,"USD"
841,"Natura UM-25","Moderation","Urban",8,329.78,"USD"
844,"Natura UM-28","Moderation","Urban",8,329.78,"USD"
845,"Natura UM-29","Moderation","Urban",8,329.78,"USD"
848,"Natura UM-32","Moderation","Urban",8,329.78,"USD"
850,"Natura UM-34","Moderation","Urban",8,329.78,"USD"
851,"Natura UM-35","Moderation","Urban",8,329.78,"USD"
898,"Natura UE-07","Extreme","Urban",8,329.78,"USD"
911,"Natura UE-20","Extreme","Urban",8,329.78,"USD"
912,"Natura UE-21","Extreme","Urban",8,329.78,"USD"
917,"Natura UE-26","Extreme","Urban",8,329.78,"USD"
918,"Natura UE-27","Extreme","Urban",8,329.78,"USD"
919,"Natura UE-28","Extreme","Urban",8,329.78,"USD"
920,"Natura UE-29","Extreme","Urban",8,329.78,"USD"
928,"Natura UE-37","Extreme","Urban",8,329.78,"USD"
929,"Natura UE-38","Extreme","Urban",8,329.78,"USD"
934,"Natura UE-43","Extreme","Urban",8,329.78,"USD"
951,"Natura UC-14","Convenience","Urban",8,329.78,"USD"
960,"Natura UC-23","Convenience","Urban",8,329.78,"USD"
984,"Natura UC-47","Convenience","Urban",8,329.78,"USD"
991,"Natura UC-54","Convenience","Urban",8,329.78,"USD"
1039,"Palma UC-11","Convenience","Urban",9,329.78,"USD"
1189,"Pirum UE-25","Extreme","Urban",10,329.78,"USD"
1193,"Pirum UE-29","Extreme","Urban",10,329.78,"USD"
1216,"Pirum UC-18","Convenience","Urban",10,329.78,"USD"
1475,"Quibus RP-67","Productivity","Urban",12,329.78,"USD"
1476,"Quibus RP-68","Productivity","Urban",12,329.78,"USD"
2059,"Currus UE-19","Extreme","Urban",4,329.78,"USD"
2063,"Currus UE-23","Extreme","Urban",4,329.78,"USD"
2068,"Currus UC-03","Convenience","Urban",4,329.78,"USD"
2072,"Currus UC-07","Convenience","Urban",4,329.78,"USD"
2095,"Currus UC-30","Convenience","Urban",4,329.78,"USD"
2096,"Currus UC-31","Convenience","Urban",4,329.78,"USD"
2158,"Victoria UE-11","Extreme","Urban",14,329.78,"USD"
2288,"Aliqui UM-03","Moderation","Urban",2,329.78,"USD"
2329,"Aliqui UE-03","Extreme","Urban",2,329.78,"USD"
2346,"Aliqui UE-20","Extreme","Urban",2,329.78,"USD"
2347,"Aliqui UE-21","Extreme","Urban",2,329.78,"USD"
2358,"Aliqui UC-06","Convenience","Urban",2,329.78,"USD"
2382,"Aliqui UC-30","Convenience","Urban",2,329.78,"USD"
2383,"Aliqui UC-31","Convenience","Urban",2,329.78,"USD"
2386,"Aliqui UC-34","Convenience","Urban",2,329.78,"USD"
217,"Fama RP-05","Productivity","Rural",5,329.78,"USD"
218,"Fama RP-06","Productivity","Rural",5,329.78,"USD"
363,"Fama UE-84","Extreme","Rural",5,329.78,"USD"
376,"Fama UE-97","Extreme","Rural",5,329.78,"USD"
380,"Fama UE-01","Extreme","Rural",5,329.78,"USD"
723,"Natura RP-11","Productivity","Rural",8,329.78,"USD"
724,"Natura RP-12","Productivity","Rural",8,329.78,"USD"
741,"Natura RP-29","Productivity","Rural",8,329.78,"USD"
742,"Natura RP-30","Productivity","Rural",8,329.78,"USD"
751,"Natura RP-39","Productivity","Rural",8,329.78,"USD"
752,"Natura RP-40","Productivity","Rural",8,329.78,"USD"
755,"Natura RP-43","Productivity","Rural",8,329.78,"USD"
756,"Natura RP-44","Productivity","Rural",8,329.78,"USD"
765,"Natura RP-53","Productivity","Rural",8,329.78,"USD"
766,"Natura RP-54","Productivity","Rural",8,329.78,"USD"
773,"Natura RP-61","Productivity","Rural",8,329.78,"USD"
774,"Natura RP-62","Productivity","Rural",8,329.78,"USD"
775,"Natura RP-63","Productivity","Rural",8,329.78,"USD"
776,"Natura RP-64","Productivity","Rural",8,329.78,"USD"
814,"Natura RS-18","Select","Rural",8,329.78,"USD"
815,"Natura RS-19","Select","Rural",8,329.78,"USD"
1333,"Quibus RP-25","Productivity","Rural",12,329.78,"USD"
1334,"Quibus RP-26","Productivity","Rural",12,329.78,"USD"
1367,"Quibus RP-59","Productivity","Rural",12,329.78,"USD"
1368,"Quibus RP-60","Productivity","Rural",12,329.78,"USD"
1570,"Quibus RS-08","Select","Rural",12,329.78,"USD"
1571,"Quibus RS-09","Select","Rural",12,329.78,"USD"
1573,"Quibus RS-11","Select","Rural",12,329.78,"USD"
1574,"Quibus RS-12","Select","Rural",12,329.78,"USD"
1578,"Quibus RS-16","Select","Rural",12,329.78,"USD"
1579,"Quibus RS-17","Select","Rural",12,329.78,"USD"
1580,"Quibus RS-18","Select","Rural",12,329.78,"USD"
1581,"Quibus RS-19","Select","Rural",12,329.78,"USD"
1582,"Quibus RS-20","Select","Rural",12,329.78,"USD"
1589,"Quibus RS-27","Select","Rural",12,329.78,"USD"
1591,"Quibus RS-29","Select","Rural",12,329.78,"USD"
1593,"Quibus RS-31","Select","Rural",12,329.78,"USD"
1594,"Quibus RS-32","Select","Rural",12,329.78,"USD"
1598,"Quibus RS-36","Select","Rural",12,329.78,"USD"
1599,"Quibus RS-37","Select","Rural",12,329.78,"USD"
1600,"Quibus RS-38","Select","Rural",12,329.78,"USD"
1604,"Quibus RS-42","Select","Rural",12,329.78,"USD"
1606,"Quibus RS-44","Select","Rural",12,329.78,"USD"
1609,"Quibus RS-47","Select","Rural",12,329.78,"USD"
1610,"Quibus RS-48","Select","Rural",12,329.78,"USD"
1611,"Quibus RS-49","Select","Rural",12,329.78,"USD"
1618,"Quibus RS-56","Select","Rural",12,329.78,"USD"
1619,"Quibus RS-57","Select","Rural",12,329.78,"USD"
1621,"Quibus RS-59","Select","Rural",12,329.78,"USD"
1623,"Quibus RS-61","Select","Rural",12,329.78,"USD"
1626,"Quibus RS-64","Select","Rural",12,329.78,"USD"
1627,"Quibus RS-65","Select","Rural",12,329.78,"USD"
1628,"Quibus RS-66","Select","Rural",12,329.78,"USD"
1636,"Quibus RS-74","Select","Rural",12,329.78,"USD"
1637,"Quibus RS-75","Select","Rural",12,329.78,"USD"
1638,"Quibus RS-76","Select","Rural",12,329.78,"USD"
1639,"Quibus RS-77","Select","Rural",12,329.78,"USD"
1647,"Quibus RS-85","Select","Rural",12,329.78,"USD"
1648,"Quibus RS-86","Select","Rural",12,329.78,"USD"
1649,"Quibus RS-87","Select","Rural",12,329.78,"USD"
1652,"Quibus RS-90","Select","Rural",12,329.78,"USD"
1658,"Quibus RS-96","Select","Rural",12,329.78,"USD"
1659,"Quibus RS-97","Select","Rural",12,329.78,"USD"
1660,"Quibus RS-98","Select","Rural",12,329.78,"USD"
1661,"Quibus RS-99","Select","Rural",12,329.78,"USD"
1663,"Quibus RS-01","Select","Rural",12,329.78,"USD"
1664,"Quibus RS-02","Select","Rural",12,329.78,"USD"
1665,"Quibus RS-03","Select","Rural",12,329.78,"USD"
1746,"Pomum RS-01","Select","Rural",11,329.78,"USD"
1747,"Pomum RS-02","Select","Rural",11,329.78,"USD"
1824,"Pomum YY-19","Youth","Rural",11,329.78,"USD"
1900,"Leo UC-19","Convenience","Rural",6,329.78,"USD"
1910,"Currus MA-03","All Season","Rural",4,329.78,"USD"
1913,"Currus MA-06","All Season","Rural",4,329.78,"USD"
1917,"Currus MA-10","All Season","Rural",4,329.78,"USD"
1919,"Currus MA-12","All Season","Rural",4,329.78,"USD"
1921,"Currus MA-14","All Season","Rural",4,329.78,"USD"
1922,"Currus MA-15","All Season","Rural",4,329.78,"USD"
1923,"Currus MA-16","All Season","Rural",4,329.78,"USD"
1925,"Currus MA-18","All Season","Rural",4,329.78,"USD"
1928,"Currus RP-03","Productivity","Rural",4,329.78,"USD"
1929,"Currus RP-04","Productivity","Rural",4,329.78,"USD"
1944,"Currus RP-19","Productivity","Rural",4,329.78,"USD"
1945,"Currus RP-20","Productivity","Rural",4,329.78,"USD"
1952,"Currus RP-27","Productivity","Rural",4,329.78,"USD"
1953,"Currus RP-28","Productivity","Rural",4,329.78,"USD"
1954,"Currus RP-29","Productivity","Rural",4,329.78,"USD"
1955,"Currus RP-30","Productivity","Rural",4,329.78,"USD"
1970,"Currus RP-45","Productivity","Rural",4,329.78,"USD"
1971,"Currus RP-46","Productivity","Rural",4,329.78,"USD"
1972,"Currus RP-47","Productivity","Rural",4,329.78,"USD"
1973,"Currus RP-48","Productivity","Rural",4,329.78,"USD"
1976,"Currus RP-51","Productivity","Rural",4,329.78,"USD"
1977,"Currus RP-52","Productivity","Rural",4,329.78,"USD"
1988,"Currus RS-07","Select","Rural",4,329.78,"USD"
1992,"Currus RS-11","Select","Rural",4,329.78,"USD"
1996,"Currus UM-03","Moderation","Rural",4,329.78,"USD"
2108,"Victoria RP-01","Productivity","Rural",14,329.78,"USD"
2109,"Victoria RP-02","Productivity","Rural",14,329.78,"USD"
2216,"Aliqui RP-13","Productivity","Rural",2,329.78,"USD"
2217,"Aliqui RP-14","Productivity","Rural",2,329.78,"USD"
2220,"Aliqui RP-17","Productivity","Rural",2,329.78,"USD"
2221,"Aliqui RP-18","Productivity","Rural",2,329.78,"USD"
2228,"Aliqui RP-25","Productivity","Rural",2,329.78,"USD"
2229,"Aliqui RP-26","Productivity","Rural",2,329.78,"USD"
2230,"Aliqui RP-27","Productivity","Rural",2,329.78,"USD"
2231,"Aliqui RP-28","Productivity","Rural",2,329.78,"USD"
2232,"Aliqui RP-29","Productivity","Rural",2,329.78,"USD"
2233,"Aliqui RP-30","Productivity","Rural",2,329.78,"USD"
2242,"Aliqui RP-39","Productivity","Rural",2,329.78,"USD"
2243,"Aliqui RP-40","Productivity","Rural",2,329.78,"USD"
2244,"Aliqui RP-41","Productivity","Rural",2,329.78,"USD"
2245,"Aliqui RP-42","Productivity","Rural",2,329.78,"USD"
2248,"Aliqui RP-45","Productivity","Rural",2,329.78,"USD"
2249,"Aliqui RP-46","Productivity","Rural",2,329.78,"USD"
2256,"Aliqui RP-53","Productivity","Rural",2,329.78,"USD"
2257,"Aliqui RP-54","Productivity","Rural",2,329.78,"USD"
2258,"Aliqui RP-55","Productivity","Rural",2,329.78,"USD"
2259,"Aliqui RP-56","Productivity","Rural",2,329.78,"USD"
2264,"Aliqui RP-61","Productivity","Rural",2,329.78,"USD"
2265,"Aliqui RP-62","Productivity","Rural",2,329.78,"USD"
2266,"Aliqui RP-63","Productivity","Rural",2,329.78,"USD"
2267,"Aliqui RP-64","Productivity","Rural",2,329.78,"USD"
2271,"Aliqui RS-04","Select","Rural",2,329.78,"USD"
2272,"Aliqui RS-05","Select","Rural",2,329.78,"USD"
2276,"Aliqui RS-09","Select","Rural",2,329.78,"USD"
2283,"Aliqui RS-16","Select","Rural",2,329.78,"USD"
2285,"Aliqui RS-18","Select","Rural",2,329.78,"USD"
2,"Abbas MA-02","All Season","Mix",1,329.78,"USD"
6,"Abbas MA-06","All Season","Mix",1,329.78,"USD"
24,"Abbas MA-24","All Season","Mix",1,329.78,"USD"
39,"Abbas MA-39","All Season","Mix",1,329.78,"USD"
161,"Abbas UR-32","Regular","Youth",1,329.78,"USD"
167,"Abbas UR-38","Regular","Youth",1,329.78,"USD"
169,"Abbas UR-40","Regular","Youth",1,329.78,"USD"
171,"Abbas UR-42","Regular","Youth",1,329.78,"USD"
172,"Abbas UR-43","Regular","Youth",1,329.78,"USD"
179,"Abbas UE-07","Extreme","Youth",1,329.78,"USD"
186,"Abbas UE-14","Extreme","Youth",1,329.78,"USD"
211,"Fama MA-01","All Season","Mix",5,329.78,"USD"
212,"Fama MA-02","All Season","Mix",5,329.78,"USD"
340,"Fama UE-61","Extreme","Mix",5,329.78,"USD"
344,"Fama UE-65","Extreme","Mix",5,329.78,"USD"
694,"Natura MA-01","All Season","Mix",8,329.78,"USD"
696,"Natura MA-03","All Season","Mix",8,329.78,"USD"
697,"Natura MA-04","All Season","Mix",8,329.78,"USD"
698,"Natura MA-05","All Season","Mix",8,329.78,"USD"
700,"Natura MA-07","All Season","Mix",8,329.78,"USD"
703,"Natura MA-10","All Season","Mix",8,329.78,"USD"
704,"Natura MA-11","All Season","Mix",8,329.78,"USD"
705,"Natura MA-12","All Season","Mix",8,329.78,"USD"
707,"Natura MA-14","All Season","Mix",8,329.78,"USD"
708,"Natura MA-15","All Season","Mix",8,329.78,"USD"
709,"Natura MA-16","All Season","Mix",8,329.78,"USD"
710,"Natura MA-17","All Season","Mix",8,329.78,"USD"
1004,"Natura YY-05","Youth","Youth",8,329.78,"USD"
1010,"Natura YY-11","Youth","Youth",8,329.78,"USD"
1015,"Natura YY-16","Youth","Youth",8,329.78,"USD"
1016,"Natura YY-17","Youth","Youth",8,329.78,"USD"
1018,"Natura YY-19","Youth","Youth",8,329.78,"USD"
1020,"Natura YY-21","Youth","Youth",8,329.78,"USD"
1024,"Natura YY-25","Youth","Youth",8,329.78,"USD"
1025,"Natura YY-26","Youth","Youth",8,329.78,"USD"
1048,"Pirum MA-06","All Season","Mix",10,329.78,"USD"
1266,"Quibus MA-02","All Season","Mix",12,329.78,"USD"
1267,"Quibus MA-03","All Season","Mix",12,329.78,"USD"
1269,"Quibus MA-05","All Season","Mix",12,329.78,"USD"
1274,"Quibus MA-10","All Season","Mix",12,329.78,"USD"
1276,"Quibus MA-12","All Season","Mix",12,329.78,"USD"
1282,"Quibus MA-18","All Season","Mix",12,329.78,"USD"
1283,"Quibus MA-19","All Season","Mix",12,329.78,"USD"
1284,"Quibus MA-20","All Season","Mix",12,329.78,"USD"
1291,"Quibus MA-27","All Season","Mix",12,329.78,"USD"
1296,"Quibus MA-32","All Season","Mix",12,329.78,"USD"
1302,"Quibus MA-38","All Season","Mix",12,329.78,"USD"
1307,"Quibus MA-43","All Season","Mix",12,329.78,"USD"
1525,"Quibus RP-17","Productivity","Youth",12,329.78,"USD"
1526,"Quibus RP-18","Productivity","Youth",12,329.78,"USD"
1738,"Pomum RP-07","Productivity","Youth",11,329.78,"USD"
1739,"Pomum RP-08","Productivity","Youth",11,329.78,"USD"
2187,"Aliqui MA-01","All Season","Mix",2,329.78,"USD"
2190,"Aliqui MA-04","All Season","Mix",2,329.78,"USD"
2194,"Aliqui MA-08","All Season","Mix",2,329.78,"USD"
2196,"Aliqui MA-10","All Season","Mix",2,329.78,"USD"
2198,"Aliqui MA-12","All Season","Mix",2,329.78,"USD"
2392,"Aliqui YY-01","Youth","Youth",2,329.78,"USD"
2397,"Aliqui YY-06","Youth","Youth",2,329.78,"USD"
2408,"Aliqui YY-17","Youth","Youth",2,329.78,"USD"
2409,"Aliqui YY-18","Youth","Youth",2,329.78,"USD"
337,"Fama UE-58","Extreme","Mix",5,1574.74,"USD"
338,"Fama UE-59","Extreme","Mix",5,1469.74,"USD"
339,"Fama UE-60","Extreme","Mix",5,776.74,"USD"
341,"Fama UE-62","Extreme","Mix",5,417.6375,"USD"
342,"Fama UE-63","Extreme","Mix",5,734.74,"USD"
343,"Fama UE-64","Extreme","Mix",5,865.99,"USD"
345,"Fama UE-66","Extreme","Mix",5,928.9875,"USD"
346,"Fama UE-67","Extreme","Mix",5,1049.74,"USD"
68,"Abbas RS-01","Select","Rural",1,367.45,"USD"
69,"Abbas RS-02","Select","Rural",1,330.7,"USD"
70,"Abbas RS-03","Select","Rural",1,419.9475,"USD"
71,"Abbas RS-04","Select","Rural",1,398.95,"USD"
72,"Abbas RS-05","Select","Rural",1,404.1975,"USD"
73,"Abbas RS-06","Select","Rural",1,330.7,"USD"
347,"Fama UE-68","Extreme","Rural",5,3412.5,"USD"
348,"Fama UE-69","Extreme","Rural",5,629.74,"USD"
349,"Fama UE-70","Extreme","Rural",5,524.74,"USD"
350,"Fama UE-71","Extreme","Rural",5,598.24,"USD"
351,"Fama UE-72","Extreme","Rural",5,1170.49,"USD"
352,"Fama UE-73","Extreme","Rural",5,1049.74,"USD"
353,"Fama UE-74","Extreme","Rural",5,1732.24,"USD"
354,"Fama UE-75","Extreme","Rural",5,1170.49,"USD"
355,"Fama UE-76","Extreme","Rural",5,466.99,"USD"
356,"Fama UE-77","Extreme","Rural",5,482.74,"USD"
357,"Fama UE-78","Extreme","Rural",5,540.49,"USD"
358,"Fama UE-79","Extreme","Rural",5,2099.7375,"USD"
359,"Fama UE-80","Extreme","Rural",5,1144.24,"USD"
360,"Fama UE-81","Extreme","Rural",5,787.2375,"USD"
361,"Fama UE-82","Extreme","Rural",5,419.74,"USD"
362,"Fama UE-83","Extreme","Rural",5,734.74,"USD"
364,"Fama UE-85","Extreme","Rural",5,1191.49,"USD"
365,"Fama UE-86","Extreme","Rural",5,629.74,"USD"
366,"Fama UE-87","Extreme","Rural",5,760.99,"USD"
367,"Fama UE-88","Extreme","Rural",5,771.4875,"USD"
368,"Fama UE-89","Extreme","Rural",5,771.49,"USD"
369,"Fama UE-90","Extreme","Rural",5,892.24,"USD"
370,"Fama UE-91","Extreme","Rural",5,540.49,"USD"
371,"Fama UE-92","Extreme","Rural",5,787.24,"USD"
372,"Fama UE-93","Extreme","Rural",5,997.24,"USD"
373,"Fama UE-94","Extreme","Rural",5,377.74,"USD"
374,"Fama UE-95","Extreme","Rural",5,929.15,"USD"
375,"Fama UE-96","Extreme","Rural",5,787.24,"USD"
377,"Fama UE-98","Extreme","Rural",5,708.75,"USD"
378,"Fama UE-99","Extreme","Rural",5,787.24,"USD"
379,"Fama UE-00","Extreme","Rural",5,524.74,"USD"
381,"Fama UE-02","Extreme","Rural",5,1264.99,"USD"
382,"Fama UE-03","Extreme","Rural",5,928.99,"USD"
383,"Fama UE-04","Extreme","Rural",5,629.74,"USD"
384,"Fama UE-05","Extreme","Rural",5,1049.74,"USD"
385,"Fama UE-06","Extreme","Rural",5,734.74,"USD"
386,"Fama UE-07","Extreme","Rural",5,495.8625,"USD"
1982,"Currus RS-01","Select","Rural",4,398.95,"USD"
389,"Fama UC-03","Convenience","Rural",5,997.24,"USD"
1983,"Currus RS-02","Select","Rural",4,367.45,"USD"
390,"Fama UC-04","Convenience","Rural",5,1390.99,"USD"
1984,"Currus RS-03","Select","Rural",4,183.7,"USD"
391,"Fama UC-05","Convenience","Rural",5,1023.49,"USD"
1985,"Currus RS-04","Select","Rural",4,160.075,"USD"
1986,"Currus RS-05","Select","Rural",4,167.95,"USD"
1987,"Currus RS-06","Select","Rural",4,209.95,"USD"
394,"Maximus RS-01","Select","Rural",7,1640.575,"USD"
1989,"Currus RS-08","Select","Rural",4,456.7,"USD"
395,"Maximus RS-02","Select","Rural",7,382.99,"USD"
1990,"Currus RS-09","Select","Rural",4,267.7,"USD"
797,"Natura RS-01","Select","Rural",8,335.95,"USD"
798,"Natura RS-02","Select","Rural",8,131.1975,"USD"
799,"Natura RS-03","Select","Rural",8,1501.4475,"USD"
800,"Natura RS-04","Select","Rural",8,262.45,"USD"
801,"Natura RS-05","Select","Rural",8,309.7,"USD"
802,"Natura RS-06","Select","Rural",8,167.95,"USD"
803,"Natura RS-07","Select","Rural",8,162.7,"USD"
804,"Natura RS-08","Select","Rural",8,167.95,"USD"
805,"Natura RS-09","Select","Rural",8,188.95,"USD"
806,"Natura RS-10","Select","Rural",8,1158.4825,"USD"
807,"Natura RS-11","Select","Rural",8,261.98,"USD"
808,"Natura RS-12","Select","Rural",8,398.95,"USD"
809,"Natura RS-13","Select","Rural",8,269.85,"USD"
810,"Natura RS-14","Select","Rural",8,666.6975,"USD"
811,"Natura RS-15","Select","Rural",8,262.45,"USD"
812,"Natura RS-16","Select","Rural",8,629.9475,"USD"
813,"Natura RS-17","Select","Rural",8,288.7,"USD"
816,"Natura RS-20","Select","Rural",8,456.7,"USD"
1113,"Pirum RS-01","Select","Rural",10,194.2,"USD"
1114,"Pirum RS-02","Select","Rural",10,228.325,"USD"
1115,"Pirum RS-03","Select","Rural",10,456.7,"USD"
1116,"Pirum RS-04","Select","Rural",10,267.7,"USD"
1117,"Pirum RS-05","Select","Rural",10,309.7,"USD"
1118,"Pirum RS-06","Select","Rural",10,398.95,"USD"
1119,"Pirum RS-07","Select","Rural",10,293.95,"USD"
1120,"Pirum RS-08","Select","Rural",10,241.45,"USD"
1121,"Pirum RS-09","Select","Rural",10,94.4475,"USD"
1122,"Pirum RS-10","Select","Rural",10,157.45,"USD"
1123,"Pirum RS-11","Select","Rural",10,288.6975,"USD"
