Date,MIndex,Month,Qtr,Year,Weekday,FormattedDate,Dates,Sort Order for Dates
2016-03-25 00:00:00.000,3,"Mar","Q1",2016,"Fri","25-Mar","25 Mar 16",85
2016-03-26 00:00:00.000,3,"Mar","Q1",2016,"Sat","26-Mar","26 Mar 16",86
2016-03-27 00:00:00.000,3,"Mar","Q1",2016,"Sun","27-Mar","27 Mar 16",87
2016-03-28 00:00:00.000,3,"Mar","Q1",2016,"Mon","28-Mar","28 Mar 16",88
2016-03-29 00:00:00.000,3,"Mar","Q1",2016,"Tue","29-Mar","29 Mar 16",89
2016-03-30 00:00:00.000,3,"Mar","Q1",2016,"Wed","30-Mar","30 Mar 16",90
2016-03-31 00:00:00.000,3,"Mar","Q1",2016,"Thu","31-Mar","31 Mar 16",91
2016-04-01 00:00:00.000,4,"Apr","Q2",2016,"Fri","01-Apr","1 Apr 16",92
2016-04-02 00:00:00.000,4,"Apr","Q2",2016,"Sat","02-Apr","2 Apr 16",93
2016-04-03 00:00:00.000,4,"Apr","Q2",2016,"Sun","03-Apr","3 Apr 16",94
2016-04-04 00:00:00.000,4,"Apr","Q2",2016,"Mon","04-Apr","4 Apr 16",95
2016-04-05 00:00:00.000,4,"Apr","Q2",2016,"Tue","05-Apr","5 Apr 16",96
2016-04-06 00:00:00.000,4,"Apr","Q2",2016,"Wed","06-Apr","6 Apr 16",97
2016-04-07 00:00:00.000,4,"Apr","Q2",2016,"Thu","07-Apr","7 Apr 16",98
2016-04-08 00:00:00.000,4,"Apr","Q2",2016,"Fri","08-Apr","8 Apr 16",99
2016-04-09 00:00:00.000,4,"Apr","Q2",2016,"Sat","09-Apr","9 Apr 16",100
2016-04-10 00:00:00.000,4,"Apr","Q2",2016,"Sun","10-Apr","10 Apr 16",101
2016-04-11 00:00:00.000,4,"Apr","Q2",2016,"Mon","11-Apr","11 Apr 16",102
2016-04-12 00:00:00.000,4,"Apr","Q2",2016,"Tue","12-Apr","12 Apr 16",103
2016-04-13 00:00:00.000,4,"Apr","Q2",2016,"Wed","13-Apr","13 Apr 16",104
2016-04-14 00:00:00.000,4,"Apr","Q2",2016,"Thu","14-Apr","14 Apr 16",105
2016-04-15 00:00:00.000,4,"Apr","Q2",2016,"Fri","15-Apr","15 Apr 16",106
2016-04-16 00:00:00.000,4,"Apr","Q2",2016,"Sat","16-Apr","16 Apr 16",107
2016-04-17 00:00:00.000,4,"Apr","Q2",2016,"Sun","17-Apr","17 Apr 16",108
2016-04-18 00:00:00.000,4,"Apr","Q2",2016,"Mon","18-Apr","18 Apr 16",109
2016-04-19 00:00:00.000,4,"Apr","Q2",2016,"Tue","19-Apr","19 Apr 16",110
2016-04-20 00:00:00.000,4,"Apr","Q2",2016,"Wed","20-Apr","20 Apr 16",111
2016-04-21 00:00:00.000,4,"Apr","Q2",2016,"Thu","21-Apr","21 Apr 16",112
2016-04-22 00:00:00.000,4,"Apr","Q2",2016,"Fri","22-Apr","22 Apr 16",113
2016-04-23 00:00:00.000,4,"Apr","Q2",2016,"Sat","23-Apr","23 Apr 16",114
2016-04-24 00:00:00.000,4,"Apr","Q2",2016,"Sun","24-Apr","24 Apr 16",115
2016-04-25 00:00:00.000,4,"Apr","Q2",2016,"Mon","25-Apr","25 Apr 16",116
2016-04-26 00:00:00.000,4,"Apr","Q2",2016,"Tue","26-Apr","26 Apr 16",117
2016-04-27 00:00:00.000,4,"Apr","Q2",2016,"Wed","27-Apr","27 Apr 16",118
2016-04-28 00:00:00.000,4,"Apr","Q2",2016,"Thu","28-Apr","28 Apr 16",119
2016-04-29 00:00:00.000,4,"Apr","Q2",2016,"Fri","29-Apr","29 Apr 16",120
2016-04-30 00:00:00.000,4,"Apr","Q2",2016,"Sat","30-Apr","30 Apr 16",121
2016-05-01 00:00:00.000,5,"May","Q2",2016,"Sun","01-May","1 May 16",122
2016-05-02 00:00:00.000,5,"May","Q2",2016,"Mon","02-May","2 May 16",123
2016-05-03 00:00:00.000,5,"May","Q2",2016,"Tue","03-May","3 May 16",124
2016-05-04 00:00:00.000,5,"May","Q2",2016,"Wed","04-May","4 May 16",125
2016-05-05 00:00:00.000,5,"May","Q2",2016,"Thu","05-May","5 May 16",126
2016-05-06 00:00:00.000,5,"May","Q2",2016,"Fri","06-May","6 May 16",127
2016-05-07 00:00:00.000,5,"May","Q2",2016,"Sat","07-May","7 May 16",128
2016-05-08 00:00:00.000,5,"May","Q2",2016,"Sun","08-May","8 May 16",129
2016-05-09 00:00:00.000,5,"May","Q2",2016,"Mon","09-May","9 May 16",130
2016-05-10 00:00:00.000,5,"May","Q2",2016,"Tue","10-May","10 May 16",131
2016-05-11 00:00:00.000,5,"May","Q2",2016,"Wed","11-May","11 May 16",132
2016-05-12 00:00:00.000,5,"May","Q2",2016,"Thu","12-May","12 May 16",133
2016-05-13 00:00:00.000,5,"May","Q2",2016,"Fri","13-May","13 May 16",134
2016-05-14 00:00:00.000,5,"May","Q2",2016,"Sat","14-May","14 May 16",135
2016-05-15 00:00:00.000,5,"May","Q2",2016,"Sun","15-May","15 May 16",136
2016-05-16 00:00:00.000,5,"May","Q2",2016,"Mon","16-May","16 May 16",137
2016-05-17 00:00:00.000,5,"May","Q2",2016,"Tue","17-May","17 May 16",138
2016-05-18 00:00:00.000,5,"May","Q2",2016,"Wed","18-May","18 May 16",139
2016-05-19 00:00:00.000,5,"May","Q2",2016,"Thu","19-May","19 May 16",140
2016-05-20 00:00:00.000,5,"May","Q2",2016,"Fri","20-May","20 May 16",141
2016-05-21 00:00:00.000,5,"May","Q2",2016,"Sat","21-May","21 May 16",142
2016-05-22 00:00:00.000,5,"May","Q2",2016,"Sun","22-May","22 May 16",143
2016-05-23 00:00:00.000,5,"May","Q2",2016,"Mon","23-May","23 May 16",144
2016-05-24 00:00:00.000,5,"May","Q2",2016,"Tue","24-May","24 May 16",145
2016-05-25 00:00:00.000,5,"May","Q2",2016,"Wed","25-May","25 May 16",146
2016-05-26 00:00:00.000,5,"May","Q2",2016,"Thu","26-May","26 May 16",147
2016-05-27 00:00:00.000,5,"May","Q2",2016,"Fri","27-May","27 May 16",148
2016-05-28 00:00:00.000,5,"May","Q2",2016,"Sat","28-May","28 May 16",149
2016-05-29 00:00:00.000,5,"May","Q2",2016,"Sun","29-May","29 May 16",150
2016-05-30 00:00:00.000,5,"May","Q2",2016,"Mon","30-May","30 May 16",151
2016-05-31 00:00:00.000,5,"May","Q2",2016,"Tue","31-May","31 May 16",152
2016-06-01 00:00:00.000,6,"Jun","Q2",2016,"Wed","01-Jun","1 Jun 16",153
2016-06-02 00:00:00.000,6,"Jun","Q2",2016,"Thu","02-Jun","2 Jun 16",154
2016-06-03 00:00:00.000,6,"Jun","Q2",2016,"Fri","03-Jun","3 Jun 16",155
2016-06-04 00:00:00.000,6,"Jun","Q2",2016,"Sat","04-Jun","4 Jun 16",156
2016-06-05 00:00:00.000,6,"Jun","Q2",2016,"Sun","05-Jun","5 Jun 16",157
2016-06-06 00:00:00.000,6,"Jun","Q2",2016,"Mon","06-Jun","6 Jun 16",158
2016-06-07 00:00:00.000,6,"Jun","Q2",2016,"Tue","07-Jun","7 Jun 16",159
2016-06-08 00:00:00.000,6,"Jun","Q2",2016,"Wed","08-Jun","8 Jun 16",160
2016-06-09 00:00:00.000,6,"Jun","Q2",2016,"Thu","09-Jun","9 Jun 16",161
2016-06-10 00:00:00.000,6,"Jun","Q2",2016,"Fri","10-Jun","10 Jun 16",162
2016-06-11 00:00:00.000,6,"Jun","Q2",2016,"Sat","11-Jun","11 Jun 16",163
2016-06-12 00:00:00.000,6,"Jun","Q2",2016,"Sun","12-Jun","12 Jun 16",164
2016-06-13 00:00:00.000,6,"Jun","Q2",2016,"Mon","13-Jun","13 Jun 16",165
2016-06-14 00:00:00.000,6,"Jun","Q2",2016,"Tue","14-Jun","14 Jun 16",166
2016-06-15 00:00:00.000,6,"Jun","Q2",2016,"Wed","15-Jun","15 Jun 16",167
2016-06-16 00:00:00.000,6,"Jun","Q2",2016,"Thu","16-Jun","16 Jun 16",168
2016-06-17 00:00:00.000,6,"Jun","Q2",2016,"Fri","17-Jun","17 Jun 16",169
2016-06-18 00:00:00.000,6,"Jun","Q2",2016,"Sat","18-Jun","18 Jun 16",170
2016-06-19 00:00:00.000,6,"Jun","Q2",2016,"Sun","19-Jun","19 Jun 16",171
2016-06-20 00:00:00.000,6,"Jun","Q2",2016,"Mon","20-Jun","20 Jun 16",172
2016-06-21 00:00:00.000,6,"Jun","Q2",2016,"Tue","21-Jun","21 Jun 16",173
2016-06-22 00:00:00.000,6,"Jun","Q2",2016,"Wed","22-Jun","22 Jun 16",174
2016-06-23 00:00:00.000,6,"Jun","Q2",2016,"Thu","23-Jun","23 Jun 16",175
2016-06-24 00:00:00.000,6,"Jun","Q2",2016,"Fri","24-Jun","24 Jun 16",176
2016-06-25 00:00:00.000,6,"Jun","Q2",2016,"Sat","25-Jun","25 Jun 16",177
2016-06-26 00:00:00.000,6,"Jun","Q2",2016,"Sun","26-Jun","26 Jun 16",178
2016-06-27 00:00:00.000,6,"Jun","Q2",2016,"Mon","27-Jun","27 Jun 16",179
2016-06-28 00:00:00.000,6,"Jun","Q2",2016,"Tue","28-Jun","28 Jun 16",180
2016-06-29 00:00:00.000,6,"Jun","Q2",2016,"Wed","29-Jun","29 Jun 16",181
2016-06-30 00:00:00.000,6,"Jun","Q2",2016,"Thu","30-Jun","30 Jun 16",182
2016-07-01 00:00:00.000,7,"Jul","Q3",2016,"Fri","01-Jul","1 Jul 16",183
2016-07-02 00:00:00.000,7,"Jul","Q3",2016,"Sat","02-Jul","2 Jul 16",184
2016-07-03 00:00:00.000,7,"Jul","Q3",2016,"Sun","03-Jul","3 Jul 16",185
2016-07-04 00:00:00.000,7,"Jul","Q3",2016,"Mon","04-Jul","4 Jul 16",186
2016-07-05 00:00:00.000,7,"Jul","Q3",2016,"Tue","05-Jul","5 Jul 16",187
2016-07-06 00:00:00.000,7,"Jul","Q3",2016,"Wed","06-Jul","6 Jul 16",188
2016-07-07 00:00:00.000,7,"Jul","Q3",2016,"Thu","07-Jul","7 Jul 16",189
2016-07-08 00:00:00.000,7,"Jul","Q3",2016,"Fri","08-Jul","8 Jul 16",190
2016-07-09 00:00:00.000,7,"Jul","Q3",2016,"Sat","09-Jul","9 Jul 16",191
2016-07-10 00:00:00.000,7,"Jul","Q3",2016,"Sun","10-Jul","10 Jul 16",192
2016-07-11 00:00:00.000,7,"Jul","Q3",2016,"Mon","11-Jul","11 Jul 16",193
2016-07-12 00:00:00.000,7,"Jul","Q3",2016,"Tue","12-Jul","12 Jul 16",194
2016-07-13 00:00:00.000,7,"Jul","Q3",2016,"Wed","13-Jul","13 Jul 16",195
2016-07-14 00:00:00.000,7,"Jul","Q3",2016,"Thu","14-Jul","14 Jul 16",196
2016-07-15 00:00:00.000,7,"Jul","Q3",2016,"Fri","15-Jul","15 Jul 16",197
2016-07-16 00:00:00.000,7,"Jul","Q3",2016,"Sat","16-Jul","16 Jul 16",198
2016-07-17 00:00:00.000,7,"Jul","Q3",2016,"Sun","17-Jul","17 Jul 16",199
2016-07-18 00:00:00.000,7,"Jul","Q3",2016,"Mon","18-Jul","18 Jul 16",200
2016-07-19 00:00:00.000,7,"Jul","Q3",2016,"Tue","19-Jul","19 Jul 16",201
2016-07-20 00:00:00.000,7,"Jul","Q3",2016,"Wed","20-Jul","20 Jul 16",202
2016-07-21 00:00:00.000,7,"Jul","Q3",2016,"Thu","21-Jul","21 Jul 16",203
2016-07-22 00:00:00.000,7,"Jul","Q3",2016,"Fri","22-Jul","22 Jul 16",204
2016-07-23 00:00:00.000,7,"Jul","Q3",2016,"Sat","23-Jul","23 Jul 16",205
2016-07-24 00:00:00.000,7,"Jul","Q3",2016,"Sun","24-Jul","24 Jul 16",206
2016-07-25 00:00:00.000,7,"Jul","Q3",2016,"Mon","25-Jul","25 Jul 16",207
2016-07-26 00:00:00.000,7,"Jul","Q3",2016,"Tue","26-Jul","26 Jul 16",208
2016-07-27 00:00:00.000,7,"Jul","Q3",2016,"Wed","27-Jul","27 Jul 16",209
2016-07-28 00:00:00.000,7,"Jul","Q3",2016,"Thu","28-Jul","28 Jul 16",210
2016-07-29 00:00:00.000,7,"Jul","Q3",2016,"Fri","29-Jul","29 Jul 16",211
2016-07-30 00:00:00.000,7,"Jul","Q3",2016,"Sat","30-Jul","30 Jul 16",212
2016-07-31 00:00:00.000,7,"Jul","Q3",2016,"Sun","31-Jul","31 Jul 16",213
2016-08-01 00:00:00.000,8,"Aug","Q3",2016,"Mon","01-Aug","1 Aug 16",214
2016-08-02 00:00:00.000,8,"Aug","Q3",2016,"Tue","02-Aug","2 Aug 16",215
2016-08-03 00:00:00.000,8,"Aug","Q3",2016,"Wed","03-Aug","3 Aug 16",216
2016-08-04 00:00:00.000,8,"Aug","Q3",2016,"Thu","04-Aug","4 Aug 16",217
2016-08-05 00:00:00.000,8,"Aug","Q3",2016,"Fri","05-Aug","5 Aug 16",218
2016-08-06 00:00:00.000,8,"Aug","Q3",2016,"Sat","06-Aug","6 Aug 16",219
2016-08-07 00:00:00.000,8,"Aug","Q3",2016,"Sun","07-Aug","7 Aug 16",220
2016-08-08 00:00:00.000,8,"Aug","Q3",2016,"Mon","08-Aug","8 Aug 16",221
2016-08-09 00:00:00.000,8,"Aug","Q3",2016,"Tue","09-Aug","9 Aug 16",222
2016-08-10 00:00:00.000,8,"Aug","Q3",2016,"Wed","10-Aug","10 Aug 16",223
2016-08-11 00:00:00.000,8,"Aug","Q3",2016,"Thu","11-Aug","11 Aug 16",224
2016-08-12 00:00:00.000,8,"Aug","Q3",2016,"Fri","12-Aug","12 Aug 16",225
2016-08-13 00:00:00.000,8,"Aug","Q3",2016,"Sat","13-Aug","13 Aug 16",226
2016-08-14 00:00:00.000,8,"Aug","Q3",2016,"Sun","14-Aug","14 Aug 16",227
2016-08-15 00:00:00.000,8,"Aug","Q3",2016,"Mon","15-Aug","15 Aug 16",228
2016-08-16 00:00:00.000,8,"Aug","Q3",2016,"Tue","16-Aug","16 Aug 16",229
2016-08-17 00:00:00.000,8,"Aug","Q3",2016,"Wed","17-Aug","17 Aug 16",230
2016-08-18 00:00:00.000,8,"Aug","Q3",2016,"Thu","18-Aug","18 Aug 16",231
2016-08-19 00:00:00.000,8,"Aug","Q3",2016,"Fri","19-Aug","19 Aug 16",232
2016-08-20 00:00:00.000,8,"Aug","Q3",2016,"Sat","20-Aug","20 Aug 16",233
2016-08-21 00:00:00.000,8,"Aug","Q3",2016,"Sun","21-Aug","21 Aug 16",234
2016-08-22 00:00:00.000,8,"Aug","Q3",2016,"Mon","22-Aug","22 Aug 16",235
2016-08-23 00:00:00.000,8,"Aug","Q3",2016,"Tue","23-Aug","23 Aug 16",236
2016-08-24 00:00:00.000,8,"Aug","Q3",2016,"Wed","24-Aug","24 Aug 16",237
2016-08-25 00:00:00.000,8,"Aug","Q3",2016,"Thu","25-Aug","25 Aug 16",238
2016-08-26 00:00:00.000,8,"Aug","Q3",2016,"Fri","26-Aug","26 Aug 16",239
2016-08-27 00:00:00.000,8,"Aug","Q3",2016,"Sat","27-Aug","27 Aug 16",240
2016-08-28 00:00:00.000,8,"Aug","Q3",2016,"Sun","28-Aug","28 Aug 16",241
2016-08-29 00:00:00.000,8,"Aug","Q3",2016,"Mon","29-Aug","29 Aug 16",242
2016-08-30 00:00:00.000,8,"Aug","Q3",2016,"Tue","30-Aug","30 Aug 16",243
2016-08-31 00:00:00.000,8,"Aug","Q3",2016,"Wed","31-Aug","31 Aug 16",244
2016-09-01 00:00:00.000,9,"Sep","Q3",2016,"Thu","01-Sep","1 Sep 16",245
2016-09-02 00:00:00.000,9,"Sep","Q3",2016,"Fri","02-Sep","2 Sep 16",246
2016-09-03 00:00:00.000,9,"Sep","Q3",2016,"Sat","03-Sep","3 Sep 16",247
2016-09-04 00:00:00.000,9,"Sep","Q3",2016,"Sun","04-Sep","4 Sep 16",248
2016-09-05 00:00:00.000,9,"Sep","Q3",2016,"Mon","05-Sep","5 Sep 16",249
2016-09-06 00:00:00.000,9,"Sep","Q3",2016,"Tue","06-Sep","6 Sep 16",250
2016-09-07 00:00:00.000,9,"Sep","Q3",2016,"Wed","07-Sep","7 Sep 16",251
2016-09-08 00:00:00.000,9,"Sep","Q3",2016,"Thu","08-Sep","8 Sep 16",252
2016-09-09 00:00:00.000,9,"Sep","Q3",2016,"Fri","09-Sep","9 Sep 16",253
2016-09-10 00:00:00.000,9,"Sep","Q3",2016,"Sat","10-Sep","10 Sep 16",254
2016-09-11 00:00:00.000,9,"Sep","Q3",2016,"Sun","11-Sep","11 Sep 16",255
2016-09-12 00:00:00.000,9,"Sep","Q3",2016,"Mon","12-Sep","12 Sep 16",256
2016-09-13 00:00:00.000,9,"Sep","Q3",2016,"Tue","13-Sep","13 Sep 16",257
2016-09-14 00:00:00.000,9,"Sep","Q3",2016,"Wed","14-Sep","14 Sep 16",258
2016-09-15 00:00:00.000,9,"Sep","Q3",2016,"Thu","15-Sep","15 Sep 16",259
2016-09-16 00:00:00.000,9,"Sep","Q3",2016,"Fri","16-Sep","16 Sep 16",260
2016-09-17 00:00:00.000,9,"Sep","Q3",2016,"Sat","17-Sep","17 Sep 16",261
2016-09-18 00:00:00.000,9,"Sep","Q3",2016,"Sun","18-Sep","18 Sep 16",262
2016-09-19 00:00:00.000,9,"Sep","Q3",2016,"Mon","19-Sep","19 Sep 16",263
2016-09-20 00:00:00.000,9,"Sep","Q3",2016,"Tue","20-Sep","20 Sep 16",264
2016-09-21 00:00:00.000,9,"Sep","Q3",2016,"Wed","21-Sep","21 Sep 16",265
2016-09-22 00:00:00.000,9,"Sep","Q3",2016,"Thu","22-Sep","22 Sep 16",266
2016-09-23 00:00:00.000,9,"Sep","Q3",2016,"Fri","23-Sep","23 Sep 16",267
2016-09-24 00:00:00.000,9,"Sep","Q3",2016,"Sat","24-Sep","24 Sep 16",268
2016-09-25 00:00:00.000,9,"Sep","Q3",2016,"Sun","25-Sep","25 Sep 16",269
2016-09-26 00:00:00.000,9,"Sep","Q3",2016,"Mon","26-Sep","26 Sep 16",270
2016-09-27 00:00:00.000,9,"Sep","Q3",2016,"Tue","27-Sep","27 Sep 16",271
2016-09-28 00:00:00.000,9,"Sep","Q3",2016,"Wed","28-Sep","28 Sep 16",272
2016-09-29 00:00:00.000,9,"Sep","Q3",2016,"Thu","29-Sep","29 Sep 16",273
2016-09-30 00:00:00.000,9,"Sep","Q3",2016,"Fri","30-Sep","30 Sep 16",274
2016-10-01 00:00:00.000,10,"Oct","Q4",2016,"Sat","01-Oct","1 Oct 16",275
2016-10-02 00:00:00.000,10,"Oct","Q4",2016,"Sun","02-Oct","2 Oct 16",276
2016-10-03 00:00:00.000,10,"Oct","Q4",2016,"Mon","03-Oct","3 Oct 16",277
2016-10-04 00:00:00.000,10,"Oct","Q4",2016,"Tue","04-Oct","4 Oct 16",278
2016-10-05 00:00:00.000,10,"Oct","Q4",2016,"Wed","05-Oct","5 Oct 16",279
2016-10-06 00:00:00.000,10,"Oct","Q4",2016,"Thu","06-Oct","6 Oct 16",280
2016-10-07 00:00:00.000,10,"Oct","Q4",2016,"Fri","07-Oct","7 Oct 16",281
