iso_code,continent,location,date,Total cases,New cases,New cases smoothed,Total deaths,New deaths,New deaths smoothed,Total cases per million,New cases per million,New cases smoothed per million,Total deaths per million,New deaths per million,New deaths smoothed per million,Reproduction rate,ICU patients,ICU patients per million,Hospital patients,Hospital patients per million,Weekly ICU admissions,Weekly ICU admissisions per million,weekly_hosp_admissions,Weekly hospital admissions per million,new_tests,total_tests,Total tests per thousand,New tests per thousands,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,Total vaccinations per hundred,People vaccinated per hundred,People fully vaccinated per hundred,New vaccinations smoothed per million,stringency_index,Population,Population density,Median age,Aged 65 and older,Aged 70 and old,GDP per capita,Extreme poverty,Cardiovascular death rate,Diabetes prevalence,Female smoking rate,Male smoking rate,Handwashing facilities availalbe,Hospital beds per thousand,Life expectancy,human_development_index
"BEL","Europe","Belgium",2020-02-11 00:00:00.000,1,0,0,,,0,0.086,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931
"BEL","Europe","Belgium",2020-02-12 00:00:00.000,1,0,0,,,0,0.086,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931
"BEL","Europe","Belgium",2020-02-13 00:00:00.000,1,0,0,,,0,0.086,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931
"BEL","Europe","Belgium",2020-02-14 00:00:00.000,1,0,0,,,0,0.086,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931
"BEL","Europe","Belgium",2020-02-15 00:00:00.000,1,0,0,,,0,0.086,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931
"BEL","Europe","Belgium",2020-02-16 00:00:00.000,1,0,0,,,0,0.086,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931
"BEL","Europe","Belgium",2020-02-17 00:00:00.000,1,0,0,,,0,0.086,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931
"BEL","Europe","Belgium",2020-02-18 00:00:00.000,1,0,0,,,0,0.086,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931
"BEL","Europe","Belgium",2020-02-19 00:00:00.000,1,0,0,,,0,0.086,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931
"BEL","Europe","Belgium",2020-02-20 00:00:00.000,1,0,0,,,0,0.086,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931
"BEL","Europe","Belgium",2020-02-21 00:00:00.000,1,0,0,,,0,0.086,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931
"BEL","Europe","Belgium",2020-02-22 00:00:00.000,1,0,0,,,0,0.086,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931
"BEL","Europe","Belgium",2020-02-23 00:00:00.000,1,0,0,,,0,0.086,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931
"BEL","Europe","Belgium",2020-02-24 00:00:00.000,1,0,0,,,0,0.086,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931
"BEL","Europe","Belgium",2020-02-25 00:00:00.000,1,0,0,,,0,0.086,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931
"BEL","Europe","Belgium",2020-02-26 00:00:00.000,1,0,0,,,0,0.086,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931
"BEL","Europe","Belgium",2020-02-27 00:00:00.000,1,0,0,,,0,0.086,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931
"BEL","Europe","Belgium",2020-02-28 00:00:00.000,1,0,0,,,0,0.086,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931
"BEL","Europe","Belgium",2020-02-29 00:00:00.000,1,0,0,,,0,0.086,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931
"FIN","Europe","Finland",2020-02-05 00:00:00.000,1,0,0,,,0,0.18,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,5.56,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
"FIN","Europe","Finland",2020-02-06 00:00:00.000,1,0,0,,,0,0.18,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,13.89,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
"FIN","Europe","Finland",2020-02-07 00:00:00.000,1,0,0,,,0,0.18,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,13.89,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
"FIN","Europe","Finland",2020-02-08 00:00:00.000,1,0,0,,,0,0.18,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,13.89,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
"FIN","Europe","Finland",2020-02-09 00:00:00.000,1,0,0,,,0,0.18,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,13.89,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
"FIN","Europe","Finland",2020-02-10 00:00:00.000,1,0,0,,,0,0.18,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,13.89,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
"FIN","Europe","Finland",2020-02-11 00:00:00.000,1,0,0,,,0,0.18,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,13.89,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
"FIN","Europe","Finland",2020-02-12 00:00:00.000,1,0,0,,,0,0.18,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,13.89,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
"FIN","Europe","Finland",2020-02-13 00:00:00.000,1,0,0,,,0,0.18,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,13.89,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
"FIN","Europe","Finland",2020-02-14 00:00:00.000,1,0,0,,,0,0.18,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,13.89,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
"FIN","Europe","Finland",2020-02-15 00:00:00.000,1,0,0,,,0,0.18,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,13.89,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
"FIN","Europe","Finland",2020-02-16 00:00:00.000,1,0,0,,,0,0.18,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,13.89,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
"FIN","Europe","Finland",2020-02-17 00:00:00.000,1,0,0,,,0,0.18,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,13.89,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
"FIN","Europe","Finland",2020-02-18 00:00:00.000,1,0,0,,,0,0.18,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,13.89,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
"FIN","Europe","Finland",2020-02-19 00:00:00.000,1,0,0,,,0,0.18,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,13.89,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
"FIN","Europe","Finland",2020-02-20 00:00:00.000,1,0,0,,,0,0.18,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,13.89,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
"FIN","Europe","Finland",2020-02-21 00:00:00.000,1,0,0,,,0,0.18,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,13.89,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
"FIN","Europe","Finland",2020-02-22 00:00:00.000,1,0,0,,,0,0.18,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,13.89,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
"FIN","Europe","Finland",2020-02-23 00:00:00.000,1,0,0,,,0,0.18,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,13.89,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
"FIN","Europe","Finland",2020-02-24 00:00:00.000,1,0,0,,,0,0.18,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,13.89,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
"FIN","Europe","Finland",2020-02-25 00:00:00.000,1,0,0,,,0,0.18,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,13.89,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
"JOR","Asia","Jordan",2020-03-10 00:00:00.000,1,0,0,,,0,0.098,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
"JOR","Asia","Jordan",2020-03-11 00:00:00.000,1,0,0,,,0,0.098,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
"JOR","Asia","Jordan",2020-03-12 00:00:00.000,1,0,0,,,0,0.098,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
"JOR","Asia","Jordan",2020-03-13 00:00:00.000,1,0,0,,,0,0.098,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
"JOR","Asia","Jordan",2020-03-14 00:00:00.000,1,0,0,,,0,0.098,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
"LIE","Europe","Liechtenstein",2020-03-11 00:00:00.000,1,0,0,,,0,26.221,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,38137,237.012,,,,,,,7.77,,,,2.397,82.49,0.919
"LIE","Europe","Liechtenstein",2020-03-12 00:00:00.000,1,0,0,,,0,26.221,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,38137,237.012,,,,,,,7.77,,,,2.397,82.49,0.919
"LIE","Europe","Liechtenstein",2020-03-13 00:00:00.000,1,0,0,,,0,26.221,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,38137,237.012,,,,,,,7.77,,,,2.397,82.49,0.919
"LTU","Europe","Lithuania",2020-03-07 00:00:00.000,1,0,0,,,0,0.367,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,2722291,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,,6.56,75.93,0.882
"LTU","Europe","Lithuania",2020-03-08 00:00:00.000,1,0,0,,,0,0.367,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,2722291,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,,6.56,75.93,0.882
"LTU","Europe","Lithuania",2020-03-09 00:00:00.000,1,0,0,,,0,0.367,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,2722291,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,,6.56,75.93,0.882
"LTU","Europe","Lithuania",2020-03-10 00:00:00.000,1,0,0,,,0,0.367,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,11.11,2722291,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,,6.56,75.93,0.882
"FSM","Oceania","Micronesia (country)",2021-01-28 00:00:00.000,1,0,0,,,0,8.694,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,115021,150.777,23,4.81,2.392,3299.464,16,454.343,12.02,,,,,67.88,0.62
"FSM","Oceania","Micronesia (country)",2021-01-29 00:00:00.000,1,0,0,,,0,8.694,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,115021,150.777,23,4.81,2.392,3299.464,16,454.343,12.02,,,,,67.88,0.62
"FSM","Oceania","Micronesia (country)",2021-01-30 00:00:00.000,1,0,0,,,0,8.694,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,115021,150.777,23,4.81,2.392,3299.464,16,454.343,12.02,,,,,67.88,0.62
"FSM","Oceania","Micronesia (country)",2021-01-31 00:00:00.000,1,0,0,,,0,8.694,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,115021,150.777,23,4.81,2.392,3299.464,16,454.343,12.02,,,,,67.88,0.62
"FSM","Oceania","Micronesia (country)",2021-02-01 00:00:00.000,1,0,0,,,0,8.694,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,115021,150.777,23,4.81,2.392,3299.464,16,454.343,12.02,,,,,67.88,0.62
"FSM","Oceania","Micronesia (country)",2021-02-02 00:00:00.000,1,0,0,,,0,8.694,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,115021,150.777,23,4.81,2.392,3299.464,16,454.343,12.02,,,,,67.88,0.62
"FSM","Oceania","Micronesia (country)",2021-02-03 00:00:00.000,1,0,0,,,0,8.694,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,115021,150.777,23,4.81,2.392,3299.464,16,454.343,12.02,,,,,67.88,0.62
"FSM","Oceania","Micronesia (country)",2021-02-04 00:00:00.000,1,0,0,,,0,8.694,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,115021,150.777,23,4.81,2.392,3299.464,16,454.343,12.02,,,,,67.88,0.62
"FSM","Oceania","Micronesia (country)",2021-02-05 00:00:00.000,1,0,0,,,0,8.694,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,115021,150.777,23,4.81,2.392,3299.464,16,454.343,12.02,,,,,67.88,0.62
"FSM","Oceania","Micronesia (country)",2021-02-06 00:00:00.000,1,0,0,,,0,8.694,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,115021,150.777,23,4.81,2.392,3299.464,16,454.343,12.02,,,,,67.88,0.62
"FSM","Oceania","Micronesia (country)",2021-02-07 00:00:00.000,1,0,0,,,0,8.694,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,115021,150.777,23,4.81,2.392,3299.464,16,454.343,12.02,,,,,67.88,0.62
"FSM","Oceania","Micronesia (country)",2021-02-08 00:00:00.000,1,0,0,,,0,8.694,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,115021,150.777,23,4.81,2.392,3299.464,16,454.343,12.02,,,,,67.88,0.62
"FSM","Oceania","Micronesia (country)",2021-02-09 00:00:00.000,1,0,0,,,0,8.694,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,115021,150.777,23,4.81,2.392,3299.464,16,454.343,12.02,,,,,67.88,0.62
"FSM","Oceania","Micronesia (country)",2021-02-10 00:00:00.000,1,0,0,,,0,8.694,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,115021,150.777,23,4.81,2.392,3299.464,16,454.343,12.02,,,,,67.88,0.62
"FSM","Oceania","Micronesia (country)",2021-02-11 00:00:00.000,1,0,0,,,0,8.694,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,115021,150.777,23,4.81,2.392,3299.464,16,454.343,12.02,,,,,67.88,0.62
"FSM","Oceania","Micronesia (country)",2021-02-12 00:00:00.000,1,0,0,,,0,8.694,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,115021,150.777,23,4.81,2.392,3299.464,16,454.343,12.02,,,,,67.88,0.62
"FSM","Oceania","Micronesia (country)",2021-02-13 00:00:00.000,1,0,0,,,0,8.694,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,115021,150.777,23,4.81,2.392,3299.464,16,454.343,12.02,,,,,67.88,0.62
"FSM","Oceania","Micronesia (country)",2021-02-14 00:00:00.000,1,0,0,,,0,8.694,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,115021,150.777,23,4.81,2.392,3299.464,16,454.343,12.02,,,,,67.88,0.62
"FSM","Oceania","Micronesia (country)",2021-02-15 00:00:00.000,1,0,0,,,0,8.694,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,115021,150.777,23,4.81,2.392,3299.464,16,454.343,12.02,,,,,67.88,0.62
"FSM","Oceania","Micronesia (country)",2021-02-16 00:00:00.000,1,0,0,,,0,8.694,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,115021,150.777,23,4.81,2.392,3299.464,16,454.343,12.02,,,,,67.88,0.62
"FSM","Oceania","Micronesia (country)",2021-02-17 00:00:00.000,1,0,0,,,0,8.694,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,115021,150.777,23,4.81,2.392,3299.464,16,454.343,12.02,,,,,67.88,0.62
"FSM","Oceania","Micronesia (country)",2021-02-18 00:00:00.000,1,0,0,,,0,8.694,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,115021,150.777,23,4.81,2.392,3299.464,16,454.343,12.02,,,,,67.88,0.62
"FSM","Oceania","Micronesia (country)",2021-02-19 00:00:00.000,1,0,0,,,0,8.694,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,115021,150.777,23,4.81,2.392,3299.464,16,454.343,12.02,,,,,67.88,0.62
"FSM","Oceania","Micronesia (country)",2021-02-20 00:00:00.000,1,0,0,,,0,8.694,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,115021,150.777,23,4.81,2.392,3299.464,16,454.343,12.02,,,,,67.88,0.62
"FSM","Oceania","Micronesia (country)",2021-02-21 00:00:00.000,1,0,0,,,0,8.694,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,115021,150.777,23,4.81,2.392,3299.464,16,454.343,12.02,,,,,67.88,0.62
"FSM","Oceania","Micronesia (country)",2021-02-22 00:00:00.000,1,0,0,,,0,8.694,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,115021,150.777,23,4.81,2.392,3299.464,16,454.343,12.02,,,,,67.88,0.62
"FSM","Oceania","Micronesia (country)",2021-02-23 00:00:00.000,1,0,0,,,0,8.694,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,115021,150.777,23,4.81,2.392,3299.464,16,454.343,12.02,,,,,67.88,0.62
"FSM","Oceania","Micronesia (country)",2021-02-24 00:00:00.000,1,0,0,,,0,8.694,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,115021,150.777,23,4.81,2.392,3299.464,16,454.343,12.02,,,,,67.88,0.62
"FSM","Oceania","Micronesia (country)",2021-02-25 00:00:00.000,1,0,0,,,0,8.694,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,115021,150.777,23,4.81,2.392,3299.464,16,454.343,12.02,,,,,67.88,0.62
"FSM","Oceania","Micronesia (country)",2021-02-26 00:00:00.000,1,0,0,,,0,8.694,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,115021,150.777,23,4.81,2.392,3299.464,16,454.343,12.02,,,,,67.88,0.62
"FSM","Oceania","Micronesia (country)",2021-02-27 00:00:00.000,1,0,0,,,0,8.694,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,115021,150.777,23,4.81,2.392,3299.464,16,454.343,12.02,,,,,67.88,0.62
"FSM","Oceania","Micronesia (country)",2021-02-28 00:00:00.000,1,0,0,,,0,8.694,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,115021,150.777,23,4.81,2.392,3299.464,16,454.343,12.02,,,,,67.88,0.62
"FSM","Oceania","Micronesia (country)",2021-03-01 00:00:00.000,1,0,0,,,0,8.694,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,115021,150.777,23,4.81,2.392,3299.464,16,454.343,12.02,,,,,67.88,0.62
"FSM","Oceania","Micronesia (country)",2021-03-02 00:00:00.000,1,0,0,,,0,8.694,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,115021,150.777,23,4.81,2.392,3299.464,16,454.343,12.02,,,,,67.88,0.62
"FSM","Oceania","Micronesia (country)",2021-03-03 00:00:00.000,1,0,0,,,0,8.694,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,115021,150.777,23,4.81,2.392,3299.464,16,454.343,12.02,,,,,67.88,0.62
"FSM","Oceania","Micronesia (country)",2021-03-04 00:00:00.000,1,0,0,,,0,8.694,0,0,,,0,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,115021,150.777,23,4.81,2.392,3299.464,16,454.343,12.02,,,,,67.88,0.62
