name,location,date,text,municipality,hashtags,polarity score
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-26 08:00:08.000,"Only Eskom trained and authorized personnel are allowed to work on the power lines and other Eskom equipment. Commu… https://t.co/D3iC2NaSrg","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-25 10:00:04.000,"Prepaid pricing is based on usage/consumption rate.  The more you use in a month, the higher your cost.  For inform… https://t.co/AtQaKmpe7I","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-24 06:58:02.000,"@debsdh12 Will pass your message on","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-24 06:43:17.000,"RT @CityTshwane: 132kv trip at 
Njala substation. Affecting Eastern surburbs and parts  of Centurion.","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-23 20:00:08.000,"Eskom Load Reduction Notice

Date: 23 August 2020

Provincial statements with details and areas that will be affect… https://t.co/G6iPFpSAbZ","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-23 15:45:04.000,"Did you know that the peak period for electricity in South Africa is between 17:00 and 21:00?  Reducing your electr… https://t.co/1XfscCpxbQ","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-23 08:18:23.000,"@Kgetsa275 CS has made contact with the customer to rectify the issue","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-23 08:04:29.000,"@Kgetsa275 Escalated for feedback","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-22 20:00:08.000,"Eskom Load Reduction Notice

Date: 22 August 2020

Provincial statements with details and areas that will be affect… https://t.co/BCJgtBIr3x","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-22 07:00:04.000,"Eskom customers experiencing a power outage are requested to log a call on MyEskom Customer App or… https://t.co/JYABkwcSpj","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-21 20:00:52.000,"Eskom Load Reduction Notice

Date: 21 August 2020

Provincial statements with details and areas that will be affect… https://t.co/OxUB61IjVq","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-21 10:30:02.000,"Report electrical emergencies to 0860037566. 

When reporting an electrical hazard, (exposed/falling power line, va… https://t.co/0RTX0JbXK3","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-21 07:56:16.000,"@zanele_diniso Hi. We have sent this query to the relevant dept. We will revert as soon as they give us feedback.","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-21 07:30:24.000,"@Millie_Tlatsi Hi, we've sent your query to CS mngt.","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-20 14:41:34.000,"@Zekslain Hi, your query has been sent to Customer Services.","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-20 09:30:15.000,"Despite South Africa moving to Level 2 this week, millions of people will continue to work from home. Spending more… https://t.co/eR8NqtSvNU","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-19 14:39:58.000,"RT @Exposcience: “There’s evidence that plastic is making its way into our bodies, but very few studies have looked for it there. And at th…","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-19 14:38:25.000,"@suraya_asmal Hi not as yet.  Will update as soon we get confirmation from National Control","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-19 13:59:27.000,"@spansielove911 https://t.co/zg9VSNdxuu","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-19 13:54:10.000,"@Antifreez777za @No_H_in_Ismail @city_mogale @da_mogale Municipalities compile their own schedules and implement lo… https://t.co/QpAnOauFWg","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-19 11:42:57.000,"@MkhontoWami Most customers (those in 2-hour blocks) may be without electricity for up to 2.5 hours at a time, whil… https://t.co/QPZWOXZ3m4","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-19 09:07:26.000,"@No_H_in_Ismail @QhawekaziNkuna Hi, The Eskom loadshedding App is called MyEskom App.","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-18 17:39:15.000,"@GcabsG https://t.co/zg9VSNdxuu","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-18 16:16:57.000,"https://t.co/S6pUp45qmk","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-18 16:16:52.000,"https://t.co/wrgud2mp5N","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-18 12:09:41.000,"@C_chaba Loadshedding commences at 4pm but you will still be able to access the schedules","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-18 05:35:02.000,"DYK that you can manage your Eskom account and submit your meter reading on the MyEskom Customer App? https://t.co/jORHeIte8S","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-17 09:14:54.000,"Cable theft is one of the main reasons for constant power outages.  

Report cable theft to the SAPS / Eskom crime… https://t.co/46Cnu6lNLs","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-16 07:15:56.000,"@lelemuthali_ The work is executed in phases and informed by the scope of work and material availability. The repai… https://t.co/bNkIoGfAG0","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-16 07:08:12.000,"@ReaDaPrince The work is executed in phases and informed by the scope of work and material availability. The repair… https://t.co/IEl5TqIkBX","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-16 06:30:04.000,"Prepaid pricing is based on usage/consumption rate.  The more you use in a month, the higher your cost.  For inform… https://t.co/Gefa6Gges1","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-15 10:15:06.000,"Only Eskom trained and authorized personnel are allowed to work on the power lines and other Eskom equipment. Commu… https://t.co/cLwRkGGtDq","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-14 17:30:58.000,"@roundaboutravel Will enquire from Customer Services","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-14 16:30:01.000,"Register on our Eskom web Site (https://t.co/KtI6B2AMWh ) or on our Mobile MyEskom Customer App, to submit any quer… https://t.co/XIG3y02hPD","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-14 05:16:04.000,"Load shedding schedules can be accessed via the following channels

Eskom customers:
Loadshedding website… https://t.co/WrdlL7c8be","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-13 17:34:42.000,"@just_f1f1 The work is executed in phases and informed by the scope of work and material availability. The repair a… https://t.co/2a6yniHv3C","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-13 16:14:16.000,"@MrsNzimande You can check our loadshedding website https://t.co/UzMtttaJ4q","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-13 14:45:22.000,"@modupi_tholo Query escalated to Customer Services.","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-13 13:54:27.000,"@Sifisonhlabath2 @zakhele_mboyane Restoration of power should commence from 10 pm.","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-13 11:57:16.000,"@jack_lamola @eNCA @City_Ekurhuleni @CoE_Call_Centre https://t.co/UzMttsT7FQ","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-13 09:31:04.000,"@Thabi_n_ Our officesin Mkondeni continue to operate","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-12 13:05:07.000,"Eskom Load Reduction Notice 

Date: 12 August 2020 

Provinces: Gauteng, KwaZulu Natal, Limpopo &amp; Mpumalanga 

Plea… https://t.co/AP2f57xD8a","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-12 12:34:08.000,"https://t.co/q4yADi0UJP","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-12 12:33:27.000,"https://t.co/vFkoGSVUjy","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-12 10:30:04.000,"Only Eskom trained and authorized personnel are allowed to work on the power lines and other Eskom equipment. Commu… https://t.co/kJ675fa70c","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-12 06:54:28.000,"@VinylbagMag Have escalated.  Will provide feedback when received","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-11 13:09:53.000,"Eskom Load Reduction Notice 

Date: 11 August 2020 
Provinces: Gauteng, KwaZulu Natal, Limpopo &amp; Mpumalanga 

Pleas… https://t.co/OF1QGeLWZL","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-10 20:07:06.000,"Eskom Load Reduction Notice 

Date: 10 August 2020 
Provinces: Gauteng, KwaZulu Natal, Limpopo &amp; Mpumalanga 

Provi… https://t.co/qHfcJvuo9Y","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-10 13:00:10.000,"Eskom Load Reduction Notice 

Date: 10 August 2020 

Provinces: Gauteng, KwaZulu Natal, Limpopo &amp; Mpumalanga

Pleas… https://t.co/bXKmZqCdze","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-10 11:43:26.000,"@Bhkesi Hi. You need to log a call with Customer Services on 08600 37566 or use MyEskom Customer App to log a call.","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-10 06:30:04.000,"Use a quick and convenient way to log a service request. Download the MyEskom Customer App or log onto… https://t.co/Win15f5CRb","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-09 20:00:08.000,"Eskom Load Reduction Notice 

Date: 9 August 2020 
Provinces: Gauteng, KwaZulu Natal, Limpopo &amp; Mpumalanga 

Provin… https://t.co/YkRJ7b8Wrj","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-09 14:54:02.000,"@mujaahidt Call escalated.  CS will contact you shortly.","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-09 13:05:07.000,"Eskom Load Reduction Notice 

Date: 9 August 2020 

Provinces: Gauteng, KwaZulu Natal, Limpopo &amp; Mpumalanga

Please… https://t.co/nlfPpHyr8z","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-08 20:00:10.000,"Eskom Load Reduction Notice 

Date: 8 August 2020 
Provinces: Gauteng, KwaZulu Natal, Limpopo &amp; Mpumalanga 

Provin… https://t.co/ro6OcPApw9","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-08 13:01:06.000,"Eskom Load Reduction Notice 

Date: 8 August 2020 

Provinces: Gauteng, KwaZulu Natal, Limpopo &amp; Mpumalanga 

Pleas… https://t.co/ukWNk9Dk7r","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-07 20:01:04.000,"Eskom Load Reduction Notice 

Date: 7 August 2020 
Provinces: Gauteng, KwaZulu Natal, Limpopo &amp; Mpumalanga 

Provin… https://t.co/f2Cj76Llvq","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-07 13:00:08.000,"Eskom Load Reduction Notice 

Date: 7 August 2020 
Provinces: Gauteng, KwaZulu Natal, Limpopo &amp; Mpumalanga 

Please… https://t.co/8l4UCEhFQN","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-06 20:00:10.000,"Eskom Load Reduction Notice 

Date: 6 August 2020 
Provinces: Gauteng, KwaZulu Natal, Limpopo &amp; Mpumalanga 

Provin… https://t.co/NDb1qSOFKG","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-06 13:00:08.000,"Eskom Load Reduction Notice 

Date: 6 August 2020 
Provinces: Gauteng, KwaZulu Natal, Limpopo &amp; Mpumalanga 

Please… https://t.co/v0ZvSuOQqm","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-06 10:30:50.000,"Evening peak is between 5 and 9 pm, when most electricity is used during the day.  Let us work together to reduce t… https://t.co/a9dGcIDoYp","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-06 06:30:50.000,"For a quick and convenient way to log a service request, download the MyEskom Customer App or log onto our Customer… https://t.co/24eeCnhv34","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-05 20:00:08.000,"Eskom Load Reduction Notice 

Date: 5 August 2020 
Provinces: Gauteng, KwaZulu Natal, Limpopo &amp; Mpumalanga 

Provin… https://t.co/E94ZFCAhTC","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-05 13:00:04.000,"Eskom Load Reduction Notice 

Date: 5 August 2020 
Provinces: Gauteng, KwaZulu Natal, Limpopo &amp; Mpumalanga 

Please… https://t.co/QVMGyf1Ook","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-05 11:16:23.000,"@SihleNkwanyana6 Your query has been escalated to Customer Services.","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-04 20:00:23.000,"Eskom Load Reduction Notice

Date:  4 August 2020
Provinces: Gauteng, KwaZulu Natal, Limpopo &amp; Mpumalanga 

Provinc… https://t.co/yxKgwsXEkL","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-04 16:00:44.000,"For a quick and convenient way to log a service request, download the MyEskom Customer App or log onto our Customer… https://t.co/zucWMzWgdO","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-04 15:10:25.000,"@thapzinator1 Our team indicates that we do have technicians out in your area replacing meter boxes.  They will hav… https://t.co/Xc7kXTsFT6","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-04 14:14:00.000,"@thapzinator1 Will check with our team on the ground and revert","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-04 13:00:09.000,"Eskom Load Reduction Notice 
Date: 4 August 2020 
Provinces: Gauteng, KwaZulu Natal, Limpopo &amp; Mpumalanga 

Please… https://t.co/mfGGn8fbIY","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-03 20:00:24.000,"Eskom Load Reduction Notice

Date:  3 August 2020
Provinces: Gauteng, KwaZulu Natal, Limpopo &amp; Mpumalanga 

👇Provin… https://t.co/3t89l9YyX7","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-03 13:27:22.000,"Eskom Load Reduction Notice

Date: 3 August 2020
Provinces:  Gauteng, KwaZulu Natal, Limpopo &amp; Mpumalanga 

Please… https://t.co/puhwFhn9yj","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-03 10:00:07.000,"Prepaid pricing is based on usage/consumption rate.  The more you use in a month, the higher your cost.  Click here… https://t.co/E553E5yngb","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-03 06:00:08.000,"To quickly &amp; conveniently log a service call register on our website or on our Mobile MyEskom Customer App (availab… https://t.co/FwQlOaTzQl","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-02 20:01:06.000,"Eskom Load Reduction Notice

Date:  2 August 2020
Provinces: Gauteng, KwaZulu Natal, Limpopo &amp; Mpumalanga 

👇Provin… https://t.co/NOY1xHSHBg","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-02 17:01:07.000,"RT @DPE_ZA: DPE DISMISSES ALLEGATIONS OF UNDUE INTERFERENCE IN ESKOM PENSION FUND APPOINTMENT https://t.co/6GmsVKaifF","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-02 13:00:27.000,"Eskom Load Reduction Notice

Date: 2 August 2020
Provinces:  Gauteng, KwaZulu Natal, Limpopo &amp; Mpumalanga 

Please… https://t.co/fzQ5EBsxfY","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-01 20:00:43.000,"Eskom Load Reduction Notice

Date:  1 August 2020
Provinces: Gauteng, KwaZulu Natal, Limpopo &amp; Mpumalanga 

👇Provin… https://t.co/9efXXttvRE","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-01 13:00:31.000,"Eskom Load Reduction Notice

Date: 1 August 2020
Provinces:  Gauteng, KwaZulu Natal, Limpopo &amp; Mpumalanga 

Please… https://t.co/LE32OYl1ke","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-08-01 06:30:19.000,"Cable theft is one of the main reasons for constant power outages.  Report cable theft to @SAPoliceService / Eskom… https://t.co/HxMPlV8Sbf","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-07-31 20:00:42.000,"Eskom Load Reduction Notice

Date:  31 July 2020
Gauteng, KwaZulu Natal, Mpumalanga &amp; Limpopo

👇 provincial stateme… https://t.co/bRJY88Rgkq","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-07-31 13:26:08.000,"@guurd Escalated to Customer Services.","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-07-31 13:20:53.000,"@mavsan77 @SikonathiM Your query has been forwarded to Customer Services.","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-07-31 11:57:23.000,"@candicea63 Query forwarded to Customer Services to follow-up.","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-07-31 06:00:47.000,"Register on our Eskom web Site or on our Mobile MyEskom Customer App (Available in the Android App stores), to subm… https://t.co/PMUGlV2WmR","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-07-30 16:53:31.000,"@babedibest 0800 11 27 22","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-07-30 09:00:38.000,"@JacquieTK Hi, your call has been escalated to Customer Services for an update.","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-07-30 08:30:14.000,"Try using energy-efficient appliances when cooking hearty meals for your family this winter. Use slow cookers for h… https://t.co/UOUv1d0GSA","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-07-29 10:00:01.000,"Prepaid pricing is based on usage/consumption rate.  The more you use in a month, the higher your cost.  For inform… https://t.co/6IfFOOLcS3","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-07-28 11:20:54.000,"@therealphindie Report to Customer Services on 08600 37566","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-07-28 10:10:57.000,"@chanell_sa @DaanBarnard @EskomFoundation @ewnupdates @EskomSePush @5FM @EishkomZA @JacaNews @jacarandafm… https://t.co/OMYdc41XXi","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-07-28 09:38:44.000,"@chanell_sa @DaanBarnard @EskomFoundation @ewnupdates @EskomSePush @5FM @EishkomZA @JacaNews @jacarandafm… https://t.co/JnUjerMO7G","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-07-28 09:32:37.000,"@DaanBarnard @chanell_sa @EskomFoundation @ewnupdates @EskomSePush @5FM @EishkomZA @JacaNews @jacarandafm A power o… https://t.co/8uQPejSSfi","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-07-28 09:00:21.000,"@Mokgatla_ Escalated for assistance","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-07-28 08:30:35.000,"Only Eskom trained and authorized personnel are allowed to work on the power lines and other Eskom equipment. Commu… https://t.co/tj35y2ozOJ","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-07-28 06:53:16.000,"@wa_tsotetsiN In cases where people are buying many more units than they would ordinarily get for a set amount, ind… https://t.co/t0t7YjKoLI","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-07-28 06:33:15.000,"@Kay_Ras24 It can take several weeks","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-07-27 19:24:20.000,"RT @Powerfm987: COMING UP: @Thabisoo is joined by Group Executive of Distribution @Eskom_SA as we unpack the power Untility's plans to impl…","","",0
"Eskom Hld SOC Ltd","Gauteng, South African",2020-07-27 06:04:57.000,"Cable theft is one of the main reasons for constant power outages.  Report cable theft to @SAPoliceService / Eskom… https://t.co/iUmFJy3U5b","","",0
