Segment Id,Contact Id
f0398196-8750-e911-a82b-000d3a4e6483,8bb91e97-8650-e911-a82b-000d3a4e6483
5ba0ab5e-8251-e911-a834-000d3a4e6cff,be8d0d63-8750-e911-a82b-000d3a4e6483
c7915edc-b34f-e911-a833-000d3a4e6cff,693e2ab9-b34f-e911-a833-000d3a4e6cff
81dc75d6-aa4f-e911-a833-000d3a4e6cff,58b55f64-914f-e911-a82a-000d3a4e6483
7dbcbcdb-5a50-e911-a82a-000d3a4e6483,e6c4fb8a-73de-4550-941b-d14ed9086277
e05c0746-9d50-e911-a834-000d3a4e6cff,594acf5f-934f-e911-a82a-000d3a4e6483
bab56751-ae4f-e911-a833-000d3a4e6cff,96de1f6d-ad4f-e911-a833-000d3a4e6cff
61c978d8-4252-e911-a835-000d3a4e6cff,0206f132-4252-e911-a835-000d3a4e6cff
7290252e-b14f-e911-a833-000d3a4e6cff,5dbc42a1-b04f-e911-a833-000d3a4e6cff
61c978d8-4252-e911-a835-000d3a4e6cff,074dc768-4252-e911-a835-000d3a4e6cff
f0398196-8750-e911-a82b-000d3a4e6483,be8d0d63-8750-e911-a82b-000d3a4e6483
e05c0746-9d50-e911-a834-000d3a4e6cff,2d70f6ad-6850-e911-a82a-000d3a4e6483
0dc70b16-5452-e911-a82c-000d3a4e6483,38a2df73-5352-e911-a82c-000d3a4e6483
bab56751-ae4f-e911-a833-000d3a4e6cff,c8e6063d-ad4f-e911-a833-000d3a4e6cff
48ef149f-6950-e911-a82a-000d3a4e6483,693e2ab9-b34f-e911-a833-000d3a4e6cff
aa71bbb9-ba4f-e911-a833-000d3a4e6cff,d57ab334-ba4f-e911-a833-000d3a4e6cff
5b468adb-ad4f-e911-a82a-000d3a4e6483,c969145c-ad4f-e911-a82a-000d3a4e6483
f0398196-8750-e911-a82b-000d3a4e6483,3cdb1f9d-8650-e911-a82b-000d3a4e6483
0188538b-ad4f-e911-a833-000d3a4e6cff,1ca9162b-ad4f-e911-a833-000d3a4e6cff
7dbcbcdb-5a50-e911-a82a-000d3a4e6483,896940db-ff04-4e4e-9562-e9b0d15c89e2
e05c0746-9d50-e911-a834-000d3a4e6cff,07369045-934f-e911-a82a-000d3a4e6483
7dbcbcdb-5a50-e911-a82a-000d3a4e6483,594acf5f-934f-e911-a82a-000d3a4e6483
e7f65125-ac4f-e911-a833-000d3a4e6cff,277d2833-934f-e911-a82a-000d3a4e6483
059885fc-0c52-e911-a835-000d3a4e6cff,2829607c-0c52-e911-a835-000d3a4e6cff
aa71bbb9-ba4f-e911-a833-000d3a4e6cff,197af14e-ba4f-e911-a833-000d3a4e6cff
bab56751-ae4f-e911-a833-000d3a4e6cff,8622ad97-ad4f-e911-a833-000d3a4e6cff
61c978d8-4252-e911-a835-000d3a4e6cff,cea4c556-4252-e911-a835-000d3a4e6cff
f0398196-8750-e911-a82b-000d3a4e6483,2d70f6ad-6850-e911-a82a-000d3a4e6483
0dc70b16-5452-e911-a82c-000d3a4e6483,4d013f99-5352-e911-a82c-000d3a4e6483
88515a09-ae4f-e911-a833-000d3a4e6cff,efa1a5a9-ad4f-e911-a833-000d3a4e6cff
0dc70b16-5452-e911-a82c-000d3a4e6483,295e5086-5352-e911-a82c-000d3a4e6483
7290252e-b14f-e911-a833-000d3a4e6cff,fa73138e-b04f-e911-a833-000d3a4e6cff
0dc70b16-5452-e911-a82c-000d3a4e6483,248c3361-5352-e911-a82c-000d3a4e6483
bab56751-ae4f-e911-a833-000d3a4e6cff,f0540255-ad4f-e911-a833-000d3a4e6cff
059885fc-0c52-e911-a835-000d3a4e6cff,9061186a-0c52-e911-a835-000d3a4e6cff
aa71bbb9-ba4f-e911-a833-000d3a4e6cff,75b82d6a-ba4f-e911-a833-000d3a4e6cff
48ef149f-6950-e911-a82a-000d3a4e6483,2d70f6ad-6850-e911-a82a-000d3a4e6483
81dc75d6-aa4f-e911-a833-000d3a4e6cff,d3a7d08c-914f-e911-a82a-000d3a4e6483
61c978d8-4252-e911-a835-000d3a4e6cff,2d72dc44-4252-e911-a835-000d3a4e6cff
e05c0746-9d50-e911-a834-000d3a4e6cff,d3a7d08c-914f-e911-a82a-000d3a4e6483
059885fc-0c52-e911-a835-000d3a4e6cff,96386e45-0c52-e911-a835-000d3a4e6cff
0188538b-ad4f-e911-a833-000d3a4e6cff,c6322319-ad4f-e911-a833-000d3a4e6cff
0095d727-aa4f-e911-a833-000d3a4e6cff,594acf5f-934f-e911-a82a-000d3a4e6483
5d218f82-934f-e911-a82a-000d3a4e6483,07369045-934f-e911-a82a-000d3a4e6483
c7915edc-b34f-e911-a833-000d3a4e6cff,d3a7d08c-914f-e911-a82a-000d3a4e6483
8d56331a-9850-e911-a82b-000d3a4e6483,d3a7d08c-914f-e911-a82a-000d3a4e6483
5d218f82-934f-e911-a82a-000d3a4e6483,594acf5f-934f-e911-a82a-000d3a4e6483
0371f88e-0752-e911-a82c-000d3a4e6483,d76a52c8-b129-4bdf-842a-db9e88950a1c
8d56331a-9850-e911-a82b-000d3a4e6483,58b55f64-914f-e911-a82a-000d3a4e6483
e05c0746-9d50-e911-a834-000d3a4e6cff,277d2833-934f-e911-a82a-000d3a4e6483
61c978d8-4252-e911-a835-000d3a4e6cff,6fa9ff20-4252-e911-a835-000d3a4e6cff
f0398196-8750-e911-a82b-000d3a4e6483,58b55f64-914f-e911-a82a-000d3a4e6483
7290252e-b14f-e911-a833-000d3a4e6cff,a2f374c6-b04f-e911-a833-000d3a4e6cff
