venta_ID,cliente_ID,estado_pedido,fecha_pedido,fecha_requerido,fecha_envio,tienda_ID,personal_ID,item_ID,producto_ID,cantidad,precio_venta,descuento,Year,IngresoPorVenta
1486,84,2,2018-04-02 00:00:00.000,2018-04-02 00:00:00.000,,2,7,1,60,2,1559.99,0.05,2018,"2963,98"
1486,84,2,2018-04-02 00:00:00.000,2018-04-02 00:00:00.000,,2,7,2,98,1,489.99,0.05,2018,"465,49"
1486,84,2,2018-04-02 00:00:00.000,2018-04-02 00:00:00.000,,2,7,3,113,1,489.99,0.1,2018,"440,99"
1486,84,2,2018-04-02 00:00:00.000,2018-04-02 00:00:00.000,,2,7,4,269,1,199.99,0.1,2018,"179,99"
1492,41,1,2018-04-04 00:00:00.000,2018-04-04 00:00:00.000,,2,7,1,37,2,379.99,0.1,2018,"683,98"
1495,86,2,2018-04-05 00:00:00.000,2018-04-05 00:00:00.000,,2,7,1,292,2,369.99,0.05,2018,"702,98"
1495,86,2,2018-04-05 00:00:00.000,2018-04-05 00:00:00.000,,2,7,2,308,2,749.99,0.2,2018,"1199,98"
1495,86,2,2018-04-05 00:00:00.000,2018-04-05 00:00:00.000,,2,7,3,137,1,2599,0.1,2018,"2339,1"
1505,22,1,2018-04-08 00:00:00.000,2018-04-08 00:00:00.000,,2,7,1,223,2,529.99,0.05,2018,"1006,98"
1505,22,1,2018-04-08 00:00:00.000,2018-04-08 00:00:00.000,,2,7,2,24,2,549.99,0.07,2018,"1022,98"
1505,22,1,2018-04-08 00:00:00.000,2018-04-08 00:00:00.000,,2,7,3,43,2,5299.99,0.05,2018,"10069,98"
1506,75,1,2018-04-08 00:00:00.000,2018-04-08 00:00:00.000,,2,7,1,184,1,3499.99,0.05,2018,"3324,99"
1506,75,1,2018-04-08 00:00:00.000,2018-04-08 00:00:00.000,,2,7,2,153,2,4999.99,0.2,2018,"7999,98"
1506,75,1,2018-04-08 00:00:00.000,2018-04-08 00:00:00.000,,2,7,3,149,2,7499.99,0.05,2018,"14249,98"
1519,26,2,2018-04-11 00:00:00.000,2018-04-11 00:00:00.000,,2,7,1,150,1,4499.99,0.2,2018,"3599,99"
1519,26,2,2018-04-11 00:00:00.000,2018-04-11 00:00:00.000,,2,7,2,85,2,329.99,0.2,2018,"527,98"
1519,26,2,2018-04-11 00:00:00.000,2018-04-11 00:00:00.000,,2,7,3,124,2,1499,0.07,2018,"2788,14"
1519,26,2,2018-04-11 00:00:00.000,2018-04-11 00:00:00.000,,2,7,4,65,1,346.99,0.2,2018,"277,59"
1519,26,2,2018-04-11 00:00:00.000,2018-04-11 00:00:00.000,,2,7,5,265,2,289.99,0.05,2018,"550,98"
1523,8,1,2018-04-12 00:00:00.000,2018-04-12 00:00:00.000,,2,7,1,311,2,749.99,0.2,2018,"1199,98"
1525,38,2,2018-04-12 00:00:00.000,2018-04-12 00:00:00.000,,2,7,1,156,1,6499.99,0.1,2018,"5849,99"
1525,38,2,2018-04-12 00:00:00.000,2018-04-12 00:00:00.000,,2,7,2,163,2,1349,0.07,2018,"2509,14"
1525,38,2,2018-04-12 00:00:00.000,2018-04-12 00:00:00.000,,2,7,3,193,1,2799.99,0.07,2018,"2603,99"
1526,59,2,2018-04-12 00:00:00.000,2018-04-12 00:00:00.000,,2,7,1,151,1,1549.99,0.07,2018,"1441,49"
1526,59,2,2018-04-12 00:00:00.000,2018-04-12 00:00:00.000,,2,7,2,56,1,5499.99,0.1,2018,"4949,99"
1526,59,2,2018-04-12 00:00:00.000,2018-04-12 00:00:00.000,,2,7,3,238,1,749.99,0.1,2018,"674,99"
1526,59,2,2018-04-12 00:00:00.000,2018-04-12 00:00:00.000,,2,7,4,243,1,679.99,0.05,2018,"645,99"
1532,7,2,2018-04-13 00:00:00.000,2018-04-13 00:00:00.000,,2,7,1,209,2,2999.99,0.07,2018,"5579,98"
1534,18,2,2018-04-14 00:00:00.000,2018-04-14 00:00:00.000,,2,7,1,194,1,3499.99,0.1,2018,"3149,99"
1534,18,2,2018-04-14 00:00:00.000,2018-04-14 00:00:00.000,,2,7,2,117,1,1469.99,0.05,2018,"1396,49"
1534,18,2,2018-04-14 00:00:00.000,2018-04-14 00:00:00.000,,2,7,3,269,2,199.99,0.2,2018,"319,98"
1534,18,2,2018-04-14 00:00:00.000,2018-04-14 00:00:00.000,,2,7,4,172,2,3199.99,0.2,2018,"5119,98"
1535,19,2,2018-04-14 00:00:00.000,2018-04-14 00:00:00.000,,2,7,1,92,1,209.99,0.05,2018,"199,49"
1535,19,2,2018-04-14 00:00:00.000,2018-04-14 00:00:00.000,,2,7,2,75,2,599.99,0.05,2018,"1139,98"
1536,34,2,2018-04-14 00:00:00.000,2018-04-14 00:00:00.000,,2,7,1,183,1,2199.99,0.2,2018,"1759,99"
1536,34,2,2018-04-14 00:00:00.000,2018-04-14 00:00:00.000,,2,7,2,185,2,2799.99,0.07,2018,"5207,98"
1536,34,2,2018-04-14 00:00:00.000,2018-04-14 00:00:00.000,,2,7,3,196,2,2299.99,0.2,2018,"3679,98"
1541,10,2,2018-04-16 00:00:00.000,2018-04-16 00:00:00.000,,2,7,1,155,2,11999.99,0.1,2018,"21599,98"
1541,10,2,2018-04-16 00:00:00.000,2018-04-16 00:00:00.000,,2,7,2,248,2,599.99,0.07,2018,"1115,98"
1541,10,2,2018-04-16 00:00:00.000,2018-04-16 00:00:00.000,,2,7,3,142,2,3199.99,0.1,2018,"5759,98"
1541,10,2,2018-04-16 00:00:00.000,2018-04-16 00:00:00.000,,2,7,4,17,1,429,0.1,2018,"386,1"
1541,10,2,2018-04-16 00:00:00.000,2018-04-16 00:00:00.000,,2,7,5,86,2,149.99,0.05,2018,"284,98"
1549,17,1,2018-04-17 00:00:00.000,2018-04-17 00:00:00.000,,2,7,1,158,1,959.99,0.2,2018,"767,99"
1549,17,1,2018-04-17 00:00:00.000,2018-04-17 00:00:00.000,,2,7,2,119,1,469.99,0.05,2018,"446,49"
1549,17,1,2018-04-17 00:00:00.000,2018-04-17 00:00:00.000,,2,7,3,249,2,749.99,0.05,2018,"1424,98"
1549,17,1,2018-04-17 00:00:00.000,2018-04-17 00:00:00.000,,2,7,4,242,2,699.99,0.1,2018,"1259,98"
1551,70,1,2018-04-17 00:00:00.000,2018-04-17 00:00:00.000,,2,7,1,207,2,3999.99,0.2,2018,"6399,98"
1552,73,1,2018-04-17 00:00:00.000,2018-04-17 00:00:00.000,,2,7,1,197,1,2299.99,0.1,2018,"2069,99"
1552,73,1,2018-04-17 00:00:00.000,2018-04-17 00:00:00.000,,2,7,2,41,2,1469.99,0.05,2018,"2792,98"
1555,1,1,2018-04-18 00:00:00.000,2018-04-18 00:00:00.000,,2,7,1,24,2,549.99,0.1,2018,"989,98"
1555,1,1,2018-04-18 00:00:00.000,2018-04-18 00:00:00.000,,2,7,2,156,1,6499.99,0.1,2018,"5849,99"
1555,1,1,2018-04-18 00:00:00.000,2018-04-18 00:00:00.000,,2,7,3,126,1,469.99,0.1,2018,"422,99"
1555,1,1,2018-04-18 00:00:00.000,2018-04-18 00:00:00.000,,2,7,4,128,2,1899,0.05,2018,"3608,1"
1555,1,1,2018-04-18 00:00:00.000,2018-04-18 00:00:00.000,,2,7,5,174,1,3199.99,0.2,2018,"2559,99"
1560,57,1,2018-04-20 00:00:00.000,2018-04-20 00:00:00.000,,2,7,1,118,2,999.99,0.2,2018,"1599,98"
1560,57,1,2018-04-20 00:00:00.000,2018-04-20 00:00:00.000,,2,7,2,41,1,1469.99,0.2,2018,"1175,99"
1561,65,2,2018-04-20 00:00:00.000,2018-04-20 00:00:00.000,,2,7,1,181,2,2199.99,0.07,2018,"4091,98"
1561,65,2,2018-04-20 00:00:00.000,2018-04-20 00:00:00.000,,2,7,2,297,2,279.99,0.05,2018,"531,98"
1562,88,1,2018-04-20 00:00:00.000,2018-04-20 00:00:00.000,,2,7,1,54,1,3199.99,0.2,2018,"2559,99"
1562,88,1,2018-04-20 00:00:00.000,2018-04-20 00:00:00.000,,2,7,2,66,1,250.99,0.2,2018,"200,79"
1562,88,1,2018-04-20 00:00:00.000,2018-04-20 00:00:00.000,,2,7,3,115,2,3199.99,0.07,2018,"5951,98"
1569,29,2,2018-04-22 00:00:00.000,2018-04-22 00:00:00.000,,2,7,1,252,1,2999.99,0.1,2018,"2699,99"
1570,54,2,2018-04-22 00:00:00.000,2018-04-22 00:00:00.000,,2,7,1,155,1,11999.99,0.07,2018,"11159,99"
1571,80,1,2018-04-22 00:00:00.000,2018-04-22 00:00:00.000,,2,7,1,312,2,699.99,0.1,2018,"1259,98"
1571,80,1,2018-04-22 00:00:00.000,2018-04-22 00:00:00.000,,2,7,2,212,1,559.99,0.07,2018,"520,79"
1571,80,1,2018-04-22 00:00:00.000,2018-04-22 00:00:00.000,,2,7,3,20,2,599.99,0.2,2018,"959,98"
1576,12,2,2018-04-23 00:00:00.000,2018-04-23 00:00:00.000,,2,7,1,69,1,416.99,0.05,2018,"396,14"
1576,12,2,2018-04-23 00:00:00.000,2018-04-23 00:00:00.000,,2,7,2,293,1,319.99,0.05,2018,"303,99"
1576,12,2,2018-04-23 00:00:00.000,2018-04-23 00:00:00.000,,2,7,3,202,2,3499.99,0.05,2018,"6649,98"
1577,48,1,2018-04-23 00:00:00.000,2018-04-23 00:00:00.000,,2,7,1,298,2,279.99,0.05,2018,"531,98"
1577,48,1,2018-04-23 00:00:00.000,2018-04-23 00:00:00.000,,2,7,2,111,2,470.99,0.1,2018,"847,78"
1577,48,1,2018-04-23 00:00:00.000,2018-04-23 00:00:00.000,,2,7,3,300,2,799.99,0.2,2018,"1279,98"
1577,48,1,2018-04-23 00:00:00.000,2018-04-23 00:00:00.000,,2,7,4,131,2,2599,0.07,2018,"4834,14"
1577,48,1,2018-04-23 00:00:00.000,2018-04-23 00:00:00.000,,2,7,5,282,2,279.99,0.05,2018,"531,98"
1578,93,2,2018-04-23 00:00:00.000,2018-04-23 00:00:00.000,,2,7,1,204,2,3599.99,0.07,2018,"6695,98"
1578,93,2,2018-04-23 00:00:00.000,2018-04-23 00:00:00.000,,2,7,2,310,1,899.99,0.05,2018,"854,99"
1578,93,2,2018-04-23 00:00:00.000,2018-04-23 00:00:00.000,,2,7,3,241,2,749.99,0.2,2018,"1199,98"
1592,6,2,2018-04-27 00:00:00.000,2018-04-27 00:00:00.000,,2,7,1,211,2,1549,0.05,2018,"2943,1"
1592,6,2,2018-04-27 00:00:00.000,2018-04-27 00:00:00.000,,2,7,2,159,1,2299.99,0.07,2018,"2138,99"
1592,6,2,2018-04-27 00:00:00.000,2018-04-27 00:00:00.000,,2,7,3,40,2,4999.99,0.07,2018,"9299,98"
1592,6,2,2018-04-27 00:00:00.000,2018-04-27 00:00:00.000,,2,7,4,9,1,2999.99,0.2,2018,"2399,99"
1592,6,2,2018-04-27 00:00:00.000,2018-04-27 00:00:00.000,,2,7,5,271,2,209.99,0.05,2018,"398,98"
1594,45,1,2018-04-28 00:00:00.000,2018-04-28 00:00:00.000,,2,7,1,79,2,402.99,0.1,2018,"725,38"
1594,45,1,2018-04-28 00:00:00.000,2018-04-28 00:00:00.000,,2,7,2,105,1,533.99,0.1,2018,"480,59"
1595,71,2,2018-04-28 00:00:00.000,2018-04-28 00:00:00.000,,2,7,1,112,1,379.99,0.2,2018,"303,99"
1599,49,1,2018-04-29 00:00:00.000,2018-04-29 00:00:00.000,,2,7,1,104,2,481.99,0.2,2018,"771,18"
1604,7,3,2018-06-17 00:00:00.000,2018-06-17 00:00:00.000,,2,7,1,271,1,209.99,0.1,2018,"188,99"
1609,10,3,2018-08-23 00:00:00.000,2018-08-23 00:00:00.000,,2,7,1,96,1,349.99,0.2,2018,"279,99"
1609,10,3,2018-08-23 00:00:00.000,2018-08-23 00:00:00.000,,2,7,2,238,2,749.99,0.2,2018,"1199,98"
1609,10,3,2018-08-23 00:00:00.000,2018-08-23 00:00:00.000,,2,7,3,228,2,319.99,0.1,2018,"575,98"
1609,10,3,2018-08-23 00:00:00.000,2018-08-23 00:00:00.000,,2,7,4,105,1,533.99,0.2,2018,"427,19"
1610,15,3,2018-08-25 00:00:00.000,2018-08-25 00:00:00.000,,2,7,1,36,1,832.99,0.07,2018,"774,68"
1610,15,3,2018-08-25 00:00:00.000,2018-08-25 00:00:00.000,,2,7,2,173,2,3199.99,0.2,2018,"5119,98"
1611,6,3,2018-09-06 00:00:00.000,2018-09-06 00:00:00.000,,2,7,1,191,1,2799.99,0.07,2018,"2603,99"
1611,6,3,2018-09-06 00:00:00.000,2018-09-06 00:00:00.000,,2,7,2,171,2,3199.99,0.1,2018,"5759,98"
1611,6,3,2018-09-06 00:00:00.000,2018-09-06 00:00:00.000,,2,7,3,236,1,749.99,0.2,2018,"599,99"
1407,18,3,2018-02-26 00:00:00.000,2018-02-26 00:00:00.000,,2,6,1,300,1,799.99,0.05,2018,"759,99"
1407,18,3,2018-02-26 00:00:00.000,2018-02-26 00:00:00.000,,2,6,2,36,2,832.99,0.1,2018,"1499,38"
1407,18,3,2018-02-26 00:00:00.000,2018-02-26 00:00:00.000,,2,6,3,266,1,399.99,0.1,2018,"359,99"
1407,18,3,2018-02-26 00:00:00.000,2018-02-26 00:00:00.000,,2,6,4,35,1,832.99,0.2,2018,"666,39"
1481,62,1,2018-04-01 00:00:00.000,2018-04-01 00:00:00.000,,2,6,1,53,2,749.99,0.07,2018,"1394,98"
1481,62,1,2018-04-01 00:00:00.000,2018-04-01 00:00:00.000,,2,6,2,130,1,919.99,0.1,2018,"827,99"
1484,35,2,2018-04-02 00:00:00.000,2018-04-02 00:00:00.000,,2,6,1,295,2,319.99,0.07,2018,"595,18"
1484,35,2,2018-04-02 00:00:00.000,2018-04-02 00:00:00.000,,2,6,2,49,2,3499.99,0.2,2018,"5599,98"
1484,35,2,2018-04-02 00:00:00.000,2018-04-02 00:00:00.000,,2,6,3,304,2,679.99,0.05,2018,"1291,98"
1501,52,1,2018-04-06 00:00:00.000,2018-04-06 00:00:00.000,,2,6,1,248,1,599.99,0.05,2018,"569,99"
1501,52,1,2018-04-06 00:00:00.000,2018-04-06 00:00:00.000,,2,6,2,219,1,639.99,0.07,2018,"595,19"
1501,52,1,2018-04-06 00:00:00.000,2018-04-06 00:00:00.000,,2,6,3,15,1,529.99,0.05,2018,"503,49"
1501,52,1,2018-04-06 00:00:00.000,2018-04-06 00:00:00.000,,2,6,4,67,1,250.99,0.2,2018,"200,79"
1501,52,1,2018-04-06 00:00:00.000,2018-04-06 00:00:00.000,,2,6,5,210,1,1549,0.05,2018,"1471,55"
1502,83,2,2018-04-06 00:00:00.000,2018-04-06 00:00:00.000,,2,6,1,231,2,529.99,0.2,2018,"847,98"
1502,83,2,2018-04-06 00:00:00.000,2018-04-06 00:00:00.000,,2,6,2,19,2,449,0.07,2018,"835,14"
1502,83,2,2018-04-06 00:00:00.000,2018-04-06 00:00:00.000,,2,6,3,26,2,599.99,0.07,2018,"1115,98"
1502,83,2,2018-04-06 00:00:00.000,2018-04-06 00:00:00.000,,2,6,4,268,1,159.99,0.2,2018,"127,99"
1502,83,2,2018-04-06 00:00:00.000,2018-04-06 00:00:00.000,,2,6,5,255,1,899.99,0.07,2018,"836,99"
1507,85,2,2018-04-08 00:00:00.000,2018-04-08 00:00:00.000,,2,6,1,39,2,1499.99,0.2,2018,"2399,98"
1507,85,2,2018-04-08 00:00:00.000,2018-04-08 00:00:00.000,,2,6,2,11,2,1680.99,0.1,2018,"3025,78"
1507,85,2,2018-04-08 00:00:00.000,2018-04-08 00:00:00.000,,2,6,3,259,1,1199.99,0.07,2018,"1115,99"
1507,85,2,2018-04-08 00:00:00.000,2018-04-08 00:00:00.000,,2,6,4,281,1,319.99,0.07,2018,"297,59"
1507,85,2,2018-04-08 00:00:00.000,2018-04-08 00:00:00.000,,2,6,5,293,2,319.99,0.05,2018,"607,98"
1508,92,2,2018-04-08 00:00:00.000,2018-04-08 00:00:00.000,,2,6,1,37,1,379.99,0.2,2018,"303,99"
1508,92,2,2018-04-08 00:00:00.000,2018-04-08 00:00:00.000,,2,6,2,109,1,416.99,0.1,2018,"375,29"
1508,92,2,2018-04-08 00:00:00.000,2018-04-08 00:00:00.000,,2,6,3,52,2,875.99,0.05,2018,"1664,38"
1508,92,2,2018-04-08 00:00:00.000,2018-04-08 00:00:00.000,,2,6,4,88,1,189.99,0.05,2018,"180,49"
1510,16,2,2018-04-09 00:00:00.000,2018-04-09 00:00:00.000,,2,6,1,142,2,3199.99,0.05,2018,"6079,98"
1510,16,2,2018-04-09 00:00:00.000,2018-04-09 00:00:00.000,,2,6,2,68,1,449.99,0.1,2018,"404,99"
1510,16,2,2018-04-09 00:00:00.000,2018-04-09 00:00:00.000,,2,6,3,251,2,2999.99,0.1,2018,"5399,98"
1510,16,2,2018-04-09 00:00:00.000,2018-04-09 00:00:00.000,,2,6,4,220,2,269.99,0.1,2018,"485,98"
1510,16,2,2018-04-09 00:00:00.000,2018-04-09 00:00:00.000,,2,6,5,137,1,2599,0.05,2018,"2469,05"
1511,25,1,2018-04-09 00:00:00.000,2018-04-09 00:00:00.000,,2,6,1,144,2,1549.99,0.2,2018,"2479,98"
1511,25,1,2018-04-09 00:00:00.000,2018-04-09 00:00:00.000,,2,6,2,288,1,389.99,0.07,2018,"362,69"
1511,25,1,2018-04-09 00:00:00.000,2018-04-09 00:00:00.000,,2,6,3,17,2,429,0.07,2018,"797,94"
1511,25,1,2018-04-09 00:00:00.000,2018-04-09 00:00:00.000,,2,6,4,41,1,1469.99,0.05,2018,"1396,49"
1511,25,1,2018-04-09 00:00:00.000,2018-04-09 00:00:00.000,,2,6,5,124,2,1499,0.2,2018,"2398,4"
1524,37,1,2018-04-12 00:00:00.000,2018-04-12 00:00:00.000,,2,6,1,168,1,1549,0.1,2018,"1394,1"
1524,37,1,2018-04-12 00:00:00.000,2018-04-12 00:00:00.000,,2,6,2,295,2,319.99,0.2,2018,"511,98"
1524,37,1,2018-04-12 00:00:00.000,2018-04-12 00:00:00.000,,2,6,3,313,1,449.99,0.2,2018,"359,99"
1524,37,1,2018-04-12 00:00:00.000,2018-04-12 00:00:00.000,,2,6,4,252,2,2999.99,0.2,2018,"4799,98"
1533,28,2,2018-04-13 00:00:00.000,2018-04-13 00:00:00.000,,2,6,1,274,2,229.99,0.1,2018,"413,98"
1533,28,2,2018-04-13 00:00:00.000,2018-04-13 00:00:00.000,,2,6,2,78,1,647.99,0.1,2018,"583,19"
1533,28,2,2018-04-13 00:00:00.000,2018-04-13 00:00:00.000,,2,6,3,96,1,349.99,0.1,2018,"314,99"
1533,28,2,2018-04-13 00:00:00.000,2018-04-13 00:00:00.000,,2,6,4,235,2,899.99,0.1,2018,"1619,98"
1533,28,2,2018-04-13 00:00:00.000,2018-04-13 00:00:00.000,,2,6,5,51,1,6499.99,0.1,2018,"5849,99"
1537,36,1,2018-04-15 00:00:00.000,2018-04-15 00:00:00.000,,2,6,1,237,2,849.99,0.05,2018,"1614,98"
1538,79,2,2018-04-15 00:00:00.000,2018-04-15 00:00:00.000,,2,6,1,206,1,3299.99,0.07,2018,"3068,99"
1538,79,2,2018-04-15 00:00:00.000,2018-04-15 00:00:00.000,,2,6,2,46,2,1409.99,0.07,2018,"2622,58"
1538,79,2,2018-04-15 00:00:00.000,2018-04-15 00:00:00.000,,2,6,3,117,1,1469.99,0.07,2018,"1367,09"
1538,79,2,2018-04-15 00:00:00.000,2018-04-15 00:00:00.000,,2,6,4,197,1,2299.99,0.2,2018,"1839,99"
1538,79,2,2018-04-15 00:00:00.000,2018-04-15 00:00:00.000,,2,6,5,306,2,899.99,0.05,2018,"1709,98"
1542,58,2,2018-04-16 00:00:00.000,2018-04-16 00:00:00.000,,2,6,1,79,1,402.99,0.2,2018,"322,39"
1542,58,2,2018-04-16 00:00:00.000,2018-04-16 00:00:00.000,,2,6,2,122,2,2499.99,0.05,2018,"4749,98"
1542,58,2,2018-04-16 00:00:00.000,2018-04-16 00:00:00.000,,2,6,3,184,2,3499.99,0.2,2018,"5599,98"
1542,58,2,2018-04-16 00:00:00.000,2018-04-16 00:00:00.000,,2,6,4,37,2,379.99,0.1,2018,"683,98"
1542,58,2,2018-04-16 00:00:00.000,2018-04-16 00:00:00.000,,2,6,5,297,1,279.99,0.2,2018,"223,99"
1543,76,1,2018-04-16 00:00:00.000,2018-04-16 00:00:00.000,,2,6,1,108,2,449.99,0.1,2018,"809,98"
1543,76,1,2018-04-16 00:00:00.000,2018-04-16 00:00:00.000,,2,6,2,93,1,209.99,0.2,2018,"167,99"
1543,76,1,2018-04-16 00:00:00.000,2018-04-16 00:00:00.000,,2,6,3,158,2,959.99,0.07,2018,"1785,58"
1543,76,1,2018-04-16 00:00:00.000,2018-04-16 00:00:00.000,,2,6,4,97,2,349.99,0.05,2018,"664,98"
1543,76,1,2018-04-16 00:00:00.000,2018-04-16 00:00:00.000,,2,6,5,136,1,1799.99,0.2,2018,"1439,99"
1550,39,1,2018-04-17 00:00:00.000,2018-04-17 00:00:00.000,,2,6,1,315,2,559.99,0.05,2018,"1063,98"
1550,39,1,2018-04-17 00:00:00.000,2018-04-17 00:00:00.000,,2,6,2,245,1,659.99,0.07,2018,"613,79"
1550,39,1,2018-04-17 00:00:00.000,2018-04-17 00:00:00.000,,2,6,3,185,2,2799.99,0.1,2018,"5039,98"
1550,39,1,2018-04-17 00:00:00.000,2018-04-17 00:00:00.000,,2,6,4,148,1,5499.99,0.07,2018,"5114,99"
1550,39,1,2018-04-17 00:00:00.000,2018-04-17 00:00:00.000,,2,6,5,86,2,149.99,0.05,2018,"284,98"
1556,4,2,2018-04-18 00:00:00.000,2018-04-18 00:00:00.000,,2,6,1,49,2,3499.99,0.2,2018,"5599,98"
1556,4,2,2018-04-18 00:00:00.000,2018-04-18 00:00:00.000,,2,6,2,82,1,659.99,0.07,2018,"613,79"
1556,4,2,2018-04-18 00:00:00.000,2018-04-18 00:00:00.000,,2,6,3,265,1,289.99,0.1,2018,"260,99"
1556,4,2,2018-04-18 00:00:00.000,2018-04-18 00:00:00.000,,2,6,4,119,2,469.99,0.05,2018,"892,98"
1556,4,2,2018-04-18 00:00:00.000,2018-04-18 00:00:00.000,,2,6,5,235,2,899.99,0.1,2018,"1619,98"
1558,63,1,2018-04-19 00:00:00.000,2018-04-19 00:00:00.000,,2,6,1,46,2,1409.99,0.07,2018,"2622,58"
1558,63,1,2018-04-19 00:00:00.000,2018-04-19 00:00:00.000,,2,6,2,123,1,999.99,0.07,2018,"929,99"
1558,63,1,2018-04-19 00:00:00.000,2018-04-19 00:00:00.000,,2,6,3,4,1,2899.99,0.05,2018,"2754,99"
1558,63,1,2018-04-19 00:00:00.000,2018-04-19 00:00:00.000,,2,6,4,55,1,2699.99,0.2,2018,"2159,99"
1558,63,1,2018-04-19 00:00:00.000,2018-04-19 00:00:00.000,,2,6,5,253,1,2599.99,0.07,2018,"2417,99"
1559,42,2,2018-04-20 00:00:00.000,2018-04-20 00:00:00.000,,2,6,1,101,2,339.99,0.07,2018,"632,38"
1559,42,2,2018-04-20 00:00:00.000,2018-04-20 00:00:00.000,,2,6,2,18,1,449,0.1,2018,"404,1"
1559,42,2,2018-04-20 00:00:00.000,2018-04-20 00:00:00.000,,2,6,3,54,2,3199.99,0.1,2018,"5759,98"
1559,42,2,2018-04-20 00:00:00.000,2018-04-20 00:00:00.000,,2,6,4,221,1,319.99,0.1,2018,"287,99"
1583,44,1,2018-04-25 00:00:00.000,2018-04-25 00:00:00.000,,2,6,1,15,1,529.99,0.05,2018,"503,49"
1583,44,1,2018-04-25 00:00:00.000,2018-04-25 00:00:00.000,,2,6,2,265,2,289.99,0.2,2018,"463,98"
1588,11,1,2018-04-26 00:00:00.000,2018-04-26 00:00:00.000,,2,6,1,93,2,209.99,0.07,2018,"390,58"
1593,9,1,2018-04-27 00:00:00.000,2018-04-27 00:00:00.000,,2,6,1,97,2,349.99,0.2,2018,"559,98"
1593,9,1,2018-04-27 00:00:00.000,2018-04-27 00:00:00.000,,2,6,2,34,1,469.99,0.07,2018,"437,09"
1593,9,1,2018-04-27 00:00:00.000,2018-04-27 00:00:00.000,,2,6,3,190,2,2799.99,0.1,2018,"5039,98"
1593,9,1,2018-04-27 00:00:00.000,2018-04-27 00:00:00.000,,2,6,4,107,1,416.99,0.05,2018,"396,14"
1593,9,1,2018-04-27 00:00:00.000,2018-04-27 00:00:00.000,,2,6,5,169,2,6499.99,0.07,2018,"12089,98"
1600,90,1,2018-04-29 00:00:00.000,2018-04-29 00:00:00.000,,2,6,1,146,1,4999.99,0.1,2018,"4499,99"
1600,90,1,2018-04-29 00:00:00.000,2018-04-29 00:00:00.000,,2,6,2,295,1,319.99,0.05,2018,"303,99"
1600,90,1,2018-04-29 00:00:00.000,2018-04-29 00:00:00.000,,2,6,3,36,1,832.99,0.2,2018,"666,39"
1602,55,1,2018-04-30 00:00:00.000,2018-04-30 00:00:00.000,,2,6,1,71,2,416.99,0.05,2018,"792,28"
1602,55,1,2018-04-30 00:00:00.000,2018-04-30 00:00:00.000,,2,6,2,37,1,379.99,0.07,2018,"353,39"
1602,55,1,2018-04-30 00:00:00.000,2018-04-30 00:00:00.000,,2,6,3,275,2,229.99,0.2,2018,"367,98"
1602,55,1,2018-04-30 00:00:00.000,2018-04-30 00:00:00.000,,2,6,4,257,2,899.99,0.05,2018,"1709,98"
1603,74,2,2018-04-30 00:00:00.000,2018-04-30 00:00:00.000,,2,6,1,275,2,229.99,0.05,2018,"436,98"
