PlayerID,Player,Position,Age,MarketValue
338629,"Sebastiaan Bornauw","Centre-Back",20,4000000
149752,"Vitor Hugo","Centre-Back",28,7500000
361207,"Kik Pierie","Centre-Back",19,4000000
257851,"Rúben Vezo","Centre-Back",25,6000000
15452,"Raúl Albiol","Centre-Back",34,5000000
262793,"Christian Luyindama","Centre-Back",25,7500000
420465,"Tiago Djaló","Centre-Back",19,175000
76277,"Laurent Koscielny","Centre-Back",34,8000000
131708,"Kenneth Omeruo","Centre-Back",26,5000000
197491,"Alex Ferrari","Centre-Back",25,1500000
524925,"Modibo Sagnan","Centre-Back",20,3000000
183031,"Koffi Djidji","Centre-Back",26,5000000
197602,"Rúben Semedo","Centre-Back",25,2000000
250844,"Alexander Djiku","Centre-Back",25,8000000
227239,"Michael Ngadeu Ngadjui","Centre-Back",28,4500000
105324,"Aden Flint","Centre-Back",30,7000000
288721,"Egor Sorokin","Centre-Back",23,4000000
100160,"Miha Mevlja","Centre-Back",29,3500000
307497,"Matt Clarke","Centre-Back",23,200000
198067,"Filip Helander","Centre-Back",26,2000000
303219,"Julian Chabot","Centre-Back",21,3500000
422951,"Victor Nelsson","Centre-Back",21,3000000
248732,"Pawel Dawidowicz","Centre-Back",24,2000000
156990,"Marco Friedl","Centre-Back",21,2500000
292772,"Dimitrios Nikolaou","Centre-Back",21,2500000
233124,"Kortney Hause","Centre-Back",24,1000000
442248,"Ethan Pinnock","Centre-Back",26,500000
379752,"Alexander Barboza","Centre-Back",24,4500000
203043,"Pedro Bigas","Centre-Back",29,3000000
380350,"Igor","Centre-Back",21,1500000
57723,"Iván Marcano","Centre-Back",32,4000000
257376,"Domingos Duarte","Centre-Back",24,2500000
587106,"Gonçalo Cardoso","Centre-Back",18,2500000
391498,"Mert Cetin","Centre-Back",22,250000
307807,"Dario Maresic","Centre-Back",20,3000000
644771,"Odilon Kossounou","Centre-Back",18,2800000
458710,"Murilo Cerqueira","Centre-Back",22,1000000
176139,"Mattia Bani","Centre-Back",25,2500000
421869,"Nicholas Rizzo","Centre-Back",19,150000
234124,"Simon Deli","Centre-Back",27,4500000
456535,"Agustín Rogel","Centre-Back",22,1000000
62920,"Víctor Ruiz","Centre-Back",30,7000000
228912,"Liam Lindsay","Centre-Back",24,500000
257732,"Amir Rrahmani","Centre-Back",25,1500000
362981,"Marco Varnier","Centre-Back",21,2500000
340339,"Jorge Sáenz","Centre-Back",22,3000000
149249,"Ewerton","Centre-Back",30,2000000
196231,"Marvin Friedrich","Centre-Back",23,3000000
60990,"Bruno Ecuele Manga","Centre-Back",31,3000000
314295,"Reece Oxford","Centre-Back",20,4000000
52059,"Zanka","Centre-Back",29,5000000
344864,"Jean-Kevin Duverne","Centre-Back",22,2000000
541231,"Sepp van den Berg","Centre-Back",17,2000000
614303,"Adrián Mora","Centre-Back",22,500000
210178,"Pablo Marí","Centre-Back",26,800000
251912,"Semi Ajayi","Centre-Back",25,1000000
410158,"Rodrigo Becão","Centre-Back",23,7000000
532732,"Igor Diveev","Centre-Back",20,3500000
57420,"Lamine Koné","Centre-Back",30,3000000
277384,"Martin Valjent","Centre-Back",23,1500000
312218,"Maxime Awoudja","Centre-Back",21,125000
129893,"Molla Wagué","Centre-Back",28,1000000
214300,"Miguel Vieira","Centre-Back",29,700000
517300,"Vítor Tormena","Centre-Back",23,700000
263431,"David Hovorka","Centre-Back",26,1250000
290774,"Silvije Begic","Centre-Back",26,2500000
56830,"Sebastien De Maio","Centre-Back",32,1000000
124769,"Luca Marrone","Centre-Back",29,800000
353032,"Omar Alderete","Centre-Back",22,900000
276895,"Steven Fortes","Centre-Back",27,1000000
407021,"Mads Juel Andersen","Centre-Back",21,350000
152435,"Marcel Franke","Centre-Back",26,1000000
314969,"Júnior Pius","Centre-Back",23,750000
258987,"Carl Starfelt","Centre-Back",24,800000
238947,"Elio Capradossi","Centre-Back",23,2000000
91469,"Kian Hansen","Centre-Back",30,1500000
53226,"David Braz","Centre-Back",32,1250000
448920,"Enea Mihaj","Centre-Back",21,800000
32816,"Danilo","Centre-Back",35,800000
292174,"Gastón Campi","Centre-Back",28,1500000
160736,"Noë Dussenne","Centre-Back",27,650000
385848,"George Edmundson","Centre-Back",22,50000
382478,"Cédric Zesiger","Centre-Back",21,750000
230336,"Sigurd Rosted","Centre-Back",25,2000000
231873,"Ivan Novoseltsev","Centre-Back",28,1000000
65521,"Milos Kosanovic","Centre-Back",29,1200000
54921,"Massimo Volta","Centre-Back",32,600000
111026,"Mathieu Peybernes","Centre-Back",28,800000
351843,"Yoann Salmier","Centre-Back",26,1500000
198613,"Stefan Simic","Centre-Back",24,500000
260846,"Asger Sörensen","Centre-Back",23,900000
56827,"Anthony Weber","Centre-Back",32,1000000
284856,"Dimitrios Chatziisaias","Centre-Back",27,1250000
214238,"Nikita Chernov","Centre-Back",23,1800000
248330,"Chema","Centre-Back",27,2500000
149810,"Matija Boben","Centre-Back",25,250000
59337,"Pichu Atienza","Centre-Back",29,600000
85922,"Petar Filipovic","Centre-Back",29,800000
262851,"Emanuel Brítez","Centre-Back",27,2500000
149525,"Antonio Caracciolo","Centre-Back",29,700000
51186,"Nicolás Spolli","Centre-Back",36,250000
207025,"Ante Majstorovic","Centre-Back",25,1000000
307094,"Frankie Kent","Centre-Back",23,75000
181469,"Tomas Hajek","Centre-Back",27,900000
316067,"Wanderson","Centre-Back",28,1000000
216804,"Joakim Nilsson","Centre-Back",25,800000
398025,"Riccardo Baroni","Centre-Back",21,200000
126557,"Jonathan Gradit","Centre-Back",26,2000000
221119,"Cédric Gogoua","Centre-Back",25,200000
240360,"Esteban Saveljich","Centre-Back",28,1000000
391742,"Patric Pfeiffer","Centre-Back",20,100000
61546,"Facundo Roncaglia","Centre-Back",32,2500000
322984,"Aapo Halme","Centre-Back",21,500000
289308,"Andrei Burca","Centre-Back",26,1000000
225874,"Igor Lasicki","Centre-Back",24,400000
45624,"Aurélien Chedjou","Centre-Back",34,400000
135490,"Lindsay Rose","Centre-Back",27,700000
48873,"Mario Maloca","Centre-Back",30,450000
148727,"Richárd Magyar","Centre-Back",28,800000
343954,"Nikola Pejovic","Centre-Back",21,50000
137930,"Zakaria Diallo","Centre-Back",33,300000
235339,"Dmitri Chistyakov","Centre-Back",25,800000
124002,"Biagio Meccariello","Centre-Back",28,600000
38267,"Mergim Mavraj","Centre-Back",33,350000
20879,"Sören Gonther","Centre-Back",32,300000
60541,"Guillaume Gigliotti","Centre-Back",29,300000
236940,"Mihai Balasa","Centre-Back",24,1300000
129092,"Rasmus Thelander","Centre-Back",28,750000
339596,"Dominic Volkmer","Centre-Back",23,300000
214770,"Borja López","Centre-Back",25,800000
147112,"Mathias Nielsen","Centre-Back",28,350000
42203,"Fabian Lustenberger","Centre-Back",31,2500000
56036,"Luís Neto","Centre-Back",31,2500000
253817,"Craig Halkett","Centre-Back",24,500000
107544,"Declan Gallagher","Centre-Back",28,300000
272636,"Harold Moukoudi","Centre-Back",21,3000000
363689,"Jonathan Aspropotamitis","Centre-Back",23,300000
83616,"Benedikt Zech","Centre-Back",28,750000
80716,"Luke DeVere","Centre-Back",29,300000
410067,"Ruon Tongyik","Centre-Back",22,300000
109436,"Oliver Hüsing","Centre-Back",26,500000
227078,"Lukas Boeder","Centre-Back",22,350000
159838,"Yoann Barbet","Centre-Back",26,1000000
32526,"Kyle McFadzean","Centre-Back",32,500000
127610,"Mexer","Centre-Back",31,4000000
27659,"Martin Cranie","Centre-Back",33,350000
207742,"Tom Lockyer","Centre-Back",24,250000
47768,"Alex Pearce","Centre-Back",30,750000
147600,"Brendan Hamill","Centre-Back",27,400000
9594,"Vincent Kompany","Centre-Back",33,8000000
88262,"Dedryck Boyata","Centre-Back",28,2000000
62112,"Byron Webster","Centre-Back",32,350000
193025,"Moritz Heyer","Centre-Back",24,400000
195954,"Dennis Erdmann","Centre-Back",28,400000
27178,"Rúben Fernandes","Centre-Back",33,300000
63489,"Vasilios Lampropoulos","Centre-Back",29,700000
153638,"Rafal Janicki","Centre-Back",27,400000
46744,"Mark Beevers","Centre-Back",29,500000
119291,"Steffen Schäfer","Centre-Back",25,450000
185520,"Tim Knipping","Centre-Back",26,750000
291896,"Yannick Schmid","Centre-Back",24,500000
37152,"Tommy Elphick","Centre-Back",32,2000000
106721,"Ash Taylor","Centre-Back",29,400000
265176,"Phil Neumann","Centre-Back",22,500000
360797,"Joaquín Laso","Centre-Back",29,700000
207573,"Aristotelis Karasalidis","Centre-Back",28,500000
81056,"Dylan Gissi","Centre-Back",28,300000
388795,"Oumar Gonzalez","Centre-Back",21,250000
281611,"Adrien Monfray","Centre-Back",28,400000
45677,"Julian Börner","Centre-Back",28,1250000
34652,"Jaroslaw Fojut","Centre-Back",32,300000
414908,"Marshall Munetsi","Centre-Back",23,550000
69014,"Ousmane Viera","Centre-Back",32,450000
50366,"Igor Jovanovic","Centre-Back",30,550000
75127,"Ezequiel Muñoz","Centre-Back",29,1000000
491781,"Nathanaël Dieng","Centre-Back",22,150000
272628,"Corentin Jacob","Centre-Back",22,400000
106282,"Oswaldo Alanís","Centre-Back",30,1200000
63265,"Igor Lewczuk","Centre-Back",34,500000
116272,"Benedikt Röcker","Centre-Back",29,500000
185691,"Konstantinos Triantafyllopoulos","Centre-Back",26,500000
236966,"Adam Dzwigala","Centre-Back",24,350000
83241,"Dustin Bomheuer","Centre-Back",28,450000
30677,"Gustavo Cabral","Centre-Back",34,1500000
329221,"Maxime Spano","Centre-Back",24,800000
122115,"Vincent Sasso","Centre-Back",28,1500000
164646,"André Neitzke","Centre-Back",32,500000
94603,"Patrick Bauer","Centre-Back",26,750000
593322,"Issa Marega","Centre-Back",21,600000
184575,"Denys Bain","Centre-Back",26,1500000
524988,"Yohan Roche","Centre-Back",22,300000
147993,"Florin Bejan","Centre-Back",28,750000
34285,"Stelios Malezas","Centre-Back",34,300000
191829,"Dimitrios Goutas","Centre-Back",25,400000
282900,"Pablo Martinez","Centre-Back",30,3500000
67192,"Jair Pereira","Centre-Back",33,1500000
211107,"João Afonso","Centre-Back",29,700000
148299,"Curtis Nelson","Centre-Back",26,250000
85953,"Yohan Tavares","Centre-Back",31,600000
54928,"Diego Godín","Centre-Back",33,20000000
337922,"Esteban Burgos","Centre-Back",27,1000000
170962,"Nicolas Saint-Ruf","Centre-Back",26,300000
468700,"Neyder Lozano","Centre-Back",25,600000
318819,"Yonathan Cabral","Centre-Back",27,1000000
135872,"Franco Sbuttoni","Centre-Back",30,200000
53523,"Marco Torsiglieri","Centre-Back",31,500000
326416,"Dani Calvo","Centre-Back",25,800000
67996,"Bruno Perone","Centre-Back",32,300000
167254,"Dominic Ball","Centre-Back",24,500000
34344,"Cristián Zapata","Centre-Back",33,2000000
9340,"Marvin Compper","Centre-Back",34,750000
54265,"Ryan McGowan","Centre-Back",30,400000
161255,"Dani Suárez","Centre-Back",29,550000
201427,"Kasper Enghardt","Centre-Back",27,400000
54716,"Steven Vitória","Centre-Back",32,300000
13520,"Phil Jagielka","Centre-Back",37,1000000
40995,"Neven Subotic","Centre-Back",30,4000000
164142,"Lukas Gugganig","Centre-Back",24,550000
87493,"Diego Novaretti","Centre-Back",34,1000000
339711,"Nathan","Centre-Back",24,650000
163647,"Kastriot Dermaku","Centre-Back",27,600000
34542,"Marek Suchy","Centre-Back",31,2250000
81778,"Maikel van der Werff","Centre-Back",30,900000
80188,"Benoît Poulain","Centre-Back",32,2000000
85904,"Gerrit Nauber","Centre-Back",27,550000
411294,"Juan Ibiza","Centre-Back",24,600000
98274,"Jonathan Rivierez","Centre-Back",30,500000
255495,"Unai Elgezabal","Centre-Back",26,400000
237499,"Aleksandar Sedlar","Centre-Back",27,900000
66490,"Loïc Nestor","Centre-Back",30,600000
108830,"Aymen Abdennour","Centre-Back",30,2000000
333942,"Lion Schweers","Centre-Back",23,350000
136744,"Mike Cestor","Centre-Back",27,850000
166375,"Mario Bühler","Centre-Back",27,300000
67089,"Juan Cala","Centre-Back",29,1500000
244154,"Ryan Tafazolli","Centre-Back",28,250000
57404,"Jean-Armel Kana-Biyik","Centre-Back",30,1300000
256902,"Modou Diagne","Centre-Back",25,800000
81663,"Zargo Touré","Centre-Back",29,1000000
66497,"Michael Morrison","Centre-Back",31,1000000
148004,"Alin Tosca","Centre-Back",27,1250000
136610,"Papy Djilobodji","Centre-Back",30,2500000
198021,"João Nunes","Centre-Back",23,800000
222320,"Sebastian Holmén","Centre-Back",27,1250000
33951,"Sébastien Bassong","Centre-Back",33,1000000
42678,"Salvatore Bocchetti","Centre-Back",32,1500000
243760,"Álex Muñoz","Centre-Back",25,500000
15904,"Thomas Vermaelen","Centre-Back",33,2500000
137174,"Alejandro Arribas","Centre-Back",30,2000000
73373,"Yaw Amankwah","Centre-Back",31,300000
29199,"David Wheater","Centre-Back",32,500000
175323,"Óscar Duarte","Centre-Back",30,1000000
119574,"Joe Shaughnessy","Centre-Back",27,500000
16660,"Alex Baptiste","Centre-Back",33,500000
4070,"Liam Ridgewell","Centre-Back",35,500000
27511,"Gary Cahill","Centre-Back",33,8000000
24180,"Martin Skrtel","Centre-Back",34,1700000
191987,"Edgar Ié","Centre-Back",25,3500000
90681,"Eliaquim Mangala","Centre-Back",28,10000000
71559,"Xabi Etxeita","Centre-Back",31,2000000
18833,"Tim Hoogland","Centre-Back",34,300000
52513,"Henrique","Centre-Back",33,2500000
160986,"Matteo Bianchetti","Centre-Back",26,800000
69005,"Ivan Kecojevic","Centre-Back",31,400000
33070,"Joel Lynch","Centre-Back",32,1500000
131090,"Diego Reyes","Centre-Back",27,2000000
51118,"Adil Rami","Centre-Back",33,3000000
142022,"Marcelo Djaló","Centre-Back",26,500000
213287,"Alexandru Dandea","Centre-Back",31,450000
30386,"Mattias Bjärsmyr","Centre-Back",33,450000
124895,"Bart Schenkeveld","Centre-Back",28,800000
54935,"Martín Cáceres","Centre-Back",32,1500000
255748,"Michaël Heylen","Centre-Back",25,600000
281773,"José León","Centre-Back",24,400000
167830,"Álex Pérez","Centre-Back",28,600000
149516,"Atinc Nukan","Centre-Back",26,500000
109598,"Thomas Heurtaux","Centre-Back",31,400000
240197,"Isaac Donkor","Centre-Back",24,800000
170903,"Steeve Yago","Centre-Back",26,2000000
14768,"Kirk Broadfoot","Centre-Back",35,300000
231378,"Timo Letschert","Centre-Back",26,2500000
125781,"Antoine Griezmann","Centre-Forward",28,130000000
96341,"Romelu Lukaku","Centre-Forward",26,75000000
257462,"Luka Jovic","Centre-Forward",21,60000000
333241,"Joelinton","Centre-Forward",23,35000000
181375,"Sébastien Haller","Centre-Forward",25,40000000
146854,"Wissam Ben Yedder","Centre-Forward",29,40000000
206040,"Raúl Jiménez","Centre-Forward",28,35000000
278359,"Borja Iglesias","Centre-Forward",26,28000000
364135,"Moise Kean","Centre-Forward",19,40000000
381362,"Wesley","Centre-Forward",22,20000000
357164,"Rafael Leão","Centre-Forward",20,15000000
134294,"Danny Ings","Centre-Forward",27,15000000
217115,"Neal Maupay","Centre-Forward",23,12000000
126716,"Paco Alcácer","Centre-Forward",26,37000000
283196,"Kasper Dolberg","Centre-Forward",22,18000000
298477,"Oliver McBurnie","Centre-Forward",23,8000000
265078,"Patrick Cutrone","Centre-Forward",21,28000000
145866,"Munas Dabbur","Centre-Forward",27,15000000
525287,"Carlos Vinícius","Centre-Forward",24,7000000
346779,"Che Adams","Centre-Forward",23,7000000
157501,"M'Baye Niang","Centre-Forward",24,12000000
119228,"Luis Muriel","Centre-Forward",28,13000000
396894,"Maxi Gómez","Centre-Forward",23,40000000
92693,"Darío Benedetto","Centre-Forward",29,15000000
72522,"Luuk de Jong","Centre-Forward",29,12000000
96828,"Simone Zaza","Centre-Forward",28,10000000
199258,"Andrea Petagna","Centre-Forward",24,20000000
401923,"Victor Osimhen","Centre-Forward",20,13000000
291422,"Lys Mousset","Centre-Forward",23,3500000
432895,"Pedro","Centre-Forward",22,18000000
237662,"Breel Embolo","Centre-Forward",22,14000000
370846,"Timothy Weah","Centre-Forward",19,6000000
95732,"Martin Braithwaite","Centre-Forward",28,8000000
197751,"Alberto Cerri","Centre-Forward",23,6000000
318528,"Marcus Thuram","Centre-Forward",22,9000000
207015,"Vincent Janssen","Centre-Forward",25,8000000
135213,"Kenneth Zohore","Centre-Forward",25,7000000
195906,"Albian Ajeti","Centre-Forward",22,7000000
134602,"Zé Luís","Centre-Forward",28,8000000
459661,"Eddie Salcedo","Centre-Forward",18,2000000
413605,"David Okereke","Centre-Forward",22,6000000
208690,"George Puscas","Centre-Forward",23,3000000
612826,"Silas Wamangituka","Centre-Forward",20,3000000
50935,"Chicharito","Centre-Forward",31,12000000
214316,"Luciano Vietto","Centre-Forward",25,7000000
84765,"Francesco Caputo","Centre-Forward",32,4000000
340151,"Andrea Favilli","Centre-Forward",22,6000000
56331,"Bas Dost","Centre-Forward",30,17000000
459115,"Jan Hurtado","Centre-Forward",19,750000
75489,"Niclas Füllkrug","Centre-Forward",26,8000000
349066,"Alexander Isak","Centre-Forward",20,8000000
270541,"Serhou Guirassy","Centre-Forward",23,3500000
114060,"Enric Gallego","Centre-Forward",33,3000000
241119,"Clinton N'Jie","Centre-Forward",26,3500000
196139,"Robert Glatzel","Centre-Forward",25,2500000
141350,"Kemar Roofe","Centre-Forward",26,5000000
272855,"Paul Onuachu","Centre-Forward",25,6000000
227183,"Sam Gallagher","Centre-Forward",24,3000000
53360,"Jay Rodríguez","Centre-Forward",30,10000000
234787,"Lucas João","Centre-Forward",26,2500000
140952,"Caio Canedo","Centre-Forward",29,2500000
311489,"Landry Dimata","Centre-Forward",22,7000000
364206,"Andrea Adorante","Centre-Forward",19,125000
122797,"Andy Delort","Centre-Forward",28,12500000
160344,"Leonardo Mancuso","Centre-Forward",27,2500000
129627,"Charlie Austin","Centre-Forward",30,8000000
145769,"Sergio León","Centre-Forward",30,3000000
308552,"Jordan Larsson","Centre-Forward",22,800000
220848,"Yannick Gomis","Centre-Forward",27,1000000
242638,"Efthymios Koulouris","Centre-Forward",23,5000000
491890,"Stephen Odey","Centre-Forward",21,2000000
256267,"Vedat Muriqi","Centre-Forward",25,2500000
216375,"Felipe Avenatti","Centre-Forward",26,5000000
79352,"Quique","Centre-Forward",29,1500000
496415,"Nicolás Reniero","Centre-Forward",24,3500000
343337,"Fiete Arp","Centre-Forward",19,4000000
314959,"Obbi Oulare","Centre-Forward",23,1800000
296783,"Ezequiel Ponce","Centre-Forward",22,4000000
98539,"Dmitri Poloz","Centre-Forward",28,4000000
355689,"Sory Kaba","Centre-Forward",24,2000000
349583,"Raniel","Centre-Forward",23,1500000
108354,"Jordan Ayew","Centre-Forward",28,8000000
291110,"Enzo Crivelli","Centre-Forward",24,4000000
275590,"Kieffer Moore","Centre-Forward",27,750000
45389,"Samuel Di Carmine","Centre-Forward",31,1700000
152963,"Florian Niederlechner","Centre-Forward",28,3500000
271256,"Jhonder Cádiz","Centre-Forward",24,2000000
443222,"Marc Cardona","Centre-Forward",24,1500000
70280,"Peniel Mlapa","Centre-Forward",28,1500000
369567,"Sasa Kalajdzic","Centre-Forward",22,2500000
188338,"Luka Djordjevic","Centre-Forward",25,4000000
73185,"Lucas Pérez","Centre-Forward",31,4000000
81999,"Joselu","Centre-Forward",29,4000000
46413,"Ante Budimir","Centre-Forward",28,1400000
178107,"Michael Santos","Centre-Forward",26,2000000
308278,"Rey Manaj","Centre-Forward",22,1500000
251680,"Brandon","Centre-Forward",24,2000000
142281,"Anthony Ujah","Centre-Forward",29,1500000
372713,"Florian Ayé","Centre-Forward",22,4000000
260166,"Ui-jo Hwang","Centre-Forward",27,1600000
405399,"Denis Dragus","Centre-Forward",20,2000000
70132,"Cristian Chávez","Centre-Forward",32,600000
357778,"Sandro Kulenovic","Centre-Forward",19,650000
268958,"Juan Muñoz","Centre-Forward",23,1500000
269878,"Marcus Ingvartsen","Centre-Forward",23,1500000
259025,"Umut Bozok","Centre-Forward",23,4000000
125103,"Marvin Ducksch","Centre-Forward",25,1500000
147524,"Jack Harper","Centre-Forward",23,1500000
290705,"Koya Kitagawa","Centre-Forward",23,1800000
57935,"Álvaro Giménez","Centre-Forward",28,1500000
342226,"Irvin Cardona","Centre-Forward",22,1500000
125906,"Lucas Gamba","Centre-Forward",32,2000000
297590,"Patrick Schmidt","Centre-Forward",21,800000
35743,"Fabio Ceravolo","Centre-Forward",32,1500000
354726,"Florian Sotoca","Centre-Forward",28,1250000
29605,"Daniel Ciofani","Centre-Forward",34,700000
199953,"Caleb Ekuban","Centre-Forward",25,1250000
223560,"Luciano","Centre-Forward",26,2000000
48974,"Luiz Adriano","Centre-Forward",32,5000000
16922,"Kevin-Prince Boateng","Centre-Forward",32,7000000
205760,"Alexander Jeremejeff","Centre-Forward",26,1100000
160668,"Antonio Colak","Centre-Forward",26,2000000
114090,"Jón Dadi Bödvarsson","Centre-Forward",27,2000000
145553,"Matt Godden","Centre-Forward",28,50000
288228,"Adrián Dalmau","Centre-Forward",25,4000000
233998,"Freddie Ladapo","Centre-Forward",26,250000
205924,"Marko Kolar","Centre-Forward",24,300000
188889,"Matteo Brunori","Centre-Forward",24,250000
174089,"Santy Ngom","Centre-Forward",26,500000
139018,"Mickaël Le Bihan","Centre-Forward",29,900000
229176,"Fabian Schleusener","Centre-Forward",27,850000
331672,"Fiorin Durmishaj","Centre-Forward",22,900000
312819,"Silvère Ganvoula","Centre-Forward",23,700000
506855,"Cyrill Akono","Centre-Forward",19,500000
556046,"Sebastián Lomónaco","Centre-Forward",21,750000
92989,"Marco Djuricin","Centre-Forward",26,500000
193534,"Hamadi Al Ghaddioui","Centre-Forward",29,850000
181177,"Andrey Panyukov","Centre-Forward",25,2000000
260139,"Alexandru Tudorie","Centre-Forward",23,700000
255353,"Christian Doidge","Centre-Forward",27,750000
324503,"Vangelis Pavlidis","Centre-Forward",20,1000000
269503,"Sander Svendsen","Centre-Forward",22,200000
296577,"Macauley Bonne","Centre-Forward",23,100000
236590,"Christian Ramirez","Centre-Forward",28,1250000
56898,"Salvatore Caturano","Centre-Forward",29,250000
179605,"Andri Rúnar Bjarnason","Centre-Forward",28,400000
31535,"Nick Proschwitz","Centre-Forward",32,250000
261963,"Marin Jakolis","Centre-Forward",22,800000
110856,"Patryk Tuszynski","Centre-Forward",29,500000
189782,"Romario Williams","Centre-Forward",25,450000
190264,"Rodney Ramagalela","Centre-Forward",30,650000
547924,"Apostolos Stamatelopoulos","Centre-Forward",20,75000
89188,"Mads Hvilsom","Centre-Forward",27,350000
196220,"Saleh Chihadeh","Centre-Forward",25,600000
164265,"Dong-won Ji","Centre-Forward",28,1750000
273054,"Vincent Vermeij","Centre-Forward",25,900000
41369,"Erik Jendrisek","Centre-Forward",32,500000
192409,"Taxiarchis Fountas","Centre-Forward",24,500000
34629,"Roy O'Donovan","Centre-Forward",34,500000
149354,"Jan-Marc Schneider","Centre-Forward",25,300000
167342,"Adrian Grbic","Centre-Forward",23,600000
249815,"Conor Washington","Centre-Forward",27,1000000
154573,"Tunahan Cicek","Centre-Forward",27,450000
156775,"Greg Stewart","Centre-Forward",29,600000
235745,"Michalis Manias","Centre-Forward",29,500000
50674,"Elia Soriano","Centre-Forward",30,550000
77715,"Curtis Main","Centre-Forward",27,400000
37013,"Sami Allagui","Centre-Forward",33,300000
164767,"Felix Lohkemper","Centre-Forward",24,600000
110708,"Fredrik Gulbrandsen","Centre-Forward",27,4000000
30471,"James Vaughan","Centre-Forward",31,500000
58213,"Andé Dona Ndoh","Centre-Forward",33,700000
59054,"Lukas Hinterseer","Centre-Forward",28,2500000
92111,"Orhan Ademi","Centre-Forward",27,300000
162819,"Rafa Lopes","Centre-Forward",28,500000
119272,"Mario Rondón","Centre-Forward",33,550000
37934,"Hugo Rodallega","Centre-Forward",34,900000
45593,"Welliton","Centre-Forward",32,2000000
255413,"Tomas Smola","Centre-Forward",30,400000
138292,"Borys Tashchy","Centre-Forward",26,600000
140579,"Josip Drmic","Centre-Forward",27,3000000
63824,"Libor Kozak","Centre-Forward",30,750000
111430,"Roman Buess","Centre-Forward",27,600000
189940,"Florian Raspentino","Centre-Forward",30,700000
183298,"Chris Long","Centre-Forward",24,750000
119037,"Philipp Hofmann","Centre-Forward",26,500000
167350,"Bernd Gschweidl","Centre-Forward",24,300000
70920,"Muzafer Ejupi","Centre-Forward",31,500000
38801,"Evgeni Lutsenko","Centre-Forward",32,1000000
52721,"Clayton Donaldson","Centre-Forward",35,350000
333161,"Kemal Ademi","Centre-Forward",23,1500000
591796,"Moussa Djitté","Centre-Forward",20,750000
53563,"Oribe Peralta","Centre-Forward",35,1200000
92381,"Sammy Ameobi","Centre-Forward",27,2000000
163053,"Mame Thiam","Centre-Forward",27,1500000
256669,"Nicolae Milinceanu","Centre-Forward",27,300000
39693,"Reuben Reid","Centre-Forward",31,500000
124495,"Apostolos Vellios","Centre-Forward",27,600000
208428,"Lee Gregory","Centre-Forward",31,1000000
399165,"Nick D'Agostino","Centre-Forward",21,250000
242021,"Gabadinho Mhango","Centre-Forward",27,300000
45347,"William Owusu Acheampong","Centre-Forward",30,1300000
186279,"Andrey Kozlov","Centre-Forward",30,750000
223221,"Adrian Balan","Centre-Forward",29,150000
56014,"Yazalde","Centre-Forward",31,400000
67064,"Felicio Brown Forbes","Centre-Forward",28,400000
193130,"Rachid Alioui","Centre-Forward",27,4000000
81979,"Tomas Poznar","Centre-Forward",31,450000
238977,"Gabriele Moncini","Centre-Forward",23,2000000
164477,"Ezequiel Rescaldani","Centre-Forward",27,400000
83560,"Muhammet Demir","Centre-Forward",27,500000
178187,"Alex Alegría","Centre-Forward",27,800000
