ID,ProductName,ProductGroup,ProductCategory,GroupPhoto
2280,"Product 2280","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2281,"Product 2281","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2282,"Product 2282","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2295,"Product 2295","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2320,"Product 2320","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2321,"Product 2321","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2322,"Product 2322","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2323,"Product 2323","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2437,"Product 2437","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2445,"Product 2445","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2446,"Product 2446","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2460,"Product 2460","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2494,"Product 2494","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2496,"Product 2496","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2517,"Product 2517","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2524,"Product 2524","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2525,"Product 2525","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2533,"Product 2533","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2535,"Product 2535","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2538,"Product 2538","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2549,"Product 2549","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2551,"Product 2551","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2563,"Product 2563","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2567,"Product 2567","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2570,"Product 2570","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2592,"Product 2592","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2601,"Product 2601","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2602,"Product 2602","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2607,"Product 2607","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2608,"Product 2608","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2636,"Product 2636","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2637,"Product 2637","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2638,"Product 2638","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2639,"Product 2639","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2667,"Product 2667","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2668,"Product 2668","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2676,"Product 2676","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2677,"Product 2677","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2683,"Product 2683","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2684,"Product 2684","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2685,"Product 2685","Wheat Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
514,"Product 514","Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
527,"Product 527","Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
581,"Product 581","Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
662,"Product 662","Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
845,"Product 845","Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
1170,"Product 1170","Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
1603,"Product 1603","Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2098,"Product 2098","Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2174,"Product 2174","Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2485,"Product 2485","Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2530,"Product 2530","Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2542,"Product 2542","Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
2675,"Product 2675","Flour","Food","https://powerbiexperience.com/arquivos/FotosProdutos/farinha.jpg"
352,"Product 352","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
1244,"Product 1244","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
1258,"Product 1258","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
1259,"Product 1259","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
1260,"Product 1260","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
1372,"Product 1372","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
1373,"Product 1373","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
1374,"Product 1374","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
1375,"Product 1375","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
1376,"Product 1376","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
1377,"Product 1377","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
1378,"Product 1378","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
1660,"Product 1660","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
1661,"Product 1661","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
1981,"Product 1981","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
1982,"Product 1982","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
1985,"Product 1985","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
1986,"Product 1986","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
1988,"Product 1988","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
1989,"Product 1989","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
1990,"Product 1990","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
1991,"Product 1991","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2052,"Product 2052","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2053,"Product 2053","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2054,"Product 2054","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2055,"Product 2055","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2056,"Product 2056","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2057,"Product 2057","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2058,"Product 2058","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2059,"Product 2059","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2060,"Product 2060","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2061,"Product 2061","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2062,"Product 2062","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2063,"Product 2063","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2064,"Product 2064","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2065,"Product 2065","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2066,"Product 2066","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2067,"Product 2067","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2068,"Product 2068","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2069,"Product 2069","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2070,"Product 2070","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2072,"Product 2072","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2073,"Product 2073","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2159,"Product 2159","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2160,"Product 2160","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2191,"Product 2191","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2193,"Product 2193","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2194,"Product 2194","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2215,"Product 2215","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2219,"Product 2219","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2220,"Product 2220","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2221,"Product 2221","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2222,"Product 2222","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2223,"Product 2223","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2224,"Product 2224","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2225,"Product 2225","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2226,"Product 2226","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2227,"Product 2227","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2228,"Product 2228","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2294,"Product 2294","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2296,"Product 2296","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2297,"Product 2297","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2298,"Product 2298","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2299,"Product 2299","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2300,"Product 2300","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2301,"Product 2301","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2302,"Product 2302","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2303,"Product 2303","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2304,"Product 2304","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2305,"Product 2305","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2306,"Product 2306","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2307,"Product 2307","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2308,"Product 2308","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2309,"Product 2309","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2316,"Product 2316","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2374,"Product 2374","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2377,"Product 2377","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2378,"Product 2378","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2380,"Product 2380","Dry Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2385,"Product 2385","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2388,"Product 2388","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2389,"Product 2389","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2390,"Product 2390","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2391,"Product 2391","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2398,"Product 2398","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2400,"Product 2400","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2401,"Product 2401","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2403,"Product 2403","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2405,"Product 2405","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2406,"Product 2406","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2407,"Product 2407","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2408,"Product 2408","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2409,"Product 2409","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2413,"Product 2413","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2420,"Product 2420","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2642,"Product 2642","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2643,"Product 2643","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2648,"Product 2648","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2658,"Product 2658","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
2659,"Product 2659","Red Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhotinto.jpg"
307,"Product 307","Tea","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/cha.jpg"
406,"Product 406","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
466,"Product 466","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
557,"Product 557","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
559,"Product 559","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
1158,"Product 1158","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
1390,"Product 1390","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
1452,"Product 1452","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
1453,"Product 1453","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
1802,"Product 1802","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
1805,"Product 1805","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
1810,"Product 1810","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
1902,"Product 1902","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
1916,"Product 1916","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
1918,"Product 1918","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
1920,"Product 1920","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
1971,"Product 1971","Imported Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhoimportado.jpg"
1972,"Product 1972","Imported Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhoimportado.jpg"
1973,"Product 1973","Imported Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhoimportado.jpg"
1976,"Product 1976","Imported Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhoimportado.jpg"
1983,"Product 1983","Imported Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhoimportado.jpg"
1987,"Product 1987","Imported Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhoimportado.jpg"
1993,"Product 1993","Imported Wine","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/vinhoimportado.jpg"
2011,"Product 2011","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
2041,"Product 2041","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
2042,"Product 2042","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
2046,"Product 2046","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
2047,"Product 2047","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
2049,"Product 2049","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
2050,"Product 2050","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
2135,"Product 2135","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
2137,"Product 2137","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
2138,"Product 2138","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
2139,"Product 2139","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
2140,"Product 2140","Energy Drink","Drink","https://powerbiexperience.com/arquivos/FotosProdutos/energetico.jpg"
