Date,MonthShort,Year,MonthNumber,CustomMonthNum,Month Name,Quarter,Week of Year,Day Name,Period,Fiscal Period,Fiscal Year,Fiscal Quarter,FYQtr Round Up,Merged
2021-08-23 00:00:00.000,"Aug",2021,8,"08","August",3,35,"Monday","Aug-2021","11","2020",3.6666666666666665,4,"Q4-2020"
2021-08-22 00:00:00.000,"Aug",2021,8,"08","August",3,35,"Sunday","Aug-2021","11","2020",3.6666666666666665,4,"Q4-2020"
2021-08-21 00:00:00.000,"Aug",2021,8,"08","August",3,34,"Saturday","Aug-2021","11","2020",3.6666666666666665,4,"Q4-2020"
2021-08-20 00:00:00.000,"Aug",2021,8,"08","August",3,34,"Friday","Aug-2021","11","2020",3.6666666666666665,4,"Q4-2020"
2021-08-19 00:00:00.000,"Aug",2021,8,"08","August",3,34,"Thursday","Aug-2021","11","2020",3.6666666666666665,4,"Q4-2020"
2021-08-18 00:00:00.000,"Aug",2021,8,"08","August",3,34,"Wednesday","Aug-2021","11","2020",3.6666666666666665,4,"Q4-2020"
2021-08-17 00:00:00.000,"Aug",2021,8,"08","August",3,34,"Tuesday","Aug-2021","11","2020",3.6666666666666665,4,"Q4-2020"
2021-08-16 00:00:00.000,"Aug",2021,8,"08","August",3,34,"Monday","Aug-2021","11","2020",3.6666666666666665,4,"Q4-2020"
2021-08-15 00:00:00.000,"Aug",2021,8,"08","August",3,34,"Sunday","Aug-2021","11","2020",3.6666666666666665,4,"Q4-2020"
2021-08-26 00:00:00.000,"Aug",2021,8,"08","August",3,35,"Thursday","Aug-2021","11","2020",3.6666666666666665,4,"Q4-2020"
2021-08-14 00:00:00.000,"Aug",2021,8,"08","August",3,33,"Saturday","Aug-2021","11","2020",3.6666666666666665,4,"Q4-2020"
2021-08-12 00:00:00.000,"Aug",2021,8,"08","August",3,33,"Thursday","Aug-2021","11","2020",3.6666666666666665,4,"Q4-2020"
2021-08-11 00:00:00.000,"Aug",2021,8,"08","August",3,33,"Wednesday","Aug-2021","11","2020",3.6666666666666665,4,"Q4-2020"
2021-08-10 00:00:00.000,"Aug",2021,8,"08","August",3,33,"Tuesday","Aug-2021","11","2020",3.6666666666666665,4,"Q4-2020"
2021-08-09 00:00:00.000,"Aug",2021,8,"08","August",3,33,"Monday","Aug-2021","11","2020",3.6666666666666665,4,"Q4-2020"
2021-08-08 00:00:00.000,"Aug",2021,8,"08","August",3,33,"Sunday","Aug-2021","11","2020",3.6666666666666665,4,"Q4-2020"
2021-08-07 00:00:00.000,"Aug",2021,8,"08","August",3,32,"Saturday","Aug-2021","11","2020",3.6666666666666665,4,"Q4-2020"
2021-08-06 00:00:00.000,"Aug",2021,8,"08","August",3,32,"Friday","Aug-2021","11","2020",3.6666666666666665,4,"Q4-2020"
2021-08-31 00:00:00.000,"Aug",2021,8,"08","August",3,36,"Tuesday","Aug-2021","11","2020",3.6666666666666665,4,"Q4-2020"
2021-08-30 00:00:00.000,"Aug",2021,8,"08","August",3,36,"Monday","Aug-2021","11","2020",3.6666666666666665,4,"Q4-2020"
2021-08-01 00:00:00.000,"Aug",2021,8,"08","August",3,32,"Sunday","Aug-2021","11","2020",3.6666666666666665,4,"Q4-2020"
2021-08-02 00:00:00.000,"Aug",2021,8,"08","August",3,32,"Monday","Aug-2021","11","2020",3.6666666666666665,4,"Q4-2020"
2021-08-03 00:00:00.000,"Aug",2021,8,"08","August",3,32,"Tuesday","Aug-2021","11","2020",3.6666666666666665,4,"Q4-2020"
2021-08-13 00:00:00.000,"Aug",2021,8,"08","August",3,33,"Friday","Aug-2021","11","2020",3.6666666666666665,4,"Q4-2020"
2021-08-27 00:00:00.000,"Aug",2021,8,"08","August",3,35,"Friday","Aug-2021","11","2020",3.6666666666666665,4,"Q4-2020"
2021-08-29 00:00:00.000,"Aug",2021,8,"08","August",3,36,"Sunday","Aug-2021","11","2020",3.6666666666666665,4,"Q4-2020"
2021-08-04 00:00:00.000,"Aug",2021,8,"08","August",3,32,"Wednesday","Aug-2021","11","2020",3.6666666666666665,4,"Q4-2020"
2021-08-05 00:00:00.000,"Aug",2021,8,"08","August",3,32,"Thursday","Aug-2021","11","2020",3.6666666666666665,4,"Q4-2020"
2021-09-12 00:00:00.000,"Sep",2021,9,"09","September",3,38,"Sunday","Sep-2021","12","2020",4,4,"Q4-2020"
2021-09-02 00:00:00.000,"Sep",2021,9,"09","September",3,36,"Thursday","Sep-2021","12","2020",4,4,"Q4-2020"
2021-09-24 00:00:00.000,"Sep",2021,9,"09","September",3,39,"Friday","Sep-2021","12","2020",4,4,"Q4-2020"
2021-09-23 00:00:00.000,"Sep",2021,9,"09","September",3,39,"Thursday","Sep-2021","12","2020",4,4,"Q4-2020"
2021-09-22 00:00:00.000,"Sep",2021,9,"09","September",3,39,"Wednesday","Sep-2021","12","2020",4,4,"Q4-2020"
2021-09-21 00:00:00.000,"Sep",2021,9,"09","September",3,39,"Tuesday","Sep-2021","12","2020",4,4,"Q4-2020"
2021-09-20 00:00:00.000,"Sep",2021,9,"09","September",3,39,"Monday","Sep-2021","12","2020",4,4,"Q4-2020"
2021-09-19 00:00:00.000,"Sep",2021,9,"09","September",3,39,"Sunday","Sep-2021","12","2020",4,4,"Q4-2020"
2021-09-18 00:00:00.000,"Sep",2021,9,"09","September",3,38,"Saturday","Sep-2021","12","2020",4,4,"Q4-2020"
2021-09-17 00:00:00.000,"Sep",2021,9,"09","September",3,38,"Friday","Sep-2021","12","2020",4,4,"Q4-2020"
2021-09-16 00:00:00.000,"Sep",2021,9,"09","September",3,38,"Thursday","Sep-2021","12","2020",4,4,"Q4-2020"
2021-09-01 00:00:00.000,"Sep",2021,9,"09","September",3,36,"Wednesday","Sep-2021","12","2020",4,4,"Q4-2020"
2021-09-15 00:00:00.000,"Sep",2021,9,"09","September",3,38,"Wednesday","Sep-2021","12","2020",4,4,"Q4-2020"
2021-09-11 00:00:00.000,"Sep",2021,9,"09","September",3,37,"Saturday","Sep-2021","12","2020",4,4,"Q4-2020"
2021-09-10 00:00:00.000,"Sep",2021,9,"09","September",3,37,"Friday","Sep-2021","12","2020",4,4,"Q4-2020"
2021-09-09 00:00:00.000,"Sep",2021,9,"09","September",3,37,"Thursday","Sep-2021","12","2020",4,4,"Q4-2020"
2021-09-08 00:00:00.000,"Sep",2021,9,"09","September",3,37,"Wednesday","Sep-2021","12","2020",4,4,"Q4-2020"
2021-09-07 00:00:00.000,"Sep",2021,9,"09","September",3,37,"Tuesday","Sep-2021","12","2020",4,4,"Q4-2020"
2021-09-06 00:00:00.000,"Sep",2021,9,"09","September",3,37,"Monday","Sep-2021","12","2020",4,4,"Q4-2020"
2021-09-05 00:00:00.000,"Sep",2021,9,"09","September",3,37,"Sunday","Sep-2021","12","2020",4,4,"Q4-2020"
2021-09-04 00:00:00.000,"Sep",2021,9,"09","September",3,36,"Saturday","Sep-2021","12","2020",4,4,"Q4-2020"
2021-09-03 00:00:00.000,"Sep",2021,9,"09","September",3,36,"Friday","Sep-2021","12","2020",4,4,"Q4-2020"
2021-09-14 00:00:00.000,"Sep",2021,9,"09","September",3,38,"Tuesday","Sep-2021","12","2020",4,4,"Q4-2020"
2021-09-13 00:00:00.000,"Sep",2021,9,"09","September",3,38,"Monday","Sep-2021","12","2020",4,4,"Q4-2020"
2021-09-26 00:00:00.000,"Sep",2021,9,"09","September",3,40,"Sunday","Sep-2021","12","2020",4,4,"Q4-2020"
2021-09-28 00:00:00.000,"Sep",2021,9,"09","September",3,40,"Tuesday","Sep-2021","12","2020",4,4,"Q4-2020"
2021-09-27 00:00:00.000,"Sep",2021,9,"09","September",3,40,"Monday","Sep-2021","12","2020",4,4,"Q4-2020"
2021-09-25 00:00:00.000,"Sep",2021,9,"09","September",3,39,"Saturday","Sep-2021","12","2020",4,4,"Q4-2020"
2021-09-30 00:00:00.000,"Sep",2021,9,"09","September",3,40,"Thursday","Sep-2021","12","2020",4,4,"Q4-2020"
2021-09-29 00:00:00.000,"Sep",2021,9,"09","September",3,40,"Wednesday","Sep-2021","12","2020",4,4,"Q4-2020"
2021-04-06 00:00:00.000,"Apr",2021,4,"04","April",2,15,"Tuesday","Apr-2021","7","2020",2.3333333333333335,3,"Q3-2020"
2021-04-02 00:00:00.000,"Apr",2021,4,"04","April",2,14,"Friday","Apr-2021","7","2020",2.3333333333333335,3,"Q3-2020"
2021-04-01 00:00:00.000,"Apr",2021,4,"04","April",2,14,"Thursday","Apr-2021","7","2020",2.3333333333333335,3,"Q3-2020"
2021-04-30 00:00:00.000,"Apr",2021,4,"04","April",2,18,"Friday","Apr-2021","7","2020",2.3333333333333335,3,"Q3-2020"
2021-04-29 00:00:00.000,"Apr",2021,4,"04","April",2,18,"Thursday","Apr-2021","7","2020",2.3333333333333335,3,"Q3-2020"
2021-04-03 00:00:00.000,"Apr",2021,4,"04","April",2,14,"Saturday","Apr-2021","7","2020",2.3333333333333335,3,"Q3-2020"
2021-04-04 00:00:00.000,"Apr",2021,4,"04","April",2,15,"Sunday","Apr-2021","7","2020",2.3333333333333335,3,"Q3-2020"
2021-04-05 00:00:00.000,"Apr",2021,4,"04","April",2,15,"Monday","Apr-2021","7","2020",2.3333333333333335,3,"Q3-2020"
2021-04-07 00:00:00.000,"Apr",2021,4,"04","April",2,15,"Wednesday","Apr-2021","7","2020",2.3333333333333335,3,"Q3-2020"
2021-04-08 00:00:00.000,"Apr",2021,4,"04","April",2,15,"Thursday","Apr-2021","7","2020",2.3333333333333335,3,"Q3-2020"
2021-04-09 00:00:00.000,"Apr",2021,4,"04","April",2,15,"Friday","Apr-2021","7","2020",2.3333333333333335,3,"Q3-2020"
2021-04-10 00:00:00.000,"Apr",2021,4,"04","April",2,15,"Saturday","Apr-2021","7","2020",2.3333333333333335,3,"Q3-2020"
2021-04-11 00:00:00.000,"Apr",2021,4,"04","April",2,16,"Sunday","Apr-2021","7","2020",2.3333333333333335,3,"Q3-2020"
2021-04-12 00:00:00.000,"Apr",2021,4,"04","April",2,16,"Monday","Apr-2021","7","2020",2.3333333333333335,3,"Q3-2020"
2021-04-13 00:00:00.000,"Apr",2021,4,"04","April",2,16,"Tuesday","Apr-2021","7","2020",2.3333333333333335,3,"Q3-2020"
2021-04-14 00:00:00.000,"Apr",2021,4,"04","April",2,16,"Wednesday","Apr-2021","7","2020",2.3333333333333335,3,"Q3-2020"
2021-04-15 00:00:00.000,"Apr",2021,4,"04","April",2,16,"Thursday","Apr-2021","7","2020",2.3333333333333335,3,"Q3-2020"
2021-04-17 00:00:00.000,"Apr",2021,4,"04","April",2,16,"Saturday","Apr-2021","7","2020",2.3333333333333335,3,"Q3-2020"
2021-04-18 00:00:00.000,"Apr",2021,4,"04","April",2,17,"Sunday","Apr-2021","7","2020",2.3333333333333335,3,"Q3-2020"
2021-04-19 00:00:00.000,"Apr",2021,4,"04","April",2,17,"Monday","Apr-2021","7","2020",2.3333333333333335,3,"Q3-2020"
2021-04-20 00:00:00.000,"Apr",2021,4,"04","April",2,17,"Tuesday","Apr-2021","7","2020",2.3333333333333335,3,"Q3-2020"
2021-04-21 00:00:00.000,"Apr",2021,4,"04","April",2,17,"Wednesday","Apr-2021","7","2020",2.3333333333333335,3,"Q3-2020"
2021-04-22 00:00:00.000,"Apr",2021,4,"04","April",2,17,"Thursday","Apr-2021","7","2020",2.3333333333333335,3,"Q3-2020"
2021-04-23 00:00:00.000,"Apr",2021,4,"04","April",2,17,"Friday","Apr-2021","7","2020",2.3333333333333335,3,"Q3-2020"
2021-04-24 00:00:00.000,"Apr",2021,4,"04","April",2,17,"Saturday","Apr-2021","7","2020",2.3333333333333335,3,"Q3-2020"
2021-04-25 00:00:00.000,"Apr",2021,4,"04","April",2,18,"Sunday","Apr-2021","7","2020",2.3333333333333335,3,"Q3-2020"
2021-04-26 00:00:00.000,"Apr",2021,4,"04","April",2,18,"Monday","Apr-2021","7","2020",2.3333333333333335,3,"Q3-2020"
2021-04-27 00:00:00.000,"Apr",2021,4,"04","April",2,18,"Tuesday","Apr-2021","7","2020",2.3333333333333335,3,"Q3-2020"
2021-04-28 00:00:00.000,"Apr",2021,4,"04","April",2,18,"Wednesday","Apr-2021","7","2020",2.3333333333333335,3,"Q3-2020"
2021-04-16 00:00:00.000,"Apr",2021,4,"04","April",2,16,"Friday","Apr-2021","7","2020",2.3333333333333335,3,"Q3-2020"
2021-05-27 00:00:00.000,"May",2021,5,"05","May",2,22,"Thursday","May-2021","8","2020",2.6666666666666665,3,"Q3-2020"
2021-05-26 00:00:00.000,"May",2021,5,"05","May",2,22,"Wednesday","May-2021","8","2020",2.6666666666666665,3,"Q3-2020"
2021-05-29 00:00:00.000,"May",2021,5,"05","May",2,22,"Saturday","May-2021","8","2020",2.6666666666666665,3,"Q3-2020"
2021-05-28 00:00:00.000,"May",2021,5,"05","May",2,22,"Friday","May-2021","8","2020",2.6666666666666665,3,"Q3-2020"
2021-05-10 00:00:00.000,"May",2021,5,"05","May",2,20,"Monday","May-2021","8","2020",2.6666666666666665,3,"Q3-2020"
2021-05-02 00:00:00.000,"May",2021,5,"05","May",2,19,"Sunday","May-2021","8","2020",2.6666666666666665,3,"Q3-2020"
2021-05-23 00:00:00.000,"May",2021,5,"05","May",2,22,"Sunday","May-2021","8","2020",2.6666666666666665,3,"Q3-2020"
2021-05-22 00:00:00.000,"May",2021,5,"05","May",2,21,"Saturday","May-2021","8","2020",2.6666666666666665,3,"Q3-2020"
2021-05-21 00:00:00.000,"May",2021,5,"05","May",2,21,"Friday","May-2021","8","2020",2.6666666666666665,3,"Q3-2020"
2021-05-20 00:00:00.000,"May",2021,5,"05","May",2,21,"Thursday","May-2021","8","2020",2.6666666666666665,3,"Q3-2020"
2021-05-19 00:00:00.000,"May",2021,5,"05","May",2,21,"Wednesday","May-2021","8","2020",2.6666666666666665,3,"Q3-2020"
2021-05-18 00:00:00.000,"May",2021,5,"05","May",2,21,"Tuesday","May-2021","8","2020",2.6666666666666665,3,"Q3-2020"
2021-05-17 00:00:00.000,"May",2021,5,"05","May",2,21,"Monday","May-2021","8","2020",2.6666666666666665,3,"Q3-2020"
2021-05-16 00:00:00.000,"May",2021,5,"05","May",2,21,"Sunday","May-2021","8","2020",2.6666666666666665,3,"Q3-2020"
2021-05-15 00:00:00.000,"May",2021,5,"05","May",2,20,"Saturday","May-2021","8","2020",2.6666666666666665,3,"Q3-2020"
2021-05-14 00:00:00.000,"May",2021,5,"05","May",2,20,"Friday","May-2021","8","2020",2.6666666666666665,3,"Q3-2020"
2021-05-13 00:00:00.000,"May",2021,5,"05","May",2,20,"Thursday","May-2021","8","2020",2.6666666666666665,3,"Q3-2020"
2021-05-12 00:00:00.000,"May",2021,5,"05","May",2,20,"Wednesday","May-2021","8","2020",2.6666666666666665,3,"Q3-2020"
2021-05-11 00:00:00.000,"May",2021,5,"05","May",2,20,"Tuesday","May-2021","8","2020",2.6666666666666665,3,"Q3-2020"
2021-05-30 00:00:00.000,"May",2021,5,"05","May",2,23,"Sunday","May-2021","8","2020",2.6666666666666665,3,"Q3-2020"
2021-05-09 00:00:00.000,"May",2021,5,"05","May",2,20,"Sunday","May-2021","8","2020",2.6666666666666665,3,"Q3-2020"
2021-05-08 00:00:00.000,"May",2021,5,"05","May",2,19,"Saturday","May-2021","8","2020",2.6666666666666665,3,"Q3-2020"
2021-05-07 00:00:00.000,"May",2021,5,"05","May",2,19,"Friday","May-2021","8","2020",2.6666666666666665,3,"Q3-2020"
2021-05-06 00:00:00.000,"May",2021,5,"05","May",2,19,"Thursday","May-2021","8","2020",2.6666666666666665,3,"Q3-2020"
2021-05-05 00:00:00.000,"May",2021,5,"05","May",2,19,"Wednesday","May-2021","8","2020",2.6666666666666665,3,"Q3-2020"
2021-05-04 00:00:00.000,"May",2021,5,"05","May",2,19,"Tuesday","May-2021","8","2020",2.6666666666666665,3,"Q3-2020"
2021-05-03 00:00:00.000,"May",2021,5,"05","May",2,19,"Monday","May-2021","8","2020",2.6666666666666665,3,"Q3-2020"
2021-05-01 00:00:00.000,"May",2021,5,"05","May",2,18,"Saturday","May-2021","8","2020",2.6666666666666665,3,"Q3-2020"
2021-05-31 00:00:00.000,"May",2021,5,"05","May",2,23,"Monday","May-2021","8","2020",2.6666666666666665,3,"Q3-2020"
2021-05-25 00:00:00.000,"May",2021,5,"05","May",2,22,"Tuesday","May-2021","8","2020",2.6666666666666665,3,"Q3-2020"
2021-05-24 00:00:00.000,"May",2021,5,"05","May",2,22,"Monday","May-2021","8","2020",2.6666666666666665,3,"Q3-2020"
2021-06-02 00:00:00.000,"Jun",2021,6,"06","June",2,23,"Wednesday","Jun-2021","9","2020",3,3,"Q3-2020"
2021-06-01 00:00:00.000,"Jun",2021,6,"06","June",2,23,"Tuesday","Jun-2021","9","2020",3,3,"Q3-2020"
2021-06-03 00:00:00.000,"Jun",2021,6,"06","June",2,23,"Thursday","Jun-2021","9","2020",3,3,"Q3-2020"
2021-06-12 00:00:00.000,"Jun",2021,6,"06","June",2,24,"Saturday","Jun-2021","9","2020",3,3,"Q3-2020"
2021-06-05 00:00:00.000,"Jun",2021,6,"06","June",2,23,"Saturday","Jun-2021","9","2020",3,3,"Q3-2020"
2021-06-06 00:00:00.000,"Jun",2021,6,"06","June",2,24,"Sunday","Jun-2021","9","2020",3,3,"Q3-2020"
2021-06-07 00:00:00.000,"Jun",2021,6,"06","June",2,24,"Monday","Jun-2021","9","2020",3,3,"Q3-2020"
2021-06-08 00:00:00.000,"Jun",2021,6,"06","June",2,24,"Tuesday","Jun-2021","9","2020",3,3,"Q3-2020"
2021-06-09 00:00:00.000,"Jun",2021,6,"06","June",2,24,"Wednesday","Jun-2021","9","2020",3,3,"Q3-2020"
2021-06-10 00:00:00.000,"Jun",2021,6,"06","June",2,24,"Thursday","Jun-2021","9","2020",3,3,"Q3-2020"
2021-06-11 00:00:00.000,"Jun",2021,6,"06","June",2,24,"Friday","Jun-2021","9","2020",3,3,"Q3-2020"
2021-06-13 00:00:00.000,"Jun",2021,6,"06","June",2,25,"Sunday","Jun-2021","9","2020",3,3,"Q3-2020"
2021-06-04 00:00:00.000,"Jun",2021,6,"06","June",2,23,"Friday","Jun-2021","9","2020",3,3,"Q3-2020"
2021-06-14 00:00:00.000,"Jun",2021,6,"06","June",2,25,"Monday","Jun-2021","9","2020",3,3,"Q3-2020"
2021-06-15 00:00:00.000,"Jun",2021,6,"06","June",2,25,"Tuesday","Jun-2021","9","2020",3,3,"Q3-2020"
2021-06-29 00:00:00.000,"Jun",2021,6,"06","June",2,27,"Tuesday","Jun-2021","9","2020",3,3,"Q3-2020"
2021-06-17 00:00:00.000,"Jun",2021,6,"06","June",2,25,"Thursday","Jun-2021","9","2020",3,3,"Q3-2020"
2021-06-16 00:00:00.000,"Jun",2021,6,"06","June",2,25,"Wednesday","Jun-2021","9","2020",3,3,"Q3-2020"
2021-06-30 00:00:00.000,"Jun",2021,6,"06","June",2,27,"Wednesday","Jun-2021","9","2020",3,3,"Q3-2020"
2021-06-28 00:00:00.000,"Jun",2021,6,"06","June",2,27,"Monday","Jun-2021","9","2020",3,3,"Q3-2020"
2021-06-27 00:00:00.000,"Jun",2021,6,"06","June",2,27,"Sunday","Jun-2021","9","2020",3,3,"Q3-2020"
2021-06-26 00:00:00.000,"Jun",2021,6,"06","June",2,26,"Saturday","Jun-2021","9","2020",3,3,"Q3-2020"
2021-06-24 00:00:00.000,"Jun",2021,6,"06","June",2,26,"Thursday","Jun-2021","9","2020",3,3,"Q3-2020"
2021-06-23 00:00:00.000,"Jun",2021,6,"06","June",2,26,"Wednesday","Jun-2021","9","2020",3,3,"Q3-2020"
2021-06-22 00:00:00.000,"Jun",2021,6,"06","June",2,26,"Tuesday","Jun-2021","9","2020",3,3,"Q3-2020"
2021-06-21 00:00:00.000,"Jun",2021,6,"06","June",2,26,"Monday","Jun-2021","9","2020",3,3,"Q3-2020"
2021-06-20 00:00:00.000,"Jun",2021,6,"06","June",2,26,"Sunday","Jun-2021","9","2020",3,3,"Q3-2020"
2021-06-19 00:00:00.000,"Jun",2021,6,"06","June",2,25,"Saturday","Jun-2021","9","2020",3,3,"Q3-2020"
2021-06-25 00:00:00.000,"Jun",2021,6,"06","June",2,26,"Friday","Jun-2021","9","2020",3,3,"Q3-2020"
2021-06-18 00:00:00.000,"Jun",2021,6,"06","June",2,25,"Friday","Jun-2021","9","2020",3,3,"Q3-2020"
2020-10-15 00:00:00.000,"Oct",2020,10,"10","October",4,42,"Thursday","Oct-2020","1","2020",0.33333333333333331,1,"Q1-2020"
2020-10-27 00:00:00.000,"Oct",2020,10,"10","October",4,44,"Tuesday","Oct-2020","1","2020",0.33333333333333331,1,"Q1-2020"
2020-10-26 00:00:00.000,"Oct",2020,10,"10","October",4,44,"Monday","Oct-2020","1","2020",0.33333333333333331,1,"Q1-2020"
2020-10-25 00:00:00.000,"Oct",2020,10,"10","October",4,44,"Sunday","Oct-2020","1","2020",0.33333333333333331,1,"Q1-2020"
2020-10-24 00:00:00.000,"Oct",2020,10,"10","October",4,43,"Saturday","Oct-2020","1","2020",0.33333333333333331,1,"Q1-2020"
2020-10-22 00:00:00.000,"Oct",2020,10,"10","October",4,43,"Thursday","Oct-2020","1","2020",0.33333333333333331,1,"Q1-2020"
2020-10-21 00:00:00.000,"Oct",2020,10,"10","October",4,43,"Wednesday","Oct-2020","1","2020",0.33333333333333331,1,"Q1-2020"
2020-10-20 00:00:00.000,"Oct",2020,10,"10","October",4,43,"Tuesday","Oct-2020","1","2020",0.33333333333333331,1,"Q1-2020"
2020-10-19 00:00:00.000,"Oct",2020,10,"10","October",4,43,"Monday","Oct-2020","1","2020",0.33333333333333331,1,"Q1-2020"
2020-10-18 00:00:00.000,"Oct",2020,10,"10","October",4,43,"Sunday","Oct-2020","1","2020",0.33333333333333331,1,"Q1-2020"
2020-10-17 00:00:00.000,"Oct",2020,10,"10","October",4,42,"Saturday","Oct-2020","1","2020",0.33333333333333331,1,"Q1-2020"
2020-10-16 00:00:00.000,"Oct",2020,10,"10","October",4,42,"Friday","Oct-2020","1","2020",0.33333333333333331,1,"Q1-2020"
2020-10-23 00:00:00.000,"Oct",2020,10,"10","October",4,43,"Friday","Oct-2020","1","2020",0.33333333333333331,1,"Q1-2020"
2020-10-08 00:00:00.000,"Oct",2020,10,"10","October",4,41,"Thursday","Oct-2020","1","2020",0.33333333333333331,1,"Q1-2020"
2020-10-13 00:00:00.000,"Oct",2020,10,"10","October",4,42,"Tuesday","Oct-2020","1","2020",0.33333333333333331,1,"Q1-2020"
2020-10-12 00:00:00.000,"Oct",2020,10,"10","October",4,42,"Monday","Oct-2020","1","2020",0.33333333333333331,1,"Q1-2020"
