Date,Year,QuarterOfYear,MonthOfYear,DayOfMonth,DateInt,MonthName,MonthInCalendar,QuarterInCalendar,DayInWeek,DayOfWeekName,WeekEnding
2019-07-27 00:00:00.000,"2019","3","7","27","20190727","July","Jul 2019","Q3 2019","6","Saturday",2019-07-27 00:00:00.000
2019-07-28 00:00:00.000,"2019","3","7","28","20190728","July","Jul 2019","Q3 2019","0","Sunday",2019-08-03 00:00:00.000
2019-07-29 00:00:00.000,"2019","3","7","29","20190729","July","Jul 2019","Q3 2019","1","Monday",2019-08-03 00:00:00.000
2019-07-30 00:00:00.000,"2019","3","7","30","20190730","July","Jul 2019","Q3 2019","2","Tuesday",2019-08-03 00:00:00.000
2019-07-31 00:00:00.000,"2019","3","7","31","20190731","July","Jul 2019","Q3 2019","3","Wednesday",2019-08-03 00:00:00.000
2020-07-01 00:00:00.000,"2020","3","7","1","20200701","July","Jul 2020","Q3 2020","3","Wednesday",2020-07-04 00:00:00.000
2020-07-02 00:00:00.000,"2020","3","7","2","20200702","July","Jul 2020","Q3 2020","4","Thursday",2020-07-04 00:00:00.000
2020-07-03 00:00:00.000,"2020","3","7","3","20200703","July","Jul 2020","Q3 2020","5","Friday",2020-07-04 00:00:00.000
2020-07-04 00:00:00.000,"2020","3","7","4","20200704","July","Jul 2020","Q3 2020","6","Saturday",2020-07-04 00:00:00.000
2020-07-05 00:00:00.000,"2020","3","7","5","20200705","July","Jul 2020","Q3 2020","0","Sunday",2020-07-11 00:00:00.000
2020-07-06 00:00:00.000,"2020","3","7","6","20200706","July","Jul 2020","Q3 2020","1","Monday",2020-07-11 00:00:00.000
2020-07-07 00:00:00.000,"2020","3","7","7","20200707","July","Jul 2020","Q3 2020","2","Tuesday",2020-07-11 00:00:00.000
2020-07-08 00:00:00.000,"2020","3","7","8","20200708","July","Jul 2020","Q3 2020","3","Wednesday",2020-07-11 00:00:00.000
2020-07-09 00:00:00.000,"2020","3","7","9","20200709","July","Jul 2020","Q3 2020","4","Thursday",2020-07-11 00:00:00.000
2020-07-10 00:00:00.000,"2020","3","7","10","20200710","July","Jul 2020","Q3 2020","5","Friday",2020-07-11 00:00:00.000
2020-07-11 00:00:00.000,"2020","3","7","11","20200711","July","Jul 2020","Q3 2020","6","Saturday",2020-07-11 00:00:00.000
2020-07-12 00:00:00.000,"2020","3","7","12","20200712","July","Jul 2020","Q3 2020","0","Sunday",2020-07-18 00:00:00.000
2020-07-13 00:00:00.000,"2020","3","7","13","20200713","July","Jul 2020","Q3 2020","1","Monday",2020-07-18 00:00:00.000
2020-07-14 00:00:00.000,"2020","3","7","14","20200714","July","Jul 2020","Q3 2020","2","Tuesday",2020-07-18 00:00:00.000
2020-07-15 00:00:00.000,"2020","3","7","15","20200715","July","Jul 2020","Q3 2020","3","Wednesday",2020-07-18 00:00:00.000
2020-07-16 00:00:00.000,"2020","3","7","16","20200716","July","Jul 2020","Q3 2020","4","Thursday",2020-07-18 00:00:00.000
2020-07-17 00:00:00.000,"2020","3","7","17","20200717","July","Jul 2020","Q3 2020","5","Friday",2020-07-18 00:00:00.000
2020-07-18 00:00:00.000,"2020","3","7","18","20200718","July","Jul 2020","Q3 2020","6","Saturday",2020-07-18 00:00:00.000
2020-07-19 00:00:00.000,"2020","3","7","19","20200719","July","Jul 2020","Q3 2020","0","Sunday",2020-07-25 00:00:00.000
2020-07-20 00:00:00.000,"2020","3","7","20","20200720","July","Jul 2020","Q3 2020","1","Monday",2020-07-25 00:00:00.000
2020-07-21 00:00:00.000,"2020","3","7","21","20200721","July","Jul 2020","Q3 2020","2","Tuesday",2020-07-25 00:00:00.000
2020-07-22 00:00:00.000,"2020","3","7","22","20200722","July","Jul 2020","Q3 2020","3","Wednesday",2020-07-25 00:00:00.000
2020-07-23 00:00:00.000,"2020","3","7","23","20200723","July","Jul 2020","Q3 2020","4","Thursday",2020-07-25 00:00:00.000
2020-07-24 00:00:00.000,"2020","3","7","24","20200724","July","Jul 2020","Q3 2020","5","Friday",2020-07-25 00:00:00.000
2020-07-25 00:00:00.000,"2020","3","7","25","20200725","July","Jul 2020","Q3 2020","6","Saturday",2020-07-25 00:00:00.000
2020-07-26 00:00:00.000,"2020","3","7","26","20200726","July","Jul 2020","Q3 2020","0","Sunday",2020-08-01 00:00:00.000
2020-07-27 00:00:00.000,"2020","3","7","27","20200727","July","Jul 2020","Q3 2020","1","Monday",2020-08-01 00:00:00.000
2020-07-28 00:00:00.000,"2020","3","7","28","20200728","July","Jul 2020","Q3 2020","2","Tuesday",2020-08-01 00:00:00.000
2020-07-29 00:00:00.000,"2020","3","7","29","20200729","July","Jul 2020","Q3 2020","3","Wednesday",2020-08-01 00:00:00.000
2020-07-30 00:00:00.000,"2020","3","7","30","20200730","July","Jul 2020","Q3 2020","4","Thursday",2020-08-01 00:00:00.000
2020-07-31 00:00:00.000,"2020","3","7","31","20200731","July","Jul 2020","Q3 2020","5","Friday",2020-08-01 00:00:00.000
2017-08-01 00:00:00.000,"2017","3","8","1","20170801","August","Aug 2017","Q3 2017","2","Tuesday",2017-08-05 00:00:00.000
2017-08-02 00:00:00.000,"2017","3","8","2","20170802","August","Aug 2017","Q3 2017","3","Wednesday",2017-08-05 00:00:00.000
2017-08-03 00:00:00.000,"2017","3","8","3","20170803","August","Aug 2017","Q3 2017","4","Thursday",2017-08-05 00:00:00.000
2017-08-04 00:00:00.000,"2017","3","8","4","20170804","August","Aug 2017","Q3 2017","5","Friday",2017-08-05 00:00:00.000
2017-08-05 00:00:00.000,"2017","3","8","5","20170805","August","Aug 2017","Q3 2017","6","Saturday",2017-08-05 00:00:00.000
2017-08-06 00:00:00.000,"2017","3","8","6","20170806","August","Aug 2017","Q3 2017","0","Sunday",2017-08-12 00:00:00.000
2017-08-07 00:00:00.000,"2017","3","8","7","20170807","August","Aug 2017","Q3 2017","1","Monday",2017-08-12 00:00:00.000
2017-08-08 00:00:00.000,"2017","3","8","8","20170808","August","Aug 2017","Q3 2017","2","Tuesday",2017-08-12 00:00:00.000
2017-08-09 00:00:00.000,"2017","3","8","9","20170809","August","Aug 2017","Q3 2017","3","Wednesday",2017-08-12 00:00:00.000
2017-08-10 00:00:00.000,"2017","3","8","10","20170810","August","Aug 2017","Q3 2017","4","Thursday",2017-08-12 00:00:00.000
2017-08-11 00:00:00.000,"2017","3","8","11","20170811","August","Aug 2017","Q3 2017","5","Friday",2017-08-12 00:00:00.000
2017-08-12 00:00:00.000,"2017","3","8","12","20170812","August","Aug 2017","Q3 2017","6","Saturday",2017-08-12 00:00:00.000
2017-08-13 00:00:00.000,"2017","3","8","13","20170813","August","Aug 2017","Q3 2017","0","Sunday",2017-08-19 00:00:00.000
2017-08-14 00:00:00.000,"2017","3","8","14","20170814","August","Aug 2017","Q3 2017","1","Monday",2017-08-19 00:00:00.000
2017-08-15 00:00:00.000,"2017","3","8","15","20170815","August","Aug 2017","Q3 2017","2","Tuesday",2017-08-19 00:00:00.000
2017-08-16 00:00:00.000,"2017","3","8","16","20170816","August","Aug 2017","Q3 2017","3","Wednesday",2017-08-19 00:00:00.000
2017-08-17 00:00:00.000,"2017","3","8","17","20170817","August","Aug 2017","Q3 2017","4","Thursday",2017-08-19 00:00:00.000
2017-08-18 00:00:00.000,"2017","3","8","18","20170818","August","Aug 2017","Q3 2017","5","Friday",2017-08-19 00:00:00.000
2017-08-19 00:00:00.000,"2017","3","8","19","20170819","August","Aug 2017","Q3 2017","6","Saturday",2017-08-19 00:00:00.000
2017-08-20 00:00:00.000,"2017","3","8","20","20170820","August","Aug 2017","Q3 2017","0","Sunday",2017-08-26 00:00:00.000
2017-08-21 00:00:00.000,"2017","3","8","21","20170821","August","Aug 2017","Q3 2017","1","Monday",2017-08-26 00:00:00.000
2017-08-22 00:00:00.000,"2017","3","8","22","20170822","August","Aug 2017","Q3 2017","2","Tuesday",2017-08-26 00:00:00.000
2017-08-23 00:00:00.000,"2017","3","8","23","20170823","August","Aug 2017","Q3 2017","3","Wednesday",2017-08-26 00:00:00.000
2017-08-24 00:00:00.000,"2017","3","8","24","20170824","August","Aug 2017","Q3 2017","4","Thursday",2017-08-26 00:00:00.000
2017-08-25 00:00:00.000,"2017","3","8","25","20170825","August","Aug 2017","Q3 2017","5","Friday",2017-08-26 00:00:00.000
2017-08-26 00:00:00.000,"2017","3","8","26","20170826","August","Aug 2017","Q3 2017","6","Saturday",2017-08-26 00:00:00.000
2017-08-27 00:00:00.000,"2017","3","8","27","20170827","August","Aug 2017","Q3 2017","0","Sunday",2017-09-02 00:00:00.000
2017-08-28 00:00:00.000,"2017","3","8","28","20170828","August","Aug 2017","Q3 2017","1","Monday",2017-09-02 00:00:00.000
2017-08-29 00:00:00.000,"2017","3","8","29","20170829","August","Aug 2017","Q3 2017","2","Tuesday",2017-09-02 00:00:00.000
2017-08-30 00:00:00.000,"2017","3","8","30","20170830","August","Aug 2017","Q3 2017","3","Wednesday",2017-09-02 00:00:00.000
2017-08-31 00:00:00.000,"2017","3","8","31","20170831","August","Aug 2017","Q3 2017","4","Thursday",2017-09-02 00:00:00.000
2018-08-01 00:00:00.000,"2018","3","8","1","20180801","August","Aug 2018","Q3 2018","3","Wednesday",2018-08-04 00:00:00.000
2018-08-02 00:00:00.000,"2018","3","8","2","20180802","August","Aug 2018","Q3 2018","4","Thursday",2018-08-04 00:00:00.000
2018-08-03 00:00:00.000,"2018","3","8","3","20180803","August","Aug 2018","Q3 2018","5","Friday",2018-08-04 00:00:00.000
2018-08-04 00:00:00.000,"2018","3","8","4","20180804","August","Aug 2018","Q3 2018","6","Saturday",2018-08-04 00:00:00.000
2018-08-05 00:00:00.000,"2018","3","8","5","20180805","August","Aug 2018","Q3 2018","0","Sunday",2018-08-11 00:00:00.000
2018-08-06 00:00:00.000,"2018","3","8","6","20180806","August","Aug 2018","Q3 2018","1","Monday",2018-08-11 00:00:00.000
2018-08-07 00:00:00.000,"2018","3","8","7","20180807","August","Aug 2018","Q3 2018","2","Tuesday",2018-08-11 00:00:00.000
2018-08-08 00:00:00.000,"2018","3","8","8","20180808","August","Aug 2018","Q3 2018","3","Wednesday",2018-08-11 00:00:00.000
2018-08-09 00:00:00.000,"2018","3","8","9","20180809","August","Aug 2018","Q3 2018","4","Thursday",2018-08-11 00:00:00.000
2018-08-10 00:00:00.000,"2018","3","8","10","20180810","August","Aug 2018","Q3 2018","5","Friday",2018-08-11 00:00:00.000
2018-08-11 00:00:00.000,"2018","3","8","11","20180811","August","Aug 2018","Q3 2018","6","Saturday",2018-08-11 00:00:00.000
2018-08-12 00:00:00.000,"2018","3","8","12","20180812","August","Aug 2018","Q3 2018","0","Sunday",2018-08-18 00:00:00.000
2018-08-13 00:00:00.000,"2018","3","8","13","20180813","August","Aug 2018","Q3 2018","1","Monday",2018-08-18 00:00:00.000
2018-08-14 00:00:00.000,"2018","3","8","14","20180814","August","Aug 2018","Q3 2018","2","Tuesday",2018-08-18 00:00:00.000
2018-08-15 00:00:00.000,"2018","3","8","15","20180815","August","Aug 2018","Q3 2018","3","Wednesday",2018-08-18 00:00:00.000
2018-08-16 00:00:00.000,"2018","3","8","16","20180816","August","Aug 2018","Q3 2018","4","Thursday",2018-08-18 00:00:00.000
2018-08-17 00:00:00.000,"2018","3","8","17","20180817","August","Aug 2018","Q3 2018","5","Friday",2018-08-18 00:00:00.000
2018-08-18 00:00:00.000,"2018","3","8","18","20180818","August","Aug 2018","Q3 2018","6","Saturday",2018-08-18 00:00:00.000
2018-08-19 00:00:00.000,"2018","3","8","19","20180819","August","Aug 2018","Q3 2018","0","Sunday",2018-08-25 00:00:00.000
2018-08-20 00:00:00.000,"2018","3","8","20","20180820","August","Aug 2018","Q3 2018","1","Monday",2018-08-25 00:00:00.000
2018-08-21 00:00:00.000,"2018","3","8","21","20180821","August","Aug 2018","Q3 2018","2","Tuesday",2018-08-25 00:00:00.000
2018-08-22 00:00:00.000,"2018","3","8","22","20180822","August","Aug 2018","Q3 2018","3","Wednesday",2018-08-25 00:00:00.000
2018-08-23 00:00:00.000,"2018","3","8","23","20180823","August","Aug 2018","Q3 2018","4","Thursday",2018-08-25 00:00:00.000
2018-08-24 00:00:00.000,"2018","3","8","24","20180824","August","Aug 2018","Q3 2018","5","Friday",2018-08-25 00:00:00.000
2018-08-25 00:00:00.000,"2018","3","8","25","20180825","August","Aug 2018","Q3 2018","6","Saturday",2018-08-25 00:00:00.000
2018-08-26 00:00:00.000,"2018","3","8","26","20180826","August","Aug 2018","Q3 2018","0","Sunday",2018-09-01 00:00:00.000
2018-08-27 00:00:00.000,"2018","3","8","27","20180827","August","Aug 2018","Q3 2018","1","Monday",2018-09-01 00:00:00.000
2018-08-28 00:00:00.000,"2018","3","8","28","20180828","August","Aug 2018","Q3 2018","2","Tuesday",2018-09-01 00:00:00.000
2018-08-29 00:00:00.000,"2018","3","8","29","20180829","August","Aug 2018","Q3 2018","3","Wednesday",2018-09-01 00:00:00.000
2018-08-30 00:00:00.000,"2018","3","8","30","20180830","August","Aug 2018","Q3 2018","4","Thursday",2018-09-01 00:00:00.000
2018-08-31 00:00:00.000,"2018","3","8","31","20180831","August","Aug 2018","Q3 2018","5","Friday",2018-09-01 00:00:00.000
2019-08-01 00:00:00.000,"2019","3","8","1","20190801","August","Aug 2019","Q3 2019","4","Thursday",2019-08-03 00:00:00.000
2019-08-02 00:00:00.000,"2019","3","8","2","20190802","August","Aug 2019","Q3 2019","5","Friday",2019-08-03 00:00:00.000
2019-08-03 00:00:00.000,"2019","3","8","3","20190803","August","Aug 2019","Q3 2019","6","Saturday",2019-08-03 00:00:00.000
2019-08-04 00:00:00.000,"2019","3","8","4","20190804","August","Aug 2019","Q3 2019","0","Sunday",2019-08-10 00:00:00.000
2019-08-05 00:00:00.000,"2019","3","8","5","20190805","August","Aug 2019","Q3 2019","1","Monday",2019-08-10 00:00:00.000
2019-08-06 00:00:00.000,"2019","3","8","6","20190806","August","Aug 2019","Q3 2019","2","Tuesday",2019-08-10 00:00:00.000
2019-08-07 00:00:00.000,"2019","3","8","7","20190807","August","Aug 2019","Q3 2019","3","Wednesday",2019-08-10 00:00:00.000
2019-08-08 00:00:00.000,"2019","3","8","8","20190808","August","Aug 2019","Q3 2019","4","Thursday",2019-08-10 00:00:00.000
2019-08-09 00:00:00.000,"2019","3","8","9","20190809","August","Aug 2019","Q3 2019","5","Friday",2019-08-10 00:00:00.000
2019-08-10 00:00:00.000,"2019","3","8","10","20190810","August","Aug 2019","Q3 2019","6","Saturday",2019-08-10 00:00:00.000
2019-08-11 00:00:00.000,"2019","3","8","11","20190811","August","Aug 2019","Q3 2019","0","Sunday",2019-08-17 00:00:00.000
2019-08-12 00:00:00.000,"2019","3","8","12","20190812","August","Aug 2019","Q3 2019","1","Monday",2019-08-17 00:00:00.000
2019-08-13 00:00:00.000,"2019","3","8","13","20190813","August","Aug 2019","Q3 2019","2","Tuesday",2019-08-17 00:00:00.000
2019-08-14 00:00:00.000,"2019","3","8","14","20190814","August","Aug 2019","Q3 2019","3","Wednesday",2019-08-17 00:00:00.000
2019-08-15 00:00:00.000,"2019","3","8","15","20190815","August","Aug 2019","Q3 2019","4","Thursday",2019-08-17 00:00:00.000
2019-08-16 00:00:00.000,"2019","3","8","16","20190816","August","Aug 2019","Q3 2019","5","Friday",2019-08-17 00:00:00.000
2019-08-17 00:00:00.000,"2019","3","8","17","20190817","August","Aug 2019","Q3 2019","6","Saturday",2019-08-17 00:00:00.000
2019-08-18 00:00:00.000,"2019","3","8","18","20190818","August","Aug 2019","Q3 2019","0","Sunday",2019-08-24 00:00:00.000
2019-08-19 00:00:00.000,"2019","3","8","19","20190819","August","Aug 2019","Q3 2019","1","Monday",2019-08-24 00:00:00.000
2019-08-20 00:00:00.000,"2019","3","8","20","20190820","August","Aug 2019","Q3 2019","2","Tuesday",2019-08-24 00:00:00.000
