ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,PromotionKey,CurrencyKey,SalesTerritoryKey,Sales Order Number,Sales Order Line Number,Revision Number,Order Quantity,Unit Price,Extended Amount,Unit Price Discount Pct,Discount Amount,Product Standard Cost,Total Product Cost,Sales Amount,Tax Amt,Freight,Carrier Tracking Number,Customer PO Number,Order Date,Due Date,Ship Date,TemperatureKey
353,20080312,20080324,20080319,14681,1,6,9,SO66061,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,,2008-03-12 00:00:00.000,2008-03-24 00:00:00.000,2008-03-19 00:00:00.000,Australia3
605,20071212,20071224,20071219,22575,1,6,9,SO59885,1,1,1,539.99,539.99,0,0,343.6496,343.6496,539.99,43.1992,13.4998,,,2007-12-12 00:00:00.000,2007-12-24 00:00:00.000,2007-12-19 00:00:00.000,Australia12
539,20080220,20080303,20080227,15730,1,6,9,SO64525,1,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,,,2008-02-20 00:00:00.000,2008-03-03 00:00:00.000,2008-02-27 00:00:00.000,Australia2
480,20080609,20080621,20080616,27715,2,6,9,SO72560,3,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,2008-06-09 00:00:00.000,2008-06-21 00:00:00.000,2008-06-16 00:00:00.000,Australia6
371,20060713,20060725,20060720,12975,1,100,4,SO46782,1,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,,,2006-07-13 00:00:00.000,2006-07-25 00:00:00.000,2006-07-20 00:00:00.000,Southwest7
480,20080501,20080513,20080508,20549,1,100,8,SO69580,2,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,2008-05-01 00:00:00.000,2008-05-13 00:00:00.000,2008-05-08 00:00:00.000,Germany5
344,20051113,20051125,20051120,29449,1,29,8,SO44646,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,,2005-11-13 00:00:00.000,2005-11-25 00:00:00.000,2005-11-20 00:00:00.000,Germany11
477,20080327,20080408,20080403,19554,1,19,6,SO66988,3,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2008-03-27 00:00:00.000,2008-04-08 00:00:00.000,2008-04-03 00:00:00.000,Canada3
311,20050722,20050803,20050729,11607,1,39,7,SO43786,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2005-07-22 00:00:00.000,2005-08-03 00:00:00.000,2005-07-29 00:00:00.000,France7
535,20080406,20080418,20080413,26246,1,100,4,SO67709,1,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,,,2008-04-06 00:00:00.000,2008-04-18 00:00:00.000,2008-04-13 00:00:00.000,Southwest4
214,20080719,20080731,20080726,13961,1,100,9,SO74719,4,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,2008-07-19 00:00:00.000,2008-07-31 00:00:00.000,2008-07-26 00:00:00.000,Australia7
476,20070805,20070817,20070812,15157,1,19,6,SO52091,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,,,2007-08-05 00:00:00.000,2007-08-17 00:00:00.000,2007-08-12 00:00:00.000,Canada8
538,20080705,20080717,20080712,21113,1,100,7,SO74302,1,1,1,21.49,21.49,0,0,8.0373,8.0373,21.49,1.7192,0.5373,,,2008-07-05 00:00:00.000,2008-07-17 00:00:00.000,2008-07-12 00:00:00.000,France7
478,20080324,20080405,20080331,20486,1,100,4,SO66798,1,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,,,2008-03-24 00:00:00.000,2008-04-05 00:00:00.000,2008-03-31 00:00:00.000,Southwest3
484,20080528,20080609,20080604,13226,1,100,1,SO71541,3,1,1,7.95,7.95,0,0,2.9733,2.9733,7.95,0.636,0.1988,,,2008-05-28 00:00:00.000,2008-06-09 00:00:00.000,2008-06-04 00:00:00.000,Northwest5
225,20080515,20080527,20080522,11951,1,6,9,SO70600,1,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,,,2008-05-15 00:00:00.000,2008-05-27 00:00:00.000,2008-05-22 00:00:00.000,Australia5
384,20071204,20071216,20071211,19116,2,19,6,SO59337,1,1,1,1120.49,1120.49,0,0,713.0798,713.0798,1120.49,89.6392,28.0123,,,2007-12-04 00:00:00.000,2007-12-16 00:00:00.000,2007-12-11 00:00:00.000,Canada12
478,20080316,20080328,20080323,19640,1,19,6,SO66296,2,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,,,2008-03-16 00:00:00.000,2008-03-28 00:00:00.000,2008-03-23 00:00:00.000,Canada3
313,20060511,20060523,20060518,11983,1,100,4,SO46179,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2006-05-11 00:00:00.000,2006-05-23 00:00:00.000,2006-05-18 00:00:00.000,Southwest5
598,20080417,20080429,20080424,15649,1,100,8,SO68409,1,1,1,539.99,539.99,0,0,294.5797,294.5797,539.99,43.1992,13.4998,,,2008-04-17 00:00:00.000,2008-04-29 00:00:00.000,2008-04-24 00:00:00.000,Germany4
477,20071021,20071102,20071028,17694,1,100,4,SO56456,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2007-10-21 00:00:00.000,2007-11-02 00:00:00.000,2007-10-28 00:00:00.000,Southwest10
373,20070105,20070117,20070112,23118,1,6,9,SO48833,1,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,,,2007-01-05 00:00:00.000,2007-01-17 00:00:00.000,2007-01-12 00:00:00.000,Australia1
479,20080308,20080320,20080315,18653,1,100,1,SO65789,3,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,,,2008-03-08 00:00:00.000,2008-03-20 00:00:00.000,2008-03-15 00:00:00.000,Northwest3
475,20080512,20080524,20080519,11501,1,19,6,SO70396,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,,,2008-05-12 00:00:00.000,2008-05-24 00:00:00.000,2008-05-19 00:00:00.000,Canada5
355,20080622,20080704,20080629,15059,1,98,10,SO73511,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,,2008-06-22 00:00:00.000,2008-07-04 00:00:00.000,2008-06-29 00:00:00.000,United Kingdom6
576,20080206,20080218,20080213,26487,1,100,1,SO63682,1,1,1,2384.07,2384.07,0,0,1481.9379,1481.9379,2384.07,190.7256,59.6018,,,2008-02-06 00:00:00.000,2008-02-18 00:00:00.000,2008-02-13 00:00:00.000,Northwest2
477,20070904,20070916,20070911,16225,1,100,4,SO53825,3,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2007-09-04 00:00:00.000,2007-09-16 00:00:00.000,2007-09-11 00:00:00.000,Southwest9
484,20080402,20080414,20080409,16785,1,100,1,SO67458,4,1,1,7.95,7.95,0,0,2.9733,2.9733,7.95,0.636,0.1988,,,2008-04-02 00:00:00.000,2008-04-14 00:00:00.000,2008-04-09 00:00:00.000,Northwest4
217,20080327,20080408,20080403,23980,1,100,7,SO66982,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,2008-03-27 00:00:00.000,2008-04-08 00:00:00.000,2008-04-03 00:00:00.000,France3
480,20071031,20071112,20071107,27496,1,6,9,SO56964,3,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,2007-10-31 00:00:00.000,2007-11-12 00:00:00.000,2007-11-07 00:00:00.000,Australia10
225,20080509,20080521,20080516,28975,1,100,4,SO70174,3,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,,,2008-05-09 00:00:00.000,2008-05-21 00:00:00.000,2008-05-16 00:00:00.000,Southwest5
588,20080115,20080127,20080122,14590,1,100,4,SO62128,1,1,1,769.49,769.49,0,0,419.7784,419.7784,769.49,61.5592,19.2373,,,2008-01-15 00:00:00.000,2008-01-27 00:00:00.000,2008-01-22 00:00:00.000,Southwest1
488,20071014,20071026,20071021,14098,1,100,1,SO56105,3,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,,,2007-10-14 00:00:00.000,2007-10-26 00:00:00.000,2007-10-21 00:00:00.000,Northwest10
387,20070507,20070519,20070514,14451,1,100,4,SO50405,1,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,,,2007-05-07 00:00:00.000,2007-05-19 00:00:00.000,2007-05-14 00:00:00.000,Southwest5
528,20071205,20071217,20071212,26125,1,100,1,SO59354,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2007-12-05 00:00:00.000,2007-12-17 00:00:00.000,2007-12-12 00:00:00.000,Northwest12
528,20070902,20070914,20070909,11142,1,19,6,SO53684,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2007-09-02 00:00:00.000,2007-09-14 00:00:00.000,2007-09-09 00:00:00.000,Canada9
485,20071230,20080111,20080106,18573,1,19,6,SO61060,1,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,,2007-12-30 00:00:00.000,2008-01-11 00:00:00.000,2008-01-06 00:00:00.000,Canada12
375,20060712,20060724,20060719,13161,1,100,1,SO46772,1,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391,,,2006-07-12 00:00:00.000,2006-07-24 00:00:00.000,2006-07-19 00:00:00.000,Northwest7
357,20080305,20080317,20080312,18140,1,100,8,SO65561,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,,2008-03-05 00:00:00.000,2008-03-17 00:00:00.000,2008-03-12 00:00:00.000,Germany3
360,20060801,20060813,20060808,12685,1,6,9,SO47075,1,1,1,2049.0982,2049.0982,0,0,1105.81,1105.81,2049.0982,163.9279,51.2275,,,2006-08-01 00:00:00.000,2006-08-13 00:00:00.000,2006-08-08 00:00:00.000,Australia8
463,20080109,20080121,20080116,14087,1,6,9,SO61732,2,1,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,,,2008-01-09 00:00:00.000,2008-01-21 00:00:00.000,2008-01-16 00:00:00.000,Australia1
314,20060626,20060708,20060703,13555,1,100,7,SO46573,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2006-06-26 00:00:00.000,2006-07-08 00:00:00.000,2006-07-03 00:00:00.000,France6
310,20060417,20060429,20060424,14803,1,100,8,SO45924,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2006-04-17 00:00:00.000,2006-04-29 00:00:00.000,2006-04-24 00:00:00.000,Germany4
385,20070320,20070401,20070327,25106,1,6,9,SO49737,1,1,1,1000.4375,1000.4375,0,0,605.6492,605.6492,1000.4375,80.035,25.0109,,,2007-03-20 00:00:00.000,2007-04-01 00:00:00.000,2007-03-27 00:00:00.000,Australia3
336,20051115,20051127,20051122,14639,1,100,4,SO44661,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,,,2005-11-15 00:00:00.000,2005-11-27 00:00:00.000,2005-11-22 00:00:00.000,Southwest11
480,20080615,20080627,20080622,13726,1,100,4,SO73005,3,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,2008-06-15 00:00:00.000,2008-06-27 00:00:00.000,2008-06-22 00:00:00.000,Southwest6
484,20080603,20080615,20080610,11211,1,19,6,SO72080,3,1,1,7.95,7.95,0,0,2.9733,2.9733,7.95,0.636,0.1988,,,2008-06-03 00:00:00.000,2008-06-15 00:00:00.000,2008-06-10 00:00:00.000,Canada6
541,20070910,20070922,20070917,11091,1,19,6,SO54113,2,1,1,28.99,28.99,0,0,10.8423,10.8423,28.99,2.3192,0.7248,,,2007-09-10 00:00:00.000,2007-09-22 00:00:00.000,2007-09-17 00:00:00.000,Canada9
479,20080119,20080131,20080126,23101,1,6,9,SO62394,2,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,,,2008-01-19 00:00:00.000,2008-01-31 00:00:00.000,2008-01-26 00:00:00.000,Australia1
541,20080119,20080131,20080126,27311,1,100,7,SO62369,1,1,1,28.99,28.99,0,0,10.8423,10.8423,28.99,2.3192,0.7248,,,2008-01-19 00:00:00.000,2008-01-31 00:00:00.000,2008-01-26 00:00:00.000,France1
467,20080417,20080429,20080424,27456,1,100,1,SO68419,3,1,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,,,2008-04-17 00:00:00.000,2008-04-29 00:00:00.000,2008-04-24 00:00:00.000,Northwest4
390,20071008,20071020,20071015,16520,1,6,9,SO55736,1,1,1,1120.49,1120.49,0,0,713.0798,713.0798,1120.49,89.6392,28.0123,,,2007-10-08 00:00:00.000,2007-10-20 00:00:00.000,2007-10-15 00:00:00.000,Australia10
562,20080324,20080405,20080331,12677,1,6,9,SO66827,1,1,1,2384.07,2384.07,0,0,1481.9379,1481.9379,2384.07,190.7256,59.6018,,,2008-03-24 00:00:00.000,2008-04-05 00:00:00.000,2008-03-31 00:00:00.000,Australia3
382,20080607,20080619,20080614,22137,1,100,4,SO72429,1,1,1,1120.49,1120.49,0,0,713.0798,713.0798,1120.49,89.6392,28.0123,,,2008-06-07 00:00:00.000,2008-06-19 00:00:00.000,2008-06-14 00:00:00.000,Southwest6
353,20070922,20071004,20070929,11465,2,6,9,SO54809,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,,2007-09-22 00:00:00.000,2007-10-04 00:00:00.000,2007-09-29 00:00:00.000,Australia9
535,20080329,20080410,20080405,25860,1,100,4,SO67095,1,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,,,2008-03-29 00:00:00.000,2008-04-10 00:00:00.000,2008-04-05 00:00:00.000,Southwest3
217,20071022,20071103,20071029,12644,1,98,10,SO56483,4,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,2007-10-22 00:00:00.000,2007-11-03 00:00:00.000,2007-10-29 00:00:00.000,United Kingdom10
313,20051231,20060112,20060107,14792,1,98,10,SO45031,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2005-12-31 00:00:00.000,2006-01-12 00:00:00.000,2006-01-07 00:00:00.000,United Kingdom12
528,20071129,20071211,20071206,26455,1,100,1,SO58789,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2007-11-29 00:00:00.000,2007-12-11 00:00:00.000,2007-12-06 00:00:00.000,Northwest11
384,20080415,20080427,20080422,21478,1,100,4,SO68336,1,1,1,1120.49,1120.49,0,0,713.0798,713.0798,1120.49,89.6392,28.0123,,,2008-04-15 00:00:00.000,2008-04-27 00:00:00.000,2008-04-22 00:00:00.000,Southwest4
528,20080216,20080228,20080223,14936,1,100,7,SO64272,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2008-02-16 00:00:00.000,2008-02-28 00:00:00.000,2008-02-23 00:00:00.000,France2
537,20080116,20080128,20080123,22204,1,6,9,SO62162,2,1,1,35.0,35.0,0,0,13.09,13.09,35.0,2.8,0.875,,,2008-01-16 00:00:00.000,2008-01-28 00:00:00.000,2008-01-23 00:00:00.000,Australia1
574,20071207,20071219,20071214,25901,1,100,4,SO59562,2,1,1,2384.07,2384.07,0,0,1481.9379,1481.9379,2384.07,190.7256,59.6018,,,2007-12-07 00:00:00.000,2007-12-19 00:00:00.000,2007-12-14 00:00:00.000,Southwest12
530,20080604,20080616,20080611,27705,1,6,9,SO72133,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2008-06-04 00:00:00.000,2008-06-16 00:00:00.000,2008-06-11 00:00:00.000,Australia6
574,20071011,20071023,20071018,24809,1,100,4,SO55963,1,1,1,2384.07,2384.07,0,0,1481.9379,1481.9379,2384.07,190.7256,59.6018,,,2007-10-11 00:00:00.000,2007-10-23 00:00:00.000,2007-10-18 00:00:00.000,Southwest10
310,20051027,20051108,20051103,17923,1,6,9,SO44453,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2005-10-27 00:00:00.000,2005-11-08 00:00:00.000,2005-11-03 00:00:00.000,Australia10
214,20071117,20071129,20071124,22796,1,100,7,SO58104,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,2007-11-17 00:00:00.000,2007-11-29 00:00:00.000,2007-11-24 00:00:00.000,France11
536,20080324,20080405,20080331,15039,1,6,9,SO66770,1,1,1,29.99,29.99,0,0,11.2163,11.2163,29.99,2.3992,0.7498,,,2008-03-24 00:00:00.000,2008-04-05 00:00:00.000,2008-03-31 00:00:00.000,Australia3
537,20080516,20080528,20080523,11978,1,100,4,SO70703,1,1,1,35.0,35.0,0,0,13.09,13.09,35.0,2.8,0.875,,,2008-05-16 00:00:00.000,2008-05-28 00:00:00.000,2008-05-23 00:00:00.000,Southwest5
490,20080616,20080628,20080623,29413,1,98,7,SO73062,1,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,,,2008-06-16 00:00:00.000,2008-06-28 00:00:00.000,2008-06-23 00:00:00.000,France6
541,20070927,20071009,20071004,28952,1,6,9,SO55080,2,1,1,28.99,28.99,0,0,10.8423,10.8423,28.99,2.3192,0.7248,,,2007-09-27 00:00:00.000,2007-10-09 00:00:00.000,2007-10-04 00:00:00.000,Australia9
353,20080126,20080207,20080202,12094,1,100,4,SO62804,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,,2008-01-26 00:00:00.000,2008-02-07 00:00:00.000,2008-02-02 00:00:00.000,Southwest1
478,20080116,20080128,20080123,19801,1,19,6,SO62198,3,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,,,2008-01-16 00:00:00.000,2008-01-28 00:00:00.000,2008-01-23 00:00:00.000,Canada1
485,20080327,20080408,20080403,13333,1,100,4,SO66991,1,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,,2008-03-27 00:00:00.000,2008-04-08 00:00:00.000,2008-04-03 00:00:00.000,Southwest3
231,20070811,20070823,20070818,11843,1,100,1,SO52376,1,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,,,2007-08-11 00:00:00.000,2007-08-23 00:00:00.000,2007-08-18 00:00:00.000,Northwest8
535,20071001,20071013,20071008,26688,1,100,1,SO55346,1,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,,,2007-10-01 00:00:00.000,2007-10-13 00:00:00.000,2007-10-08 00:00:00.000,Northwest10
540,20070925,20071007,20071002,23804,1,100,1,SO54947,2,1,1,32.6,32.6,0,0,12.1924,12.1924,32.6,2.608,0.815,,,2007-09-25 00:00:00.000,2007-10-07 00:00:00.000,2007-10-02 00:00:00.000,Northwest9
313,20051223,20060104,20051230,29010,1,100,4,SO44977,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2005-12-23 00:00:00.000,2006-01-04 00:00:00.000,2005-12-30 00:00:00.000,Southwest12
530,20071127,20071209,20071204,26690,1,100,4,SO58653,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2007-11-27 00:00:00.000,2007-12-09 00:00:00.000,2007-12-04 00:00:00.000,Southwest11
537,20070828,20070909,20070904,11735,1,100,1,SO53274,1,1,1,35.0,35.0,0,0,13.09,13.09,35.0,2.8,0.875,,,2007-08-28 00:00:00.000,2007-09-09 00:00:00.000,2007-09-04 00:00:00.000,Northwest8
214,20070813,20070825,20070820,15330,1,100,1,SO52501,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,2007-08-13 00:00:00.000,2007-08-25 00:00:00.000,2007-08-20 00:00:00.000,Northwest8
361,20080404,20080416,20080411,19065,1,100,8,SO67582,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,,2008-04-04 00:00:00.000,2008-04-16 00:00:00.000,2008-04-11 00:00:00.000,Germany4
311,20060313,20060325,20060320,11266,1,100,1,SO45657,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2006-03-13 00:00:00.000,2006-03-25 00:00:00.000,2006-03-20 00:00:00.000,Northwest3
528,20071023,20071104,20071030,14878,1,100,1,SO56563,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2007-10-23 00:00:00.000,2007-11-04 00:00:00.000,2007-10-30 00:00:00.000,Northwest10
530,20070911,20070923,20070918,16314,1,98,10,SO54168,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,2007-09-11 00:00:00.000,2007-09-23 00:00:00.000,2007-09-18 00:00:00.000,United Kingdom9
474,20070830,20070911,20070906,14836,1,98,10,SO53380,2,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,,,2007-08-30 00:00:00.000,2007-09-11 00:00:00.000,2007-09-06 00:00:00.000,United Kingdom8
487,20071202,20071214,20071209,12566,1,98,10,SO59177,3,1,1,54.99,54.99,0,0,20.5663,20.5663,54.99,4.3992,1.3748,,,2007-12-02 00:00:00.000,2007-12-14 00:00:00.000,2007-12-09 00:00:00.000,United Kingdom12
372,20071109,20071121,20071116,20386,1,100,4,SO57664,1,1,1,2443.35,2443.35,0,0,1554.9479,1554.9479,2443.35,195.468,61.0838,,,2007-11-09 00:00:00.000,2007-11-21 00:00:00.000,2007-11-16 00:00:00.000,Southwest11
580,20071220,20080101,20071227,17150,1,100,1,SO60415,1,1,1,1700.99,1700.99,0,0,1082.51,1082.51,1700.99,136.0792,42.5248,,,2007-12-20 00:00:00.000,2008-01-01 00:00:00.000,2007-12-27 00:00:00.000,Northwest12
529,20080309,20080321,20080316,11210,1,100,4,SO65817,1,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,,2008-03-09 00:00:00.000,2008-03-21 00:00:00.000,2008-03-16 00:00:00.000,Southwest3
