Year,County and Region,Disposable Income per Person,Disposable Income per Person (excluding Rent),Inter-annual variation,Total Income per Person
2002,Wexford,13611.0,13156.0,0.0742222585122887,17939.0
2002,Wicklow,15522.0,14781.0,0.1093515460822575,21529.0
2003,Carlow,14132.0,13572.0,0.0570093457943925,18604.0
2003,Cavan,14012.0,13653.0,0.05985095482068,18722.0
2003,Clare,14927.0,14460.0,0.0540126831401705,20082.0
2003,Cork,15500.0,14852.0,0.0554292211483797,21330.0
2003,Donegal,12805.0,12414.0,0.0556122448979591,16219.0
2003,Dublin,17947.0,16649.0,0.0557387444514901,25733.0
2003,Galway,15139.0,14363.0,0.0796812749003984,20183.0
2003,Kerry,13754.0,13297.0,0.0618910717137837,17934.0
2003,Kildare,16564.0,15852.0,0.0512633463757543,23842.0
2003,Kilkenny,14331.0,13848.0,0.0640848317196864,18912.0
2003,Laois,14691.0,14285.0,0.0850740600075959,20213.0
2003,Leitrim,14363.0,13889.0,0.0726753166512202,18728.0
2003,Limerick,15836.0,15244.0,0.0665360666060309,21176.0
2003,Longford,15329.0,14962.0,0.0698605648909545,19953.0
2003,Louth,15483.0,14945.0,0.0500983698707138,22082.0
2003,Mayo,14422.0,13988.0,0.0654276791834869,18850.0
2003,Meath,15598.0,14966.0,0.0707591042426844,22122.0
2003,Midland,15071.0,14649.0,0.0816658052130251,20511.0
2003,Monaghan,14189.0,13807.0,0.0589814388709924,18613.0
2003,Offaly,14706.0,14305.0,0.0812547241118669,19815.0
2003,Roscommon,14675.0,14249.0,0.0586181277860326,19059.0
2003,Sligo,14874.0,14383.0,0.0715988675309193,19905.0
2003,Tipperary,15040.0,14627.0,0.0600811711842296,19894.0
2003,Waterford,15610.0,15153.0,0.0464779005524861,21360.0
2003,Westmeath,15594.0,15118.0,0.0846606399770411,21611.0
2003,Wexford,14491.0,14017.0,0.0654454241410763,19296.0
2003,Wicklow,16295.0,15569.0,0.053311683918544,22577.0
2004,Carlow,15146.0,14756.0,0.0872384320660182,20133.0
2004,Cavan,15480.0,15269.0,0.1183622647037281,20739.0
2004,Clare,15455.0,15150.0,0.0477178423236514,21288.0
2004,Cork,16536.0,16093.0,0.0835577699973067,22913.0
2004,Donegal,13671.0,13415.0,0.0806347671983244,17525.0
2004,Dublin,18529.0,17525.0,0.0526157727190822,27260.0
2004,Galway,16090.0,15551.0,0.0827125252384599,21985.0
2004,Kerry,14461.0,14148.0,0.0639993983605324,19132.0
2004,Kildare,17507.0,17017.0,0.0734923038102447,25626.0
2004,Kilkenny,14769.0,14435.0,0.0423887926054303,20041.0
2004,Laois,15975.0,15726.0,0.1008750437521876,21966.0
2004,Leitrim,15964.0,15694.0,0.1299589603283173,20911.0
2004,Limerick,16309.0,15920.0,0.0443453161899763,22321.0
2004,Longford,15801.0,15584.0,0.0415719823553,21199.0
2004,Louth,17203.0,16848.0,0.127333556373369,23191.0
2004,Mayo,15176.0,14900.0,0.0651987417786674,20177.0
2004,Meath,16892.0,16483.0,0.1013630896699184,24305.0
2004,Midland,15992.0,15728.0,0.0736569049081848,21747.0
2004,Monaghan,15587.0,15367.0,0.1129861664373144,20722.0
2004,Offaly,15748.0,15495.0,0.083187696609577,21220.0
2004,Roscommon,15360.0,15088.0,0.0588813250052635,20576.0
2004,Sligo,15923.0,15630.0,0.0866995758882013,21673.0
2004,Tipperary,15778.0,15515.0,0.0607096465440623,21144.0
2004,Waterford,16839.0,16566.0,0.093248861611562,22835.0
2004,Westmeath,16306.0,15997.0,0.0581426114565418,22272.0
2004,Wexford,15621.0,15287.0,0.0906042662481272,20681.0
2004,Wicklow,16567.0,16072.0,0.0323077911233862,23956.0
2005,Carlow,16398.0,15939.0,0.0801707779886148,21832.0
2005,Cavan,16984.0,16660.0,0.0910996135961752,22787.0
2005,Clare,16902.0,16507.0,0.0895709570957095,23322.0
2005,Cork,17970.0,17445.0,0.0840116820978065,24975.0
2005,Donegal,14388.0,14058.0,0.0479314200521803,18432.0
2005,Dublin,19641.0,18579.0,0.0601426533523537,29034.0
2005,Galway,17242.0,16647.0,0.0704777827792424,23613.0
2005,Kerry,15614.0,15222.0,0.0759117896522476,20710.0
2005,Kildare,18555.0,17959.0,0.0553564082975847,27245.0
2005,Kilkenny,15981.0,15562.0,0.0780741253896778,21746.0
2005,Laois,16951.0,16576.0,0.0540506168129212,23289.0
2005,Leitrim,17298.0,16951.0,0.0800943035554989,22747.0
2005,Limerick,17551.0,17095.0,0.0738065326633165,24079.0
2005,Longford,16972.0,16658.0,0.0689168377823408,22863.0
2005,Louth,18428.0,17980.0,0.0671889838556505,24905.0
2005,Mayo,16270.0,15905.0,0.0674496644295302,21594.0
2005,Meath,18505.0,17998.0,0.0919128799369047,26833.0
2005,Midland,17016.0,16644.0,0.0582400813835198,23162.0
2005,Monaghan,16786.0,16456.0,0.0708661417322834,22379.0
2005,Offaly,16906.0,16544.0,0.0676992578251048,22817.0
2005,Roscommon,16994.0,16629.0,0.1021341463414634,22855.0
2005,Sligo,16832.0,16443.0,0.0520153550863723,22823.0
2005,Tipperary,17045.0,16685.0,0.0754108926844988,22904.0
2005,Waterford,17727.0,17346.0,0.0470843897138717,24007.0
2005,Westmeath,17185.0,16781.0,0.0490091892229793,23493.0
2005,Wexford,17023.0,16598.0,0.0857591417544318,22617.0
2005,Wicklow,17282.0,16703.0,0.0392608262817322,25030.0
2006,Carlow,17574.0,16807.0,0.0544576196750109,23641.0
2006,Cavan,17752.0,17073.0,0.0247899159663865,23986.0
2006,Clare,17651.0,16905.0,0.0241109832192403,24549.0
2006,Cork,18625.0,17735.0,0.0166236744052737,26208.0
2006,Donegal,15086.0,14512.0,0.032294778773652,19682.0
2006,Dublin,20409.0,18945.0,0.0196996609074761,30599.0
2006,Galway,18246.0,17319.0,0.0403676338078933,25062.0
2006,Kerry,16391.0,15697.0,0.0312048351070818,21930.0
2006,Kildare,19689.0,18677.0,0.0399799543404421,29278.0
2006,Kilkenny,17420.0,16672.0,0.0713275928543889,24062.0
2006,Laois,17830.0,17098.0,0.0314913127413127,24702.0
2006,Leitrim,18015.0,17352.0,0.0236564214500619,24021.0
2006,Limerick,18465.0,17673.0,0.0338110558642878,25532.0
2006,Longford,17540.0,16903.0,0.014707647976948,23750.0
2006,Louth,18903.0,18097.0,0.0065072302558398,25565.0
2006,Mayo,16517.0,15842.0,-0.0039610185476265,22015.0
2006,Meath,19959.0,19028.0,0.0572285809534392,29418.0
2006,Midland,17562.0,16851.0,0.0124369142033165,24093.0
2006,Monaghan,16923.0,16255.0,-0.0122143898881866,22727.0
2006,Offaly,17492.0,16789.0,0.014808994197292,23841.0
2006,Roscommon,17609.0,16895.0,0.0159961513019423,23781.0
2006,Sligo,17344.0,16633.0,0.0115550690263333,23682.0
2006,Tipperary,18188.0,17484.0,0.0478873239436619,24730.0
2006,Waterford,18091.0,17370.0,0.0013836042891732,24742.0
2006,Westmeath,17416.0,16681.0,-0.0059591204338239,23967.0
2006,Wexford,18421.0,17657.0,0.0638028678153994,24725.0
2006,Wicklow,17836.0,16901.0,0.0118541579357001,26228.0
2007,Carlow,18995.0,17728.0,0.0547985958231689,25447.0
2007,Cavan,19172.0,18011.0,0.054940549405494,25956.0
2007,Clare,18865.0,17629.0,0.0428275658089322,26141.0
2007,Cork,19674.0,18221.0,0.0274034395263603,27535.0
2007,Donegal,15993.0,15046.0,0.0367971334068357,20688.0
2007,Dublin,21569.0,19597.0,0.0344154130377408,32294.0
2007,Galway,19277.0,17758.0,0.0253478838270107,26453.0
2007,Kerry,17199.0,16056.0,0.0228706122188953,22876.0
2007,Kildare,20560.0,18923.0,0.0131712801841837,30375.0
2007,Kilkenny,18771.0,17543.0,0.052243282149712,25857.0
2007,Laois,18706.0,17483.0,0.0225172534799391,25907.0
2007,Leitrim,18828.0,17692.0,0.0195942830797602,25201.0
2007,Limerick,19440.0,18154.0,0.0272166581791433,26673.0
2007,Longford,18284.0,17236.0,0.0197006448559427,24470.0
2007,Louth,20138.0,18823.0,0.0401171464883682,27112.0
2007,Mayo,17260.0,16154.0,0.0196944830198207,22954.0
2007,Meath,21149.0,19608.0,0.0304813958377128,30930.0
2007,Midland,18275.0,17116.0,0.0157260696694558,24901.0
2007,Monaghan,17958.0,16870.0,0.0378345124577053,23884.0
2007,Offaly,17889.0,16760.0,-0.00172732146048,24136.0
2007,Roscommon,18081.0,16889.0,-0.0003551346552234,24330.0
2007,Sligo,18366.0,17172.0,0.032405459027235,25044.0
2007,Tipperary,19320.0,18171.0,0.039293067947838,26139.0
2007,Waterford,19413.0,18224.0,0.0491652274035693,26516.0
2007,Westmeath,18261.0,17078.0,0.0237995324021341,24942.0
2007,Wexford,20068.0,18807.0,0.0651299767797474,26991.0
2007,Wicklow,18797.0,17282.0,0.022543044790249,27554.0
2008,Carlow,20055.0,18570.0,0.0474954873646209,26132.0
2008,Cavan,20043.0,18719.0,0.0393093109766254,26124.0
2008,Clare,20184.0,18781.0,0.06534687163197,27051.0
2008,Cork,20816.0,19132.0,0.0499972559135063,28239.0
2008,Donegal,17038.0,15912.0,0.0575568257344144,21460.0
2008,Dublin,22802.0,20491.0,0.0456192274327703,32836.0
2008,Galway,20717.0,18921.0,0.0654916094154747,27571.0
2008,Kerry,18186.0,16862.0,0.0501993024414549,23503.0
2008,Kildare,21734.0,19905.0,0.0518945198964223,30915.0
2008,Kilkenny,19980.0,18597.0,0.0600809439662543,26769.0
2008,Laois,19829.0,18424.0,0.0538237144654807,26729.0
2008,Leitrim,20362.0,19066.0,0.0776622202125254,26361.0
2008,Limerick,20248.0,18779.0,0.0344276743417428,26929.0
2008,Longford,19268.0,18040.0,0.0466465537247621,25088.0
2008,Louth,21276.0,19796.0,0.0516920788397173,27663.0
2008,Mayo,18494.0,17209.0,0.0653089018199826,23942.0
2008,Meath,22248.0,20563.0,0.048704610363117,31558.0
2008,Midland,19178.0,17864.0,0.0437017994858611,25327.0
2008,Monaghan,18567.0,17363.0,0.0292234736218138,23867.0
2008,Offaly,18634.0,17388.0,0.0374701670644391,24321.0
2008,Roscommon,19507.0,18147.0,0.0744863520634732,25233.0
2008,Sligo,19158.0,17799.0,0.0365129280223619,25275.0
2008,Tipperary,19646.0,18312.0,0.0077596169720983,25572.0
2008,Waterford,20199.0,18874.0,0.035667251975417,26688.0
2008,Westmeath,19090.0,17751.0,0.0394074247569973,25176.0
2008,Wexford,21199.0,19747.0,0.0499813899080129,27625.0
2008,Wicklow,19722.0,17992.0,0.0410832079620414,27747.0
2009,Carlow,18590.0,17880.0,-0.0371567043618739,24440.0
2009,Cavan,18828.0,18254.0,-0.024841070570009,24674.0
2009,Clare,18535.0,17904.0,-0.0466961290666098,24944.0
2009,Cork,19399.0,18605.0,-0.0275454735521639,26594.0
2009,Donegal,16395.0,15860.0,-0.0032679738562091,20756.0
2009,Dublin,21039.0,19907.0,-0.0285003172124347,30602.0
2009,Galway,19489.0,18625.0,-0.0156439934464351,26107.0
2009,Kerry,17185.0,16563.0,-0.0177321788637172,22395.0
2009,Kildare,19993.0,19197.0,-0.0355689525244913,28598.0
2009,Kilkenny,18265.0,17641.0,-0.0514061407753938,24588.0
2009,Laois,18374.0,17754.0,-0.0363656100738167,24995.0
2009,Leitrim,19134.0,18567.0,-0.0261722437847477,25058.0
2009,Limerick,19030.0,18351.0,-0.0227914159433409,25473.0
2009,Longford,17894.0,17350.0,-0.0382483370288248,23252.0
2009,Louth,19839.0,19175.0,-0.031369973732067,26126.0
2009,Mayo,17665.0,17071.0,-0.0080190597942936,23134.0
2009,Meath,20213.0,19491.0,-0.0521324709429558,28616.0
2009,Midland,17838.0,17252.0,-0.0342588446036721,23611.0
2009,Monaghan,16832.0,16295.0,-0.0615101077002822,21654.0
2009,Offaly,17076.0,16515.0,-0.0502070393374741,22298.0
2009,Roscommon,18352.0,17739.0,-0.0224830550504215,23850.0
2009,Sligo,18145.0,17540.0,-0.0145513792909714,24211.0
2009,Tipperary,18700.0,18089.0,-0.0121778069025775,24584.0
2009,Waterford,18686.0,18087.0,-0.0416975733813712,24590.0
2009,Westmeath,18051.0,17453.0,-0.0167877866035716,23798.0
2009,Wexford,19565.0,18882.0,-0.0438041221451359,25380.0
2009,Wicklow,17811.0,17008.0,-0.0546909737661182,25765.0
2010,Carlow,18372.0,17045.0,-0.0467002237136465,23384.0
2010,Cavan,18189.0,17019.0,-0.067656404075819,23447.0
2010,Clare,18156.0,16883.0,-0.0570263628239499,24169.0
2010,Cork,19085.0,17573.0,-0.0554689599570008,25654.0
2010,Donegal,15940.0,14922.0,-0.0591424968474148,19802.0
2010,Dublin,20384.0,18359.0,-0.07776159140001,29178.0
2010,Galway,19022.0,17465.0,-0.0622818791946308,25102.0
2010,Kerry,16712.0,15522.0,-0.0628509328020286,21483.0
2010,Kildare,19003.0,17453.0,-0.0908475282596239,26630.0
2010,Kilkenny,17367.0,16108.0,-0.0868998356102261,22786.0
2010,Laois,17766.0,16534.0,-0.0687169088656077,23346.0
2010,Leitrim,18954.0,17811.0,-0.0407174018419777,24055.0
2010,Limerick,19155.0,17830.0,-0.0283908233883712,25397.0
2010,Longford,17159.0,16108.0,-0.0715850144092219,21997.0
2010,Louth,18773.0,17461.0,-0.0893872229465449,24097.0
2010,Mayo,17396.0,16223.0,-0.0496748872356628,22324.0
2010,Meath,19258.0,17777.0,-0.087938022677133,26870.0
2010,Midland,17178.0,16030.0,-0.0708323672617667,22317.0
2010,Monaghan,16388.0,15342.0,-0.0584841976066278,20762.0
2010,Offaly,16274.0,15182.0,-0.0807145019679079,20867.0
2010,Roscommon,17622.0,16417.0,-0.0745250577822876,22763.0
2010,Sligo,17701.0,16498.0,-0.0594070695553021,23105.0
2010,Tipperary,18265.0,17036.0,-0.0582121731438996,23674.0
2010,Waterford,18123.0,16915.0,-0.0647979211588433,23564.0
2010,Westmeath,17507.0,16335.0,-0.064057755113734,22899.0
2010,Wexford,18999.0,17687.0,-0.0632877873106662,24144.0
2010,Wicklow,17488.0,15985.0,-0.0601481655691439,24544.0
2011,Carlow,17365.0,16270.0,-0.0454678791434438,22705.0
2011,Cavan,15789.0,14973.0,-0.1202185792349726,21081.0
2011,Clare,16286.0,15268.0,-0.0956583545578392,22483.0
2011,Cork,17584.0,16306.0,-0.072099243157116,24717.0
2011,Donegal,15009.0,14164.0,-0.0507974802305321,19136.0
2011,Dublin,19322.0,17508.0,-0.0463532872160793,29072.0
2011,Galway,16760.0,15487.0,-0.1132550815917549,22916.0
2011,Kerry,15987.0,14985.0,-0.0345960572091225,21237.0
2011,Kildare,17407.0,16087.0,-0.0782673465879791,25449.0
2011,Kilkenny,16041.0,14973.0,-0.070461882294512,21903.0
2011,Laois,16014.0,15103.0,-0.08654892947865,21950.0
2011,Leitrim,17102.0,16315.0,-0.0839930380102184,22464.0
2011,Limerick,19779.0,18673.0,0.047279865395401,27417.0
2011,Longford,16169.0,15411.0,-0.0432704246337223,20877.0
2011,Louth,16805.0,15684.0,-0.1017696580951835,22614.0
2011,Mayo,16382.0,15365.0,-0.0528878752388584,21581.0
2011,Meath,16704.0,15532.0,-0.1262867750464082,24325.0
2011,Midland,15947.0,15022.0,-0.062882096069869,21384.0
2011,Monaghan,16001.0,15133.0,-0.0136227349758831,21184.0
2011,Offaly,15389.0,14451.0,-0.0481491239625872,20375.0
2011,Roscommon,15839.0,14907.0,-0.0919778278613632,21174.0
2011,Sligo,16725.0,15717.0,-0.0473390714025942,22427.0
2011,Tipperary,17261.0,16270.0,-0.0449636064803944,23006.0
2011,Waterford,17161.0,16115.0,-0.0472953000295595,23034.0
2011,Westmeath,16282.0,15279.0,-0.0646464646464646,21981.0
2011,Wexford,16561.0,15507.0,-0.1232543676146322,21573.0
2011,Wicklow,17053.0,15618.0,-0.0229590240850797,24739.0
2012,Carlow,17809.0,16650.0,0.0233558696988322,23335.0
2012,Cavan,16107.0,15233.0,0.0173645895946036,21571.0
2012,Clare,16729.0,15682.0,0.0271155357610689,23243.0
2012,Cork,18002.0,16733.0,0.0261866797497853,25561.0
2012,Donegal,15167.0,14252.0,0.0062129341993787,19321.0
2012,Dublin,20008.0,18253.0,0.0425519762394334,30456.0
2012,Galway,17461.0,16161.0,0.0435203719248401,24115.0
2012,Kerry,16575.0,15511.0,0.0351017684351017,22161.0
2012,Kildare,17989.0,16715.0,0.0390377323304531,26500.0
2012,Kilkenny,16459.0,15396.0,0.0282508515327589,22601.0
2012,Laois,16253.0,15342.0,0.0158246705952459,22317.0
2012,Leitrim,17425.0,16534.0,0.0134232301562978,22918.0
2012,Limerick,20010.0,18907.0,0.0125314625394955,27936.0
2012,Longford,16760.0,15906.0,0.032119914346895,21736.0
2012,Louth,17183.0,16062.0,0.0241009946442234,23135.0
2012,Mayo,16784.0,15727.0,0.0235600390497884,22239.0
2012,Meath,17156.0,16040.0,0.0327066701004378,25266.0
2012,Midland,16337.0,15386.0,0.0242311276794035,21967.0
2012,Monaghan,15506.0,14598.0,-0.0353532016123703,20343.0
2012,Offaly,15739.0,14781.0,0.0228357899107328,20895.0
2012,Roscommon,16160.0,15180.0,0.0183135439726303,21701.0
2012,Sligo,17341.0,16274.0,0.0354393332060825,23413.0
2012,Tipperary,17430.0,16359.0,0.0054701905347264,23291.0
2012,Waterford,17698.0,16607.0,0.030530561588582,23855.0
2012,Westmeath,16756.0,15731.0,0.0295830878984226,22700.0
2012,Wexford,16982.0,15901.0,0.0254078803121171,22198.0
2012,Wicklow,17612.0,16210.0,0.0379049814316813,25740.0
2013,Carlow,17612.0,16092.0,-0.0335135135135135,23476.0
2013,Cavan,15931.0,14685.0,-0.0359745289831287,21508.0
2013,Clare,16157.0,14713.0,-0.0617905879352123,22570.0
2013,Cork,18084.0,16358.0,-0.0224108049961154,25935.0
2013,Donegal,14699.0,13512.0,-0.0519225371877631,18828.0
2013,Dublin,20152.0,17849.0,-0.0221333479428039,30785.0
2013,Galway,16802.0,15101.0,-0.0655900006187736,23406.0
2013,Kerry,16023.0,14597.0,-0.0589259235381342,21601.0
2013,Kildare,17705.0,15938.0,-0.0464851929404726,26156.0
2013,Kilkenny,16965.0,15502.0,0.006884905170174,23715.0
2013,Laois,16540.0,15227.0,-0.0074957632642419,22961.0
2013,Leitrim,16901.0,15634.0,-0.054433288980283,22440.0
2013,Limerick,19493.0,17901.0,-0.0532078066324641,27280.0
2013,Longford,16540.0,15347.0,-0.0351439708286181,21711.0
2013,Louth,16955.0,15464.0,-0.0372307309176939,23051.0
2013,Mayo,16132.0,14722.0,-0.0639028422458193,21553.0
2013,Meath,16834.0,15237.0,-0.0500623441396508,24759.0
2013,Midland,16280.0,14964.0,-0.027427531522163,22118.0
2013,Monaghan,15335.0,14095.0,-0.0344567749006713,20428.0
2013,Offaly,15672.0,14379.0,-0.0271970773290034,21026.0
2013,Roscommon,15503.0,14163.0,-0.06699604743083,20988.0
2013,Sligo,17028.0,15570.0,-0.043259186432346,23101.0
2013,Tipperary,18103.0,16641.0,0.0172382174949569,24512.0
2013,Waterford,17520.0,16045.0,-0.0338411513217318,23934.0
2013,Westmeath,16462.0,15065.0,-0.042336787235395,22485.0
2013,Wexford,16977.0,15551.0,-0.0220111942645116,22497.0
2013,Wicklow,17406.0,15554.0,-0.0404688463911165,25342.0
2014,Carlow,17844.0,16121.0,0.0018021377081779,24312.0
2014,Cavan,15982.0,14556.0,-0.0087844739530132,22084.0
2014,Clare,16259.0,14622.0,-0.0061850064568748,23013.0
2014,Cork,18036.0,16084.0,-0.0167502139625871,26192.0
2014,Donegal,14515.0,13181.0,-0.0244967436352871,18947.0
2014,Dublin,20693.0,18088.0,0.013390105888285,31767.0
2014,Galway,16877.0,14965.0,-0.0090060260909873,23836.0
2014,Kerry,16261.0,14647.0,0.0034253613756251,22383.0
2014,Kildare,18012.0,16003.0,0.0040783034257748,26914.0
2014,Kilkenny,17078.0,15413.0,-0.0057411946845568,24368.0
2014,Laois,16336.0,14841.0,-0.0253497077559598,23095.0
2014,Leitrim,16707.0,15267.0,-0.0234744787002686,22638.0
2014,Limerick,19534.0,17721.0,-0.0100553041729512,27838.0
2014,Longford,16094.0,14747.0,-0.0390955887144067,21476.0
2014,Louth,16789.0,15107.0,-0.0230858768753233,23203.0
2014,Mayo,16045.0,14453.0,-0.0182719739165874,21890.0
2014,Meath,17168.0,15345.0,0.0070880094506792,25691.0
2014,Midland,16139.0,14648.0,-0.0211173483025928,22287.0
2014,Monaghan,15520.0,14108.0,0.0009223128769067,21126.0
2014,Offaly,15585.0,14125.0,-0.0176646498365672,21287.0
2014,Roscommon,15666.0,14147.0,-0.0011297041587234,21612.0
2014,Sligo,16861.0,15214.0,-0.0228644829800899,23300.0
2014,Tipperary,17457.0,15811.0,-0.0498768102878432,24069.0
2014,Waterford,18122.0,16439.0,0.024555936428794,25266.0
2014,Westmeath,16469.0,14889.0,-0.0116827082641885,22789.0
2014,Wexford,17351.0,15728.0,0.0113819047006623,23524.0
2014,Wicklow,17730.0,15643.0,0.0057220007715057,26082.0
2015,Carlow,18930.0,17208.0,0.0674275789343092,26000.0
2015,Cavan,16601.0,15209.0,0.0448612256114317,23008.0
2015,Clare,16707.0,15093.0,0.0322117357406647,23705.0
2015,Cork,18441.0,16516.0,0.0268589903009201,26714.0
2015,Donegal,14848.0,13505.0,0.0245808360518928,19482.0
2015,Dublin,21592.0,19005.0,0.0506965944272445,33122.0
2015,Galway,17334.0,15416.0,0.0301369863013698,24473.0
2015,Kerry,16667.0,15066.0,0.0286065405885164,22960.0
2015,Kildare,19044.0,17061.0,0.0661126038867712,28557.0
2015,Kilkenny,17838.0,16215.0,0.0520339972750275,25534.0
2015,Laois,16465.0,15018.0,0.0119264200525571,23210.0
2015,Leitrim,17060.0,15648.0,0.0249557869915504,23148.0
2015,Limerick,19941.0,18184.0,0.026127193724959,28332.0
2015,Longford,16662.0,15330.0,0.039533464433444,22331.0
2015,Louth,17388.0,15710.0,0.039915271066393,24123.0
2015,Mayo,16071.0,14485.0,0.0022140732027952,21839.0
2015,Meath,18054.0,16278.0,0.0608015640273704,27033.0
2015,Midland,16510.0,15045.0,0.0271026761332605,22822.0
2015,Monaghan,16304.0,14914.0,0.0571307059824213,22332.0
2015,Offaly,15922.0,14479.0,0.0250619469026548,21795.0
2015,Roscommon,15753.0,14253.0,0.0074927546476284,21658.0
2015,Sligo,17324.0,15697.0,0.0317470750624424,23966.0
2015,Tipperary,17865.0,16247.0,0.0275757384099677,24641.0
2015,Waterford,18617.0,16965.0,0.0319970801143621,25989.0
2015,Westmeath,17005.0,15444.0,0.0372758412250654,23594.0
2015,Wexford,18118.0,16507.0,0.0495295015259409,24689.0
2015,Wicklow,18689.0,16602.0,0.0613053762066099,27568.0
2016,Carlow,18398.0,16652.0,-0.0323105532310553,25018.0
2016,Cavan,16899.0,15486.0,0.0182129002564271,23301.0
2016,Clare,17474.0,15805.0,0.0471741867090704,24833.0
2016,Cork,19073.0,16824.0,0.0186485831920561,27674.0
