Date,DateAsInteger,Year,Monthnumber,YearMonthnumber,YearMonthShort,MonthNameShort,MonthNameLong,DayOfWeekNumber,DayOfWeek,DayOfWeekShort,Quarter,YearQuarter
2020-07-25 00:00:00.000,"07252020",2020,"07","2020/07","2020/Jul","Jul","July",7,"Saturday","Sat","Q3","2020/Q3"
2020-07-26 00:00:00.000,"07262020",2020,"07","2020/07","2020/Jul","Jul","July",1,"Sunday","Sun","Q3","2020/Q3"
2020-07-27 00:00:00.000,"07272020",2020,"07","2020/07","2020/Jul","Jul","July",2,"Monday","Mon","Q3","2020/Q3"
2020-07-28 00:00:00.000,"07282020",2020,"07","2020/07","2020/Jul","Jul","July",3,"Tuesday","Tue","Q3","2020/Q3"
2020-07-29 00:00:00.000,"07292020",2020,"07","2020/07","2020/Jul","Jul","July",4,"Wednesday","Wed","Q3","2020/Q3"
2020-07-30 00:00:00.000,"07302020",2020,"07","2020/07","2020/Jul","Jul","July",5,"Thursday","Thu","Q3","2020/Q3"
2020-07-31 00:00:00.000,"07312020",2020,"07","2020/07","2020/Jul","Jul","July",6,"Friday","Fri","Q3","2020/Q3"
2020-08-01 00:00:00.000,"08012020",2020,"08","2020/08","2020/Aug","Aug","August",7,"Saturday","Sat","Q3","2020/Q3"
2020-08-02 00:00:00.000,"08022020",2020,"08","2020/08","2020/Aug","Aug","August",1,"Sunday","Sun","Q3","2020/Q3"
2020-08-03 00:00:00.000,"08032020",2020,"08","2020/08","2020/Aug","Aug","August",2,"Monday","Mon","Q3","2020/Q3"
2020-08-04 00:00:00.000,"08042020",2020,"08","2020/08","2020/Aug","Aug","August",3,"Tuesday","Tue","Q3","2020/Q3"
2020-08-05 00:00:00.000,"08052020",2020,"08","2020/08","2020/Aug","Aug","August",4,"Wednesday","Wed","Q3","2020/Q3"
2020-08-06 00:00:00.000,"08062020",2020,"08","2020/08","2020/Aug","Aug","August",5,"Thursday","Thu","Q3","2020/Q3"
2020-08-07 00:00:00.000,"08072020",2020,"08","2020/08","2020/Aug","Aug","August",6,"Friday","Fri","Q3","2020/Q3"
2020-08-08 00:00:00.000,"08082020",2020,"08","2020/08","2020/Aug","Aug","August",7,"Saturday","Sat","Q3","2020/Q3"
2020-08-09 00:00:00.000,"08092020",2020,"08","2020/08","2020/Aug","Aug","August",1,"Sunday","Sun","Q3","2020/Q3"
2020-08-10 00:00:00.000,"08102020",2020,"08","2020/08","2020/Aug","Aug","August",2,"Monday","Mon","Q3","2020/Q3"
2020-08-11 00:00:00.000,"08112020",2020,"08","2020/08","2020/Aug","Aug","August",3,"Tuesday","Tue","Q3","2020/Q3"
2020-08-12 00:00:00.000,"08122020",2020,"08","2020/08","2020/Aug","Aug","August",4,"Wednesday","Wed","Q3","2020/Q3"
2020-08-13 00:00:00.000,"08132020",2020,"08","2020/08","2020/Aug","Aug","August",5,"Thursday","Thu","Q3","2020/Q3"
2020-08-14 00:00:00.000,"08142020",2020,"08","2020/08","2020/Aug","Aug","August",6,"Friday","Fri","Q3","2020/Q3"
2020-08-15 00:00:00.000,"08152020",2020,"08","2020/08","2020/Aug","Aug","August",7,"Saturday","Sat","Q3","2020/Q3"
2020-08-16 00:00:00.000,"08162020",2020,"08","2020/08","2020/Aug","Aug","August",1,"Sunday","Sun","Q3","2020/Q3"
2020-08-17 00:00:00.000,"08172020",2020,"08","2020/08","2020/Aug","Aug","August",2,"Monday","Mon","Q3","2020/Q3"
2020-08-18 00:00:00.000,"08182020",2020,"08","2020/08","2020/Aug","Aug","August",3,"Tuesday","Tue","Q3","2020/Q3"
2020-08-19 00:00:00.000,"08192020",2020,"08","2020/08","2020/Aug","Aug","August",4,"Wednesday","Wed","Q3","2020/Q3"
2020-08-20 00:00:00.000,"08202020",2020,"08","2020/08","2020/Aug","Aug","August",5,"Thursday","Thu","Q3","2020/Q3"
2020-08-21 00:00:00.000,"08212020",2020,"08","2020/08","2020/Aug","Aug","August",6,"Friday","Fri","Q3","2020/Q3"
2020-08-22 00:00:00.000,"08222020",2020,"08","2020/08","2020/Aug","Aug","August",7,"Saturday","Sat","Q3","2020/Q3"
2020-08-23 00:00:00.000,"08232020",2020,"08","2020/08","2020/Aug","Aug","August",1,"Sunday","Sun","Q3","2020/Q3"
2020-08-24 00:00:00.000,"08242020",2020,"08","2020/08","2020/Aug","Aug","August",2,"Monday","Mon","Q3","2020/Q3"
2020-08-25 00:00:00.000,"08252020",2020,"08","2020/08","2020/Aug","Aug","August",3,"Tuesday","Tue","Q3","2020/Q3"
2020-08-26 00:00:00.000,"08262020",2020,"08","2020/08","2020/Aug","Aug","August",4,"Wednesday","Wed","Q3","2020/Q3"
2020-08-27 00:00:00.000,"08272020",2020,"08","2020/08","2020/Aug","Aug","August",5,"Thursday","Thu","Q3","2020/Q3"
2020-08-28 00:00:00.000,"08282020",2020,"08","2020/08","2020/Aug","Aug","August",6,"Friday","Fri","Q3","2020/Q3"
2020-08-29 00:00:00.000,"08292020",2020,"08","2020/08","2020/Aug","Aug","August",7,"Saturday","Sat","Q3","2020/Q3"
2020-08-30 00:00:00.000,"08302020",2020,"08","2020/08","2020/Aug","Aug","August",1,"Sunday","Sun","Q3","2020/Q3"
2020-08-31 00:00:00.000,"08312020",2020,"08","2020/08","2020/Aug","Aug","August",2,"Monday","Mon","Q3","2020/Q3"
2020-09-01 00:00:00.000,"09012020",2020,"09","2020/09","2020/Sep","Sep","September",3,"Tuesday","Tue","Q3","2020/Q3"
2020-09-02 00:00:00.000,"09022020",2020,"09","2020/09","2020/Sep","Sep","September",4,"Wednesday","Wed","Q3","2020/Q3"
2020-09-03 00:00:00.000,"09032020",2020,"09","2020/09","2020/Sep","Sep","September",5,"Thursday","Thu","Q3","2020/Q3"
2020-09-04 00:00:00.000,"09042020",2020,"09","2020/09","2020/Sep","Sep","September",6,"Friday","Fri","Q3","2020/Q3"
2020-09-05 00:00:00.000,"09052020",2020,"09","2020/09","2020/Sep","Sep","September",7,"Saturday","Sat","Q3","2020/Q3"
2020-09-06 00:00:00.000,"09062020",2020,"09","2020/09","2020/Sep","Sep","September",1,"Sunday","Sun","Q3","2020/Q3"
2020-09-07 00:00:00.000,"09072020",2020,"09","2020/09","2020/Sep","Sep","September",2,"Monday","Mon","Q3","2020/Q3"
2020-09-08 00:00:00.000,"09082020",2020,"09","2020/09","2020/Sep","Sep","September",3,"Tuesday","Tue","Q3","2020/Q3"
2020-09-09 00:00:00.000,"09092020",2020,"09","2020/09","2020/Sep","Sep","September",4,"Wednesday","Wed","Q3","2020/Q3"
2020-09-10 00:00:00.000,"09102020",2020,"09","2020/09","2020/Sep","Sep","September",5,"Thursday","Thu","Q3","2020/Q3"
2020-09-11 00:00:00.000,"09112020",2020,"09","2020/09","2020/Sep","Sep","September",6,"Friday","Fri","Q3","2020/Q3"
2020-09-12 00:00:00.000,"09122020",2020,"09","2020/09","2020/Sep","Sep","September",7,"Saturday","Sat","Q3","2020/Q3"
2020-09-13 00:00:00.000,"09132020",2020,"09","2020/09","2020/Sep","Sep","September",1,"Sunday","Sun","Q3","2020/Q3"
2020-09-14 00:00:00.000,"09142020",2020,"09","2020/09","2020/Sep","Sep","September",2,"Monday","Mon","Q3","2020/Q3"
2020-09-15 00:00:00.000,"09152020",2020,"09","2020/09","2020/Sep","Sep","September",3,"Tuesday","Tue","Q3","2020/Q3"
2020-09-16 00:00:00.000,"09162020",2020,"09","2020/09","2020/Sep","Sep","September",4,"Wednesday","Wed","Q3","2020/Q3"
2020-09-17 00:00:00.000,"09172020",2020,"09","2020/09","2020/Sep","Sep","September",5,"Thursday","Thu","Q3","2020/Q3"
2020-09-18 00:00:00.000,"09182020",2020,"09","2020/09","2020/Sep","Sep","September",6,"Friday","Fri","Q3","2020/Q3"
2020-09-19 00:00:00.000,"09192020",2020,"09","2020/09","2020/Sep","Sep","September",7,"Saturday","Sat","Q3","2020/Q3"
2020-09-20 00:00:00.000,"09202020",2020,"09","2020/09","2020/Sep","Sep","September",1,"Sunday","Sun","Q3","2020/Q3"
2020-09-21 00:00:00.000,"09212020",2020,"09","2020/09","2020/Sep","Sep","September",2,"Monday","Mon","Q3","2020/Q3"
2020-09-22 00:00:00.000,"09222020",2020,"09","2020/09","2020/Sep","Sep","September",3,"Tuesday","Tue","Q3","2020/Q3"
2020-09-23 00:00:00.000,"09232020",2020,"09","2020/09","2020/Sep","Sep","September",4,"Wednesday","Wed","Q3","2020/Q3"
2020-09-24 00:00:00.000,"09242020",2020,"09","2020/09","2020/Sep","Sep","September",5,"Thursday","Thu","Q3","2020/Q3"
2020-09-25 00:00:00.000,"09252020",2020,"09","2020/09","2020/Sep","Sep","September",6,"Friday","Fri","Q3","2020/Q3"
2020-09-26 00:00:00.000,"09262020",2020,"09","2020/09","2020/Sep","Sep","September",7,"Saturday","Sat","Q3","2020/Q3"
2020-09-27 00:00:00.000,"09272020",2020,"09","2020/09","2020/Sep","Sep","September",1,"Sunday","Sun","Q3","2020/Q3"
2020-09-28 00:00:00.000,"09282020",2020,"09","2020/09","2020/Sep","Sep","September",2,"Monday","Mon","Q3","2020/Q3"
2020-09-29 00:00:00.000,"09292020",2020,"09","2020/09","2020/Sep","Sep","September",3,"Tuesday","Tue","Q3","2020/Q3"
2020-09-30 00:00:00.000,"09302020",2020,"09","2020/09","2020/Sep","Sep","September",4,"Wednesday","Wed","Q3","2020/Q3"
2020-01-01 00:00:00.000,"01012020",2020,"01","2020/01","2020/Jan","Jan","January",4,"Wednesday","Wed","Q1","2020/Q1"
2020-01-02 00:00:00.000,"01022020",2020,"01","2020/01","2020/Jan","Jan","January",5,"Thursday","Thu","Q1","2020/Q1"
2020-01-03 00:00:00.000,"01032020",2020,"01","2020/01","2020/Jan","Jan","January",6,"Friday","Fri","Q1","2020/Q1"
2020-01-04 00:00:00.000,"01042020",2020,"01","2020/01","2020/Jan","Jan","January",7,"Saturday","Sat","Q1","2020/Q1"
2020-01-05 00:00:00.000,"01052020",2020,"01","2020/01","2020/Jan","Jan","January",1,"Sunday","Sun","Q1","2020/Q1"
2020-01-06 00:00:00.000,"01062020",2020,"01","2020/01","2020/Jan","Jan","January",2,"Monday","Mon","Q1","2020/Q1"
2020-01-07 00:00:00.000,"01072020",2020,"01","2020/01","2020/Jan","Jan","January",3,"Tuesday","Tue","Q1","2020/Q1"
2020-01-08 00:00:00.000,"01082020",2020,"01","2020/01","2020/Jan","Jan","January",4,"Wednesday","Wed","Q1","2020/Q1"
2020-01-09 00:00:00.000,"01092020",2020,"01","2020/01","2020/Jan","Jan","January",5,"Thursday","Thu","Q1","2020/Q1"
2020-01-10 00:00:00.000,"01102020",2020,"01","2020/01","2020/Jan","Jan","January",6,"Friday","Fri","Q1","2020/Q1"
2020-01-11 00:00:00.000,"01112020",2020,"01","2020/01","2020/Jan","Jan","January",7,"Saturday","Sat","Q1","2020/Q1"
2020-01-12 00:00:00.000,"01122020",2020,"01","2020/01","2020/Jan","Jan","January",1,"Sunday","Sun","Q1","2020/Q1"
2020-01-13 00:00:00.000,"01132020",2020,"01","2020/01","2020/Jan","Jan","January",2,"Monday","Mon","Q1","2020/Q1"
2020-01-14 00:00:00.000,"01142020",2020,"01","2020/01","2020/Jan","Jan","January",3,"Tuesday","Tue","Q1","2020/Q1"
2020-01-15 00:00:00.000,"01152020",2020,"01","2020/01","2020/Jan","Jan","January",4,"Wednesday","Wed","Q1","2020/Q1"
2020-01-16 00:00:00.000,"01162020",2020,"01","2020/01","2020/Jan","Jan","January",5,"Thursday","Thu","Q1","2020/Q1"
2020-01-17 00:00:00.000,"01172020",2020,"01","2020/01","2020/Jan","Jan","January",6,"Friday","Fri","Q1","2020/Q1"
2020-01-18 00:00:00.000,"01182020",2020,"01","2020/01","2020/Jan","Jan","January",7,"Saturday","Sat","Q1","2020/Q1"
2020-01-19 00:00:00.000,"01192020",2020,"01","2020/01","2020/Jan","Jan","January",1,"Sunday","Sun","Q1","2020/Q1"
2020-01-20 00:00:00.000,"01202020",2020,"01","2020/01","2020/Jan","Jan","January",2,"Monday","Mon","Q1","2020/Q1"
2020-01-21 00:00:00.000,"01212020",2020,"01","2020/01","2020/Jan","Jan","January",3,"Tuesday","Tue","Q1","2020/Q1"
2020-01-22 00:00:00.000,"01222020",2020,"01","2020/01","2020/Jan","Jan","January",4,"Wednesday","Wed","Q1","2020/Q1"
2020-01-23 00:00:00.000,"01232020",2020,"01","2020/01","2020/Jan","Jan","January",5,"Thursday","Thu","Q1","2020/Q1"
2020-01-24 00:00:00.000,"01242020",2020,"01","2020/01","2020/Jan","Jan","January",6,"Friday","Fri","Q1","2020/Q1"
2020-01-25 00:00:00.000,"01252020",2020,"01","2020/01","2020/Jan","Jan","January",7,"Saturday","Sat","Q1","2020/Q1"
2020-01-26 00:00:00.000,"01262020",2020,"01","2020/01","2020/Jan","Jan","January",1,"Sunday","Sun","Q1","2020/Q1"
2020-01-27 00:00:00.000,"01272020",2020,"01","2020/01","2020/Jan","Jan","January",2,"Monday","Mon","Q1","2020/Q1"
2020-01-28 00:00:00.000,"01282020",2020,"01","2020/01","2020/Jan","Jan","January",3,"Tuesday","Tue","Q1","2020/Q1"
2020-01-29 00:00:00.000,"01292020",2020,"01","2020/01","2020/Jan","Jan","January",4,"Wednesday","Wed","Q1","2020/Q1"
2020-01-30 00:00:00.000,"01302020",2020,"01","2020/01","2020/Jan","Jan","January",5,"Thursday","Thu","Q1","2020/Q1"
2020-01-31 00:00:00.000,"01312020",2020,"01","2020/01","2020/Jan","Jan","January",6,"Friday","Fri","Q1","2020/Q1"
2020-02-01 00:00:00.000,"02012020",2020,"02","2020/02","2020/Feb","Feb","February",7,"Saturday","Sat","Q1","2020/Q1"
2020-02-02 00:00:00.000,"02022020",2020,"02","2020/02","2020/Feb","Feb","February",1,"Sunday","Sun","Q1","2020/Q1"
2020-02-03 00:00:00.000,"02032020",2020,"02","2020/02","2020/Feb","Feb","February",2,"Monday","Mon","Q1","2020/Q1"
2020-02-04 00:00:00.000,"02042020",2020,"02","2020/02","2020/Feb","Feb","February",3,"Tuesday","Tue","Q1","2020/Q1"
2020-02-05 00:00:00.000,"02052020",2020,"02","2020/02","2020/Feb","Feb","February",4,"Wednesday","Wed","Q1","2020/Q1"
2020-02-06 00:00:00.000,"02062020",2020,"02","2020/02","2020/Feb","Feb","February",5,"Thursday","Thu","Q1","2020/Q1"
2020-02-07 00:00:00.000,"02072020",2020,"02","2020/02","2020/Feb","Feb","February",6,"Friday","Fri","Q1","2020/Q1"
2020-02-08 00:00:00.000,"02082020",2020,"02","2020/02","2020/Feb","Feb","February",7,"Saturday","Sat","Q1","2020/Q1"
2020-02-09 00:00:00.000,"02092020",2020,"02","2020/02","2020/Feb","Feb","February",1,"Sunday","Sun","Q1","2020/Q1"
2020-02-10 00:00:00.000,"02102020",2020,"02","2020/02","2020/Feb","Feb","February",2,"Monday","Mon","Q1","2020/Q1"
2020-02-11 00:00:00.000,"02112020",2020,"02","2020/02","2020/Feb","Feb","February",3,"Tuesday","Tue","Q1","2020/Q1"
2020-02-12 00:00:00.000,"02122020",2020,"02","2020/02","2020/Feb","Feb","February",4,"Wednesday","Wed","Q1","2020/Q1"
2020-02-13 00:00:00.000,"02132020",2020,"02","2020/02","2020/Feb","Feb","February",5,"Thursday","Thu","Q1","2020/Q1"
2020-02-14 00:00:00.000,"02142020",2020,"02","2020/02","2020/Feb","Feb","February",6,"Friday","Fri","Q1","2020/Q1"
2020-02-15 00:00:00.000,"02152020",2020,"02","2020/02","2020/Feb","Feb","February",7,"Saturday","Sat","Q1","2020/Q1"
2020-02-16 00:00:00.000,"02162020",2020,"02","2020/02","2020/Feb","Feb","February",1,"Sunday","Sun","Q1","2020/Q1"
2020-02-17 00:00:00.000,"02172020",2020,"02","2020/02","2020/Feb","Feb","February",2,"Monday","Mon","Q1","2020/Q1"
2020-02-18 00:00:00.000,"02182020",2020,"02","2020/02","2020/Feb","Feb","February",3,"Tuesday","Tue","Q1","2020/Q1"
2020-02-19 00:00:00.000,"02192020",2020,"02","2020/02","2020/Feb","Feb","February",4,"Wednesday","Wed","Q1","2020/Q1"
2020-02-20 00:00:00.000,"02202020",2020,"02","2020/02","2020/Feb","Feb","February",5,"Thursday","Thu","Q1","2020/Q1"
2020-02-21 00:00:00.000,"02212020",2020,"02","2020/02","2020/Feb","Feb","February",6,"Friday","Fri","Q1","2020/Q1"
2020-02-22 00:00:00.000,"02222020",2020,"02","2020/02","2020/Feb","Feb","February",7,"Saturday","Sat","Q1","2020/Q1"
2020-02-23 00:00:00.000,"02232020",2020,"02","2020/02","2020/Feb","Feb","February",1,"Sunday","Sun","Q1","2020/Q1"
2020-02-24 00:00:00.000,"02242020",2020,"02","2020/02","2020/Feb","Feb","February",2,"Monday","Mon","Q1","2020/Q1"
2020-02-25 00:00:00.000,"02252020",2020,"02","2020/02","2020/Feb","Feb","February",3,"Tuesday","Tue","Q1","2020/Q1"
2020-02-26 00:00:00.000,"02262020",2020,"02","2020/02","2020/Feb","Feb","February",4,"Wednesday","Wed","Q1","2020/Q1"
2020-02-27 00:00:00.000,"02272020",2020,"02","2020/02","2020/Feb","Feb","February",5,"Thursday","Thu","Q1","2020/Q1"
2020-02-28 00:00:00.000,"02282020",2020,"02","2020/02","2020/Feb","Feb","February",6,"Friday","Fri","Q1","2020/Q1"
2020-02-29 00:00:00.000,"02292020",2020,"02","2020/02","2020/Feb","Feb","February",7,"Saturday","Sat","Q1","2020/Q1"
2020-03-01 00:00:00.000,"03012020",2020,"03","2020/03","2020/Mar","Mar","March",1,"Sunday","Sun","Q1","2020/Q1"
2020-03-02 00:00:00.000,"03022020",2020,"03","2020/03","2020/Mar","Mar","March",2,"Monday","Mon","Q1","2020/Q1"
2020-03-03 00:00:00.000,"03032020",2020,"03","2020/03","2020/Mar","Mar","March",3,"Tuesday","Tue","Q1","2020/Q1"
2020-03-04 00:00:00.000,"03042020",2020,"03","2020/03","2020/Mar","Mar","March",4,"Wednesday","Wed","Q1","2020/Q1"
2020-03-05 00:00:00.000,"03052020",2020,"03","2020/03","2020/Mar","Mar","March",5,"Thursday","Thu","Q1","2020/Q1"
2020-03-06 00:00:00.000,"03062020",2020,"03","2020/03","2020/Mar","Mar","March",6,"Friday","Fri","Q1","2020/Q1"
2020-03-07 00:00:00.000,"03072020",2020,"03","2020/03","2020/Mar","Mar","March",7,"Saturday","Sat","Q1","2020/Q1"
2020-03-08 00:00:00.000,"03082020",2020,"03","2020/03","2020/Mar","Mar","March",1,"Sunday","Sun","Q1","2020/Q1"
2020-03-09 00:00:00.000,"03092020",2020,"03","2020/03","2020/Mar","Mar","March",2,"Monday","Mon","Q1","2020/Q1"
2020-03-10 00:00:00.000,"03102020",2020,"03","2020/03","2020/Mar","Mar","March",3,"Tuesday","Tue","Q1","2020/Q1"
2020-03-11 00:00:00.000,"03112020",2020,"03","2020/03","2020/Mar","Mar","March",4,"Wednesday","Wed","Q1","2020/Q1"
2020-03-12 00:00:00.000,"03122020",2020,"03","2020/03","2020/Mar","Mar","March",5,"Thursday","Thu","Q1","2020/Q1"
2020-03-13 00:00:00.000,"03132020",2020,"03","2020/03","2020/Mar","Mar","March",6,"Friday","Fri","Q1","2020/Q1"
2020-03-14 00:00:00.000,"03142020",2020,"03","2020/03","2020/Mar","Mar","March",7,"Saturday","Sat","Q1","2020/Q1"
2020-03-15 00:00:00.000,"03152020",2020,"03","2020/03","2020/Mar","Mar","March",1,"Sunday","Sun","Q1","2020/Q1"
2020-03-16 00:00:00.000,"03162020",2020,"03","2020/03","2020/Mar","Mar","March",2,"Monday","Mon","Q1","2020/Q1"
2020-03-17 00:00:00.000,"03172020",2020,"03","2020/03","2020/Mar","Mar","March",3,"Tuesday","Tue","Q1","2020/Q1"
2020-03-18 00:00:00.000,"03182020",2020,"03","2020/03","2020/Mar","Mar","March",4,"Wednesday","Wed","Q1","2020/Q1"
2020-03-19 00:00:00.000,"03192020",2020,"03","2020/03","2020/Mar","Mar","March",5,"Thursday","Thu","Q1","2020/Q1"
2020-03-20 00:00:00.000,"03202020",2020,"03","2020/03","2020/Mar","Mar","March",6,"Friday","Fri","Q1","2020/Q1"
2020-03-21 00:00:00.000,"03212020",2020,"03","2020/03","2020/Mar","Mar","March",7,"Saturday","Sat","Q1","2020/Q1"
2020-03-22 00:00:00.000,"03222020",2020,"03","2020/03","2020/Mar","Mar","March",1,"Sunday","Sun","Q1","2020/Q1"
2020-03-23 00:00:00.000,"03232020",2020,"03","2020/03","2020/Mar","Mar","March",2,"Monday","Mon","Q1","2020/Q1"
2020-03-24 00:00:00.000,"03242020",2020,"03","2020/03","2020/Mar","Mar","March",3,"Tuesday","Tue","Q1","2020/Q1"
2020-03-25 00:00:00.000,"03252020",2020,"03","2020/03","2020/Mar","Mar","March",4,"Wednesday","Wed","Q1","2020/Q1"
2020-03-26 00:00:00.000,"03262020",2020,"03","2020/03","2020/Mar","Mar","March",5,"Thursday","Thu","Q1","2020/Q1"
2020-03-27 00:00:00.000,"03272020",2020,"03","2020/03","2020/Mar","Mar","March",6,"Friday","Fri","Q1","2020/Q1"
2020-03-28 00:00:00.000,"03282020",2020,"03","2020/03","2020/Mar","Mar","March",7,"Saturday","Sat","Q1","2020/Q1"
2020-03-29 00:00:00.000,"03292020",2020,"03","2020/03","2020/Mar","Mar","March",1,"Sunday","Sun","Q1","2020/Q1"
2020-03-30 00:00:00.000,"03302020",2020,"03","2020/03","2020/Mar","Mar","March",2,"Monday","Mon","Q1","2020/Q1"
2020-03-31 00:00:00.000,"03312020",2020,"03","2020/03","2020/Mar","Mar","March",3,"Tuesday","Tue","Q1","2020/Q1"
2020-04-01 00:00:00.000,"04012020",2020,"04","2020/04","2020/Apr","Apr","April",4,"Wednesday","Wed","Q2","2020/Q2"
2020-04-02 00:00:00.000,"04022020",2020,"04","2020/04","2020/Apr","Apr","April",5,"Thursday","Thu","Q2","2020/Q2"
2020-04-03 00:00:00.000,"04032020",2020,"04","2020/04","2020/Apr","Apr","April",6,"Friday","Fri","Q2","2020/Q2"
2020-04-04 00:00:00.000,"04042020",2020,"04","2020/04","2020/Apr","Apr","April",7,"Saturday","Sat","Q2","2020/Q2"
2020-04-05 00:00:00.000,"04052020",2020,"04","2020/04","2020/Apr","Apr","April",1,"Sunday","Sun","Q2","2020/Q2"
2020-04-06 00:00:00.000,"04062020",2020,"04","2020/04","2020/Apr","Apr","April",2,"Monday","Mon","Q2","2020/Q2"
2020-04-07 00:00:00.000,"04072020",2020,"04","2020/04","2020/Apr","Apr","April",3,"Tuesday","Tue","Q2","2020/Q2"
2020-04-08 00:00:00.000,"04082020",2020,"04","2020/04","2020/Apr","Apr","April",4,"Wednesday","Wed","Q2","2020/Q2"
2020-04-09 00:00:00.000,"04092020",2020,"04","2020/04","2020/Apr","Apr","April",5,"Thursday","Thu","Q2","2020/Q2"
2020-04-10 00:00:00.000,"04102020",2020,"04","2020/04","2020/Apr","Apr","April",6,"Friday","Fri","Q2","2020/Q2"
2020-04-11 00:00:00.000,"04112020",2020,"04","2020/04","2020/Apr","Apr","April",7,"Saturday","Sat","Q2","2020/Q2"
2020-04-12 00:00:00.000,"04122020",2020,"04","2020/04","2020/Apr","Apr","April",1,"Sunday","Sun","Q2","2020/Q2"
2020-04-13 00:00:00.000,"04132020",2020,"04","2020/04","2020/Apr","Apr","April",2,"Monday","Mon","Q2","2020/Q2"
2020-04-14 00:00:00.000,"04142020",2020,"04","2020/04","2020/Apr","Apr","April",3,"Tuesday","Tue","Q2","2020/Q2"
2020-04-15 00:00:00.000,"04152020",2020,"04","2020/04","2020/Apr","Apr","April",4,"Wednesday","Wed","Q2","2020/Q2"
2020-04-16 00:00:00.000,"04162020",2020,"04","2020/04","2020/Apr","Apr","April",5,"Thursday","Thu","Q2","2020/Q2"
2020-04-17 00:00:00.000,"04172020",2020,"04","2020/04","2020/Apr","Apr","April",6,"Friday","Fri","Q2","2020/Q2"
2020-04-18 00:00:00.000,"04182020",2020,"04","2020/04","2020/Apr","Apr","April",7,"Saturday","Sat","Q2","2020/Q2"
2020-04-19 00:00:00.000,"04192020",2020,"04","2020/04","2020/Apr","Apr","April",1,"Sunday","Sun","Q2","2020/Q2"
2020-04-20 00:00:00.000,"04202020",2020,"04","2020/04","2020/Apr","Apr","April",2,"Monday","Mon","Q2","2020/Q2"
