ProductID,Name,ProductModel,Culture,Description
977,"Road-750 Black, 58","Road-750","en","Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims."
997,"Road-750 Black, 44","Road-750","en","Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims."
998,"Road-750 Black, 48","Road-750","en","Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims."
999,"Road-750 Black, 52","Road-750","en","Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims."
759,"Road-650 Red, 58","Road-650","en","Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
760,"Road-650 Red, 60","Road-650","en","Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
761,"Road-650 Red, 62","Road-650","en","Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
762,"Road-650 Red, 44","Road-650","en","Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
769,"Road-650 Black, 48","Road-650","en","Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
770,"Road-650 Black, 52","Road-650","en","Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
763,"Road-650 Red, 48","Road-650","en","Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
764,"Road-650 Red, 52","Road-650","en","Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
765,"Road-650 Black, 58","Road-650","en","Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
766,"Road-650 Black, 60","Road-650","en","Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
767,"Road-650 Black, 62","Road-650","en","Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
768,"Road-650 Black, 44","Road-650","en","Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
797,"Road-550-W Yellow, 38","Road-550-W","en","Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing."
798,"Road-550-W Yellow, 40","Road-550-W","en","Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing."
799,"Road-550-W Yellow, 42","Road-550-W","en","Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing."
800,"Road-550-W Yellow, 44","Road-550-W","en","Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing."
801,"Road-550-W Yellow, 48","Road-550-W","en","Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing."
754,"Road-450 Red, 58","Road-450","en","A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads."
755,"Road-450 Red, 60","Road-450","en","A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads."
756,"Road-450 Red, 44","Road-450","en","A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads."
757,"Road-450 Red, 48","Road-450","en","A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads."
758,"Road-450 Red, 52","Road-450","en","A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads."
973,"Road-350-W Yellow, 40","Road-350-W","en","Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day."
974,"Road-350-W Yellow, 42","Road-350-W","en","Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day."
975,"Road-350-W Yellow, 44","Road-350-W","en","Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day."
976,"Road-350-W Yellow, 48","Road-350-W","en","Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day."
789,"Road-250 Red, 44","Road-250","en","Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
790,"Road-250 Red, 48","Road-250","en","Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
791,"Road-250 Red, 52","Road-250","en","Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
792,"Road-250 Red, 58","Road-250","en","Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
793,"Road-250 Black, 44","Road-250","en","Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
794,"Road-250 Black, 48","Road-250","en","Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
795,"Road-250 Black, 52","Road-250","en","Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
796,"Road-250 Black, 58","Road-250","en","Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
749,"Road-150 Red, 62","Road-150","en","This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control."
750,"Road-150 Red, 44","Road-150","en","This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control."
751,"Road-150 Red, 48","Road-150","en","This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control."
752,"Road-150 Red, 52","Road-150","en","This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control."
753,"Road-150 Red, 56","Road-150","en","This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control."
958,"Touring-3000 Blue, 54","Touring-3000","en","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
959,"Touring-3000 Blue, 58","Touring-3000","en","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
960,"Touring-3000 Blue, 62","Touring-3000","en","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
961,"Touring-3000 Yellow, 44","Touring-3000","en","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
962,"Touring-3000 Yellow, 50","Touring-3000","en","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
963,"Touring-3000 Yellow, 54","Touring-3000","en","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
964,"Touring-3000 Yellow, 58","Touring-3000","en","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
965,"Touring-3000 Yellow, 62","Touring-3000","en","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
978,"Touring-3000 Blue, 44","Touring-3000","en","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
979,"Touring-3000 Blue, 50","Touring-3000","en","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
953,"Touring-2000 Blue, 60","Touring-2000","en","The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded."
970,"Touring-2000 Blue, 46","Touring-2000","en","The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded."
971,"Touring-2000 Blue, 50","Touring-2000","en","The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded."
972,"Touring-2000 Blue, 54","Touring-2000","en","The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded."
954,"Touring-1000 Yellow, 46","Touring-1000","en","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight."
955,"Touring-1000 Yellow, 50","Touring-1000","en","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight."
956,"Touring-1000 Yellow, 54","Touring-1000","en","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight."
957,"Touring-1000 Yellow, 60","Touring-1000","en","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight."
966,"Touring-1000 Blue, 46","Touring-1000","en","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight."
967,"Touring-1000 Blue, 50","Touring-1000","en","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight."
968,"Touring-1000 Blue, 54","Touring-1000","en","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight."
969,"Touring-1000 Blue, 60","Touring-1000","en","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight."
952,"Chain","Chain","en","Superior shifting performance."
949,"LL Crankset","LL Crankset","en","Super rigid spindle."
950,"ML Crankset","ML Crankset","en","High-strength crank arm."
951,"HL Crankset","HL Crankset","en","Triple crankset; alumunim crank arm; flawless shifting."
948,"Front Brakes","Front Brakes","en","All-weather brake pads; provides superior stopping by applying more surface to the rim."
945,"Front Derailleur","Front Derailleur","en","Wide-link design."
802,"LL Fork","LL Fork","en","Stout design absorbs shock and offers more precise steering."
803,"ML Fork","ML Fork","en","Composite road fork with an aluminum steerer tube."
804,"HL Fork","HL Fork","en","High-performance carbon road fork with curved legs."
917,"LL Mountain Frame - Silver, 42","LL Mountain Frame","en","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame."
918,"LL Mountain Frame - Silver, 44","LL Mountain Frame","en","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame."
919,"LL Mountain Frame - Silver, 48","LL Mountain Frame","en","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame."
920,"LL Mountain Frame - Silver, 52","LL Mountain Frame","en","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame."
924,"LL Mountain Frame - Black, 42","LL Mountain Frame","en","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame."
925,"LL Mountain Frame - Black, 44","LL Mountain Frame","en","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame."
926,"LL Mountain Frame - Black, 48","LL Mountain Frame","en","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame."
927,"LL Mountain Frame - Black, 52","LL Mountain Frame","en","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame."
943,"LL Mountain Frame - Black, 40","LL Mountain Frame","en","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame."
944,"LL Mountain Frame - Silver, 40","LL Mountain Frame","en","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame."
814,"ML Mountain Frame - Black, 38","ML Mountain Frame-W","en","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version."
904,"ML Mountain Frame-W - Silver, 40","ML Mountain Frame-W","en","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version."
905,"ML Mountain Frame-W - Silver, 42","ML Mountain Frame-W","en","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version."
906,"ML Mountain Frame-W - Silver, 46","ML Mountain Frame-W","en","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version."
942,"ML Mountain Frame-W - Silver, 38","ML Mountain Frame-W","en","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version."
830,"ML Mountain Frame - Black, 40","ML Mountain Frame","en","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version."
831,"ML Mountain Frame - Black, 44","ML Mountain Frame","en","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version."
832,"ML Mountain Frame - Black, 48","ML Mountain Frame","en","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version."
739,"HL Mountain Frame - Silver, 42","HL Mountain Frame","en","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps."
740,"HL Mountain Frame - Silver, 44","HL Mountain Frame","en","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps."
741,"HL Mountain Frame - Silver, 48","HL Mountain Frame","en","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps."
742,"HL Mountain Frame - Silver, 46","HL Mountain Frame","en","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps."
743,"HL Mountain Frame - Black, 42","HL Mountain Frame","en","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps."
744,"HL Mountain Frame - Black, 44","HL Mountain Frame","en","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps."
745,"HL Mountain Frame - Black, 48","HL Mountain Frame","en","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps."
746,"HL Mountain Frame - Black, 46","HL Mountain Frame","en","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps."
747,"HL Mountain Frame - Black, 38","HL Mountain Frame","en","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps."
748,"HL Mountain Frame - Silver, 38","HL Mountain Frame","en","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps."
822,"ML Road Frame-W - Yellow, 38","ML Road Frame-W","en","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version."
833,"ML Road Frame-W - Yellow, 40","ML Road Frame-W","en","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version."
834,"ML Road Frame-W - Yellow, 42","ML Road Frame-W","en","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version."
835,"ML Road Frame-W - Yellow, 44","ML Road Frame-W","en","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version."
836,"ML Road Frame-W - Yellow, 48","ML Road Frame-W","en","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version."
815,"LL Mountain Front Wheel","LL Mountain Front Wheel","en","Replacement mountain wheel for entry-level rider."
816,"ML Mountain Front Wheel","ML Mountain Front Wheel","en","Replacement mountain wheel for the casual to serious rider."
817,"HL Mountain Front Wheel","HL Mountain Front Wheel","en","High-performance mountain replacement wheel."
818,"LL Road Front Wheel","LL Road Front Wheel","en","Replacement road front wheel for entry-level cyclist."
819,"ML Road Front Wheel","ML Road Front Wheel","en","Sturdy alloy features a quick-release hub."
820,"HL Road Front Wheel","HL Road Front Wheel","en","Strong wheel with double-walled rim."
821,"Touring Front Wheel","Touring Front Wheel","en","Aerodynamic rims for smooth riding."
808,"LL Mountain Handlebars","LL Mountain Handlebars","en","All-purpose bar for on or off-road."
809,"ML Mountain Handlebars","ML Mountain Handlebars","en","Tough aluminum alloy bars for downhill."
810,"HL Mountain Handlebars","HL Mountain Handlebars","en","Flat bar strong enough for the pro circuit."
811,"LL Road Handlebars","LL Road Handlebars","en","Unique shape provides easier reach to the levers."
812,"ML Road Handlebars","ML Road Handlebars","en","Anatomically shaped aluminum tube bar will suit all riders."
813,"HL Road Handlebars","HL Road Handlebars","en","Designed for racers; high-end anatomically shaped bar from aluminum alloy."
946,"LL Touring Handlebars","LL Touring Handlebars","en","Unique shape reduces fatigue for entry level riders."
947,"HL Touring Handlebars","HL Touring Handlebars","en","A light yet stiff aluminum bar for long distance riding."
805,"LL Headset","LL Headset","en","Threadless headset provides quality at an economical price."
806,"ML Headset","ML Headset","en","Sealed cartridge keeps dirt out."
807,"HL Headset","HL Headset","en","High-quality 1"" threadless headset with a grease port for quick lubrication."
935,"LL Mountain Pedal","LL Mountain Pedal","en","Expanded platform so you can ride in any shoes; great for all-around riding."
936,"ML Mountain Pedal","ML Mountain Pedal","en","Lightweight, durable, clipless pedal with adjustable tension."
937,"HL Mountain Pedal","HL Mountain Pedal","en","Stainless steel; designed to shed mud easily."
938,"LL Road Pedal","LL Road Pedal","en","Clipless pedals - aluminum."
939,"ML Road Pedal","ML Road Pedal","en","Lightweight aluminum alloy construction."
940,"HL Road Pedal","HL Road Pedal","en","Top-of-the-line clipless pedals with adjustable tension."
941,"Touring Pedal","Touring Pedal","en","A stable pedal for all-day riding."
827,"ML Road Rear Wheel","ML Road Rear Wheel","en","Aluminum alloy rim with stainless steel spokes; built for speed."
828,"HL Road Rear Wheel","HL Road Rear Wheel","en","Strong rear wheel with double-walled rim."
829,"Touring Rear Wheel","Touring Rear Wheel","en","Excellent aerodynamic rims guarantee a smooth ride."
908,"LL Mountain Seat/Saddle","LL Mountain Seat/Saddle 2","en","Synthetic leather. Features gel for increased comfort."
909,"ML Mountain Seat/Saddle","ML Mountain Seat/Saddle 2","en","Designed to absorb shock."
910,"HL Mountain Seat/Saddle","HL Mountain Seat/Saddle 2","en","Anatomic design for a full-day of riding in comfort. Durable leather."
911,"LL Road Seat/Saddle","LL Road Seat/Saddle 1","en","Lightweight foam-padded saddle."
912,"ML Road Seat/Saddle","ML Road Seat/Saddle 2","en","Rubber bumpers absorb bumps."
913,"HL Road Seat/Saddle","HL Road Seat/Saddle 2","en","Lightweight kevlar racing saddle. Leather."
914,"LL Touring Seat/Saddle","LL Touring Seat/Saddle","en","Comfortable, ergonomically shaped gel saddle."
915,"ML Touring Seat/Saddle","ML Touring Seat/Saddle","en","New design relieves pressure for long rides."
916,"HL Touring Seat/Saddle","HL Touring Seat/Saddle","en","Cut-out shell for a more comfortable ride."
928,"LL Mountain Tire","LL Mountain Tire","en","Comparible traction, less expensive wire bead casing."
929,"ML Mountain Tire","ML Mountain Tire","en","Great traction, high-density rubber."
930,"HL Mountain Tire","HL Mountain Tire","en","Incredible traction, lightweight carbon reinforced."
931,"LL Road Tire","LL Road Tire","en","Same great treads as more expensive tire with a less expensive wire bead casing."
932,"ML Road Tire","ML Road Tire","en","Higher density rubber."
933,"HL Road Tire","HL Road Tire","en","Lightweight carbon reinforced  for an unrivaled ride at an un-compromised weight."
934,"Touring Tire","Touring Tire","en","High-density rubber."
921,"Mountain Tire Tube","Mountain Tire Tube","en","Self-sealing tube."
922,"Road Tire Tube","Road Tire Tube","en","Conventional all-purpose tube."
923,"Touring Tire Tube","Touring Tire Tube","en","General purpose tube."
722,"LL Road Frame - Black, 58","LL Road Frame","en","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame."
723,"LL Road Frame - Black, 60","LL Road Frame","en","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame."
724,"LL Road Frame - Black, 62","LL Road Frame","en","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame."
725,"LL Road Frame - Red, 44","LL Road Frame","en","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame."
726,"LL Road Frame - Red, 48","LL Road Frame","en","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame."
727,"LL Road Frame - Red, 52","LL Road Frame","en","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame."
728,"LL Road Frame - Red, 58","LL Road Frame","en","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame."
729,"LL Road Frame - Red, 60","LL Road Frame","en","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame."
730,"LL Road Frame - Red, 62","LL Road Frame","en","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame."
736,"LL Road Frame - Black, 44","LL Road Frame","en","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame."
737,"LL Road Frame - Black, 48","LL Road Frame","en","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame."
738,"LL Road Frame - Black, 52","LL Road Frame","en","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame."
731,"ML Road Frame - Red, 44","ML Road Frame","en","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version."
732,"ML Road Frame - Red, 48","ML Road Frame","en","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version."
733,"ML Road Frame - Red, 52","ML Road Frame","en","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version."
734,"ML Road Frame - Red, 58","ML Road Frame","en","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version."
735,"ML Road Frame - Red, 60","ML Road Frame","en","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version."
