index,factype,facdesc_1,mga,service_laboratory,num_beds,ambulance,full_time,commune_id
351,7,1,3,2,0,3,5,"HT0312"
357,7,1,1,2,0,3,8,"HT0321"
363,7,1,1,1,0,3,6,"HT0321"
364,7,1,4,1,0,3,5,"HT0322"
369,7,1,1,1,0,3,8,"HT0322"
374,7,1,1,2,0,3,4,"HT0322"
375,7,1,3,1,0,3,7,"HT0323"
378,7,1,1,2,0,3,6,"HT0323"
385,7,1,2,1,0,3,8,"HT0341"
387,7,1,3,1,0,3,7,"HT0342"
391,7,1,2,1,0,3,13,"HT0344"
408,7,1,1,1,0,3,5,"HT0362"
410,7,1,3,1,0,3,7,"HT0371"
411,7,1,2,2,0,3,2,"HT0371"
412,7,1,4,1,0,3,7,"HT0371"
419,7,1,1,1,0,3,23,"HT0412"
421,7,1,1,2,0,3,1,"HT0412"
422,7,1,1,2,0,3,18,"HT0413"
428,7,1,1,1,0,3,14,"HT0421"
432,7,1,1,2,0,3,10,"HT0422"
434,7,1,4,1,0,3,16,"HT0431"
436,7,1,1,1,0,3,14,"HT0431"
451,7,1,1,2,0,3,4,"HT0442"
459,7,1,2,1,0,3,21,"HT0511"
460,7,1,3,2,0,3,1,"HT0511"
461,7,1,2,2,0,3,1,"HT0511"
466,7,1,1,2,0,3,11,"HT0511"
467,7,1,3,2,0,3,4,"HT0511"
468,7,1,2,1,0,3,14,"HT0511"
469,7,1,1,2,0,3,6,"HT0511"
470,7,1,1,2,0,3,14,"HT0512"
471,7,1,1,1,0,3,12,"HT0512"
472,7,1,4,2,0,3,3,"HT0512"
473,7,1,1,2,0,3,4,"HT0512"
480,7,1,2,2,0,3,3,"HT0513"
485,7,1,2,2,0,3,2,"HT0521"
488,7,1,3,2,0,3,2,"HT0521"
491,7,1,1,2,0,3,6,"HT0521"
494,7,1,1,2,0,3,9,"HT0521"
497,7,1,1,1,0,3,10,"HT0523"
499,7,1,1,2,0,3,4,"HT0523"
501,7,1,1,2,0,3,4,"HT0523"
502,7,1,1,2,0,3,4,"HT0523"
503,7,1,1,2,0,3,4,"HT0523"
504,7,1,1,2,0,3,3,"HT0531"
505,7,1,1,2,0,3,3,"HT0531"
506,7,1,1,2,0,3,1,"HT0531"
510,7,1,1,2,0,3,14,"HT0531"
511,7,1,3,2,0,3,3,"HT0531"
513,7,1,3,2,0,3,3,"HT0531"
514,7,1,3,2,0,3,3,"HT0531"
515,7,1,1,2,0,3,3,"HT0531"
516,7,1,1,2,0,3,6,"HT0531"
517,7,1,4,1,0,3,34,"HT0531"
519,7,1,1,2,0,3,10,"HT0531"
523,7,1,1,2,0,3,2,"HT0532"
525,7,1,3,2,0,3,19,"HT0532"
528,7,1,3,2,0,3,7,"HT0541"
529,7,1,3,2,0,3,4,"HT0541"
530,7,1,3,2,0,3,4,"HT0541"
532,7,1,4,2,0,3,4,"HT0541"
533,7,1,3,2,0,3,8,"HT0541"
534,7,1,1,2,0,3,2,"HT0541"
538,7,1,3,1,0,3,21,"HT0541"
539,7,1,3,2,0,3,4,"HT0541"
540,7,1,3,2,0,3,9,"HT0541"
541,7,1,3,1,0,3,7,"HT0541"
544,7,1,3,2,0,3,5,"HT0541"
545,7,1,2,2,0,3,3,"HT0541"
546,7,1,3,2,0,3,8,"HT0541"
548,7,1,1,2,0,3,10,"HT0542"
549,7,1,3,2,0,3,10,"HT0542"
550,7,1,3,2,0,3,1,"HT0542"
555,7,1,4,2,0,3,2,"HT0542"
558,7,1,1,2,0,3,2,"HT0543"
560,7,1,1,2,0,3,2,"HT0544"
561,7,1,1,2,0,3,3,"HT0544"
566,7,1,1,2,0,3,12,"HT0551"
569,7,1,1,2,0,3,12,"HT0551"
575,7,1,3,2,0,3,3,"HT0611"
576,7,1,3,2,0,3,3,"HT0611"
579,7,1,1,2,0,3,5,"HT0611"
580,7,1,4,2,0,3,9,"HT0611"
584,7,1,1,2,0,3,7,"HT0612"
585,7,1,1,2,0,3,7,"HT0612"
586,7,1,1,2,0,3,6,"HT0612"
587,7,1,1,2,0,3,9,"HT0612"
595,7,1,3,2,0,3,17,"HT0621"
598,7,1,1,2,0,3,22,"HT0621"
611,7,1,1,2,0,3,10,"HT0632"
620,7,1,3,1,0,3,10,"HT0711"
626,7,1,1,2,0,3,4,"HT0711"
628,7,1,4,1,0,3,7,"HT0711"
633,7,1,3,1,0,3,4,"HT0712"
636,7,1,1,2,0,3,3,"HT0712"
641,7,1,4,1,0,3,11,"HT0714"
642,7,1,1,1,0,3,7,"HT0714"
643,7,1,4,1,0,3,6,"HT0714"
645,7,1,1,2,0,3,4,"HT0715"
646,7,1,1,2,0,3,5,"HT0715"
649,7,1,3,2,0,3,1,"HT0721"
652,7,1,1,2,0,3,2,"HT0721"
653,7,1,1,2,0,3,1,"HT0721"
654,7,1,1,2,0,3,2,"HT0722"
656,7,1,1,1,0,3,4,"HT0723"
661,7,1,3,1,0,3,12,"HT0731"
666,7,1,3,2,0,3,17,"HT0732"
668,7,1,3,2,0,3,7,"HT0732"
671,7,1,4,1,0,3,2,"HT0733"
672,7,1,2,2,0,3,9,"HT0733"
674,7,1,4,2,0,3,4,"HT0733"
676,7,1,1,2,0,3,19,"HT0741"
680,7,1,2,1,0,3,6,"HT0751"
683,7,1,1,2,0,3,1,"HT0811"
686,7,1,4,2,0,3,4,"HT0811"
690,7,1,4,2,0,3,2,"HT0811"
692,7,1,1,2,0,3,6,"HT0811"
695,7,1,1,1,0,3,4,"HT0813"
697,7,1,3,2,0,3,3,"HT0814"
699,7,1,1,2,0,3,3,"HT0815"
700,7,1,1,2,0,3,1,"HT0815"
701,7,1,3,2,0,3,10,"HT0821"
703,7,1,4,2,0,3,8,"HT0821"
704,7,1,1,2,0,3,9,"HT0821"
706,7,1,1,2,0,3,4,"HT0822"
711,7,1,4,2,0,3,7,"HT0823"
713,7,1,4,2,0,3,7,"HT0831"
718,7,1,4,1,0,3,8,"HT0832"
719,7,1,1,2,0,3,10,"HT0833"
721,7,1,4,2,0,3,2,"HT0834"
723,7,1,1,2,0,3,1,"HT0834"
726,7,1,1,2,0,3,1,"HT0834"
727,7,1,1,2,0,3,7,"HT0834"
728,7,1,1,2,0,3,3,"HT0834"
729,7,1,3,2,0,3,1,"HT0911"
731,7,1,1,2,0,3,1,"HT0911"
733,7,1,1,1,0,3,6,"HT0911"
739,7,1,3,2,0,3,1,"HT0911"
741,7,1,1,1,0,3,11,"HT0911"
742,7,1,1,2,0,3,9,"HT0911"
743,7,1,1,2,0,3,11,"HT0911"
744,7,1,1,2,0,3,6,"HT0911"
745,7,1,1,2,0,3,6,"HT0911"
746,7,1,1,2,0,3,6,"HT0911"
755,7,1,1,2,0,3,9,"HT0913"
757,7,1,1,2,0,3,10,"HT0913"
758,7,1,1,2,0,3,4,"HT0913"
760,7,1,2,2,0,3,3,"HT0921"
771,7,1,1,2,0,3,6,"HT0922"
772,7,1,1,2,0,3,9,"HT0922"
774,7,1,1,2,0,3,6,"HT0931"
776,7,1,1,2,0,3,4,"HT0931"
778,7,1,1,2,0,3,4,"HT0931"
781,7,1,1,2,0,3,4,"HT0932"
788,7,1,1,2,0,3,21,"HT0933"
789,7,1,1,1,0,3,18,"HT0933"
790,7,1,1,1,0,3,4,"HT0933"
791,7,1,1,2,0,3,6,"HT0934"
792,7,1,1,2,0,3,8,"HT0934"
793,7,1,1,2,0,3,4,"HT0934"
798,7,1,4,2,0,3,4,"HT0934"
799,7,1,1,2,0,3,3,"HT0934"
800,7,1,1,1,0,3,17,"HT0934"
803,7,1,1,2,0,3,4,"HT0934"
804,7,1,1,2,0,3,9,"HT0934"
805,7,1,4,2,0,3,13,"HT0934"
806,7,1,1,2,0,3,4,"HT0934"
807,7,1,4,2,0,3,10,"HT0934"
809,7,1,1,2,0,3,6,"HT0934"
810,7,1,4,1,0,3,6,"HT1001"
812,7,1,4,2,0,3,3,"HT1001"
816,7,1,3,2,0,3,9,"HT1004"
818,7,1,4,2,0,3,7,"HT1005"
820,7,1,3,2,0,3,7,"HT1041"
822,7,1,4,2,0,3,1,"HT1041"
827,7,1,1,1,0,3,3,"HT1042"
830,7,1,4,1,0,3,1,"HT1051"
831,7,1,4,1,0,3,5,"HT1051"
833,7,1,4,1,0,3,1,"HT1052"
836,7,1,1,2,0,3,9,"HT1054"
837,7,1,4,2,0,3,4,"HT1054"
839,7,1,2,2,0,3,2,"HT0141"
844,7,1,2,2,0,3,10,"HT0141"
894,7,1,3,1,0,3,6,"HT0112"
968,7,1,1,2,0,3,17,"HT0933"
969,7,1,2,2,0,3,3,"HT0931"
972,7,1,4,2,0,3,2,"HT1004"
973,7,1,4,1,0,3,8,"HT0811"
985,7,1,4,1,0,3,3,"HT0731"
990,7,1,2,2,0,3,3,"HT0213"
992,7,1,4,2,0,3,6,"HT0731"
999,7,1,2,1,0,3,6,"HT0711"
1009,7,1,2,2,0,3,8,"HT1054"
1013,7,1,3,2,0,3,2,"HT0221"
1014,7,1,2,2,0,3,1,"HT0221"
1019,7,1,3,1,0,3,4,"HT0711"
1020,7,1,1,2,0,3,2,"HT0711"
1021,7,1,2,2,0,3,4,"HT0521"
1029,7,1,2,2,0,3,2,"HT0211"
9,6,3,3,2,0,3,2,"HT0111"
11,6,3,3,2,0,3,5,"HT0111"
13,6,3,3,2,0,3,12,"HT0111"
19,6,3,4,2,0,3,4,"HT0111"
23,6,3,1,2,0,3,4,"HT0111"
30,6,3,3,2,0,3,7,"HT0111"
105,6,3,1,2,0,3,31,"HT0113"
113,6,3,4,2,0,3,10,"HT0113"
114,6,3,4,2,0,3,8,"HT0113"
120,6,3,3,2,0,3,4,"HT0113"
123,6,3,3,2,0,3,6,"HT0113"
129,6,3,3,2,0,3,20,"HT0114"
137,6,3,3,2,0,3,4,"HT0114"
161,6,3,3,2,0,3,5,"HT0116"
166,6,3,2,2,0,3,6,"HT0116"
171,6,3,4,2,0,3,5,"HT0121"
172,6,3,4,2,0,3,5,"HT0121"
183,6,3,3,2,0,3,6,"HT0121"
208,6,3,4,2,0,3,11,"HT0131"
233,6,3,1,2,0,3,7,"HT0133"
236,6,3,2,2,0,3,2,"HT0133"
266,6,3,1,2,0,3,1,"HT0151"
319,6,3,1,2,0,3,4,"HT0231"
323,6,3,3,2,0,3,1,"HT0232"
335,6,3,1,2,0,3,3,"HT0311"
425,6,3,1,2,0,3,12,"HT0421"
465,6,3,3,2,0,3,8,"HT0511"
520,6,3,3,2,0,3,28,"HT0532"
521,6,3,2,2,0,3,21,"HT0532"
547,6,3,3,2,0,3,3,"HT0541"
562,6,3,1,2,0,3,9,"HT0551"
665,6,3,1,2,0,3,2,"HT0732"
708,6,3,1,2,0,3,4,"HT0822"
709,6,3,1,2,0,3,3,"HT0822"
732,6,3,1,2,0,3,17,"HT0911"
785,6,3,1,2,0,3,2,"HT0932"
841,6,3,4,2,0,3,3,"HT0141"
843,6,3,2,2,0,3,4,"HT0141"
849,6,3,2,2,0,3,1,"HT0113"
850,6,3,3,2,0,3,5,"HT0112"
860,6,3,3,2,0,3,4,"HT0151"
861,6,3,3,2,0,3,3,"HT0151"
862,6,3,3,2,0,3,3,"HT0151"
864,6,3,4,2,0,3,5,"HT0121"
865,6,3,1,2,0,3,5,"HT0121"
868,6,3,4,2,0,3,7,"HT0121"
869,6,3,3,2,0,3,3,"HT0121"
876,6,3,4,2,0,3,4,"HT0113"
885,6,3,3,2,0,3,5,"HT0131"
897,6,3,2,2,0,3,5,"HT0112"
899,6,3,3,2,0,3,8,"HT0112"
901,6,3,4,2,0,3,6,"HT0116"
932,6,3,3,2,0,3,2,"HT0112"
936,6,3,3,2,0,3,2,"HT0532"
952,6,3,3,2,0,3,2,"HT0323"
965,6,3,4,2,0,3,4,"HT0322"
987,6,3,2,2,0,3,7,"HT0231"
997,6,3,4,2,0,3,2,"HT0811"
1012,6,3,3,2,0,3,2,"HT0221"
1015,6,3,4,2,0,3,7,"HT0707"
1017,6,3,4,2,0,3,2,"HT0145"
1023,6,3,4,2,0,3,3,"HT0911"
1024,6,3,2,2,0,3,8,"HT0711"
4,6,3,2,1,0,3,10,"HT0111"
7,6,3,3,1,0,3,6,"HT0111"
8,6,3,3,1,0,3,5,"HT0111"
18,6,3,1,1,0,3,40,"HT0111"
24,6,3,2,1,0,3,12,"HT0111"
25,6,3,3,1,0,3,15,"HT0111"
32,6,3,4,1,0,3,5,"HT0111"
33,6,3,4,1,0,3,31,"HT0111"
36,6,3,3,1,0,3,10,"HT0111"
37,6,3,1,1,0,3,51,"HT0111"
38,6,3,4,1,0,3,14,"HT0111"
42,6,3,3,1,0,3,15,"HT0111"
45,6,3,2,1,0,3,13,"HT0111"
47,6,3,3,1,0,3,3,"HT0111"
48,6,3,1,1,0,3,42,"HT0112"
55,6,3,3,1,0,3,6,"HT0112"
65,6,3,2,1,0,3,10,"HT0112"
68,6,3,1,1,0,3,29,"HT0112"
69,6,3,3,1,0,3,5,"HT0112"
70,6,3,2,1,0,3,5,"HT0112"
71,6,3,4,1,0,3,11,"HT0112"
73,6,3,3,1,0,3,7,"HT0112"
82,6,3,2,1,0,3,6,"HT0112"
84,6,3,3,1,0,3,11,"HT0112"
87,6,3,3,1,0,3,3,"HT0112"
88,6,3,1,1,0,3,61,"HT0112"
90,6,3,3,1,0,3,8,"HT0112"
91,6,3,3,1,0,3,8,"HT0112"
99,6,3,4,1,0,3,17,"HT0113"
100,6,3,4,1,0,3,3,"HT0113"
112,6,3,3,1,0,3,31,"HT0113"
118,6,3,3,1,0,3,5,"HT0113"
119,6,3,3,1,0,3,16,"HT0113"
122,6,3,2,1,0,3,10,"HT0113"
125,6,3,3,1,0,3,6,"HT0113"
128,6,3,4,1,0,3,7,"HT0114"
130,6,3,4,1,0,3,36,"HT0114"
133,6,3,1,1,0,3,14,"HT0114"
135,6,3,4,1,0,3,10,"HT0114"
141,6,3,1,1,0,3,10,"HT0114"
144,6,3,4,1,0,3,6,"HT0114"
145,6,3,4,1,0,3,17,"HT0114"
148,6,3,3,1,0,3,5,"HT0114"
151,6,3,1,1,0,3,13,"HT0115"
174,6,3,3,1,0,3,4,"HT0121"
179,6,3,2,1,0,3,5,"HT0121"
180,6,3,4,1,0,3,9,"HT0121"
181,6,3,4,1,0,3,5,"HT0121"
201,6,3,2,1,0,3,25,"HT0131"
202,6,3,2,1,0,3,19,"HT0131"
205,6,3,2,1,0,3,3,"HT0131"
219,6,3,4,1,0,3,7,"HT0131"
237,6,3,1,1,0,3,7,"HT0133"
254,6,3,1,1,0,3,22,"HT0142"
255,6,3,2,1,0,3,29,"HT0142"
257,6,3,1,1,0,3,23,"HT0142"
258,6,3,3,1,0,3,20,"HT0142"
281,6,3,1,1,0,3,6,"HT0211"
284,6,3,2,1,0,3,7,"HT0211"
290,6,3,2,1,0,3,6,"HT0211"
310,6,3,4,1,0,3,24,"HT0222"
318,6,3,2,1,0,3,8,"HT0231"
333,6,3,2,1,0,3,16,"HT0311"
334,6,3,4,1,0,3,13,"HT0311"
337,6,3,3,1,0,3,4,"HT0311"
339,6,3,2,1,0,3,5,"HT0311"
340,6,3,3,1,0,3,4,"HT0311"
342,6,3,4,1,0,3,50,"HT0311"
352,6,3,4,1,0,3,4,"HT0313"
354,6,3,1,1,0,3,25,"HT0313"
356,6,3,3,1,0,3,3,"HT0313"
358,6,3,3,1,0,3,10,"HT0321"
359,6,3,4,1,0,3,19,"HT0321"
360,6,3,3,1,0,3,7,"HT0321"
362,6,3,3,1,0,3,8,"HT0321"
370,6,3,2,1,0,3,24,"HT0322"
371,6,3,4,1,0,3,8,"HT0322"
372,6,3,4,1,0,3,9,"HT0322"
389,6,3,1,1,0,3,5,"HT0343"
396,6,3,3,1,0,3,17,"HT0352"
401,6,3,4,1,0,3,4,"HT0352"
405,6,3,3,1,0,3,14,"HT0361"
409,6,3,3,1,0,3,8,"HT0362"
414,6,3,2,1,0,3,9,"HT0372"
438,6,3,1,1,0,3,19,"HT0432"
450,6,3,2,1,0,3,9,"HT0442"
456,6,3,1,1,0,3,25,"HT0511"
457,6,3,1,1,0,3,8,"HT0511"
477,6,3,2,1,0,3,29,"HT0513"
524,6,3,3,1,0,3,12,"HT0532"
583,6,3,1,1,0,3,10,"HT0612"
592,6,3,3,1,0,3,11,"HT0614"
596,6,3,4,1,0,3,11,"HT0621"
597,6,3,4,1,0,3,7,"HT0621"
599,6,3,1,1,0,3,2,"HT0621"
607,6,3,3,1,0,3,9,"HT0631"
625,6,3,1,1,0,3,17,"HT0711"
629,6,3,4,1,0,3,3,"HT0711"
631,6,3,2,1,0,3,14,"HT0711"
669,6,3,3,1,0,3,9,"HT0733"
685,6,3,4,1,0,3,10,"HT0811"
694,6,3,1,1,0,3,31,"HT0812"
735,6,3,4,1,0,3,6,"HT0911"
736,6,3,2,1,0,3,4,"HT0911"
840,6,3,2,1,0,3,8,"HT0141"
851,6,3,3,1,0,3,4,"HT0131"
855,6,3,1,1,0,3,4,"HT0131"
859,6,3,3,1,0,3,3,"HT0151"
875,6,3,3,1,0,3,16,"HT0113"
878,6,3,3,1,0,3,9,"HT0113"
882,6,3,2,1,0,3,9,"HT0112"
883,6,3,4,1,0,3,5,"HT0131"
884,6,3,3,1,0,3,10,"HT0131"
904,6,3,2,1,0,3,5,"HT0114"
907,6,3,2,1,0,3,8,"HT0111"
910,6,3,3,1,0,3,5,"HT0111"
912,6,3,2,1,0,3,6,"HT0111"
913,6,3,2,1,0,3,14,"HT0111"
915,6,3,2,1,0,3,13,"HT0111"
916,6,3,3,1,0,3,9,"HT0111"
920,6,3,4,1,0,3,10,"HT0111"
923,6,3,2,1,0,3,5,"HT0112"
924,6,3,2,1,0,3,4,"HT0112"
926,6,3,4,1,0,3,5,"HT0112"
929,6,3,4,1,0,3,6,"HT0112"
938,6,3,2,1,0,3,11,"HT0531"
946,6,3,3,1,0,3,8,"HT0311"
949,6,3,2,1,0,3,5,"HT0311"
953,6,3,3,1,0,3,14,"HT0331"
954,6,3,3,1,0,3,5,"HT0313"
960,6,3,2,1,0,3,6,"HT0312"
964,6,3,4,1,0,3,3,"HT0311"
974,6,3,2,1,0,3,3,"HT0814"
975,6,3,3,1,0,3,6,"HT1001"
976,6,3,3,1,0,3,4,"HT1054"
977,6,3,3,1,0,3,4,"HT1052"
978,6,3,2,1,0,3,4,"HT0811"
980,6,3,2,1,0,3,20,"HT0733"
981,6,3,3,1,0,3,13,"HT0733"
982,6,3,3,1,0,3,2,"HT0733"
984,6,3,3,1,0,3,3,"HT0731"
994,6,3,3,1,0,3,5,"HT0102"
995,6,3,2,1,0,3,2,"HT0313"
996,6,3,2,1,0,3,6,"HT0322"
1010,6,3,4,1,0,3,5,"HT1051"
1018,6,3,3,1,0,3,5,"HT0311"
1022,6,3,4,1,0,3,3,"HT0112"
1025,6,3,4,1,0,3,5,"HT0101"
1027,6,3,2,1,0,3,6,"HT0211"
1028,6,3,2,1,0,3,6,"HT0121"
1031,6,3,3,1,0,3,5,"HT0606"
39,5,4,3,1,0,3,5,"HT0111"
49,5,4,2,1,0,3,19,"HT0112"
53,4,2,2,2,0,3,7,"HT0112"
56,5,4,3,1,0,3,10,"HT0112"
59,5,4,3,1,0,3,16,"HT0112"
95,4,2,2,1,0,3,3,"HT0112"
104,5,4,3,1,0,3,17,"HT0113"
107,5,4,3,1,0,3,9,"HT0113"
168,5,4,3,2,0,3,9,"HT0116"
196,5,4,1,2,0,3,2,"HT0123"
230,5,4,2,2,0,3,4,"HT0133"
260,5,4,4,1,0,3,7,"HT0142"
286,5,4,3,2,0,3,6,"HT0211"
298,5,4,1,2,0,3,4,"HT0213"
346,5,4,1,1,0,3,20,"HT0312"
493,5,4,2,1,0,3,6,"HT0521"
535,5,4,3,2,0,3,1,"HT0541"
536,5,4,1,2,0,3,2,"HT0541"
543,5,4,1,2,0,3,6,"HT0541"
605,5,4,4,2,0,3,5,"HT0623"
618,5,4,3,1,0,3,8,"HT0711"
639,5,4,3,2,0,3,2,"HT0714"
684,5,4,4,1,0,3,5,"HT0811"
828,5,4,4,1,0,3,5,"HT1042"
879,5,4,3,2,0,3,5,"HT0113"
880,5,4,3,2,0,3,6,"HT0113"
881,5,4,2,1,0,3,11,"HT0112"
895,5,4,3,1,0,3,7,"HT0112"
900,5,4,3,1,0,3,6,"HT0116"
906,5,4,4,1,0,3,5,"HT0114"
925,5,4,2,1,0,3,11,"HT0112"
930,5,4,3,1,0,3,7,"HT0112"
945,5,4,2,2,0,3,2,"HT0345"
950,5,4,4,1,0,3,4,"HT0311"
1004,4,2,2,1,0,3,2,"HT0115"
26,6,3,2,,0,0,0,"HT0111"
57,5,4,2,1,0,1,10,"HT0112"
58,6,3,1,2,0,1,5,"HT0112"
78,6,3,2,1,0,1,15,"HT0112"
83,4,2,2,1,0,1,28,"HT0112"
85,5,4,3,2,0,1,5,"HT0112"
96,6,3,3,2,0,1,4,"HT0112"
131,4,2,3,,0,0,0,"HT0114"
164,6,3,3,,0,0,0,"HT0116"
165,6,3,2,1,0,1,13,"HT0116"
176,6,3,1,1,0,1,17,"HT0121"
177,3,2,3,,0,0,0,"HT0121"
178,5,4,1,,0,0,0,"HT0121"
217,6,3,2,2,0,1,31,"HT0131"
222,5,4,3,1,0,1,13,"HT0131"
229,6,3,2,2,0,1,4,"HT0132"
235,6,3,2,1,0,1,19,"HT0133"
261,6,3,4,1,0,1,16,"HT0142"
274,6,3,3,,0,0,0,"HT0152"
316,6,3,1,,0,0,0,"HT0222"
398,7,1,1,,0,0,0,"HT0352"
430,7,1,1,2,0,1,8,"HT0421"
442,6,3,3,1,0,1,11,"HT0433"
464,6,3,3,1,0,1,7,"HT0511"
486,7,1,3,,0,0,0,"HT0521"
487,6,3,2,,0,0,0,"HT0521"
509,7,1,1,,0,0,0,"HT0531"
577,6,3,3,,0,0,0,"HT0611"
578,6,3,1,1,0,1,28,"HT0611"
582,5,4,1,1,0,1,32,"HT0612"
590,7,1,1,1,0,1,26,"HT0613"
593,7,1,2,,0,0,0,"HT0614"
619,6,3,4,1,0,1,7,"HT0711"
651,5,4,3,1,0,1,12,"HT0721"
689,6,3,2,1,0,1,94,"HT0811"
705,7,1,1,2,0,1,4,"HT0822"
738,7,1,3,1,0,1,11,"HT0911"
783,7,1,1,2,0,1,8,"HT0932"
787,7,1,4,,0,0,0,"HT0933"
795,7,1,1,,0,0,0,"HT0934"
815,7,1,1,,0,0,0,"HT1004"
842,6,3,3,,0,0,0,"HT0141"
847,5,4,3,,0,0,0,"HT0142"
856,6,3,2,2,0,1,8,"HT0135"
867,4,2,3,,0,0,0,"HT0121"
871,6,3,3,,0,0,0,"HT0121"
887,6,3,2,,0,0,0,"HT0131"
892,6,3,3,,0,0,0,"HT0112"
896,6,3,3,1,0,2,12,"HT0112"
898,6,3,2,1,0,1,16,"HT0112"
902,6,3,3,,0,0,0,"HT0116"
917,6,3,3,,0,0,0,"HT0111"
947,6,3,3,1,0,2,4,"HT0311"
961,6,3,3,2,0,1,9,"HT0312"
966,6,3,3,,0,0,0,"HT0921"
983,6,3,3,,0,0,0,"HT0733"
1006,6,3,2,1,0,1,13,"HT0131"
1007,6,3,3,1,0,1,19,"HT0122"
1008,6,3,4,2,0,1,8,"HT0733"
1030,6,3,3,1,0,1,6,"HT0102"
6,5,4,2,2,5,3,5,"HT0111"
10,7,1,3,2,3,3,10,"HT0111"
28,4,2,3,2,24,3,27,"HT0111"
40,6,3,4,2,2,3,2,"HT0111"
44,4,2,2,2,13,1,107,"HT0111"
50,6,3,2,2,4,1,23,"HT0112"
80,5,4,3,2,1,3,6,"HT0112"
103,5,4,4,2,3,3,13,"HT0113"
108,6,3,2,2,4,3,2,"HT0113"
116,5,4,3,2,6,3,6,"HT0113"
121,7,1,1,2,2,3,37,"HT0113"
142,7,1,3,2,4,3,19,"HT0114"
149,6,3,3,2,2,3,10,"HT0114"
160,5,4,3,2,2,3,8,"HT0116"
185,7,1,4,2,1,3,11,"HT0121"
195,7,1,1,2,2,3,12,"HT0123"
218,5,4,3,2,7,1,2,"HT0131"
223,6,3,3,2,3,3,14,"HT0131"
224,4,2,1,2,105,3,16,"HT0131"
239,5,4,2,2,10,1,26,"HT0134"
241,7,1,3,2,3,2,2,"HT0135"
242,7,1,2,2,1,3,3,"HT0135"
243,5,4,1,2,3,3,16,"HT0135"
265,6,3,4,2,1,3,4,"HT0151"
268,7,1,3,2,3,3,4,"HT0151"
270,7,1,4,2,4,3,1,"HT0152"
273,7,1,1,2,4,3,3,"HT0152"
275,7,1,1,2,1,3,1,"HT0211"
277,7,1,2,2,2,3,3,"HT0211"
282,6,3,1,2,3,3,7,"HT0211"
287,6,3,1,2,4,3,4,"HT0211"
288,6,3,2,2,2,3,10,"HT0211"
309,6,3,1,2,1,3,7,"HT0221"
325,6,3,4,2,1,3,2,"HT0233"
329,7,1,1,2,2,3,5,"HT0233"
332,5,4,3,2,3,3,6,"HT0234"
393,7,1,1,2,2,3,7,"HT0351"
416,7,1,1,2,1,3,9,"HT0411"
417,7,1,1,2,6,3,3,"HT0411"
418,7,1,1,2,2,1,11,"HT0411"
420,7,1,1,2,1,3,5,"HT0412"
423,7,1,1,2,2,3,6,"HT0413"
441,7,1,1,2,1,3,2,"HT0433"
448,7,1,1,2,1,3,11,"HT0441"
475,6,3,1,2,2,3,10,"HT0512"
481,7,1,3,2,4,3,5,"HT0521"
