Name,CustID,ProdID,Date,Currency,Qty,Sales USD Old,Cost USD Old
" Sep 2021 Sales","WA001","SSBC0002",2021-09-23 00:00:00.000,"USD",1,5,0.8
" Nov 2020 Sales","WA001","SSBC0002",2020-11-29 00:00:00.000,"USD",1,5,0.8
" Apr 2021 Sales","WA001","SSBC0002",2021-04-11 00:00:00.000,"USD",1,5,0.8
" Sep 2021 Sales","WA001","SSBC0002",2021-09-19 00:00:00.000,"USD",1,5,0.8
" Feb 2021 Sales","WA001","SSBC0003",2021-02-20 00:00:00.000,"USD",1,5,1.5
" Feb 2021 Sales","WA001","SSBC0003",2021-02-28 00:00:00.000,"USD",1,5,1.5
" Feb 2021 Sales","WA001","SSBC0003",2021-02-25 00:00:00.000,"USD",1,5,1.5
" Mar 2021 Sales","WA001","SSBC0003",2021-03-20 00:00:00.000,"USD",1,5,1.5
" Oct 2020 Sales","WA001","SSBC0003",2020-10-20 00:00:00.000,"USD",1,5,1.5
" Mar 2021 Sales","WA001","SSBC0003",2021-03-25 00:00:00.000,"USD",1,5,1.5
" Oct 2020 Sales","WA001","SSBC0003",2020-10-31 00:00:00.000,"USD",1,5,1.5
" Jul 2021 Sales","WA001","SSBC0003",2021-07-19 00:00:00.000,"USD",1,5,1.5
" Jul 2021 Sales","WA001","SSBC0003",2021-07-30 00:00:00.000,"USD",1,5,1.5
" Sep 2021 Sales","WA001","SSBC0003",2021-09-28 00:00:00.000,"USD",1,5,1.5
" Sep 2021 Sales","WA001","SSBC0003",2021-09-19 00:00:00.000,"USD",1,5,1.5
" Apr 2021 Sales","WA001","SSBC0003",2021-04-20 00:00:00.000,"USD",1,5,1.5
" Jan 2021 Sales","WA001","SSBC0003",2021-01-29 00:00:00.000,"USD",1,5,1.5
" Jun 2021 Sales","WA001","SSBC0003",2021-06-30 00:00:00.000,"USD",1,5,1.5
" Jan 2021 Sales","WA001","SSBC0003",2021-01-20 00:00:00.000,"USD",1,5,1.5
" Apr 2021 Sales","WA001","SSBC0003",2021-04-30 00:00:00.000,"USD",1,5,1.5
" Jun 2021 Sales","WA001","SSBC0003",2021-06-24 00:00:00.000,"USD",1,5,1.5
" Mar 2021 Sales","WA001","SSBC0003",2021-03-30 00:00:00.000,"USD",1,5,1.5
" Dec 2020 Sales","WA001","SSBC0003",2020-12-30 00:00:00.000,"USD",1,5,1.5
" Nov 2020 Sales","WA001","SSBC0003",2020-11-30 00:00:00.000,"USD",1,5,1.5
" Nov 2020 Sales","WA001","SSBC0003",2020-11-20 00:00:00.000,"USD",1,5,1.5
" Aug 2021 Sales","WA001","SSBC0003",2021-08-30 00:00:00.000,"USD",1,5,1.5
" Dec 2020 Sales","WA001","SSBC0003",2020-12-21 00:00:00.000,"USD",1,5,1.5
" Nov 2020 Sales","WA001","SSBC0003",2020-11-24 00:00:00.000,"USD",1,5,1.5
" Aug 2021 Sales","WA001","SSBC0003",2021-08-19 00:00:00.000,"USD",1,5,1.5
" Feb 2021 Sales","WA001","SSBC0005",2021-02-28 00:00:00.000,"USD",1,5,0.65
" Jan 2021 Sales","WA001","SSBC0005",2021-01-20 00:00:00.000,"USD",1,5,0.65
" Mar 2021 Sales","WA001","SSBC0005",2021-03-19 00:00:00.000,"USD",1,5,0.65
" Apr 2021 Sales","WA001","SSBC0005",2021-04-26 00:00:00.000,"USD",1,5,0.65
" Dec 2020 Sales","WA001","SSBC0005",2020-12-21 00:00:00.000,"USD",1,5,0.65
" Jun 2021 Sales","WA001","SSBC0005",2021-06-30 00:00:00.000,"USD",1,5,0.65
" Sep 2021 Sales","WA001","SSBC0005",2021-09-19 00:00:00.000,"USD",1,5,0.65
" Nov 2020 Sales","WA001","SSBC0005",2020-11-30 00:00:00.000,"USD",1,5,0.65
" Aug 2021 Sales","WA001","SSBC0005",2021-08-25 00:00:00.000,"USD",1,5,0.65
" Apr 2021 Sales","WA001","SSBC0005",2021-04-20 00:00:00.000,"USD",1,5,0.65
" Sep 2021 Sales","WA001","SSBC0005",2021-09-23 00:00:00.000,"USD",1,5,0.65
" Jul 2021 Sales","WA001","SSBC0005",2021-07-25 00:00:00.000,"USD",1,5,0.65
" Dec 2020 Sales","WA001","SSBC0005",2020-12-27 00:00:00.000,"USD",1,5,0.65
" Jun 2021 Sales","WA001","SSBC0005",2021-06-24 00:00:00.000,"USD",1,5,0.65
" Mar 2021 Sales","WA001","SSBC0005",2021-03-28 00:00:00.000,"USD",1,5,0.65
" Oct 2020 Sales","WA001","SSBC0005",2020-10-19 00:00:00.000,"USD",1,5,0.65
" Feb 2021 Sales","WA001","SSBC0005",2021-02-19 00:00:00.000,"USD",1,5,0.65
" Aug 2021 Sales","WA001","SSBC0005",2021-08-19 00:00:00.000,"USD",1,5,0.65
" Nov 2020 Sales","WA001","SSBC0005",2020-11-23 00:00:00.000,"USD",1,5,0.65
" Jan 2021 Sales","WA001","SSBC0005",2021-01-26 00:00:00.000,"USD",1,5,0.65
" Jul 2021 Sales","WA001","SSBC0005",2021-07-19 00:00:00.000,"USD",1,5,0.65
" Oct 2020 Sales","WA001","SSBC0005",2020-10-31 00:00:00.000,"USD",1,5,0.65
" Nov 2020 Sales","WA001","SSBC0006",2020-11-14 00:00:00.000,"USD",1,5,0.92
" Jun 2021 Sales","WA001","SSBC0006",2021-06-15 00:00:00.000,"USD",1,5,0.92
" Jan 2021 Sales","WA001","SSBC0006",2021-01-26 00:00:00.000,"USD",1,5,0.92
" Sep 2021 Sales","WA001","SSBC0006",2021-09-10 00:00:00.000,"USD",1,5,0.92
" Aug 2021 Sales","WA001","SSBC0006",2021-08-10 00:00:00.000,"USD",1,5,0.92
" Dec 2020 Sales","WA001","SSBC0006",2020-12-12 00:00:00.000,"USD",1,5,0.92
" Jul 2021 Sales","WA001","SSBC0006",2021-07-25 00:00:00.000,"USD",1,5,0.92
" Nov 2020 Sales","WA001","SSBC0006",2020-11-29 00:00:00.000,"USD",1,5,0.92
" Jul 2021 Sales","WA001","SSBC0006",2021-07-10 00:00:00.000,"USD",1,5,0.92
" Sep 2021 Sales","WA001","SSBC0006",2021-09-23 00:00:00.000,"USD",1,5,0.92
" Apr 2021 Sales","WA001","SSBC0006",2021-04-11 00:00:00.000,"USD",1,5,0.92
" Aug 2021 Sales","WA001","SSBC0006",2021-08-25 00:00:00.000,"USD",1,5,0.92
" Oct 2020 Sales","WA001","SSBC0006",2020-10-31 00:00:00.000,"USD",1,5,0.92
" Oct 2020 Sales","WA001","SSBC0006",2020-10-10 00:00:00.000,"USD",1,5,0.92
" Feb 2021 Sales","WA001","SSBC0006",2021-02-25 00:00:00.000,"USD",1,5,0.92
" Feb 2021 Sales","WA001","SSBC0006",2021-02-10 00:00:00.000,"USD",1,5,0.92
" Mar 2021 Sales","WA001","SSBC0006",2021-03-25 00:00:00.000,"USD",1,5,0.92
" Mar 2021 Sales","WA001","SSBC0006",2021-03-10 00:00:00.000,"USD",1,5,0.92
" Dec 2020 Sales","WA001","SSBC0006",2020-12-27 00:00:00.000,"USD",1,5,0.92
" Jun 2021 Sales","WA001","SSBC0006",2021-06-30 00:00:00.000,"USD",1,5,0.92
" Jan 2021 Sales","WA001","SSBC0006",2021-01-11 00:00:00.000,"USD",1,5,0.92
" Apr 2021 Sales","WA001","SSBC0006",2021-04-26 00:00:00.000,"USD",1,5,0.92
" Sep 2021 Sales","WA001","SSBC1003",2021-09-28 00:00:00.000,"USD",1,9.99,8
" Oct 2020 Sales","WA001","SSBC1003",2020-10-20 00:00:00.000,"USD",1,9.99,8
" Nov 2020 Sales","WA001","SSBC1003",2020-11-30 00:00:00.000,"USD",1,9.99,8
" Jan 2021 Sales","WA001","SSBC1003",2021-01-29 00:00:00.000,"USD",1,9.99,8
" Nov 2020 Sales","WA001","SSBC1003",2020-11-24 00:00:00.000,"USD",1,9.99,8
" Dec 2020 Sales","WA001","SSBC1003",2020-12-22 00:00:00.000,"USD",1,9.99,8
" Dec 2020 Sales","WA001","SSBC1003",2020-12-30 00:00:00.000,"USD",1,9.99,8
" Feb 2021 Sales","WA001","SSBC1003",2021-02-20 00:00:00.000,"USD",1,9.99,8
" Mar 2021 Sales","WA001","SSBC1003",2021-03-20 00:00:00.000,"USD",1,9.99,8
" Feb 2021 Sales","WA001","SSBC1003",2021-02-28 00:00:00.000,"USD",1,9.99,8
" Jan 2021 Sales","WA001","SSBC1003",2021-01-21 00:00:00.000,"USD",1,9.99,8
" Mar 2021 Sales","WA001","SSBC1003",2021-03-10 00:00:00.000,"USD",1,9.99,8
" Oct 2020 Sales","WA001","SSBC1003",2020-10-31 00:00:00.000,"USD",1,9.99,8
" Jan 2021 Sales","WA001","SSBC1003",2021-01-10 00:00:00.000,"USD",1,9.99,8
" Apr 2021 Sales","WA001","SSBC1003",2021-04-30 00:00:00.000,"USD",1,9.99,8
" Apr 2021 Sales","WA001","SSBC1003",2021-04-21 00:00:00.000,"USD",1,9.99,8
" Sep 2021 Sales","WA001","SSBC1003",2021-09-20 00:00:00.000,"USD",1,9.99,8
" Aug 2021 Sales","WA001","SSBC1004",2021-08-30 00:00:00.000,"USD",1,12,12.14
" Jun 2021 Sales","WA001","SSBC1004",2021-06-25 00:00:00.000,"USD",1,12,12.14
" Jun 2021 Sales","WA001","SSBC1004",2021-06-30 00:00:00.000,"USD",1,12,12.14
" Jul 2021 Sales","WA001","SSBC1004",2021-07-30 00:00:00.000,"USD",1,12,12.14
" Aug 2021 Sales","WA001","SSBC1004",2021-08-20 00:00:00.000,"USD",1,12,12.14
" Jul 2021 Sales","WA001","SSBC1004",2021-07-20 00:00:00.000,"USD",1,12,12.14
" Mar 2021 Sales","WA001","SSBC1005",2021-03-20 00:00:00.000,"USD",1,9.99,5.9
" Jan 2021 Sales","WA001","SSBC1005",2021-01-02 00:00:00.000,"USD",1,9.99,5.9
" Sep 2021 Sales","WA001","SSBC1005",2021-09-20 00:00:00.000,"USD",1,9.99,5.9
" Apr 2021 Sales","WA001","SSBC1005",2021-04-02 00:00:00.000,"USD",1,9.99,5.9
" Feb 2021 Sales","WA001","SSBC1005",2021-02-20 00:00:00.000,"USD",1,9.99,5.9
" Aug 2021 Sales","WA001","SSBC1005",2021-08-01 00:00:00.000,"USD",1,9.99,5.9
" Oct 2020 Sales","WA001","SSBC1005",2020-10-20 00:00:00.000,"USD",1,9.99,5.9
" Aug 2021 Sales","WA001","SSBC1005",2021-08-20 00:00:00.000,"USD",1,9.99,5.9
" Oct 2020 Sales","WA001","SSBC1005",2020-10-01 00:00:00.000,"USD",1,9.99,5.9
" Apr 2021 Sales","WA001","SSBC1005",2021-04-21 00:00:00.000,"USD",1,9.99,5.9
" Dec 2020 Sales","WA001","SSBC1005",2020-12-03 00:00:00.000,"USD",1,9.99,5.9
" Mar 2021 Sales","WA001","SSBC1005",2021-03-01 00:00:00.000,"USD",1,9.99,5.9
" Sep 2021 Sales","WA001","SSBC1005",2021-09-01 00:00:00.000,"USD",1,9.99,5.9
" Dec 2020 Sales","WA001","SSBC1005",2020-12-22 00:00:00.000,"USD",1,9.99,5.9
" Nov 2020 Sales","WA001","SSBC1005",2020-11-05 00:00:00.000,"USD",1,9.99,5.9
" Feb 2021 Sales","WA001","SSBC1005",2021-02-01 00:00:00.000,"USD",1,9.99,5.9
" Nov 2020 Sales","WA001","SSBC1005",2020-11-24 00:00:00.000,"USD",1,9.99,5.9
" Jul 2021 Sales","WA001","SSBC1005",2021-07-20 00:00:00.000,"USD",1,9.99,5.9
" Jun 2021 Sales","WA001","SSBC1005",2021-06-25 00:00:00.000,"USD",1,9.99,5.9
" Jul 2021 Sales","WA001","SSBC1005",2021-07-01 00:00:00.000,"USD",1,9.99,5.9
" Jan 2021 Sales","WA001","SSBC1005",2021-01-21 00:00:00.000,"USD",1,9.99,5.9
" Jun 2021 Sales","WA001","SSBC1005",2021-06-06 00:00:00.000,"USD",1,9.99,5.9
" Feb 2021 Sales","WA001","SSBC0001",2021-02-24 00:00:00.000,"USD",2,10,2.1
" Mar 2021 Sales","WA001","SSBC0001",2021-03-24 00:00:00.000,"USD",2,10,2.1
" Oct 2020 Sales","WA001","SSBC0001",2020-10-31 00:00:00.000,"USD",2,10,2.1
" Aug 2021 Sales","WA001","SSBC0001",2021-08-20 00:00:00.000,"USD",2,10,2.1
" Mar 2021 Sales","WA001","SSBC0001",2021-03-10 00:00:00.000,"USD",2,10,2.1
" Jan 2021 Sales","WA001","SSBC0001",2021-01-11 00:00:00.000,"USD",2,10,2.1
" Apr 2021 Sales","WA001","SSBC0001",2021-04-25 00:00:00.000,"USD",2,10,2.1
" Aug 2021 Sales","WA001","SSBC0001",2021-08-10 00:00:00.000,"USD",2,10,2.1
" Jul 2021 Sales","WA001","SSBC0001",2021-07-20 00:00:00.000,"USD",2,10,2.1
" Feb 2021 Sales","WA001","SSBC0001",2021-02-10 00:00:00.000,"USD",2,10,2.1
" Dec 2020 Sales","WA001","SSBC0001",2020-12-12 00:00:00.000,"USD",2,10,2.1
" Nov 2020 Sales","WA001","SSBC0001",2020-11-28 00:00:00.000,"USD",2,10,2.1
" Nov 2020 Sales","WA001","SSBC0001",2020-11-14 00:00:00.000,"USD",2,10,2.1
" Dec 2020 Sales","WA001","SSBC0001",2020-12-22 00:00:00.000,"USD",2,10,2.1
" Dec 2020 Sales","WA001","SSBC0001",2020-12-26 00:00:00.000,"USD",2,10,2.1
" Aug 2021 Sales","WA001","SSBC0001",2021-08-24 00:00:00.000,"USD",2,10,2.1
" Oct 2020 Sales","WA001","SSBC0001",2020-10-10 00:00:00.000,"USD",2,10,2.1
" Jun 2021 Sales","WA001","SSBC0001",2021-06-29 00:00:00.000,"USD",2,10,2.1
" Jun 2021 Sales","WA001","SSBC0001",2021-06-25 00:00:00.000,"USD",2,10,2.1
" Sep 2021 Sales","WA001","SSBC0001",2021-09-18 00:00:00.000,"USD",2,10,2.1
" Sep 2021 Sales","WA001","SSBC0001",2021-09-10 00:00:00.000,"USD",2,10,2.1
" Jul 2021 Sales","WA001","SSBC0001",2021-07-10 00:00:00.000,"USD",2,10,2.1
" Apr 2021 Sales","WA001","SSBC0001",2021-04-11 00:00:00.000,"USD",2,10,2.1
" Jan 2021 Sales","WA001","SSBC0001",2021-01-25 00:00:00.000,"USD",2,10,2.1
" Sep 2021 Sales","WA001","SSBC0001",2021-09-22 00:00:00.000,"USD",2,10,2.1
" Jun 2021 Sales","WA001","SSBC0001",2021-06-15 00:00:00.000,"USD",2,10,2.1
" Jan 2021 Sales","WA001","SSBC0001",2021-01-21 00:00:00.000,"USD",2,10,2.1
" Jul 2021 Sales","WA001","SSBC0001",2021-07-24 00:00:00.000,"USD",2,10,2.1
" Apr 2021 Sales","WA001","SSBC0001",2021-04-21 00:00:00.000,"USD",2,10,2.1
" Jul 2021 Sales","WA001","SSBC0002",2021-07-24 00:00:00.000,"USD",2,10,1.6
" Jun 2021 Sales","WA001","SSBC0002",2021-06-15 00:00:00.000,"USD",2,10,1.6
" Jul 2021 Sales","WA001","SSBC0002",2021-07-10 00:00:00.000,"USD",2,10,1.6
" Dec 2020 Sales","WA001","SSBC0002",2020-12-26 00:00:00.000,"USD",2,10,1.6
" Feb 2021 Sales","WA001","SSBC0002",2021-02-10 00:00:00.000,"USD",2,10,1.6
" Nov 2020 Sales","WA001","SSBC0002",2020-11-14 00:00:00.000,"USD",2,10,1.6
" Dec 2020 Sales","WA001","SSBC0002",2020-12-12 00:00:00.000,"USD",2,10,1.6
" Mar 2021 Sales","WA001","SSBC0002",2021-03-10 00:00:00.000,"USD",2,10,1.6
" Jan 2021 Sales","WA001","SSBC0002",2021-01-25 00:00:00.000,"USD",2,10,1.6
" Jun 2021 Sales","WA001","SSBC0002",2021-06-29 00:00:00.000,"USD",2,10,1.6
" Jan 2021 Sales","WA001","SSBC0002",2021-01-11 00:00:00.000,"USD",2,10,1.6
" Feb 2021 Sales","WA001","SSBC0002",2021-02-24 00:00:00.000,"USD",2,10,1.6
" Mar 2021 Sales","WA001","SSBC0002",2021-03-24 00:00:00.000,"USD",2,10,1.6
" Apr 2021 Sales","WA001","SSBC0002",2021-04-25 00:00:00.000,"USD",2,10,1.6
" Sep 2021 Sales","WA001","SSBC0002",2021-09-10 00:00:00.000,"USD",2,10,1.6
" Oct 2020 Sales","WA001","SSBC0002",2020-10-10 00:00:00.000,"USD",2,10,1.6
" Oct 2020 Sales","WA001","SSBC0002",2020-10-31 00:00:00.000,"USD",2,10,1.6
" Aug 2021 Sales","WA001","SSBC0002",2021-08-24 00:00:00.000,"USD",2,10,1.6
" Aug 2021 Sales","WA001","SSBC0002",2021-08-10 00:00:00.000,"USD",2,10,1.6
" Nov 2020 Sales","WA001","SSBC0002",2020-11-28 00:00:00.000,"USD",2,10,1.6
" Sep 2021 Sales","WA001","SSBC0002",2021-09-22 00:00:00.000,"USD",2,10,1.6
" Apr 2021 Sales","WA001","SSBC0002",2021-04-11 00:00:00.000,"USD",2,10,1.6
" Feb 2021 Sales","WA001","SSBC0003",2021-02-28 00:00:00.000,"USD",2,10,3
" Mar 2021 Sales","WA001","SSBC0003",2021-03-30 00:00:00.000,"USD",2,10,3
" Oct 2020 Sales","WA001","SSBC0003",2020-10-19 00:00:00.000,"USD",2,10,3
" Sep 2021 Sales","WA001","SSBC0003",2021-09-28 00:00:00.000,"USD",2,10,3
" Jul 2021 Sales","WA001","SSBC0003",2021-07-19 00:00:00.000,"USD",2,10,3
" Sep 2021 Sales","WA001","SSBC0003",2021-09-19 00:00:00.000,"USD",2,10,3
" Apr 2021 Sales","WA001","SSBC0003",2021-04-20 00:00:00.000,"USD",2,10,3
" Jan 2021 Sales","WA001","SSBC0003",2021-01-29 00:00:00.000,"USD",2,10,3
" Mar 2021 Sales","WA001","SSBC0003",2021-03-19 00:00:00.000,"USD",2,10,3
" Jan 2021 Sales","WA001","SSBC0003",2021-01-25 00:00:00.000,"USD",2,10,3
" Jun 2021 Sales","WA001","SSBC0003",2021-06-24 00:00:00.000,"USD",2,10,3
" Oct 2020 Sales","WA001","SSBC0003",2020-10-31 00:00:00.000,"USD",2,10,3
" Jun 2021 Sales","WA001","SSBC0003",2021-06-30 00:00:00.000,"USD",2,10,3
" Jan 2021 Sales","WA001","SSBC0003",2021-01-20 00:00:00.000,"USD",2,10,3
" Jul 2021 Sales","WA001","SSBC0003",2021-07-30 00:00:00.000,"USD",2,10,3
" Nov 2020 Sales","WA001","SSBC0003",2020-11-30 00:00:00.000,"USD",2,10,3
" Dec 2020 Sales","WA001","SSBC0003",2020-12-21 00:00:00.000,"USD",2,10,3
" Aug 2021 Sales","WA001","SSBC0003",2021-08-19 00:00:00.000,"USD",2,10,3
" Aug 2021 Sales","WA001","SSBC0003",2021-08-30 00:00:00.000,"USD",2,10,3
" Nov 2020 Sales","WA001","SSBC0003",2020-11-20 00:00:00.000,"USD",2,10,3
" Feb 2021 Sales","WA001","SSBC0003",2021-02-19 00:00:00.000,"USD",2,10,3
" Dec 2020 Sales","WA001","SSBC0003",2020-12-22 00:00:00.000,"USD",2,10,3
" Nov 2020 Sales","WA001","SSBC0003",2020-11-23 00:00:00.000,"USD",2,10,3
" Dec 2020 Sales","WA001","SSBC0003",2020-12-30 00:00:00.000,"USD",2,10,3
" Jan 2021 Sales","WA001","SSBC0006",2021-01-26 00:00:00.000,"USD",2,10,1.84
" Apr 2021 Sales","WA001","SSBC0006",2021-04-20 00:00:00.000,"USD",2,10,1.84
" Dec 2020 Sales","WA001","SSBC0006",2020-12-21 00:00:00.000,"USD",2,10,1.84
" Nov 2020 Sales","WA001","SSBC0006",2020-11-29 00:00:00.000,"USD",2,10,1.84
" Jul 2021 Sales","WA001","SSBC0006",2021-07-19 00:00:00.000,"USD",2,10,1.84
" Jul 2021 Sales","WA001","SSBC0006",2021-07-25 00:00:00.000,"USD",2,10,1.84
" Aug 2021 Sales","WA001","SSBC0006",2021-08-25 00:00:00.000,"USD",2,10,1.84
" Sep 2021 Sales","WA001","SSBC0006",2021-09-19 00:00:00.000,"USD",2,10,1.84
" Sep 2021 Sales","WA001","SSBC0006",2021-09-23 00:00:00.000,"USD",2,10,1.84
" Dec 2020 Sales","WA001","SSBC0006",2020-12-27 00:00:00.000,"USD",2,10,1.84
" Mar 2021 Sales","WA001","SSBC0006",2021-03-19 00:00:00.000,"USD",2,10,1.84
" Nov 2020 Sales","WA001","SSBC0006",2020-11-23 00:00:00.000,"USD",2,10,1.84
" Mar 2021 Sales","WA001","SSBC0006",2021-03-25 00:00:00.000,"USD",2,10,1.84
" Oct 2020 Sales","WA001","SSBC0006",2020-10-19 00:00:00.000,"USD",2,10,1.84
" Aug 2021 Sales","WA001","SSBC0006",2021-08-19 00:00:00.000,"USD",2,10,1.84
" Feb 2021 Sales","WA001","SSBC0006",2021-02-25 00:00:00.000,"USD",2,10,1.84
" Feb 2021 Sales","WA001","SSBC0006",2021-02-19 00:00:00.000,"USD",2,10,1.84
" Apr 2021 Sales","WA001","SSBC0006",2021-04-30 00:00:00.000,"USD",2,10,1.84
" Jun 2021 Sales","WA001","SSBC0006",2021-06-24 00:00:00.000,"USD",2,10,1.84
" Jan 2021 Sales","WA001","SSBC0006",2021-01-20 00:00:00.000,"USD",2,10,1.84
" Oct 2020 Sales","WA001","SSBC0006",2020-10-31 00:00:00.000,"USD",2,10,1.84
" Apr 2021 Sales","WA001","SSBC0006",2021-04-26 00:00:00.000,"USD",2,10,1.84
" Jun 2021 Sales","WA001","SSBC0006",2021-06-30 00:00:00.000,"USD",2,10,1.84
" Feb 2021 Sales","WA001","SSBC1005",2021-02-19 00:00:00.000,"USD",6,59.94,35.4
" Apr 2021 Sales","WA001","SSBC1005",2021-04-11 00:00:00.000,"USD",6,59.94,35.4
" Mar 2021 Sales","WA001","SSBC1005",2021-03-25 00:00:00.000,"USD",6,59.94,35.4
" Feb 2021 Sales","WA001","SSBC1005",2021-02-25 00:00:00.000,"USD",6,59.94,35.4
" Mar 2021 Sales","WA001","SSBC1005",2021-03-19 00:00:00.000,"USD",6,59.94,35.4
" Sep 2021 Sales","WA001","SSBC1005",2021-09-23 00:00:00.000,"USD",6,59.94,35.4
" Aug 2021 Sales","WA001","SSBC1005",2021-08-10 00:00:00.000,"USD",6,59.94,35.4
" Oct 2020 Sales","WA001","SSBC1005",2020-10-19 00:00:00.000,"USD",6,59.94,35.4
" Aug 2021 Sales","WA001","SSBC1005",2021-08-25 00:00:00.000,"USD",6,59.94,35.4
" Apr 2021 Sales","WA001","SSBC1005",2021-04-26 00:00:00.000,"USD",6,59.94,35.4
" Oct 2020 Sales","WA001","SSBC1005",2020-10-31 00:00:00.000,"USD",6,59.94,35.4
" Nov 2020 Sales","WA001","SSBC1005",2020-11-29 00:00:00.000,"USD",6,59.94,35.4
" Dec 2020 Sales","WA001","SSBC1005",2020-12-12 00:00:00.000,"USD",6,59.94,35.4
" Sep 2021 Sales","WA001","SSBC1005",2021-09-10 00:00:00.000,"USD",6,59.94,35.4
" Dec 2020 Sales","WA001","SSBC1005",2020-12-27 00:00:00.000,"USD",6,59.94,35.4
" Nov 2020 Sales","WA001","SSBC1005",2020-11-23 00:00:00.000,"USD",6,59.94,35.4
" Jul 2021 Sales","WA001","SSBC1005",2021-07-25 00:00:00.000,"USD",6,59.94,35.4
" Jun 2021 Sales","WA001","SSBC1005",2021-06-15 00:00:00.000,"USD",6,59.94,35.4
" Jul 2021 Sales","WA001","SSBC1005",2021-07-10 00:00:00.000,"USD",6,59.94,35.4
" Jan 2021 Sales","WA001","SSBC1005",2021-01-26 00:00:00.000,"USD",6,59.94,35.4
" Jun 2021 Sales","WA001","SSBC1005",2021-06-30 00:00:00.000,"USD",6,59.94,35.4
" Jan 2021 Sales","WA001","SSBC1005",2021-01-11 00:00:00.000,"USD",6,59.94,35.4
