PurchaseId,PurchaseDate,PurchaseDateTime,ProductId,CentreId,Quantity,Price,PaymentDate
30347,2012-05-25 00:00:00.000,2012-05-25 16:37:00.000,1,323,2,8.5,
30577,2012-05-31 00:00:00.000,2012-05-31 13:43:00.000,1,386,2,8.5,
30791,2012-06-06 00:00:00.000,2012-06-06 17:19:00.000,1,322,2,8.5,
31028,2012-06-12 00:00:00.000,2012-06-12 17:51:00.000,1,244,2,8.5,
31039,2012-06-12 00:00:00.000,2012-06-12 10:39:00.000,1,342,2,8.5,
31257,2012-06-15 00:00:00.000,2012-06-15 16:54:00.000,1,371,2,8.5,
31825,2012-06-27 00:00:00.000,2012-06-27 18:42:00.000,1,320,2,8.5,
32633,2012-07-13 00:00:00.000,2012-07-13 15:54:00.000,1,377,2,8.5,
32861,2012-07-19 00:00:00.000,2012-07-19 14:35:00.000,1,229,2,8.5,
32881,2012-07-19 00:00:00.000,2012-07-19 15:58:00.000,1,238,2,8.5,
33189,2012-07-24 00:00:00.000,2012-07-24 10:34:00.000,1,385,2,8.5,
33306,2012-07-26 00:00:00.000,2012-07-26 11:59:00.000,1,173,2,8.5,
33313,2012-07-26 00:00:00.000,2012-07-26 12:30:00.000,1,234,2,8.5,
33417,2012-07-29 00:00:00.000,2012-07-29 17:22:00.000,1,133,2,8.5,
33537,2012-07-31 00:00:00.000,2012-07-31 15:51:00.000,1,179,2,8.5,
33659,2012-08-02 00:00:00.000,2012-08-02 15:41:00.000,1,386,2,8.5,
33779,2012-08-04 00:00:00.000,2012-08-04 10:10:00.000,1,123,2,8.5,
33781,2012-08-04 00:00:00.000,2012-08-04 10:42:00.000,1,290,2,8.5,
34113,2012-08-11 00:00:00.000,2012-08-11 15:29:00.000,1,194,2,8.5,
34475,2012-08-15 00:00:00.000,2012-08-15 17:02:00.000,1,314,2,8.5,
35276,2012-08-28 00:00:00.000,2012-08-28 18:50:00.000,1,327,2,8.5,
36450,2012-09-18 00:00:00.000,2012-09-18 16:06:00.000,1,227,2,8.5,
36466,2012-09-18 00:00:00.000,2012-09-18 17:08:00.000,1,355,2,8.5,
37049,2012-09-26 00:00:00.000,2012-09-26 16:49:00.000,1,205,2,8.5,
37961,2012-10-08 00:00:00.000,2012-10-08 17:58:00.000,1,111,2,8.5,
37969,2012-10-08 00:00:00.000,2012-10-08 12:21:00.000,1,358,2,8.5,
39010,2012-10-24 00:00:00.000,2012-10-24 18:16:00.000,1,334,2,8.5,
39111,2012-10-26 00:00:00.000,2012-10-26 18:08:00.000,1,316,2,8.5,
39131,2012-10-26 00:00:00.000,2012-10-26 16:05:00.000,1,303,2,8.5,
39474,2012-11-01 00:00:00.000,2012-11-01 16:36:00.000,1,379,2,8.5,
39597,2012-11-04 00:00:00.000,2012-11-04 16:04:00.000,1,375,2,8.5,
40072,2012-11-12 00:00:00.000,2012-11-12 18:56:00.000,1,291,2,8.5,
40765,2012-11-26 00:00:00.000,2012-11-26 18:37:00.000,1,262,2,8.5,
40893,2012-11-27 00:00:00.000,2012-11-27 18:14:00.000,1,376,2,8.5,
41009,2012-11-29 00:00:00.000,2012-11-29 15:00:00.000,1,376,2,8.5,
41113,2012-12-03 00:00:00.000,2012-12-03 10:43:00.000,1,271,2,8.5,
41124,2012-12-03 00:00:00.000,2012-12-03 14:02:00.000,1,296,2,8.5,
41591,2012-12-11 00:00:00.000,2012-12-11 12:55:00.000,1,153,2,8.5,
41960,2012-12-19 00:00:00.000,2012-12-19 16:27:00.000,1,279,2,8.5,
42182,2012-12-22 00:00:00.000,2012-12-22 18:40:00.000,1,385,2,8.5,
42418,2013-01-03 00:00:00.000,2013-01-03 17:05:00.000,1,179,2,8.5,
42998,2013-01-14 00:00:00.000,2013-01-14 16:26:00.000,1,267,2,8.5,
43241,2013-01-17 00:00:00.000,2013-01-17 14:33:00.000,1,256,2,8.5,
43721,2013-01-25 00:00:00.000,2013-01-25 13:09:00.000,1,178,2,8.5,
43738,2013-01-25 00:00:00.000,2013-01-25 14:45:00.000,1,343,2,8.5,
43967,2013-01-30 00:00:00.000,2013-01-30 14:25:00.000,1,342,2,8.5,
44521,2013-02-09 00:00:00.000,2013-02-09 15:52:00.000,1,376,2,8.5,
44613,2013-02-11 00:00:00.000,2013-02-11 09:15:00.000,1,307,2,8.5,
44624,2013-02-12 00:00:00.000,2013-02-12 11:25:00.000,1,292,2,8.5,
44731,2013-02-13 00:00:00.000,2013-02-13 12:10:00.000,1,324,2,8.5,
45318,2013-02-21 00:00:00.000,2013-02-21 13:43:00.000,1,324,2,8.5,
45916,2013-03-03 00:00:00.000,2013-03-03 18:47:00.000,1,329,2,8.5,
46138,2013-03-06 00:00:00.000,2013-03-06 13:27:00.000,1,313,2,8.5,
46160,2013-03-07 00:00:00.000,2013-03-07 16:17:00.000,1,357,2,8.5,
46369,2013-03-10 00:00:00.000,2013-03-10 13:10:00.000,1,354,2,8.5,
46380,2013-03-11 00:00:00.000,2013-03-11 16:15:00.000,1,184,2,8.5,
46480,2013-03-12 00:00:00.000,2013-03-12 12:32:00.000,1,229,2,8.5,
46601,2013-03-13 00:00:00.000,2013-03-13 18:56:00.000,1,365,2,8.5,
46722,2013-03-15 00:00:00.000,2013-03-15 18:00:00.000,1,174,2,8.5,
46726,2013-03-15 00:00:00.000,2013-03-15 18:39:00.000,1,346,2,8.5,
46931,2013-03-19 00:00:00.000,2013-03-19 12:54:00.000,1,187,2,8.5,
47175,2013-03-21 00:00:00.000,2013-03-21 15:35:00.000,1,206,2,8.5,
47517,2013-03-28 00:00:00.000,2013-03-28 17:37:00.000,1,219,2,8.5,
47524,2013-03-28 00:00:00.000,2013-03-28 18:25:00.000,1,282,2,8.5,
47526,2013-03-28 00:00:00.000,2013-03-28 18:30:00.000,1,346,2,8.5,
48367,2013-04-14 00:00:00.000,2013-04-14 17:51:00.000,1,295,2,8.5,
48691,2013-04-19 00:00:00.000,2013-04-19 09:53:00.000,1,277,2,8.5,
48700,2013-04-19 00:00:00.000,2013-04-19 10:29:00.000,1,155,2,8.5,
49159,2013-04-29 00:00:00.000,2013-04-29 12:32:00.000,1,376,2,8.5,
49396,2013-05-02 00:00:00.000,2013-05-02 17:25:00.000,1,311,2,8.5,
49400,2013-05-02 00:00:00.000,2013-05-02 17:55:00.000,1,185,2,8.5,
49983,2013-05-14 00:00:00.000,2013-05-14 16:58:00.000,1,324,2,8.5,
49987,2013-05-14 00:00:00.000,2013-05-14 17:20:00.000,1,348,2,8.5,
51047,2013-05-31 00:00:00.000,2013-05-31 16:04:00.000,1,373,2,8.5,
51268,2013-06-04 00:00:00.000,2013-06-04 15:36:00.000,1,114,2,8.5,
51512,2013-06-10 00:00:00.000,2013-06-10 10:00:00.000,1,210,2,8.5,
51621,2013-06-12 00:00:00.000,2013-06-12 16:31:00.000,1,370,2,8.5,
51629,2013-06-12 00:00:00.000,2013-06-12 17:27:00.000,1,191,2,8.5,
52669,2013-06-29 00:00:00.000,2013-06-29 17:19:00.000,1,364,2,8.5,
53589,2013-07-16 00:00:00.000,2013-07-16 16:05:00.000,1,243,2,8.5,
53717,2013-07-17 00:00:00.000,2013-07-17 17:57:00.000,1,258,2,8.5,
53823,2013-07-18 00:00:00.000,2013-07-18 17:23:00.000,1,262,2,8.5,
54052,2013-07-22 00:00:00.000,2013-07-22 17:39:00.000,1,376,2,8.5,
54162,2013-07-23 00:00:00.000,2013-07-23 16:57:00.000,1,324,2,8.5,
54169,2013-07-23 00:00:00.000,2013-07-23 17:28:00.000,1,372,2,8.5,
54278,2013-07-24 00:00:00.000,2013-07-24 18:25:00.000,1,338,2,8.5,
54397,2013-07-25 00:00:00.000,2013-07-25 17:55:00.000,1,293,2,8.5,
54413,2013-07-25 00:00:00.000,2013-07-25 16:44:00.000,1,329,2,8.5,
54629,2013-07-29 00:00:00.000,2013-07-29 11:05:00.000,1,369,2,8.5,
54746,2013-07-30 00:00:00.000,2013-07-30 10:30:00.000,1,249,2,8.5,
54761,2013-07-30 00:00:00.000,2013-07-30 12:39:00.000,1,301,2,8.5,
54884,2013-07-31 00:00:00.000,2013-07-31 15:08:00.000,1,333,2,8.5,
55005,2013-08-02 00:00:00.000,2013-08-02 12:24:00.000,1,385,2,8.5,
55335,2013-08-07 00:00:00.000,2013-08-07 17:54:00.000,1,257,2,8.5,
55467,2013-08-08 00:00:00.000,2013-08-08 18:23:00.000,1,305,2,8.5,
55982,2013-08-15 00:00:00.000,2013-08-15 14:16:00.000,1,339,2,8.5,
56309,2013-08-20 00:00:00.000,2013-08-20 13:47:00.000,1,135,2,8.5,
56434,2013-08-21 00:00:00.000,2013-08-21 09:58:00.000,1,309,2,8.5,
56539,2013-08-22 00:00:00.000,2013-08-22 18:27:00.000,1,374,2,8.5,
56780,2013-08-26 00:00:00.000,2013-08-26 18:16:00.000,1,383,2,8.5,
57501,2013-09-03 00:00:00.000,2013-09-03 14:15:00.000,1,383,2,8.5,
57623,2013-09-04 00:00:00.000,2013-09-04 17:56:00.000,1,247,2,8.5,
57729,2013-09-05 00:00:00.000,2013-09-05 15:49:00.000,1,88,2,8.5,
57731,2013-09-05 00:00:00.000,2013-09-05 15:57:00.000,1,280,2,8.5,
57736,2013-09-05 00:00:00.000,2013-09-05 16:23:00.000,1,262,2,8.5,
58415,2013-09-12 00:00:00.000,2013-09-12 17:51:00.000,1,204,2,8.5,
58541,2013-09-13 00:00:00.000,2013-09-13 18:15:00.000,1,355,2,8.5,
58868,2013-09-18 00:00:00.000,2013-09-18 18:08:00.000,1,381,2,8.5,
59789,2013-09-29 00:00:00.000,2013-09-29 14:18:00.000,1,273,2,8.5,
60137,2013-10-02 00:00:00.000,2013-10-02 10:20:00.000,1,179,2,8.5,
60973,2013-10-12 00:00:00.000,2013-10-12 13:00:00.000,1,359,2,8.5,
61434,2013-10-16 00:00:00.000,2013-10-16 16:24:00.000,1,335,2,8.5,
62032,2013-10-21 00:00:00.000,2013-10-21 11:00:00.000,1,231,2,8.5,
62130,2013-10-22 00:00:00.000,2013-10-22 12:56:00.000,1,280,2,8.5,
62132,2013-10-22 00:00:00.000,2013-10-22 12:58:00.000,1,185,2,8.5,
62146,2013-10-22 00:00:00.000,2013-10-22 14:18:00.000,1,300,2,8.5,
62244,2013-10-23 00:00:00.000,2013-10-23 14:33:00.000,1,227,2,8.5,
62378,2013-10-24 00:00:00.000,2013-10-24 13:45:00.000,1,167,2,8.5,
62726,2013-10-30 00:00:00.000,2013-10-30 17:38:00.000,1,380,2,8.5,
62875,2013-10-31 00:00:00.000,2013-10-31 18:03:00.000,1,304,2,8.5,
63116,2013-11-04 00:00:00.000,2013-11-04 15:36:00.000,1,116,2,8.5,
63199,2013-11-05 00:00:00.000,2013-11-05 17:05:00.000,1,197,2,8.5,
63315,2013-11-06 00:00:00.000,2013-11-06 14:59:00.000,1,261,2,8.5,
63664,2013-11-11 00:00:00.000,2013-11-11 18:59:00.000,1,340,2,8.5,
63786,2013-11-14 00:00:00.000,2013-11-14 13:20:00.000,1,340,2,8.5,
63884,2013-11-15 00:00:00.000,2013-11-15 12:16:00.000,1,257,2,8.5,
64358,2013-11-25 00:00:00.000,2013-11-25 09:57:00.000,1,297,2,8.5,
64482,2013-11-28 00:00:00.000,2013-11-28 14:37:00.000,1,370,2,8.5,
64714,2013-12-04 00:00:00.000,2013-12-04 17:04:00.000,1,294,2,8.5,
64831,2013-12-04 00:00:00.000,2013-12-04 12:53:00.000,1,323,2,8.5,
64841,2013-12-04 00:00:00.000,2013-12-04 18:15:00.000,1,230,2,8.5,
65056,2013-12-06 00:00:00.000,2013-12-06 09:50:00.000,1,202,2,8.5,
65967,2013-12-21 00:00:00.000,2013-12-21 15:03:00.000,1,359,2,8.5,
66208,2013-12-31 00:00:00.000,2013-12-31 10:02:00.000,1,308,2,8.5,
66225,2014-01-01 00:00:00.000,2014-01-01 14:10:00.000,1,356,2,8.5,
66804,2014-01-11 00:00:00.000,2014-01-11 09:16:00.000,1,320,2,8.5,
67614,2014-01-21 00:00:00.000,2014-01-21 10:29:00.000,1,329,2,8.5,
67626,2014-01-21 00:00:00.000,2014-01-21 11:51:00.000,1,333,2,8.5,
67638,2014-01-21 00:00:00.000,2014-01-21 13:40:00.000,1,377,2,8.5,
67842,2014-01-22 00:00:00.000,2014-01-22 15:32:00.000,1,74,2,8.5,
67974,2014-01-22 00:00:00.000,2014-01-22 12:57:00.000,1,337,2,8.5,
67979,2014-01-22 00:00:00.000,2014-01-22 14:21:00.000,1,281,2,8.5,
68317,2014-01-26 00:00:00.000,2014-01-26 18:30:00.000,1,306,2,8.5,
68799,2014-01-29 00:00:00.000,2014-01-29 11:01:00.000,1,210,2,8.5,
69023,2014-02-04 00:00:00.000,2014-02-04 11:17:00.000,1,299,2,8.5,
69816,2014-02-16 00:00:00.000,2014-02-16 11:04:00.000,1,262,2,8.5,
69819,2014-02-16 00:00:00.000,2014-02-16 11:32:00.000,1,196,2,8.5,
69932,2014-02-17 00:00:00.000,2014-02-17 12:00:00.000,1,357,2,8.5,
70058,2014-02-19 00:00:00.000,2014-02-19 12:14:00.000,1,318,2,8.5,
70636,2014-02-25 00:00:00.000,2014-02-25 12:26:00.000,1,317,2,8.5,
70645,2014-02-25 00:00:00.000,2014-02-25 13:36:00.000,1,339,2,8.5,
71105,2014-03-03 00:00:00.000,2014-03-03 16:51:00.000,1,250,2,8.5,
71239,2014-03-04 00:00:00.000,2014-03-04 18:56:00.000,1,198,2,8.5,
71339,2014-03-04 00:00:00.000,2014-03-04 18:59:00.000,1,371,2,8.5,
71908,2014-03-09 00:00:00.000,2014-03-09 12:22:00.000,1,379,2,8.5,
72161,2014-03-11 00:00:00.000,2014-03-11 15:43:00.000,1,364,2,8.5,
73319,2014-03-22 00:00:00.000,2014-03-22 13:45:00.000,1,368,2,8.5,
73441,2014-03-24 00:00:00.000,2014-03-24 11:09:00.000,1,360,2,8.5,
73550,2014-03-25 00:00:00.000,2014-03-25 16:27:00.000,1,279,2,8.5,
73567,2014-03-25 00:00:00.000,2014-03-25 17:03:00.000,1,86,2,8.5,
73672,2014-03-25 00:00:00.000,2014-03-25 15:06:00.000,1,345,2,8.5,
73678,2014-03-26 00:00:00.000,2014-03-26 15:50:00.000,1,313,2,8.5,
73679,2014-03-26 00:00:00.000,2014-03-26 15:50:00.000,1,165,2,8.5,
73787,2014-03-26 00:00:00.000,2014-03-26 13:47:00.000,1,373,2,8.5,
73805,2014-03-26 00:00:00.000,2014-03-26 15:27:00.000,1,145,2,8.5,
73806,2014-03-26 00:00:00.000,2014-03-26 15:33:00.000,1,373,2,8.5,
74260,2014-04-01 00:00:00.000,2014-04-01 12:56:00.000,1,117,2,8.5,
74370,2014-04-02 00:00:00.000,2014-04-02 11:43:00.000,1,301,2,8.5,
74634,2014-04-04 00:00:00.000,2014-04-04 11:41:00.000,1,362,2,8.5,
75172,2014-04-10 00:00:00.000,2014-04-10 17:50:00.000,1,323,2,8.5,
75766,2014-04-16 00:00:00.000,2014-04-16 17:20:00.000,1,295,2,8.5,
75772,2014-04-16 00:00:00.000,2014-04-16 17:48:00.000,1,351,2,8.5,
75869,2014-04-17 00:00:00.000,2014-04-17 14:58:00.000,1,303,2,8.5,
76823,2014-04-30 00:00:00.000,2014-04-30 13:08:00.000,1,332,2,8.5,
77168,2014-05-05 00:00:00.000,2014-05-05 09:17:00.000,1,376,2,8.5,
77259,2014-05-06 00:00:00.000,2014-05-06 16:22:00.000,1,196,2,8.5,
77283,2014-05-06 00:00:00.000,2014-05-06 17:42:00.000,1,300,2,8.5,
77851,2014-05-12 00:00:00.000,2014-05-12 15:30:00.000,1,242,2,8.5,
78214,2014-05-15 00:00:00.000,2014-05-15 13:05:00.000,1,373,2,8.5,
78546,2014-05-20 00:00:00.000,2014-05-20 17:31:00.000,1,357,2,8.5,
78553,2014-05-20 00:00:00.000,2014-05-20 17:54:00.000,1,354,2,8.5,
78660,2014-05-21 00:00:00.000,2014-05-21 16:32:00.000,1,305,2,8.5,
78796,2014-05-22 00:00:00.000,2014-05-22 15:55:00.000,1,329,2,8.5,
78897,2014-05-24 00:00:00.000,2014-05-24 15:27:00.000,1,386,2,8.5,
79010,2014-05-27 00:00:00.000,2014-05-27 15:52:00.000,1,278,2,8.5,
79253,2014-05-28 00:00:00.000,2014-05-28 18:04:00.000,1,374,2,8.5,
79365,2014-05-29 00:00:00.000,2014-05-29 16:48:00.000,1,187,2,8.5,
79368,2014-05-29 00:00:00.000,2014-05-29 16:54:00.000,1,237,2,8.5,
79475,2014-06-01 00:00:00.000,2014-06-01 14:48:00.000,1,374,2,8.5,
79618,2014-06-03 00:00:00.000,2014-06-03 16:16:00.000,1,230,2,8.5,
80182,2014-06-09 00:00:00.000,2014-06-09 16:36:00.000,1,356,2,8.5,
80206,2014-06-09 00:00:00.000,2014-06-09 10:34:00.000,1,222,2,8.5,
80425,2014-06-11 00:00:00.000,2014-06-11 15:23:00.000,1,200,2,8.5,
80674,2014-06-13 00:00:00.000,2014-06-13 18:41:00.000,1,379,2,8.5,
81098,2014-06-18 00:00:00.000,2014-06-18 16:47:00.000,1,239,2,8.5,
81447,2014-06-23 00:00:00.000,2014-06-23 10:57:00.000,1,248,2,8.5,
81662,2014-06-25 00:00:00.000,2014-06-25 09:05:00.000,1,328,2,8.5,
81670,2014-06-25 00:00:00.000,2014-06-25 12:38:00.000,1,199,2,8.5,
81907,2014-06-30 00:00:00.000,2014-06-30 11:39:00.000,1,271,2,8.5,
82707,2014-07-11 00:00:00.000,2014-07-11 09:11:00.000,1,360,2,8.5,
82916,2014-07-15 00:00:00.000,2014-07-15 16:05:00.000,1,279,2,8.5,
82936,2014-07-15 00:00:00.000,2014-07-15 17:02:00.000,1,225,2,8.5,
84084,2014-07-29 00:00:00.000,2014-07-29 14:04:00.000,1,314,2,8.5,
84098,2014-07-29 00:00:00.000,2014-07-29 15:58:00.000,1,334,2,8.5,
84222,2014-07-31 00:00:00.000,2014-07-31 11:20:00.000,1,82,2,8.5,
84336,2014-07-31 00:00:00.000,2014-07-31 15:37:00.000,1,178,2,8.5,
84910,2014-08-07 00:00:00.000,2014-08-07 17:36:00.000,1,105,2,8.5,
85133,2014-08-11 00:00:00.000,2014-08-11 15:59:00.000,1,379,2,8.5,
85140,2014-08-11 00:00:00.000,2014-08-11 16:10:00.000,1,251,2,8.5,
85253,2014-08-12 00:00:00.000,2014-08-12 16:33:00.000,1,331,2,8.5,
85497,2014-08-14 00:00:00.000,2014-08-14 16:22:00.000,1,376,2,8.5,
85498,2014-08-14 00:00:00.000,2014-08-14 16:24:00.000,1,167,2,8.5,
85624,2014-08-15 00:00:00.000,2014-08-15 17:20:00.000,1,248,2,8.5,
86305,2014-08-24 00:00:00.000,2014-08-24 11:54:00.000,1,384,2,8.5,
86514,2014-08-26 00:00:00.000,2014-08-26 14:26:00.000,1,372,2,8.5,
86979,2014-09-02 00:00:00.000,2014-09-02 16:10:00.000,1,205,2,8.5,
87336,2014-09-03 00:00:00.000,2014-09-03 09:52:00.000,1,165,2,8.5,
87344,2014-09-04 00:00:00.000,2014-09-04 11:36:00.000,1,333,2,8.5,
87562,2014-09-05 00:00:00.000,2014-09-05 16:08:00.000,1,337,2,8.5,
87791,2014-09-08 00:00:00.000,2014-09-08 09:26:00.000,1,256,2,8.5,
87900,2014-09-09 00:00:00.000,2014-09-09 17:25:00.000,1,206,2,8.5,
88145,2014-09-12 00:00:00.000,2014-09-12 14:57:00.000,1,194,2,8.5,
88477,2014-09-17 00:00:00.000,2014-09-17 15:49:00.000,1,270,2,8.5,
88721,2014-09-18 00:00:00.000,2014-09-18 14:06:00.000,1,274,2,8.5,
88843,2014-09-18 00:00:00.000,2014-09-18 14:28:00.000,1,190,2,8.5,
88846,2014-09-18 00:00:00.000,2014-09-18 14:36:00.000,1,303,2,8.5,
89185,2014-09-19 00:00:00.000,2014-09-19 15:22:00.000,1,347,2,8.5,
89192,2014-09-19 00:00:00.000,2014-09-19 15:41:00.000,1,139,2,8.5,
89194,2014-09-19 00:00:00.000,2014-09-19 15:42:00.000,1,259,2,8.5,
90130,2014-09-28 00:00:00.000,2014-09-28 18:50:00.000,1,380,2,8.5,
90611,2014-10-04 00:00:00.000,2014-10-04 15:30:00.000,1,292,2,8.5,
90846,2014-10-08 00:00:00.000,2014-10-08 16:14:00.000,1,380,2,8.5,
92124,2014-10-21 00:00:00.000,2014-10-21 18:51:00.000,1,366,2,8.5,
93279,2014-10-30 00:00:00.000,2014-10-30 09:30:00.000,1,351,2,8.5,
93976,2014-11-06 00:00:00.000,2014-11-06 16:05:00.000,1,359,2,8.5,
94080,2014-11-06 00:00:00.000,2014-11-06 14:25:00.000,1,364,2,8.5,
94775,2014-11-11 00:00:00.000,2014-11-11 16:54:00.000,1,227,2,8.5,
94883,2014-11-12 00:00:00.000,2014-11-12 15:10:00.000,1,363,2,8.5,
94991,2014-11-13 00:00:00.000,2014-11-13 10:26:00.000,1,193,2,8.5,
95226,2014-11-14 00:00:00.000,2014-11-14 12:35:00.000,1,227,2,8.5,
96170,2014-11-23 00:00:00.000,2014-11-23 09:22:00.000,1,298,2,8.5,
96505,2014-11-27 00:00:00.000,2014-11-27 17:49:00.000,1,214,2,8.5,
96515,2014-11-27 00:00:00.000,2014-11-27 18:27:00.000,1,250,2,8.5,
96860,2014-12-02 00:00:00.000,2014-12-02 17:45:00.000,1,374,2,8.5,
97407,2014-12-09 00:00:00.000,2014-12-09 09:21:00.000,1,339,2,8.5,
97425,2014-12-09 00:00:00.000,2014-12-09 12:11:00.000,1,306,2,8.5,
97647,2014-12-11 00:00:00.000,2014-12-11 18:43:00.000,1,342,2,8.5,
97765,2014-12-12 00:00:00.000,2014-12-12 15:14:00.000,1,134,2,8.5,
97980,2014-12-16 00:00:00.000,2014-12-16 10:37:00.000,1,379,2,8.5,
98672,2014-12-30 00:00:00.000,2014-12-30 17:40:00.000,1,287,2,8.5,
16943,2012-01-12 00:00:00.000,2012-01-12 17:57:00.000,1,360,3,8.5,
17062,2012-01-13 00:00:00.000,2012-01-13 10:38:00.000,1,333,3,8.5,
17079,2012-01-13 00:00:00.000,2012-01-13 14:06:00.000,1,225,3,8.5,
17657,2012-01-17 00:00:00.000,2012-01-17 16:42:00.000,1,382,3,8.5,
17755,2012-01-18 00:00:00.000,2012-01-18 14:13:00.000,1,206,3,8.5,
18363,2012-01-24 00:00:00.000,2012-01-24 10:17:00.000,1,339,3,8.5,
20122,2012-02-10 00:00:00.000,2012-02-10 18:06:00.000,1,352,3,8.5,
20361,2012-02-14 00:00:00.000,2012-02-14 18:27:00.000,1,320,3,8.5,
21155,2012-02-22 00:00:00.000,2012-02-22 13:43:00.000,1,208,3,8.5,
21400,2012-02-25 00:00:00.000,2012-02-25 14:34:00.000,1,242,3,8.5,
21858,2012-03-01 00:00:00.000,2012-03-01 13:53:00.000,1,210,3,8.5,
22577,2012-03-08 00:00:00.000,2012-03-08 17:00:00.000,1,278,3,8.5,
23745,2012-03-14 00:00:00.000,2012-03-14 15:56:00.000,1,359,3,8.5,
24216,2012-03-16 00:00:00.000,2012-03-16 14:18:00.000,1,296,3,8.5,
24437,2012-03-18 00:00:00.000,2012-03-18 10:35:00.000,1,372,3,8.5,
24446,2012-03-18 00:00:00.000,2012-03-18 12:40:00.000,1,108,3,8.5,
24908,2012-03-20 00:00:00.000,2012-03-20 17:11:00.000,1,352,3,8.5,
25153,2012-03-22 00:00:00.000,2012-03-22 12:24:00.000,1,257,3,8.5,
25730,2012-03-27 00:00:00.000,2012-03-27 18:59:00.000,1,329,3,8.5,
26729,2012-04-06 00:00:00.000,2012-04-06 16:19:00.000,1,370,3,8.5,
27950,2012-04-18 00:00:00.000,2012-04-18 13:04:00.000,1,383,3,8.5,
28052,2012-04-19 00:00:00.000,2012-04-19 18:48:00.000,1,150,3,8.5,
28062,2012-04-19 00:00:00.000,2012-04-19 12:32:00.000,1,178,3,8.5,
28184,2012-04-20 00:00:00.000,2012-04-20 17:18:00.000,1,375,3,8.5,
28298,2012-04-21 00:00:00.000,2012-04-21 17:39:00.000,1,371,3,8.5,
29448,2012-05-07 00:00:00.000,2012-05-07 10:38:00.000,1,181,3,8.5,
30033,2012-05-17 00:00:00.000,2012-05-17 16:54:00.000,1,233,3,8.5,
31073,2012-06-12 00:00:00.000,2012-06-12 15:45:00.000,1,295,3,8.5,
