Column51,Natural Resources and Forestry (Total),,726,713,677,656,673,729,723,791
Column52,Natural Resources and Forestry (Total),,726,713,677,656,673,622,818,791
Column53,Natural Resources and Forestry (Total),,726,713,677,656,573,622,723,791
Column54,Natural Resources and Forestry (Total),,726,713,677,656,573,622,818,791
Column55,Seniors Affairs (Total),,,,,,,,20,17
Column56,Status of Women (Total),,,,,,,,26,20
Column57,Total Expense,,154266,161135,164768,187042,186120,143169,139663,128861
Column58,Transportation, Time-Limited Investments in Infrastructure,,,,,,,0,0
Column59,Transportation (Total),,4588,4840,5145,7613,6233,3644,3284,2941
Column60,Treasury Board Secretariat, Capital Contingency Fund,0,0,0,99,165,0,0,0
Column61,Treasury Board Secretariat, Operating Contingency Fund,0,0,0,2912,1915,0,0,0
Column62,Treasury Board Secretariat (Total),,1636,1365,1855,4807,4302,1271,1207,1423
Column63,Treasury Board Secretariat (Total),,1636,1365,1855,4807,4302,189,1207,1423
Column64,Treasury Board Secretariat (Total),,1636,1365,1855,4807,4302,189,220,1423
Column65,Treasury Board Secretariat (Total),,1636,1365,1855,4807,455,1271,1207,1423
Column66,Treasury Board Secretariat (Total),,1636,1365,1855,4807,455,1271,220,1423
Column67,Treasury Board Secretariat (Total),,1636,1365,1855,4807,455,189,1207,1423
Column68,Treasury Board Secretariat (Total),,1636,1365,1855,4807,455,189,220,1423
Column69,Treasury Board Secretariat (Total),,1636,1365,1855,4807,4302,1271,220,1423
Column70,Treasury Board Secretariat, Employee and Pensioner Benefits17,1442,1165,1666,1389,1766,1082,987,1186
Column71,Board of Internal Economy (Total),,296,371,257,281,273,219,205,264
Column72,Year-End Savings,,,,,,,0,0,0
Column73,Education, Teachers’ Pension Plan,1659,1678,1570,1621,1631,987,110,564
Column74,Municipal Affairs and Housing, Time-Limited Investments,559,636,317,256,349,565,1,7
Column75,Interest on Debt18,,11903,12384,12495,12456,13130,11709,11589,10635
Column76,Municipal Affairs and Housing (Total),,1368,1478,1199,2953,512,978,1088,1050
Column77,Municipal Affairs and Housing (Total),,1368,1478,1199,2953,512,1544,1088,1050
Column78,Municipal Affairs and Housing (Total),,1368,1478,1199,2953,1432,978,1088,1050
Column79,Municipal Affairs and Housing (Total),,1368,1478,1199,2953,1432,1544,1088,1050
Column80,"Heritage, Sport, Tourism and Culture Industries", Time-Limited Investments to Support 2015 Pan/Parapan American Games,,,,,,,839,405
Column81,"Agriculture, Food and Rural Affairs (Total)5",,993,1065,1132,870,754,1031,929,847
Column82,"Agriculture, Food and Rural Affairs (Total)5",,993,1065,1132,870,754,1031,929,847
Column83,"Agriculture, Food and Rural Affairs (Base)",,384,330,298,314,311,1031,883,847
Column84,"Agriculture, Food and Rural Affairs (Base)",,384,330,298,314,754,1031,883,847
Column85,"Agriculture, Food and Rural Affairs (Base)",,384,330,298,314,754,1031,929,847
Column86,"Agriculture, Food and Rural Affairs (Base)",,384,330,298,314,754,1031,883,847
Column87,"Agriculture, Food and Rural Affairs (Base)",,384,330,298,314,311,1031,929,847
Column88,"Agriculture, Food and Rural Affairs (Base)",,384,330,298,314,311,1031,883,847
Column89,"Agriculture, Food and Rural Affairs (Base)",,384,330,298,314,311,1031,929,847
Column90,"Agriculture, Food and Rural Affairs (Base)",,384,330,298,314,754,1031,929,847
Column91,Community Safety and Correctional Services (Base),,,,,,,,2565,2567
Column92,Government and Consumer Services, Realty,982,1012,924,1026,1145,716,602,567
Column93,Government and Consumer Services (Base),,668,651,626,641,1888,716,602,567
Column94,Government and Consumer Services (Base),,668,651,626,641,743,716,602,567
Column95,"Agriculture, Food and Rural Affairs", COVID‑19 Time-Limited Funding6,,,,,26,,,
Column96,"Agriculture, Food and Rural Affairs", Federal-Provincial Infrastructure Programs,102,96,94,104,0,,,
Column97,"Agriculture, Food and Rural Affairs", Municipal Infrastructure Program Investments3,195,257,222,10,0,,,
Column98,"Agriculture, Food and Rural Affairs", Demand-Driven Risk Management and Time-Limited Programs4,312,383,518,443,417,,,
Column99,Attorney General, COVID‑19 Time-Limited Funding7,,,,,0,,,
Column100,Attorney General," Statutory Appropriations – Crown Liability and Proceedings Act, 2019",42,17,192,0,0,,,
Column101,Attorney General (Base),,1700,1771,1750,1682,1675,1937,,
Column102,COVID‑19 Health Response21,,,,,,5144,,,
Column103,COVID‑19 Response Including COVID‑19 Health Contingency Fund10,,0,0,0,8346,,,,
Column104,Children and Youth Services (Total),,,,,,,,4298,
Column105,"Children, Community and Social Services", COVID‑19 Time-Limited Funding8,,,,,69,,,
Column106,Colleges and Universities, COVID‑19 Time-Limited Funding9,,,,,13,,,
Column107,Colleges and Universities, Time-Limited Infrastructure Funding under the Strategic Investment Fund,209,119,2,0,0,200,,
Column108,Colleges and Universities, Student Financial Assistance,1663,2043,1296,1274,1352,1048,,
Column109,Colleges and Universities (Base),,8595,9030,9221,9395,9313,9000,,
Column110,Colleges and Universities6 (Total),,10467,11192,10520,10669,10678,10248,,
Column111,"Economic Development, Job Creation and Trade", COVID‑19 Time-Limited Funding10,,,,,294,,,
Column112,"Economic Development, Job Creation and Trade", Time-Limited Investments,422,430,263,356,885,1025,928,
Column113,"Economic Development, Job Creation and Trade", Time-Limited Investments,422,430,263,356,214,1025,928,
Column114,"Economic Development, Job Creation and Trade (Base)",,418,356,319,363,378,1025,928,
Column115,"Economic Development, Job Creation and Trade (Base)",,418,356,319,363,885,1025,928,
Column116,"Economic Development, Job Creation and Trade (Total)",,840,786,582,719,378,1025,928,
Column117,"Economic Development, Job Creation and Trade (Total)", Time-Limited Investments,840,786,582,719,214,1025,928,
Column118,"Economic Development, Job Creation and Trade (Total)",,840,786,582,719,885,1025,928,
Column119,Education, COVID‑19 Time-Limited Funding12,,,,,59,,,
Column120,Education (Base),,27265,28746,30181,31038,31263,26580,25967,
Column121,Emergency Forest Firefighting,,,,,,,,95,
Column122,"Energy, Northern Development and Mines", COVID‑19 Time-Limited Funding14,,,,,62,,,
Column123,"Energy, Northern Development and Mines    (Base)13",,,,,,1084,,328,
Column124,"Energy, Northern Development and Mines (Base)8",,1283,1362,1100,1047,,1300,328,
Column125,"Energy, Northern Development and Mines (Base)8",,1283,1362,1100,1047,,1726,328,
Column126,"Environment, Conservation and Parks", COVID‑19 Time-Limited Funding15,,,,,2,,,
Column127,"Environment, Conservation and Parks", Time-Limited Investments,145,223,2,0,0,0,503,
Column128,"Environment, Conservation and Parks (Base)",,706,464,610,669,684,652,503,
Column129,"Environment, Conservation and Parks (Base)",,706,464,610,669,687,652,503,
Column130,"Environment, Conservation and Parks (Base)",,706,464,610,669,687,652,503,
Column131,"Environment, Conservation and Parks (Base)",,706,464,610,669,684,652,503,
Column132,"Environment, Conservation and Parks (Total)",,851,687,612,669,684,652,503,
Column133,"Environment, Conservation and Parks (Total)",,851,687,612,669,684,652,503,
Column134,"Environment, Conservation and Parks (Total)",,851,687,612,669,687,652,503,
Column135,"Environment, Conservation and Parks (Total)",,851,687,612,669,687,652,503,
Column136,Executive Offices, Disaster Relief,,,,,,,3,
Column137,Executive Offices (Base),,37,34,32,38,40,45,33,
Column138,Executive Offices (Base),,37,34,32,38,40,45,33,
Column139,Finance, COVID‑19 Response: Support for People and Jobs Fund,0,0,0,2050,0,,,
Column140,Finance, Time-Limited Investments,0,0,0,616,,,,
Column141,Finance, Investment Management Corporation of Ontario9,0,67,88,161,185,,,
Column142,Finance, COVID‑19 Time-Limited Funding17,,,,,35,,,
Column143,Finance (Base),,843,885,806,862,851,862,1048,
Column144,Francophone Affairs, COVID‑19 Time-Limited Funding18,,,,,2,,,
Column145,Francophone Affairs (Base),,,,,,6,,,
Column146,Francophone Affairs (Total),,6,6,5,7,9,5,8,
Column147,Government    and Consumer Services, COVID‑19 Time-Limited Funding19,,,,,0,,,
Column148,Health (Total),,54982,57573,59293,60110,,,,
Column149,Health (Total)20,,,,,,64017,,,
Column150,"Heritage,    Sport, Tourism and Culture Industries", COVID‑19 Time-Limited Funding22,,,,,205,,,
Column151,"Heritage, Sport, Tourism and Culture Industries", Ontario Cultural Media Tax Credits,509,588,656,515,602,,,
Column152,"Heritage, Sport, Tourism and Culture Industries", Ontario Cultural Media Tax Credits – Amounts Related to Prior Years,145,40,80,0,0,,,
Column153,"Heritage, Sport, Tourism and Culture Industries (Base)",,940,935,908,1032,1016,1465,2270,
Column154,"Heritage, Sport, Tourism and Culture Industries (Base)",,940,935,908,1032,1824,1465,2270,
Column155,"Heritage, Sport, Tourism and Culture Industries (Base)",,940,935,908,1032,1824,1465,1431,
Column156,"Heritage, Sport, Tourism and Culture Industries (Base)",,940,935,908,1032,1016,1465,1431,
Column157,"Heritage, Sport, Tourism and Culture Industries11 (Total)",,1594,1562,1643,1547,1824,1561,2270,
Column158,"Heritage, Sport, Tourism and Culture Industries11 (Total)",,1594,1562,1643,1547,1824,1561,1431,
Column159,"Heritage, Sport, Tourism and Culture Industries11 (Total)",,1594,1562,1643,1547,1016,1561,2270,
Column160,"Heritage, Sport, Tourism and Culture Industries11 (Total)",,1594,1562,1643,1547,1016,1561,1431,
Column161,Indigenous Affairs, One-Time Investments including Settlements,1122,215,14,14,0,40,5,
Column162,Indigenous Affairs, COVID‑19 Time-Limited Funding23,,,,,4,,,
Column163,Indigenous Affairs (Base),,86,75,73,82,86,88,75,
Column164,Indigenous Affairs (Total),,1208,290,87,96,90,128,79,
Column165,Infrastructure, Municipal Infrastructure Program Investments12,0,0,0,202,200,,,
Column166,Infrastructure, Waterfront Toronto Revitalization (Port Lands Flood Protection),0,0,116,128,156,,,
Column167,Infrastructure, COVID‑19 Time-Limited Funding26,,,,,234,,,
Column168,Infrastructure (Base),,227,161,81,213,365,90,213,
Column169,"Labour, Training and Skills Development", COVID‑19 Time-Limited Funding28,,,,,288,,,
Column170,"Labour, Training and Skills Development", Training Tax Credits (Co-operative Education    and Apprenticeship Training)27,,,,,89,,,
Column171,"Labour, Training and Skills Development", Demand-Driven Employment and Training Programs,916,943,922,1051,1169,,,
Column172,"Labour, Training and Skills Development", Co-op Education and Apprenticeship Tax Credits13,208,183,152,82,,,,
Column173,"Labour, Training and Skills Development (Base)",,128,130,100,128,1721,308,305,
Column174,"Labour, Training and Skills Development (Base)",,128,130,100,128,175,308,305,
Column175,"Labour, Training and Skills Development14 (Total)",,1253,1257,1173,1261,1721,308,305,
Column176,"Labour, Training and Skills Development14 (Total)",,1253,1257,1173,1261,175,308,305,
Column177,Long-Term Care (Total),,4163,4329,4423,4536,5764,56293,54925,
Column178,Municipal Affairs and Housing, COVID‑19 Time-Limited Funding32,,,,,286,,,
Column179,Municipal Affairs and Housing, Social Housing Agreement – Payments to Service Managers15,392,367,341,315,284,,,
Column180,Municipal Affairs and Housing, Safe Restart Agreement,0,0,0,1900,0,,,
Column181,Municipal Affairs and Housing (Base),,417,475,541,482,1432,978,923,
Column182,Municipal Affairs and Housing (Base),,417,475,541,482,1432,1544,923,
Column183,Municipal Affairs and Housing (Base),,417,475,541,482,512,1544,923,
Column184,Municipal Affairs and Housing (Base),,417,475,541,482,512,978,923,
Column185,Natural Resources and Forestry (Base),,609,505,541,557,573,729,723,
Column186,Natural Resources and Forestry (Base),,609,505,541,557,673,622,723,
Column187,Natural Resources and Forestry (Base),,609,505,541,557,573,729,818,
Column188,Natural Resources and Forestry (Base),,609,505,541,557,673,729,818,
Column189,Natural Resources and Forestry (Base),,609,505,541,557,573,622,818,
Column190,Natural Resources and Forestry (Base),,609,505,541,557,673,729,723,
Column191,Natural Resources and Forestry (Base),,609,505,541,557,673,622,818,
Column192,Natural Resources and Forestry (Base),,609,505,541,557,573,622,723,
Column193,PRRT Savings,,,,,,,,0,
Column194,Seniors and Accessibility, Time-Limited Investments,0,0,0,129,9,,,
Column195,Seniors and Accessibility, COVID‑19 Time-Limited Funding33,,,,,6,,,
Column196,Seniors and Accessibility (Base),,48,52,54,58,66,38,,
Column197,Seniors and Accessibility (Total),,48,52,54,187,82,38,,
Column198,Solicitor    General, COVID‑19 Time-Limited Funding34,,,,,0,,,
Column199,Solicitor    General (Base),,,,,,3096,,,
Column200,Solicitor General (Total),,2561,2681,2774,2874,3096,2683,,
Column201,"Tourism, Culture and Sport", Time-Limited Funding: Ontario 150 and Pan/Parapan American Games,,,,,,96,,
Column202,Transportation, COVID‑19 Time-Limited Funding36,,,,,0,,,
Column203,Transportation, Federal–Provincial Infrastructure Programs,404,297,188,640,703,0,,
Column204,Transportation, Safe Restart Agreement,0,0,0,2000,0,,,
Column205,Transportation (Base),,4184,4543,4957,4973,5530,3644,3284,
Column206,Treasury Board Secretariat, COVID‑19 Time-Limited Funding38,,,,,0,,,
Column207,Treasury Board Secretariat (Base),,194,201,189,407,455,1271,1207,
Column208,Treasury Board Secretariat (Base),,194,201,189,407,4302,1271,220,
Column209,Treasury Board Secretariat (Base),,194,201,189,407,4302,189,1207,
Column210,Treasury Board Secretariat (Base),,194,201,189,407,4302,189,220,
Column211,Treasury Board Secretariat (Base),,194,201,189,407,455,1271,220,
Column212,Treasury Board Secretariat (Base),,194,201,189,407,455,189,1207,
Column213,Treasury Board Secretariat (Base),,194,201,189,407,455,189,220,
Column214,Treasury Board Secretariat (Base),,194,201,189,407,4302,1271,1207,
Column215,"Agriculture, Food and Rural Affairs","Agriculture, Food and Rural Affairs (Base)",,,,,,,,805
Column216,"Agriculture, Food and Rural Affairs",Time-Limited Assistance,,,,,,,,7
Column217,"Children, Community and Social Services",Community and Social Services (Base),,,,,,,,10550
Column218,Community Safety and Correctional Services,Community Safety and Correctional  Services (Base),,,,,,,,2523
Column219,"Economic Development and Growth / Research, Innovation and Science","Economic Development and Growth / Research, Innovation and Science (Base)",,,,,,,,834
Column220,"Economic Development and Growth / Research, Innovation and Science",Green Investment Fund Initiatives,,,,,,,,0
Column221,"Economic Development and Growth / Research, Innovation and Science (Total)",,,,,,,,,834
Column222,Education,Education (Base),,,,,,,,24629
Column223,"Energy, Northern Development and Mines",Energy (Base),,,,,,,,326
Column224,"Energy, Northern Development and Mines",Green Investment Fund Initiatives,,,,,,,,0
Column225,Environment and Climate Change,Environment and Climate Change (Base),,,,,,,,486
Column226,Environment and Climate Change,Green Investment Fund Initiatives,,,,,,,,0
Column227,Environment and Climate Change (Total),,,,,,,,,486
Column228,Executive Offices,Executive Offices (Base),,,,,,,,36
Column229,Finance,Finance (Base),,,,,,,,930
Column230,"Francophone Affairs, Office of (Total)",,,,,,,,,5
Column231,Health and Long-Term Care,Health and Long-Term Care (Base),,,,,,,,49983
Column232,Health and Long-Term Care,Time-Limited Investments in Affordable and Supportive Housing,,,,,,,,0
Column233,Health and Long-Term Care (Total),,,,,,,,,49983
Column234,Indigenous Relations and Reconciliation,Indigenous Relations and Reconciliation (Base),,,,,,,,67
Column235,Indigenous Relations and Reconciliation,Green Investment Fund Initiatives,,,,,,,,0
Column236,Indigenous Relations and Reconciliation,One-Time Investments including Settlements,,,,,,,,3
Column237,Indigenous Relations and Reconciliation (Total),,,,,,,,,71
Column238,Infrastructure,Infrastructure (Base),,,,,,,,229
Column239,Labour (Total),,,,,,,,,305
Column240,Municipal Affairs / Housing,Municipal Affairs / Housing (Base),,,,,,,,889
Column241,Municipal Affairs / Housing,Green Investment Fund Initiatives,,,,,,,,0
Column242,Natural Resources and Forestry,Natural Resources and Forestry (Base),,,,,,,,713
Column243,"Tourism, Culture and Sport","Tourism, Culture and Sport (Base)",,,,,,,,1246
Column244,"Tourism, Culture and Sport (Total)",,,,,,,,,1650
Column245,Transportation,Transportation (Base),,,,,,,,2941
Column246,Transportation,Green Investment Fund Initiatives,,,,,,,,0
Column247,Treasury Board Secretariat,Treasury Board Secretariat (Base),,,,,,,,237
