ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesOrderNumber,valor_vendas
477,20200120,20200201,20200127,15017,"SO51569",4.99
477,20200121,20200202,20200128,26656,"SO51579",4.99
477,20200121,20200202,20200128,18900,"SO51580",4.99
477,20200122,20200203,20200129,18207,"SO51586",4.99
477,20200123,20200204,20200130,18902,"SO51611",4.99
477,20200123,20200204,20200130,16098,"SO51613",4.99
477,20200123,20200204,20200130,21466,"SO51616",4.99
477,20200123,20200204,20200130,22441,"SO51617",4.99
477,20200124,20200205,20200131,28206,"SO51627",4.99
477,20200124,20200205,20200131,19199,"SO51630",4.99
477,20200125,20200206,20200201,15552,"SO51645",4.99
477,20200125,20200206,20200201,11145,"SO51648",4.99
477,20200125,20200206,20200201,11124,"SO51649",4.99
477,20200126,20200207,20200202,12461,"SO51660",4.99
477,20200126,20200207,20200202,16327,"SO51663",4.99
477,20200126,20200207,20200202,13742,"SO51664",4.99
477,20200126,20200207,20200202,19264,"SO51666",4.99
477,20200127,20200208,20200203,19435,"SO51672",4.99
477,20200127,20200208,20200203,15548,"SO51675",4.99
477,20200127,20200208,20200203,11095,"SO51683",4.99
477,20200127,20200208,20200203,11451,"SO51684",4.99
477,20200127,20200208,20200203,26825,"SO51689",4.99
477,20200128,20200209,20200204,12204,"SO51880",4.99
477,20200128,20200209,20200204,13199,"SO51897",4.99
477,20200128,20200209,20200204,15507,"SO51898",4.99
477,20200128,20200209,20200204,16982,"SO51899",4.99
477,20200128,20200209,20200204,14329,"SO51913",4.99
477,20200128,20200209,20200204,22330,"SO51918",4.99
477,20200129,20200210,20200205,11091,"SO51925",4.99
477,20200129,20200210,20200205,29307,"SO51928",4.99
477,20200129,20200210,20200205,14291,"SO51940",4.99
477,20200129,20200210,20200205,20537,"SO51941",4.99
477,20200129,20200210,20200205,18454,"SO51944",4.99
477,20200129,20200210,20200205,12054,"SO51946",4.99
477,20200129,20200210,20200205,16781,"SO51947",4.99
477,20200129,20200210,20200205,24094,"SO51952",4.99
477,20200129,20200210,20200205,20958,"SO51954",4.99
477,20200129,20200210,20200205,24063,"SO51963",4.99
477,20200129,20200210,20200205,18309,"SO51964",4.99
477,20200130,20200211,20200206,13540,"SO51966",4.99
477,20200130,20200211,20200206,12807,"SO51967",4.99
477,20200130,20200211,20200206,16609,"SO51971",4.99
477,20200130,20200211,20200206,19969,"SO51978",4.99
477,20200130,20200211,20200206,13491,"SO51988",4.99
477,20200130,20200211,20200206,21918,"SO51989",4.99
477,20200130,20200211,20200206,12165,"SO51990",4.99
477,20200130,20200211,20200206,25799,"SO51999",4.99
477,20200130,20200211,20200206,11632,"SO52002",4.99
477,20200131,20200212,20200207,23411,"SO52019",4.99
477,20200131,20200212,20200207,19087,"SO52024",4.99
477,20200131,20200212,20200207,18293,"SO52025",4.99
477,20200131,20200212,20200207,29287,"SO52026",4.99
477,20200131,20200212,20200207,16427,"SO52033",4.99
477,20200131,20200212,20200207,21762,"SO52039",4.99
477,20200131,20200212,20200207,17276,"SO52044",4.99
477,20200131,20200212,20200207,21861,"SO52050",4.99
477,20200131,20200212,20200207,25801,"SO52052",4.99
477,20200131,20200212,20200207,13234,"SO52055",4.99
477,20200131,20200212,20200207,11325,"SO52058",4.99
477,20200201,20200213,20200208,12533,"SO52066",4.99
477,20200201,20200213,20200208,11113,"SO52072",4.99
477,20200201,20200213,20200208,14446,"SO52084",4.99
477,20200201,20200213,20200208,14561,"SO52085",4.99
477,20200201,20200213,20200208,13860,"SO52088",4.99
477,20200201,20200213,20200208,17685,"SO52093",4.99
477,20200201,20200213,20200208,12724,"SO52102",4.99
477,20200201,20200213,20200208,11522,"SO52105",4.99
477,20200202,20200214,20200209,11394,"SO52108",4.99
477,20200202,20200214,20200209,24093,"SO52121",4.99
477,20200202,20200214,20200209,22338,"SO52130",4.99
477,20200202,20200214,20200209,18664,"SO52132",4.99
477,20200202,20200214,20200209,16953,"SO52133",4.99
477,20200202,20200214,20200209,21120,"SO52137",4.99
477,20200203,20200215,20200210,18251,"SO52154",4.99
477,20200203,20200215,20200210,16703,"SO52156",4.99
477,20200203,20200215,20200210,11996,"SO52159",4.99
477,20200203,20200215,20200210,11380,"SO52162",4.99
477,20200203,20200215,20200210,28533,"SO52166",4.99
477,20200203,20200215,20200210,19499,"SO52167",4.99
477,20200203,20200215,20200210,16870,"SO52178",4.99
477,20200203,20200215,20200210,23249,"SO52179",4.99
477,20200203,20200215,20200210,13732,"SO52181",4.99
477,20200203,20200215,20200210,17506,"SO52183",4.99
477,20200203,20200215,20200210,24746,"SO52185",4.99
477,20200203,20200215,20200210,16814,"SO52186",4.99
477,20200203,20200215,20200210,18110,"SO52187",4.99
477,20200203,20200215,20200210,18700,"SO52205",4.99
477,20200203,20200215,20200210,17514,"SO52206",4.99
477,20200203,20200215,20200210,11056,"SO52207",4.99
477,20200203,20200215,20200210,18308,"SO52210",4.99
477,20200204,20200216,20200211,22038,"SO52232",4.99
477,20200204,20200216,20200211,23277,"SO52235",4.99
477,20200204,20200216,20200211,14604,"SO52237",4.99
477,20200204,20200216,20200211,20696,"SO52238",4.99
477,20200204,20200216,20200211,26505,"SO52240",4.99
477,20200204,20200216,20200211,17447,"SO52241",4.99
477,20200204,20200216,20200211,18102,"SO52242",4.99
477,20200204,20200216,20200211,14704,"SO52248",4.99
477,20200204,20200216,20200211,15558,"SO52265",4.99
477,20200204,20200216,20200211,11529,"SO52267",4.99
477,20200204,20200216,20200211,25752,"SO52268",4.99
477,20200204,20200216,20200211,24529,"SO52274",4.99
477,20200204,20200216,20200211,21609,"SO52275",4.99
477,20200204,20200216,20200211,21059,"SO52276",4.99
477,20200205,20200217,20200212,18249,"SO52279",4.99
477,20200205,20200217,20200212,14051,"SO52281",4.99
477,20200205,20200217,20200212,11146,"SO52286",4.99
477,20200205,20200217,20200212,22839,"SO52289",4.99
477,20200205,20200217,20200212,25839,"SO52301",4.99
477,20200205,20200217,20200212,12202,"SO52304",4.99
477,20200205,20200217,20200212,25335,"SO52305",4.99
477,20200205,20200217,20200212,18095,"SO52306",4.99
477,20200205,20200217,20200212,21868,"SO52311",4.99
477,20200205,20200217,20200212,29428,"SO52312",4.99
477,20200205,20200217,20200212,11350,"SO52317",4.99
477,20200205,20200217,20200212,28535,"SO52324",4.99
477,20200206,20200218,20200213,11480,"SO52329",4.99
477,20200206,20200218,20200213,18569,"SO52344",4.99
477,20200206,20200218,20200213,17540,"SO52345",4.99
477,20200206,20200218,20200213,13285,"SO52347",4.99
477,20200206,20200218,20200213,23679,"SO52349",4.99
477,20200206,20200218,20200213,16539,"SO52353",4.99
477,20200206,20200218,20200213,20981,"SO52356",4.99
477,20200206,20200218,20200213,19771,"SO52361",4.99
477,20200207,20200219,20200214,23629,"SO52369",4.99
477,20200207,20200219,20200214,16085,"SO52383",4.99
477,20200207,20200219,20200214,11331,"SO52386",4.99
477,20200207,20200219,20200214,13458,"SO52388",4.99
477,20200207,20200219,20200214,17630,"SO52391",4.99
477,20200207,20200219,20200214,11683,"SO52397",4.99
477,20200207,20200219,20200214,20159,"SO52398",4.99
477,20200207,20200219,20200214,24523,"SO52400",4.99
477,20200208,20200220,20200215,11412,"SO52409",4.99
477,20200208,20200220,20200215,23618,"SO52418",4.99
477,20200208,20200220,20200215,20391,"SO52430",4.99
477,20200208,20200220,20200215,17368,"SO52431",4.99
477,20200208,20200220,20200215,26348,"SO52434",4.99
477,20200208,20200220,20200215,22491,"SO52438",4.99
477,20200208,20200220,20200215,22455,"SO52439",4.99
477,20200208,20200220,20200215,13060,"SO52451",4.99
477,20200208,20200220,20200215,11243,"SO52454",4.99
477,20200208,20200220,20200215,11457,"SO52458",4.99
477,20200208,20200220,20200215,22462,"SO52465",4.99
477,20200208,20200220,20200215,16713,"SO52468",4.99
477,20200209,20200221,20200216,11406,"SO52469",4.99
477,20200209,20200221,20200216,11953,"SO52471",4.99
477,20200209,20200221,20200216,22052,"SO52492",4.99
477,20200209,20200221,20200216,18384,"SO52496",4.99
477,20200209,20200221,20200216,13848,"SO52502",4.99
477,20200209,20200221,20200216,19327,"SO52504",4.99
477,20200209,20200221,20200216,17601,"SO52509",4.99
477,20200209,20200221,20200216,11618,"SO52513",4.99
477,20200209,20200221,20200216,11946,"SO52516",4.99
477,20200209,20200221,20200216,23172,"SO52518",4.99
477,20200210,20200222,20200217,20861,"SO52534",4.99
477,20200210,20200222,20200217,22055,"SO52539",4.99
477,20200210,20200222,20200217,14582,"SO52540",4.99
477,20200210,20200222,20200217,23682,"SO52544",4.99
477,20200210,20200222,20200217,19277,"SO52549",4.99
477,20200210,20200222,20200217,11227,"SO52566",4.99
477,20200210,20200222,20200217,26667,"SO52568",4.99
477,20200210,20200222,20200217,19766,"SO52569",4.99
477,20200210,20200222,20200217,21647,"SO52570",4.99
477,20200210,20200222,20200217,19402,"SO52571",4.99
477,20200210,20200222,20200217,19529,"SO52572",4.99
477,20200210,20200222,20200217,21061,"SO52575",4.99
477,20200211,20200223,20200218,19570,"SO52581",4.99
477,20200211,20200223,20200218,22924,"SO52582",4.99
477,20200211,20200223,20200218,21442,"SO52590",4.99
477,20200211,20200223,20200218,18053,"SO52591",4.99
477,20200211,20200223,20200218,17014,"SO52592",4.99
477,20200211,20200223,20200218,18926,"SO52595",4.99
477,20200211,20200223,20200218,23989,"SO52601",4.99
477,20200211,20200223,20200218,22653,"SO52612",4.99
477,20200211,20200223,20200218,21033,"SO52614",4.99
477,20200212,20200224,20200219,11485,"SO52616",4.99
477,20200212,20200224,20200219,11957,"SO52617",4.99
477,20200212,20200224,20200219,29290,"SO52621",4.99
477,20200212,20200224,20200219,21715,"SO52631",4.99
477,20200212,20200224,20200219,21574,"SO52632",4.99
477,20200212,20200224,20200219,15559,"SO52633",4.99
477,20200212,20200224,20200219,11330,"SO52634",4.99
477,20200212,20200224,20200219,12919,"SO52635",4.99
477,20200212,20200224,20200219,18055,"SO52638",4.99
477,20200212,20200224,20200219,14339,"SO52653",4.99
477,20200212,20200224,20200219,12716,"SO52655",4.99
477,20200212,20200224,20200219,25096,"SO52663",4.99
477,20200212,20200224,20200219,23164,"SO52664",4.99
477,20200212,20200224,20200219,12277,"SO52669",4.99
477,20200213,20200225,20200220,21630,"SO52692",4.99
477,20200213,20200225,20200220,17165,"SO52694",4.99
477,20200213,20200225,20200220,22559,"SO52703",4.99
477,20200214,20200226,20200221,16740,"SO52726",4.99
477,20200214,20200226,20200221,20838,"SO52730",4.99
477,20200214,20200226,20200221,23630,"SO52732",4.99
477,20200214,20200226,20200221,12054,"SO52741",4.99
477,20200214,20200226,20200221,17583,"SO52744",4.99
477,20200214,20200226,20200221,19639,"SO52745",4.99
477,20200214,20200226,20200221,18644,"SO52747",4.99
477,20200214,20200226,20200221,26317,"SO52765",4.99
477,20200214,20200226,20200221,16223,"SO52767",4.99
477,20200214,20200226,20200221,21031,"SO52772",4.99
477,20200214,20200226,20200221,14830,"SO52774",4.99
477,20200214,20200226,20200221,28107,"SO52777",4.99
477,20200215,20200227,20200222,11215,"SO52778",4.99
477,20200215,20200227,20200222,21459,"SO52796",4.99
477,20200215,20200227,20200222,18111,"SO52799",4.99
477,20200215,20200227,20200222,17554,"SO52801",4.99
477,20200215,20200227,20200222,18751,"SO52802",4.99
477,20200215,20200227,20200222,17035,"SO52803",4.99
477,20200215,20200227,20200222,16877,"SO52804",4.99
477,20200215,20200227,20200222,29214,"SO52806",4.99
477,20200215,20200227,20200222,13485,"SO52809",4.99
477,20200215,20200227,20200222,19185,"SO52817",4.99
477,20200215,20200227,20200222,11647,"SO52826",4.99
477,20200215,20200227,20200222,28327,"SO52830",4.99
477,20200215,20200227,20200222,21650,"SO52833",4.99
477,20200215,20200227,20200222,16221,"SO52834",4.99
477,20200216,20200228,20200223,24469,"SO52847",4.99
477,20200216,20200228,20200223,20779,"SO52862",4.99
477,20200216,20200228,20200223,17016,"SO52864",4.99
477,20200217,20200301,20200224,23252,"SO52899",4.99
477,20200217,20200301,20200224,13318,"SO52900",4.99
477,20200217,20200301,20200224,13206,"SO52901",4.99
477,20200217,20200301,20200224,16802,"SO52903",4.99
477,20200217,20200301,20200224,21619,"SO52923",4.99
477,20200217,20200301,20200224,21024,"SO52926",4.99
477,20200217,20200301,20200224,21048,"SO52928",4.99
477,20200218,20200302,20200225,11059,"SO52933",4.99
477,20200218,20200302,20200225,21500,"SO52936",4.99
477,20200218,20200302,20200225,18530,"SO52939",4.99
477,20200218,20200302,20200225,19056,"SO52945",4.99
477,20200218,20200302,20200225,24064,"SO52947",4.99
477,20200218,20200302,20200225,21649,"SO52960",4.99
477,20200219,20200303,20200226,23412,"SO52964",4.99
477,20200219,20200303,20200226,11353,"SO52967",4.99
477,20200219,20200303,20200226,21787,"SO52983",4.99
477,20200219,20200303,20200226,12183,"SO52984",4.99
477,20200219,20200303,20200226,18094,"SO52985",4.99
477,20200219,20200303,20200226,22492,"SO52991",4.99
477,20200219,20200303,20200226,11528,"SO52998",4.99
477,20200220,20200304,20200227,24899,"SO53013",4.99
477,20200220,20200304,20200227,21720,"SO53029",4.99
477,20200220,20200304,20200227,15498,"SO53030",4.99
477,20200220,20200304,20200227,21159,"SO53031",4.99
477,20200220,20200304,20200227,18346,"SO53034",4.99
477,20200220,20200304,20200227,18758,"SO53045",4.99
477,20200220,20200304,20200227,16887,"SO53047",4.99
477,20200220,20200304,20200227,12032,"SO53048",4.99
477,20200220,20200304,20200227,11837,"SO53054",4.99
477,20200220,20200304,20200227,26743,"SO53060",4.99
477,20200220,20200304,20200227,12011,"SO53062",4.99
477,20200220,20200304,20200227,18549,"SO53065",4.99
477,20200221,20200305,20200228,23764,"SO53081",4.99
477,20200221,20200305,20200228,19440,"SO53082",4.99
477,20200221,20200305,20200228,14655,"SO53096",4.99
477,20200221,20200305,20200228,17137,"SO53100",4.99
477,20200221,20200305,20200228,12077,"SO53102",4.99
477,20200221,20200305,20200228,23770,"SO53108",4.99
477,20200221,20200305,20200228,22795,"SO53111",4.99
477,20200221,20200305,20200228,11298,"SO53122",4.99
477,20200221,20200305,20200228,23858,"SO53129",4.99
477,20200221,20200305,20200228,19450,"SO53130",4.99
477,20200221,20200305,20200228,27956,"SO53131",4.99
477,20200222,20200306,20200301,14328,"SO53149",4.99
477,20200222,20200306,20200301,13802,"SO53157",4.99
477,20200222,20200306,20200301,15378,"SO53166",4.99
477,20200222,20200306,20200301,20160,"SO53175",4.99
477,20200223,20200307,20200302,28536,"SO53188",4.99
477,20200223,20200307,20200302,22952,"SO53189",4.99
477,20200223,20200307,20200302,14851,"SO53195",4.99
477,20200223,20200307,20200302,21496,"SO53206",4.99
477,20200223,20200307,20200302,21350,"SO53207",4.99
477,20200223,20200307,20200302,18477,"SO53209",4.99
477,20200223,20200307,20200302,13198,"SO53210",4.99
477,20200223,20200307,20200302,24748,"SO53211",4.99
477,20200223,20200307,20200302,18109,"SO53212",4.99
477,20200223,20200307,20200302,26488,"SO53213",4.99
477,20200223,20200307,20200302,16377,"SO53214",4.99
477,20200223,20200307,20200302,17810,"SO53220",4.99
477,20200223,20200307,20200302,17111,"SO53222",4.99
477,20200223,20200307,20200302,27835,"SO53225",4.99
477,20200223,20200307,20200302,28208,"SO53236",4.99
477,20200224,20200308,20200303,22734,"SO53256",4.99
477,20200224,20200308,20200303,15007,"SO53257",4.99
477,20200224,20200308,20200303,17119,"SO53258",4.99
477,20200224,20200308,20200303,20439,"SO53259",4.99
477,20200224,20200308,20200303,16777,"SO53262",4.99
477,20200224,20200308,20200303,23743,"SO53266",4.99
477,20200224,20200308,20200303,19217,"SO53278",4.99
477,20200224,20200308,20200303,11274,"SO53280",4.99
477,20200224,20200308,20200303,24341,"SO53284",4.99
477,20200224,20200308,20200303,21611,"SO53286",4.99
477,20200225,20200309,20200304,18248,"SO53289",4.99
477,20200225,20200309,20200304,12738,"SO53291",4.99
477,20200225,20200309,20200304,19796,"SO53298",4.99
477,20200225,20200309,20200304,21783,"SO53307",4.99
477,20200225,20200309,20200304,18223,"SO53309",4.99
477,20200225,20200309,20200304,18348,"SO53311",4.99
477,20200225,20200309,20200304,23676,"SO53313",4.99
477,20200225,20200309,20200304,18974,"SO53327",4.99
477,20200225,20200309,20200304,28217,"SO53334",4.99
477,20200225,20200309,20200304,28714,"SO53335",4.99
477,20200225,20200309,20200304,11944,"SO53337",4.99
477,20200225,20200309,20200304,19343,"SO53344",4.99
477,20200226,20200310,20200305,18260,"SO53347",4.99
477,20200226,20200310,20200305,20316,"SO53354",4.99
477,20200226,20200310,20200305,21443,"SO53368",4.99
477,20200226,20200310,20200305,17569,"SO53370",4.99
477,20200226,20200310,20200305,17570,"SO53371",4.99
477,20200226,20200310,20200305,11711,"SO53372",4.99
477,20200226,20200310,20200305,29165,"SO53393",4.99
477,20200226,20200310,20200305,16224,"SO53394",4.99
477,20200226,20200310,20200305,19406,"SO53395",4.99
477,20200226,20200310,20200305,25703,"SO53397",4.99
477,20200227,20200311,20200306,11973,"SO53400",4.99
477,20200227,20200311,20200306,15606,"SO53409",4.99
477,20200227,20200311,20200306,11752,"SO53410",4.99
477,20200227,20200311,20200306,23274,"SO53417",4.99
477,20200227,20200311,20200306,25256,"SO53420",4.99
477,20200227,20200311,20200306,18760,"SO53421",4.99
477,20200227,20200311,20200306,29230,"SO53423",4.99
477,20200227,20200311,20200306,20104,"SO53426",4.99
477,20200227,20200311,20200306,25783,"SO53429",4.99
477,20200227,20200311,20200306,12723,"SO53433",4.99
477,20200227,20200311,20200306,19396,"SO53447",4.99
477,20200227,20200311,20200306,13255,"SO53448",4.99
477,20200228,20200312,20200307,21445,"SO53637",4.99
477,20200228,20200312,20200307,16381,"SO53642",4.99
477,20200228,20200312,20200307,16746,"SO53643",4.99
477,20200228,20200312,20200307,20666,"SO53650",4.99
477,20200228,20200312,20200307,18692,"SO53653",4.99
477,20200228,20200312,20200307,25681,"SO53661",4.99
477,20200301,20200313,20200308,12291,"SO53663",4.99
477,20200301,20200313,20200308,24537,"SO53665",4.99
477,20200301,20200313,20200308,14683,"SO53672",4.99
477,20200301,20200313,20200308,19503,"SO53677",4.99
477,20200301,20200313,20200308,27309,"SO53678",4.99
477,20200301,20200313,20200308,12321,"SO53679",4.99
477,20200301,20200313,20200308,22317,"SO53693",4.99
477,20200301,20200313,20200308,16360,"SO53714",4.99
477,20200301,20200313,20200308,21810,"SO53715",4.99
477,20200301,20200313,20200308,21756,"SO53717",4.99
477,20200301,20200313,20200308,19683,"SO53718",4.99
477,20200302,20200314,20200309,22549,"SO53737",4.99
477,20200302,20200314,20200309,23115,"SO53738",4.99
477,20200302,20200314,20200309,14455,"SO53739",4.99
477,20200302,20200314,20200309,24771,"SO53741",4.99
477,20200302,20200314,20200309,12142,"SO53760",4.99
477,20200303,20200315,20200310,22917,"SO53778",4.99
477,20200303,20200315,20200310,28939,"SO53780",4.99
477,20200303,20200315,20200310,21299,"SO53792",4.99
477,20200303,20200315,20200310,20506,"SO53794",4.99
477,20200303,20200315,20200310,18534,"SO53798",4.99
477,20200303,20200315,20200310,18123,"SO53799",4.99
477,20200303,20200315,20200310,17590,"SO53800",4.99
477,20200303,20200315,20200310,17437,"SO53801",4.99
477,20200303,20200315,20200310,16383,"SO53802",4.99
477,20200303,20200315,20200310,23783,"SO53804",4.99
477,20200303,20200315,20200310,15069,"SO53808",4.99
477,20200303,20200315,20200310,12983,"SO53819",4.99
477,20200303,20200315,20200310,15556,"SO53820",4.99
477,20200303,20200315,20200310,18694,"SO53822",4.99
477,20200303,20200315,20200310,24492,"SO53823",4.99
477,20200303,20200315,20200310,16225,"SO53825",4.99
477,20200303,20200315,20200310,16226,"SO53826",4.99
477,20200303,20200315,20200310,12296,"SO53828",4.99
477,20200304,20200316,20200311,22742,"SO53839",4.99
477,20200304,20200316,20200311,21158,"SO53842",4.99
477,20200304,20200316,20200311,20494,"SO53844",4.99
477,20200304,20200316,20200311,23442,"SO53848",4.99
477,20200304,20200316,20200311,21549,"SO53850",4.99
477,20200304,20200316,20200311,11208,"SO53852",4.99
477,20200304,20200316,20200311,12190,"SO53855",4.99
477,20200304,20200316,20200311,12153,"SO53857",4.99
477,20200304,20200316,20200311,20420,"SO53863",4.99
477,20200304,20200316,20200311,11915,"SO53866",4.99
477,20200304,20200316,20200311,12317,"SO53873",4.99
477,20200305,20200317,20200312,12130,"SO53876",4.99
477,20200305,20200317,20200312,21472,"SO53890",4.99
477,20200305,20200317,20200312,16863,"SO53893",4.99
477,20200305,20200317,20200312,17359,"SO53894",4.99
477,20200305,20200317,20200312,17130,"SO53895",4.99
477,20200305,20200317,20200312,25804,"SO53905",4.99
477,20200305,20200317,20200312,12122,"SO53909",4.99
477,20200305,20200317,20200312,25726,"SO53918",4.99
477,20200306,20200318,20200313,11125,"SO53927",4.99
477,20200306,20200318,20200313,21432,"SO53939",4.99
477,20200306,20200318,20200313,20636,"SO53940",4.99
477,20200306,20200318,20200313,13144,"SO53942",4.99
477,20200306,20200318,20200313,12055,"SO53945",4.99
477,20200306,20200318,20200313,21680,"SO53951",4.99
477,20200306,20200318,20200313,26967,"SO53967",4.99
477,20200306,20200318,20200313,18696,"SO53970",4.99
477,20200306,20200318,20200313,11099,"SO53971",4.99
477,20200306,20200318,20200313,24681,"SO53973",4.99
477,20200307,20200319,20200314,11489,"SO53978",4.99
477,20200307,20200319,20200314,17419,"SO54001",4.99
477,20200307,20200319,20200314,17379,"SO54002",4.99
477,20200307,20200319,20200314,22494,"SO54009",4.99
477,20200307,20200319,20200314,12152,"SO54024",4.99
477,20200307,20200319,20200314,12287,"SO54027",4.99
477,20200307,20200319,20200314,25732,"SO54035",4.99
477,20200308,20200320,20200315,11572,"SO54040",4.99
477,20200308,20200320,20200315,13983,"SO54042",4.99
477,20200308,20200320,20200315,29333,"SO54046",4.99
477,20200308,20200320,20200315,24276,"SO54047",4.99
477,20200308,20200320,20200315,11506,"SO54055",4.99
477,20200308,20200320,20200315,18424,"SO54058",4.99
477,20200308,20200320,20200315,19214,"SO54059",4.99
477,20200308,20200320,20200315,18640,"SO54062",4.99
477,20200308,20200320,20200315,17683,"SO54063",4.99
477,20200308,20200320,20200315,14842,"SO54067",4.99
477,20200308,20200320,20200315,21453,"SO54068",4.99
477,20200308,20200320,20200315,12798,"SO54072",4.99
477,20200308,20200320,20200315,19460,"SO54073",4.99
477,20200308,20200320,20200315,15900,"SO54087",4.99
477,20200308,20200320,20200315,19023,"SO54088",4.99
477,20200308,20200320,20200315,12186,"SO54092",4.99
477,20200308,20200320,20200315,16744,"SO54096",4.99
477,20200308,20200320,20200315,24084,"SO54102",4.99
477,20200309,20200321,20200316,12328,"SO54105",4.99
477,20200309,20200321,20200316,17109,"SO54109",4.99
477,20200309,20200321,20200316,24085,"SO54123",4.99
477,20200309,20200321,20200316,19463,"SO54124",4.99
