ID,TableID,Measure Name,Measure Description,DataType,DAX Expression,FormatString,Hidden Measure Flag,State,ModifiedTime,StructureModifiedTime,KPIID,IsSimpleMeasure,ErrorMessage,DisplayFolder,DetailRowsDefinitionID,Table Name,Data Type
103675,97247,"Internet Sales Var to Plan (PY)","",10,"CALCULATE([Internet Net Sales Var to Plan],FILTER(ALL('Date'),
	'Date'[Calendar Year] = MAX('Date'[Calendar Year])-1 && 
	'Date'[Calendar Year Month Number] = MAX('Date'[Calendar Year Month Number]) - 12 &&
	'Date'[Date] >= MIN('Date'[Prior Calendar Year Date]) && 'Date'[Date] <= MAX('Date'[Prior Calendar Year Date])
	))","\$#,0;(\$#,0);\$#,0",False,1,2017-10-31 18:43:32.230,2017-05-14 19:41:38.896,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
103679,97247,"Internet Net Sales (YOY)","",10,"[Internet Net Sales (CY)] - [Internet Net Sales (PY)]","\$#,0;(\$#,0);\$#,0",False,1,2017-11-14 15:32:44.433,2017-05-14 20:23:52.570,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
103683,97247,"Internet Net Sales (YOY %)","",8,"DIVIDE([Internet Net Sales (YOY)],[Internet Net Sales (PY)])","0.0%;-0.0%;0.0%",False,1,2017-11-20 20:37:12.946,2017-05-14 20:24:42.000,,False,"","",,"Date Intelligence Metrics","Decimal Number"
103690,97247,"AdWorks Net Sales (YOY)","",10,"[AdWorks Net Sales (CY)] - [AdWorks Net Sales (PY)]","\$#,0;(\$#,0);\$#,0",False,1,2017-12-04 23:57:08.953,2017-05-14 20:27:32.370,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
103694,97247,"AdWorks Net Sales (YOY %)","",8,"DIVIDE([AdWorks Net Sales (YOY)],[AdWorks Net Sales (PY)])","",False,1,2017-12-04 23:58:21.820,2017-05-14 20:28:19.190,,False,"","",,"Date Intelligence Metrics","Decimal Number"
103698,97247,"Reseller Net Sales (YOY)","",10,"[Reseller Net Sales (CY)] - [Reseller Net Sales (PY)]","\$#,0;(\$#,0);\$#,0",False,1,2017-08-25 00:19:19.740,2017-05-14 20:30:04.950,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
103702,97247,"Reseller Net Sales (YOY %)","",8,"DIVIDE([Reseller Net Sales (YOY)],[Reseller Net Sales (PY)])","0.0%;-0.0%;0.0%",False,1,2017-11-20 20:37:12.946,2017-05-14 20:31:59.176,,False,"","",,"Date Intelligence Metrics","Decimal Number"
103706,97247,"AdWorks Net Margin % (YOY)","",8,"[AdWorks Net Margin % (CY)] - [AdWorks Net Margin % (PY)]","",False,1,2017-12-04 23:56:58.823,2017-05-14 20:34:10.016,,False,"","",,"Date Intelligence Metrics","Decimal Number"
103710,97247,"AdWorks Net Margin % (YOY YTD)","",8,"[AdWorks Net Margin % (YTD)] - [AdWorks Net Margin % (PYTD)]","0.0%;-0.0%;0.0%",False,1,2017-12-04 23:56:41.526,2017-05-14 20:36:03.800,,False,"","",,"Date Intelligence Metrics","Decimal Number"
103714,97247,"Internet Net Sales (YOY YTD)","",10,"[Internet Net Sales (YTD)] - [Internet Net Sales (PYTD)]","\$#,0;(\$#,0);\$#,0",False,1,2017-12-02 22:24:11.500,2017-05-14 20:37:35.503,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
103718,97247,"Internet Net Sales (YOY YTD %)","",8,"DIVIDE([Internet Net Sales (YOY YTD)],[Internet Net Sales (PYTD)])","0.0%;-0.0%;0.0%",False,1,2017-12-02 22:24:11.500,2017-05-14 20:38:32.196,,False,"","",,"Date Intelligence Metrics","Decimal Number"
103722,97247,"Internet Sales Customer Count (YOY)","",6,"[Internet Sales Customer Count (CY)] - [Internet Sales Customer Count (PY)]","#,0",False,1,2017-11-13 18:29:49.540,2017-05-14 20:39:38.563,,False,"","",,"Date Intelligence Metrics","Whole Number"
103726,97247,"Internet Sales Customer Count (YOY %)","",8,"DIVIDE([Internet Sales Customer Count (YOY)],[Internet Sales Customer Count (PY)])","0.0%;-0.0%;0.0%",False,1,2017-11-20 20:37:12.946,2017-05-14 20:40:30.753,,False,"","",,"Date Intelligence Metrics","Decimal Number"
103734,97247,"Internet Sales Customer Count (YOY YTD %)","",8,"DIVIDE([Internet Sales Customer Count (YOY YTD)],[Internet Sales Customer Count (PYTD)])","0.0%;-0.0%;0.0%",False,1,2017-12-02 22:24:25.583,2017-05-14 20:42:13.623,,False,"","",,"Date Intelligence Metrics","Decimal Number"
103745,97247,"AdWorks Net Sales (YOY YTD)","",10,"[AdWorks Net Sales (YTD)] - [AdWorks Net Sales (PYTD)]","\$#,0;(\$#,0);\$#,0",False,1,2017-12-04 23:58:02.980,2017-05-14 20:46:09.096,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
103747,97247,"AdWorks Net Sales (YOY YTD %)","",8,"DIVIDE([AdWorks Net Sales (YOY YTD)],[AdWorks Net Sales (PYTD)])","0.0%;-0.0%;0.0%",False,1,2017-12-04 23:58:02.980,2017-05-14 20:46:17.940,,False,"","",,"Date Intelligence Metrics","Decimal Number"
103757,97247,"Internet Sales Customer Count (YOY YTD)","",6,"[Internet Sales Customer Count (YTD)] - [Internet Sales Customer Count (PYTD)]","#,0",False,1,2017-12-02 22:24:25.583,2017-05-14 20:48:30.863,,False,"","",,"Date Intelligence Metrics","Whole Number"
103759,97247,"Internet Sales Var to Plan (YOY)","",10,"[Internet Sales Var to Plan (CY)] - [Internet Sales Var to Plan (PY)]","\$#,0;(\$#,0);\$#,0",False,1,2017-10-31 18:43:32.230,2017-05-14 20:48:37.403,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
103766,97247,"Reseller Net Sales (YOY YTD)","",10,"[Reseller Net Sales (YTD)] - [Reseller Net Sales (PYTD)]","\$#,0;(\$#,0);\$#,0",False,1,2017-12-02 22:17:36.206,2017-05-14 20:52:03.063,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
103770,97247,"Reseller Net Sales (YOY YTD %)","",8,"DIVIDE([Reseller Net Sales (YOY YTD)],[Reseller Net Sales (PYTD)])","0.0%;-0.0%;0.0%",False,1,2017-12-02 22:16:33.440,2017-05-14 20:53:01.686,,False,"","",,"Date Intelligence Metrics","Decimal Number"
103774,97247,"Internet Sales Margin % (YOY)","",8,"[Internet Sales Margin % (CY)] - [Internet Net Sales (PY)]","0.0%;-0.0%;0.0%",False,1,2017-11-20 20:37:12.946,2017-05-14 20:55:16.886,,False,"","",,"Date Intelligence Metrics","Decimal Number"
103778,97247,"Internet Sales Margin % (YOY YTD)","",8,"[Internet Sales Margin % (YTD)] - [Internet Sales Margin % (PYTD)]","0.0%;-0.0%;0.0%",False,1,2017-12-02 22:29:37.956,2017-05-14 20:56:10.846,,False,"","",,"Date Intelligence Metrics","Decimal Number"
111528,97247,"Internet Net Sales Mix % (YTD)","",8,"CALCULATE([Internet Net Sales Mix %],
	FILTER(ALL('Date'),'Date'[Calendar Year] = MAX('Date'[Calendar Year]) && 
		'Date'[Date] <= MAX('Date'[Date])))","0.0%;-0.0%;0.0%",False,1,2017-12-02 22:14:27.003,2017-05-14 22:12:28.223,,False,"","",,"Date Intelligence Metrics","Decimal Number"
111532,97247,"Internet Net Sales Mix % (CY)","",8,"CALCULATE([Internet Net Sales Mix %],FILTER(ALL('Date'),
	'Date'[Calendar Year] = MAX('Date'[Calendar Year]) && 
	'Date'[Date] >= MIN('Date'[Date]) &&
	'Date'[Date] <= MAX('Date'[Date]))
	)","0.0%;-0.0%;0.0%",False,1,2017-11-20 20:37:12.946,2017-05-14 22:13:06.490,,False,"","",,"Date Intelligence Metrics","Decimal Number"
111536,97247,"Internet Net Sales Mix % (PY)","",8,"CALCULATE([Internet Net Sales Mix %],FILTER(ALL('Date'),
	'Date'[Calendar Year] = MAX('Date'[Calendar Year])-1 && 
	'Date'[Calendar Year Month Number] = MAX('Date'[Calendar Year Month Number]) - 12 &&
	'Date'[Date] >= MIN('Date'[Prior Calendar Year Date]) && 'Date'[Date] <= MAX('Date'[Prior Calendar Year Date])
	))","0.0%;-0.0%;0.0%",False,1,2017-11-20 20:37:12.946,2017-05-14 22:14:05.110,,False,"","",,"Date Intelligence Metrics","Decimal Number"
111540,97247,"Internet Net Sales Mix % (PYTD)","",8,"CALCULATE([Internet Net Sales Mix %],
	FILTER(ALL('Date'),'Date'[Calendar Year] = MAX('Date'[Calendar Year])-1 && 
			'Date'[Date] <= MAX('Date'[Prior Calendar Year Date])
			))","0.0%;-0.0%;0.0%",False,1,2017-12-02 22:32:05.563,2017-05-14 22:14:38.166,,False,"","",,"Date Intelligence Metrics","Decimal Number"
111544,97247,"Internet Net Sales Mix (YOY)","",8,"[Internet Net Sales Mix % (CY)] - [Internet Net Sales Mix % (PY)]","0.0%;-0.0%;0.0%",False,1,2017-11-20 20:37:12.946,2017-05-14 22:15:47.730,,False,"","",,"Date Intelligence Metrics","Decimal Number"
111548,97247,"Internet Net Sales Mix % (YOY YTD)","",10,"[Internet Net Sales (YTD)] - [Internet Net Sales (PYTD)]","0.0%;-0.0%;0.0%",False,1,2017-12-02 22:24:11.500,2017-05-14 22:16:48.550,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
111555,97247,"AdWorks Net Sales CY +30%","",10,"1.3 * [AdWorks Net Sales (CY)]","\$#,0;(\$#,0);\$#,0",False,1,2017-12-04 23:55:05.026,2017-05-14 22:30:50.456,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
111559,97247,"AdWorks Net Sales CY -30%","",10,".7 * [AdWorks Net Sales (CY)]","",False,1,2017-12-04 23:58:29.970,2017-05-14 22:32:10.153,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
111567,97247,"Internet Sales Per Customer (YTD)","",10,"CALCULATE([Internet Sales Per Customer],
	FILTER(ALL('Date'),'Date'[Calendar Year] = MAX('Date'[Calendar Year]) && 
		'Date'[Date] <= MAX('Date'[Date])))","\$#,0;(\$#,0);\$#,0",False,1,2017-12-02 22:21:21.116,2017-05-15 00:08:27.010,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
111571,97247,"Internet Sales Per Customer (CY)","",10,"CALCULATE([Internet Sales Per Customer],FILTER(ALL('Date'),
	'Date'[Calendar Year] = MAX('Date'[Calendar Year]) && 
	'Date'[Date] >= MIN('Date'[Date]) &&
	'Date'[Date] <= MAX('Date'[Date]))
	)","\$#,0;(\$#,0);\$#,0",False,1,2017-11-13 18:29:49.540,2017-05-15 00:09:04.880,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
111575,97247,"Internet Sales Per Customer (PY)","",10,"CALCULATE([Internet Sales Per Customer],FILTER(ALL('Date'),
	'Date'[Calendar Year] = MAX('Date'[Calendar Year])-1 && 
	'Date'[Calendar Year Month Number] = MAX('Date'[Calendar Year Month Number]) - 12 &&
	'Date'[Date] >= MIN('Date'[Prior Calendar Year Date]) && 'Date'[Date] <= MAX('Date'[Prior Calendar Year Date])
	))","\$#,0;(\$#,0);\$#,0",False,1,2017-11-13 18:29:49.540,2017-05-15 00:10:14.493,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
111579,97247,"Internet Sales Per Customer (PYTD)","",10,"CALCULATE([Internet Sales Per Customer],
		FILTER(ALL('Date'),'Date'[Calendar Year] = MAX('Date'[Calendar Year]) - 1 && 
			'Date'[Date] <= MAX('Date'[Prior Calendar Year Date])
			))","\$#,0;(\$#,0);\$#,0",False,1,2017-12-02 22:30:22.340,2017-05-15 00:11:35.823,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
111586,97247,"Internet Sales Per Customer (YOY)","",10,"[Internet Sales Per Customer (CY)] - [Internet Sales Per Customer (PY)]","\$#,0;(\$#,0);\$#,0",False,1,2017-11-13 18:29:49.540,2017-05-15 00:12:32.866,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
111590,97247,"Internet Sales Per Customer (YOY %)","",8,"DIVIDE([Internet Sales Per Customer (YOY)], [Internet Sales Per Customer (PY)])","0.0%;-0.0%;0.0%",False,1,2017-11-20 20:37:12.946,2017-05-15 00:13:33.000,,False,"","",,"Date Intelligence Metrics","Decimal Number"
111612,97247,"Internet Sales Count of New Customers (YTD)","",6,"CALCULATE([Internet Sales New Customers],
	FILTER(ALL('Date'),'Date'[Calendar Year] = MAX('Date'[Calendar Year]) && 
		'Date'[Date] <= MAX('Date'[Date])))","#,0",False,1,2017-12-02 22:19:46.106,2017-05-15 01:22:45.793,,False,"","",,"Date Intelligence Metrics","Whole Number"
119378,97247,"Reseller Net Sales Mix % (YTD)","",8,"CALCULATE([Reseller Net Sales Mix %],
	FILTER(ALL('Date'),'Date'[Calendar Year] = MAX('Date'[Calendar Year]) && 
		'Date'[Date] <= MAX('Date'[Date])))","0.0%;-0.0%;0.0%",False,1,2017-12-02 22:22:17.386,2017-05-15 13:07:50.826,,False,"","",,"Date Intelligence Metrics","Decimal Number"
119382,97247,"Reseller Net Sales Mix % (CY)","",8,"CALCULATE([Reseller Net Sales Mix %],FILTER(ALL('Date'),
	'Date'[Calendar Year Status] = ""Current Calendar Year"" && 
	'Date'[Date] >= MIN('Date'[Date]) &&
	'Date'[Date] <= MAX('Date'[Date]))
	)","0.0%;-0.0%;0.0%",False,1,2017-11-20 20:37:12.946,2017-05-15 13:08:39.920,,False,"","",,"Date Intelligence Metrics","Decimal Number"
119386,97247,"Reseller Net Sales Mix % (PY)","",8,"CALCULATE([Reseller Net Sales Mix %],FILTER(ALL('Date'),
	'Date'[Calendar Year] = MAX('Date'[Calendar Year])-1 && 
	'Date'[Calendar Year Month Number] = MAX('Date'[Calendar Year Month Number]) - 12 &&
	'Date'[Date] >= MIN('Date'[Prior Calendar Year Date]) && 'Date'[Date] <= MAX('Date'[Prior Calendar Year Date])
	))","0.0%;-0.0%;0.0%",False,1,2017-11-20 20:37:12.946,2017-05-15 13:09:40.293,,False,"","",,"Date Intelligence Metrics","Decimal Number"
119393,97247,"Reseller Net Sales Mix % (PYTD)","",8,"CALCULATE([Reseller Net Sales Mix %],
	FILTER(ALL('Date'),'Date'[Calendar Year] = MAX('Date'[Calendar Year])-1 && 
		'Date'[Date] <= MAX('Date'[Prior Calendar Year Date])))","#,0.0%;-#,0.0%;#,0.0%",False,1,2017-12-02 22:33:33.946,2017-05-15 13:12:05.316,,False,"","",,"Date Intelligence Metrics","Decimal Number"
119397,97247,"Reseller Net Sales Mix % (YOY)","",8,"[Reseller Net Sales Mix % (CY)] - [Reseller Net Sales Mix % (PY)]","0.0%;-0.0%;0.0%",False,1,2017-11-20 20:37:12.946,2017-05-15 13:12:59.596,,False,"","",,"Date Intelligence Metrics","Decimal Number"
119401,97247,"Reseller Net Sales Mix % (YOY YTD)","",8,"[Reseller Net Sales Mix % (YTD)] - [Reseller Net Sales Mix % (PYTD)]","0.0%;-0.0%;0.0%",False,1,2017-12-02 22:22:17.566,2017-05-15 13:14:01.416,,False,"","",,"Date Intelligence Metrics","Decimal Number"
140667,97247,"Internet Net Sales (CY - Variable)","",10,"
VAR CY = YEAR(TODAY())
RETURN
 CALCULATE([Internet Net Sales],FILTER(ALL('Date'),
	'Date'[Calendar Year] = CY && 
	'Date'[Date] >= MIN('Date'[Date]) &&
	'Date'[Date] <= MAX('Date'[Date]))
	)","",True,1,2017-11-15 13:14:20.553,2017-05-17 17:25:56.420,,False,"","",,"Date Intelligence Metrics","Fixed Decimal Number"
